date_obj,Blood%20rune price
2019-08-26,339
2019-08-27,338
2019-08-27,338
2019-08-28,340
2019-08-29,339
2019-08-30,336
2019-08-31,333
2019-09-01,332
2019-09-02,332
2019-09-03,333
2019-09-04,334
2019-09-05,335
2019-09-06,336
2019-09-07,335
2019-09-08,336
2019-09-09,338
2019-09-10,340
2019-09-11,340
2019-09-12,339
2019-09-13,337
2019-09-14,336
2019-09-15,335
2019-09-16,335
2019-09-17,335
2019-09-18,336
2019-09-19,335
2019-09-20,335
2019-09-21,333
2019-09-22,332
2019-09-23,331
2019-09-24,325
2019-09-25,325
2019-09-26,321
2019-09-27,316
2019-09-28,312
2019-09-29,306
2019-09-30,310
2019-10-01,318
2019-10-02,318
2019-10-03,318
2019-10-04,319
2019-10-05,320
2019-10-06,321
2019-10-07,322
2019-10-08,323
2019-10-09,320
2019-10-10,319
2019-10-11,314
2019-10-12,313
2019-10-13,312
2019-10-14,311
2019-10-15,308
2019-10-16,307
2019-10-17,306
2019-10-18,305
2019-10-19,305
2019-10-20,306
2019-10-21,306
2019-10-22,307
2019-10-23,306
2019-10-24,306
2019-10-25,304
2019-10-26,302
2019-10-27,301
2019-10-28,302
2019-10-29,302
2019-10-30,303
2019-10-31,303
2019-11-01,302
2019-11-02,302
2019-11-03,303
2019-11-04,303
2019-11-05,303
2019-11-06,303
2019-11-07,303
2019-11-08,303
2019-11-09,300
2019-11-10,297
2019-11-11,294
2019-11-12,294
2019-11-13,294
2019-11-14,295
2019-11-15,294
2019-11-16,294
2019-11-17,292
2019-11-18,293
2019-11-19,295
2019-11-20,296
2019-11-21,295
2019-11-22,297
2019-11-23,297
2019-11-24,297
2019-11-25,299
2019-11-26,303
2019-11-27,301
2019-11-28,303
2019-11-29,302
2019-11-30,302
2019-12-01,302
2019-12-02,302
2019-12-03,302
2019-12-04,302
2019-12-05,302
2019-12-06,303
2019-12-07,304
2019-12-08,304
2019-12-09,303
2019-12-10,302
2019-12-11,302
2019-12-12,302
2019-12-13,303
2019-12-14,302
2019-12-15,302
2019-12-16,303
2019-12-17,303
2019-12-18,302
2019-12-19,301
2019-12-20,302
2019-12-21,302
2019-12-22,302
2019-12-23,303
2019-12-24,305
2019-12-25,309
2019-12-26,310
2019-12-27,312
2019-12-28,313
2019-12-29,311
2019-12-30,313
2019-12-31,316
2020-01-01,322
2020-01-02,322
2020-01-03,318
2020-01-04,318
2020-01-05,318
2020-01-06,316
2020-01-07,316
2020-01-08,316
2020-01-09,318
2020-01-10,321
2020-01-11,321
2020-01-12,322
2020-01-13,321
2020-01-14,321
2020-01-15,323
2020-01-16,323
2020-01-17,325
2020-01-18,329
2020-01-19,327
2020-01-20,331
2020-01-21,334
2020-01-22,337
2020-01-23,339
2020-01-24,342
2020-01-25,345
2020-01-26,347
2020-01-27,349
2020-01-28,351
2020-01-29,350
2020-01-30,347
2020-01-31,340
2020-02-01,332
2020-02-02,327
2020-02-03,323
2020-02-04,326
2020-02-05,336
2020-02-06,339
2020-02-07,351
2020-02-08,358
2020-02-09,364
2020-02-10,369
2020-02-11,369
2020-02-12,371
2020-02-13,375
2020-02-14,384
2020-02-15,385
2020-02-16,384
2020-02-17,385
2020-02-18,384
2020-02-19,382
2020-02-20,377
2020-02-21,371
2020-02-22,368
2020-02-23,368
2020-02-24,376
2020-02-25,384
2020-02-26,387
2020-02-27,384
2020-02-28,385
2020-02-29,385
2020-03-01,389
2020-03-02,389
2020-03-03,390
2020-03-04,388
2020-03-05,389
2020-03-06,390
2020-03-07,391
2020-03-08,395
2020-03-09,396
2020-03-10,403
2020-03-11,401
2020-03-12,396
2020-03-13,394
2020-03-14,394
2020-03-15,396
2020-03-16,405
2020-03-17,408
2020-03-18,410
2020-03-19,409
2020-03-20,405
2020-03-21,399
2020-03-22,398
2020-03-23,397
2020-03-24,400
2020-03-25,400
2020-03-26,403
2020-03-27,404
2020-03-28,401
2020-03-29,399
2020-03-30,398
2020-03-31,399
2020-04-01,398
2020-04-02,398
2020-04-03,394
2020-04-04,391
2020-04-05,386
2020-04-06,379
2020-04-07,368
2020-04-08,365
2020-04-09,368
2020-04-10,369
2020-04-11,377
2020-04-12,384
2020-04-13,386
2020-04-14,387
2020-04-15,386
2020-04-16,385
2020-04-17,384
2020-04-18,384
2020-04-19,383
2020-04-20,383
2020-04-21,382
2020-04-22,380
2020-04-23,377
2020-04-24,372
2020-04-25,369
2020-04-26,369
2020-04-27,372
2020-04-28,375
2020-04-29,378
2020-04-30,378
2020-05-01,377
2020-05-02,376
2020-05-03,376
2020-05-04,375
2020-05-05,374
2020-05-06,370
2020-05-07,366
2020-05-08,360
2020-05-09,357
2020-05-10,360
2020-05-11,360
2020-05-12,361
2020-05-13,361
