date_obj,Red%20boater price
2019-04-07,1811
2019-04-08,1798
2019-04-09,1798
2019-04-10,1798
2019-04-11,1771
2019-04-12,1754
2019-04-13,1749
2019-04-14,1738
2019-04-15,1738
2019-04-16,1733
2019-04-17,1733
2019-04-18,1739
2019-04-19,1739
2019-04-20,1732
2019-04-21,1732
2019-04-22,1771
2019-04-23,1771
2019-04-24,1814
2019-04-25,1814
2019-04-26,1818
2019-04-27,1818
2019-04-28,1799
2019-04-29,1799
2019-04-30,1830
2019-05-01,1830
2019-05-02,1888
2019-05-03,1951
2019-05-04,1951
2019-05-05,2000
2019-05-06,2000
2019-05-07,2049
2019-05-08,2049
2019-05-09,2097
2019-05-10,2097
2019-05-11,2160
2019-05-12,2160
2019-05-13,2184
2019-05-14,2184
2019-05-15,2171
2019-05-16,2171
2019-05-17,2171
2019-05-18,2185
2019-05-19,2185
2019-05-20,2185
2019-05-21,2185
2019-05-22,2232
2019-05-23,2232
2019-05-24,2276
2019-05-25,2276
2019-05-26,2284
2019-05-27,2284
2019-05-28,2222
2019-05-29,2222
2019-05-30,2227
2019-05-31,2227
2019-06-01,2227
2019-06-02,2221
2019-06-03,2221
2019-06-04,2208
2019-06-05,2208
2019-06-06,2232
2019-06-07,2232
2019-06-08,2218
2019-06-09,2218
2019-06-10,2131
2019-06-11,2131
2019-06-12,2088
2019-06-13,2088
2019-06-14,2047
2019-06-15,2047
2019-06-16,2047
2019-06-17,2065
2019-06-18,2065
2019-06-19,2065
2019-06-20,2112
2019-06-21,2112
2019-06-22,2112
2019-06-23,2153
2019-06-24,2153
2019-06-25,2153
2019-06-26,2113
2019-06-27,2113
2019-06-28,2032
2019-06-29,2032
2019-06-30,1933
2019-07-01,1933
2019-07-02,1842
2019-07-03,1774
2019-07-04,1774
2019-07-05,1750
2019-07-06,1750
2019-07-07,1750
2019-07-08,1793
2019-07-09,1793
2019-07-10,1793
2019-07-11,1807
2019-07-12,1807
2019-07-13,1807
2019-07-14,1814
2019-07-15,1814
2019-07-16,1814
2019-07-17,1813
2019-07-18,1813
2019-07-19,1813
2019-07-20,1843
2019-07-21,1843
2019-07-22,1911
2019-07-23,1911
2019-07-24,1911
2019-07-25,1997
2019-07-26,1997
2019-07-27,1997
2019-07-28,1917
2019-07-29,1917
2019-07-30,1865
2019-07-31,1865
2019-08-01,1897
2019-08-02,1897
2019-08-03,1852
2019-08-04,1852
2019-08-05,1920
2019-08-06,1920
2019-08-07,1971
2019-08-08,1971
2019-08-09,1971
2019-08-10,1954
2019-08-11,1954
2019-08-12,1954
2019-08-13,2012
2019-08-14,2012
2019-08-15,2095
2019-08-16,2095
2019-08-17,2179
2019-08-18,2179
2019-08-19,2133
2019-08-20,2133
2019-08-21,2133
2019-08-22,2109
2019-08-23,2109
2019-08-24,2119
2019-08-24,2119
2019-08-25,2119
2019-08-25,2119
2019-08-26,2119
2019-08-26,2119
2019-08-27,2154
2019-08-27,2154
2019-08-28,2154
2019-08-29,2218
2019-08-30,2218
2019-08-31,2218
2019-09-01,2265
2019-09-02,2265
2019-09-03,2265
2019-09-04,2299
2019-09-05,2299
2019-09-06,2299
2019-09-07,2222
2019-09-08,2222
2019-09-09,2222
2019-09-10,2241
2019-09-11,2241
2019-09-12,2241
2019-09-13,2203
2019-09-14,2203
2019-09-15,2149
2019-09-16,2149
2019-09-17,2200
2019-09-18,2200
2019-09-19,2200
2019-09-20,2214
2019-09-21,2214
2019-09-22,2186
2019-09-23,2186
2019-09-24,2122
2019-09-25,2122
2019-09-26,2090
2019-09-27,2090
2019-09-28,2090
2019-09-29,2110
2019-09-30,2110
2019-10-01,2110
2019-10-02,2145
2019-10-03,2145
2019-10-04,2145
2019-10-05,2169
2019-10-06,2169
2019-10-07,2144
2019-10-08,2144
2019-10-09,2144
2019-10-10,2155
2019-10-11,2155
2019-10-12,2155
2019-10-13,2107
2019-10-14,2107
2019-10-15,2107
2019-10-16,2154
2019-10-17,2154
2019-10-18,2154
2019-10-19,2170
2019-10-20,2170
2019-10-21,2170
2019-10-22,2170
2019-10-23,2196
2019-10-24,2196
2019-10-25,2189
2019-10-26,2189
2019-10-27,2189
2019-10-28,2183
2019-10-29,2183
2019-10-30,2183
2019-10-31,2150
2019-11-01,2150
2019-11-02,2151
2019-11-03,2151
2019-11-04,2151
2019-11-05,2138
2019-11-06,2138
2019-11-07,2138
2019-11-08,2152
2019-11-09,2152
2019-11-10,2175
2019-11-11,2175
2019-11-12,2175
2019-11-13,2141
2019-11-14,2141
2019-11-15,2141
2019-11-16,2149
2019-11-17,2149
2019-11-18,2149
2019-11-19,2106
2019-11-20,2106
2019-11-21,2106
2019-11-22,2042
2019-11-23,2042
2019-11-24,2042
2019-11-25,2127
2019-11-26,2127
2019-11-27,2127
2019-11-28,2171
2019-11-29,2171
2019-11-30,2171
2019-12-01,2195
2019-12-02,2195
2019-12-03,2195
2019-12-04,2253
2019-12-05,2253
2019-12-06,2253
2019-12-07,2275
2019-12-08,2275
2019-12-09,2275
2019-12-10,2283
2019-12-11,2283
2019-12-12,2283
2019-12-13,2276
2019-12-14,2276
2019-12-15,2276
2019-12-16,2202
2019-12-17,2202
2019-12-18,2202
2019-12-19,2162
2019-12-20,2162
2019-12-21,2162
2019-12-22,2200
2019-12-23,2200
2019-12-24,2200
2019-12-25,2235
2019-12-26,2235
2019-12-27,2235
2019-12-28,2191
2019-12-29,2191
2019-12-30,2191
2019-12-31,2202
2020-01-01,2202
2020-01-02,2202
2020-01-03,2203
2020-01-04,2203
2020-01-05,2203
2020-01-06,2164
2020-01-07,2164
2020-01-08,2164
2020-01-09,2195
2020-01-10,2195
2020-01-11,2228
2020-01-12,2228
2020-01-13,2228
2020-01-14,2254
2020-01-15,2254
2020-01-16,2300
2020-01-17,2300
2020-01-18,2300
2020-01-19,2366
2020-01-20,2366
2020-01-21,2366
2020-01-22,2415
2020-01-23,2415
2020-01-24,2415
2020-01-25,2456
2020-01-26,2456
2020-01-27,2441
2020-01-28,2441
2020-01-29,2441
2020-01-30,2526
2020-01-31,2526
2020-02-01,2526
2020-02-02,2512
2020-02-03,2512
2020-02-04,2539
2020-02-05,2539
2020-02-06,2537
2020-02-07,2537
2020-02-08,2537
2020-02-09,2468
2020-02-10,2468
2020-02-11,2445
2020-02-12,2445
2020-02-13,2445
2020-02-14,2460
2020-02-15,2460
2020-02-16,2460
2020-02-17,2463
2020-02-18,2463
2020-02-19,2463
2020-02-20,2492
2020-02-21,2492
2020-02-22,2492
2020-02-23,2495
2020-02-24,2495
2020-02-25,2474
2020-02-26,2474
2020-02-27,2377
2020-02-28,2377
2020-02-29,2377
2020-03-01,2309
2020-03-02,2309
2020-03-03,2333
2020-03-04,2333
2020-03-05,2333
2020-03-06,2374
2020-03-07,2374
2020-03-08,2374
2020-03-09,2365
2020-03-10,2365
2020-03-11,2373
2020-03-12,2373
2020-03-13,2373
2020-03-14,2377
2020-03-15,2377
2020-03-16,2379
2020-03-17,2379
2020-03-18,2389
2020-03-19,2389
2020-03-20,2408
2020-03-21,2408
2020-03-22,2365
2020-03-23,2365
2020-03-24,2413
2020-03-25,2413
2020-03-26,2411
2020-03-27,2411
2020-03-28,2429
2020-03-29,2367
2020-03-30,2343
2020-03-31,2343
2020-04-01,2289
2020-04-02,2289
2020-04-03,2219
2020-04-04,2148
2020-04-05,2148
2020-04-06,2169
2020-04-07,2169
2020-04-08,2185
2020-04-09,2185
2020-04-10,2192
2020-04-11,2269
2020-04-12,2269
2020-04-13,2289
2020-04-14,2289
2020-04-15,2324
2020-04-16,2324
2020-04-17,2396
2020-04-18,2400
2020-04-19,2404
2020-04-20,2404
2020-04-21,2383
2020-04-22,2368
2020-04-23,2368
2020-04-24,2338
2020-04-25,2338
2020-04-26,2293
2020-04-27,2265
2020-04-28,2219
2020-04-29,2219
2020-04-30,2186
2020-05-01,2186
2020-05-02,2140
2020-05-03,2140
2020-05-04,2118
2020-05-05,2118
2020-05-06,2135
2020-05-07,2135
2020-05-08,2199
2020-05-09,2155
2020-05-10,2099
2020-05-11,2099
2020-05-12,2110
2020-05-13,2186
