date_obj,Zamorak%20plateskirt price
2016-07-29,40775
2016-07-30,41364
2016-07-31,41364
2016-08-01,41364
2016-08-02,40836
2016-08-03,40836
2016-08-04,40836
2016-08-05,41050
2016-08-06,41050
2016-08-07,41050
2016-08-08,41119
2016-08-09,41119
2016-08-10,41034
2016-08-11,41034
2016-08-12,41034
2016-08-13,41422
2016-08-14,41422
2016-08-15,41422
2016-08-16,41651
2016-08-17,41651
2016-08-18,41651
2016-08-19,41124
2016-08-20,41124
2016-08-21,41124
2016-08-22,40541
2016-08-23,40541
2016-08-24,40541
2016-08-25,40432
2016-08-26,40432
2016-08-28,40525
2016-08-31,40894
2016-09-01,40894
2016-09-02,40894
2016-09-03,41587
2016-09-04,41587
2016-09-05,42233
2016-09-06,42233
2016-09-07,42233
2016-09-08,42233
2016-09-09,41969
2016-09-10,41969
2016-09-11,41969
2016-09-12,41359
2016-09-13,41359
2016-09-14,41359
2016-09-15,40633
2016-09-16,40633
2016-09-17,40633
2016-09-18,40185
2016-09-19,40185
2016-09-20,40185
2016-09-21,40260
2016-09-22,40260
2016-09-23,40260
2016-09-24,40032
2016-09-25,40032
2016-09-26,40032
2016-09-27,39628
2016-09-28,39628
2016-09-29,39628
2016-09-30,39352
2016-10-01,39352
2016-10-02,39352
2016-10-03,39721
2016-10-04,39721
2016-10-05,39721
2016-10-06,40709
2016-10-07,40709
2016-10-08,40709
2016-10-09,42372
2016-10-10,42372
2016-10-11,42372
2016-10-12,44184
2016-10-13,44184
2016-10-14,44184
2016-10-15,45185
2016-10-16,45185
2016-10-17,45185
2016-10-18,44630
2016-10-19,44630
2016-10-20,44630
2016-10-21,42850
2016-10-22,42850
2016-10-23,42850
2016-10-24,42465
2016-10-25,42465
2016-10-26,42465
2016-10-27,41676
2016-10-28,41676
2016-10-29,41676
2016-10-30,42048
2016-10-31,42048
2016-11-01,42048
2016-11-02,41787
2016-11-03,41787
2016-11-04,41787
2016-11-05,41787
2016-11-06,41132
2016-11-07,41132
2016-11-08,41132
2016-11-09,40634
2016-11-10,40634
2016-11-11,40634
2016-11-12,40632
2016-11-13,40632
2016-11-14,40632
2016-12-08,40206
2016-12-09,40379
2016-12-10,40379
2016-12-11,40379
2016-12-12,40603
2016-12-13,40603
2016-12-14,40603
2016-12-15,39398
2016-12-16,39398
2016-12-17,39323
2016-12-18,39323
2016-12-19,39323
2016-12-20,39399
2016-12-21,39399
2016-12-22,39399
2016-12-23,40318
2016-12-24,40318
2016-12-25,40318
2016-12-26,40464
2016-12-27,40464
2016-12-28,40464
2016-12-29,39542
2016-12-30,39542
2016-12-31,39542
2017-01-01,39567
2017-01-02,39567
2017-01-03,39946
2017-01-04,39946
2017-01-05,39946
2017-01-06,40577
2017-01-07,40577
2017-01-08,40535
2017-01-09,40535
2017-01-10,41184
2017-01-11,41184
2017-01-12,40893
2017-01-13,40893
2017-01-14,40893
2017-01-15,40163
2017-01-16,40163
2017-01-17,40225
2017-01-18,40225
2017-01-19,40225
2017-01-20,40204
2017-01-21,40204
2017-01-22,40477
2017-01-27,39686
2017-01-28,39797
2017-01-29,39797
2017-01-30,39797
2017-01-31,39579
2017-02-01,39579
2017-02-02,40335
2017-02-03,40335
2017-02-04,40207
2017-02-05,40207
2017-02-06,40207
2017-02-07,40227
2017-02-08,40227
2017-02-09,40659
2017-02-10,40659
2017-02-11,40843
2017-02-12,40843
2017-02-13,40843
2017-02-14,40056
2017-02-15,40056
2017-02-16,40048
2017-02-18,40048
2017-02-19,40660
2017-02-20,40660
2017-02-21,40660
2017-02-22,40154
2017-02-23,40154
2017-02-24,40154
2017-02-25,40145
2017-02-26,40145
2017-02-27,40145
2017-02-28,39986
2017-03-01,39986
2017-03-02,39986
2017-03-03,39895
2017-03-04,39895
2017-03-05,39895
2017-03-06,40566
2017-03-07,40566
2017-03-08,40566
2017-03-09,41103
2017-03-10,41103
2017-03-11,41457
2017-03-12,41457
2017-03-13,41457
2017-03-14,40844
2017-03-15,40844
2017-03-16,40844
2017-03-17,40799
2017-03-18,40799
2017-03-19,40294
2017-03-20,40294
2017-03-21,40246
2017-03-22,40246
2017-03-23,40246
2017-03-24,40637
2017-03-25,40637
2017-03-26,40637
2017-03-27,40404
2017-03-28,40404
2017-03-29,41371
2017-03-30,41371
2017-03-31,41371
2017-04-01,42271
2017-04-02,42271
2017-04-03,42271
2017-04-04,41996
2017-04-12,41353
2017-04-13,41353
2017-04-14,41865
2017-04-15,41865
2017-04-16,41771
2017-04-17,41771
2017-04-18,42067
2017-04-19,42067
2017-04-20,42067
2017-04-21,41566
2017-04-22,41566
2017-04-23,41566
2017-04-24,40653
2017-04-25,40653
2017-04-26,40653
2017-04-27,40167
2017-04-28,40167
2017-04-29,40431
2017-04-30,40431
2017-05-01,40431
2017-05-02,40324
2017-05-03,40324
2017-05-04,39789
2017-05-05,39789
2017-05-06,39789
2017-05-07,39438
2017-05-08,39438
2017-05-09,39293
2017-05-10,39293
2017-05-11,39293
2017-05-12,39352
2017-05-13,39352
2017-05-14,39352
2017-05-15,39223
2017-05-16,39223
2017-05-17,39223
2017-05-18,39167
2017-05-19,39167
2017-05-20,39180
2017-05-21,39180
2017-05-22,39180
2017-05-23,39720
2017-05-24,39720
2017-05-25,39720
2017-05-26,38572
2017-05-27,38572
2017-05-28,38226
2017-05-29,38226
2017-05-30,38226
2017-05-31,38074
2017-06-01,38074
2017-06-02,38111
2017-06-03,38111
2017-06-06,38466
2017-06-07,38466
2017-06-08,38466
2017-06-09,38728
2017-06-10,38728
2017-06-11,38977
2017-06-12,38977
2017-06-13,38977
2017-06-14,38734
2017-06-15,38734
2017-06-16,38734
2017-06-17,38774
2017-06-18,38774
2017-06-19,38774
2017-06-20,38806
2017-06-21,38806
2017-06-22,38806
2017-06-23,38727
2017-06-24,38727
2017-06-25,38727
2017-06-26,38647
2017-06-27,38647
2017-06-28,38647
2017-06-29,39243
2017-06-30,39243
2017-07-01,39243
2017-07-02,39243
2017-07-03,39210
2017-07-04,39210
2017-07-05,39210
2017-07-06,39153
2017-07-07,39153
2017-07-08,39153
2017-07-13,38505
2017-07-14,38505
2017-07-15,38430
2017-07-16,38430
2017-07-17,39476
2017-07-18,39476
2017-07-19,39476
2017-07-20,39253
2017-07-21,39253
2017-07-22,40018
2017-07-23,40018
2017-07-24,40018
2017-07-25,40226
2017-07-26,40226
2017-07-27,40755
2017-07-28,40755
2017-07-29,40755
2017-07-30,40277
2017-07-31,40277
2017-08-01,40277
2017-08-02,40612
2017-08-03,40612
2017-08-04,40612
2017-08-05,40482
2017-08-06,40482
2017-08-09,40617
2017-08-10,40617
2017-08-11,39910
2017-08-12,39910
2017-08-13,39910
2017-08-14,39389
2017-08-15,39389
2017-08-16,39389
2017-08-17,38694
2017-08-18,38694
2017-08-19,38694
2017-08-20,38587
2017-08-21,38587
2017-08-22,38587
2017-08-23,38457
2017-08-24,38457
2017-08-25,38457
2017-08-26,38765
2017-08-27,38765
2017-08-28,38765
2017-08-29,38963
2017-08-30,38963
2017-08-31,38963
2017-09-01,38708
2017-09-02,38708
2017-09-03,38708
2017-09-04,38572
2017-09-05,38572
2017-09-06,38572
2017-09-07,38669
2017-09-08,38669
2017-09-09,38669
2017-09-10,38554
2017-09-11,38554
2017-09-12,38554
2017-09-13,39303
2017-09-14,39303
2017-09-15,39303
2017-09-16,39543
2017-09-17,39543
2017-09-18,39445
2017-09-19,39445
2017-09-20,39445
2017-09-21,39804
2017-09-22,39804
2017-09-23,39804
2017-09-24,39443
2017-09-25,39443
2017-09-26,39443
2017-09-27,39052
2017-09-28,39052
2017-09-29,38606
2017-09-30,38606
2017-10-01,38066
2017-10-02,38066
2017-10-03,38066
2017-10-04,38405
2017-10-05,38405
2017-10-06,38119
2017-10-07,38119
2017-10-08,38119
2017-10-09,38143
2017-10-10,38143
2017-10-11,38143
2017-10-12,38317
2017-10-13,38317
2017-10-14,38439
2017-10-15,38439
2017-10-16,38439
2017-10-17,38655
2017-10-18,38655
2017-10-19,38718
2017-10-20,38718
2017-10-21,38718
2017-10-22,38800
2017-10-23,38800
2017-10-24,38800
2017-10-25,39373
2017-10-26,39373
2017-10-27,39373
2017-10-28,39367
2017-10-29,39367
2017-10-30,39939
2017-10-31,39939
2017-11-01,39939
2017-11-02,39495
2017-11-03,39495
2017-11-04,38580
2017-11-05,38580
2017-11-06,38580
2017-11-07,38728
2017-11-08,38728
2017-11-09,38728
2017-11-10,38864
2017-11-11,38864
2017-11-12,38864
2017-11-13,38643
2017-11-14,38643
2017-11-15,38643
2017-11-16,38629
2017-11-17,38629
2017-11-18,38629
2017-11-19,38821
2017-11-20,38821
2017-11-21,38821
2017-11-22,39277
2017-11-23,39277
2017-11-24,39277
2017-11-25,39941
2017-11-26,39941
2017-11-27,39941
2017-11-28,39941
2017-11-29,40404
2017-11-30,40404
2017-12-01,40404
2017-12-02,40461
2017-12-03,40461
2017-12-04,40461
2017-12-05,39958
2017-12-06,39958
2017-12-07,39958
2017-12-08,39695
2017-12-09,39695
2017-12-10,39327
2017-12-11,39327
2017-12-12,39327
2017-12-13,38803
2017-12-14,38803
2017-12-15,38698
2017-12-16,38698
2017-12-17,38698
2017-12-18,38376
2017-12-19,38376
2017-12-20,38376
2017-12-21,39626
2017-12-22,39626
2017-12-23,39626
2017-12-24,40092
2017-12-25,40092
2017-12-26,38928
2017-12-27,38928
2017-12-28,38928
2017-12-29,39016
2017-12-30,39016
2017-12-31,39016
2018-01-01,39129
2018-01-02,39129
2018-01-03,39071
2018-01-04,39071
2018-01-05,40449
2018-01-06,40449
2018-01-07,40449
2018-01-08,41171
2018-01-09,41171
2018-01-10,41171
2018-01-11,40933
2018-01-12,40933
2018-01-13,40213
2018-01-14,40213
2018-01-15,40663
2018-01-16,40663
2018-01-17,39712
2018-01-18,39712
2018-01-19,39712
2018-01-20,38859
2018-01-21,38859
2018-01-22,38859
2018-01-23,38675
2018-01-24,38865
2018-01-25,38865
2018-01-26,38400
2018-01-27,38370
2018-01-28,38795
2018-01-29,39244
2018-01-30,39244
2018-02-01,39838
2018-02-02,40463
2018-02-03,40093
2018-02-04,40093
2018-02-05,40941
2018-02-06,40575
2018-02-07,39904
2018-02-08,39904
2018-02-09,39181
2018-02-10,39181
2018-02-11,38787
2018-02-12,38766
2018-02-13,38766
2018-02-14,39597
2018-02-15,39597
2018-02-16,39585
2018-02-17,40563
2018-02-18,40563
2018-02-19,40551
2018-02-20,40551
2018-02-21,39850
2018-02-22,39850
2018-02-23,39336
2018-02-24,39336
2018-02-25,39464
2018-02-26,39464
2018-02-27,39018
2018-02-28,39018
2018-03-01,38895
2018-03-02,38373
2018-03-03,38779
2018-03-04,38779
2018-03-05,39306
2018-03-06,39306
2018-03-07,39960
2018-03-08,39960
2018-03-09,41217
2018-03-10,41217
2018-03-11,41191
2018-03-12,41191
2018-03-13,42398
2018-03-14,42398
2018-03-15,42750
2018-03-16,42750
2018-03-17,41949
2018-03-18,41949
2018-03-20,41807
2018-03-21,41807
2018-03-23,41182
2018-03-24,41126
2018-03-26,39922
2018-03-27,39862
2018-03-28,39862
2018-03-29,39278
2018-03-30,39278
2018-03-31,37957
2018-04-01,37957
2018-04-02,38598
2018-04-03,38598
2018-04-04,38863
2018-04-05,38863
2018-04-06,38644
2018-04-08,38119
2018-04-09,37974
2018-04-10,37974
2018-04-11,38707
2018-04-12,38707
2018-04-13,38272
2018-04-14,38272
2018-04-16,37474
2018-04-17,38099
2018-04-18,38099
2018-04-19,38471
2018-04-20,38471
2018-04-21,38507
2018-04-22,38507
2018-04-23,38911
2018-04-24,38911
2018-04-25,38826
2018-04-26,38826
2018-04-27,38961
2018-04-28,38269
2018-04-29,38269
2018-04-30,37304
2018-05-02,38030
2018-05-03,38030
2018-05-04,38150
2018-05-05,38821
2018-05-06,38821
2018-05-07,38821
2018-05-08,40074
2018-05-09,40074
2018-05-10,39141
2018-05-11,39141
2018-05-12,38770
2018-05-13,38770
2018-05-14,39081
2018-05-15,39081
2018-05-16,39346
2018-05-17,39346
2018-05-18,39440
2018-05-19,39354
2018-05-20,39354
2018-05-21,39745
2018-05-22,39745
2018-05-23,39401
2018-05-24,39401
2018-05-25,39686
2018-05-26,39476
2018-05-27,39476
2018-05-28,39339
2018-05-29,39339
2018-05-30,39005
2018-05-31,39005
2018-06-01,39147
2018-06-02,39877
2018-06-03,39877
2018-06-04,39309
2018-06-05,39583
2018-06-06,39596
2018-06-07,39596
2018-06-08,38930
2018-06-09,38930
2018-06-10,39163
2018-06-11,39163
2018-06-12,39395
2018-06-13,38835
2018-06-14,38835
2018-06-15,39316
2018-06-16,39316
2018-06-17,40140
2018-06-18,40140
2018-06-19,40544
2018-06-20,40544
2018-06-21,41471
2018-06-22,41471
2018-06-23,42425
2018-06-24,42425
2018-06-25,43698
2018-06-26,43698
2018-06-27,43727
2018-06-28,43727
2018-06-29,43752
2018-06-30,43752
2018-07-01,42685
2018-07-02,42685
2018-07-03,41702
2018-07-04,41702
2018-07-05,40729
2018-07-06,40695
2018-07-07,40695
2018-07-08,39853
2018-07-09,39853
2018-07-10,40198
2018-07-11,40198
2018-07-12,40198
2018-07-13,39340
2018-07-14,39450
2018-07-15,39450
2018-07-16,39104
2018-07-17,39483
2018-07-18,39483
2018-07-19,38756
2018-07-20,38756
2018-07-21,39073
2018-07-22,39322
2018-07-23,38610
2018-07-24,38610
2018-07-25,39392
2018-07-26,39392
2018-07-27,38338
2018-07-28,38338
2018-07-29,38941
2018-07-30,38941
2018-07-31,39447
2018-08-01,39447
2018-08-02,39463
2018-08-03,39463
2018-08-04,40112
2018-08-05,40751
2018-08-06,40751
2018-08-07,41038
2018-08-08,40557
2018-08-09,40557
2018-08-10,40005
2018-08-11,40005
2018-08-12,38852
2018-08-14,39138
2018-08-16,38026
2018-08-17,37996
2018-08-18,37996
2018-08-19,38302
2018-08-20,39776
2018-08-21,39776
2018-08-22,40431
2018-08-23,40431
2018-08-24,41363
2018-08-25,41809
2018-08-26,41809
2018-08-27,40706
2018-08-28,39223
2018-08-29,39223
2018-08-30,38930
2018-08-31,38433
2018-09-01,39177
2018-09-02,39177
2018-09-03,38726
2018-09-04,38387
2018-09-05,38387
2018-09-06,38720
2018-09-07,37881
2018-09-08,38445
2018-09-09,38445
2018-09-10,38892
2018-09-11,38892
2018-09-12,38586
2018-09-13,38586
2018-09-14,38424
2018-09-15,38640
2018-09-16,38640
2018-09-17,38604
2018-09-18,39690
2018-09-19,39690
2018-09-20,39737
2018-09-21,39737
2018-09-22,39222
2018-09-23,39222
2018-09-24,40158
2018-09-25,40158
2018-09-26,39491
2018-09-27,39491
2018-09-28,38757
2018-09-29,38757
2018-09-30,38557
2018-10-02,38512
2018-10-03,38686
2018-10-04,38686
2018-10-05,39319
2018-10-06,39079
2018-10-07,39079
2018-10-08,39796
2018-10-09,39796
2018-10-10,40163
2018-10-11,40163
2018-10-12,39951
2018-10-13,39912
2018-10-14,39912
2018-10-15,39798
2018-10-16,39798
2018-10-17,39895
2018-10-18,39895
2018-10-19,40030
2018-10-20,40030
2018-10-21,39731
2018-10-22,40467
2018-10-23,40467
2018-10-24,41575
2018-10-25,41575
2018-10-26,40063
2018-10-27,40063
2018-10-28,39809
2018-10-29,39809
2018-10-30,39635
2018-10-31,40716
2018-11-01,41072
2018-11-03,41353
2018-11-04,40308
2018-11-05,40564
2018-11-06,41409
2018-11-07,41409
2018-11-08,41677
2018-11-09,41825
2018-11-10,41845
2018-11-11,40940
2018-11-12,40886
2018-11-13,40968
2018-11-14,40801
2018-11-15,39918
2018-11-16,39900
2018-11-17,39239
2018-11-18,39189
2018-11-19,39686
2018-11-20,40946
2018-11-21,40946
2018-11-22,41546
2018-11-23,41714
2018-11-24,41130
2018-11-25,41368
2018-11-26,41368
2018-11-27,41692
2018-11-28,40838
2018-11-29,40186
2018-12-01,39160
2018-12-02,39014
2018-12-03,39014
2018-12-04,39401
2018-12-05,39540
2018-12-07,38771
2018-12-09,38853
2018-12-10,39160
2018-12-11,38069
2018-12-12,38554
2018-12-13,39059
2018-12-14,39059
2018-12-15,39187
2018-12-16,38590
2018-12-17,38590
2018-12-18,38701
2018-12-19,38701
2018-12-20,39033
2018-12-21,39072
2018-12-22,39072
2018-12-23,39206
2018-12-24,39315
2018-12-25,39315
2018-12-26,38752
2018-12-27,38523
2018-12-28,38523
2018-12-29,38383
2018-12-30,38383
2018-12-31,38753
2019-01-01,39163
2019-01-02,39454
2019-01-03,39110
2019-01-04,39110
2019-01-05,39513
2019-01-06,39223
2019-01-08,38733
2019-01-10,38590
2019-01-11,38170
2019-01-12,38511
2019-01-13,38410
2019-01-14,38290
2019-01-15,38839
2019-01-16,39034
2019-01-17,38779
2019-01-18,38661
2019-01-19,38541
2019-01-20,38828
2019-01-21,38828
2019-01-22,38702
2019-01-23,38535
2019-01-24,38305
2019-01-25,39160
2019-01-26,39535
2019-01-27,38936
2019-01-28,38845
2019-01-29,38278
2019-01-30,38724
2019-01-31,38724
2019-02-01,38563
2019-02-02,38563
2019-02-03,39129
2019-02-04,39129
2019-02-05,38910
2019-02-06,38910
2019-02-07,38963
2019-02-08,39172
2019-02-09,39112
2019-02-10,38494
2019-02-11,38310
2019-02-12,38664
2019-02-13,38711
2019-02-14,38711
2019-02-15,37904
2019-02-16,38541
2019-02-17,38541
2019-02-18,38595
2019-02-19,38595
2019-02-20,38645
2019-02-21,39004
2019-02-22,39004
2019-02-23,38672
2019-02-24,38767
2019-02-25,39149
2019-02-26,39149
2019-02-27,39064
2019-02-28,39064
2019-03-01,38988
2019-03-02,38728
2019-03-03,38734
2019-03-04,38950
2019-03-05,38752
2019-03-06,38806
2019-03-07,38730
2019-03-08,38730
2019-03-09,38559
2019-03-10,38420
2019-03-11,38091
2019-03-12,38731
2019-03-13,38731
2019-03-14,38735
2019-03-15,39406
2019-03-16,39195
2019-03-17,39401
2019-03-18,39401
2019-03-19,38549
2019-03-20,37991
2019-03-21,38657
2019-03-22,38657
2019-03-23,38823
2019-03-24,38990
2019-03-25,38990
2019-03-26,38988
2019-03-27,38988
2019-03-28,39030
2019-03-29,38801
2019-03-30,38801
2019-03-31,39310
2019-04-01,39267
2019-04-02,39267
2019-04-03,39722
2019-04-04,40224
2019-04-05,40224
2019-04-06,39918
2019-04-07,39511
