date_obj,Ape%20atoll%20teleport%20(tablet) price
2020-04-26,3197
2020-04-27,3205
2020-04-28,3232
2020-04-29,3070
2020-04-30,2917
2020-05-01,2917
2020-05-02,2837
2020-05-03,2806
2020-05-04,2721
2020-05-05,2791
2020-05-06,2925
2020-05-07,3070
2020-05-08,3070
2020-05-09,3154
2020-05-10,3191
2020-05-11,3191
2020-05-12,3113
2020-05-13,3138
