date_obj,Dragon%20sq%20shield price
2019-03-31,305660
2019-04-01,302501
2019-04-02,301188
2019-04-03,300719
2019-04-04,300381
2019-04-05,300549
2019-04-06,300698
2019-04-07,300705
2019-04-08,300442
2019-04-09,300428
2019-04-10,300797
2019-04-11,301203
2019-04-12,300948
2019-04-13,300911
2019-04-14,300943
2019-04-15,300591
2019-04-16,300773
2019-04-17,300884
2019-04-18,300652
2019-04-19,300816
2019-04-20,300839
2019-04-21,300848
2019-04-22,300235
2019-04-23,300775
2019-04-24,300860
2019-04-25,300548
2019-04-26,300289
2019-04-27,300003
2019-04-28,299731
2019-04-29,299992
2019-04-30,300032
2019-05-01,300028
2019-05-02,300101
2019-05-03,300086
2019-05-04,299945
2019-05-05,296500
2019-05-06,299880
2019-05-07,299899
2019-05-08,300141
2019-05-09,300141
2019-05-10,300116
2019-05-11,300118
2019-05-12,299500
2019-05-13,299956
2019-05-14,299888
2019-05-15,299841
2019-05-16,299813
2019-05-17,300212
2019-05-18,302244
2019-05-19,305116
2019-05-20,306648
2019-05-21,310853
2019-05-22,303543
2019-05-23,301480
2019-05-24,304545
2019-05-25,302677
2019-05-26,301828
2019-05-27,301191
2019-05-28,300288
2019-05-29,300015
2019-05-30,300121
2019-05-31,300121
2019-06-01,300135
2019-06-02,300072
2019-06-03,299996
2019-06-04,301233
2019-06-05,301729
2019-06-06,301028
2019-06-07,300899
2019-06-08,303500
2019-06-09,300857
2019-06-10,300857
2019-06-11,305170
2019-06-12,303274
2019-06-13,302015
2019-06-14,303314
2019-06-15,308510
2019-06-16,302945
2019-06-17,302660
2019-06-18,301306
2019-06-19,301666
2019-06-20,307342
2019-06-21,305401
2019-06-22,302723
2019-06-23,301837
2019-06-24,300605
2019-06-25,300433
2019-06-26,300203
2019-06-27,300306
2019-06-28,300306
2019-06-29,300118
2019-06-30,299757
2019-07-01,299574
2019-07-02,301139
2019-07-03,301732
2019-07-04,300592
2019-07-05,301027
2019-07-06,300885
2019-07-07,301344
2019-07-08,301576
2019-07-09,302067
2019-07-10,301405
2019-07-11,301750
2019-07-12,301120
2019-07-13,301120
2019-07-14,300568
2019-07-15,300568
2019-07-16,300017
2019-07-17,300129
2019-07-18,300059
2019-07-19,300007
2019-07-20,299978
2019-07-21,299988
2019-07-22,299812
2019-07-23,299492
2019-07-24,299735
2019-07-25,299798
2019-07-26,299969
2019-07-27,299997
2019-07-28,300067
2019-07-29,300133
2019-07-30,299839
2019-07-31,299965
2019-08-01,299913
2019-08-02,299865
2019-08-03,299905
2019-08-04,300127
2019-08-05,299777
2019-08-06,299733
2019-08-07,299696
2019-08-08,299866
2019-08-09,299715
2019-08-10,301607
2019-08-11,302738
2019-08-12,300857
2019-08-13,300306
2019-08-14,299926
2019-08-15,297865
2019-08-16,301162
2019-08-17,301162
2019-08-18,302231
2019-08-19,300426
2019-08-20,299376
2019-08-21,300541
2019-08-22,300230
2019-08-23,299697
2019-08-24,299162
2019-08-24,299162
2019-08-25,299423
2019-08-25,299423
2019-08-26,299797
2019-08-26,299797
2019-08-27,300089
2019-08-27,300089
2019-08-28,300024
2019-08-29,299522
2019-08-30,299807
2019-08-31,299807
2019-09-01,300074
2019-09-02,300074
2019-09-03,299856
2019-09-04,299696
2019-09-05,299768
2019-09-06,299768
2019-09-07,299650
2019-09-08,301363
2019-09-09,301363
2019-09-10,301544
2019-09-11,300108
2019-09-12,299813
2019-09-13,299967
2019-09-14,300048
2019-09-15,299796
2019-09-16,298939
2019-09-17,299601
2019-09-18,299687
2019-09-19,299846
2019-09-20,299846
2019-09-21,299939
2019-09-22,299824
2019-09-23,299877
2019-09-24,299877
2019-09-25,299680
2019-09-26,300564
2019-09-27,300564
2019-09-28,299778
2019-09-29,299778
2019-09-30,299657
2019-10-01,299765
2019-10-02,299765
2019-10-03,299843
2019-10-04,299524
2019-10-05,300443
2019-10-06,298775
2019-10-07,299770
2019-10-08,301424
2019-10-09,301424
2019-10-10,303177
2019-10-11,303177
2019-10-12,301983
2019-10-13,298477
2019-10-14,300656
2019-10-15,300234
2019-10-16,299997
2019-10-17,299997
2019-10-18,299841
2019-10-19,299688
2019-10-20,299804
2019-10-21,299840
2019-10-22,299753
2019-10-23,299879
2019-10-24,300165
2019-10-25,299999
2019-10-26,299893
2019-10-27,299557
2019-10-28,302154
2019-10-29,302154
2019-10-30,305941
2019-10-31,317871
2019-11-01,329919
2019-11-02,340574
2019-11-03,331475
2019-11-04,318947
2019-11-05,318947
2019-11-06,306663
2019-11-07,300813
2019-11-08,299180
2019-11-09,300015
2019-11-10,300703
2019-11-11,299949
2019-11-12,298954
2019-11-13,299342
2019-11-14,299482
2019-11-15,299649
2019-11-16,299703
2019-11-17,299703
2019-11-18,299526
2019-11-19,299526
2019-11-20,299539
2019-11-21,299539
2019-11-22,300397
2019-11-23,300253
2019-11-24,300095
2019-11-25,299950
2019-11-26,298788
2019-11-27,298788
2019-11-28,299720
2019-11-29,299720
2019-11-30,301749
2019-12-01,300100
2019-12-02,299938
2019-12-03,299875
2019-12-04,299816
2019-12-05,299816
2019-12-06,299718
2019-12-07,299855
2019-12-08,299855
2019-12-09,299277
2019-12-10,302090
2019-12-11,302020
2019-12-12,302020
2019-12-13,300515
2019-12-14,300426
2019-12-15,300133
2019-12-16,300440
2019-12-17,300524
2019-12-18,300524
2019-12-19,300303
2019-12-20,307651
2019-12-21,310238
2019-12-22,304404
2019-12-23,303205
2019-12-24,304640
2019-12-25,304347
2019-12-26,304347
2019-12-27,302853
2019-12-28,301834
2019-12-29,307353
2019-12-30,304032
2019-12-31,301819
2020-01-01,301465
2020-01-02,301647
2020-01-03,301079
2020-01-04,299469
2020-01-05,300598
2020-01-06,300868
2020-01-07,300296
2020-01-08,300296
2020-01-09,299945
2020-01-10,299737
2020-01-11,299845
2020-01-12,300222
2020-01-13,300222
2020-01-14,300714
2020-01-15,301099
2020-01-16,300951
2020-01-17,301125
2020-01-18,299445
2020-01-19,299961
2020-01-20,300010
2020-01-21,300010
2020-01-22,300360
2020-01-23,300862
2020-01-24,300924
2020-01-25,301010
2020-01-26,300525
2020-01-27,300224
2020-01-28,299301
2020-01-29,299482
2020-01-30,299726
2020-01-31,300390
2020-02-01,300435
2020-02-02,300034
2020-02-03,299936
2020-02-04,299889
2020-02-05,299805
2020-02-06,298825
2020-02-07,299644
2020-02-08,299706
2020-02-09,299698
2020-02-10,299199
2020-02-11,299631
2020-02-12,299378
2020-02-13,299378
2020-02-14,299790
2020-02-15,298677
2020-02-16,299822
2020-02-17,300005
2020-02-18,299915
2020-02-19,299870
2020-02-20,299848
2020-02-21,299848
2020-02-22,300125
2020-02-23,299911
2020-02-24,299658
2020-02-25,299895
2020-02-26,301270
2020-02-27,301448
2020-02-28,301021
2020-02-29,301021
2020-03-01,299971
2020-03-02,299903
2020-03-03,299824
2020-03-04,299824
2020-03-05,299853
2020-03-06,299990
2020-03-07,299468
2020-03-08,299748
2020-03-09,298667
2020-03-10,299852
2020-03-11,299994
2020-03-12,299713
2020-03-13,299699
2020-03-14,299817
2020-03-15,299827
2020-03-16,299710
2020-03-17,299811
2020-03-18,299763
2020-03-19,299813
2020-03-20,299790
2020-03-21,299698
2020-03-22,299837
2020-03-23,299804
2020-03-24,299764
2020-03-25,299756
2020-03-26,299726
2020-03-27,299762
2020-03-28,299155
2020-03-29,299753
2020-03-30,299793
2020-03-31,299421
2020-04-01,299752
2020-04-02,299629
2020-04-03,299001
2020-04-04,299534
2020-04-05,299738
2020-04-06,299628
2020-04-07,299670
2020-04-08,299757
2020-04-09,299817
2020-04-10,299651
2020-04-11,299770
2020-04-12,299699
2020-04-13,299675
2020-04-14,299736
2020-04-15,299860
2020-04-16,299855
2020-04-17,299750
2020-04-18,299812
2020-04-19,300970
2020-04-20,305704
2020-04-21,305821
2020-04-22,304479
2020-04-23,303291
2020-04-24,301562
2020-04-25,301018
2020-04-26,299803
2020-04-27,299962
2020-04-28,299038
2020-04-29,299665
2020-04-30,299693
2020-05-01,300197
2020-05-02,299994
2020-05-03,300211
2020-05-04,300378
2020-05-05,300083
2020-05-06,299946
2020-05-07,300119
2020-05-08,299911
2020-05-09,299785
2020-05-10,299801
2020-05-11,299842
2020-05-12,299843
2020-05-13,299798
