date_obj,Adamant%20axe price
2015-10-07,1325
2015-10-08,1341
2015-10-09,1346
2015-10-10,1362
2015-10-11,1382
2015-10-12,1412
2015-10-13,1341
2015-10-14,1350
2015-10-15,1377
2015-10-16,1393
2015-10-17,1424
2015-10-18,1439
2015-10-19,1469
2015-10-20,1488
2015-10-22,1456
2015-10-23,1396
2015-10-24,1326
2015-10-25,1318
2015-10-26,1312
2015-10-27,1305
2015-10-28,1285
2015-10-29,1295
2015-10-30,1293
2015-10-31,1283
2015-11-01,1248
2015-11-02,1227
2015-11-03,1171
2015-11-04,1130
2015-11-05,1095
2015-11-06,1048
2015-11-07,1059
2015-11-08,1032
2015-11-09,1038
2015-11-10,1023
2015-11-11,1005
2015-11-12,991
2015-11-13,992
2015-11-14,998
2015-11-15,1001
2015-11-16,993
2015-11-17,989
2015-11-18,1009
2015-11-19,1008
2015-11-20,1023
2015-11-21,1027
2015-11-22,1042
2015-11-23,1051
2015-11-24,1071
2015-11-25,1044
2015-11-26,1054
2015-11-27,1059
2015-11-28,1035
2015-11-29,1012
2015-11-30,962
2015-12-01,934
2015-12-02,892
2015-12-03,847
2015-12-04,811
2015-12-05,800
2015-12-06,788
2015-12-07,791
2015-12-08,803
2015-12-09,805
2015-12-10,837
2015-12-11,879
2015-12-12,922
2015-12-13,966
2015-12-14,1014
2015-12-15,1065
2015-12-16,1119
2015-12-17,1171
2015-12-18,1230
2015-12-19,1292
2015-12-20,1357
2015-12-21,1385
2015-12-22,1420
2015-12-23,1379
2015-12-24,1346
2015-12-25,1350
2015-12-26,1365
2015-12-27,1347
2015-12-28,1286
2015-12-29,1222
2015-12-30,1204
2015-12-31,1171
2016-01-01,1124
2016-01-02,1133
2016-01-03,1138
2016-01-04,1172
2016-01-05,1207
2016-01-06,1244
2016-01-07,1304
2016-01-08,1341
2016-01-09,1370
2016-01-10,1413
2016-01-11,1458
2016-01-12,1515
2016-01-13,1586
2016-01-14,1639
2016-01-15,1675
2016-01-16,1617
2016-01-17,1575
2016-01-18,1532
2016-01-19,1555
2016-01-20,1570
2016-01-21,1575
2016-01-22,1559
2016-01-23,1594
2016-01-24,1624
2016-01-25,1607
2016-01-26,1608
2016-01-27,1556
2016-01-28,1510
2016-01-29,1445
2016-01-30,1372
2016-01-31,1332
2016-02-01,1323
2016-02-02,1320
2016-02-03,1332
2016-02-04,1311
2016-02-05,1300
2016-02-06,1300
2016-02-07,1263
2016-02-08,1289
2016-02-09,1321
2016-02-10,1282
2016-02-11,1259
2016-02-12,1233
2016-02-13,1207
2016-02-14,1148
2016-02-15,1102
2016-02-16,1072
2016-02-17,1070
2016-02-18,1088
2016-02-19,1098
2016-02-20,1098
2016-02-21,1122
2016-02-22,1151
2016-02-23,1192
2016-02-24,1232
2016-02-25,1252
2016-02-26,1269
2016-02-27,1262
2016-02-28,1276
2016-02-29,1298
2016-03-01,1316
2016-03-02,1318
2016-03-03,1283
2016-03-04,1281
2016-03-05,1295
2016-03-06,1252
2016-03-07,1223
2016-03-08,1192
2016-03-09,1154
2016-03-10,1122
2016-03-11,1101
2016-03-12,1049
2016-03-13,1014
2016-03-14,1018
2016-03-15,1031
2016-03-16,1053
2016-03-17,1102
2016-03-18,1112
2016-03-19,1092
2016-03-20,1064
2016-03-21,1057
2016-03-22,1080
2016-03-23,1067
2016-03-24,1071
2016-03-25,1081
2016-03-26,1089
2016-03-27,1101
2016-03-28,1129
2016-03-29,1152
2016-03-30,1164
2016-03-31,1201
2016-04-01,1221
2016-04-02,1206
2016-04-03,1192
2016-04-04,1168
2016-04-05,1159
2016-04-06,1119
2016-04-07,1063
2016-04-08,1045
2016-04-09,1043
2016-04-10,1003
2016-04-11,985
2016-04-12,979
2016-04-13,991
2016-04-14,964
2016-04-15,956
2016-04-16,921
2016-04-17,923
2016-04-18,935
2016-04-19,916
2016-04-20,911
2016-04-21,921
2016-04-22,949
2016-04-23,972
2016-04-24,992
2016-04-25,967
2016-04-26,944
2016-04-27,954
2016-04-28,955
2016-04-29,913
2016-04-30,867
2016-05-01,841
2016-05-02,815
2016-05-03,782
2016-05-04,761
2016-05-05,737
2016-05-06,710
2016-05-07,718
2016-05-08,686
2016-05-09,676
2016-05-10,692
2016-05-11,696
2016-05-12,698
2016-05-13,687
2016-05-14,672
2016-05-15,660
2016-05-16,660
2016-05-17,657
2016-05-18,668
2016-05-19,681
2016-05-21,663
2016-05-22,668
2016-05-23,683
2016-05-24,699
2016-05-25,692
2016-05-26,700
2016-05-27,724
2016-05-28,723
2016-05-29,745
2016-05-30,764
2016-05-31,788
2016-06-01,813
2016-06-02,850
2016-06-03,893
2016-06-04,935
2016-06-05,941
2016-06-06,971
2016-06-07,997
2016-06-08,983
2016-06-09,942
2016-06-10,911
2016-06-11,875
2016-06-12,874
2016-06-13,881
2016-06-14,882
2016-06-15,876
2016-06-16,873
2016-06-17,860
2016-06-18,854
2016-06-19,837
2016-06-20,835
2016-06-21,852
2016-06-22,863
2016-06-23,873
2016-06-24,893
2016-06-25,892
2016-06-26,905
2016-06-27,889
2016-06-28,898
2016-06-29,909
2016-06-30,931
2016-07-01,941
2016-07-02,954
2016-07-03,985
2016-07-04,1025
2016-07-05,998
2016-07-06,979
2016-07-07,972
2016-07-08,949
2016-07-09,956
2016-07-10,923
2016-07-11,910
2016-07-12,889
2016-07-13,877
2016-07-14,875
2016-07-15,883
2016-07-16,897
2016-07-17,912
2016-07-18,951
2016-07-23,1044
2016-07-24,1052
2016-07-25,1082
2016-07-26,1119
2016-07-27,1174
2016-07-28,1194
2016-07-29,1231
2016-07-30,1261
2016-07-31,1304
2016-08-01,1327
2016-08-02,1375
2016-08-03,1438
2016-08-04,1491
2016-08-05,1516
2016-08-06,1565
2016-08-07,1637
2016-08-08,1704
2016-08-09,1779
2016-08-10,1854
2016-08-11,1938
2016-08-12,1989
2016-08-13,1964
2016-08-14,1958
2016-08-15,1893
2016-08-16,1827
2016-08-17,1807
2016-08-18,1736
2016-08-19,1649
2016-08-20,1582
2016-08-21,1570
2016-08-22,1542
2016-08-23,1529
2016-08-24,1548
2016-08-25,1565
2016-08-26,1594
2016-08-28,1596
2016-08-31,1718
2016-09-01,1698
2016-09-02,1720
2016-09-03,1689
2016-09-04,1634
2016-09-05,1616
2016-09-06,1555
2016-09-07,1557
2016-09-08,1535
2016-09-09,1524
2016-09-10,1550
2016-09-11,1561
2016-09-12,1591
2016-09-13,1622
2016-09-14,1651
2016-09-15,1603
2016-09-16,1542
2016-09-17,1492
2016-09-18,1439
2016-09-19,1389
2016-09-20,1319
2016-09-21,1253
2016-09-22,1190
2016-09-23,1137
2016-09-24,1094
2016-09-25,1044
2016-09-26,1002
2016-09-27,979
2016-09-28,942
2016-09-29,928
2016-09-30,923
2016-10-01,927
2016-10-02,887
2016-10-03,845
2016-10-04,832
2016-10-05,820
2016-10-06,812
2016-10-07,771
2016-10-08,737
2016-10-09,715
2016-10-10,720
2016-10-11,722
2016-10-12,716
2016-10-13,711
2016-10-14,707
2016-10-15,703
2016-10-16,689
2016-10-17,703
2016-10-18,729
2016-10-19,744
2016-10-20,769
2016-10-21,805
2016-10-22,812
2016-10-23,812
2016-10-24,818
2016-10-25,828
2016-10-26,838
2016-10-27,871
2016-10-28,911
2016-10-29,945
2016-10-30,905
2016-10-31,866
2016-11-01,869
2016-11-02,864
2016-11-03,878
2016-11-04,916
2016-11-05,954
2016-11-06,990
2016-11-07,1022
2016-11-08,1072
2016-11-09,1126
2016-11-10,1160
2016-11-11,1201
2016-11-12,1259
2016-11-13,1287
2016-11-14,1338
2016-11-15,1368
2016-12-07,965
2016-12-08,958
2016-12-09,967
2016-12-10,988
2016-12-11,996
2016-12-12,1038
2016-12-13,1066
2016-12-14,1093
2016-12-15,1101
2016-12-16,1114
2016-12-17,1143
2016-12-18,1142
2016-12-19,1180
2016-12-20,1161
2016-12-21,1112
2016-12-22,1107
2016-12-23,1102
2016-12-24,1079
2016-12-25,1072
2016-12-26,1078
2016-12-27,1083
2016-12-28,1108
2016-12-29,1129
2016-12-30,1153
2016-12-31,1176
2017-01-01,1191
2017-01-02,1186
2017-01-03,1189
2017-01-04,1194
2017-01-05,1180
2017-01-06,1205
2017-01-07,1238
2017-01-08,1289
2017-01-09,1339
2017-01-10,1400
2017-01-11,1469
2017-01-12,1543
2017-01-13,1610
2017-01-14,1680
2017-01-15,1761
2017-01-16,1815
2017-01-17,1901
2017-01-18,1959
2017-01-19,2055
2017-01-20,2137
2017-01-21,2167
2017-01-22,2186
2017-01-23,2163
2017-01-27,1904
2017-01-28,1812
2017-01-29,1727
2017-01-30,1692
2017-01-31,1666
2017-02-01,1620
2017-02-02,1575
2017-02-03,1496
2017-02-04,1424
2017-02-05,1353
2017-02-06,1285
2017-02-07,1220
2017-02-08,1159
2017-02-09,1101
2017-02-10,1048
2017-02-11,995
2017-02-12,951
2017-02-13,915
2017-02-14,891
2017-02-15,865
2017-02-16,836
2017-02-17,794
2017-02-18,762
2017-02-19,733
2017-02-20,704
2017-02-21,682
2017-02-22,661
2017-02-23,651
2017-02-24,650
2017-02-25,644
2017-02-26,625
2017-02-27,626
2017-02-28,619
2017-03-01,619
2017-03-02,624
2017-03-03,627
2017-03-04,622
2017-03-05,611
2017-03-06,620
2017-03-07,639
2017-03-08,666
2017-03-09,686
2017-03-10,719
2017-03-11,751
2017-03-12,780
2017-03-13,810
2017-03-14,838
2017-03-15,857
2017-03-16,873
2017-03-17,892
2017-03-18,896
2017-03-19,917
2017-03-20,931
2017-03-21,917
2017-03-22,891
2017-03-23,889
2017-03-24,883
2017-03-25,858
2017-03-26,844
2017-03-27,834
2017-03-28,811
2017-03-29,810
2017-03-30,801
2017-03-31,794
2017-04-01,790
2017-04-02,752
2017-04-03,755
2017-04-04,765
2017-04-05,763
2017-04-12,685
2017-04-13,686
2017-04-14,698
2017-04-15,698
2017-04-16,695
2017-04-17,700
2017-04-18,707
2017-04-19,709
2017-04-20,708
2017-04-21,711
2017-04-22,710
2017-04-23,702
2017-04-24,703
2017-04-25,706
2017-04-26,697
2017-04-27,698
2017-04-28,704
2017-04-29,705
2017-04-30,689
2017-05-01,688
2017-05-02,689
2017-05-03,689
2017-05-04,715
2017-05-05,736
2017-05-06,744
2017-05-07,749
2017-05-08,736
2017-05-09,750
2017-05-10,772
2017-05-11,793
2017-05-12,817
2017-05-13,810
2017-05-14,806
2017-05-15,799
2017-05-16,813
2017-05-17,847
2017-05-18,863
2017-05-19,891
2017-05-20,904
2017-05-21,919
2017-05-22,944
2017-05-23,947
2017-05-24,972
2017-05-25,970
2017-05-26,959
2017-05-27,927
2017-05-28,918
2017-05-29,920
2017-05-30,934
2017-05-31,935
2017-06-01,936
2017-06-02,904
2017-06-03,900
2017-06-04,903
2017-06-05,918
2017-06-06,917
2017-06-07,897
2017-06-08,894
2017-06-09,905
2017-06-10,905
2017-06-11,904
2017-06-12,911
2017-06-13,932
2017-06-14,952
2017-06-15,973
2017-06-16,992
2017-06-17,1002
2017-06-18,987
2017-06-19,1013
2017-06-20,1026
2017-06-21,1046
2017-06-22,1064
2017-06-23,1044
2017-06-24,1068
2017-06-25,1081
2017-06-26,1097
2017-06-27,1102
2017-06-28,1064
2017-06-29,1071
2017-06-30,1084
2017-07-01,1101
2017-07-02,1116
2017-07-03,1107
2017-07-04,1051
2017-07-05,1003
2017-07-06,980
2017-07-07,958
2017-07-08,930
2017-07-09,902
2017-07-13,880
2017-07-14,876
2017-07-15,874
2017-07-16,868
2017-07-17,885
2017-07-18,891
2017-07-19,907
2017-07-20,912
2017-07-21,929
2017-07-22,928
2017-07-23,912
2017-07-24,906
2017-07-25,904
2017-07-26,910
2017-07-27,892
2017-07-28,859
2017-07-29,846
2017-07-30,848
2017-07-31,849
2017-08-01,856
2017-08-02,861
2017-08-03,848
2017-08-04,854
2017-08-05,853
2017-08-06,869
2017-08-07,866
2017-08-08,853
2017-08-09,860
2017-08-10,860
2017-08-11,867
2017-08-12,871
2017-08-13,867
2017-08-14,853
2017-08-15,860
2017-08-16,875
2017-08-17,876
2017-08-18,860
2017-08-19,845
2017-08-20,829
2017-08-21,832
2017-08-22,806
2017-08-23,808
2017-08-24,816
2017-08-25,807
2017-08-26,806
2017-08-27,827
2017-08-28,841
2017-08-29,833
2017-08-30,834
2017-08-31,836
2017-09-01,836
2017-09-02,832
2017-09-03,809
2017-09-04,814
2017-09-05,812
2017-09-06,795
2017-09-07,788
2017-09-08,806
2017-09-09,811
2017-09-10,828
2017-09-11,844
2017-09-12,840
2017-09-13,849
2017-09-14,853
2017-09-15,833
2017-09-16,823
2017-09-17,805
2017-09-18,794
2017-09-19,795
2017-09-20,802
2017-09-21,815
2017-09-22,814
2017-09-23,846
2017-09-24,861
2017-09-25,860
2017-09-26,859
2017-09-27,866
2017-09-28,883
2017-09-29,893
2017-09-30,895
2017-10-01,897
2017-10-02,895
2017-10-03,904
2017-10-04,903
2017-10-05,906
2017-10-06,910
2017-10-07,928
2017-10-08,959
2017-10-09,965
2017-10-10,974
2017-10-11,951
2017-10-12,959
2017-10-13,954
2017-10-14,953
2017-10-15,960
2017-10-16,981
2017-10-17,970
2017-10-18,987
2017-10-19,1000
2017-10-20,1013
2017-10-21,998
2017-10-22,965
2017-10-23,982
2017-10-24,997
2017-10-25,990
2017-10-26,965
2017-10-27,957
2017-10-28,954
2017-10-29,921
2017-10-30,892
2017-10-31,888
2017-11-01,900
2017-11-02,907
2017-11-03,892
2017-11-04,864
2017-11-05,853
2017-11-06,849
2017-11-07,835
2017-11-08,793
2017-11-09,753
2017-11-10,715
2017-11-11,689
2017-11-12,675
2017-11-13,666
2017-11-14,660
2017-11-15,654
2017-11-16,648
2017-11-17,634
2017-11-18,632
2017-11-19,616
2017-11-20,620
2017-11-21,625
2017-11-22,611
2017-11-23,634
2017-11-24,653
2017-11-25,660
2017-11-26,669
2017-11-27,697
2017-11-28,702
2017-11-29,708
2017-11-30,696
2017-12-01,708
2017-12-02,678
2017-12-03,700
2017-12-04,720
2017-12-05,740
2017-12-06,742
2017-12-07,763
2017-12-08,779
2017-12-09,784
2017-12-10,795
2017-12-11,807
2017-12-12,790
2017-12-13,791
2017-12-14,790
2017-12-15,797
2017-12-16,809
2017-12-17,823
2017-12-18,808
2017-12-19,807
2017-12-20,792
2017-12-21,775
2017-12-22,768
2017-12-23,782
2017-12-24,781
2017-12-25,761
2017-12-26,774
2017-12-27,780
2017-12-28,787
2017-12-29,792
2017-12-30,784
2017-12-31,794
2018-01-01,788
2018-01-02,790
2018-01-03,789
2018-01-04,779
2018-01-05,784
2018-01-06,788
2018-01-07,785
2018-01-08,792
2018-01-09,807
2018-01-10,811
2018-01-11,815
2018-01-12,805
2018-01-13,798
2018-01-14,787
2018-01-15,792
2018-01-16,790
2018-01-17,786
2018-01-18,793
2018-01-19,800
2018-01-20,782
2018-01-21,773
2018-01-22,770
2018-01-23,758
2018-01-24,751
2018-01-25,754
2018-01-26,753
2018-01-27,738
2018-01-28,725
2018-01-29,713
2018-01-30,718
2018-01-31,723
2018-02-01,716
2018-02-02,699
2018-02-03,701
2018-02-04,695
2018-02-05,687
2018-02-06,688
2018-02-07,694
2018-02-08,700
2018-02-09,718
2018-02-10,728
2018-02-11,747
2018-02-12,761
2018-02-13,781
2018-02-14,800
2018-02-15,821
2018-02-16,858
2018-02-17,888
2018-02-18,921
2018-02-19,962
2018-02-20,980
2018-02-21,989
2018-02-22,1037
2018-02-23,1078
2018-02-24,1111
2018-02-25,1146
2018-02-26,1180
2018-02-27,1223
2018-02-28,1229
2018-03-01,1234
2018-03-02,1262
2018-03-03,1271
2018-03-04,1311
2018-03-05,1332
2018-03-06,1349
2018-03-07,1356
2018-03-08,1312
2018-03-09,1301
2018-03-10,1311
2018-03-11,1293
2018-03-12,1306
2018-03-13,1327
2018-03-14,1341
2018-03-15,1318
2018-03-16,1269
2018-03-17,1236
2018-03-18,1184
2018-03-19,1125
2018-03-20,1091
2018-03-21,1052
2018-03-22,1001
2018-03-23,969
2018-03-24,924
2018-03-25,900
2018-03-26,864
2018-03-27,848
2018-03-28,820
2018-03-29,793
2018-03-30,755
2018-03-31,731
2018-04-01,711
2018-04-02,696
2018-04-03,680
2018-04-04,669
2018-04-05,668
2018-04-06,656
2018-04-07,650
2018-04-08,642
2018-04-09,613
2018-04-10,619
2018-04-11,630
2018-04-12,632
2018-04-13,624
2018-04-14,613
2018-04-15,629
2018-04-16,608
2018-04-17,612
2018-04-18,616
2018-04-19,624
2018-04-20,626
2018-04-21,623
2018-04-22,606
2018-04-23,595
2018-04-24,589
2018-04-25,588
2018-04-26,583
2018-04-27,585
2018-04-28,575
2018-04-29,584
2018-04-30,587
2018-05-01,593
2018-05-02,604
2018-05-03,597
2018-05-04,588
2018-05-05,601
2018-05-06,616
2018-05-07,633
2018-05-08,649
2018-05-09,642
2018-05-10,614
2018-05-11,611
2018-05-12,602
2018-05-13,573
2018-05-14,569
2018-05-15,580
2018-05-16,592
2018-05-17,591
2018-05-18,590
2018-05-19,591
2018-05-20,583
2018-05-21,591
2018-05-22,578
2018-05-23,584
2018-05-24,588
2018-05-25,598
2018-05-26,599
2018-05-27,595
2018-05-28,591
2018-05-29,604
2018-05-30,605
2018-05-31,602
2018-06-01,608
2018-06-02,608
2018-06-03,602
2018-06-04,589
2018-06-05,596
2018-06-06,598
2018-06-07,614
2018-06-08,624
2018-06-09,642
2018-06-10,642
2018-06-11,650
2018-06-12,661
2018-06-13,663
2018-06-14,665
2018-06-15,661
2018-06-16,660
2018-06-17,672
2018-06-18,698
2018-06-19,720
2018-06-20,703
2018-06-21,719
2018-06-22,727
2018-06-23,728
2018-06-24,723
2018-06-25,705
2018-06-26,698
2018-06-27,694
2018-06-28,701
2018-06-29,701
2018-06-30,701
2018-07-01,707
2018-07-02,696
2018-07-03,705
2018-07-04,702
2018-07-05,688
2018-07-06,696
2018-07-07,693
2018-07-08,700
2018-07-09,719
2018-07-10,743
2018-07-11,762
2018-07-12,776
2018-07-13,776
2018-07-14,754
2018-07-15,738
2018-07-16,741
2018-07-17,746
2018-07-18,744
2018-07-19,750
2018-07-20,749
2018-07-21,730
2018-07-22,742
2018-07-23,750
2018-07-24,749
2018-07-25,756
2018-07-26,752
2018-07-27,765
2018-07-28,759
2018-07-29,768
2018-07-30,783
2018-07-31,783
2018-08-01,749
2018-08-02,766
2018-08-03,760
2018-08-04,764
2018-08-05,753
2018-08-06,755
2018-08-07,761
2018-08-08,768
2018-08-09,787
2018-08-10,795
2018-08-11,803
2018-08-12,796
2018-08-14,776
2018-08-16,786
2018-08-17,787
2018-08-18,765
2018-08-19,757
2018-08-20,753
2018-08-21,760
2018-08-22,768
2018-08-23,759
2018-08-24,773
2018-08-25,793
2018-08-26,805
2018-08-27,804
2018-08-28,808
2018-08-29,823
2018-08-30,838
2018-08-31,832
2018-09-01,839
2018-09-02,843
2018-09-03,843
2018-09-04,829
2018-09-05,800
2018-09-06,811
2018-09-07,792
2018-09-08,775
2018-09-09,751
2018-09-10,752
2018-09-11,757
2018-09-12,763
2018-09-13,770
2018-09-14,763
2018-09-15,758
2018-09-16,753
2018-09-17,764
2018-09-18,738
2018-09-19,725
2018-09-20,724
2018-09-21,713
2018-09-22,683
2018-09-23,688
2018-09-24,687
2018-09-25,693
2018-09-26,698
2018-09-27,668
2018-09-28,664
2018-09-29,644
2018-09-30,626
2018-10-01,630
2018-10-02,641
2018-10-03,652
2018-10-04,659
2018-10-05,642
2018-10-06,646
2018-10-07,656
2018-10-08,668
2018-10-09,666
2018-10-10,655
2018-10-11,660
2018-10-12,659
2018-10-13,647
2018-10-14,658
2018-10-15,656
2018-10-16,651
2018-10-17,660
2018-10-18,664
2018-10-19,670
2018-10-20,685
2018-10-21,688
2018-10-22,705
2018-10-23,698
2018-10-24,702
2018-10-25,691
2018-10-26,695
2018-10-27,669
2018-10-28,661
2018-10-29,650
2018-10-30,671
2018-10-31,664
2018-11-01,677
2018-11-03,701
2018-11-04,716
2018-11-05,722
2018-11-06,705
2018-11-07,710
2018-11-08,728
2018-11-09,735
2018-11-10,748
2018-11-11,758
2018-11-12,761
2018-11-13,785
2018-11-14,810
2018-11-15,831
2018-11-16,850
2018-11-17,860
2018-11-18,881
2018-11-19,889
2018-11-20,925
2018-11-21,972
2018-11-22,1014
2018-11-23,1034
2018-11-24,1046
2018-11-25,1039
2018-11-26,1014
2018-11-27,974
2018-11-28,940
2018-11-29,902
2018-12-01,843
2018-12-02,831
2018-12-03,834
2018-12-04,827
2018-12-05,831
2018-12-07,813
2018-12-09,768
2018-12-10,759
2018-12-11,757
2018-12-12,743
2018-12-13,717
2018-12-14,691
2018-12-15,665
2018-12-16,649
2018-12-17,642
2018-12-18,631
2018-12-19,615
2018-12-20,618
2018-12-21,618
2018-12-22,606
2018-12-23,615
2018-12-24,631
2018-12-25,643
2018-12-26,657
2018-12-27,663
2018-12-28,676
2018-12-29,680
2018-12-30,684
2018-12-31,697
2019-01-01,702
2019-01-02,708
2019-01-03,716
2019-01-04,726
2019-01-05,740
2019-01-06,754
2019-01-08,769
2019-01-10,777
2019-01-11,772
2019-01-12,757
2019-01-13,755
2019-01-14,747
2019-01-15,730
2019-01-16,735
2019-01-17,724
2019-01-18,724
2019-01-19,721
2019-01-20,725
2019-01-21,706
2019-01-22,698
2019-01-23,697
2019-01-24,682
2019-01-25,677
2019-01-26,683
2019-01-27,670
2019-01-28,665
2019-01-29,671
2019-01-30,672
2019-01-31,668
2019-02-01,654
2019-02-02,638
2019-02-03,610
2019-02-04,604
2019-02-05,606
2019-02-06,600
2019-02-07,597
2019-02-08,595
2019-02-09,598
2019-02-10,590
2019-02-11,592
2019-02-12,594
2019-02-13,606
2019-02-14,605
2019-02-15,602
2019-02-16,590
2019-02-17,595
2019-02-18,592
2019-02-19,599
2019-02-20,605
2019-02-21,613
2019-02-22,621
2019-02-23,614
2019-02-24,613
2019-02-25,613
2019-02-26,619
2019-02-27,615
2019-02-28,617
2019-03-01,617
2019-03-02,603
2019-03-03,590
2019-03-04,586
2019-03-05,589
2019-03-06,591
2019-03-07,594
2019-03-08,602
2019-03-09,595
2019-03-10,590
2019-03-11,581
2019-03-12,579
2019-03-13,570
2019-03-14,572
2019-03-15,580
2019-03-16,583
2019-03-17,584
2019-03-18,581
2019-03-19,602
2019-03-20,617
2019-03-21,611
2019-03-22,595
2019-03-23,594
2019-03-24,590
2019-03-25,590
2019-03-26,599
2019-03-27,602
2019-03-28,616
2019-03-29,612
2019-03-30,600
2019-03-31,594
2019-04-01,601
2019-04-02,610
2019-04-03,633
2019-04-04,630
2019-04-05,631
2019-04-06,624
2019-04-07,605
2019-04-08,600
2019-04-09,588
2019-04-10,598
2019-04-11,595
2019-04-12,588
2019-04-13,581
2019-04-14,576
2019-04-15,570
2019-04-16,566
2019-04-17,562
2019-04-18,551
2019-04-19,557
2019-04-20,555
2019-04-21,543
2019-04-22,535
2019-04-23,537
2019-04-24,542
2019-04-25,551
2019-04-26,564
2019-04-27,560
2019-04-28,553
2019-04-29,561
2019-04-30,563
2019-05-01,570
2019-05-02,564
2019-05-03,586
2019-05-04,607
2019-05-05,625
2019-05-06,638
2019-05-07,670
2019-05-08,702
2019-05-09,736
2019-05-10,764
2019-05-11,800
2019-05-12,831
2019-05-13,850
2019-05-14,848
2019-05-15,867
2019-05-16,906
2019-05-17,937
2019-05-18,966
2019-05-19,967
2019-05-20,979
2019-05-21,1011
2019-05-22,1010
2019-05-23,960
2019-05-24,913
2019-05-25,887
2019-05-26,866
2019-05-27,834
2019-05-28,820
2019-05-29,829
2019-05-30,833
2019-05-31,841
2019-06-01,808
2019-06-02,777
2019-06-03,761
2019-06-04,772
2019-06-05,780
2019-06-06,798
2019-06-07,808
2019-06-08,786
2019-06-09,774
2019-06-10,759
2019-06-11,734
2019-06-12,732
2019-06-13,737
2019-06-14,721
2019-06-15,712
2019-06-16,702
2019-06-17,698
2019-06-18,698
2019-06-19,716
2019-06-20,719
2019-06-21,708
2019-06-22,687
2019-06-23,672
2019-06-24,652
2019-06-25,646
2019-06-26,642
2019-06-27,636
2019-06-28,613
2019-06-29,612
