date_obj,Loop%20half%20of%20key price
2016-03-10,8936
2016-03-11,8786
2016-03-12,8885
2016-03-13,9198
2016-03-14,9122
2016-03-15,8883
2016-03-16,8484
2016-03-17,8606
2016-03-18,8816
2016-03-19,9050
2016-03-20,9112
2016-03-21,8853
2016-03-22,8743
2016-03-23,8828
2016-03-24,8758
2016-03-25,8888
2016-03-26,8870
2016-03-27,8800
2016-03-28,8633
2016-03-29,8425
2016-03-30,8470
2016-03-31,8330
2016-04-01,7966
2016-04-02,7857
2016-04-03,7670
2016-04-04,7419
2016-04-05,7592
2016-04-06,7472
2016-04-07,7815
2016-04-08,8167
2016-04-09,7990
2016-04-10,8121
2016-04-11,8489
2016-04-12,8896
2016-04-13,9123
2016-04-14,9301
2016-04-15,9555
2016-04-16,9751
2016-04-17,10047
2016-04-18,10274
2016-04-19,10388
2016-04-20,10070
2016-04-21,9660
2016-04-22,9309
2016-04-23,9331
2016-04-24,9358
2016-04-25,9251
2016-04-26,9215
2016-04-27,9137
2016-04-28,9008
2016-04-29,8697
2016-04-30,9089
2016-05-01,9472
2016-05-02,9591
2016-05-03,9492
2016-05-04,9557
2016-05-05,9357
2016-05-06,8965
2016-05-07,9147
2016-05-08,8946
2016-05-09,9114
2016-05-10,8958
2016-05-11,8672
2016-05-12,8422
2016-05-13,8432
2016-05-14,8566
2016-05-15,8664
2016-05-16,9031
2016-05-17,8993
2016-05-18,9256
2016-05-19,9293
2016-05-22,9499
2016-05-23,9439
2016-05-24,9275
2016-05-25,8929
2016-05-26,9032
2016-05-27,8733
2016-05-28,8641
2016-05-29,8961
2016-05-30,9215
2016-05-31,9041
2016-06-01,9164
2016-06-02,9451
2016-06-03,9684
2016-06-04,9350
2016-06-05,9285
2016-06-06,9251
2016-06-07,8901
2016-06-08,9010
2016-06-09,8954
2016-06-10,8998
2016-06-11,8996
2016-06-12,9043
2016-06-13,8920
2016-06-14,8999
2016-06-15,9206
2016-06-16,9133
2016-06-17,9016
2016-06-18,9139
2016-06-19,9015
2016-06-20,9170
2016-06-21,9057
2016-06-22,9145
2016-06-23,9161
2016-06-24,9169
2016-06-25,9165
2016-06-26,9167
2016-06-27,9202
2016-06-28,9170
2016-06-29,9187
2016-06-30,9192
2016-07-01,9225
2016-07-02,9276
2016-07-03,9274
2016-07-04,9235
2016-07-05,9391
2016-07-06,9171
2016-07-07,9081
2016-07-08,9176
2016-07-09,9163
2016-07-10,8978
2016-07-11,8758
2016-07-12,8850
2016-07-13,8908
2016-07-14,8984
2016-07-15,8985
2016-07-16,8852
2016-07-17,8746
2016-07-18,8750
2016-07-23,9230
2016-07-24,9273
2016-07-25,9222
2016-07-26,9108
2016-07-27,8916
2016-07-28,8541
2016-07-29,8489
2016-07-30,8457
2016-07-31,8427
2016-08-01,8550
2016-08-02,8753
2016-08-03,8865
2016-08-04,9044
2016-08-05,9177
2016-08-06,9123
2016-08-07,8996
2016-08-08,8758
2016-08-09,8792
2016-08-10,8888
2016-08-11,8572
2016-08-12,8473
2016-08-13,8750
2016-08-14,9030
2016-08-15,9005
2016-08-16,8750
2016-08-17,8560
2016-08-18,8494
2016-08-19,8678
2016-08-20,8926
2016-08-21,8790
2016-08-22,8691
2016-08-23,8820
2016-08-24,8640
2016-08-25,8579
2016-08-26,8630
2016-08-28,8242
2016-08-31,7995
2016-09-01,8007
2016-09-02,7737
2016-09-03,7843
2016-09-04,8118
2016-09-05,8443
2016-09-06,8407
2016-09-07,8632
2016-09-08,8560
2016-09-09,8279
2016-09-10,8097
2016-09-11,8267
2016-09-12,8028
2016-09-13,7672
2016-09-14,7854
2016-09-15,8171
2016-09-16,7927
2016-09-17,7650
2016-09-18,7501
2016-09-19,7769
2016-09-20,7630
2016-09-21,7594
2016-09-22,7646
2016-09-23,7380
2016-09-24,7694
2016-09-25,7718
2016-09-26,7332
2016-09-27,7069
2016-09-28,6825
2016-09-29,6964
2016-09-30,6931
2016-10-01,6706
2016-10-02,6794
2016-10-03,6801
2016-10-04,7135
2016-10-05,7229
2016-10-06,7085
2016-10-07,7175
2016-10-08,6957
2016-10-09,6811
2016-10-10,6856
2016-10-11,6892
2016-10-12,6823
2016-10-13,6783
2016-10-14,6933
2016-10-15,7134
2016-10-16,7313
2016-10-17,7192
2016-10-18,6944
2016-10-19,6755
2016-10-20,6807
2016-10-21,7041
2016-10-22,7100
2016-10-23,7059
2016-10-24,7197
2016-10-25,7260
2016-10-26,7319
2016-10-27,7212
2016-10-28,7023
2016-10-29,7176
2016-10-30,7194
2016-10-31,7383
2016-11-01,7497
2016-11-02,7789
2016-11-03,7752
2016-11-04,7678
2016-11-05,7494
2016-11-06,7352
2016-11-07,7435
2016-11-08,7473
2016-11-09,7547
2016-11-10,7560
2016-11-11,7490
2016-11-12,7508
2016-11-13,7669
2016-11-14,7853
2016-12-07,8086
2016-12-08,8181
2016-12-09,8242
2016-12-10,8238
2016-12-11,8274
2016-12-12,8318
2016-12-13,8292
2016-12-14,8488
2016-12-15,8619
2016-12-16,8563
2016-12-17,8615
2016-12-18,8645
2016-12-19,8568
2016-12-20,8336
2016-12-21,8414
2016-12-22,8333
2016-12-23,8356
2016-12-24,8324
2016-12-25,8277
2016-12-26,8313
2016-12-27,8205
2016-12-28,8141
2016-12-29,8221
2016-12-30,8122
2016-12-31,7925
2017-01-01,7947
2017-01-02,8025
2017-01-03,7828
2017-01-04,7837
2017-01-05,7670
2017-01-06,7499
2017-01-07,7236
2017-01-08,7160
2017-01-09,7407
2017-01-10,7492
2017-01-11,7283
2017-01-12,7261
2017-01-13,7531
2017-01-14,7752
2017-01-15,7734
2017-01-16,7676
2017-01-17,7833
2017-01-18,7957
2017-01-19,8090
2017-01-20,8260
2017-01-21,8060
2017-01-22,8207
2017-01-27,8602
2017-01-28,9024
2017-01-29,9443
2017-01-30,9229
2017-01-31,9148
2017-02-01,9243
2017-02-02,9284
2017-02-03,8974
2017-02-04,9118
2017-02-05,8895
2017-02-06,9078
2017-02-07,9120
2017-02-08,9246
2017-02-09,9007
2017-02-10,9319
2017-02-11,9668
2017-02-12,9807
2017-02-13,9590
2017-02-14,9422
2017-02-15,9593
2017-02-16,9205
2017-02-18,8679
2017-02-19,8864
2017-02-20,9121
2017-02-21,9078
2017-02-22,8940
2017-02-23,8517
2017-02-24,8599
2017-02-25,8825
2017-02-26,9067
2017-02-27,9045
2017-02-28,9067
2017-03-01,8978
2017-03-02,8850
2017-03-03,8462
2017-03-04,8687
2017-03-05,8731
2017-03-06,8721
2017-03-07,9003
2017-03-08,9326
2017-03-09,9092
2017-03-10,9221
2017-03-11,8809
2017-03-12,8833
2017-03-13,8954
2017-03-14,8746
2017-03-15,8660
2017-03-16,8511
2017-03-17,8521
2017-03-18,8461
2017-03-19,8402
2017-03-20,8592
2017-03-21,8975
2017-03-22,9361
2017-03-23,9713
2017-03-24,10159
2017-03-25,10577
2017-03-26,10978
2017-03-27,11285
2017-03-28,11418
2017-03-29,11209
2017-03-30,10704
2017-03-31,10633
2017-04-01,10603
2017-04-02,10589
2017-04-03,10495
2017-04-04,10841
2017-04-12,9720
2017-04-13,9854
2017-04-14,9756
2017-04-15,9803
2017-04-16,9805
2017-04-17,9448
2017-04-18,9297
2017-04-19,9377
2017-04-20,9811
2017-04-21,10172
2017-04-22,10583
2017-04-23,10681
2017-04-24,10460
2017-04-25,10231
2017-04-26,10242
2017-04-27,10357
2017-04-28,10296
2017-04-29,10359
2017-04-30,10332
2017-05-01,10345
2017-05-02,10122
2017-05-03,10173
2017-05-04,10263
2017-05-05,10179
2017-05-06,10377
2017-05-07,10025
2017-05-08,10293
2017-05-09,10147
2017-05-10,10478
2017-05-11,10475
2017-05-12,10509
2017-05-13,10263
2017-05-14,9753
2017-05-15,9631
2017-05-16,9560
2017-05-17,9489
2017-05-18,9587
2017-05-19,9550
2017-05-20,9261
2017-05-21,9048
2017-05-22,9350
2017-05-23,9479
2017-05-24,9284
2017-05-25,9209
2017-05-26,9192
2017-05-27,9364
2017-05-28,9093
2017-05-29,9061
2017-05-30,9108
2017-05-31,8933
2017-06-01,8890
2017-06-02,8622
2017-06-03,8196
2017-06-06,7845
2017-06-07,8069
2017-06-08,8031
2017-06-09,8086
2017-06-10,8214
2017-06-11,7813
2017-06-12,7563
2017-06-13,7569
2017-06-14,7400
2017-06-15,7092
2017-06-16,6950
2017-06-17,6949
2017-06-18,7190
2017-06-19,7306
2017-06-20,7381
2017-06-21,7471
2017-06-22,7488
2017-06-23,7309
2017-06-24,7414
2017-06-25,7577
2017-06-26,7913
2017-06-27,8245
2017-06-28,8206
2017-06-29,8355
2017-06-30,8549
2017-07-01,8601
2017-07-02,8726
2017-07-03,8744
2017-07-04,8973
2017-07-05,9400
2017-07-06,9732
2017-07-07,9951
2017-07-08,10284
2017-07-13,8806
2017-07-14,8484
2017-07-15,8469
2017-07-16,8739
2017-07-17,8747
2017-07-18,8630
2017-07-19,8565
2017-07-20,8691
2017-07-21,8781
2017-07-22,8607
2017-07-23,8519
2017-07-24,8845
2017-07-25,9247
2017-07-26,9265
2017-07-27,8840
2017-07-28,8694
2017-07-29,8669
2017-07-30,8736
2017-07-31,8666
2017-08-01,8603
2017-08-02,8886
2017-08-03,8912
2017-08-04,8992
2017-08-05,9042
2017-08-06,9085
2017-08-09,9122
2017-08-10,8864
2017-08-11,8653
2017-08-12,8319
2017-08-13,8344
2017-08-14,8295
2017-08-15,8333
2017-08-17,8522
2017-08-18,8488
2017-08-19,8628
2017-08-20,8645
2017-08-21,8778
2017-08-22,8917
2017-08-23,8995
2017-08-24,8945
2017-08-25,8552
2017-08-26,8937
2017-08-27,8995
2017-08-28,9245
2017-08-29,9218
2017-08-30,9148
2017-08-31,9156
2017-09-01,9029
2017-09-02,8609
2017-09-03,8184
2017-09-04,8062
2017-09-05,8007
2017-09-06,8061
2017-09-07,8143
2017-09-08,8521
2017-09-09,8739
2017-09-10,8614
2017-09-11,8929
2017-09-12,8954
2017-09-13,8987
2017-09-14,9013
2017-09-15,8993
2017-09-16,8932
2017-09-17,8748
2017-09-19,8725
2017-09-20,8486
2017-09-21,8565
2017-09-22,8667
2017-09-23,8631
2017-09-24,8696
2017-09-25,8730
2017-09-26,8732
2017-09-27,8800
2017-09-28,8681
2017-09-29,8810
2017-09-30,8835
2017-10-01,8883
2017-10-02,9108
2017-10-03,8823
2017-10-04,8823
2017-10-05,8603
2017-10-06,8458
2017-10-07,8452
2017-10-08,8545
2017-10-09,8638
2017-10-10,8716
2017-10-11,9088
2017-10-12,8772
2017-10-13,8613
2017-10-14,8937
2017-10-15,8872
2017-10-16,9223
2017-10-17,9330
2017-10-18,9391
2017-10-19,9295
2017-10-20,9360
2017-10-21,9016
2017-10-22,9002
2017-10-23,9283
2017-10-24,9242
2017-10-25,9239
2017-10-26,8920
2017-10-27,8618
2017-10-28,8359
2017-10-29,8369
2017-10-30,8235
2017-10-31,8342
2017-11-01,8178
2017-11-02,8252
2017-11-03,7989
2017-11-04,8038
2017-11-05,8128
2017-11-06,8451
2017-11-07,8874
2017-11-08,9263
2017-11-09,9457
2017-11-10,9039
2017-11-11,8912
2017-11-12,8916
2017-11-13,9321
2017-11-14,9788
2017-11-15,9604
2017-11-16,9697
2017-11-17,9500
2017-11-18,9682
2017-11-19,9863
2017-11-20,10069
2017-11-21,9862
2017-11-22,9514
2017-11-23,9271
2017-11-24,9198
2017-11-25,9036
2017-11-26,9222
2017-11-27,8827
2017-11-28,8944
2017-11-29,9092
2017-11-30,8981
2017-12-01,8788
2017-12-02,8621
2017-12-03,8846
2017-12-04,9207
2017-12-05,9561
2017-12-06,9385
2017-12-07,9001
2017-12-08,9017
2017-12-09,9036
2017-12-10,8792
2017-12-11,9123
2017-12-12,8928
2017-12-14,8932
2017-12-15,8745
2017-12-16,8775
2017-12-17,8679
2017-12-18,8556
2017-12-19,8527
2017-12-20,8475
2017-12-21,8537
2017-12-22,8731
2017-12-23,8491
2017-12-24,8219
2017-12-25,8311
2017-12-26,8215
2017-12-27,8188
2017-12-28,8115
2017-12-29,7974
2017-12-30,7632
2017-12-31,7413
2018-01-01,7233
2018-01-02,7484
2018-01-03,7794
2018-01-04,7892
2018-01-05,7841
2018-01-06,7790
2018-01-07,7725
2018-01-08,7586
2018-01-09,7535
2018-01-10,7412
2018-01-11,7323
2018-01-12,7099
2018-01-13,7209
2018-01-14,7267
2018-01-15,7286
2018-01-16,7501
2018-01-17,7715
2018-01-18,7722
2018-01-19,7680
2018-01-20,7362
2018-01-21,7318
2018-01-22,7400
2018-01-23,7370
2018-01-25,7380
2018-01-26,7454
2018-01-27,7398
2018-01-28,7521
2018-01-29,7333
2018-01-31,6928
2018-02-01,6751
2018-02-02,6856
2018-02-03,6942
2018-02-04,6723
2018-02-05,6595
2018-02-06,6743
2018-02-07,6747
2018-02-08,6682
2018-02-09,6436
2018-02-10,6257
2018-02-11,6533
2018-02-12,6704
2018-02-13,6621
2018-02-14,6496
2018-02-15,6405
2018-02-16,6215
2018-02-17,6223
2018-02-18,6286
2018-02-19,6391
2018-02-20,6321
2018-02-21,6547
2018-02-22,6755
2018-02-23,6765
2018-02-24,6760
2018-02-25,6613
2018-02-26,6556
2018-02-27,6505
2018-02-28,6411
2018-03-01,6421
2018-03-02,6204
2018-03-03,6454
2018-03-04,6544
2018-03-05,6442
2018-03-06,6431
2018-03-07,6576
2018-03-08,6590
2018-03-09,6616
2018-03-10,6510
2018-03-11,6430
2018-03-12,6589
2018-03-13,6487
2018-03-14,6469
2018-03-15,6526
2018-03-16,6696
2018-03-17,6756
2018-03-18,6721
2018-03-19,6664
2018-03-20,6833
2018-03-21,6756
2018-03-23,6632
2018-03-24,6716
2018-03-26,6577
2018-03-27,6499
2018-03-28,6489
2018-03-29,6430
2018-03-30,6510
2018-03-31,6716
2018-04-01,6644
2018-04-02,6576
2018-04-03,6608
2018-04-04,6464
2018-04-05,6523
2018-04-06,6521
2018-04-07,6529
2018-04-08,6460
2018-04-09,6303
2018-04-10,6046
2018-04-11,5867
2018-04-12,5892
2018-04-13,5916
2018-04-14,5955
2018-04-15,5937
2018-04-16,5928
2018-04-17,5959
2018-04-18,5989
2018-04-19,5946
2018-04-20,5897
2018-04-21,5708
2018-04-22,5643
2018-04-23,5539
2018-04-24,5513
2018-04-25,5680
2018-04-26,5712
2018-04-27,5717
2018-04-28,5679
2018-04-29,5740
2018-04-30,5831
2018-05-01,6076
2018-05-04,6413
2018-05-05,6515
2018-05-06,6601
2018-05-07,6400
2018-05-08,6373
2018-05-09,6498
2018-05-10,6440
2018-05-11,6471
2018-05-12,6287
2018-05-13,6025
2018-05-14,5960
2018-05-15,6094
2018-05-16,6298
2018-05-17,6561
2018-05-18,6578
2018-05-19,6697
2018-05-20,6620
2018-05-21,6486
2018-05-22,6200
2018-05-23,6159
2018-05-24,6456
2018-05-25,6778
2018-05-26,7080
2018-05-27,7431
2018-05-28,7720
2018-05-29,7700
2018-05-30,7620
2018-05-31,7468
2018-06-01,7234
2018-06-02,6909
2018-06-03,6971
2018-06-04,6970
2018-06-05,6714
2018-06-06,6453
2018-06-07,6489
2018-06-08,6364
2018-06-09,6333
2018-06-10,6350
2018-06-11,6387
2018-06-12,6306
2018-06-13,6309
2018-06-14,6403
2018-06-15,6517
2018-06-16,6515
2018-06-17,6502
2018-06-18,6749
2018-06-19,6804
2018-06-20,6904
2018-06-21,6719
2018-06-22,6630
2018-06-23,6481
2018-06-24,6571
2018-06-25,6605
2018-06-26,6721
2018-06-27,6637
2018-06-28,6609
2018-06-29,6557
2018-06-30,6395
2018-07-01,6423
2018-07-02,6438
2018-07-03,6493
2018-07-04,6680
2018-07-05,6680
2018-07-06,6683
2018-07-07,6768
2018-07-08,6886
2018-07-09,7033
2018-07-10,7185
2018-07-11,7173
2018-07-12,7278
2018-07-13,7595
2018-07-14,7888
2018-07-15,8199
2018-07-16,8427
2018-07-17,8579
2018-07-18,8268
2018-07-19,8359
2018-07-20,8345
2018-07-21,8464
2018-07-22,8251
2018-07-23,8055
2018-07-24,8265
2018-07-25,8382
2018-07-26,8349
2018-07-27,8432
2018-07-28,8329
2018-07-29,8213
2018-07-30,8085
2018-07-31,7891
2018-08-01,7957
2018-08-02,7695
2018-08-03,7595
2018-08-04,7318
2018-08-05,7199
2018-08-06,7298
2018-08-07,7393
2018-08-08,7734
2018-08-09,7871
2018-08-10,7976
2018-08-11,8253
2018-08-12,7976
2018-08-14,8668
2018-08-16,8406
2018-08-17,8382
2018-08-18,8635
2018-08-19,8454
2018-08-20,8331
2018-08-21,8192
2018-08-22,8294
2018-08-23,8357
2018-08-24,8434
2018-08-25,8613
2018-08-26,8563
2018-08-27,8320
2018-08-28,8337
2018-08-29,8410
2018-08-30,8807
2018-08-31,8899
2018-09-01,9062
2018-09-02,8931
2018-09-03,9146
2018-09-04,8878
2018-09-05,9013
2018-09-06,9413
2018-09-07,9387
2018-09-08,9037
2018-09-09,8891
2018-09-10,8868
2018-09-11,8911
2018-09-12,8819
2018-09-13,9087
2018-09-14,9050
2018-09-15,9050
2018-09-16,9051
2018-09-17,9181
2018-09-18,9236
2018-09-19,9297
2018-09-20,9377
2018-09-21,9370
2018-09-22,9272
2018-09-23,9184
2018-09-24,9330
2018-09-25,9371
2018-09-26,9233
2018-09-27,9207
2018-09-28,9446
2018-09-29,9268
2018-09-30,8966
2018-10-02,9203
2018-10-03,8944
2018-10-04,8713
2018-10-05,8720
2018-10-06,8663
2018-10-07,8794
2018-10-08,8844
2018-10-09,8819
2018-10-10,9027
2018-10-11,8741
2018-10-12,8768
2018-10-13,8984
2018-10-14,8622
2018-10-15,8594
2018-10-16,8164
2018-10-17,8333
2018-10-18,8715
2018-10-19,9033
2018-10-20,9235
2018-10-21,9067
2018-10-22,8845
2018-10-23,8606
2018-10-24,8670
2018-10-25,8819
2018-10-26,8738
2018-10-27,8561
2018-10-28,8414
2018-10-29,8204
2018-10-30,8369
2018-10-31,8356
2018-11-01,8353
2018-11-03,8309
2018-11-04,8091
2018-11-05,7952
2018-11-06,7950
2018-11-07,8071
2018-11-08,8032
2018-11-09,8116
2018-11-10,8218
2018-11-11,8446
2018-11-12,8400
2018-11-13,8491
2018-11-14,8411
2018-11-15,8634
2018-11-16,8743
2018-11-17,9070
2018-11-18,9151
2018-11-19,8811
2018-11-20,8740
2018-11-21,8863
2018-11-22,9078
2018-11-23,9423
2018-11-24,9699
2018-11-25,9631
2018-11-26,9201
2018-11-27,9347
2018-11-28,9452
2018-11-29,9439
2018-12-01,9427
2018-12-02,8956
2018-12-03,8707
2018-12-04,8726
2018-12-05,8935
2018-12-07,9054
2018-12-09,9287
2018-12-10,9410
2018-12-11,9332
2018-12-12,9389
2018-12-13,9387
2018-12-14,9591
2018-12-15,9156
2018-12-16,8868
2018-12-17,8703
2018-12-18,8767
2018-12-19,8729
2018-12-20,8610
2018-12-21,8478
2018-12-22,8309
2018-12-23,8246
2018-12-24,8363
2018-12-25,8353
2018-12-26,8490
2018-12-27,8292
2018-12-28,8313
2018-12-29,8363
2018-12-30,8417
2018-12-31,8281
2019-01-01,8100
2019-01-02,8263
2019-01-03,8386
2019-01-04,8477
2019-01-05,8583
2019-01-06,8724
2019-01-08,8704
2019-01-10,8478
2019-01-11,8213
2019-01-12,8049
2019-01-13,8186
2019-01-14,8084
2019-01-15,7969
2019-01-16,8066
2019-01-17,8319
2019-01-18,8562
2019-01-19,8589
2019-01-20,8687
2019-01-21,8873
2019-01-22,8670
2019-01-23,8627
2019-01-24,8552
2019-01-25,8794
2019-01-26,8898
2019-01-27,8910
2019-01-28,9182
2019-01-29,9239
2019-01-30,9419
2019-01-31,9762
2019-02-01,10096
2019-02-02,10229
2019-02-03,10465
2019-02-04,10519
2019-02-05,10645
2019-02-06,10753
2019-02-07,10548
2019-02-08,10657
2019-02-09,10532
2019-02-10,10278
2019-02-11,10164
2019-02-12,10006
2019-02-13,9508
2019-02-14,9344
2019-02-15,9232
2019-02-16,9094
2019-02-17,8990
2019-02-18,9141
2019-02-19,9490
2019-02-20,9743
2019-02-21,9984
2019-02-22,9855
2019-02-23,9672
2019-02-24,9556
2019-02-25,9966
2019-02-26,10432
2019-02-27,10918
2019-02-28,11386
2019-03-01,11567
2019-03-02,11351
2019-03-03,11054
2019-03-04,11192
2019-03-05,11669
2019-03-06,12100
2019-03-07,11696
2019-03-08,11196
2019-03-09,10855
2019-03-10,10574
2019-03-11,10316
2019-03-12,10729
2019-03-13,11257
2019-03-14,11597
2019-03-15,11577
2019-03-16,12063
2019-03-17,12227
2019-03-18,12199
2019-03-19,12387
2019-03-20,12123
2019-03-21,11930
2019-03-22,11942
2019-03-23,11938
2019-03-24,11663
2019-03-25,11430
2019-03-26,11101
2019-03-27,11297
2019-03-28,11123
2019-03-29,11282
2019-03-30,11271
2019-03-31,11123
2019-04-01,11010
2019-04-02,10895
2019-04-03,10713
2019-04-04,10948
2019-04-05,10655
