date_obj,Gold%20ore price
2015-10-15,333
2015-10-16,339
2015-10-17,347
2015-10-18,335
2015-10-19,323
2015-10-20,325
2015-10-22,343
2015-10-23,345
2015-10-24,347
2015-10-25,347
2015-10-26,334
2015-10-27,329
2015-10-29,335
2015-10-30,345
2015-10-31,347
2015-11-01,348
2015-11-02,356
2015-11-03,349
2015-11-04,350
2015-11-05,359
2015-11-06,357
2015-11-07,355
2015-11-08,347
2015-11-09,338
2015-11-10,338
2015-11-11,348
2015-11-12,363
2015-11-13,370
2015-11-14,365
2015-11-15,362
2015-11-16,358
2015-11-17,366
2015-11-18,369
2015-11-19,386
2015-11-20,388
2015-11-21,392
2015-11-22,393
2015-11-23,408
2015-11-24,402
2015-11-25,396
2015-11-26,413
2015-11-27,426
2015-11-28,441
2015-11-29,434
2015-11-30,428
2015-12-01,427
2015-12-02,434
2015-12-03,448
2015-12-04,462
2015-12-05,469
2015-12-06,454
2015-12-07,445
2015-12-08,442
2015-12-09,435
2015-12-10,441
2015-12-11,426
2015-12-12,412
2015-12-13,391
2015-12-14,383
2015-12-15,381
2015-12-16,388
2015-12-17,385
2015-12-18,384
2015-12-19,384
2015-12-20,374
2015-12-21,365
2015-12-22,356
2015-12-23,351
2015-12-24,347
2015-12-25,334
2015-12-26,327
2015-12-27,328
2015-12-28,344
2015-12-29,360
2015-12-30,376
2015-12-31,388
2016-01-01,398
2016-01-02,403
2016-01-03,406
2016-01-04,396
2016-01-05,393
2016-01-06,399
2016-01-07,388
2016-01-08,395
2016-01-09,382
2016-01-10,382
2016-01-11,380
2016-01-12,385
2016-01-13,392
2016-01-14,402
2016-01-15,416
2016-01-16,410
2016-01-17,410
2016-01-18,401
2016-01-19,399
2016-01-20,397
2016-01-21,400
2016-01-22,394
2016-01-23,385
2016-01-24,369
2016-01-25,361
2016-01-26,374
2016-01-27,379
2016-01-28,387
2016-01-29,394
2016-01-30,396
2016-01-31,396
2016-02-01,397
2016-02-02,415
2016-02-03,422
2016-02-04,428
2016-02-05,413
2016-02-06,405
2016-02-07,423
2016-02-08,409
2016-02-09,422
2016-02-10,422
2016-02-11,431
2016-02-12,423
2016-02-13,424
2016-02-14,413
2016-02-15,423
2016-02-16,441
2016-02-17,454
2016-02-18,465
2016-02-19,481
2016-02-20,495
2016-02-21,482
2016-02-22,471
2016-02-23,479
2016-02-24,477
2016-02-25,461
2016-02-26,437
2016-02-27,427
2016-02-28,425
2016-02-29,418
2016-03-01,425
2016-03-02,425
2016-03-03,417
2016-03-04,423
2016-03-05,418
2016-03-06,411
2016-03-07,412
2016-03-08,406
2016-03-09,409
2016-03-10,419
2016-03-11,430
2016-03-12,434
2016-03-13,443
2016-03-14,437
2016-03-15,457
2016-03-16,453
2016-03-17,441
2016-03-18,426
2016-03-19,429
2016-03-20,429
2016-03-21,437
2016-03-22,428
2016-03-23,422
2016-03-24,434
2016-03-25,440
2016-03-26,430
2016-03-27,429
2016-03-28,429
2016-03-29,425
2016-03-30,420
2016-03-31,416
2016-04-01,418
2016-04-02,414
2016-04-03,411
2016-04-04,413
2016-04-05,413
2016-04-06,411
2016-04-07,419
2016-04-08,420
2016-04-09,421
2016-04-10,424
2016-04-11,422
2016-04-12,435
2016-04-13,445
2016-04-14,455
2016-04-15,463
2016-04-16,453
2016-04-17,439
2016-04-18,432
2016-04-19,437
2016-04-20,426
2016-04-21,421
2016-04-22,419
2016-04-23,420
2016-04-24,416
2016-04-25,421
2016-04-26,421
2016-04-27,427
2016-04-28,427
2016-04-29,433
2016-04-30,438
2016-05-01,437
2016-05-02,435
2016-05-03,445
2016-05-04,461
2016-05-05,457
2016-05-06,437
2016-05-07,424
2016-05-08,419
2016-05-09,402
2016-05-10,401
2016-05-11,406
2016-05-12,410
2016-05-13,409
2016-05-14,421
2016-05-15,424
2016-05-16,432
2016-05-17,431
2016-05-18,439
2016-05-19,436
2016-05-22,443
2016-05-23,433
2016-05-24,450
2016-05-25,463
2016-05-26,458
2016-05-27,464
2016-05-28,469
2016-05-29,459
2016-05-30,460
2016-05-31,464
2016-06-01,464
2016-06-02,472
2016-06-03,494
2016-06-04,493
2016-06-05,506
2016-06-06,507
2016-06-07,521
2016-06-08,524
2016-06-09,524
2016-06-10,522
2016-06-11,529
2016-06-12,525
2016-06-13,521
2016-06-14,518
2016-06-15,532
2016-06-16,542
2016-06-17,530
2016-06-18,524
2016-06-19,519
2016-06-20,519
2016-06-21,522
2016-06-22,544
2016-06-23,565
2016-06-24,578
2016-06-25,562
2016-06-26,565
2016-06-27,575
2016-06-28,578
2016-06-29,598
2016-06-30,614
2016-07-01,601
2016-07-02,577
2016-07-03,565
2016-07-04,563
2016-07-05,587
2016-07-06,582
2016-07-07,591
2016-07-08,586
2016-07-09,592
2016-07-10,593
2016-07-11,602
2016-07-12,619
2016-07-13,615
2016-07-14,596
2016-07-15,576
2016-07-16,572
2016-07-17,571
2016-07-18,572
2016-07-23,624
2016-07-24,604
2016-07-25,593
2016-07-26,598
2016-07-27,588
2016-07-28,584
2016-07-29,585
2016-07-30,580
2016-07-31,577
2016-08-01,586
2016-08-02,583
2016-08-03,579
2016-08-04,575
2016-08-05,577
2016-08-06,567
2016-08-07,549
2016-08-08,528
2016-08-09,531
2016-08-10,556
2016-08-11,583
2016-08-12,596
2016-08-13,583
2016-08-14,571
2016-08-15,576
2016-08-16,574
2016-08-17,575
2016-08-18,582
2016-08-19,580
2016-08-20,583
2016-08-21,580
2016-08-22,579
2016-08-23,586
2016-08-24,585
2016-08-25,570
2016-08-26,554
2016-08-28,548
2016-08-31,576
2016-09-01,553
2016-09-02,543
2016-09-03,533
2016-09-04,532
2016-09-05,541
2016-09-06,552
2016-09-07,558
2016-09-08,548
2016-09-09,541
2016-09-10,536
2016-09-11,537
2016-09-12,550
2016-09-13,559
2016-09-14,573
2016-09-15,557
2016-09-16,537
2016-09-17,510
2016-09-18,484
2016-09-19,461
2016-09-20,467
2016-09-21,462
2016-09-22,469
2016-09-23,459
2016-09-24,450
2016-09-25,436
2016-09-26,431
2016-09-27,426
2016-09-28,424
2016-09-29,419
2016-09-30,400
2016-10-01,391
2016-10-02,395
2016-10-03,405
2016-10-04,411
2016-10-05,429
2016-10-06,439
2016-10-07,423
2016-10-08,411
2016-10-09,416
2016-10-10,418
2016-10-11,415
2016-10-12,422
2016-10-13,412
2016-10-14,407
2016-10-15,413
2016-10-16,416
2016-10-17,417
2016-10-18,428
2016-10-19,424
2016-10-20,417
2016-10-21,409
2016-10-22,412
2016-10-23,406
2016-10-24,400
2016-10-25,398
2016-10-26,399
2016-10-27,397
2016-10-28,402
2016-10-29,397
2016-10-30,393
2016-10-31,396
2016-11-01,399
2016-11-02,398
2016-11-03,399
2016-11-04,391
2016-11-05,385
2016-11-06,377
2016-11-07,376
2016-11-08,385
2016-11-09,400
2016-11-10,404
2016-11-11,413
2016-11-12,424
2016-11-13,420
2016-11-14,420
2016-11-15,420
2016-12-07,404
2016-12-08,404
2016-12-09,401
2016-12-10,405
2016-12-11,405
2016-12-12,402
2016-12-13,402
2016-12-14,401
2016-12-15,402
2016-12-16,399
2016-12-17,397
2016-12-18,395
2016-12-19,392
2016-12-20,393
2016-12-21,392
2016-12-22,390
2016-12-23,392
2016-12-24,394
2016-12-25,397
2016-12-26,400
2016-12-27,403
2016-12-28,408
2016-12-29,408
2016-12-30,401
2016-12-31,391
2017-01-01,379
2017-01-02,365
2017-01-03,369
2017-01-04,371
2017-01-05,358
2017-01-06,362
2017-01-07,367
2017-01-08,363
2017-01-09,353
2017-01-10,356
2017-01-11,365
2017-01-12,374
2017-01-13,377
2017-01-14,380
2017-01-15,389
2017-01-16,394
2017-01-17,390
2017-01-18,391
2017-01-19,391
2017-01-20,389
2017-01-21,388
2017-01-22,390
2017-01-23,389
2017-01-27,388
2017-01-28,390
2017-01-29,389
2017-01-30,391
2017-01-31,386
2017-02-01,380
2017-02-02,374
2017-02-03,368
2017-02-04,375
2017-02-05,372
2017-02-06,374
2017-02-07,373
2017-02-08,373
2017-02-09,371
2017-02-10,370
2017-02-11,372
2017-02-12,376
2017-02-13,378
2017-02-14,379
2017-02-15,379
2017-02-16,376
2017-02-18,366
2017-02-19,355
2017-02-20,358
2017-02-21,364
2017-02-22,364
2017-02-23,361
2017-02-24,356
2017-02-25,359
2017-02-26,361
2017-02-27,365
2017-02-28,365
2017-03-01,368
2017-03-02,369
2017-03-03,366
2017-03-04,364
2017-03-05,362
2017-03-06,354
2017-03-07,347
2017-03-08,344
2017-03-09,347
2017-03-10,349
2017-03-11,345
2017-03-12,339
2017-03-13,337
2017-03-14,346
2017-03-15,348
2017-03-16,347
2017-03-17,342
2017-03-18,335
2017-03-19,326
2017-03-20,323
2017-03-21,332
2017-03-22,336
2017-03-23,333
2017-03-24,334
2017-03-25,330
2017-03-26,328
2017-03-27,321
2017-03-28,318
2017-03-29,321
2017-03-30,318
2017-03-31,312
2017-04-01,308
2017-04-02,310
2017-04-03,314
2017-04-04,313
2017-04-12,311
2017-04-13,310
2017-04-14,311
2017-04-15,311
2017-04-16,311
2017-04-17,313
2017-04-18,313
2017-04-19,318
2017-04-20,319
2017-04-21,320
2017-04-22,326
2017-04-23,323
2017-04-24,325
2017-04-25,331
2017-04-26,329
2017-04-27,328
2017-04-28,320
2017-04-29,315
2017-04-30,308
2017-05-01,306
2017-05-02,309
2017-05-03,310
2017-05-04,308
2017-05-05,307
2017-05-06,305
2017-05-07,304
2017-05-08,302
2017-05-09,305
2017-05-10,306
2017-05-11,307
2017-05-12,308
2017-05-13,307
2017-05-14,310
2017-05-15,314
2017-05-16,320
2017-05-17,322
2017-05-18,322
2017-05-19,319
2017-05-20,321
2017-05-21,318
2017-05-22,317
2017-05-23,315
2017-05-24,319
2017-05-25,319
2017-05-26,317
2017-05-27,317
2017-05-28,314
2017-05-29,316
2017-05-30,317
2017-05-31,318
2017-06-01,312
2017-06-02,310
2017-06-03,309
2017-06-04,310
2017-06-05,311
2017-06-06,313
2017-06-07,318
2017-06-08,316
2017-06-09,317
2017-06-10,316
2017-06-11,313
2017-06-12,313
2017-06-13,313
2017-06-14,313
2017-06-15,314
2017-06-16,312
2017-06-17,308
2017-06-18,303
2017-06-19,302
2017-06-20,301
2017-06-21,300
2017-06-22,299
2017-06-23,303
2017-06-24,306
2017-06-25,307
2017-06-26,305
2017-06-27,312
2017-06-28,316
2017-06-29,310
2017-06-30,309
2017-07-01,311
2017-07-02,309
2017-07-03,312
2017-07-04,315
2017-07-05,317
2017-07-06,317
2017-07-07,321
2017-07-08,324
2017-07-13,338
2017-07-14,338
2017-07-15,334
2017-07-16,331
2017-07-17,329
2017-07-18,334
2017-07-19,335
2017-07-20,333
2017-07-21,329
2017-07-22,328
2017-07-23,326
2017-07-24,318
2017-07-25,320
2017-07-26,320
2017-07-27,334
2017-07-28,343
2017-07-29,348
2017-07-30,352
2017-07-31,353
2017-08-01,354
2017-08-02,350
2017-08-03,351
2017-08-04,359
2017-08-05,356
2017-08-06,356
2017-08-09,365
2017-08-10,365
2017-08-11,366
2017-08-12,360
2017-08-13,357
2017-08-14,356
2017-08-15,367
2017-08-16,370
2017-08-17,370
2017-08-18,369
2017-08-19,371
2017-08-20,367
2017-08-21,368
2017-08-22,365
2017-08-23,367
2017-08-24,371
2017-08-25,370
2017-08-26,369
2017-08-27,358
2017-08-28,356
2017-08-29,345
2017-08-30,347
2017-08-31,347
2017-09-01,344
2017-09-02,338
2017-09-03,331
2017-09-04,321
2017-09-05,321
2017-09-06,320
2017-09-07,313
2017-09-08,311
2017-09-09,313
2017-09-10,316
2017-09-11,324
2017-09-12,328
2017-09-13,336
2017-09-14,340
2017-09-15,339
2017-09-16,339
2017-09-17,338
2017-09-18,339
2017-09-19,333
2017-09-20,329
2017-09-21,326
2017-09-22,326
2017-09-23,321
2017-09-24,320
2017-09-25,319
2017-09-26,319
2017-09-27,318
2017-09-28,320
2017-09-29,319
2017-09-30,319
2017-10-01,318
2017-10-02,318
2017-10-03,319
2017-10-04,319
2017-10-05,319
2017-10-06,321
2017-10-07,319
2017-10-08,317
2017-10-09,316
2017-10-10,316
2017-10-11,317
2017-10-12,322
2017-10-13,328
2017-10-14,326
2017-10-15,330
2017-10-16,334
2017-10-17,335
2017-10-18,331
2017-10-19,323
2017-10-20,321
2017-10-21,316
2017-10-22,319
2017-10-23,323
2017-10-24,326
2017-10-25,323
2017-10-26,319
2017-10-27,314
2017-10-28,313
2017-10-29,310
2017-10-30,314
2017-10-31,313
2017-11-01,313
2017-11-02,311
2017-11-03,309
2017-11-04,307
2017-11-05,307
2017-11-06,307
2017-11-07,306
2017-11-08,308
2017-11-09,308
2017-11-10,308
2017-11-11,308
2017-11-12,308
2017-11-13,309
2017-11-14,310
2017-11-15,308
2017-11-16,308
2017-11-17,307
2017-11-18,306
2017-11-19,302
2017-11-20,299
2017-11-21,299
2017-11-22,300
2017-11-23,301
2017-11-24,300
2017-11-25,296
2017-11-26,294
2017-11-27,293
2017-11-28,293
2017-11-29,294
2017-11-30,294
2017-12-01,292
2017-12-02,291
2017-12-03,294
2017-12-04,296
2017-12-05,295
2017-12-06,298
2017-12-07,300
2017-12-08,296
2017-12-09,295
2017-12-10,296
2017-12-11,296
2017-12-12,298
2017-12-13,297
2017-12-14,297
2017-12-15,296
2017-12-16,297
2017-12-17,296
2017-12-18,295
2017-12-19,296
2017-12-20,297
2017-12-21,297
2017-12-22,296
2017-12-23,296
2017-12-24,298
2017-12-25,303
2017-12-26,297
2017-12-27,296
2017-12-28,296
2017-12-29,296
2017-12-30,296
2017-12-31,296
2018-01-01,295
2018-01-02,297
2018-01-03,302
2018-01-04,308
2018-01-05,313
2018-01-06,312
2018-01-07,311
2018-01-08,308
2018-01-09,307
2018-01-10,308
2018-01-11,310
2018-01-12,316
2018-01-13,320
2018-01-14,317
2018-01-15,312
2018-01-16,310
2018-01-17,310
2018-01-18,308
2018-01-19,303
2018-01-20,306
2018-01-21,306
2018-01-22,305
2018-01-23,305
2018-01-24,307
2018-01-25,306
2018-01-26,305
2018-01-27,306
2018-01-28,306
2018-01-29,305
2018-01-30,305
2018-01-31,306
2018-02-01,306
2018-02-02,306
2018-02-03,314
2018-02-04,318
2018-02-05,322
2018-02-06,330
2018-02-07,343
2018-02-08,341
2018-02-09,331
2018-02-10,324
2018-02-11,317
2018-02-12,318
2018-02-13,321
2018-02-14,330
2018-02-15,327
2018-02-16,326
2018-02-17,327
2018-02-18,328
2018-02-19,336
2018-02-20,342
2018-02-21,345
2018-02-22,356
2018-02-23,355
2018-02-24,357
2018-02-25,354
2018-02-26,355
2018-02-27,361
2018-02-28,362
2018-03-01,363
2018-03-02,370
2018-03-03,367
2018-03-04,365
2018-03-05,361
2018-03-06,357
2018-03-07,349
2018-03-08,342
2018-03-09,335
2018-03-10,336
2018-03-11,336
2018-03-12,335
2018-03-13,337
2018-03-14,336
2018-03-15,336
2018-03-16,342
2018-03-17,346
2018-03-18,344
2018-03-19,343
2018-03-20,344
2018-03-21,353
2018-03-23,353
2018-03-24,352
2018-03-25,351
2018-03-26,351
2018-03-27,354
2018-03-28,352
2018-03-29,359
2018-03-30,357
2018-03-31,355
2018-04-01,352
2018-04-02,349
2018-04-03,354
2018-04-04,361
2018-04-05,367
2018-04-06,361
2018-04-07,359
2018-04-08,357
2018-04-09,351
2018-04-10,357
2018-04-11,357
2018-04-12,364
2018-04-13,361
2018-04-14,359
2018-04-15,360
2018-04-16,356
2018-04-17,356
2018-04-18,353
2018-04-19,352
2018-04-20,349
2018-04-21,343
2018-04-22,341
2018-04-23,342
2018-04-24,344
2018-04-25,343
2018-04-26,343
2018-04-27,345
2018-04-28,346
2018-04-29,349
2018-04-30,347
2018-05-01,345
2018-05-03,349
2018-05-04,343
2018-05-05,341
2018-05-06,338
2018-05-07,334
2018-05-08,335
2018-05-09,338
2018-05-10,340
2018-05-11,336
2018-05-12,338
2018-05-13,335
2018-05-14,338
2018-05-15,342
2018-05-16,346
2018-05-17,350
2018-05-18,348
2018-05-19,347
2018-05-20,347
2018-05-21,347
2018-05-22,352
2018-05-23,358
2018-05-24,357
2018-05-25,355
2018-05-26,352
2018-05-27,352
2018-05-28,351
2018-05-29,361
2018-05-30,367
2018-05-31,366
2018-06-01,369
2018-06-02,364
2018-06-03,356
2018-06-04,357
2018-06-05,355
2018-06-06,346
2018-06-07,338
2018-06-08,335
2018-06-09,328
2018-06-10,323
2018-06-11,329
2018-06-12,332
2018-06-13,329
2018-06-14,332
2018-06-15,331
2018-06-16,332
2018-06-17,331
2018-06-18,332
2018-06-19,333
2018-06-20,333
2018-06-21,335
2018-06-22,338
2018-06-23,339
2018-06-24,344
2018-06-25,358
2018-06-26,359
2018-06-27,361
2018-06-28,364
2018-06-29,371
2018-06-30,370
2018-07-01,366
2018-07-02,366
2018-07-03,374
2018-07-04,372
2018-07-05,368
2018-07-06,361
2018-07-07,353
2018-07-08,346
2018-07-09,346
2018-07-10,350
2018-07-11,354
2018-07-12,345
2018-07-13,348
2018-07-14,347
2018-07-15,347
2018-07-16,347
2018-07-17,348
2018-07-18,350
2018-07-19,351
2018-07-20,353
2018-07-21,355
2018-07-22,352
2018-07-23,347
2018-07-24,345
2018-07-25,342
2018-07-26,339
2018-07-27,332
2018-07-28,331
2018-07-29,331
2018-07-30,340
2018-07-31,349
2018-08-01,350
2018-08-02,353
2018-08-03,355
2018-08-04,354
2018-08-05,356
2018-08-06,362
2018-08-07,370
2018-08-08,370
2018-08-09,368
2018-08-10,371
2018-08-11,377
2018-08-12,377
2018-08-14,375
2018-08-16,376
2018-08-17,380
2018-08-18,380
2018-08-19,379
2018-08-20,380
2018-08-21,381
2018-08-22,378
2018-08-23,375
2018-08-24,370
2018-08-25,365
2018-08-26,360
2018-08-27,357
2018-08-28,355
2018-08-29,357
2018-08-30,358
2018-08-31,359
2018-09-01,359
2018-09-02,358
2018-09-03,356
2018-09-04,353
2018-09-05,353
2018-09-06,353
2018-09-07,352
2018-09-08,350
2018-09-09,343
2018-09-10,339
2018-09-11,336
2018-09-12,336
2018-09-13,337
2018-09-14,339
2018-09-15,340
2018-09-16,341
2018-09-17,343
2018-09-18,344
2018-09-19,344
2018-09-20,345
2018-09-21,347
2018-09-22,349
2018-09-23,351
2018-09-24,354
2018-09-25,356
2018-09-26,357
2018-09-27,358
2018-09-28,358
2018-09-29,356
2018-09-30,353
2018-10-01,349
2018-10-02,347
2018-10-03,350
2018-10-04,354
2018-10-05,358
2018-10-06,360
2018-10-07,363
2018-10-08,369
2018-10-09,375
2018-10-10,372
2018-10-11,363
2018-10-12,358
2018-10-13,354
2018-10-14,353
2018-10-15,359
2018-10-16,364
2018-10-17,376
2018-10-18,378
2018-10-19,381
2018-10-20,383
2018-10-21,384
2018-10-22,388
2018-10-23,396
2018-10-24,394
2018-10-25,392
2018-10-26,387
2018-10-27,382
2018-10-28,371
2018-10-29,368
2018-10-30,366
2018-10-31,363
2018-11-01,366
2018-11-03,370
2018-11-04,375
2018-11-05,380
2018-11-06,378
2018-11-07,378
2018-11-08,379
2018-11-09,379
2018-11-10,376
2018-11-11,373
2018-11-12,368
2018-11-13,366
2018-11-14,367
2018-11-15,367
2018-11-16,367
2018-11-17,366
2018-11-18,367
2018-11-19,368
2018-11-20,369
2018-11-21,369
2018-11-22,368
2018-11-23,364
2018-11-24,361
2018-11-25,364
2018-11-26,366
2018-11-27,368
2018-11-28,369
2018-11-29,371
2018-12-01,367
2018-12-02,366
2018-12-03,373
2018-12-04,379
2018-12-05,377
2018-12-07,367
2018-12-09,356
2018-12-10,357
2018-12-11,355
2018-12-12,351
2018-12-13,347
2018-12-14,347
2018-12-15,348
2018-12-16,348
2018-12-17,349
2018-12-18,348
2018-12-19,345
2018-12-20,342
2018-12-21,341
2018-12-22,343
2018-12-23,343
2018-12-24,347
2018-12-25,348
2018-12-26,345
2018-12-27,342
2018-12-28,342
2018-12-29,345
2018-12-30,343
2018-12-31,338
2019-01-01,334
2019-01-02,334
2019-01-03,336
2019-01-04,341
2019-01-05,345
2019-01-06,346
2019-01-08,347
2019-01-10,332
2019-01-11,315
2019-01-12,314
2019-01-13,325
2019-01-14,328
2019-01-15,334
2019-01-16,336
2019-01-17,341
2019-01-18,345
2019-01-19,347
2019-01-20,348
2019-01-21,352
2019-01-22,359
2019-01-23,362
2019-01-24,364
2019-01-25,370
2019-01-26,374
2019-01-27,375
2019-01-28,379
2019-01-29,382
2019-01-30,378
2019-01-31,372
2019-02-01,369
2019-02-02,367
2019-02-03,364
2019-02-04,362
2019-02-05,364
2019-02-06,365
2019-02-07,368
2019-02-08,373
2019-02-09,373
2019-02-10,373
2019-02-11,377
2019-02-12,377
2019-02-13,376
2019-02-14,372
2019-02-15,360
2019-02-16,354
2019-02-17,358
2019-02-18,367
2019-02-19,372
2019-02-20,374
2019-02-21,376
2019-02-22,381
2019-02-23,378
2019-02-24,375
2019-02-25,372
2019-02-26,362
2019-02-27,358
2019-02-28,355
2019-03-01,360
2019-03-02,362
2019-03-03,362
2019-03-04,362
2019-03-05,361
2019-03-06,358
2019-03-07,352
2019-03-08,350
2019-03-09,351
2019-03-10,354
2019-03-11,354
2019-03-12,358
2019-03-13,360
2019-03-14,361
2019-03-15,361
2019-03-16,361
2019-03-17,359
2019-03-18,356
2019-03-19,354
2019-03-20,355
2019-03-21,356
2019-03-22,356
2019-03-23,354
2019-03-24,349
2019-03-25,346
2019-03-26,343
2019-03-27,346
2019-03-28,344
2019-03-29,344
2019-03-30,343
2019-03-31,341
2019-04-01,340
2019-04-02,343
2019-04-03,342
2019-04-04,346
2019-04-05,346
2019-04-06,349
2019-04-07,352
2019-04-08,349
2019-04-09,348
2019-04-10,353
2019-04-11,354
2019-04-12,351
2019-04-13,347
2019-04-14,341
2019-04-15,334
2019-04-16,336
2019-04-17,336
2019-04-18,338
2019-04-19,339
2019-04-20,336
2019-04-21,334
2019-04-22,335
2019-04-23,338
2019-04-24,339
2019-04-25,339
2019-04-26,339
2019-04-27,339
2019-04-28,339
2019-04-29,344
2019-04-30,349
2019-05-01,348
2019-05-02,351
2019-05-03,351
2019-05-04,352
2019-05-05,349
2019-05-06,349
2019-05-07,345
2019-05-08,349
2019-05-09,355
2019-05-10,355
2019-05-11,354
2019-05-12,352
2019-05-13,351
2019-05-14,353
2019-05-15,352
2019-05-16,357
2019-05-17,362
2019-05-18,362
2019-05-19,360
2019-05-20,361
2019-05-21,359
2019-05-22,358
2019-05-23,358
2019-05-24,354
2019-05-25,352
2019-05-26,349
2019-05-27,347
2019-05-28,347
2019-05-29,355
2019-05-30,355
2019-05-31,354
2019-06-01,351
2019-06-02,351
2019-06-03,351
2019-06-04,355
2019-06-05,354
2019-06-06,354
2019-06-07,360
2019-06-08,368
2019-06-09,368
2019-06-10,369
2019-06-11,373
2019-06-12,379
2019-06-13,381
2019-06-14,381
2019-06-15,375
2019-06-16,369
2019-06-17,367
2019-06-18,366
2019-06-19,366
2019-06-20,370
2019-06-21,371
2019-06-22,368
2019-06-23,364
2019-06-24,362
2019-06-25,360
2019-06-26,357
2019-06-27,356
2019-06-28,361
2019-06-29,363
2019-06-30,364
2019-07-01,364
2019-07-02,364
2019-07-03,365
2019-07-04,366
2019-07-05,366
2019-07-06,364
2019-07-07,364
2019-07-08,366
2019-07-09,378
2019-07-10,381
2019-07-11,377
2019-07-12,369
2019-07-13,369
2019-07-14,372
2019-07-15,375
2019-07-16,376
2019-07-17,379
2019-07-18,377
2019-07-19,374
2019-07-20,375
2019-07-21,384
2019-07-22,391
2019-07-23,394
2019-07-24,400
2019-07-25,396
2019-07-26,379
2019-07-27,371
2019-07-28,359
2019-07-29,351
2019-07-30,352
2019-07-31,354
2019-08-01,351
2019-08-02,344
2019-08-03,335
2019-08-04,334
2019-08-05,330
2019-08-06,320
2019-08-07,315
2019-08-08,312
2019-08-09,313
2019-08-10,323
2019-08-11,328
2019-08-12,329
2019-08-13,328
2019-08-14,328
2019-08-15,328
2019-08-16,324
2019-08-17,320
2019-08-18,318
2019-08-19,322
2019-08-20,324
2019-08-21,323
2019-08-22,320
2019-08-23,317
2019-08-24,316
2019-08-24,316
2019-08-25,315
2019-08-25,315
