date_obj,Ruby%20dragon%20bolts%20(e) price
2018-12-12,1653
2018-12-13,1682
2018-12-14,1679
2018-12-15,1635
2018-12-16,1657
2018-12-17,1700
2018-12-18,1697
2018-12-19,1699
2018-12-20,1670
2018-12-21,1657
2018-12-22,1647
2018-12-23,1654
2018-12-24,1650
2018-12-25,1641
2018-12-26,1635
2018-12-27,1635
2018-12-28,1629
2018-12-29,1628
2018-12-30,1632
2018-12-31,1621
2019-01-01,1626
2019-01-02,1625
2019-01-03,1623
2019-01-04,1614
2019-01-05,1609
2019-01-06,1603
2019-01-08,1618
2019-01-10,1576
2019-01-11,1515
2019-01-12,1480
2019-01-13,1470
2019-01-14,1466
2019-01-15,1439
2019-01-16,1393
2019-01-17,1350
2019-01-18,1355
2019-01-19,1352
2019-01-20,1343
2019-01-21,1351
2019-01-22,1353
2019-01-23,1339
2019-01-24,1331
2019-01-25,1337
2019-01-26,1363
2019-01-28,1332
2019-01-29,1337
2019-01-30,1354
2019-01-31,1356
2019-02-01,1408
2019-02-02,1441
2019-02-03,1486
2019-02-04,1543
2019-02-05,1567
2019-02-06,1639
2019-02-07,1641
2019-02-08,1624
2019-02-09,1643
2019-02-10,1701
2019-02-11,1671
2019-02-12,1642
2019-02-13,1615
2019-02-14,1604
2019-02-15,1664
2019-02-16,1674
2019-02-17,1664
2019-02-18,1723
2019-02-19,1690
2019-02-20,1644
2019-02-21,1619
2019-02-22,1627
2019-02-23,1620
2019-02-24,1648
2019-02-25,1680
2019-02-26,1643
2019-02-27,1642
2019-02-28,1615
2019-03-01,1648
2019-03-02,1664
2019-03-03,1665
2019-03-04,1697
2019-03-05,1709
2019-03-06,1695
2019-03-07,1720
2019-03-08,1717
2019-03-09,1778
2019-03-10,1822
2019-03-11,1816
2019-03-12,1795
2019-03-13,1771
2019-03-14,1788
2019-03-15,1826
2019-03-16,1831
2019-03-17,1838
2019-03-18,1812
2019-03-19,1821
2019-03-20,1825
2019-03-21,1815
2019-03-22,1794
2019-03-23,1831
2019-03-24,1849
2019-03-25,1840
2019-03-26,1859
2019-03-27,1932
2019-03-28,1895
2019-03-29,1882
2019-03-30,1854
2019-03-31,1839
2019-04-01,1859
2019-04-02,1847
2019-04-03,1836
2019-04-04,1878
2019-04-05,1894
2019-04-06,1869
2019-04-07,1884
2019-04-08,1865
2019-04-09,1846
2019-04-10,1806
2019-04-11,1781
2019-04-12,1804
2019-04-13,1809
2019-04-14,1831
2019-04-15,1856
2019-04-16,1815
2019-04-17,1771
2019-04-18,1718
2019-04-19,1671
2019-04-20,1638
2019-04-21,1629
2019-04-22,1625
2019-04-23,1635
2019-04-24,1640
2019-04-25,1620
2019-04-26,1605
2019-04-27,1589
2019-04-28,1567
2019-04-29,1554
2019-04-30,1548
2019-05-01,1579
2019-05-02,1569
2019-05-03,1589
2019-05-04,1577
2019-05-05,1607
2019-05-06,1576
2019-05-07,1544
2019-05-08,1555
2019-05-09,1584
2019-05-10,1658
2019-05-11,1666
2019-05-12,1639
2019-05-13,1622
2019-05-14,1603
2019-05-15,1596
2019-05-16,1584
2019-05-17,1568
2019-05-18,1564
2019-05-19,1563
2019-05-20,1559
2019-05-21,1565
2019-05-22,1570
2019-05-23,1577
2019-05-24,1608
2019-05-25,1610
2019-05-26,1605
2019-05-27,1586
2019-05-28,1567
2019-05-29,1542
2019-05-30,1543
2019-05-31,1550
2019-06-01,1566
2019-06-02,1548
2019-06-03,1521
2019-06-04,1506
2019-06-05,1501
2019-06-06,1501
2019-06-07,1553
2019-06-08,1569
2019-06-09,1553
2019-06-10,1583
2019-06-11,1544
2019-06-12,1547
2019-06-13,1536
2019-06-14,1524
2019-06-15,1506
2019-06-16,1510
2019-06-17,1489
2019-06-18,1469
2019-06-19,1437
2019-06-20,1408
2019-06-21,1428
2019-06-22,1457
2019-06-23,1414
2019-06-24,1402
2019-06-25,1415
2019-06-26,1446
2019-06-27,1383
2019-06-28,1369
2019-06-29,1354
2019-06-30,1327
2019-07-01,1302
2019-07-02,1297
2019-07-03,1301
2019-07-04,1285
2019-07-05,1286
2019-07-06,1288
2019-07-07,1319
2019-07-08,1316
2019-07-09,1323
2019-07-10,1340
2019-07-11,1327
2019-07-12,1351
2019-07-13,1342
2019-07-14,1330
2019-07-15,1316
2019-07-16,1316
2019-07-17,1338
2019-07-18,1311
2019-07-19,1322
2019-07-20,1343
2019-07-21,1306
2019-07-22,1305
2019-07-23,1290
2019-07-24,1308
2019-07-25,1327
2019-07-26,1318
2019-07-27,1307
2019-07-28,1311
2019-07-29,1346
2019-07-30,1351
2019-07-31,1335
2019-08-01,1324
2019-08-02,1297
2019-08-03,1280
2019-08-04,1268
2019-08-05,1256
2019-08-06,1244
2019-08-07,1241
2019-08-08,1228
2019-08-09,1248
2019-08-10,1298
2019-08-11,1312
2019-08-12,1294
2019-08-13,1264
2019-08-14,1259
2019-08-15,1272
2019-08-16,1251
2019-08-17,1244
2019-08-18,1226
2019-08-19,1216
2019-08-20,1234
2019-08-21,1235
2019-08-22,1243
2019-08-23,1237
2019-08-24,1242
2019-08-24,1242
2019-08-25,1245
2019-08-25,1245
2019-08-26,1241
2019-08-26,1241
2019-08-27,1228
2019-08-27,1228
2019-08-28,1214
2019-08-29,1204
2019-08-30,1239
2019-08-31,1256
2019-09-01,1270
2019-09-02,1243
2019-09-03,1235
2019-09-04,1218
2019-09-05,1223
2019-09-06,1208
2019-09-07,1200
2019-09-08,1194
2019-09-09,1184
2019-09-10,1177
2019-09-11,1170
2019-09-12,1171
2019-09-13,1174
2019-09-14,1173
2019-09-15,1192
2019-09-16,1189
2019-09-17,1196
2019-09-18,1194
2019-09-19,1175
2019-09-20,1179
2019-09-21,1186
2019-09-22,1173
2019-09-23,1181
2019-09-24,1171
2019-09-25,1198
2019-09-26,1184
2019-09-27,1174
2019-09-28,1163
2019-09-29,1163
2019-09-30,1173
2019-10-01,1173
2019-10-02,1202
2019-10-03,1177
2019-10-04,1200
2019-10-05,1176
2019-10-06,1174
2019-10-07,1166
2019-10-08,1162
2019-10-09,1157
2019-10-10,1155
2019-10-11,1160
2019-10-12,1172
2019-10-13,1161
2019-10-14,1163
2019-10-15,1181
2019-10-16,1185
2019-10-17,1205
2019-10-18,1222
2019-10-19,1198
2019-10-20,1200
2019-10-21,1188
2019-10-22,1167
2019-10-23,1175
2019-10-24,1167
2019-10-25,1171
2019-10-26,1171
2019-10-27,1174
2019-10-28,1162
2019-10-29,1156
2019-10-30,1158
2019-10-31,1150
2019-11-01,1149
2019-11-02,1143
2019-11-03,1132
2019-11-04,1123
2019-11-05,1113
2019-11-06,1115
2019-11-07,1117
2019-11-08,1117
2019-11-09,1113
2019-11-10,1092
2019-11-11,1084
2019-11-12,1074
2019-11-13,1080
2019-11-14,1084
2019-11-15,1091
2019-11-16,1114
2019-11-17,1102
2019-11-18,1095
2019-11-19,1099
2019-11-20,1089
2019-11-21,1084
2019-11-22,1092
2019-11-23,1111
2019-11-24,1105
2019-11-25,1123
2019-11-26,1119
2019-11-27,1147
2019-11-28,1185
2019-11-29,1205
2019-11-30,1243
2019-12-01,1279
2019-12-02,1256
2019-12-03,1223
2019-12-04,1233
2019-12-05,1281
2019-12-06,1273
2019-12-07,1304
2019-12-08,1326
2019-12-09,1274
2019-12-10,1244
2019-12-11,1247
2019-12-12,1234
2019-12-13,1243
2019-12-14,1219
2019-12-15,1213
2019-12-16,1199
2019-12-17,1226
2019-12-18,1263
2019-12-19,1230
2019-12-20,1239
2019-12-21,1291
2019-12-22,1236
2019-12-23,1228
2019-12-24,1245
2019-12-25,1265
2019-12-26,1261
2019-12-27,1307
2019-12-28,1345
2019-12-29,1350
2019-12-30,1319
2019-12-31,1290
2020-01-01,1302
2020-01-02,1356
2020-01-03,1416
2020-01-04,1478
2020-01-05,1520
2020-01-06,1502
2020-01-07,1508
2020-01-08,1488
2020-01-09,1479
2020-01-10,1490
2020-01-11,1445
2020-01-12,1412
2020-01-13,1441
2020-01-14,1494
2020-01-15,1508
2020-01-16,1515
2020-01-17,1527
2020-01-18,1514
2020-01-19,1529
2020-01-20,1566
2020-01-21,1556
2020-01-22,1529
2020-01-23,1542
2020-01-24,1518
2020-01-25,1483
2020-01-26,1488
2020-01-27,1476
2020-01-28,1480
2020-01-29,1498
2020-01-30,1467
2020-01-31,1452
2020-02-01,1465
2020-02-02,1504
2020-02-03,1521
2020-02-04,1522
2020-02-05,1518
2020-02-06,1460
2020-02-07,1387
2020-02-08,1360
2020-02-09,1337
2020-02-10,1289
2020-02-11,1236
2020-02-12,1261
2020-02-13,1285
2020-02-14,1272
2020-02-15,1267
2020-02-16,1252
2020-02-17,1232
2020-02-18,1207
2020-02-19,1186
2020-02-20,1215
2020-02-21,1262
2020-02-22,1251
2020-02-23,1227
2020-02-24,1209
2020-02-25,1206
2020-02-26,1224
2020-02-27,1245
2020-02-28,1245
2020-02-29,1259
2020-03-01,1288
2020-03-02,1280
2020-03-03,1271
2020-03-04,1261
2020-03-05,1237
2020-03-06,1228
2020-03-07,1245
2020-03-08,1239
2020-03-09,1236
2020-03-10,1269
2020-03-11,1289
2020-03-12,1271
2020-03-13,1256
2020-03-14,1257
2020-03-15,1247
2020-03-16,1230
2020-03-17,1207
2020-03-18,1198
2020-03-19,1200
2020-03-20,1229
2020-03-21,1237
2020-03-22,1264
2020-03-23,1252
2020-03-24,1241
2020-03-25,1240
2020-03-26,1238
2020-03-27,1233
2020-03-28,1231
2020-03-29,1228
2020-03-30,1242
2020-03-31,1257
2020-04-01,1242
2020-04-02,1244
2020-04-03,1252
2020-04-04,1276
2020-04-05,1277
2020-04-06,1253
2020-04-07,1233
2020-04-08,1228
2020-04-09,1225
2020-04-10,1229
2020-04-11,1236
2020-04-12,1284
2020-04-13,1312
2020-04-14,1294
2020-04-15,1262
2020-04-16,1247
2020-04-17,1244
2020-04-18,1251
2020-04-19,1294
2020-04-20,1275
2020-04-21,1243
2020-04-22,1239
2020-04-23,1242
2020-04-24,1262
2020-04-25,1278
2020-04-26,1261
2020-04-27,1281
2020-04-28,1290
2020-04-29,1258
2020-04-30,1235
2020-05-01,1229
2020-05-02,1235
2020-05-03,1255
2020-05-04,1252
2020-05-05,1245
2020-05-06,1239
2020-05-07,1235
2020-05-08,1238
2020-05-09,1245
2020-05-10,1250
2020-05-11,1248
2020-05-12,1241
2020-05-13,1238
