date_obj,Bob's%20blue%20shirt price
2019-03-27,22830
2019-03-28,23334
2019-03-29,23315
2019-03-30,23315
2019-03-31,23563
2019-04-01,24600
2019-04-02,24600
2019-04-03,24422
2019-04-04,24422
2019-04-05,24630
2019-04-06,24630
2019-04-07,24892
2019-04-08,24892
2019-04-09,25309
2019-04-10,25309
2019-04-11,25511
2019-04-12,25526
2019-04-13,25421
2019-04-14,25709
2019-04-15,24907
2019-04-16,24891
2019-04-17,24891
2019-04-18,23805
2019-04-19,22668
2019-04-20,21640
2019-04-21,21640
2019-04-22,20646
2019-04-23,19920
2019-04-24,19920
2019-04-25,19151
2019-04-26,18459
2019-04-27,18459
2019-04-28,17585
2019-04-29,16756
2019-04-30,16037
2019-05-01,16037
2019-05-02,15473
2019-05-03,14781
2019-05-04,14211
2019-05-05,14211
2019-05-06,13752
2019-05-07,13752
2019-05-08,13170
2019-05-09,13170
2019-05-10,12868
2019-05-11,12715
2019-05-12,12595
2019-05-13,12499
2019-05-14,12499
2019-05-15,12140
2019-05-16,12140
2019-05-17,11755
2019-05-18,11432
2019-05-19,11432
2019-05-20,11290
2019-05-21,11290
2019-05-22,11008
2019-05-23,11008
2019-05-24,10722
2019-05-25,10722
2019-05-26,10421
2019-05-27,10421
2019-05-28,10117
2019-05-29,10117
2019-05-30,9768
2019-05-31,9768
2019-06-01,9768
2019-06-02,9483
2019-06-03,9483
2019-06-04,9068
2019-06-05,9068
2019-06-06,8826
2019-06-07,8826
2019-06-08,8764
2019-06-09,8764
2019-06-10,8794
2019-06-11,8794
2019-06-12,8830
2019-06-13,8830
2019-06-14,8670
2019-06-15,8670
2019-06-16,8962
2019-06-17,8962
2019-06-18,8957
2019-06-19,8957
2019-06-20,9113
2019-06-21,9113
2019-06-22,9531
2019-06-23,9982
2019-06-24,9982
2019-06-25,10432
2019-06-26,10432
2019-06-27,10647
2019-06-28,10647
2019-06-29,11119
2019-06-30,11609
2019-07-01,11609
2019-07-02,12095
2019-07-03,12680
2019-07-04,12680
2019-07-05,13276
2019-07-06,13276
2019-07-07,13790
2019-07-08,13790
2019-07-09,14103
2019-07-10,14103
2019-07-11,14324
2019-07-12,14324
2019-07-13,14189
2019-07-14,14189
2019-07-15,13567
2019-07-16,13567
2019-07-17,13537
2019-07-18,13537
2019-07-19,13869
2019-07-20,13869
2019-07-21,14283
2019-07-22,14283
2019-07-23,14397
2019-07-24,14397
2019-07-25,14397
2019-07-26,14644
2019-07-27,14644
2019-07-28,14675
2019-07-29,14675
2019-07-30,15265
2019-07-31,15265
2019-08-01,15672
2019-08-02,15672
2019-08-03,15802
2019-08-04,15802
2019-08-05,15630
2019-08-06,15630
2019-08-07,15718
2019-08-08,15718
2019-08-09,15718
2019-08-10,15585
2019-08-11,15585
2019-08-12,15524
2019-08-13,15524
2019-08-14,15524
2019-08-15,15280
2019-08-16,15321
2019-08-17,15321
2019-08-18,15336
2019-08-19,15902
2019-08-20,15902
2019-08-21,16554
2019-08-22,17292
2019-08-23,17292
2019-08-24,18137
2019-08-24,18137
2019-08-25,18137
2019-08-25,18137
2019-08-26,19024
2019-08-27,19024
2019-08-27,19024
2019-08-28,19775
2019-08-29,19775
2019-08-30,19967
2019-08-31,19967
2019-09-01,19832
2019-09-02,19832
2019-09-03,19978
2019-09-04,19978
2019-09-05,20121
2019-09-06,20121
2019-09-07,20287
2019-09-08,20287
2019-09-09,21065
2019-09-10,21065
2019-09-11,21677
2019-09-12,21677
2019-09-13,22211
2019-09-14,22211
2019-09-15,22489
2019-09-16,22489
2019-09-17,23369
2019-09-18,24143
2019-09-19,24143
2019-09-20,24781
2019-09-21,24781
2019-09-22,24601
2019-09-23,25002
2019-09-24,25002
2019-09-25,25056
2019-09-26,25056
2019-09-27,25003
2019-09-28,25003
2019-09-29,25003
2019-09-30,24301
2019-10-01,24301
2019-10-02,23555
2019-10-03,23555
2019-10-04,23555
2019-10-05,22760
2019-10-06,22760
2019-10-07,22739
2019-10-08,22739
2019-10-09,22739
2019-10-10,22023
2019-10-11,22023
2019-10-12,22023
2019-10-13,21620
2019-10-14,21620
2019-10-15,21620
2019-10-16,21347
2019-10-17,21347
2019-10-18,20990
2019-10-19,20990
2019-10-20,20262
2019-10-21,20262
2019-10-22,20262
2019-10-23,19649
2019-10-24,19649
2019-10-25,18973
2019-10-26,18973
2019-10-27,18308
2019-10-28,18308
2019-10-29,17748
2019-10-30,17748
2019-10-31,16950
2019-11-01,16950
2019-11-02,16516
2019-11-03,16516
2019-11-04,15928
2019-11-05,15928
2019-11-06,15910
2019-11-07,15910
2019-11-08,15448
2019-11-09,15448
2019-11-10,15164
2019-11-11,15164
2019-11-12,15419
2019-11-13,15419
2019-11-14,15419
2019-11-15,15575
2019-11-16,15575
2019-11-17,15630
2019-11-18,15630
2019-11-19,15686
2019-11-20,15686
2019-11-21,15722
2019-11-22,15722
2019-11-23,15779
2019-11-24,15779
2019-11-25,15690
2019-11-26,15690
2019-11-27,15690
2019-11-28,15318
2019-11-29,15318
2019-11-30,15425
2019-12-01,15425
2019-12-02,15248
2019-12-03,15248
2019-12-04,15126
2019-12-05,15126
2019-12-06,15126
2019-12-07,14989
2019-12-08,14989
2019-12-09,15682
2019-12-10,15682
2019-12-11,16340
2019-12-12,16340
2019-12-13,17007
2019-12-14,17007
2019-12-15,17607
2019-12-16,17607
2019-12-17,18293
2019-12-18,18293
2019-12-19,18293
2019-12-20,19168
2019-12-21,19168
2019-12-22,19971
2019-12-23,19971
2019-12-24,20912
2019-12-25,21833
2019-12-26,21833
2019-12-27,22925
2019-12-28,22925
2019-12-29,24021
2019-12-30,24021
2019-12-31,25197
2020-01-01,25197
2020-01-02,26058
2020-01-03,26058
2020-01-04,26680
2020-01-05,27190
2020-01-06,27190
2020-01-07,27902
2020-01-08,27902
2020-01-09,28626
2020-01-10,29173
2020-01-11,29836
2020-01-12,30207
2020-01-13,30207
2020-01-14,30207
2020-01-15,29544
2020-01-16,29544
2020-01-17,29394
2020-01-18,29394
2020-01-19,29213
2020-01-20,29213
2020-01-21,28894
2020-01-22,28894
2020-01-23,28928
2020-01-24,28928
2020-01-25,28928
2020-01-26,28018
2020-01-27,28018
2020-01-28,27570
2020-01-29,27570
2020-01-30,28658
2020-01-31,28658
2020-02-01,27680
2020-02-02,27680
2020-02-03,27149
2020-02-04,27149
2020-02-05,26986
2020-02-06,26986
2020-02-07,26414
2020-02-08,26414
2020-02-09,25739
2020-02-10,25739
2020-02-11,25122
2020-02-12,25122
2020-02-13,25122
2020-02-14,23937
2020-02-15,23937
2020-02-16,23006
2020-02-17,23006
2020-02-18,22563
2020-02-19,22563
2020-02-20,22417
2020-02-21,22417
2020-02-22,22752
2020-02-23,22752
2020-02-24,22495
2020-02-25,22495
2020-02-26,22482
2020-02-27,22482
2020-02-28,22353
2020-02-29,22353
2020-03-01,21732
2020-03-02,21732
2020-03-03,21881
2020-03-04,21881
2020-03-05,22446
2020-03-06,22900
2020-03-07,22900
2020-03-08,23831
2020-03-09,24873
2020-03-10,25835
2020-03-11,25835
2020-03-12,26739
2020-03-13,26739
2020-03-14,27935
2020-03-15,29002
2020-03-16,29002
2020-03-17,29596
2020-03-18,29596
2020-03-19,28946
2020-03-20,29484
2020-03-21,29688
2020-03-22,30020
2020-03-23,30020
2020-03-24,30073
2020-03-25,30073
2020-03-26,29315
2020-03-27,29315
2020-03-28,29057
2020-03-29,28432
2020-03-30,28434
2020-03-31,28434
2020-04-01,28592
2020-04-02,29198
2020-04-03,29198
2020-04-04,29000
2020-04-05,29000
2020-04-06,28065
2020-04-07,28175
2020-04-08,28754
2020-04-09,28754
2020-04-10,28684
2020-04-11,28486
2020-04-12,28486
2020-04-13,28169
2020-04-14,28675
2020-04-15,28363
2020-04-16,28363
2020-04-17,28089
2020-04-18,27802
2020-04-19,27063
2020-04-20,26832
2020-04-21,26832
2020-04-22,26879
2020-04-23,26879
2020-04-24,27222
2020-04-25,27573
2020-04-26,28033
2020-04-27,28254
2020-04-28,28115
2020-04-29,28984
2020-04-30,29117
2020-05-01,29117
2020-05-02,29117
2020-05-03,29553
2020-05-04,29553
2020-05-05,29776
2020-05-06,30442
2020-05-07,30442
2020-05-08,30482
2020-05-09,31126
2020-05-10,31417
2020-05-11,31417
2020-05-12,30019
2020-05-13,30476
