date_obj,Ancient%20d'hide%20boots price
2017-01-31,1085613
2017-02-01,1060542
2017-02-02,1015521
2017-02-03,968780
2017-02-04,929627
2017-02-05,920445
2017-02-06,916957
2017-02-07,896189
2017-02-08,878072
2017-02-09,878072
2017-02-10,862600
2017-02-11,860305
2017-02-12,868696
2017-02-13,890220
2017-02-14,925822
2017-02-15,957926
2017-02-16,979776
2017-02-17,979776
2017-02-18,992133
2017-02-19,988410
2017-02-20,990235
2017-02-21,974721
2017-02-22,993107
2017-02-23,1018533
2017-02-24,1018533
2017-02-25,991305
2017-02-26,959528
2017-02-27,963257
2017-02-28,966626
2017-03-01,970536
2017-03-02,978467
2017-03-03,982513
2017-03-04,982343
2017-03-05,975619
2017-03-06,961786
2017-03-07,974491
2017-03-08,975717
2017-03-09,967513
2017-03-10,946078
2017-03-11,952662
2017-03-12,967683
2017-03-13,959796
2017-03-14,956639
2017-03-15,943876
2017-03-16,923492
2017-03-17,887957
2017-03-18,885831
2017-03-19,873906
2017-03-20,878203
2017-03-21,906508
2017-03-22,912303
2017-03-23,886235
2017-03-24,859885
2017-03-25,859885
2017-03-26,843059
2017-03-27,855326
2017-03-28,879656
2017-03-29,875746
2017-03-30,878090
2017-03-31,900563
2017-04-01,908486
2017-04-02,890014
2017-04-03,878805
2017-04-04,876307
2017-04-05,873010
2017-04-12,821541
2017-04-13,822718
2017-04-14,813389
2017-04-15,834750
2017-04-16,849525
2017-04-17,830923
2017-04-18,810784
2017-04-19,812625
2017-04-20,820713
2017-04-21,833205
2017-04-22,845351
2017-04-23,844853
2017-04-24,851187
2017-04-25,843285
2017-04-26,843285
2017-04-27,845232
2017-04-28,853112
2017-04-29,866742
2017-04-30,902338
2017-05-01,912974
2017-05-02,912359
2017-05-03,900134
2017-05-04,881004
2017-05-05,888325
2017-05-06,876464
2017-05-07,869231
2017-05-08,842915
2017-05-09,804011
2017-05-10,764917
2017-05-11,727485
2017-05-12,733617
2017-05-13,713984
2017-05-14,722545
2017-05-15,729497
2017-05-16,726907
2017-05-17,728630
2017-05-18,757092
2017-05-19,762306
2017-05-20,781349
2017-05-21,784248
2017-05-22,792067
2017-05-23,772679
2017-05-24,762567
2017-05-25,725902
2017-05-26,694603
2017-05-27,665211
2017-05-28,650429
2017-05-29,664693
2017-05-30,681247
2017-05-31,681280
2017-06-01,695157
2017-06-02,729803
2017-06-03,757227
2017-06-04,776607
2017-06-05,759420
2017-06-06,757137
2017-06-07,768697
2017-06-08,789849
2017-06-09,822915
2017-06-10,817300
2017-06-11,795494
2017-06-12,755932
2017-06-13,724943
2017-06-14,717118
2017-06-15,707951
2017-06-16,709421
2017-06-17,711779
2017-06-18,739909
2017-06-19,739909
2017-06-20,714929
2017-06-21,683556
2017-06-22,665574
2017-06-23,666198
2017-06-24,663016
2017-06-25,666085
2017-06-26,649838
2017-06-27,658329
2017-06-28,665859
2017-06-29,644569
2017-06-30,640487
2017-07-01,640487
2017-07-02,628474
2017-07-03,605673
2017-07-04,607666
2017-07-05,607666
2017-07-06,610518
2017-07-07,610518
2017-07-08,631520
2017-07-09,630557
2017-07-13,646830
2017-07-14,618205
2017-07-15,591792
2017-07-16,598406
2017-07-17,600663
2017-07-18,600413
2017-07-19,620267
2017-07-20,635402
2017-07-21,657673
2017-07-22,673238
2017-07-23,647735
2017-07-24,620989
2017-07-25,611205
2017-07-26,601643
2017-07-27,594946
2017-07-28,585777
2017-07-29,609047
2017-07-30,616746
2017-07-31,616746
2017-08-01,609916
2017-08-02,606899
2017-08-03,612887
2017-08-04,624795
2017-08-05,630039
2017-08-06,632330
2017-08-07,642100
2017-08-08,638452
2017-08-09,635080
2017-08-10,633230
2017-08-11,622679
2017-08-12,614913
2017-08-13,610834
2017-08-14,593898
2017-08-15,589751
2017-08-16,590251
2017-08-17,580472
2017-08-18,580472
2017-08-19,567289
2017-08-20,569930
2017-08-21,561075
2017-08-22,570940
2017-08-23,593020
2017-08-24,607222
2017-08-25,625401
2017-08-26,642206
2017-08-27,637994
2017-08-28,630494
2017-08-29,613053
2017-08-30,590183
2017-08-31,579475
2017-09-01,581208
2017-09-02,584464
2017-09-03,584464
2017-09-04,577147
2017-09-05,585180
2017-09-06,583894
2017-09-07,584948
2017-09-08,580019
2017-09-09,590908
2017-09-10,589188
2017-09-11,602517
2017-09-12,612627
2017-09-13,623289
2017-09-14,614615
2017-09-15,614615
2017-09-16,608906
2017-09-17,593696
2017-09-18,592918
2017-09-19,589248
2017-09-20,588444
2017-09-22,580300
2017-09-23,580300
2017-09-24,570661
2017-09-25,561007
2017-09-26,558179
2017-09-27,561361
2017-09-28,562171
2017-09-29,569718
2017-09-30,576456
2017-10-01,589007
2017-10-02,593443
2017-10-03,598927
2017-10-04,598927
2017-10-05,590398
2017-10-06,589566
2017-10-07,593349
2017-10-08,607874
2017-10-09,623603
2017-10-10,628759
2017-10-11,628759
2017-10-12,645375
2017-10-13,637689
2017-10-14,655924
2017-10-15,655924
2017-10-16,655683
2017-10-17,655683
2017-10-18,634820
2017-10-19,634331
2017-10-20,633868
2017-10-21,636448
2017-10-22,636679
2017-10-23,621927
2017-10-24,615154
2017-10-25,613408
2017-10-26,633117
2017-10-27,636345
2017-10-28,636345
2017-10-29,633233
2017-10-30,619454
2017-10-31,611986
2017-11-01,611986
2017-11-02,602469
2017-11-03,582624
2017-11-04,587161
2017-11-05,582480
2017-11-06,584229
2017-11-07,579822
2017-11-08,575381
2017-11-09,571154
2017-11-10,566534
2017-11-11,565935
2017-11-12,557465
2017-11-13,550749
2017-11-14,542481
2017-11-15,543359
2017-11-16,543793
2017-11-17,542026
2017-11-18,537664
2017-11-19,537609
2017-11-20,526561
2017-11-21,507093
2017-11-22,498932
2017-11-23,496254
2017-11-24,495259
2017-11-25,484897
2017-11-26,481204
2017-11-27,481204
2017-11-28,485082
2017-11-29,486997
2017-11-30,491152
2017-12-01,485209
2017-12-02,473801
2017-12-03,474742
2017-12-04,474818
2017-12-05,475544
2017-12-06,477422
2017-12-07,484339
2017-12-08,492476
2017-12-09,502369
2017-12-10,494601
2017-12-11,499047
2017-12-12,510739
2017-12-13,517676
2017-12-14,520007
2017-12-15,524228
2017-12-16,531206
2017-12-17,522704
2017-12-18,522267
2017-12-19,540686
2017-12-20,555402
2017-12-21,553612
2017-12-22,557147
2017-12-23,579240
2017-12-24,604304
2017-12-25,627524
2017-12-26,633298
2017-12-27,649584
2017-12-28,664738
2017-12-29,691391
2017-12-30,702715
2017-12-31,713898
2018-01-01,686157
2018-01-02,685468
2018-01-03,690448
2018-01-04,712755
2018-01-05,742446
2018-01-06,777745
2018-01-07,788171
2018-01-08,819550
2018-01-09,856905
2018-01-10,891052
2018-01-11,921271
2018-01-12,964280
2018-01-13,977283
2018-01-14,958918
2018-01-15,916443
2018-01-16,872868
2018-01-17,843874
2018-01-18,864279
2018-01-19,888120
2018-01-20,886050
2018-01-21,864160
2018-01-22,853482
2018-01-23,842024
2018-01-24,822005
2018-01-25,814317
2018-01-26,806500
2018-01-27,791491
2018-01-28,760347
2018-01-29,730749
2018-01-30,705671
2018-01-31,701133
2018-02-01,704547
2018-02-02,711345
2018-02-03,721350
2018-02-04,737087
2018-02-05,752219
2018-02-06,758932
2018-02-07,763227
2018-02-08,761451
2018-02-09,771191
2018-02-10,790013
2018-02-11,790726
2018-02-12,773460
2018-02-13,745186
2018-02-14,739245
2018-02-15,728959
2018-02-16,722237
2018-02-17,714207
2018-02-18,695900
2018-02-19,702830
2018-02-20,695123
2018-02-21,690953
2018-02-22,706762
2018-02-23,720424
2018-02-24,721326
2018-02-25,744718
2018-02-26,754255
2018-02-27,765608
2018-02-28,798726
2018-03-01,813205
2018-03-02,803657
2018-03-03,802981
2018-03-04,806447
2018-03-05,808138
2018-03-06,819705
2018-03-07,842665
2018-03-08,853695
2018-03-09,846233
2018-03-10,857902
2018-03-11,850690
2018-03-12,863516
2018-03-13,863325
2018-03-14,871755
2018-03-15,876039
2018-03-16,877717
2018-03-17,900241
2018-03-18,890198
2018-03-19,894630
2018-03-20,899703
2018-03-21,875505
2018-03-22,883130
2018-03-23,883931
2018-03-24,886040
2018-03-25,847741
2018-03-26,835938
2018-03-27,819537
2018-03-28,794467
2018-03-29,783816
2018-03-30,807270
2018-03-31,826049
2018-04-01,851968
2018-04-02,856160
2018-04-03,850840
2018-04-04,877489
2018-04-05,878445
2018-04-06,864919
2018-04-07,868812
2018-04-08,872320
2018-04-09,864527
2018-04-10,857792
2018-04-11,852291
2018-04-12,833260
2018-04-13,825662
2018-04-14,816721
2018-04-15,817734
2018-04-16,815618
2018-04-17,830476
2018-04-18,832367
2018-04-19,840285
2018-04-20,866724
2018-04-21,862722
2018-04-22,864035
2018-04-23,858973
2018-04-24,866416
2018-04-25,897722
2018-04-26,931445
2018-04-27,963879
2018-04-28,962767
2018-04-29,922333
2018-04-30,907303
2018-05-01,924625
2018-05-02,931155
2018-05-03,893884
2018-05-04,888550
2018-05-05,901371
2018-05-06,884610
2018-05-07,882338
2018-05-08,877548
2018-05-09,858358
2018-05-10,853040
2018-05-11,851861
2018-05-12,854724
2018-05-13,861672
2018-05-14,855110
2018-05-15,860000
2018-05-16,872650
2018-05-17,869837
2018-05-18,885598
2018-05-19,890418
2018-05-20,902424
2018-05-21,920879
2018-05-22,919848
2018-05-23,923800
2018-05-24,941582
2018-05-25,956394
2018-05-26,983724
2018-05-27,1009426
2018-05-28,1035050
2018-05-29,1039494
2018-05-30,1011207
2018-05-31,983843
2018-06-01,959779
2018-06-02,942712
2018-06-03,924140
2018-06-04,921820
2018-06-05,906051
2018-06-06,897526
2018-06-07,867799
2018-06-08,851103
2018-06-09,855529
2018-06-10,858737
2018-06-11,858300
2018-06-12,853955
2018-06-13,844955
2018-06-14,838228
2018-06-15,839613
2018-06-16,851288
2018-06-17,863099
2018-06-18,843330
2018-06-19,852170
2018-06-20,867332
2018-06-21,859939
2018-06-22,854955
2018-06-23,846483
2018-06-24,839547
2018-06-25,840812
2018-06-26,835640
2018-06-27,843769
2018-06-28,845147
2018-06-29,847829
2018-06-30,851010
2018-07-01,850705
2018-07-02,862828
2018-07-03,883936
2018-07-04,888254
2018-07-05,909572
2018-07-06,909428
2018-07-07,925011
2018-07-08,945708
2018-07-09,969064
2018-07-10,1006341
2018-07-11,1040112
2018-07-12,1045835
2018-07-13,1059030
2018-07-14,1091874
2018-07-15,1093933
2018-07-16,1108937
2018-07-17,1111673
2018-07-18,1113921
2018-07-19,1109428
2018-07-20,1089841
2018-07-21,1095564
2018-07-22,1087981
2018-07-23,1074055
2018-07-24,1069771
2018-07-25,1061222
2018-07-26,1038106
2018-07-27,1014782
2018-07-28,1021096
2018-07-29,1037851
2018-07-30,1017304
2018-07-31,997819
2018-08-01,996990
2018-08-02,993379
2018-08-03,996927
2018-08-04,1005476
2018-08-05,1012176
2018-08-06,1003798
2018-08-07,1008315
2018-08-08,1035188
2018-08-09,1017402
2018-08-10,1016107
2018-08-11,1019336
2018-08-12,1053550
2018-08-14,1041525
2018-08-16,1033879
2018-08-17,988022
2018-08-18,991143
2018-08-19,1003218
2018-08-20,1003005
2018-08-21,1006823
2018-08-22,1004981
2018-08-23,990763
2018-08-24,976220
2018-08-25,966047
2018-08-26,959864
2018-08-27,959000
2018-08-28,966489
2018-08-29,973319
2018-08-30,965316
2018-08-31,958842
2018-09-01,961266
2018-09-02,958774
2018-09-03,949327
2018-09-04,949448
2018-09-05,935781
2018-09-06,933167
2018-09-07,926228
2018-09-08,906470
2018-09-09,888701
2018-09-10,890288
2018-09-11,885597
2018-09-12,908515
2018-09-13,942996
2018-09-14,969341
2018-09-15,980580
2018-09-16,982066
2018-09-17,996827
2018-09-18,999580
2018-09-19,973394
2018-09-20,956462
2018-09-21,948834
2018-09-22,923713
2018-09-23,922817
2018-09-24,936895
2018-09-25,924173
2018-09-26,928861
2018-09-27,913414
2018-09-28,908721
2018-09-29,904116
2018-09-30,908655
2018-10-01,901217
2018-10-02,896152
2018-10-03,918115
2018-10-04,930459
2018-10-05,916774
2018-10-06,904318
2018-10-07,888541
2018-10-08,890361
2018-10-09,889711
2018-10-10,884172
2018-10-11,891436
2018-10-12,904537
2018-10-13,897904
2018-10-14,890578
2018-10-15,890252
2018-10-16,884446
2018-10-17,877672
2018-10-18,855586
2018-10-19,843800
2018-10-20,848559
2018-10-21,849471
2018-10-22,837577
2018-10-23,825283
2018-10-24,829859
2018-10-25,834583
2018-10-26,821589
2018-10-27,815325
2018-10-28,812924
2018-10-29,836406
2018-10-30,831490
2018-10-31,837953
2018-11-01,865316
2018-11-03,883013
2018-11-04,911251
2018-11-05,940422
2018-11-06,961412
2018-11-07,976936
2018-11-08,978896
2018-11-09,978926
2018-11-10,1000212
2018-11-11,996407
2018-11-12,993252
2018-11-13,999277
2018-11-14,1011589
2018-11-15,1010626
2018-11-16,1011910
2018-11-17,1013679
2018-11-18,1038246
2018-11-19,1055624
2018-11-20,1049553
2018-11-21,1052283
2018-11-22,1055054
2018-11-23,1088827
2018-11-24,1086515
2018-11-25,1099303
2018-11-26,1096072
2018-11-27,1115298
2018-11-28,1121566
2018-11-29,1126737
2018-12-01,1100584
2018-12-02,1096653
2018-12-03,1112850
2018-12-04,1123448
2018-12-05,1141484
2018-12-07,1133256
2018-12-09,1162994
2018-12-10,1163383
2018-12-11,1177997
2018-12-12,1201100
2018-12-13,1182605
2018-12-14,1175293
2018-12-15,1167724
2018-12-16,1160194
2018-12-17,1185934
2018-12-18,1215773
2018-12-19,1215762
2018-12-20,1201686
2018-12-21,1197814
2018-12-22,1193295
2018-12-23,1210708
2018-12-24,1207699
2018-12-25,1202744
2018-12-26,1198634
2018-12-27,1225068
2018-12-28,1269536
2018-12-29,1294078
2018-12-30,1316203
2018-12-31,1345483
2019-01-01,1350033
2019-01-02,1364126
2019-01-03,1363800
2019-01-04,1361384
2019-01-05,1341407
2019-01-06,1326546
2019-01-08,1294030
2019-01-10,1231784
2019-01-11,1190337
2019-01-12,1132549
2019-01-13,1075924
2019-01-14,1041542
2019-01-15,1025909
2019-01-16,1023868
2019-01-17,1012287
2019-01-18,1007207
2019-01-19,1019946
2019-01-20,1054801
2019-01-21,1077486
2019-01-22,1045460
2019-01-23,1058251
2019-01-24,1103258
2019-01-25,1114059
2019-01-26,1158848
2019-01-27,1148192
2019-01-28,1144337
2019-01-29,1144732
2019-01-30,1153929
2019-01-31,1137547
2019-02-01,1124168
2019-02-02,1132287
2019-02-03,1176594
2019-02-04,1232345
2019-02-05,1204237
2019-02-06,1204505
2019-02-07,1193202
2019-02-08,1200132
2019-02-09,1217544
2019-02-10,1193714
2019-02-11,1187235
2019-02-12,1168352
2019-02-13,1153263
2019-02-14,1112014
2019-02-15,1102071
2019-02-16,1074123
2019-02-17,1055720
2019-02-18,1050845
2019-02-19,1092170
2019-02-20,1101793
2019-02-21,1077480
2019-02-22,1099996
2019-02-23,1100871
2019-02-24,1119276
2019-02-25,1095762
2019-02-26,1089960
2019-02-27,1084300
2019-02-28,1105132
2019-03-01,1094167
2019-03-02,1111008
2019-03-03,1097184
2019-03-04,1097493
2019-03-05,1131892
2019-03-06,1096587
2019-03-07,1088536
2019-03-08,1082307
2019-03-09,1095200
2019-03-10,1092062
2019-03-11,1085156
2019-03-12,1089772
2019-03-13,1072393
2019-03-14,1053498
2019-03-15,1034105
2019-03-16,1031208
2019-03-17,1032200
2019-03-18,1034829
2019-03-19,1051960
2019-03-20,1035783
2019-03-21,1030558
2019-03-22,1020657
2019-03-23,1013344
2019-03-24,1022820
2019-03-25,1030255
2019-03-26,999666
2019-03-27,1000622
2019-03-28,989613
2019-03-29,1006508
2019-03-30,1018348
2019-03-31,1000005
2019-04-01,988973
2019-04-02,986420
2019-04-03,1001287
2019-04-04,1049826
2019-04-05,1086368
2019-04-06,1137366
2019-04-07,1149856
2019-04-08,1133961
2019-04-09,1150381
2019-04-10,1114233
2019-04-11,1080675
2019-04-12,1034430
2019-04-13,1007792
2019-04-14,988556
2019-04-15,968572
2019-04-16,926040
2019-04-17,881861
2019-04-18,848257
2019-04-19,872789
2019-04-20,878763
2019-04-21,876861
2019-04-22,885616
2019-04-23,889736
2019-04-24,884439
2019-04-25,862034
2019-04-26,846470
2019-04-27,845076
2019-04-28,826134
2019-04-29,810324
2019-04-30,796461
2019-05-01,791154
2019-05-02,784803
2019-05-03,778321
2019-05-04,784419
2019-05-05,782008
2019-05-06,781306
2019-05-07,800628
2019-05-08,789754
2019-05-09,777792
2019-05-10,765315
2019-05-11,758530
2019-05-12,746152
2019-05-13,735703
2019-05-14,726330
2019-05-15,736941
2019-05-16,756669
2019-05-17,759615
2019-05-18,787491
2019-05-19,808197
2019-05-20,838058
2019-05-21,851450
2019-05-22,863037
2019-05-23,901724
2019-05-24,914334
2019-05-25,912551
2019-05-26,904245
2019-05-27,918901
2019-05-28,922793
2019-05-29,920021
2019-05-30,927270
2019-05-31,918662
2019-06-01,911543
2019-06-02,899134
2019-06-03,898889
2019-06-04,909722
2019-06-05,905837
2019-06-06,898874
2019-06-07,880727
2019-06-08,872634
2019-06-09,873241
2019-06-10,879906
2019-06-11,869823
2019-06-12,854935
2019-06-13,835332
2019-06-14,830942
2019-06-15,828311
2019-06-16,819220
2019-06-17,807995
2019-06-18,806345
2019-06-19,807526
2019-06-20,802198
2019-06-21,786263
2019-06-22,780471
2019-06-23,776941
2019-06-24,774999
2019-06-25,754110
2019-06-26,744358
2019-06-27,744575
2019-06-28,741034
2019-06-29,743334
2019-06-30,746359
2019-07-01,759735
2019-07-02,751977
2019-07-03,753167
2019-07-04,772955
2019-07-05,769239
2019-07-06,778353
2019-07-07,787089
2019-07-08,797727
2019-07-09,803917
2019-07-10,810591
2019-07-11,811422
2019-07-12,810713
2019-07-13,787515
2019-07-14,785270
2019-07-15,791377
2019-07-16,791777
2019-07-17,791176
2019-07-18,801265
2019-07-19,802406
2019-07-20,800470
2019-07-21,790221
2019-07-22,788794
2019-07-23,776580
2019-07-24,765681
2019-07-25,762411
2019-07-26,755100
2019-07-27,759782
2019-07-28,766115
2019-07-29,767528
2019-07-30,776362
2019-07-31,777101
2019-08-01,792784
2019-08-02,792139
2019-08-03,782075
2019-08-04,769490
2019-08-05,775488
2019-08-06,792322
2019-08-07,786291
2019-08-08,789424
2019-08-09,788237
2019-08-10,779677
2019-08-11,781689
2019-08-12,809342
2019-08-13,837794
2019-08-14,836758
2019-08-15,839222
2019-08-16,845636
2019-08-17,849815
2019-08-18,853170
2019-08-19,864707
2019-08-20,862244
2019-08-21,874041
2019-08-22,878742
2019-08-23,892236
2019-08-24,893570
2019-08-24,893570
2019-08-25,884617
2019-08-25,884617
2019-08-26,876057
2019-08-27,870800
2019-08-27,870800
2019-08-28,862181
2019-08-29,855816
2019-08-30,846106
2019-08-31,845675
2019-09-01,841766
2019-09-02,841767
2019-09-03,838670
2019-09-04,831513
2019-09-05,827647
2019-09-06,827417
2019-09-07,832389
2019-09-08,827427
2019-09-09,836074
2019-09-10,830773
2019-09-11,820789
2019-09-12,812460
2019-09-13,801685
2019-09-14,779502
2019-09-15,771071
2019-09-16,767341
2019-09-17,761267
2019-09-18,755419
2019-09-19,754136
2019-09-20,757108
2019-09-21,748517
2019-09-22,736388
2019-09-23,720972
2019-09-24,712656
2019-09-25,706215
2019-09-26,696438
2019-09-27,699659
2019-09-28,698883
2019-09-29,683795
2019-09-30,683492
2019-10-01,685040
2019-10-02,691968
2019-10-03,715604
2019-10-04,723603
2019-10-05,718538
2019-10-06,727568
2019-10-07,724653
2019-10-08,716799
2019-10-09,719968
2019-10-10,709634
2019-10-11,700117
2019-10-12,702431
2019-10-13,701599
2019-10-14,709513
2019-10-15,715890
2019-10-16,715202
2019-10-17,716685
2019-10-18,709148
2019-10-19,696102
2019-10-20,694060
2019-10-21,697682
2019-10-22,692860
2019-10-23,692795
2019-10-24,689235
2019-10-25,679763
2019-10-26,667337
2019-10-27,666087
2019-10-28,664708
2019-10-29,668330
2019-10-30,668945
2019-10-31,672201
2019-11-01,666709
2019-11-02,662426
2019-11-03,647514
2019-11-04,650899
2019-11-05,646784
2019-11-06,643681
2019-11-07,645964
2019-11-08,633231
2019-11-09,622010
2019-11-10,615939
2019-11-11,617231
2019-11-12,620061
2019-11-13,619522
2019-11-14,615612
2019-11-15,617793
2019-11-16,614182
2019-11-17,608152
2019-11-18,605068
2019-11-19,603048
2019-11-20,602351
2019-11-21,632387
2019-11-22,639444
2019-11-23,632376
2019-11-24,639245
2019-11-25,643558
2019-11-26,668904
2019-11-27,683977
2019-11-28,708600
2019-11-29,736151
2019-11-30,742704
2019-12-01,752524
2019-12-02,754293
2019-12-03,765080
2019-12-04,755413
2019-12-05,761299
2019-12-06,751351
2019-12-07,759652
2019-12-08,754233
2019-12-09,746476
2019-12-10,736855
2019-12-11,726098
2019-12-12,728310
2019-12-13,719706
2019-12-14,718115
2019-12-15,710991
2019-12-16,703002
2019-12-17,685188
2019-12-18,685876
2019-12-19,671299
2019-12-20,666104
2019-12-21,669940
2019-12-22,676308
2019-12-23,660804
2019-12-24,652345
2019-12-25,654765
2019-12-26,668872
2019-12-27,671895
2019-12-28,673282
2019-12-29,676900
2019-12-30,680556
2019-12-31,689408
2020-01-01,681416
2020-01-02,674242
2020-01-03,671943
2020-01-04,685988
2020-01-05,717110
2020-01-06,721158
2020-01-07,728666
2020-01-08,722652
2020-01-09,711914
2020-01-10,721482
2020-01-11,736812
2020-01-12,733503
2020-01-13,737369
2020-01-14,744057
2020-01-15,733672
2020-01-16,749987
2020-01-17,770871
2020-01-18,776175
2020-01-19,804983
2020-01-20,834355
2020-01-21,834959
2020-01-22,831841
2020-01-23,839393
2020-01-24,839284
2020-01-25,819376
2020-01-26,819841
2020-01-27,819133
2020-01-28,815318
2020-01-29,808380
2020-01-30,794996
2020-01-31,789463
2020-02-01,789003
2020-02-02,791672
2020-02-03,790406
2020-02-04,794277
2020-02-05,808198
2020-02-06,777108
2020-02-07,758406
2020-02-08,745238
2020-02-09,738089
2020-02-10,728662
2020-02-11,715023
2020-02-12,696331
2020-02-13,693055
2020-02-14,702193
2020-02-15,695172
2020-02-16,693732
2020-02-17,698134
2020-02-18,701055
2020-02-19,696136
2020-02-20,704668
2020-02-21,708565
2020-02-22,705712
2020-02-23,712994
2020-02-24,722833
2020-02-25,742169
2020-02-26,755802
2020-02-27,766773
2020-02-28,768403
2020-02-29,777140
2020-03-01,782974
2020-03-02,782881
2020-03-03,809436
2020-03-04,810571
2020-03-05,801942
2020-03-06,809389
2020-03-07,833625
2020-03-08,860598
2020-03-09,851593
2020-03-10,849573
2020-03-11,838877
2020-03-12,834113
2020-03-13,829298
2020-03-14,821558
2020-03-15,818933
2020-03-16,817859
2020-03-17,819575
2020-03-18,831227
2020-03-19,828558
2020-03-20,830736
2020-03-21,840667
2020-03-22,863094
2020-03-23,876701
2020-03-24,908130
2020-03-25,931093
2020-03-26,957690
2020-03-27,955144
2020-03-28,980476
2020-03-29,977712
2020-03-30,972273
2020-03-31,971440
2020-04-01,993359
2020-04-02,1011148
2020-04-03,1008954
2020-04-04,999736
2020-04-05,1001556
2020-04-06,998843
2020-04-07,1000742
2020-04-08,1013544
2020-04-09,1013821
2020-04-10,1007800
2020-04-11,990853
2020-04-12,985527
2020-04-13,989468
2020-04-14,1016022
2020-04-15,1014166
2020-04-16,1005531
2020-04-17,1005762
2020-04-18,1010849
2020-04-19,1018654
2020-04-20,1040627
2020-04-21,1035247
2020-04-22,1027904
2020-04-23,1020460
2020-04-24,1011729
2020-04-25,1000435
2020-04-26,1011064
2020-04-27,998880
2020-04-28,1001745
2020-04-29,1009827
2020-04-30,1007494
2020-05-01,1001260
2020-05-02,994802
2020-05-03,989274
2020-05-04,996136
2020-05-05,1014368
2020-05-06,1014109
2020-05-07,1028762
2020-05-08,1003841
2020-05-09,995615
2020-05-10,989344
2020-05-11,1005753
2020-05-12,1010133
