date_obj,Nature%20talisman price
2015-12-14,1026
2015-12-15,1061
2015-12-16,1115
2015-12-17,1115
2015-12-18,1137
2015-12-19,1137
2015-12-20,1194
2015-12-21,1194
2015-12-22,1202
2015-12-23,1203
2015-12-24,1203
2015-12-25,1204
2015-12-26,1234
2015-12-27,1217
2015-12-28,1217
2015-12-29,1243
2015-12-30,1221
2015-12-31,1225
2016-01-01,1225
2016-01-02,1240
2016-01-03,1302
2016-01-04,1368
2016-01-05,1413
2016-01-06,1399
2016-01-07,1332
2016-01-08,1274
2016-01-09,1219
2016-01-10,1162
2016-01-11,1129
2016-01-12,1074
2016-01-13,1025
2016-01-14,978
2016-01-15,936
2016-01-16,897
2016-01-17,859
2016-01-18,818
2016-01-19,779
2016-01-20,740
2016-01-21,740
2016-01-22,725
2016-01-23,725
2016-01-24,722
2016-01-25,686
2016-01-26,686
2016-01-27,655
2016-01-28,655
2016-01-29,627
2016-01-30,627
2016-01-31,614
2016-02-01,598
2016-02-02,598
2016-02-03,573
2016-02-04,573
2016-02-05,565
2016-02-06,594
2016-02-07,594
2016-02-08,611
2016-02-09,611
2016-02-10,642
2016-02-11,642
2016-02-12,673
2016-02-13,660
2016-02-14,660
2016-02-15,675
2016-02-16,675
2016-02-17,652
2016-02-18,652
2016-02-19,674
2016-02-20,674
2016-02-21,679
2016-02-22,679
2016-02-23,671
2016-02-24,671
2016-02-25,649
2016-02-26,649
2016-02-27,639
2016-02-28,639
2016-02-29,660
2016-03-01,665
2016-03-02,665
2016-03-03,676
2016-03-04,691
2016-03-05,691
2016-03-06,694
2016-03-07,694
2016-03-08,672
2016-03-09,661
2016-03-10,695
2016-03-11,695
2016-03-12,729
2016-03-13,729
2016-03-14,707
2016-03-15,704
2016-03-16,699
2016-03-17,699
2016-03-18,673
2016-03-19,673
2016-03-20,662
2016-03-21,662
2016-03-22,646
2016-03-23,619
2016-03-24,594
2016-03-25,575
2016-03-26,597
2016-03-27,597
2016-03-28,582
2016-03-29,600
2016-03-30,600
2016-03-31,591
2016-04-01,591
2016-04-02,564
2016-04-03,559
2016-04-04,535
2016-04-05,535
2016-04-06,510
2016-04-07,510
2016-04-08,512
2016-04-09,504
2016-04-10,494
2016-04-11,494
2016-04-12,500
2016-04-13,500
2016-04-14,518
2016-04-15,501
2016-04-16,483
2016-04-17,504
2016-04-18,530
2016-04-19,530
2016-04-20,557
2016-04-21,557
2016-04-22,585
2016-04-23,615
2016-04-24,646
2016-04-25,679
2016-04-26,713
2016-04-27,749
2016-04-28,783
2016-04-29,783
2016-04-30,788
2016-05-01,788
2016-05-02,761
2016-05-03,725
2016-05-04,689
2016-05-05,654
2016-05-06,654
2016-05-07,621
2016-05-08,589
2016-05-09,559
2016-05-10,531
2016-05-11,504
2016-05-12,479
2016-05-13,455
2016-05-14,436
2016-05-15,438
2016-05-16,438
2016-05-17,460
2016-05-18,464
2016-05-19,464
2016-05-22,480
2016-05-23,504
2016-05-24,530
2016-05-25,530
2016-05-26,547
2016-05-27,530
2016-05-28,530
2016-05-29,545
2016-05-30,545
2016-05-31,525
2016-06-01,498
2016-06-02,481
2016-06-03,481
2016-06-04,489
2016-06-05,489
2016-06-06,466
2016-06-07,466
2016-06-08,446
2016-06-09,423
2016-06-10,402
2016-06-11,407
2016-06-12,393
2016-06-13,393
2016-06-14,388
2016-06-15,388
2016-06-16,375
2016-06-17,377
2016-06-18,377
2016-06-19,376
2016-06-20,376
2016-06-21,374
2016-06-22,375
2016-06-23,376
2016-06-24,376
2016-06-25,359
2016-06-26,359
2016-06-27,373
2016-06-28,357
2016-06-29,357
2016-06-30,365
2016-07-01,384
2016-07-02,384
2016-07-03,390
2016-07-04,410
2016-07-05,410
2016-07-06,431
2016-07-07,431
2016-07-08,453
2016-07-09,476
2016-07-10,500
2016-07-11,525
2016-07-12,525
2016-07-13,552
2016-07-14,557
2016-07-15,557
2016-07-16,533
2016-07-17,533
2016-07-18,540
2016-07-23,554
2016-07-24,533
2016-07-25,533
2016-07-26,506
2016-07-27,506
2016-07-28,494
2016-07-29,500
2016-07-30,500
2016-07-31,477
2016-08-01,477
2016-08-02,474
2016-08-03,474
2016-08-04,457
2016-08-05,457
2016-08-06,434
2016-08-07,439
2016-08-08,439
2016-08-09,456
2016-08-10,456
2016-08-11,479
2016-08-12,479
2016-08-13,502
2016-08-14,502
2016-08-15,518
2016-08-16,518
2016-08-17,519
2016-08-18,519
2016-08-19,515
2016-08-20,513
2016-08-21,513
2016-08-22,517
2016-08-23,517
2016-08-24,506
2016-08-25,506
2016-08-26,506
2016-08-28,492
2016-08-31,504
2016-09-01,530
2016-09-02,530
2016-09-03,528
2016-09-04,526
2016-09-05,501
2016-09-06,509
2016-09-07,509
2016-09-08,484
2016-09-09,484
2016-09-10,464
2016-09-11,464
2016-09-12,477
2016-09-13,467
2016-09-14,467
2016-09-15,491
2016-09-16,491
2016-09-17,492
2016-09-18,470
2016-09-19,470
2016-09-20,467
2016-09-21,467
2016-09-22,483
2016-09-23,483
2016-09-24,475
2016-09-25,476
2016-09-26,476
2016-09-27,488
2016-09-28,488
2016-09-29,507
2016-09-30,519
2016-10-01,538
2016-10-02,538
2016-10-03,538
2016-10-04,565
2016-10-05,565
2016-10-06,594
2016-10-07,594
2016-10-08,596
2016-10-09,596
2016-10-10,624
2016-10-11,656
2016-10-12,656
2016-10-13,642
2016-10-14,609
2016-10-15,610
2016-10-16,610
2016-10-17,593
2016-10-18,593
2016-10-19,565
2016-10-20,565
2016-10-21,536
2016-10-22,536
2016-10-23,509
2016-10-24,487
2016-10-25,487
2016-10-26,479
2016-10-27,479
2016-10-28,456
2016-10-29,446
2016-10-30,446
2016-10-31,423
2016-11-01,423
2016-11-02,401
2016-11-03,401
2016-11-04,380
2016-11-05,380
2016-11-06,361
2016-11-07,361
2016-11-08,346
2016-11-09,356
2016-11-10,356
2016-11-11,363
2016-11-12,353
2016-11-13,353
2016-11-14,352
2016-12-07,399
2016-12-08,415
2016-12-09,415
2016-12-10,434
2016-12-11,454
2016-12-12,454
2016-12-13,476
2016-12-14,500
2016-12-15,500
2016-12-16,525
2016-12-17,552
2016-12-18,552
2016-12-19,580
2016-12-20,604
2016-12-21,584
2016-12-22,584
2016-12-23,595
2016-12-24,595
2016-12-25,610
2016-12-26,610
2016-12-27,641
2016-12-28,674
2016-12-29,702
2016-12-30,714
2016-12-31,739
2017-01-01,765
2017-01-02,786
2017-01-03,793
2017-01-04,833
2017-01-05,833
2017-01-06,804
2017-01-07,777
2017-01-08,781
2017-01-09,745
2017-01-10,710
2017-01-11,680
2017-01-12,687
2017-01-13,687
2017-01-14,657
2017-01-15,626
2017-01-16,650
2017-01-17,627
2017-01-18,655
2017-01-19,655
2017-01-20,688
2017-01-21,723
2017-01-22,760
2017-01-27,971
2017-01-28,1020
2017-01-29,1070
2017-01-30,1124
2017-01-31,1181
2017-02-01,1241
2017-02-02,1303
2017-02-03,1369
2017-02-04,1437
2017-02-05,1365
2017-02-06,1343
2017-02-07,1280
2017-02-08,1343
2017-02-09,1411
2017-02-10,1482
2017-02-11,1557
2017-02-12,1634
2017-02-13,1635
2017-02-14,1560
2017-02-15,1552
2017-02-16,1479
2017-02-18,1411
2017-02-19,1400
2017-02-20,1345
2017-02-21,1322
2017-02-22,1263
2017-02-23,1199
2017-02-24,1254
2017-02-25,1317
2017-02-26,1330
2017-02-27,1387
2017-02-28,1408
2017-03-01,1479
2017-03-02,1553
2017-03-03,1631
2017-03-04,1713
2017-03-05,1799
2017-03-06,1889
2017-03-07,1984
2017-03-08,2084
2017-03-09,2189
2017-03-10,2299
2017-03-11,2352
2017-03-12,2355
2017-03-13,2351
2017-03-14,2322
2017-03-15,2323
2017-03-16,2415
2017-03-17,2437
2017-03-18,2315
2017-03-19,2224
2017-03-20,2151
2017-03-21,2043
2017-03-22,1940
2017-03-23,1843
2017-03-24,1750
2017-03-25,1751
2017-03-26,1708
2017-03-27,1724
2017-03-28,1810
2017-03-29,1894
2017-03-30,1807
2017-03-31,1760
2017-04-01,1824
2017-04-02,1916
2017-04-03,2009
2017-04-04,2001
2017-04-12,1563
2017-04-13,1618
2017-04-14,1537
2017-04-15,1460
2017-04-16,1387
2017-04-17,1325
2017-04-18,1262
2017-04-19,1229
2017-04-20,1173
2017-04-21,1135
2017-04-22,1099
2017-04-23,1111
2017-04-24,1073
2017-04-25,1022
2017-04-26,1022
2017-04-27,978
2017-04-28,1014
2017-04-29,1051
2017-04-30,1003
2017-05-01,952
2017-05-02,952
2017-05-03,953
2017-05-04,986
2017-05-05,952
2017-05-06,952
2017-05-07,985
2017-05-08,953
2017-05-09,978
2017-05-10,957
2017-05-11,963
2017-05-12,962
2017-05-13,962
2017-05-14,971
2017-05-15,989
2017-05-16,984
2017-05-17,1001
2017-05-18,981
2017-05-19,981
2017-05-20,994
2017-05-21,994
2017-05-22,994
2017-05-23,987
2017-05-24,1033
2017-05-25,986
2017-05-26,975
2017-05-27,980
2017-05-28,972
2017-05-29,980
2017-05-30,971
2017-05-31,972
2017-06-01,976
2017-06-02,978
2017-06-03,1008
2017-06-06,1005
2017-06-07,1009
2017-06-08,965
2017-06-09,923
2017-06-10,957
2017-06-11,976
2017-06-12,995
2017-06-13,1000
2017-06-14,950
2017-06-15,902
2017-06-16,865
2017-06-17,827
2017-06-18,833
2017-06-19,833
2017-06-20,802
2017-06-21,801
2017-06-22,801
2017-06-23,762
2017-06-24,730
2017-06-25,701
2017-06-26,667
2017-06-27,636
2017-06-28,606
2017-06-29,575
2017-06-30,599
2017-07-01,599
2017-07-02,597
2017-07-03,588
2017-07-04,618
2017-07-05,618
2017-07-06,640
2017-07-07,640
2017-07-08,670
2017-07-13,673
2017-07-14,662
2017-07-15,662
2017-07-16,636
2017-07-17,604
2017-07-18,607
2017-07-19,601
2017-07-20,600
2017-07-21,596
2017-07-22,616
2017-07-23,590
2017-07-24,562
2017-07-25,535
2017-07-26,524
2017-07-27,539
2017-07-28,530
2017-07-29,530
2017-07-30,557
2017-07-31,557
2017-08-01,585
2017-08-02,613
2017-08-03,618
2017-08-04,618
2017-08-05,626
2017-08-06,626
2017-08-09,612
2017-08-10,603
2017-08-11,604
2017-08-12,600
2017-08-13,590
2017-08-14,581
2017-08-15,554
2017-08-16,537
2017-08-17,517
2017-08-18,517
2017-08-19,543
2017-08-20,549
2017-08-22,530
2017-08-23,503
2017-08-24,503
2017-08-25,479
2017-08-26,499
2017-08-27,487
2017-08-28,477
2017-08-29,477
2017-08-30,474
2017-08-31,474
2017-09-01,462
2017-09-02,485
2017-09-03,485
2017-09-04,510
2017-09-05,536
2017-09-06,563
2017-09-07,592
2017-09-08,592
2017-09-09,613
2017-09-10,600
2017-09-11,573
2017-09-12,573
2017-09-13,561
2017-09-14,560
2017-09-15,560
2017-09-16,544
2017-09-17,521
2017-09-19,504
2017-09-20,520
2017-09-21,546
2017-09-22,558
2017-09-23,558
2017-09-24,545
2017-09-25,531
2017-09-26,505
2017-09-27,499
2017-09-28,494
2017-09-29,475
2017-09-30,465
2017-10-01,442
2017-10-02,424
2017-10-03,414
2017-10-04,414
2017-10-05,393
2017-10-06,375
2017-10-07,383
2017-10-08,364
2017-10-09,347
2017-10-10,336
2017-10-11,336
2017-10-12,336
2017-10-13,340
2017-10-14,324
2017-10-15,333
2017-10-16,349
2017-10-17,349
2017-10-18,355
2017-10-19,355
2017-10-20,337
2017-10-21,320
2017-10-22,324
2017-10-23,318
2017-10-24,318
2017-10-25,302
2017-10-26,286
2017-10-27,272
2017-10-28,272
2017-10-29,272
2017-10-30,286
2017-10-31,301
2017-11-01,301
2017-11-02,317
2017-11-03,317
2017-11-04,333
2017-11-05,333
2017-11-06,350
2017-11-07,350
2017-11-08,368
2017-11-09,387
2017-11-10,387
2017-11-11,393
2017-11-12,389
2017-11-13,371
2017-11-14,371
2017-11-15,389
2017-11-16,399
2017-11-17,399
2017-11-18,398
2017-11-19,400
2017-11-20,402
2017-11-21,414
2017-11-22,414
2017-11-23,425
2017-11-24,425
2017-11-25,430
2017-11-26,409
2017-11-27,409
2017-11-28,389
2017-11-29,390
2017-11-30,390
2017-12-01,392
2017-12-02,392
2017-12-03,379
2017-12-04,379
2017-12-05,383
2017-12-06,364
2017-12-07,347
2017-12-08,347
2017-12-09,351
2017-12-10,340
2017-12-11,340
2017-12-12,357
2017-12-14,375
2017-12-15,394
2017-12-17,403
2017-12-18,408
2017-12-19,426
2017-12-20,431
2017-12-21,436
2017-12-22,417
2017-12-23,416
2017-12-24,416
2017-12-25,406
2017-12-26,410
2017-12-27,409
2017-12-28,430
2017-12-29,437
2017-12-30,443
2017-12-31,443
2018-01-01,449
2018-01-02,462
2018-01-03,464
2018-01-04,442
2018-01-05,429
2018-01-06,432
2018-01-07,428
2018-01-08,433
2018-01-09,434
2018-01-10,434
2018-01-11,421
2018-01-12,433
2018-01-13,453
2018-01-14,472
2018-01-15,474
2018-01-16,479
2018-01-17,499
2018-01-18,515
2018-01-19,515
2018-01-20,515
2018-01-21,499
2018-01-22,481
2018-01-23,479
2018-01-24,472
2018-01-25,494
2018-01-26,477
2018-01-27,496
2018-01-28,511
2018-01-29,517
2018-01-31,535
2018-02-01,522
2018-02-02,549
2018-02-03,555
2018-02-04,551
2018-02-05,533
2018-02-06,507
2018-02-07,533
2018-02-08,537
2018-02-09,513
2018-02-10,488
2018-02-11,471
2018-02-12,468
2018-02-13,492
2018-02-14,517
2018-02-15,543
2018-02-16,571
2018-02-17,600
2018-02-18,608
2018-02-19,599
2018-02-20,580
2018-02-21,587
2018-02-22,589
2018-02-23,567
2018-02-24,539
2018-02-25,531
2018-02-26,519
2018-02-27,500
2018-03-01,466
2018-03-02,457
2018-03-03,457
2018-03-04,437
2018-03-05,444
2018-03-06,422
2018-03-07,403
2018-03-08,405
2018-03-09,405
2018-03-10,424
2018-03-11,404
2018-03-12,423
2018-03-13,423
2018-03-14,422
2018-03-15,422
2018-03-16,419
2018-03-17,438
2018-03-18,456
2018-03-19,434
2018-03-20,456
2018-03-21,479
2018-03-23,529
2018-03-24,554
2018-03-26,570
2018-03-27,599
2018-03-28,629
2018-03-29,654
2018-03-30,656
2018-03-31,674
2018-04-01,687
2018-04-02,665
2018-04-03,688
2018-04-04,679
2018-04-05,659
2018-04-06,661
2018-04-07,655
2018-04-08,665
2018-04-09,663
2018-04-10,631
2018-04-11,608
2018-04-12,638
2018-04-13,660
2018-04-14,675
2018-04-15,651
2018-04-16,631
2018-04-17,609
2018-04-18,602
2018-04-19,600
2018-04-20,624
2018-04-21,616
2018-04-22,630
2018-04-23,613
2018-04-24,603
2018-04-25,624
2018-04-26,622
2018-04-27,642
2018-04-28,658
2018-04-29,626
2018-04-30,607
2018-05-01,613
2018-05-02,614
2018-05-04,608
2018-05-05,623
2018-05-06,623
2018-05-07,655
2018-05-08,660
2018-05-09,665
2018-05-10,641
2018-05-11,641
2018-05-12,627
2018-05-13,605
2018-05-14,600
2018-05-15,594
2018-05-16,595
2018-05-17,605
2018-05-18,607
2018-05-19,628
2018-05-20,609
2018-05-21,639
2018-05-22,662
2018-05-23,647
2018-05-24,629
2018-05-25,627
2018-05-26,642
2018-05-27,636
2018-05-28,657
2018-05-29,684
2018-05-30,701
2018-05-31,718
2018-06-01,731
2018-06-02,764
2018-06-03,803
2018-06-04,829
2018-06-05,795
2018-06-06,767
2018-06-07,728
2018-06-08,742
2018-06-09,730
2018-06-10,693
2018-06-11,659
2018-06-12,692
2018-06-13,727
2018-06-14,738
2018-06-15,701
2018-06-16,693
2018-06-17,722
2018-06-18,711
2018-06-19,713
2018-06-20,713
2018-06-21,677
2018-06-22,666
2018-06-23,688
2018-06-24,676
2018-06-25,676
2018-06-26,674
2018-06-27,643
2018-06-28,616
2018-06-29,634
2018-06-30,625
2018-07-01,619
2018-07-02,607
2018-07-03,621
2018-07-04,601
2018-07-05,602
2018-07-06,621
2018-07-07,636
2018-07-08,645
2018-07-09,674
2018-07-10,707
2018-07-11,708
2018-07-12,675
2018-07-13,645
2018-07-14,613
2018-07-15,587
2018-07-16,557
2018-07-17,563
2018-07-18,592
2018-07-19,601
2018-07-20,600
2018-07-21,612
2018-07-22,615
2018-07-23,618
2018-07-24,592
2018-07-25,619
2018-07-26,629
2018-07-27,625
2018-07-28,615
2018-07-29,597
2018-07-30,621
2018-07-31,636
2018-08-01,628
2018-08-02,597
2018-08-03,577
2018-08-04,585
2018-08-05,555
2018-08-06,527
2018-08-07,500
2018-08-08,491
2018-08-09,470
2018-08-10,477
2018-08-11,475
2018-08-12,483
2018-08-14,444
2018-08-16,441
2018-08-17,449
2018-08-18,469
2018-08-19,473
2018-08-20,474
2018-08-21,457
2018-08-22,438
2018-08-23,455
2018-08-24,472
2018-08-25,496
2018-08-26,489
2018-08-27,504
2018-08-28,487
2018-08-29,499
2018-08-30,517
2018-08-31,540
2018-09-01,559
2018-09-02,572
2018-09-03,581
2018-09-04,599
2018-09-05,601
2018-09-06,580
2018-09-07,576
2018-09-08,604
2018-09-09,635
2018-09-10,667
2018-09-11,701
2018-09-12,737
2018-09-13,774
2018-09-14,797
2018-09-15,837
2018-09-16,879
2018-09-17,923
2018-09-18,958
2018-09-19,979
2018-09-20,930
2018-09-21,884
2018-09-22,898
2018-09-23,940
2018-09-24,981
2018-09-25,1029
2018-09-26,1079
2018-09-27,1105
2018-09-28,1159
2018-09-29,1217
2018-09-30,1278
2018-10-02,1410
2018-10-03,1481
2018-10-04,1556
2018-10-05,1628
2018-10-06,1659
2018-10-07,1742
2018-10-08,1830
2018-10-09,1922
2018-10-10,2019
2018-10-11,2120
2018-10-12,2226
2018-10-13,2338
2018-10-14,2455
2018-10-15,2578
2018-10-16,2707
2018-10-17,2843
2018-10-18,2986
2018-10-19,3136
2018-10-20,3267
2018-10-21,3103
2018-10-22,2947
2018-10-23,2799
2018-10-24,2659
2018-10-25,2526
2018-10-26,2399
2018-10-27,2279
2018-10-28,2165
2018-10-29,2056
2018-10-30,1953
2018-10-31,1855
2018-11-01,1762
2018-11-03,1589
2018-11-04,1510
2018-11-05,1434
2018-11-06,1362
2018-11-07,1293
2018-11-08,1232
2018-11-09,1194
2018-11-10,1202
2018-11-11,1196
2018-11-12,1138
2018-11-13,1176
2018-11-15,1151
2018-11-16,1165
2018-11-17,1189
2018-11-18,1178
2018-11-19,1154
2018-11-20,1138
2018-11-21,1121
2018-11-22,1127
2018-11-23,1124
2018-11-24,1106
2018-11-25,1054
2018-11-26,1001
2018-11-27,972
2018-11-28,950
2018-11-29,949
2018-12-01,855
2018-12-02,838
2018-12-03,835
2018-12-04,848
2018-12-05,885
2018-12-07,829
2018-12-09,768
2018-12-10,778
2018-12-11,779
2018-12-12,785
2018-12-13,793
2018-12-14,805
2018-12-15,779
2018-12-16,771
2018-12-17,734
2018-12-18,698
2018-12-19,664
2018-12-20,652
2018-12-21,619
2018-12-22,637
2018-12-23,608
2018-12-24,603
2018-12-25,595
2018-12-26,602
2018-12-27,606
2018-12-28,613
2018-12-29,604
2018-12-30,604
2018-12-31,586
2019-01-01,566
2019-01-02,551
2019-01-03,559
2019-01-04,534
2019-01-05,551
2019-01-06,557
2019-01-08,569
2019-01-10,627
2019-01-11,654
2019-01-12,682
2019-01-13,704
2019-01-14,738
2019-01-15,772
2019-01-16,804
2019-01-17,835
2019-01-18,810
2019-01-19,801
2019-01-20,772
2019-01-21,737
2019-01-22,707
2019-01-23,684
2019-01-25,726
2019-01-26,695
2019-01-27,689
2019-01-28,688
2019-01-29,715
2019-01-30,738
2019-01-31,743
2019-02-01,773
2019-02-02,776
2019-02-03,778
2019-02-04,767
2019-02-05,773
2019-02-06,802
2019-02-07,801
2019-02-08,793
2019-02-09,814
2019-02-10,806
2019-02-11,819
2019-02-12,841
2019-02-13,851
2019-02-14,894
2019-02-15,902
2019-02-16,941
2019-02-17,989
2019-02-18,1039
2019-02-19,1087
2019-02-20,1110
2019-02-21,1064
2019-02-22,1026
2019-02-23,985
2019-02-24,961
2019-02-25,923
2019-02-26,906
2019-02-27,863
2019-02-28,893
2019-03-01,858
2019-03-02,880
2019-03-03,885
2019-03-04,887
2019-03-05,849
2019-03-06,806
2019-03-07,773
2019-03-08,734
2019-03-09,744
2019-03-10,727
2019-03-11,695
2019-03-12,683
2019-03-13,690
2019-03-14,688
2019-03-15,670
2019-03-16,648
2019-03-17,673
2019-03-18,679
2019-03-19,682
2019-03-20,708
2019-03-21,707
2019-03-22,704
2019-03-23,712
2019-03-24,716
2019-03-25,731
2019-03-26,731
2019-03-27,742
2019-03-28,709
2019-03-29,741
2019-03-30,757
2019-03-31,764
2019-04-01,760
2019-04-02,769
2019-04-03,761
2019-04-04,746
2019-04-05,748
2019-04-06,712
2019-04-07,676
2019-04-08,663
2019-04-09,650
2019-04-10,628
2019-04-11,615
2019-04-12,620
2019-04-13,617
2019-04-14,626
2019-04-15,626
2019-04-16,649
2019-04-17,682
2019-04-18,711
2019-04-19,725
2019-04-20,706
2019-04-21,715
2019-04-22,716
2019-04-23,742
2019-04-24,752
2019-04-25,759
2019-04-26,724
2019-04-27,724
2019-04-28,741
2019-04-29,728
2019-04-30,748
2019-05-01,737
2019-05-02,752
2019-05-03,775
2019-05-04,807
2019-05-05,775
2019-05-06,780
2019-05-07,779
2019-05-08,770
2019-05-09,772
2019-05-10,758
2019-05-11,771
2019-05-12,747
2019-05-13,713
2019-05-14,681
2019-05-15,649
2019-05-16,627
2019-05-17,629
2019-05-18,647
2019-05-19,652
2019-05-20,685
2019-05-21,704
2019-05-22,705
2019-05-23,721
2019-05-24,689
2019-05-25,664
2019-05-26,663
2019-05-27,638
2019-05-28,624
2019-05-29,613
2019-05-30,631
2019-05-31,662
2019-06-01,681
2019-06-02,684
2019-06-03,682
2019-06-04,682
2019-06-05,659
2019-06-06,673
2019-06-07,641
2019-06-08,625
2019-06-09,631
2019-06-10,644
2019-06-11,631
2019-06-12,612
2019-06-13,626
2019-06-14,627
2019-06-15,608
2019-06-16,586
2019-06-17,570
2019-06-18,551
2019-06-19,547
2019-06-20,530
2019-06-21,535
2019-06-22,559
2019-06-23,586
2019-06-24,616
2019-06-25,647
2019-06-26,620
2019-06-27,622
2019-06-28,619
2019-06-29,616
2019-06-30,627
2019-07-01,613
2019-07-02,611
2019-07-03,625
2019-07-04,638
2019-07-05,642
2019-07-06,623
2019-07-07,624
2019-07-08,609
2019-07-09,624
2019-07-10,617
2019-07-11,609
2019-07-12,617
2019-07-13,602
2019-07-14,602
2019-07-15,632
2019-07-16,661
2019-07-17,678
2019-07-18,711
2019-07-19,697
2019-07-20,696
2019-07-21,720
2019-07-22,740
2019-07-23,769
2019-07-24,802
2019-07-25,763
2019-07-26,736
2019-07-27,711
2019-07-28,734
2019-07-29,721
2019-07-30,715
2019-07-31,701
2019-08-01,701
2019-08-02,727
2019-08-03,733
2019-08-04,705
2019-08-05,697
2019-08-06,732
2019-08-07,709
2019-08-08,702
2019-08-09,715
2019-08-10,713
2019-08-11,698
2019-08-12,703
2019-08-13,680
2019-08-14,699
2019-08-15,712
