date_obj,Granite%20boots price
2018-07-01,110808
2018-07-02,108841
2018-07-03,108841
2018-07-04,110185
2018-07-05,110185
2018-07-06,112081
2018-07-07,112081
2018-07-08,115197
2018-07-09,115197
2018-07-10,120363
2018-07-11,120363
2018-07-12,120363
2018-07-13,125500
2018-07-14,131156
2018-07-15,131156
2018-07-16,137475
2018-07-17,142236
2018-07-18,142236
2018-07-19,147910
2018-07-20,147910
2018-07-21,152379
2018-07-22,152379
2018-07-23,158849
2018-07-24,158849
2018-07-25,165180
2018-07-26,165180
2018-07-27,172670
2018-07-28,172670
2018-07-29,179005
2018-07-30,179005
2018-07-31,184586
2018-08-01,184586
2018-08-02,190759
2018-08-03,190759
2018-08-04,196814
2018-08-05,196814
2018-08-06,205231
2018-08-07,205231
2018-08-08,213354
2018-08-09,213354
2018-08-10,222602
2018-08-11,222602
2018-08-12,228281
2018-08-14,233925
2018-08-16,241005
2018-08-17,241828
2018-08-18,241828
2018-08-19,244888
2018-08-20,248856
2018-08-21,248856
2018-08-22,250524
2018-08-23,250524
2018-08-24,255630
2018-08-25,257578
2018-08-26,257578
2018-08-27,259723
2018-08-28,258369
2018-08-29,258369
2018-08-30,261810
2018-08-31,270930
2018-09-01,274787
2018-09-02,274787
2018-09-03,278920
2018-09-04,279940
2018-09-05,279940
2018-09-06,287215
2018-09-07,297642
2018-09-08,309491
2018-09-09,309491
2018-09-10,318846
2018-09-11,318846
2018-09-12,322333
2018-09-13,322333
2018-09-14,310068
2018-09-15,297724
2018-09-16,297724
2018-09-17,294767
2018-09-18,294832
2018-09-19,294832
2018-09-20,293412
2018-09-21,293412
2018-09-22,301349
2018-09-23,301349
2018-09-24,316417
2018-09-25,316417
2018-09-26,327825
2018-09-27,327825
2018-09-28,336376
2018-09-29,336376
2018-09-30,341069
2018-10-02,342785
2018-10-03,349427
2018-10-04,349427
2018-10-05,356428
2018-10-06,361139
2018-10-07,361139
2018-10-08,365596
2018-10-09,365596
2018-10-10,378186
2018-10-11,393447
2018-10-12,393447
2018-10-13,411285
2018-10-14,411285
2018-10-15,430195
2018-10-16,430195
2018-10-17,449984
2018-10-18,449984
2018-10-19,470997
2018-10-20,470997
2018-10-21,491945
2018-10-22,513478
2018-10-23,513478
2018-10-24,535300
2018-10-25,535300
2018-10-26,560520
2018-10-27,560520
2018-10-28,588546
2018-10-29,588546
2018-10-30,588546
2018-10-31,617974
2018-11-01,617974
2018-11-03,646834
2018-11-04,679176
2018-11-05,710540
2018-11-06,740193
2018-11-07,740193
2018-11-08,776676
2018-11-09,776676
2018-11-10,814824
2018-11-11,814824
2018-11-12,855566
2018-11-13,896549
2018-11-14,896549
2018-11-15,940793
2018-11-16,983576
2018-11-17,983576
2018-11-18,1025334
2018-11-19,1025334
2018-11-20,1050039
2018-11-21,1050039
2018-11-22,1092288
2018-11-23,1100307
2018-11-24,1094083
2018-11-25,1102873
2018-11-26,1102873
2018-11-27,1110293
2018-11-28,1155402
2018-11-29,1203934
2018-12-01,1241283
2018-12-02,1294932
2018-12-03,1294932
2018-12-04,1354934
2018-12-05,1405392
2018-12-07,1468808
2018-12-09,1542249
2018-12-10,1619362
2018-12-11,1619362
2018-12-12,1700331
2018-12-13,1777092
2018-12-14,1777092
2018-12-15,1865947
2018-12-16,1953584
2018-12-17,1953584
2018-12-18,2040012
2018-12-19,2040012
2018-12-20,2073001
2018-12-21,2073001
2018-12-22,2120729
2018-12-23,2128071
2018-12-24,2171313
2018-12-25,2171313
2018-12-26,2229100
2018-12-27,2299979
2018-12-28,2299979
2018-12-29,2402727
2018-12-30,2522864
2018-12-31,2649008
2019-01-01,2781459
2019-01-02,2920532
2019-01-03,3066559
2019-01-04,3219887
2019-01-05,3380882
2019-01-06,3549927
2019-01-08,3913387
2019-01-10,4051271
2019-01-11,3848707
2019-01-12,3656271
2019-01-13,3473457
2019-01-14,3299784
2019-01-15,3134794
2019-01-16,2978054
2019-01-17,2829151
2019-01-18,2687693
2019-01-19,2553308
2019-01-20,2425642
2019-01-21,2304359
2019-01-22,2189141
2019-01-23,2079683
2019-01-24,1975698
2019-01-25,1876913
2019-01-26,1783067
2019-01-27,1693913
2019-01-28,1609217
2019-01-29,1528772
2019-01-30,1452333
2019-01-31,1425902
2019-02-01,1387232
2019-02-02,1371666
2019-02-03,1367947
2019-02-04,1382007
2019-02-05,1437061
2019-02-06,1457803
2019-02-07,1418287
2019-02-08,1439957
2019-02-09,1511123
2019-02-10,1586195
2019-02-11,1665261
2019-02-12,1712162
2019-02-13,1756774
2019-02-14,1756774
2019-02-15,1789730
2019-02-16,1814031
2019-02-17,1864027
2019-02-18,1906505
2019-02-19,1995652
2019-02-20,2094425
2019-02-21,2069127
2019-02-22,2069127
2019-02-23,1968575
2019-02-24,1870146
2019-02-25,1779907
2019-02-26,1764436
2019-02-27,1751003
2019-02-28,1751003
2019-03-01,1675816
2019-03-02,1645593
2019-03-03,1647683
2019-03-04,1616400
2019-03-05,1602412
2019-03-06,1617359
2019-03-07,1635264
2019-03-08,1635264
2019-03-09,1713408
2019-03-10,1762775
2019-03-11,1777736
2019-03-12,1737076
2019-03-13,1737076
2019-03-14,1755851
2019-03-15,1755851
2019-03-16,1743077
2019-03-17,1722288
2019-03-18,1722288
2019-03-19,1769596
2019-03-20,1821433
2019-03-21,1842312
2019-03-22,1842312
2019-03-23,1755617
2019-03-24,1729747
2019-03-25,1729747
2019-03-26,1722659
2019-03-27,1722659
2019-03-28,1714702
2019-03-29,1706997
2019-03-30,1706997
2019-03-31,1754465
2019-04-01,1799045
2019-04-02,1863682
2019-04-03,1862920
2019-04-04,1917076
2019-04-05,1894777
2019-04-06,1894777
2019-04-07,1862040
2019-04-08,1888380
2019-04-09,1888380
2019-04-10,1863572
2019-04-11,1835613
2019-04-12,1807445
2019-04-13,1767095
2019-04-14,1757442
2019-04-15,1757442
2019-04-16,1771784
2019-04-17,1822901
2019-04-18,1820802
2019-04-19,1820802
2019-04-20,1782616
2019-04-21,1782616
2019-04-22,1770239
2019-04-23,1749631
2019-04-24,1739787
2019-04-25,1716733
2019-04-26,1688758
2019-04-27,1688758
2019-04-28,1640161
2019-04-29,1622649
2019-04-30,1618872
2019-05-01,1618872
2019-05-02,1611923
2019-05-03,1647176
2019-05-04,1724713
2019-05-05,1768472
2019-05-06,1768472
2019-05-07,1725248
2019-05-08,1725248
2019-05-09,1702634
2019-05-10,1674960
2019-05-11,1680363
2019-05-12,1674173
2019-05-13,1701987
2019-05-14,1679298
2019-05-15,1679298
2019-05-16,1655734
2019-05-17,1655734
2019-05-18,1652521
2019-05-19,1673601
2019-05-20,1695916
2019-05-21,1695916
2019-05-22,1745088
2019-05-23,1707115
2019-05-24,1705391
2019-05-25,1728465
2019-05-26,1702672
2019-05-27,1726427
2019-05-28,1697273
2019-05-29,1680071
2019-05-30,1669568
2019-05-31,1669568
2019-06-01,1657198
2019-06-02,1642982
2019-06-03,1641652
2019-06-04,1624036
2019-06-05,1621290
2019-06-06,1620930
2019-06-07,1663086
2019-06-08,1670692
2019-06-09,1683399
2019-06-10,1683399
2019-06-11,1720061
2019-06-12,1698327
2019-06-13,1668248
2019-06-14,1668890
2019-06-15,1668890
2019-06-16,1664627
2019-06-17,1647586
2019-06-18,1647586
2019-06-19,1641797
2019-06-20,1640112
2019-06-21,1640112
2019-06-22,1639494
2019-06-23,1618524
2019-06-24,1618524
2019-06-25,1591389
2019-06-26,1591389
2019-06-27,1599109
2019-06-28,1599109
2019-06-29,1594051
2019-06-30,1581183
2019-07-01,1581183
2019-07-02,1560356
2019-07-03,1548236
2019-07-04,1548236
2019-07-05,1537925
2019-07-06,1526268
2019-07-07,1525038
2019-07-08,1525038
2019-07-09,1515806
2019-07-10,1502283
2019-07-11,1502283
2019-07-12,1503846
2019-07-13,1503846
2019-07-14,1488554
2019-07-15,1488554
2019-07-16,1459291
2019-07-17,1452178
2019-07-18,1452178
2019-07-19,1439473
2019-07-20,1439473
2019-07-21,1423594
2019-07-22,1450035
2019-07-23,1461674
2019-07-24,1461674
2019-07-25,1475575
2019-07-26,1475575
2019-07-27,1467270
2019-07-28,1469448
2019-07-29,1472196
2019-07-30,1455067
2019-07-31,1448996
2019-08-01,1448996
2019-08-02,1477385
2019-08-03,1519177
2019-08-04,1519177
2019-08-05,1474187
2019-08-06,1474187
2019-08-07,1457251
2019-08-08,1457251
2019-08-09,1442483
2019-08-10,1494123
2019-08-11,1494123
2019-08-12,1526291
2019-08-13,1526291
2019-08-14,1593440
2019-08-15,1572922
2019-08-16,1563588
2019-08-17,1563588
2019-08-18,1538841
2019-08-19,1524588
2019-08-20,1524588
2019-08-21,1489968
2019-08-22,1453658
2019-08-23,1453658
2019-08-24,1430525
2019-08-24,1430525
2019-08-25,1430525
2019-08-25,1430525
2019-08-26,1427649
2019-08-27,1427649
2019-08-27,1427649
2019-08-28,1412928
2019-08-29,1412928
2019-08-30,1389446
2019-08-31,1389446
2019-09-01,1373367
2019-09-02,1373367
2019-09-03,1352417
2019-09-04,1340629
2019-09-05,1340629
2019-09-06,1307162
2019-09-07,1297724
2019-09-08,1293703
2019-09-09,1293703
2019-09-10,1293242
2019-09-11,1350340
2019-09-12,1350340
2019-09-13,1358417
2019-09-14,1373794
2019-09-15,1330079
2019-09-16,1308912
2019-09-17,1308912
2019-09-18,1304087
2019-09-19,1304087
2019-09-20,1279139
2019-09-21,1228654
2019-09-22,1228654
2019-09-23,1214331
2019-09-24,1214331
2019-09-25,1181057
2019-09-26,1136630
2019-09-27,1136630
2019-09-28,1114489
2019-09-29,1114489
2019-09-30,1099535
2019-10-01,1072332
2019-10-02,1072332
2019-10-03,1077970
2019-10-04,1083674
2019-10-05,1075946
2019-10-06,1067296
2019-10-07,1067296
2019-10-08,1044337
2019-10-09,1044337
2019-10-10,1029995
2019-10-11,1029995
2019-10-12,993366
2019-10-13,970024
2019-10-14,936807
2019-10-15,936807
2019-10-16,931956
2019-10-17,931956
2019-10-18,919765
2019-10-19,927373
2019-10-20,927373
2019-10-21,919409
2019-10-22,918739
2019-10-23,926522
2019-10-24,926522
2019-10-25,921910
2019-10-26,927623
2019-10-27,935923
2019-10-28,937980
2019-10-29,937980
2019-10-30,926823
2019-10-31,915326
2019-11-01,914190
2019-11-02,915893
2019-11-03,915007
2019-11-04,915426
2019-11-05,915426
2019-11-06,913365
2019-11-07,908763
2019-11-08,894738
2019-11-09,875295
2019-11-10,878452
2019-11-11,865845
2019-11-12,865845
2019-11-13,867033
2019-11-14,867033
2019-11-15,850469
2019-11-16,845469
2019-11-17,845469
2019-11-18,834613
2019-11-19,834613
2019-11-20,827393
2019-11-21,827393
2019-11-22,820686
2019-11-23,812269
2019-11-24,830021
2019-11-25,829837
2019-11-26,818184
2019-11-27,818184
2019-11-28,820350
2019-11-29,820350
2019-11-30,816049
2019-12-01,814561
2019-12-02,816445
2019-12-03,818698
2019-12-04,811892
2019-12-05,811892
2019-12-06,812840
2019-12-07,810279
2019-12-08,810279
2019-12-09,808530
2019-12-10,819255
2019-12-11,819255
2019-12-12,795610
2019-12-13,775680
2019-12-14,777805
2019-12-15,790794
2019-12-16,792404
2019-12-17,791070
2019-12-18,791070
2019-12-19,822817
2019-12-20,842526
2019-12-21,829787
2019-12-22,812849
2019-12-23,812849
2019-12-24,796416
2019-12-25,772806
2019-12-26,772806
2019-12-27,780886
2019-12-28,781770
2019-12-29,781770
2019-12-30,798301
2019-12-31,777783
2020-01-01,776713
2020-01-02,783826
2020-01-03,797005
2020-01-04,803727
2020-01-05,814311
2020-01-06,811910
2020-01-07,805816
2020-01-08,805816
2020-01-09,800569
2020-01-10,799814
2020-01-11,796387
2020-01-12,795654
2020-01-13,795654
2020-01-14,800509
2020-01-15,795264
2020-01-16,795672
2020-01-17,796880
2020-01-18,796880
2020-01-19,813354
2020-01-20,808370
2020-01-21,808370
2020-01-22,834214
2020-01-23,860350
2020-01-24,846880
2020-01-25,846388
2020-01-26,836878
2020-01-27,816009
2020-01-28,808144
2020-01-29,802919
2020-01-30,810555
2020-01-31,810775
2020-02-01,810925
2020-02-02,810144
2020-02-03,821816
2020-02-04,821671
2020-02-05,821879
2020-02-06,820941
2020-02-07,838305
2020-02-08,823764
2020-02-09,820116
2020-02-10,830184
2020-02-11,826183
2020-02-12,827083
2020-02-13,827083
2020-02-14,829064
2020-02-15,829064
2020-02-16,838829
2020-02-17,849095
2020-02-18,877973
2020-02-19,879653
2020-02-20,916606
2020-02-21,916606
2020-02-22,935442
2020-02-23,935015
2020-02-24,937307
2020-02-25,972119
2020-02-26,959690
2020-02-27,965149
2020-02-28,1001618
2020-02-29,1001618
2020-03-01,1051699
2020-03-02,1057983
2020-03-03,1024410
2020-03-04,1024410
2020-03-05,1004560
2020-03-06,998043
2020-03-07,1041387
2020-03-08,1028602
2020-03-09,1018681
2020-03-10,1010245
2020-03-11,1019605
2020-03-12,1068006
2020-03-13,1062662
2020-03-14,1048393
2020-03-15,1033018
2020-03-16,1024453
2020-03-17,1021830
2020-03-18,1001115
2020-03-19,986747
2020-03-20,991185
2020-03-21,977018
2020-03-22,971287
2020-03-23,968622
2020-03-24,968531
2020-03-25,957561
2020-03-26,971934
2020-03-27,974546
2020-03-28,979254
2020-03-29,980602
2020-03-30,990017
2020-03-31,1037288
2020-04-01,1025247
2020-04-02,1029711
2020-04-03,1029711
2020-04-04,1036886
2020-04-05,1013161
2020-04-06,1001683
2020-04-07,998649
2020-04-08,984974
2020-04-09,988418
2020-04-10,1003733
2020-04-11,998988
2020-04-12,989177
2020-04-13,978083
2020-04-14,972589
2020-04-15,968326
2020-04-16,946135
2020-04-17,939509
2020-04-18,940257
2020-04-19,944091
2020-04-20,967478
2020-04-21,958210
2020-04-22,956501
2020-04-23,931100
2020-04-24,931636
2020-04-25,938707
2020-04-26,938140
2020-04-27,938543
2020-04-28,946379
2020-04-29,946277
2020-04-30,944224
2020-05-01,941952
2020-05-02,941452
2020-05-03,934642
2020-05-04,939055
2020-05-05,935114
2020-05-06,941727
2020-05-07,942680
2020-05-08,942387
2020-05-09,954003
2020-05-10,935748
2020-05-11,939934
2020-05-12,941384
2020-05-13,945819
