date_obj,Rune%20chainbody price
2015-11-10,33637
2015-11-11,33741
2015-11-12,33811
2015-11-13,33858
2015-11-14,33887
2015-11-15,33325
2015-11-16,33114
2015-11-17,33570
2015-11-18,33245
2015-11-19,33430
2015-11-20,33679
2015-11-21,33721
2015-11-22,33509
2015-11-23,33241
2015-11-24,33265
2015-11-25,33445
2015-11-26,33503
2015-11-27,33670
2015-11-28,33544
2015-11-29,33359
2015-11-30,32688
2015-12-01,32539
2015-12-02,32665
2015-12-03,33156
2015-12-04,33446
2015-12-05,33229
2015-12-06,32990
2015-12-07,32475
2015-12-08,32309
2015-12-09,32799
2015-12-10,33049
2015-12-11,33300
2015-12-12,33422
2015-12-13,33467
2015-12-14,33426
2015-12-15,33457
2015-12-16,33265
2015-12-17,33665
2015-12-18,33503
2015-12-19,33485
2015-12-20,33484
2015-12-21,33491
2015-12-22,33573
2015-12-23,33701
2015-12-24,33653
2015-12-25,33536
2015-12-26,33401
2015-12-27,33717
2015-12-28,33345
2015-12-29,33654
2015-12-30,33546
2015-12-31,33720
2016-01-01,33544
2016-01-02,33390
2016-01-03,33268
2016-01-04,33310
2016-01-05,33421
2016-01-06,32930
2016-01-07,33125
2016-01-08,33251
2016-01-09,33159
2016-01-10,33119
2016-01-11,32672
2016-01-12,32518
2016-01-13,32503
2016-01-14,32841
2016-01-15,33240
2016-01-16,33372
2016-01-17,32617
2016-01-18,32563
2016-01-19,32921
2016-01-20,33171
2016-01-21,33097
2016-01-22,32595
2016-01-23,31827
2016-01-24,30985
2016-01-25,30771
2016-01-26,30568
2016-01-27,30830
2016-01-28,30904
2016-01-29,31532
2016-01-30,31635
2016-01-31,31953
2016-02-01,32241
2016-02-02,32408
2016-02-03,32470
2016-02-04,31615
2016-02-05,30768
2016-02-06,31008
2016-02-07,31441
2016-02-08,31799
2016-02-09,32076
2016-02-10,32347
2016-02-11,32377
2016-02-12,32584
2016-02-13,32096
2016-02-14,31766
2016-02-15,31766
2016-02-16,32146
2016-02-17,32255
2016-02-18,31965
2016-02-19,32326
2016-02-20,32564
2016-02-21,32692
2016-02-22,32824
2016-02-23,32900
2016-02-24,32706
2016-02-25,32981
2016-02-26,33126
2016-02-27,33197
2016-02-28,33248
2016-02-29,33284
2016-03-01,33002
2016-03-02,33093
2016-03-03,33054
2016-03-04,33184
2016-03-05,32776
2016-03-06,32038
2016-03-07,31837
2016-03-08,31495
2016-03-09,31551
2016-03-10,32088
2016-03-11,32327
2016-03-12,32832
2016-03-13,32538
2016-03-14,32989
2016-03-15,33163
2016-03-16,32980
2016-03-17,32738
2016-03-18,32508
2016-03-19,32493
2016-03-20,32630
2016-03-21,32968
2016-03-22,33083
2016-03-23,33160
2016-03-24,33196
2016-03-25,33038
2016-03-26,32310
2016-03-27,32155
2016-03-28,32062
2016-03-29,32192
2016-03-30,31670
2016-03-31,32431
2016-04-01,32220
2016-04-02,32057
2016-04-03,31999
2016-04-04,32550
2016-04-05,32270
2016-04-06,32195
2016-04-07,32087
2016-04-08,32283
2016-04-09,32601
2016-04-10,32771
2016-04-11,32549
2016-04-12,32708
2016-04-13,32753
2016-04-14,32814
2016-04-15,32720
2016-04-16,32375
2016-04-17,31630
2016-04-18,32200
2016-04-19,32674
2016-04-20,32932
2016-04-21,32918
2016-04-22,32585
2016-04-23,32286
2016-04-24,32394
2016-04-25,32200
2016-04-26,32352
2016-04-27,32501
2016-04-28,32484
2016-04-29,31995
2016-04-30,31994
2016-05-01,31459
2016-05-02,31466
2016-05-03,31704
2016-05-04,31573
2016-05-05,31619
2016-05-06,30871
2016-05-07,30501
2016-05-08,30454
2016-05-09,30391
2016-05-10,30298
2016-05-11,30522
2016-05-12,30747
2016-05-13,31270
2016-05-14,31534
2016-05-15,31894
2016-05-16,32202
2016-05-17,32285
2016-05-18,32667
2016-05-19,32535
2016-05-22,31274
2016-05-23,31834
2016-05-24,31962
2016-05-25,32077
2016-05-26,32259
2016-05-27,32402
2016-05-28,32436
2016-05-29,32448
2016-05-30,32249
2016-05-31,32708
2016-06-01,32880
2016-06-02,33042
2016-06-03,33123
2016-06-04,32752
2016-06-05,32403
2016-06-06,32942
2016-06-07,32818
2016-06-08,32880
2016-06-09,32652
2016-06-10,32335
2016-06-11,32099
2016-06-12,31848
2016-06-13,31317
2016-06-14,32109
2016-06-15,32666
2016-06-16,32468
2016-06-17,32419
2016-06-18,32211
2016-06-19,31779
2016-06-20,31208
2016-06-21,31171
2016-06-22,31689
2016-06-23,32017
2016-06-24,32019
2016-06-25,32137
2016-06-26,32422
2016-06-27,32147
2016-06-28,32169
2016-06-29,32536
2016-06-30,32640
2016-07-01,32882
2016-07-02,32763
2016-07-03,32440
2016-07-04,32626
2016-07-05,32415
2016-07-06,32471
2016-07-07,32052
2016-07-08,32356
2016-07-09,32383
2016-07-10,32023
2016-07-11,31179
2016-07-12,31199
2016-07-13,31928
2016-07-14,32345
2016-07-15,32580
2016-07-16,32710
2016-07-17,32657
2016-07-18,32635
2016-07-23,32445
2016-07-24,32519
2016-07-25,32316
2016-07-26,32515
2016-07-27,32631
2016-07-28,32767
2016-07-29,32472
2016-07-30,32789
2016-07-31,32650
2016-08-01,32914
2016-08-02,33013
2016-08-03,32966
2016-08-04,32983
2016-08-05,32993
2016-08-06,32957
2016-08-07,33063
2016-08-08,32701
2016-08-09,32884
2016-08-10,32938
2016-08-11,32862
2016-08-12,32940
2016-08-13,32995
2016-08-14,32931
2016-08-15,32951
2016-08-16,32857
2016-08-17,32791
2016-08-18,32390
2016-08-19,31896
2016-08-20,32325
2016-08-21,31867
2016-08-22,31910
2016-08-23,31309
2016-08-24,30814
2016-08-25,30687
2016-08-26,31383
2016-08-28,31942
2016-08-31,32385
2016-09-01,32790
2016-09-02,32950
2016-09-03,33164
2016-09-04,32967
2016-09-05,33227
2016-09-06,33247
2016-09-07,32991
2016-09-08,33223
2016-09-09,33314
2016-09-10,33410
2016-09-11,33538
2016-09-12,33530
2016-09-13,33590
2016-09-14,33516
2016-09-15,33348
2016-09-16,33178
2016-09-17,33072
2016-09-18,32859
2016-09-19,33032
2016-09-20,32999
2016-09-21,32847
2016-09-22,32799
2016-09-23,32673
2016-09-24,32438
2016-09-25,32392
2016-09-26,31972
2016-09-27,31799
2016-09-28,32106
2016-09-29,31765
2016-09-30,31851
2016-10-01,31982
2016-10-02,32087
2016-10-03,32223
2016-10-04,32417
2016-10-05,32495
2016-10-06,32781
2016-10-07,32928
2016-10-08,33126
2016-10-09,32930
2016-10-10,32545
2016-10-11,32499
2016-10-12,32410
2016-10-13,32754
2016-10-14,32965
2016-10-15,32904
2016-10-16,32934
2016-10-17,32892
2016-10-18,32824
2016-10-19,32814
2016-10-20,32876
2016-10-21,32845
2016-10-22,32488
2016-10-23,32526
2016-10-24,32701
2016-10-25,32450
2016-10-26,32649
2016-10-27,32426
2016-10-28,32558
2016-10-29,32723
2016-10-30,32762
2016-10-31,32849
2016-11-01,32835
2016-11-02,32928
2016-11-03,32973
2016-11-04,32921
2016-11-05,33040
2016-11-06,32915
2016-11-07,31960
2016-11-08,31507
2016-11-09,31424
2016-11-10,31813
2016-11-11,31935
2016-11-12,31946
2016-11-13,31225
2016-11-14,31512
2016-12-08,32786
2016-12-09,32907
2016-12-10,32740
2016-12-11,32514
2016-12-12,32515
2016-12-13,32233
2016-12-14,32765
2016-12-15,32392
2016-12-16,32572
2016-12-17,32619
2016-12-18,32064
2016-12-19,31655
2016-12-20,31757
2016-12-21,32367
2016-12-22,32323
2016-12-23,32313
2016-12-24,32461
2016-12-25,32575
2016-12-26,32378
2016-12-27,32260
2016-12-28,32210
2016-12-29,32289
2016-12-30,32452
2016-12-31,32572
2017-01-01,31968
2017-01-02,32123
2017-01-03,31888
2017-01-04,31293
2017-01-05,30855
2017-01-06,31585
2017-01-07,31197
2017-01-08,31648
2017-01-09,31959
2017-01-10,31809
2017-01-11,32264
2017-01-12,32511
2017-01-13,32460
2017-01-14,32544
2017-01-15,32520
2017-01-16,32570
2017-01-17,32466
2017-01-18,32326
2017-01-19,32340
2017-01-20,32564
2017-01-21,32719
2017-01-22,32607
2017-01-27,32387
2017-01-28,32507
2017-01-29,32529
2017-01-30,32525
2017-01-31,32541
2017-02-01,32474
2017-02-02,32492
2017-02-03,32576
2017-02-04,32300
2017-02-05,32232
2017-02-06,32273
2017-02-07,32435
2017-02-08,32778
2017-02-09,32587
2017-02-10,32865
2017-02-11,32707
2017-02-12,32407
2017-02-13,32327
2017-02-14,31989
2017-02-15,31800
2017-02-16,31924
2017-02-18,32194
2017-02-19,32184
2017-02-20,32369
2017-02-21,32491
2017-02-22,32615
2017-02-23,32733
2017-02-24,32936
2017-02-25,32915
2017-02-26,32798
2017-02-27,33008
2017-02-28,32960
2017-03-01,33082
2017-03-02,33096
2017-03-03,33146
2017-03-04,33111
2017-03-05,33138
2017-03-06,33086
2017-03-07,32822
2017-03-08,32845
2017-03-09,32819
2017-03-10,32900
2017-03-11,32966
2017-03-12,32678
2017-03-13,32892
2017-03-14,32926
2017-03-15,32968
2017-03-16,32978
2017-03-17,33115
2017-03-18,33005
2017-03-19,33021
2017-03-20,33056
2017-03-21,33013
2017-03-22,32843
2017-03-23,33006
2017-03-24,33007
2017-03-25,33009
2017-03-26,33047
2017-03-27,33102
2017-03-28,33162
2017-03-29,33172
2017-03-30,33117
2017-03-31,33294
2017-04-01,33407
2017-04-02,33294
2017-04-03,33353
2017-04-04,33293
2017-04-12,33147
2017-04-13,33220
2017-04-14,32972
2017-04-15,33004
2017-04-16,33010
2017-04-17,32706
2017-04-18,32960
2017-04-19,32487
2017-04-20,31121
2017-04-21,29917
2017-04-22,29790
2017-04-23,29883
2017-04-24,29880
2017-04-25,29846
2017-04-26,29781
2017-04-27,30229
2017-04-28,30944
2017-04-29,31961
2017-04-30,31884
2017-05-01,31344
2017-05-02,31940
2017-05-03,31472
2017-05-04,31051
2017-05-05,31499
2017-05-06,30832
2017-05-07,30497
2017-05-08,31344
2017-05-09,31574
2017-05-10,31751
2017-05-11,31640
2017-05-12,31804
2017-05-13,31802
2017-05-14,31775
2017-05-15,31829
2017-05-16,32136
2017-05-17,32297
2017-05-18,32454
2017-05-19,32520
2017-05-20,32521
2017-05-21,32611
2017-05-22,32891
2017-05-23,33117
2017-05-24,33059
2017-05-25,31406
2017-05-26,29838
2017-05-27,29298
2017-05-28,29367
2017-05-29,29516
2017-05-30,29596
2017-05-31,29584
2017-06-01,29514
2017-06-02,29514
2017-06-03,29475
2017-06-06,29612
2017-06-07,29597
2017-06-08,29551
2017-06-09,29510
2017-06-10,29425
2017-06-11,29432
2017-06-12,29599
2017-06-13,29608
2017-06-14,29615
2017-06-15,29614
2017-06-16,29653
2017-06-17,29603
2017-06-18,29618
2017-06-19,29620
2017-06-20,29633
2017-06-21,29598
2017-06-22,29573
2017-06-23,29626
2017-06-24,29618
2017-06-25,29567
2017-06-26,29565
2017-06-27,29556
2017-06-28,29636
2017-06-29,29621
2017-06-30,29585
2017-07-01,29528
2017-07-02,29367
2017-07-03,29450
2017-07-04,29501
2017-07-05,29592
2017-07-06,29627
2017-07-07,29635
2017-07-08,29592
2017-07-13,29626
2017-07-14,29639
2017-07-15,29660
2017-07-16,29631
2017-07-17,29657
2017-07-18,29681
2017-07-19,29728
2017-07-20,29695
2017-07-21,29690
2017-07-22,29650
2017-07-23,29598
2017-07-24,29648
2017-07-25,29680
2017-07-26,29722
2017-07-27,29675
2017-07-28,29616
2017-07-29,29543
2017-07-30,29607
2017-07-31,29701
2017-08-01,29692
2017-08-02,29672
2017-08-03,29656
2017-08-04,29647
2017-08-05,29661
2017-08-06,29672
2017-08-09,29672
2017-08-10,29708
2017-08-11,29652
2017-08-12,29653
2017-08-13,29578
2017-08-14,29642
2017-08-15,29542
2017-08-17,29690
2017-08-18,29643
2017-08-19,29658
2017-08-20,29622
2017-08-21,29615
2017-08-22,29649
2017-08-23,29673
2017-08-24,29651
2017-08-25,29637
2017-08-26,29604
2017-08-27,29578
2017-08-28,29611
2017-08-29,29565
2017-08-30,29609
2017-08-31,29613
2017-09-01,29652
2017-09-02,29604
2017-09-03,29582
2017-09-04,29604
2017-09-05,29630
2017-09-06,29671
2017-09-07,29677
2017-09-08,29679
2017-09-09,29661
2017-09-10,29621
2017-09-11,29602
2017-09-12,29544
2017-09-13,29614
2017-09-14,29649
2017-09-15,29675
2017-09-16,29666
2017-09-17,29659
2017-09-19,29655
2017-09-20,29626
2017-09-21,29649
2017-09-22,29644
2017-09-23,29611
2017-09-24,29634
2017-09-25,29596
2017-09-26,29593
2017-09-27,29604
2017-09-28,29647
2017-09-29,29620
2017-09-30,29647
2017-10-01,29611
2017-10-02,29606
2017-10-03,29634
2017-10-04,29668
2017-10-05,29697
2017-10-06,29667
2017-10-07,29652
2017-10-08,29650
2017-10-09,29642
2017-10-10,29626
2017-10-11,29621
2017-10-12,29659
2017-10-13,29627
2017-10-14,29611
2017-10-15,29617
2017-10-16,29596
2017-10-17,29601
2017-10-18,29621
2017-10-19,29626
2017-10-20,29629
2017-10-21,29640
2017-10-22,29626
2017-10-23,29650
2017-10-24,29646
2017-10-25,29640
2017-10-26,29624
2017-10-27,29586
2017-10-28,29599
2017-10-29,29582
2017-10-30,29616
2017-10-31,29621
2017-11-01,29656
2017-11-02,29637
2017-11-03,29646
2017-11-04,29557
2017-11-05,29554
2017-11-06,29576
2017-11-07,29637
2017-11-08,29630
2017-11-09,29633
2017-11-10,29645
2017-11-11,29599
2017-11-12,29517
2017-11-13,29607
2017-11-14,29642
2017-11-15,29555
2017-11-16,29588
2017-11-17,29635
2017-11-18,29571
2017-11-19,29599
2017-11-20,29685
2017-11-21,29645
2017-11-22,29569
2017-11-23,29589
2017-11-24,29598
2017-11-25,29576
2017-11-26,29646
2017-11-27,29606
2017-11-28,29645
2017-11-29,29668
2017-11-30,29641
2017-12-01,29633
2017-12-02,29618
2017-12-03,29592
2017-12-04,29614
2017-12-05,29646
2017-12-06,29634
2017-12-07,29630
2017-12-08,29644
2017-12-09,29653
2017-12-10,29546
2017-12-11,29557
2017-12-12,29553
2017-12-13,29583
2017-12-14,29615
2017-12-15,29641
2017-12-16,29651
2017-12-17,29582
2017-12-18,29631
2017-12-19,29703
2017-12-20,29707
2017-12-21,29665
2017-12-22,29615
2017-12-23,29614
2017-12-24,29654
2017-12-25,29687
2017-12-26,29645
2017-12-27,29589
2017-12-28,29619
2017-12-29,29637
2017-12-30,29591
2017-12-31,29596
2018-01-01,29582
2018-01-02,29563
2018-01-03,29505
2018-01-04,29528
2018-01-05,29549
2018-01-06,29596
2018-01-07,29575
2018-01-08,29496
2018-01-09,29582
2018-01-10,29640
2018-01-11,29561
2018-01-12,29634
2018-01-13,29548
2018-01-14,29617
2018-01-15,29707
2018-01-16,29613
2018-01-17,29622
2018-01-18,29619
2018-01-19,29656
2018-01-20,29646
2018-01-21,29590
2018-01-22,29646
2018-01-23,29631
2018-01-24,29687
2018-01-25,29648
2018-01-26,29622
2018-01-27,29640
2018-01-28,29649
2018-01-29,29629
2018-01-30,29491
2018-01-31,29663
2018-02-01,29617
2018-02-02,29644
2018-02-03,29643
2018-02-04,29605
2018-02-05,29621
2018-02-06,29616
2018-02-07,29619
2018-02-08,29587
2018-02-09,29606
2018-02-10,29580
2018-02-11,29598
2018-02-12,29578
2018-02-13,29630
2018-02-14,29622
2018-02-15,29634
2018-02-16,29620
2018-02-17,29619
2018-02-18,29571
2018-02-19,29584
2018-02-20,29619
2018-02-21,29577
2018-02-22,29622
2018-02-23,29605
2018-02-24,29616
2018-02-25,29629
2018-02-26,29634
2018-02-27,29628
2018-02-28,29624
2018-03-01,29613
2018-03-02,29552
2018-03-03,29631
2018-03-04,29635
2018-03-05,29640
2018-03-06,29622
2018-03-07,29652
2018-03-08,29631
2018-03-09,29632
2018-03-10,29613
2018-03-11,29612
2018-03-12,29643
2018-03-13,29684
2018-03-14,29610
2018-03-15,29659
2018-03-16,29632
2018-03-17,29655
2018-03-18,29655
2018-03-19,29700
2018-03-20,29701
2018-03-21,29653
2018-03-23,29647
2018-03-24,29649
2018-03-26,29674
2018-03-27,29678
2018-03-29,29670
2018-03-30,29660
2018-03-31,29645
2018-04-01,29639
2018-04-02,29631
2018-04-03,29655
2018-04-04,29659
2018-04-05,29698
2018-04-06,29677
2018-04-08,29674
2018-04-09,29679
2018-04-10,29651
2018-04-11,29670
2018-04-12,29662
2018-04-13,29655
2018-04-14,29674
2018-04-15,29606
2018-04-16,29650
2018-04-17,29652
2018-04-18,29667
2018-04-19,29605
2018-04-20,29633
2018-04-21,29628
2018-04-22,29632
2018-04-23,29656
2018-04-24,29642
2018-04-25,29666
2018-04-26,29664
2018-04-27,29667
2018-04-28,29643
2018-04-29,29647
2018-04-30,29589
2018-05-01,29623
2018-05-02,29698
2018-05-03,29643
2018-05-04,29631
2018-05-05,29646
2018-05-06,29606
2018-05-07,29625
2018-05-08,29609
2018-05-09,29585
2018-05-10,29572
2018-05-11,29577
2018-05-12,29587
2018-05-13,29556
2018-05-14,29556
2018-05-15,29643
2018-05-16,29645
2018-05-17,29675
2018-05-18,29635
2018-05-19,29627
2018-05-20,29657
2018-05-21,29660
2018-05-22,29671
2018-05-23,29703
2018-05-24,29640
2018-05-25,29620
2018-05-26,29667
2018-05-27,29651
2018-05-28,29636
2018-05-29,29653
2018-05-30,29647
2018-05-31,29631
2018-06-01,29669
2018-06-02,29667
2018-06-03,29674
2018-06-04,29642
2018-06-05,29668
2018-06-06,29638
2018-06-07,29477
2018-06-08,29588
2018-06-09,29600
2018-06-10,29613
2018-06-11,29628
2018-06-12,29629
2018-06-13,29599
2018-06-14,29626
2018-06-15,29584
2018-06-16,29569
2018-06-17,29580
2018-06-18,29634
2018-06-19,29629
2018-06-20,29618
2018-06-21,29613
2018-06-22,29610
2018-06-23,29643
2018-06-24,29671
2018-06-25,29675
2018-06-26,29660
2018-06-27,29624
2018-06-28,29600
2018-06-29,29579
2018-06-30,29638
2018-07-01,29608
2018-07-02,29611
2018-07-03,29595
2018-07-04,29599
2018-07-05,29675
2018-07-06,29597
2018-07-07,29581
2018-07-08,29588
2018-07-09,29588
2018-07-10,29600
2018-07-11,29604
2018-07-12,29661
2018-07-13,29614
2018-07-14,29633
2018-07-15,29606
2018-07-16,29573
2018-07-17,29605
2018-07-18,29563
2018-07-19,29625
2018-07-20,29602
2018-07-21,29569
2018-07-22,29572
2018-07-23,29582
2018-07-24,29592
2018-07-25,29602
2018-07-26,29512
2018-07-27,29490
2018-07-28,29519
2018-07-29,29497
2018-07-30,29503
2018-07-31,29560
2018-08-01,29529
2018-08-02,29549
2018-08-03,29562
2018-08-04,29513
2018-08-05,29461
2018-08-06,29526
2018-08-07,29548
2018-08-08,29495
2018-08-09,29566
2018-08-10,29525
2018-08-11,29477
2018-08-12,29463
2018-08-14,29495
2018-08-16,29536
2018-08-17,29548
2018-08-18,29542
2018-08-19,29575
2018-08-20,29595
2018-08-21,29572
2018-08-22,29591
2018-08-23,29583
2018-08-24,29609
2018-08-25,29557
2018-08-26,29486
2018-08-27,29578
2018-08-28,29559
2018-08-29,29575
2018-08-30,29598
2018-08-31,29578
2018-09-01,29575
2018-09-02,29548
2018-09-03,29576
2018-09-04,29619
2018-09-05,29572
2018-09-06,29621
2018-09-07,29558
2018-09-08,29530
2018-09-09,29542
2018-09-10,29606
2018-09-11,29586
2018-09-12,29597
2018-09-13,29619
2018-09-14,29613
2018-09-15,29635
2018-09-16,29626
2018-09-17,29608
2018-09-18,29604
2018-09-19,29642
2018-09-20,29640
2018-09-21,29575
2018-09-22,29560
2018-09-23,29560
2018-09-24,29623
2018-09-25,29597
2018-09-26,29618
2018-09-27,29644
2018-09-28,29578
2018-09-29,29568
2018-09-30,29544
2018-10-02,29567
2018-10-03,29570
2018-10-04,29624
2018-10-05,29633
2018-10-06,29607
2018-10-07,29608
2018-10-08,29588
2018-10-09,29590
2018-10-10,29635
2018-10-11,29604
2018-10-12,29617
2018-10-13,29602
2018-10-14,29631
2018-10-15,29611
2018-10-16,29600
2018-10-17,29606
2018-10-18,29612
2018-10-19,29653
2018-10-20,29662
2018-10-21,29613
2018-10-22,29590
2018-10-23,29582
2018-10-24,29591
2018-10-25,29614
2018-10-26,29614
2018-10-27,29592
2018-10-28,29613
2018-10-29,29636
2018-10-30,29578
2018-10-31,29604
2018-11-01,29609
2018-11-03,29654
2018-11-04,29625
2018-11-05,29628
2018-11-06,29619
2018-11-07,29713
2018-11-08,29686
2018-11-09,29692
2018-11-10,29649
2018-11-11,29548
2018-11-12,29576
2018-11-13,29600
2018-11-14,29639
2018-11-15,29620
2018-11-16,29594
2018-11-17,29572
2018-11-18,29569
2018-11-19,29575
2018-11-20,29609
2018-11-21,29596
2018-11-22,29620
2018-11-23,29611
2018-11-24,29643
2018-11-25,29670
2018-11-26,29649
2018-11-27,29657
2018-11-28,29658
2018-11-29,29642
2018-12-01,29667
2018-12-02,29665
2018-12-03,29645
2018-12-04,29665
2018-12-05,29634
2018-12-07,29653
2018-12-09,29641
2018-12-10,29696
2018-12-11,29662
2018-12-12,29729
2018-12-13,29645
2018-12-14,29658
2018-12-15,29662
2018-12-16,29543
2018-12-17,29666
2018-12-18,29661
2018-12-19,29641
2018-12-20,29629
2018-12-21,29627
2018-12-22,29629
2018-12-23,29622
2018-12-24,29638
2018-12-25,29636
2018-12-26,29610
2018-12-27,29613
2018-12-28,29579
2018-12-29,29597
2018-12-30,29605
2018-12-31,29607
2019-01-01,29555
2019-01-02,29535
2019-01-03,29577
2019-01-04,29579
2019-01-05,29589
2019-01-06,29605
2019-01-08,29632
2019-01-10,29498
2019-01-11,29533
2019-01-12,29573
2019-01-13,29592
2019-01-14,29607
2019-01-15,29617
2019-01-16,29605
2019-01-17,29621
2019-01-18,29612
2019-01-19,29612
2019-01-20,29611
2019-01-21,29618
2019-01-22,29615
2019-01-23,29607
2019-01-24,29610
2019-01-25,29616
2019-01-26,29623
2019-01-27,29619
2019-01-28,29616
2019-01-29,29636
2019-01-30,29642
2019-01-31,29678
2019-02-01,29649
2019-02-02,29635
2019-02-03,29619
2019-02-04,29605
2019-02-05,29628
2019-02-06,29641
2019-02-07,29669
2019-02-08,29642
2019-02-09,29644
2019-02-10,29664
2019-02-11,29683
2019-02-12,29678
2019-02-13,29683
2019-02-14,29706
2019-02-15,29634
2019-02-16,29632
2019-02-17,29632
2019-02-18,29670
2019-02-19,29711
2019-02-20,29671
2019-02-21,29710
2019-02-22,29665
2019-02-23,29660
2019-02-24,29685
2019-02-25,29675
2019-02-26,29641
2019-02-27,29658
2019-02-28,29664
2019-03-01,29677
2019-03-02,29691
2019-03-03,29652
2019-03-04,29666
2019-03-05,29721
2019-03-06,29688
2019-03-07,29681
2019-03-08,29690
2019-03-09,29675
2019-03-10,29644
2019-03-11,29628
2019-03-12,29656
2019-03-13,29700
2019-03-14,29633
2019-03-15,29622
2019-03-16,29605
2019-03-17,29622
2019-03-18,29618
2019-03-19,29641
2019-03-20,29636
2019-03-21,29627
2019-03-22,29584
2019-03-23,29602
2019-03-24,29614
2019-03-25,29596
2019-03-26,29625
2019-03-27,29625
2019-03-28,29601
2019-03-29,29601
2019-03-30,29586
2019-03-31,29571
2019-04-01,29581
2019-04-02,29605
2019-04-03,29612
