date_obj,Mith%20grapple price
2016-10-02,1147
2016-10-03,1147
2016-10-04,1156
2016-10-05,1156
2016-10-06,1182
2016-10-07,1182
2016-10-08,1225
2016-10-09,1225
2016-10-10,1225
2016-10-11,1242
2016-10-12,1242
2016-10-13,1241
2016-10-14,1241
2016-10-15,1259
2016-10-16,1259
2016-10-17,1274
2016-10-18,1274
2016-10-19,1315
2016-10-20,1315
2016-10-21,1345
2016-10-22,1345
2016-10-23,1395
2016-10-24,1395
2016-10-25,1415
2016-10-26,1415
2016-10-27,1432
2016-10-28,1432
2016-10-29,1387
2016-10-30,1387
2016-10-31,1387
2016-11-01,1389
2016-11-02,1389
2016-11-03,1383
2016-11-04,1380
2016-11-05,1380
2016-11-06,1365
2016-11-07,1365
2016-11-08,1342
2016-11-09,1342
2016-11-10,1373
2016-11-11,1373
2016-11-12,1401
2016-11-13,1401
2016-11-14,1411
2016-11-15,1411
2016-11-16,1411
2016-11-17,1422
2016-11-18,1434
2016-11-19,1434
2016-11-20,1431
2016-11-21,1431
2016-11-22,1432
2016-11-23,1432
2016-11-24,1452
2016-11-25,1452
2016-11-26,1493
2016-11-27,1493
2016-11-28,1566
2016-11-29,1566
2016-11-30,1566
2016-12-01,1621
2016-12-02,1652
2016-12-03,1652
2016-12-04,1587
2016-12-05,1543
2016-12-06,1543
2016-12-07,1532
2016-12-08,1532
2016-12-09,1513
2016-12-10,1513
2016-12-11,1478
2016-12-12,1478
2016-12-13,1467
2016-12-14,1467
2016-12-15,1479
2016-12-16,1479
2016-12-17,1410
2016-12-18,1410
2016-12-19,1344
2016-12-20,1344
2016-12-21,1335
2016-12-22,1335
2016-12-23,1368
2016-12-24,1368
2016-12-25,1419
2016-12-26,1419
2016-12-27,1468
2016-12-28,1468
2016-12-29,1412
2016-12-30,1412
2016-12-31,1373
2017-01-01,1373
2017-01-02,1384
2017-01-03,1384
2017-01-04,1373
2017-01-05,1373
2017-01-06,1323
2017-01-07,1264
2017-01-08,1264
2017-01-09,1212
2017-01-10,1212
2017-01-11,1171
2017-01-12,1183
2017-01-13,1183
2017-01-14,1169
2017-01-15,1198
2017-01-16,1198
2017-01-17,1204
2017-01-18,1148
2017-01-19,1148
2017-01-20,1115
2017-01-21,1109
2017-01-22,1109
2017-01-23,1160
2017-01-24,1211
2017-01-25,1211
2017-01-26,1221
2017-01-27,1221
2017-01-28,1217
2017-01-29,1192
2017-01-30,1192
2017-01-31,1172
2017-02-01,1120
2017-02-02,1120
2017-02-03,1075
2017-02-04,1023
2017-02-05,1023
2017-02-06,984
2017-02-07,984
2017-02-08,984
2017-02-09,935
2017-02-10,888
2017-02-11,843
2017-02-12,843
2017-02-13,848
2017-02-14,872
2017-02-15,872
2017-02-16,871
2017-02-17,871
2017-02-18,846
2017-02-19,878
2017-02-20,878
2017-02-21,914
2017-02-22,914
2017-02-23,938
2017-02-24,938
2017-02-25,939
2017-02-26,939
2017-02-27,957
2017-02-28,966
2017-03-01,966
2017-03-02,994
2017-03-03,994
2017-03-04,995
2017-03-05,995
2017-03-06,964
2017-03-07,964
2017-03-08,945
2017-03-09,945
2017-03-10,918
2017-03-11,922
2017-03-12,922
2017-03-13,910
2017-03-14,864
2017-03-15,864
2017-03-16,836
2017-03-17,836
2017-03-18,876
2017-03-19,920
2017-03-20,954
2017-03-21,954
2017-03-22,954
2017-03-23,997
2017-03-24,1041
2017-03-25,1041
2017-03-26,1069
2017-03-27,1069
2017-03-28,1092
2017-03-29,1123
2017-03-30,1123
2017-03-31,1152
2017-04-01,1152
2017-04-02,1175
2017-04-03,1165
2017-04-04,1165
2017-04-05,1171
2017-04-06,1171
2017-04-07,1182
2017-04-08,1182
2017-04-09,1137
2017-04-10,1137
2017-04-11,1080
2017-04-12,1080
2017-04-13,1041
2017-04-14,1041
2017-04-15,998
2017-04-16,995
2017-04-17,995
2017-04-18,995
2017-04-19,995
2017-04-20,995
2017-04-21,1024
2017-04-22,1024
2017-04-23,1051
2017-04-24,1051
2017-04-25,1051
2017-04-26,1068
2017-04-27,1098
2017-04-28,1098
2017-04-29,1124
2017-04-30,1124
2017-05-01,1118
2017-05-02,1147
2017-05-03,1147
2017-05-04,1096
2017-05-05,1118
2017-05-06,1118
2017-05-07,1147
2017-05-08,1147
2017-05-09,1155
2017-05-10,1155
2017-05-11,1179
2017-05-12,1214
2017-05-13,1262
2017-05-14,1262
2017-05-15,1297
2017-05-16,1286
2017-05-17,1286
2017-05-18,1232
2017-05-19,1232
2017-05-20,1184
2017-05-21,1184
2017-05-22,1148
2017-05-23,1148
2017-05-24,1148
2017-05-25,1200
2017-05-26,1233
2017-05-27,1255
2017-05-28,1317
2017-05-29,1377
2017-05-30,1421
2017-05-31,1417
2017-06-01,1390
2017-06-02,1343
2017-06-03,1343
2017-06-04,1341
2017-06-05,1341
2017-06-06,1351
2017-06-07,1351
2017-06-08,1315
2017-06-09,1250
2017-06-10,1187
2017-06-11,1129
2017-06-12,1129
2017-06-13,1110
2017-06-14,1110
2017-06-15,1122
2017-06-16,1141
2017-06-17,1141
2017-06-18,1159
2017-06-19,1159
2017-06-20,1196
2017-06-21,1196
2017-06-22,1194
2017-06-23,1233
2017-06-24,1230
2017-06-25,1230
2017-06-26,1258
2017-06-27,1268
2017-06-28,1268
2017-06-29,1270
2017-06-30,1276
2017-07-01,1276
2017-07-02,1318
2017-07-03,1346
2017-07-04,1394
2017-07-05,1394
2017-07-06,1449
2017-07-07,1449
2017-07-08,1400
2017-07-09,1400
2017-07-10,1333
2017-07-11,1266
2017-07-12,1266
2017-07-13,1202
2017-07-14,1173
2017-07-15,1173
2017-07-16,1214
2017-07-17,1230
2017-07-18,1230
2017-07-19,1252
2017-07-20,1312
2017-07-21,1370
2017-07-22,1418
2017-07-23,1437
2017-07-24,1437
2017-07-25,1404
2017-07-26,1404
2017-07-27,1274
2017-07-28,1274
2017-07-29,1230
2017-07-30,1192
2017-07-31,1192
2017-08-01,1183
2017-08-02,1188
2017-08-03,1188
2017-08-04,1221
2017-08-05,1177
2017-08-06,1177
2017-08-07,1179
2017-08-08,1179
2017-08-09,1177
2017-08-10,1180
2017-08-11,1234
2017-08-12,1282
2017-08-13,1282
2017-08-14,1340
2017-08-15,1371
2017-08-16,1371
2017-08-17,1371
2017-08-18,1384
2017-08-19,1331
2017-08-20,1274
2017-08-21,1274
2017-08-22,1210
2017-08-23,1210
2017-08-24,1175
2017-08-25,1175
2017-08-26,1134
2017-08-27,1122
2017-08-28,1122
2017-08-29,1085
2017-08-30,1085
2017-08-31,1078
2017-09-01,1030
2017-09-02,1022
2017-09-03,1022
2017-09-04,992
2017-09-05,961
2017-09-06,944
2017-09-07,930
2017-09-08,930
2017-09-09,949
2017-09-10,997
2017-09-11,997
2017-09-12,1040
2017-09-13,1067
2017-09-14,1075
2017-09-15,1075
2017-09-16,1115
2017-09-17,1152
2017-09-18,1152
2017-09-19,1191
2017-09-20,1191
2017-09-21,1210
2017-09-22,1201
2017-09-23,1201
2017-09-24,1214
2017-09-25,1214
2017-09-26,1202
2017-09-27,1202
2017-09-28,1233
2017-09-29,1241
2017-09-30,1241
2017-10-01,1276
2017-10-02,1325
2017-10-03,1325
2017-10-04,1359
2017-10-05,1422
2017-10-06,1467
2017-10-07,1477
2017-10-08,1477
2017-10-09,1466
2017-10-10,1490
2017-10-11,1490
2017-10-12,1450
2017-10-13,1485
2017-10-14,1546
2017-10-15,1546
2017-10-16,1558
2017-10-17,1558
2017-10-18,1558
2017-10-19,1541
2017-10-20,1495
2017-10-21,1433
2017-10-22,1361
2017-10-23,1361
2017-10-24,1295
2017-10-25,1264
2017-10-26,1264
2017-10-27,1265
2017-10-28,1265
2017-10-29,1264
2017-10-30,1269
2017-10-31,1269
2017-11-01,1233
2017-11-02,1171
2017-11-03,1171
2017-11-04,1130
2017-11-05,1130
2017-11-06,1102
2017-11-07,1102
2017-11-08,1091
2017-11-09,1091
2017-11-10,1102
2017-11-11,1126
2017-11-12,1162
2017-11-13,1162
2017-11-14,1125
2017-11-15,1125
2017-11-16,1138
2017-11-17,1138
2017-11-18,1148
2017-11-19,1105
2017-11-20,1091
2017-11-21,1046
2017-11-22,1046
2017-11-23,1068
2017-11-24,1068
2017-11-25,1101
2017-11-26,1098
2017-11-27,1098
2017-11-28,1118
2017-11-29,1118
2017-11-30,1147
2017-12-01,1195
2017-12-02,1195
2017-12-03,1215
2017-12-04,1215
2017-12-05,1228
2017-12-06,1228
2017-12-07,1223
2017-12-08,1223
2017-12-09,1219
2017-12-10,1248
2017-12-11,1260
2017-12-12,1260
2017-12-13,1264
2017-12-14,1264
2017-12-15,1267
2017-12-16,1267
2017-12-17,1256
2017-12-18,1209
2017-12-19,1209
2017-12-20,1232
2017-12-21,1248
2017-12-22,1248
2017-12-23,1237
2017-12-24,1237
2017-12-25,1234
2017-12-26,1258
2017-12-27,1293
2017-12-28,1293
2017-12-29,1307
2017-12-30,1320
2017-12-31,1320
2018-01-01,1326
2018-01-02,1358
2018-01-03,1406
2018-01-04,1406
2018-01-05,1379
2018-01-06,1443
2018-01-07,1443
2018-01-08,1389
2018-01-09,1357
2018-01-10,1357
2018-01-11,1310
2018-01-12,1291
2018-01-13,1260
2018-01-14,1242
2018-01-15,1231
2018-01-16,1229
2018-01-17,1229
2018-01-18,1301
2018-01-19,1301
2018-01-20,1317
2018-01-21,1289
2018-01-22,1265
2018-01-23,1234
2018-01-24,1234
2018-01-25,1281
2018-01-26,1345
2018-01-27,1392
2018-01-28,1351
2018-01-29,1285
2018-01-30,1285
2018-01-31,1212
2018-02-01,1187
2018-02-02,1141
2018-02-03,1171
2018-02-04,1214
2018-02-05,1263
2018-02-06,1281
2018-02-07,1281
2018-02-08,1337
2018-02-09,1378
2018-02-10,1364
2018-02-11,1382
2018-02-12,1390
2018-02-13,1320
2018-02-14,1347
2018-02-15,1344
2018-02-16,1276
2018-02-17,1241
2018-02-18,1221
2018-02-19,1210
2018-02-20,1238
2018-02-21,1238
2018-02-22,1167
2018-02-23,1158
2018-02-24,1189
2018-02-25,1236
2018-02-26,1294
2018-02-27,1336
2018-02-28,1374
2018-03-01,1437
2018-03-02,1432
2018-03-03,1423
2018-03-04,1423
2018-03-05,1390
2018-03-06,1383
2018-03-07,1328
2018-03-08,1278
2018-03-09,1317
2018-03-10,1352
2018-03-11,1322
2018-03-12,1256
2018-03-13,1197
2018-03-14,1197
2018-03-15,1261
2018-03-16,1308
2018-03-17,1307
2018-03-18,1300
2018-03-19,1235
2018-03-20,1235
2018-03-21,1236
2018-03-22,1237
2018-03-23,1238
2018-03-24,1253
2018-03-25,1289
2018-03-26,1349
2018-03-27,1356
2018-03-28,1370
2018-03-29,1368
2018-03-30,1386
2018-03-31,1430
2018-04-01,1499
2018-04-02,1489
2018-04-03,1436
2018-04-04,1409
2018-04-05,1401
2018-04-06,1402
2018-04-07,1424
2018-04-08,1416
2018-04-09,1409
2018-04-10,1429
2018-04-11,1443
2018-04-12,1458
2018-04-13,1425
2018-04-14,1431
2018-04-15,1451
2018-04-16,1462
2018-04-17,1461
2018-04-18,1457
2018-04-19,1460
2018-04-20,1473
2018-04-21,1452
2018-04-22,1443
2018-04-23,1420
2018-04-24,1385
2018-04-25,1326
2018-04-26,1289
2018-04-27,1227
2018-04-28,1192
2018-04-29,1132
2018-04-30,1115
2018-05-01,1163
2018-05-02,1222
2018-05-03,1249
2018-05-04,1271
2018-05-05,1285
2018-05-06,1285
2018-05-07,1278
2018-05-08,1217
2018-05-09,1217
2018-05-10,1175
2018-05-11,1201
2018-05-12,1192
2018-05-13,1203
2018-05-14,1192
2018-05-15,1204
2018-05-16,1243
2018-05-17,1274
2018-05-18,1261
2018-05-19,1276
2018-05-20,1332
2018-05-21,1269
2018-05-22,1223
2018-05-23,1223
2018-05-24,1231
2018-05-25,1187
2018-05-26,1211
2018-05-27,1268
2018-05-28,1285
2018-05-29,1221
2018-05-30,1192
2018-05-31,1183
2018-06-01,1194
2018-06-02,1160
2018-06-03,1216
2018-06-04,1239
2018-06-05,1267
2018-06-06,1267
2018-06-07,1225
2018-06-08,1212
2018-06-09,1229
2018-06-10,1227
2018-06-11,1220
2018-06-12,1262
2018-06-13,1262
2018-06-14,1257
2018-06-15,1278
2018-06-16,1217
2018-06-17,1205
2018-06-18,1214
2018-06-19,1198
2018-06-20,1198
2018-06-21,1226
2018-06-22,1183
2018-06-23,1144
2018-06-24,1124
2018-06-25,1141
2018-06-26,1170
2018-06-27,1152
2018-06-28,1147
2018-06-29,1157
2018-06-30,1161
2018-07-01,1108
2018-07-02,1088
2018-07-03,1034
2018-07-04,993
2018-07-05,973
2018-07-06,953
2018-07-07,973
2018-07-08,987
2018-07-09,993
2018-07-10,1023
2018-07-11,1023
2018-07-12,1072
2018-07-13,1103
2018-07-14,1069
2018-07-15,1086
2018-07-16,1111
2018-07-17,1143
2018-07-18,1143
2018-07-19,1196
2018-07-20,1213
2018-07-21,1233
2018-07-22,1233
2018-07-23,1255
2018-07-24,1301
2018-07-25,1291
2018-07-26,1294
2018-07-27,1310
2018-07-28,1344
2018-07-29,1313
2018-07-30,1291
2018-07-31,1258
2018-08-01,1196
2018-08-02,1210
2018-08-03,1210
2018-08-04,1252
2018-08-05,1275
2018-08-06,1296
2018-08-07,1321
2018-08-08,1335
2018-08-09,1322
2018-08-10,1345
2018-08-11,1319
2018-08-12,1298
2018-08-13,1348
2018-08-14,1362
2018-08-15,1358
2018-08-16,1356
2018-08-17,1348
2018-08-18,1374
2018-08-19,1364
2018-08-20,1348
2018-08-21,1346
2018-08-22,1330
2018-08-23,1374
2018-08-24,1406
2018-08-25,1390
2018-08-26,1363
2018-08-27,1340
2018-08-28,1342
2018-08-29,1291
2018-08-30,1295
2018-08-31,1269
2018-09-01,1285
2018-09-02,1298
2018-09-03,1331
2018-09-04,1344
2018-09-05,1344
2018-09-06,1306
2018-09-07,1289
2018-09-08,1228
2018-09-09,1166
2018-09-10,1166
2018-09-11,1175
2018-09-12,1178
2018-09-13,1178
2018-09-14,1169
2018-09-15,1145
2018-09-16,1119
2018-09-17,1099
2018-09-18,1081
2018-09-19,1039
2018-09-20,1004
2018-09-21,1009
2018-09-22,1001
2018-09-23,975
2018-09-24,982
2018-09-25,983
2018-09-26,985
2018-09-27,1023
2018-09-28,1060
2018-09-29,1097
2018-09-30,1114
2018-10-01,1139
2018-10-02,1154
2018-10-03,1209
2018-10-04,1270
2018-10-05,1313
2018-10-06,1358
2018-10-07,1336
2018-10-08,1319
2018-10-09,1290
2018-10-10,1290
2018-10-11,1303
2018-10-12,1298
2018-10-13,1335
2018-10-14,1354
2018-10-15,1288
2018-10-16,1268
2018-10-17,1265
2018-10-18,1282
2018-10-19,1291
2018-10-20,1297
2018-10-21,1278
2018-10-22,1252
2018-10-23,1280
2018-10-24,1316
2018-10-25,1363
2018-10-26,1381
2018-10-27,1377
2018-10-28,1436
2018-10-29,1485
2018-10-30,1470
2018-10-31,1407
2018-11-01,1340
2018-11-02,1305
2018-11-03,1264
2018-11-04,1212
2018-11-05,1167
2018-11-06,1123
2018-11-07,1071
2018-11-08,1021
2018-11-09,1026
2018-11-10,1062
2018-11-11,1087
2018-11-12,1100
2018-11-13,1126
2018-11-14,1144
2018-11-15,1148
2018-11-16,1133
2018-11-17,1143
2018-11-18,1143
2018-11-19,1144
2018-11-20,1150
2018-11-21,1165
2018-11-22,1197
2018-11-23,1219
2018-11-24,1258
2018-11-25,1276
2018-11-26,1266
2018-11-27,1326
2018-11-28,1344
2018-11-29,1318
2018-11-30,1326
2018-12-01,1324
2018-12-02,1283
2018-12-03,1239
2018-12-04,1214
2018-12-05,1166
2018-12-06,1191
2018-12-07,1196
2018-12-08,1184
2018-12-09,1189
2018-12-10,1176
2018-12-11,1163
2018-12-12,1118
2018-12-13,1103
2018-12-14,1081
2018-12-15,1069
2018-12-16,1059
2018-12-17,1057
2018-12-18,1063
2018-12-19,1104
2018-12-20,1155
2018-12-21,1164
2018-12-22,1155
2018-12-23,1195
2018-12-24,1249
2018-12-25,1263
2018-12-26,1279
2018-12-27,1242
2018-12-28,1188
2018-12-29,1164
