date_obj,Deerstalker price
2019-03-30,29967
2019-03-31,31127
2019-04-01,31127
2019-04-02,31127
2019-04-03,32106
2019-04-04,32106
2019-04-05,32106
2019-04-06,32125
2019-04-07,32125
2019-04-08,32125
2019-04-09,30759
2019-04-10,30759
2019-04-11,29706
2019-04-12,29706
2019-04-13,28524
2019-04-14,28524
2019-04-15,27266
2019-04-16,27266
2019-04-17,25902
2019-04-18,25902
2019-04-19,24664
2019-04-20,24664
2019-04-21,23617
2019-04-22,23617
2019-04-23,23191
2019-04-24,23191
2019-04-25,22374
2019-04-26,22374
2019-04-27,21515
2019-04-28,21515
2019-04-29,21024
2019-04-30,21024
2019-05-01,20581
2019-05-02,20581
2019-05-03,21611
2019-05-04,21611
2019-05-05,22191
2019-05-06,22191
2019-05-07,22969
2019-05-08,22969
2019-05-09,22969
2019-05-10,22271
2019-05-11,22271
2019-05-12,22210
2019-05-13,22210
2019-05-14,23062
2019-05-15,23062
2019-05-16,23062
2019-05-17,23953
2019-05-18,23953
2019-05-19,24744
2019-05-20,24744
2019-05-21,25832
2019-05-22,25832
2019-05-23,25832
2019-05-24,26944
2019-05-25,26944
2019-05-26,27646
2019-05-27,27646
2019-05-28,28859
2019-05-29,28859
2019-05-30,30243
2019-05-31,30243
2019-06-01,30243
2019-06-02,30438
2019-06-03,30438
2019-06-04,30438
2019-06-05,30887
2019-06-06,30887
2019-06-07,30887
2019-06-08,31302
2019-06-09,31302
2019-06-10,31302
2019-06-11,30925
2019-06-12,30925
2019-06-13,30925
2019-06-14,31844
2019-06-15,31844
2019-06-16,31844
2019-06-17,32496
2019-06-18,32496
2019-06-19,32496
2019-06-20,32858
2019-06-21,32858
2019-06-22,32858
2019-06-23,32806
2019-06-24,32806
2019-06-25,32806
2019-06-26,32806
2019-06-27,32624
2019-06-28,32624
2019-06-29,32624
2019-06-30,33301
2019-07-01,33301
2019-07-02,33301
2019-07-03,33639
2019-07-04,33639
2019-07-05,33639
2019-07-06,33639
2019-07-07,33433
2019-07-08,33433
2019-07-09,33433
2019-07-10,32328
2019-07-11,32328
2019-07-12,32328
2019-07-13,32328
2019-07-14,31785
2019-07-15,31785
2019-07-16,31785
2019-07-17,31357
2019-07-18,31357
2019-07-19,31357
2019-07-20,31805
2019-07-21,31805
2019-07-22,31805
2019-07-23,32839
2019-07-24,32839
2019-07-25,32839
2019-07-26,32839
2019-07-27,33343
2019-07-28,33343
2019-07-29,33343
2019-07-30,34006
2019-07-31,34006
2019-08-01,34006
2019-08-02,34291
2019-08-03,34291
2019-08-04,34008
2019-08-05,34008
2019-08-06,34008
2019-08-07,33134
2019-08-08,33134
2019-08-09,33134
2019-08-10,31951
2019-08-11,31951
2019-08-12,31951
2019-08-13,31951
2019-08-14,30794
2019-08-15,30794
2019-08-16,30373
2019-08-17,30373
2019-08-18,30373
2019-08-19,29536
2019-08-20,29536
2019-08-21,29536
2019-08-22,29208
2019-08-23,29208
2019-08-24,29208
2019-08-24,29208
2019-08-25,28312
2019-08-25,28312
2019-08-26,28312
2019-08-27,28312
2019-08-27,28312
2019-08-28,27551
2019-08-29,27551
2019-08-30,27551
2019-08-31,27410
2019-09-01,27410
2019-09-02,27410
2019-09-03,26594
2019-09-04,26594
2019-09-05,26594
2019-09-06,25983
2019-09-07,25983
2019-09-08,24836
2019-09-09,24836
2019-09-10,24836
2019-09-11,24836
2019-09-12,24315
2019-09-13,24315
2019-09-14,24315
2019-09-15,23547
2019-09-16,23547
2019-09-17,23547
2019-09-18,24075
2019-09-19,24075
2019-09-20,24075
2019-09-21,24075
2019-09-22,23460
2019-09-23,23460
2019-09-24,23460
2019-09-25,23157
2019-09-26,23157
2019-09-27,23157
2019-09-28,22101
2019-09-29,22101
2019-09-30,22101
2019-10-01,22101
2019-10-02,22012
2019-10-03,22012
2019-10-04,22012
2019-10-05,21101
2019-10-06,21101
2019-10-07,21101
2019-10-08,20404
2019-10-09,20404
2019-10-10,20404
2019-10-11,20404
2019-10-12,19854
2019-10-13,19854
2019-10-14,20624
2019-10-15,20624
2019-10-16,20624
2019-10-17,20624
2019-10-18,20101
2019-10-19,20101
2019-10-20,20101
2019-10-21,19786
2019-10-22,19786
2019-10-23,19786
2019-10-24,20016
2019-10-25,20016
2019-10-26,20016
2019-10-27,20016
2019-10-28,20097
2019-10-29,20097
2019-10-30,20097
2019-10-31,20097
2019-11-01,20097
2019-11-02,19237
2019-11-03,19237
2019-11-04,18359
2019-11-05,18359
2019-11-06,18359
2019-11-07,18359
2019-11-08,18016
2019-11-09,18016
2019-11-10,17392
2019-11-11,17392
2019-11-12,17392
2019-11-13,17392
2019-11-14,17895
2019-11-15,17895
2019-11-16,17895
2019-11-17,17895
2019-11-18,18485
2019-11-19,18485
2019-11-20,18485
2019-11-21,18485
2019-11-22,19247
2019-11-23,19247
2019-11-24,19247
2019-11-25,20009
2019-11-26,20009
2019-11-27,20009
2019-11-28,20009
2019-11-29,20888
2019-11-30,20888
2019-12-01,20888
2019-12-02,20888
2019-12-03,20721
2019-12-04,20721
2019-12-05,20721
2019-12-06,20721
2019-12-07,20198
2019-12-08,20198
2019-12-09,20198
2019-12-10,20456
2019-12-11,20456
2019-12-12,20456
2019-12-13,20862
2019-12-14,20862
2019-12-15,20862
2019-12-16,21385
2019-12-17,21385
2019-12-18,21385
2019-12-19,21385
2019-12-20,22446
2019-12-21,22446
2019-12-22,22931
2019-12-23,22931
2019-12-24,22931
2019-12-25,22931
2019-12-26,24034
2019-12-27,24034
2019-12-28,24034
2019-12-29,25039
2019-12-30,25039
2019-12-31,25039
2020-01-01,24880
2020-01-02,24880
2020-01-03,24880
2020-01-04,23748
2020-01-05,23748
2020-01-06,23521
2020-01-07,23521
2020-01-08,23521
2020-01-09,23304
2020-01-10,23304
2020-01-11,22809
2020-01-12,22809
2020-01-13,22809
2020-01-14,21727
2020-01-15,21727
2020-01-16,20855
2020-01-17,20855
2020-01-18,20855
2020-01-19,19812
2020-01-20,19812
2020-01-21,19812
2020-01-22,18952
2020-01-23,18952
2020-01-24,18186
2020-01-25,18186
2020-01-26,17400
2020-01-27,17400
2020-01-28,17400
2020-01-29,16637
2020-01-30,16637
2020-01-31,16637
2020-02-01,15950
2020-02-02,15950
2020-02-03,15594
2020-02-04,15594
2020-02-05,15594
2020-02-06,15224
2020-02-07,15224
2020-02-08,15224
2020-02-09,15135
2020-02-10,15135
2020-02-11,15135
2020-02-12,14729
2020-02-13,14729
2020-02-14,14729
2020-02-15,14779
2020-02-16,14779
2020-02-17,14779
2020-02-18,15035
2020-02-19,15035
2020-02-20,15035
2020-02-21,15035
2020-02-22,14436
2020-02-23,14436
2020-02-24,14436
2020-02-25,14377
2020-02-26,14377
2020-02-27,14377
2020-02-28,13667
2020-02-29,13667
2020-03-01,13667
2020-03-02,13041
2020-03-03,13041
2020-03-04,13041
2020-03-05,12406
2020-03-06,12406
2020-03-07,12406
2020-03-08,11802
2020-03-09,11802
2020-03-10,12157
2020-03-11,12157
2020-03-12,12587
2020-03-13,12587
2020-03-14,12587
2020-03-15,12821
2020-03-16,12821
2020-03-17,12821
2020-03-18,12647
2020-03-19,12647
2020-03-20,12448
2020-03-21,12448
2020-03-22,12570
2020-03-23,12570
2020-03-24,12881
2020-03-25,12881
2020-03-26,13302
2020-03-27,13302
2020-03-28,13419
2020-03-29,13419
2020-03-30,13705
2020-03-31,13705
2020-04-01,13830
2020-04-02,13830
2020-04-03,13830
2020-04-04,13703
2020-04-05,13703
2020-04-06,13033
2020-04-07,13033
2020-04-08,12877
2020-04-09,12877
2020-04-10,12877
2020-04-11,12849
2020-04-12,12849
2020-04-13,12809
2020-04-14,12809
2020-04-15,13173
2020-04-16,13173
2020-04-17,12670
2020-04-18,12670
2020-04-19,12383
2020-04-20,12383
2020-04-21,11851
2020-04-22,11444
2020-04-23,11444
2020-04-24,11404
2020-04-25,11404
2020-04-26,11095
2020-04-27,11095
2020-04-28,10638
2020-04-29,10638
2020-04-30,10182
2020-05-01,10182
2020-05-02,9813
2020-05-03,9391
2020-05-04,9391
2020-05-05,8951
2020-05-06,8951
2020-05-07,8584
2020-05-08,8584
2020-05-09,8462
2020-05-10,8462
2020-05-11,8144
2020-05-12,8144
2020-05-13,8497
