date_obj,Blessed%20spirit%20shield price
2019-03-02,1273291
2019-03-03,1259172
2019-03-04,1248165
2019-03-05,1236293
2019-03-06,1208912
2019-03-07,1196314
2019-03-08,1244848
2019-03-09,1257201
2019-03-10,1283234
2019-03-11,1284446
2019-03-12,1260660
2019-03-13,1258502
2019-03-14,1235289
2019-03-15,1234904
2019-03-16,1217171
2019-03-17,1234693
2019-03-18,1262971
2019-03-19,1305431
2019-03-20,1329799
2019-03-21,1340534
2019-03-22,1350346
2019-03-23,1381161
2019-03-24,1365869
2019-03-25,1336813
2019-03-26,1304215
2019-03-27,1314636
2019-03-28,1285025
2019-03-29,1278586
2019-03-30,1312112
2019-03-31,1303508
2019-04-01,1326582
2019-04-02,1332154
2019-04-03,1326066
2019-04-04,1387017
2019-04-05,1398135
2019-04-06,1435751
2019-04-07,1490319
2019-04-08,1467587
2019-04-09,1450820
2019-04-10,1415529
2019-04-11,1359422
2019-04-12,1346242
2019-04-13,1325065
2019-04-14,1316445
2019-04-15,1298283
2019-04-16,1308981
2019-04-17,1319069
2019-04-18,1320309
2019-04-19,1306457
2019-04-20,1330882
2019-04-21,1380485
2019-04-22,1396643
2019-04-23,1408633
2019-04-24,1452327
2019-04-25,1451182
2019-04-26,1458242
2019-04-27,1497238
2019-04-28,1549265
2019-04-29,1512598
2019-04-30,1491933
2019-05-01,1461735
2019-05-02,1447029
2019-05-03,1471103
2019-05-04,1470563
2019-05-05,1492091
2019-05-06,1488363
2019-05-07,1474356
2019-05-08,1451781
2019-05-09,1454853
2019-05-10,1494035
2019-05-11,1533729
2019-05-12,1545535
2019-05-13,1531186
2019-05-14,1520447
2019-05-15,1517309
2019-05-16,1491440
2019-05-17,1479973
2019-05-18,1459343
2019-05-19,1437077
2019-05-20,1398910
2019-05-21,1376473
2019-05-22,1358299
2019-05-23,1327000
2019-05-24,1306411
2019-05-25,1270715
2019-05-26,1261245
2019-05-27,1261073
2019-05-28,1255055
2019-05-29,1310315
2019-05-30,1337462
2019-05-31,1389835
2019-06-01,1409535
2019-06-02,1418557
2019-06-03,1385735
2019-06-04,1335982
2019-06-05,1276544
2019-06-06,1236000
2019-06-07,1221711
2019-06-08,1249860
2019-06-09,1285792
2019-06-10,1266203
2019-06-11,1244867
2019-06-12,1222032
2019-06-13,1208199
2019-06-14,1191210
2019-06-15,1180303
2019-06-16,1199259
2019-06-17,1166506
2019-06-18,1176137
2019-06-19,1178679
2019-06-20,1163738
2019-06-21,1152758
2019-06-22,1170079
2019-06-23,1169797
2019-06-24,1156185
2019-06-25,1141271
2019-06-26,1123211
2019-06-27,1126134
2019-06-28,1145211
2019-06-29,1138860
2019-06-30,1170035
2019-07-01,1202077
2019-07-02,1185809
2019-07-03,1180534
2019-07-04,1189267
2019-07-05,1198773
2019-07-06,1202103
2019-07-07,1194241
2019-07-08,1185598
2019-07-09,1193625
2019-07-10,1212857
2019-07-11,1229501
2019-07-12,1276483
2019-07-13,1303519
2019-07-14,1334840
2019-07-15,1341457
2019-07-16,1381375
2019-07-17,1353630
2019-07-18,1347805
2019-07-19,1338592
2019-07-20,1334034
2019-07-21,1325701
2019-07-22,1308607
2019-07-23,1277509
2019-07-24,1286472
2019-07-25,1283472
2019-07-26,1324391
2019-07-27,1384980
2019-07-28,1419790
2019-07-29,1472795
2019-07-30,1518942
2019-07-31,1508310
2019-08-01,1499288
2019-08-02,1542987
2019-08-03,1603524
2019-08-04,1664468
2019-08-05,1718772
2019-08-06,1647031
2019-08-07,1632509
2019-08-08,1623086
2019-08-09,1596525
2019-08-10,1584998
2019-08-11,1585010
2019-08-12,1583086
2019-08-13,1568234
2019-08-14,1545537
2019-08-15,1493273
2019-08-16,1457211
2019-08-17,1432868
2019-08-18,1429662
2019-08-19,1432742
2019-08-20,1426702
2019-08-21,1410614
2019-08-22,1403278
2019-08-23,1397790
2019-08-24,1397373
2019-08-24,1397373
2019-08-25,1431346
2019-08-25,1431346
2019-08-26,1437598
2019-08-27,1417235
2019-08-27,1417235
2019-08-28,1407260
2019-08-29,1391995
2019-08-30,1366443
2019-08-31,1351648
2019-09-01,1330051
2019-09-02,1319965
2019-09-03,1298778
2019-09-04,1303372
2019-09-05,1288920
2019-09-06,1268375
2019-09-07,1255648
2019-09-08,1292026
2019-09-09,1275687
2019-09-10,1255798
2019-09-11,1251278
2019-09-12,1264131
2019-09-13,1234425
2019-09-14,1220934
2019-09-15,1200324
2019-09-16,1175928
2019-09-17,1139729
2019-09-18,1111088
2019-09-19,1108292
2019-09-20,1131047
2019-09-21,1157067
2019-09-22,1190970
2019-09-23,1236077
2019-09-24,1223807
2019-09-25,1208579
2019-09-26,1220815
2019-09-27,1226333
2019-09-28,1206665
2019-09-29,1202447
2019-09-30,1198253
2019-10-01,1208025
2019-10-02,1199578
2019-10-03,1194555
2019-10-04,1197769
2019-10-05,1215311
2019-10-06,1222666
2019-10-07,1200480
2019-10-08,1174484
2019-10-09,1166013
2019-10-10,1162007
2019-10-11,1175450
2019-10-12,1180279
2019-10-13,1170484
2019-10-14,1156374
2019-10-15,1152507
2019-10-16,1151131
2019-10-17,1139834
2019-10-18,1131335
2019-10-19,1151964
2019-10-20,1136658
2019-10-21,1137040
2019-10-22,1172876
2019-10-23,1181916
2019-10-24,1178295
2019-10-25,1159753
2019-10-26,1137573
2019-10-27,1159798
2019-10-28,1151487
2019-10-29,1134669
2019-10-30,1127845
2019-10-31,1118518
2019-11-01,1106745
2019-11-02,1095214
2019-11-03,1103786
2019-11-04,1109049
2019-11-05,1109558
2019-11-06,1086229
2019-11-07,1056666
2019-11-08,1038077
2019-11-09,1001683
2019-11-10,970678
2019-11-11,964938
2019-11-12,977290
2019-11-13,1009188
2019-11-14,1053474
2019-11-15,1090339
2019-11-16,1110607
2019-11-17,1099100
2019-11-18,1102315
2019-11-19,1130287
2019-11-20,1132313
2019-11-21,1138491
2019-11-22,1151523
2019-11-23,1129462
2019-11-24,1135120
2019-11-25,1116109
2019-11-26,1114653
2019-11-27,1114559
2019-11-28,1127061
2019-11-29,1107803
2019-11-30,1103724
2019-12-01,1099445
2019-12-02,1107562
2019-12-03,1096400
2019-12-04,1086911
2019-12-05,1067195
2019-12-06,1070477
2019-12-07,1104038
2019-12-08,1083019
2019-12-09,1060361
2019-12-10,1046873
2019-12-11,1034243
2019-12-12,1020708
2019-12-13,1022716
2019-12-14,1017752
2019-12-15,997719
2019-12-16,1007683
2019-12-17,999395
2019-12-18,1000269
2019-12-19,1005000
2019-12-20,996411
2019-12-21,999642
2019-12-22,1024091
2019-12-23,1039207
2019-12-24,1086199
2019-12-25,1094287
2019-12-26,1068620
2019-12-27,1052312
2019-12-28,1023389
2019-12-29,1018316
2019-12-30,1003917
2019-12-31,1000333
2020-01-01,990832
2020-01-02,979897
2020-01-03,963573
2020-01-04,962214
2020-01-05,941813
2020-01-06,913567
2020-01-07,901931
2020-01-08,889481
2020-01-09,914215
2020-01-10,937392
2020-01-11,938008
2020-01-12,892772
2020-01-13,884231
2020-01-14,880089
2020-01-15,890562
2020-01-16,885779
2020-01-17,870732
2020-01-18,874722
2020-01-19,866167
2020-01-20,867907
2020-01-21,883849
2020-01-22,880887
2020-01-23,869664
2020-01-24,849253
2020-01-25,840837
2020-01-26,836689
2020-01-27,839661
2020-01-28,832272
2020-01-29,841080
2020-01-30,845819
2020-01-31,846393
2020-02-01,841615
2020-02-02,840094
2020-02-03,828696
2020-02-04,832791
2020-02-05,835180
2020-02-06,826057
2020-02-07,804684
2020-02-08,765482
2020-02-09,736093
2020-02-10,740614
2020-02-11,744169
2020-02-12,761713
2020-02-13,757090
2020-02-14,757636
2020-02-15,765304
2020-02-16,763982
2020-02-17,761757
2020-02-18,755888
2020-02-19,758995
2020-02-20,759212
2020-02-21,766225
2020-02-22,773810
2020-02-23,793790
2020-02-24,796440
2020-02-25,800111
2020-02-26,818251
2020-02-27,822065
2020-02-28,822434
2020-02-29,853146
2020-03-01,866912
2020-03-02,855289
2020-03-03,843250
2020-03-04,827464
2020-03-05,813788
2020-03-06,778682
2020-03-07,767594
2020-03-08,766355
2020-03-09,761903
2020-03-10,777526
2020-03-11,778345
2020-03-12,799982
2020-03-13,797790
2020-03-14,807418
2020-03-15,791940
2020-03-16,787159
2020-03-17,772570
2020-03-18,779860
2020-03-19,781833
2020-03-20,772431
2020-03-21,772504
2020-03-22,780432
2020-03-23,778856
2020-03-24,767756
2020-03-25,760689
2020-03-26,752957
2020-03-27,752975
2020-03-28,758678
2020-03-29,767779
2020-03-30,779779
2020-03-31,799298
2020-04-01,790725
2020-04-02,787184
2020-04-03,793398
2020-04-04,813972
2020-04-05,826828
2020-04-06,820136
2020-04-07,812891
2020-04-08,801358
2020-04-09,811112
2020-04-10,815196
2020-04-11,815843
2020-04-12,790585
2020-04-13,763517
2020-04-14,755367
2020-04-15,772221
2020-04-16,782174
2020-04-17,774122
2020-04-18,753174
2020-04-19,748814
2020-04-20,759397
2020-04-21,748931
2020-04-22,741754
2020-04-23,746195
2020-04-24,755276
2020-04-25,740104
2020-04-26,751723
2020-04-27,755505
2020-04-28,749313
2020-04-29,759790
2020-04-30,753086
2020-05-01,755776
2020-05-02,752991
2020-05-03,757412
2020-05-04,758256
2020-05-05,757178
2020-05-06,750418
2020-05-07,753192
2020-05-08,755198
2020-05-09,756995
2020-05-10,772581
2020-05-11,765993
2020-05-12,768476
2020-05-13,768504
