date_obj,Mystic%20mist%20staff price
2017-06-08,150273
2017-06-09,150273
2017-06-10,142759
2017-06-11,142759
2017-06-12,142759
2017-06-13,137273
2017-06-14,137273
2017-06-15,137273
2017-06-16,136416
2017-06-17,136416
2017-06-18,136416
2017-06-19,138848
2017-06-20,138848
2017-06-21,143016
2017-06-22,143016
2017-06-23,143016
2017-06-24,149339
2017-06-25,149339
2017-06-26,149339
2017-06-27,150581
2017-06-28,150581
2017-06-29,150581
2017-06-30,147840
2017-07-01,147840
2017-07-02,147840
2017-07-03,148728
2017-07-04,148728
2017-07-05,148728
2017-07-06,142985
2017-07-07,142985
2017-07-08,142985
2017-07-13,147628
2017-07-14,147628
2017-07-15,147628
2017-07-16,150352
2017-07-17,150352
2017-07-18,150352
2017-07-19,149426
2017-07-20,149426
2017-07-21,149426
2017-07-22,149458
2017-07-23,149458
2017-07-24,149458
2017-07-25,145709
2017-07-26,145709
2017-07-27,145709
2017-07-28,143241
2017-07-29,143241
2017-07-30,143241
2017-07-31,142184
2017-08-01,142184
2017-08-02,143364
2017-08-03,143364
2017-08-04,143364
2017-08-05,144722
2017-08-06,144722
2017-08-09,148838
2017-08-10,153988
2017-08-11,153988
2017-08-12,153988
2017-08-13,156947
2017-08-14,156947
2017-08-15,156947
2017-08-16,158334
2017-08-17,158334
2017-08-18,158334
2017-08-19,160134
2017-08-20,160134
2017-08-22,153190
2017-08-23,153190
2017-08-24,152361
2017-08-25,152361
2017-08-26,152361
2017-08-27,158523
2017-08-28,158523
2017-08-29,158523
2017-08-30,160777
2017-08-31,160777
2017-09-01,160777
2017-09-02,155119
2017-09-03,155119
2017-09-04,155119
2017-09-05,150384
2017-09-06,150384
2017-09-07,150384
2017-09-08,146936
2017-09-09,146936
2017-09-10,142776
2017-09-11,142776
2017-09-12,142776
2017-09-13,142629
2017-09-14,142629
2017-09-15,142629
2017-09-16,139964
2017-09-17,139964
2017-09-19,141167
2017-09-20,141167
2017-09-21,141167
2017-09-22,144390
2017-09-23,144390
2017-09-24,144390
2017-09-25,148804
2017-09-26,148804
2017-09-27,148804
2017-09-28,151694
2017-09-29,151694
2017-09-30,151694
2017-10-01,157288
2017-10-02,157288
2017-10-03,157288
2017-10-04,157288
2017-10-05,162212
2017-10-06,162212
2017-10-07,162212
2017-10-08,165377
2017-10-09,165377
2017-10-10,165377
2017-10-11,165377
2017-10-12,163606
2017-10-13,163606
2017-10-14,163606
2017-10-15,163026
2017-10-16,163026
2017-10-17,163026
2017-10-18,162824
2017-10-19,162824
2017-10-20,162824
2017-10-21,157492
2017-10-22,157492
2017-10-23,151504
2017-10-24,151504
2017-10-25,151504
2017-10-26,146958
2017-10-27,146958
2017-10-28,146958
2017-10-29,149331
2017-10-30,149331
2017-10-31,149331
2017-11-01,149331
2017-11-02,147187
2017-11-03,147187
2017-11-04,147187
2017-11-05,144120
2017-11-06,144120
2017-11-07,144120
2017-11-08,140595
2017-11-09,140595
2017-11-10,140595
2017-11-11,137509
2017-11-12,137509
2017-11-13,137509
2017-11-14,137509
2017-11-15,130655
2017-11-16,130655
2017-11-17,130655
2017-11-18,130655
2017-11-19,125698
2017-11-20,125698
2017-11-21,125698
2017-11-22,119868
2017-11-23,119868
2017-11-24,119868
2017-11-25,117601
2017-11-26,117601
2017-11-27,117601
2017-11-28,120394
2017-11-29,120394
2017-11-30,120394
2017-12-01,121763
2017-12-02,121763
2017-12-03,121763
2017-12-04,121763
2017-12-05,121307
2017-12-06,121307
2017-12-07,121307
2017-12-08,120987
2017-12-09,120987
2017-12-10,119308
2017-12-11,119308
2017-12-12,119308
2017-12-14,115641
2017-12-15,115641
2017-12-17,112507
2017-12-18,111921
2017-12-19,111921
2017-12-20,111921
2017-12-21,113604
2017-12-22,113604
2017-12-23,113604
2017-12-24,118143
2017-12-25,118143
2017-12-26,118143
2017-12-27,123725
2017-12-28,123725
2017-12-29,123725
2017-12-30,119725
2017-12-31,119725
2018-01-01,119725
2018-01-02,123099
2018-01-03,123099
2018-01-04,127569
2018-01-05,127569
2018-01-06,130476
2018-01-07,130476
2018-01-08,132835
2018-01-09,132835
2018-01-10,132835
2018-01-11,134622
2018-01-12,134622
2018-01-13,133602
2018-01-14,133602
2018-01-15,131817
2018-01-16,131817
2018-01-17,129168
2018-01-18,129168
2018-01-19,129168
2018-01-20,132508
2018-01-21,132508
2018-01-22,138805
2018-01-23,138805
2018-01-25,145335
2018-01-26,148484
2018-01-27,149111
2018-01-28,149152
2018-01-29,153340
2018-01-31,159687
2018-02-01,164181
2018-02-02,164181
2018-02-03,168072
2018-02-04,169517
2018-02-05,169517
2018-02-06,167434
2018-02-07,163242
2018-02-08,163242
2018-02-09,156428
2018-02-10,156428
2018-02-11,151592
2018-02-12,150067
2018-02-13,151532
2018-02-14,152226
2018-02-15,153804
2018-02-16,153804
2018-02-17,151526
2018-02-18,151032
2018-02-19,153993
2018-02-20,153993
2018-02-21,153925
2018-02-22,153925
2018-02-23,156681
2018-02-24,156681
2018-02-25,157494
2018-02-26,157494
2018-02-27,153476
2018-03-01,152028
2018-03-02,147591
2018-03-03,148324
2018-03-04,148324
2018-03-05,148654
2018-03-06,144962
2018-03-07,141086
2018-03-08,141086
2018-03-09,141293
2018-03-10,141293
2018-03-11,142471
2018-03-12,145350
2018-03-13,145350
2018-03-14,149768
2018-03-15,149768
2018-03-16,155651
2018-03-17,161991
2018-03-18,169624
2018-03-19,169624
2018-03-20,170288
2018-03-21,170288
2018-03-23,167898
2018-03-24,161163
2018-03-26,156309
2018-03-27,150644
2018-03-28,150644
2018-03-29,149621
2018-03-30,149621
2018-03-31,148704
2018-04-01,148704
2018-04-02,147063
2018-04-03,148302
2018-04-04,150806
2018-04-05,150806
2018-04-06,149716
2018-04-07,149716
2018-04-08,147191
2018-04-09,146000
2018-04-10,146000
2018-04-11,146785
2018-04-12,146598
2018-04-13,146598
2018-04-14,146242
2018-04-15,145366
2018-04-16,145366
2018-04-17,146653
2018-04-18,146653
2018-04-19,146230
2018-04-20,146230
2018-04-21,142266
2018-04-22,142266
2018-04-23,141296
2018-04-24,141296
2018-04-25,139633
2018-04-26,139633
2018-04-27,140464
2018-04-28,140464
2018-04-29,137966
2018-04-30,137966
2018-05-01,134332
2018-05-04,132072
2018-05-05,130729
2018-05-06,130729
2018-05-07,130026
2018-05-08,130026
2018-05-09,129381
2018-05-10,129760
2018-05-11,129760
2018-05-12,129852
2018-05-13,129852
2018-05-14,132469
2018-05-15,132469
2018-05-16,135301
2018-05-17,135301
2018-05-18,137256
2018-05-19,141638
2018-05-20,141638
2018-05-21,142241
2018-05-22,142241
2018-05-23,140823
2018-05-24,140823
2018-05-25,138832
2018-05-26,137753
2018-05-27,137753
2018-05-28,135932
2018-05-29,140090
2018-05-30,140090
2018-05-31,145797
2018-06-01,149461
2018-06-02,151077
2018-06-03,151077
2018-06-04,154402
2018-06-05,159482
2018-06-06,157039
2018-06-07,157039
2018-06-08,155512
2018-06-09,155512
2018-06-10,149046
2018-06-11,149046
2018-06-12,149464
2018-06-13,151450
2018-06-14,151450
2018-06-15,154023
2018-06-16,156746
2018-06-17,158315
2018-06-18,153207
2018-06-19,151903
2018-06-20,151903
2018-06-21,149667
2018-06-22,148521
2018-06-23,148521
2018-06-24,145123
2018-06-25,141626
2018-06-26,141626
2018-06-27,137189
2018-06-28,133016
2018-06-29,134220
2018-06-30,135395
2018-07-01,136204
2018-07-02,136204
2018-07-03,137115
2018-07-04,137115
2018-07-05,139883
2018-07-06,140900
2018-07-07,144122
2018-07-08,144122
2018-07-09,147822
2018-07-10,148855
2018-07-11,150670
2018-07-12,150670
2018-07-13,150414
2018-07-14,151066
2018-07-15,151066
2018-07-16,151289
2018-07-17,152937
2018-07-18,152937
2018-07-19,151149
2018-07-20,151149
2018-07-21,151451
2018-07-22,153172
2018-07-23,156560
2018-07-24,158952
2018-07-25,158952
2018-07-26,159516
2018-07-27,160758
2018-07-28,160758
2018-07-29,161274
2018-07-30,162762
2018-07-31,162064
2018-08-01,162064
2018-08-02,159504
2018-08-03,159504
2018-08-04,152029
2018-08-05,144941
2018-08-06,145310
2018-08-07,145310
2018-08-08,146235
2018-08-09,146235
2018-08-10,149006
2018-08-11,151250
2018-08-12,152257
2018-08-14,156629
2018-08-16,156626
2018-08-17,155936
2018-08-18,155936
2018-08-19,158029
2018-08-20,160459
2018-08-21,160459
2018-08-22,160522
2018-08-23,160522
2018-08-24,160242
2018-08-25,155418
2018-08-26,155418
2018-08-27,154992
2018-08-28,158836
2018-08-29,158801
2018-08-30,153917
2018-08-31,154782
2018-09-01,157973
2018-09-02,154065
2018-09-03,152654
2018-09-04,149172
2018-09-05,151504
2018-09-06,151504
2018-09-07,151984
2018-09-08,152714
2018-09-09,154121
2018-09-10,154782
2018-09-11,154782
2018-09-12,156048
2018-09-13,159173
2018-09-14,158018
2018-09-15,156685
2018-09-16,156685
2018-09-17,156827
2018-09-18,158164
2018-09-19,158164
2018-09-20,161153
2018-09-21,165158
2018-09-22,165055
2018-09-23,165178
2018-09-24,161663
2018-09-25,161663
2018-09-26,158583
2018-09-27,158583
2018-09-28,157380
2018-09-29,160095
2018-09-30,159044
2018-10-02,159052
2018-10-03,157720
2018-10-04,157720
2018-10-05,156270
2018-10-06,156651
2018-10-07,156651
2018-10-08,157050
2018-10-09,155240
2018-10-10,156108
2018-10-11,155624
2018-10-12,155624
2018-10-13,157009
2018-10-14,157727
2018-10-15,159943
2018-10-16,165022
2018-10-17,168336
2018-10-18,173305
2018-10-19,179465
2018-10-20,179465
2018-10-21,186485
2018-10-22,193781
2018-10-23,193781
2018-10-24,197153
2018-10-25,204240
2018-10-26,208334
2018-10-27,204016
2018-10-28,199937
2018-10-29,199937
2018-10-30,195497
2018-10-31,187425
2018-11-01,180246
2018-11-03,177521
2018-11-04,179940
2018-11-05,179513
2018-11-06,176586
2018-11-07,174617
2018-11-08,172746
2018-11-09,176022
2018-11-10,179640
2018-11-11,188091
2018-11-12,197459
2018-11-13,207229
2018-11-15,227636
2018-11-16,238969
2018-11-17,250642
2018-11-18,255912
2018-11-19,264685
2018-11-20,269137
2018-11-21,278838
2018-11-22,290710
2018-11-23,304568
2018-11-24,319067
2018-11-25,322605
2018-11-26,325440
2018-11-27,315851
2018-11-28,313564
2018-11-29,315262
2018-12-01,324623
2018-12-02,317504
2018-12-03,312240
2018-12-07,281950
2018-12-09,279926
2018-12-10,282604
2018-12-11,283467
2018-12-12,274598
2018-12-13,267390
2018-12-14,260541
2018-12-15,254239
2018-12-16,248331
2018-12-17,243557
2018-12-18,236950
2018-12-19,235238
2018-12-20,231627
2018-12-21,231757
2018-12-22,233952
2018-12-23,232333
2018-12-24,230583
2018-12-25,234715
2018-12-26,225260
2018-12-27,228362
2018-12-28,230031
2018-12-29,227434
2018-12-30,221959
2018-12-31,221525
2019-01-01,215476
2019-01-02,217127
2019-01-03,224867
2019-01-04,222933
2019-01-05,229255
2019-01-06,238045
2019-01-08,232178
2019-01-10,220204
2019-01-11,211036
2019-01-12,201462
2019-01-13,193307
2019-01-14,190449
2019-01-15,184273
2019-01-16,176650
2019-01-17,174184
2019-01-18,174475
2019-01-19,181216
2019-01-20,188297
2019-01-21,188497
2019-01-22,185981
2019-01-23,180768
2019-01-24,176009
2019-01-25,174997
2019-01-26,173073
2019-01-27,179820
2019-01-28,179957
2019-01-29,176911
2019-01-30,176152
2019-01-31,176155
2019-02-01,175521
2019-02-02,179457
2019-02-03,180127
2019-02-04,182630
2019-02-05,182572
2019-02-06,179601
2019-02-07,179789
2019-02-08,175896
2019-02-09,173793
2019-02-10,172566
2019-02-11,170421
2019-02-12,167124
2019-02-13,164408
2019-02-14,163454
2019-02-15,164558
2019-02-16,162309
2019-02-17,164048
2019-02-18,166035
2019-02-19,168623
2019-02-20,169682
2019-02-21,174751
2019-02-22,179543
2019-02-23,178158
2019-02-24,182375
2019-02-25,183765
2019-02-26,184500
2019-02-27,185273
2019-02-28,183831
2019-03-01,188214
2019-03-02,192319
2019-03-03,196239
2019-03-04,197336
2019-03-05,194501
2019-03-06,193496
2019-03-07,190038
2019-03-08,190038
2019-03-09,187493
2019-03-10,184880
2019-03-11,177925
2019-03-12,176019
2019-03-13,172700
2019-03-14,171349
2019-03-15,172320
2019-03-16,173688
2019-03-17,175305
2019-03-18,175305
2019-03-19,168279
2019-03-20,164287
2019-03-21,162552
2019-03-22,160054
2019-03-23,159300
2019-03-24,159366
2019-03-25,159143
2019-03-26,156569
2019-03-27,156569
2019-03-28,155476
2019-03-29,154498
2019-03-30,154498
2019-03-31,151503
2019-04-01,149480
2019-04-02,147070
2019-04-03,147011
2019-04-04,147424
2019-04-05,145630
2019-04-06,151079
2019-04-07,153877
2019-04-08,156480
2019-04-09,159111
2019-04-10,158679
2019-04-11,158889
2019-04-12,157660
2019-04-13,159117
2019-04-14,156973
2019-04-15,154857
2019-04-16,151945
2019-04-17,148844
2019-04-18,150472
2019-04-19,153788
2019-04-20,157666
2019-04-21,160218
2019-04-22,158972
2019-04-23,160259
2019-04-24,156880
2019-04-25,153776
2019-04-26,155941
2019-04-27,160729
2019-04-28,163545
2019-04-29,159850
2019-04-30,154396
2019-05-01,146990
2019-05-02,142546
2019-05-03,139360
2019-05-04,137504
2019-05-05,131969
2019-05-06,132059
2019-05-07,131270
2019-05-08,131866
2019-05-09,130247
2019-05-10,131138
2019-05-11,129246
2019-05-12,130148
2019-05-13,126432
2019-05-14,124528
2019-05-15,124528
2019-05-16,125314
2019-05-17,125566
2019-05-18,124378
2019-05-19,121832
2019-05-20,119211
2019-05-21,118728
2019-05-22,121701
2019-05-23,119421
2019-05-24,119971
2019-05-25,120466
2019-05-26,122012
2019-05-27,122687
2019-05-28,121474
2019-05-29,122770
2019-05-30,123235
2019-05-31,128818
2019-06-01,135069
2019-06-02,139113
2019-06-03,135740
2019-06-04,135161
2019-06-05,136778
2019-06-06,136292
2019-06-07,135756
2019-06-08,140710
2019-06-09,142050
2019-06-10,142050
2019-06-11,135596
2019-06-12,129066
2019-06-13,125119
2019-06-14,121843
2019-06-15,118539
2019-06-16,119324
2019-06-17,119793
2019-06-18,119033
2019-06-19,118200
2019-06-20,115919
2019-06-21,114600
2019-06-22,113040
2019-06-23,110903
2019-06-24,110238
2019-06-25,108386
2019-06-26,109218
2019-06-27,106952
2019-06-28,106952
2019-06-29,103672
2019-06-30,99489
2019-07-01,99943
2019-07-02,100240
2019-07-03,98296
2019-07-04,98194
2019-07-05,100043
2019-07-06,101870
2019-07-07,105663
2019-07-08,110570
2019-07-09,114093
2019-07-10,118385
2019-07-11,122082
2019-07-12,127903
2019-07-13,132570
2019-07-14,139161
2019-07-15,139161
2019-07-16,146074
2019-07-17,151727
2019-07-18,155873
2019-07-19,157561
2019-07-20,154182
2019-07-21,146874
2019-07-22,144027
2019-07-23,140290
2019-07-24,137451
2019-07-25,136274
2019-07-26,131304
2019-07-27,124880
2019-07-28,120423
2019-07-29,118179
2019-07-30,115612
2019-07-31,113693
2019-08-01,113224
2019-08-02,116345
2019-08-03,118514
2019-08-04,121464
2019-08-05,122010
2019-08-06,121294
2019-08-07,118622
2019-08-08,119568
2019-08-09,118255
2019-08-10,119241
2019-08-11,120994
2019-08-12,122258
2019-08-13,121246
2019-08-14,122829
2019-08-15,126736
2019-08-16,131772
2019-08-17,131772
2019-08-18,138046
2019-08-19,143930
2019-08-20,148952
2019-08-21,155377
2019-08-22,162667
2019-08-23,170422
2019-08-24,176668
2019-08-24,176668
2019-08-25,176668
2019-08-25,176668
2019-08-26,177878
2019-08-26,177878
2019-08-27,170066
2019-08-27,170066
2019-08-28,167910
2019-08-29,166104
2019-08-30,162711
2019-08-31,161337
2019-09-01,159167
2019-09-02,159167
2019-09-03,154408
2019-09-04,152905
2019-09-05,146677
2019-09-06,146677
2019-09-07,143309
2019-09-08,140500
2019-09-09,140500
2019-09-10,138457
2019-09-11,139185
2019-09-12,140455
2019-09-13,140170
2019-09-14,141262
2019-09-15,140628
2019-09-16,137718
2019-09-17,134107
2019-09-18,132257
2019-09-19,129609
2019-09-20,129609
2019-09-21,128681
2019-09-22,125330
2019-09-23,125288
2019-09-24,125288
2019-09-25,125212
2019-09-26,127605
2019-09-27,132215
2019-09-28,138010
2019-09-29,144748
2019-09-30,151924
2019-10-01,159367
2019-10-02,165381
2019-10-03,170702
2019-10-04,174001
2019-10-05,176057
2019-10-06,173856
2019-10-07,173856
2019-10-08,168160
2019-10-09,168160
2019-10-10,159752
2019-10-11,151764
2019-10-12,144175
2019-10-13,137862
2019-10-14,130984
2019-10-15,125261
2019-10-16,124221
2019-10-17,124221
2019-10-18,120886
2019-10-19,115986
2019-10-20,112351
2019-10-21,110041
2019-10-22,108650
2019-10-23,104008
2019-10-24,99487
2019-10-25,97869
2019-10-26,101291
2019-10-27,106301
2019-10-28,109715
2019-10-29,109715
2019-10-30,114483
2019-10-31,117796
2019-11-01,120842
2019-11-02,121624
2019-11-03,122873
2019-11-04,122675
2019-11-05,122675
2019-11-06,124098
2019-11-07,123992
2019-11-08,121645
2019-11-09,119801
2019-11-10,119048
2019-11-11,120401
2019-11-12,120605
2019-11-13,120987
2019-11-14,119721
2019-11-15,119016
2019-11-16,120934
2019-11-17,120934
2019-11-18,119280
2019-11-19,117229
2019-11-20,116841
2019-11-21,116841
2019-11-22,117461
2019-11-23,118954
2019-11-24,122211
2019-11-25,127018
2019-11-26,128614
2019-11-27,128614
2019-11-28,130454
2019-11-29,130454
2019-11-30,129921
2019-12-01,130623
2019-12-02,129858
2019-12-03,128701
2019-12-04,128112
2019-12-05,128112
2019-12-06,126876
2019-12-07,123153
2019-12-08,124290
2019-12-09,120641
2019-12-10,119180
2019-12-11,120812
2019-12-12,120812
2019-12-13,118984
2019-12-14,118948
2019-12-15,119993
2019-12-16,120133
2019-12-17,118336
2019-12-18,118336
2019-12-19,117288
2019-12-20,115452
2019-12-21,113730
2019-12-22,116105
2019-12-23,116296
2019-12-24,118229
2019-12-25,121476
2019-12-26,124725
2019-12-27,125166
2019-12-28,124050
2019-12-29,120267
2019-12-30,116295
2019-12-31,113431
2020-01-01,112275
2020-01-02,113064
2020-01-03,112667
2020-01-04,112257
2020-01-05,110542
2020-01-06,109855
2020-01-07,110747
2020-01-08,110747
2020-01-09,109707
2020-01-10,108076
2020-01-11,108079
2020-01-12,108672
2020-01-13,108672
2020-01-14,110914
2020-01-15,111456
2020-01-16,109268
2020-01-17,107375
2020-01-18,106074
2020-01-19,105486
2020-01-20,102636
2020-01-21,101692
2020-01-22,99470
2020-01-23,100117
2020-01-24,99775
2020-01-25,99498
2020-01-26,98923
2020-01-27,99606
2020-01-28,97761
2020-01-29,95601
2020-01-30,94790
2020-01-31,92766
2020-02-01,92194
2020-02-02,92219
2020-02-03,92406
2020-02-04,91895
2020-02-05,91269
2020-02-06,90735
2020-02-07,90913
2020-02-08,91669
2020-02-09,92138
2020-02-10,90359
2020-02-11,89758
2020-02-12,89182
2020-02-13,89123
2020-02-14,89123
2020-02-15,88734
2020-02-16,88776
2020-02-17,89523
2020-02-18,91468
2020-02-19,93349
2020-02-20,93819
2020-02-21,93819
2020-02-22,94343
2020-02-23,96079
2020-02-24,98883
2020-02-25,101321
2020-02-26,103379
2020-02-27,107715
2020-02-28,112531
2020-02-29,112531
2020-03-01,117199
2020-03-02,120030
2020-03-03,121243
2020-03-04,121243
2020-03-05,119564
2020-03-06,117078
2020-03-07,115561
2020-03-08,114988
2020-03-09,114708
2020-03-10,115483
2020-03-11,115396
2020-03-12,117645
2020-03-13,118043
2020-03-14,118338
2020-03-15,118840
2020-03-16,121382
2020-03-17,124409
2020-03-18,127360
2020-03-19,130047
2020-03-20,131976
2020-03-21,132468
2020-03-22,134606
2020-03-23,138609
2020-03-24,145045
2020-03-25,150604
2020-03-26,155453
2020-03-27,157038
2020-03-28,159802
2020-03-29,157789
2020-03-30,157624
2020-03-31,156329
2020-04-01,155709
2020-04-02,154826
2020-04-03,154826
2020-04-04,152927
2020-04-05,149554
2020-04-06,146497
2020-04-07,142328
2020-04-08,139958
2020-04-09,137278
2020-04-10,135615
2020-04-11,132632
2020-04-12,129831
2020-04-13,126487
2020-04-14,124633
2020-04-15,124140
2020-04-16,123823
2020-04-17,125642
2020-04-18,127879
2020-04-19,127082
2020-04-20,132317
2020-04-21,138004
2020-04-22,140721
2020-04-23,140816
2020-04-24,139918
2020-04-25,145102
2020-04-26,151231
2020-04-27,156206
2020-04-28,160796
2020-04-29,164132
2020-04-30,162928
2020-05-01,156257
2020-05-02,151582
2020-05-03,148039
2020-05-04,144553
2020-05-05,141116
2020-05-06,137895
2020-05-07,134717
2020-05-08,129047
2020-05-09,124576
2020-05-10,129051
2020-05-11,131067
2020-05-12,133903
2020-05-13,138682
