date_obj,Maple%20sapling price
2019-04-09,37983
2019-04-10,37686
2019-04-11,37326
2019-04-12,36468
2019-04-13,35605
2019-04-14,34763
2019-04-15,34630
2019-04-16,34360
2019-04-17,35088
2019-04-18,36057
2019-04-19,36133
2019-04-20,36484
2019-04-21,36884
2019-04-22,37127
2019-04-23,38198
2019-04-24,38755
2019-04-25,39415
2019-04-26,38676
2019-04-27,38218
2019-04-28,37885
2019-04-29,37687
2019-04-30,37304
2019-05-01,37319
2019-05-02,37185
2019-05-03,36938
2019-05-04,36657
2019-05-05,36391
2019-05-06,36433
2019-05-07,35850
2019-05-08,35213
2019-05-09,34727
2019-05-10,34122
2019-05-11,33786
2019-05-12,33368
2019-05-13,33183
2019-05-14,33550
2019-05-15,33507
2019-05-16,33288
2019-05-17,33733
2019-05-18,33952
2019-05-19,34794
2019-05-20,35539
2019-05-21,35189
2019-05-22,36219
2019-05-23,36512
2019-05-24,37742
2019-05-25,37290
2019-05-26,36899
2019-05-27,37574
2019-05-28,36799
2019-05-29,36786
2019-05-30,36562
2019-05-31,36951
2019-06-01,36699
2019-06-02,36438
2019-06-03,36124
2019-06-04,35934
2019-06-05,35751
2019-06-06,35655
2019-06-07,35187
2019-06-08,34930
2019-06-09,34487
2019-06-10,33966
2019-06-11,34036
2019-06-12,34372
2019-06-13,34084
2019-06-14,33592
2019-06-15,33260
2019-06-16,32873
2019-06-17,32777
2019-06-18,33059
2019-06-19,32959
2019-06-20,32719
2019-06-21,31991
2019-06-22,31167
2019-06-23,30377
2019-06-24,29467
2019-06-25,29189
2019-06-26,29073
2019-06-27,30213
2019-06-28,31086
2019-06-29,31590
2019-06-30,31057
2019-07-01,30784
2019-07-02,30796
2019-07-03,31889
2019-07-04,31647
2019-07-05,31785
2019-07-06,31631
2019-07-07,31085
2019-07-08,30841
2019-07-09,30892
2019-07-10,30999
2019-07-11,30890
2019-07-12,30844
2019-07-13,30287
2019-07-14,29965
2019-07-15,30146
2019-07-16,30069
2019-07-17,30514
2019-07-18,30780
2019-07-19,31620
2019-07-20,32110
2019-07-21,33064
2019-07-22,34318
2019-07-23,35934
2019-07-24,36419
2019-07-25,38105
2019-07-26,40003
2019-07-27,41843
2019-07-28,41626
2019-07-29,41866
2019-07-30,42042
2019-07-31,42128
2019-08-01,41119
2019-08-02,40433
2019-08-03,39146
2019-08-04,37311
2019-08-05,37269
2019-08-06,37352
2019-08-07,37699
2019-08-08,37453
2019-08-09,37333
2019-08-10,36933
2019-08-11,36651
2019-08-12,35756
2019-08-13,35151
2019-08-14,33919
2019-08-15,33562
2019-08-16,33076
2019-08-17,32960
2019-08-18,32199
2019-08-19,30949
2019-08-20,30653
2019-08-21,30556
2019-08-22,30887
2019-08-23,32008
2019-08-24,32723
2019-08-24,32723
2019-08-25,32440
2019-08-25,32440
2019-08-26,33334
2019-08-26,33334
2019-08-27,32658
2019-08-27,32658
2019-08-28,33851
2019-08-29,33377
2019-08-30,33544
2019-08-31,32714
2019-09-01,33371
2019-09-02,34737
2019-09-03,34509
2019-09-04,34081
2019-09-05,33728
2019-09-06,33828
2019-09-07,33677
2019-09-08,33217
2019-09-09,32927
2019-09-10,32795
2019-09-11,32509
2019-09-12,32284
2019-09-13,31952
2019-09-14,31743
2019-09-15,30791
2019-09-16,30654
2019-09-17,31179
2019-09-18,32295
2019-09-19,31787
2019-09-20,31459
2019-09-21,30936
2019-09-22,30506
2019-09-23,30546
2019-09-24,31242
2019-09-25,31813
2019-09-26,33167
2019-09-27,33647
2019-09-28,33601
2019-09-29,33266
2019-09-30,33807
2019-10-01,35140
2019-10-02,34810
2019-10-03,36163
2019-10-04,37639
2019-10-05,37817
2019-10-06,38048
2019-10-07,37490
2019-10-08,37255
2019-10-09,37463
2019-10-10,37352
2019-10-11,39180
2019-10-12,40130
2019-10-13,39076
2019-10-14,38547
2019-10-15,37861
2019-10-16,37359
2019-10-17,36775
2019-10-18,36617
2019-10-19,36427
2019-10-20,35905
2019-10-21,36144
2019-10-22,36751
2019-10-23,36435
2019-10-24,36748
2019-10-25,36535
2019-10-26,36894
2019-10-27,37291
2019-10-28,37014
2019-10-29,37229
2019-10-30,37447
2019-10-31,38094
2019-11-01,38673
2019-11-02,38043
2019-11-03,37219
2019-11-04,36898
2019-11-05,36713
2019-11-06,37577
2019-11-07,38775
2019-11-08,39166
2019-11-09,38386
2019-11-10,37957
2019-11-11,37724
2019-11-12,37447
2019-11-13,38499
2019-11-14,38356
2019-11-15,37945
2019-11-16,37566
2019-11-17,37160
2019-11-18,36871
2019-11-19,37303
2019-11-20,37606
2019-11-21,37508
2019-11-22,37042
2019-11-23,37136
2019-11-24,37004
2019-11-25,36809
2019-11-26,36998
2019-11-27,37728
2019-11-28,38042
2019-11-29,37603
2019-11-30,37374
2019-12-01,37259
2019-12-02,37409
2019-12-03,37319
2019-12-04,37702
2019-12-05,37186
2019-12-06,37185
2019-12-07,36897
2019-12-08,36512
2019-12-09,36365
2019-12-10,36481
2019-12-11,36234
2019-12-12,36076
2019-12-13,36457
2019-12-14,36900
2019-12-15,36348
2019-12-16,36373
2019-12-17,36218
2019-12-18,36393
2019-12-19,36417
2019-12-20,36103
2019-12-21,35789
2019-12-22,34522
2019-12-23,33346
2019-12-24,32085
2019-12-25,31082
2019-12-26,30980
2019-12-27,31478
2019-12-28,31292
2019-12-29,32554
2019-12-30,32922
2019-12-31,33233
2020-01-01,33378
2020-01-02,33677
2020-01-03,33222
2020-01-04,33843
2020-01-05,33492
2020-01-06,32831
2020-01-07,32754
2020-01-08,32401
2020-01-09,33078
2020-01-10,33479
2020-01-11,33124
2020-01-12,32866
2020-01-13,32702
2020-01-14,32924
2020-01-15,32974
2020-01-16,32604
2020-01-17,32384
2020-01-18,32435
2020-01-19,33014
2020-01-20,32883
2020-01-21,33521
2020-01-22,33328
2020-01-23,32929
2020-01-24,32717
2020-01-25,33132
2020-01-26,32872
2020-01-27,33826
2020-01-28,33560
2020-01-29,33333
2020-01-30,33298
2020-01-31,33665
2020-02-01,33680
2020-02-02,33783
2020-02-03,33706
2020-02-04,33649
2020-02-05,33460
2020-02-06,33074
2020-02-07,32509
2020-02-08,31673
2020-02-09,31060
2020-02-10,30799
2020-02-11,30520
2020-02-12,30839
2020-02-13,30840
2020-02-14,30902
2020-02-15,30282
2020-02-16,29987
2020-02-17,29595
2020-02-18,29256
2020-02-19,29315
2020-02-20,29640
2020-02-21,29720
2020-02-22,28968
2020-02-23,28168
2020-02-24,27719
2020-02-25,28185
2020-02-26,28131
2020-02-27,28636
2020-02-28,29341
2020-02-29,28899
2020-03-01,28523
2020-03-02,28949
2020-03-03,29143
2020-03-04,29188
2020-03-05,29439
2020-03-06,29394
2020-03-07,28810
2020-03-08,29299
2020-03-09,29449
2020-03-10,29422
2020-03-11,29154
2020-03-12,30044
2020-03-13,29864
2020-03-14,29562
2020-03-15,29489
2020-03-16,29084
2020-03-17,28628
2020-03-18,28597
2020-03-19,28645
2020-03-20,28453
2020-03-21,28262
2020-03-22,28121
2020-03-23,28583
2020-03-24,29108
2020-03-25,30152
2020-03-26,31491
2020-03-27,31747
2020-03-28,31713
2020-03-29,31599
2020-03-30,31984
2020-03-31,32230
2020-04-01,33449
2020-04-02,34128
2020-04-03,33814
2020-04-04,34398
2020-04-05,35389
2020-04-06,36547
2020-04-07,37488
2020-04-08,38487
2020-04-09,38457
2020-04-10,39322
2020-04-11,39392
2020-04-12,38093
2020-04-13,37821
2020-04-14,37600
2020-04-15,38479
2020-04-16,38661
2020-04-17,39238
2020-04-18,39306
2020-04-19,39166
2020-04-20,39387
2020-04-21,40046
2020-04-22,40543
2020-04-23,41734
2020-04-24,40413
2020-04-25,39418
2020-04-26,38203
2020-04-27,37249
2020-04-28,37043
2020-04-29,37060
2020-04-30,36918
2020-05-01,36382
2020-05-02,36244
2020-05-03,36347
2020-05-04,37089
2020-05-05,37470
2020-05-06,37644
2020-05-07,38137
2020-05-08,39416
2020-05-09,38864
2020-05-10,38269
2020-05-11,38018
2020-05-12,37808
2020-05-13,37558
