date_obj,White%20cavalier price
2015-12-04,45551
2015-12-05,45789
2015-12-06,45780
2015-12-07,47248
2015-12-08,47997
2015-12-09,49540
2015-12-10,51174
2015-12-11,51645
2015-12-13,53502
2015-12-14,53502
2015-12-15,52766
2015-12-16,52384
2015-12-17,52384
2015-12-18,52099
2015-12-19,52099
2015-12-20,50466
2015-12-21,49861
2015-12-22,50105
2015-12-23,50925
2015-12-24,50925
2015-12-25,51645
2015-12-26,51645
2015-12-27,49406
2015-12-28,47748
2015-12-29,46206
2015-12-30,44892
2015-12-31,43455
2016-01-01,41809
2016-01-02,40177
2016-01-03,39728
2016-01-04,39380
2016-01-05,39054
2016-01-06,37198
2016-01-07,36173
2016-01-08,35582
2016-01-09,34928
2016-01-10,34272
2016-01-11,33433
2016-01-12,32921
2016-01-13,32736
2016-01-14,32062
2016-01-15,31240
2016-01-16,30892
2016-01-17,30504
2016-01-18,30196
2016-01-19,30522
2016-01-20,31163
2016-01-21,31074
2016-01-22,30679
2016-01-23,30184
2016-01-24,29843
2016-01-25,30071
2016-01-26,30477
2016-01-27,30884
2016-01-28,30884
2016-01-29,31275
2016-01-30,31275
2016-01-31,31744
2016-02-01,31472
2016-02-02,31593
2016-02-03,31403
2016-02-04,31580
2016-02-05,31110
2016-02-06,30614
2016-02-07,29804
2016-02-08,29063
2016-02-09,28294
2016-02-10,27840
2016-02-11,27627
2016-02-12,27170
2016-02-13,27227
2016-02-14,27774
2016-02-15,27758
2016-02-16,27840
2016-02-17,28507
2016-02-18,28941
2016-02-19,29051
2016-02-20,29258
2016-02-21,29063
2016-02-22,29063
2016-02-23,28385
2016-02-24,28700
2016-02-25,28586
2016-02-26,28586
2016-02-27,28417
2016-02-28,28370
2016-02-29,28368
2016-03-01,28313
2016-03-02,28431
2016-03-03,28729
2016-03-04,28486
2016-03-05,28661
2016-03-06,28996
2016-03-07,28996
2016-03-08,29025
2016-03-09,28769
2016-03-10,28656
2016-03-11,28387
2016-03-12,28199
2016-03-13,28356
2016-03-14,27420
2016-03-15,26818
2016-03-16,26303
2016-03-17,26305
2016-03-18,26049
2016-03-19,26372
2016-03-20,25281
2016-03-21,25111
2016-03-22,25172
2016-03-23,25021
2016-03-24,25021
2016-03-25,25122
2016-03-26,24382
2016-03-27,23162
2016-03-28,23262
2016-03-29,23128
2016-03-30,23128
2016-03-31,22844
2016-04-01,22987
2016-04-02,23383
2016-04-03,23599
2016-04-04,23770
2016-04-05,23479
2016-04-06,23006
2016-04-07,22573
2016-04-08,22305
2016-04-09,22162
2016-04-10,22195
2016-04-11,22195
2016-04-12,22094
2016-04-13,22399
2016-04-14,22033
2016-04-15,22111
2016-04-16,21864
2016-04-17,21631
2016-04-18,21394
2016-04-19,21307
2016-04-20,21398
2016-04-21,21202
2016-04-22,21202
2016-04-23,21084
2016-04-24,21028
2016-04-25,20832
2016-04-26,20809
2016-04-27,20872
2016-04-28,20895
2016-04-29,20570
2016-04-30,20278
2016-05-01,20075
2016-05-02,19966
2016-05-03,19777
2016-05-04,19692
2016-05-05,19256
2016-05-06,19256
2016-05-07,19151
2016-05-08,19046
2016-05-09,18937
2016-05-10,18956
2016-05-11,19234
2016-05-12,19173
2016-05-13,19145
2016-05-14,19026
2016-05-15,18903
2016-05-16,18726
2016-05-17,18796
2016-05-18,18747
2016-05-19,18702
2016-05-22,18688
2016-05-23,18695
2016-05-24,18616
2016-05-25,18469
2016-05-26,18660
2016-05-27,18488
2016-05-28,18488
2016-05-29,18420
2016-05-30,18850
2016-05-31,18895
2016-06-01,18795
2016-06-02,18903
2016-06-03,19123
2016-06-04,19264
2016-06-05,19289
2016-06-06,19732
2016-06-07,20448
2016-06-08,20996
2016-06-09,21478
2016-06-10,22157
2016-06-11,22162
2016-06-12,22140
2016-06-13,21880
2016-06-14,21559
2016-06-15,21781
2016-06-16,21904
2016-06-17,22012
2016-06-18,21781
2016-06-19,21951
2016-06-20,22286
2016-06-21,21835
2016-06-22,21410
2016-06-23,21274
2016-06-24,21264
2016-06-25,21376
2016-06-26,21546
2016-06-27,21783
2016-06-28,21977
2016-06-29,21749
2016-06-30,21379
2016-07-01,21196
2016-07-02,21132
2016-07-03,21377
2016-07-04,21096
2016-07-05,20414
2016-07-06,20372
2016-07-07,20218
2016-07-08,19797
2016-07-09,19637
2016-07-10,19758
2016-07-11,19628
2016-07-12,19724
2016-07-13,19693
2016-07-14,19660
2016-07-15,19827
2016-07-16,19637
2016-07-17,19722
2016-07-18,19910
2016-07-24,19411
2016-07-25,19417
2016-07-26,19731
2016-07-27,19748
2016-07-28,20376
2016-07-29,20422
2016-07-30,20223
2016-07-31,20223
2016-08-01,20090
2016-08-02,20004
2016-08-03,20028
2016-08-04,19891
2016-08-05,19891
2016-08-06,19999
2016-08-07,20619
2016-08-08,20620
2016-08-09,20669
2016-08-10,20678
2016-08-11,20678
2016-08-12,20769
2016-08-13,20689
2016-08-14,20259
2016-08-15,20195
2016-08-16,20072
2016-08-17,20208
2016-08-18,20158
2016-08-19,20150
2016-08-20,20410
2016-08-21,20446
2016-08-22,20833
2016-08-23,20914
2016-08-24,21064
2016-08-25,20937
2016-08-26,20937
2016-08-28,19986
2016-08-31,19650
2016-09-01,19038
2016-09-02,19038
2016-09-03,18884
2016-09-04,18565
2016-09-05,18408
2016-09-06,18140
2016-09-07,18032
2016-09-08,18032
2016-09-09,18077
2016-09-10,18375
2016-09-11,18375
2016-09-12,18371
2016-09-13,17807
2016-09-14,17807
2016-09-15,17498
2016-09-16,17498
2016-09-17,17436
2016-09-18,17352
2016-09-19,17375
2016-09-20,17469
2016-09-21,17254
2016-09-22,16794
2016-09-23,15954
2016-09-24,15954
2016-09-25,15156
2016-09-26,15156
2016-09-27,14452
2016-09-28,14261
2016-09-29,13581
2016-09-30,13287
2016-10-01,13086
2016-10-02,12977
2016-10-03,12977
2016-10-04,12974
2016-10-05,12760
2016-10-06,12626
2016-10-07,12626
2016-10-08,12228
2016-10-09,12228
2016-10-10,12365
2016-10-11,12527
2016-10-12,12026
2016-10-13,11644
2016-10-14,11699
2016-10-15,11783
2016-10-16,12026
2016-10-17,12309
2016-10-18,12482
2016-10-19,12570
2016-10-20,12692
2016-10-21,12979
2016-10-22,12979
2016-10-23,13188
2016-10-24,13116
2016-10-25,13116
2016-10-26,12945
2016-10-27,12599
2016-10-28,12268
2016-10-29,12376
2016-10-30,12534
2016-10-31,12812
2016-11-01,12812
2016-11-02,12849
2016-11-03,12849
2016-11-04,12969
2016-11-05,12969
2016-11-06,13359
2016-11-07,13245
2016-11-08,13269
2016-11-09,13239
2016-11-10,13099
2016-11-11,13408
2016-11-12,13392
2016-11-13,13392
2016-11-14,13540
2016-12-08,11962
2016-12-09,12136
2016-12-10,12172
2016-12-11,12164
2016-12-12,12165
2016-12-13,12292
2016-12-14,12150
2016-12-15,12150
2016-12-16,12173
2016-12-17,12307
2016-12-18,12307
2016-12-19,12534
2016-12-20,12582
2016-12-21,12739
2016-12-22,12739
2016-12-23,12924
2016-12-24,12924
2016-12-25,13037
2016-12-26,12928
2016-12-27,12984
2016-12-28,13326
2016-12-29,13387
2016-12-30,13499
2016-12-31,13645
2017-01-01,13751
2017-01-02,13841
2017-01-03,13724
2017-01-04,13422
2017-01-05,13570
2017-01-06,13745
2017-01-07,13785
2017-01-08,13802
2017-01-09,13875
2017-01-10,13780
2017-01-11,13257
2017-01-12,13005
2017-01-13,13052
2017-01-14,13117
2017-01-15,13117
2017-01-16,13244
2017-01-17,13278
2017-01-18,13202
2017-01-19,13324
2017-01-20,13319
2017-01-21,13504
2017-01-22,13538
2017-01-27,15287
2017-01-28,15950
2017-01-29,16556
2017-01-30,16800
2017-01-31,17243
2017-02-01,17482
2017-02-02,17617
2017-02-03,17597
2017-02-04,17666
2017-02-05,17659
2017-02-06,17544
2017-02-07,17553
2017-02-08,17329
2017-02-09,17254
2017-02-10,17464
2017-02-11,17360
2017-02-12,17360
2017-02-13,17406
2017-02-14,16995
2017-02-15,16894
2017-02-16,16505
2017-02-18,16213
2017-02-19,15723
2017-02-20,15363
2017-02-21,15158
2017-02-22,15158
2017-02-23,14723
2017-02-24,14561
2017-02-25,14315
2017-02-26,14032
2017-02-27,14095
2017-02-28,14060
2017-03-01,13820
2017-03-02,13856
2017-03-03,13417
2017-03-04,13224
2017-03-05,12651
2017-03-06,12370
2017-03-07,12622
2017-03-08,12882
2017-03-09,13426
2017-03-10,13893
2017-03-11,14009
2017-03-12,13951
2017-03-13,13966
2017-03-14,13806
2017-03-15,13567
2017-03-16,13296
2017-03-17,12842
2017-03-18,12898
2017-03-19,12905
2017-03-20,12523
2017-03-21,12433
2017-03-22,12407
2017-03-23,12451
2017-03-24,12535
2017-03-25,12535
2017-03-26,12762
2017-03-27,12465
2017-03-28,12633
2017-03-29,12476
2017-03-30,12529
2017-03-31,12737
2017-04-01,12726
2017-04-02,12530
2017-04-03,12729
2017-04-04,13051
2017-04-12,12634
2017-04-13,12423
2017-04-14,12013
2017-04-15,11737
2017-04-16,11720
2017-04-17,11743
2017-04-18,11962
2017-04-19,11953
2017-04-20,11776
2017-04-21,11586
2017-04-22,11376
2017-04-23,11219
2017-04-24,11137
2017-04-25,11145
2017-04-26,11145
2017-04-27,11183
2017-04-28,10939
2017-04-29,11235
2017-04-30,11387
2017-05-01,11486
2017-05-02,11202
2017-05-03,11381
2017-05-04,11323
2017-05-05,11321
2017-05-06,11372
2017-05-07,11580
2017-05-08,11981
2017-05-09,11910
2017-05-10,12251
2017-05-11,12499
2017-05-12,12675
2017-05-13,12605
2017-05-14,12685
2017-05-15,12714
2017-05-16,12828
2017-05-17,12867
2017-05-18,13099
2017-05-19,13590
2017-05-20,14132
2017-05-21,14132
2017-05-22,13998
2017-05-23,13670
2017-05-24,13404
2017-05-25,12892
2017-05-26,12750
2017-05-27,12914
2017-05-28,12835
2017-05-29,12846
2017-05-30,12555
2017-05-31,12342
2017-06-01,11782
2017-06-02,11546
2017-06-03,11447
2017-06-06,11775
2017-06-07,12178
2017-06-08,12698
2017-06-09,13125
2017-06-10,13417
2017-06-11,13643
2017-06-12,13349
2017-06-13,13034
2017-06-14,12989
2017-06-15,12879
2017-06-16,12954
2017-06-17,12720
2017-06-18,12633
2017-06-19,12633
2017-06-20,12675
2017-06-21,12465
2017-06-22,12181
2017-06-23,12181
2017-06-24,12253
2017-06-25,12228
2017-06-26,12136
2017-06-27,12056
2017-06-28,12238
2017-06-29,12508
2017-06-30,12927
2017-07-01,12927
2017-07-02,13108
2017-07-03,13295
2017-07-04,13736
2017-07-05,13736
2017-07-06,14153
2017-07-07,14153
2017-07-08,14313
2017-07-13,14684
2017-07-14,14721
2017-07-15,14721
2017-07-16,14725
2017-07-17,14287
2017-07-18,13831
2017-07-19,13704
2017-07-20,13450
2017-07-21,13274
2017-07-22,13274
2017-07-23,12816
2017-07-24,12816
2017-07-25,12704
2017-07-26,12167
2017-07-27,11558
2017-07-28,10980
2017-07-29,11068
2017-07-30,11090
2017-07-31,11090
2017-08-01,10878
2017-08-02,10804
2017-08-03,10650
2017-08-04,10470
2017-08-05,10245
2017-08-06,10496
2017-08-09,11172
2017-08-10,11352
2017-08-11,11357
2017-08-12,11463
2017-08-13,11595
2017-08-14,11765
2017-08-15,11930
2017-08-16,11948
2017-08-17,11954
2017-08-18,11954
2017-08-19,12186
2017-08-20,12456
2017-08-21,12769
2017-08-22,13047
2017-08-23,13054
2017-08-24,12815
2017-08-25,12991
2017-08-26,12948
2017-08-27,13122
2017-08-28,13304
2017-08-29,13304
2017-08-30,13308
2017-08-31,13391
2017-09-01,13391
2017-09-02,13323
2017-09-03,13323
2017-09-04,13349
2017-09-05,13126
2017-09-06,12718
2017-09-07,12620
2017-09-08,12620
2017-09-09,12602
2017-09-10,12301
2017-09-11,11687
2017-09-12,11613
2017-09-13,11838
2017-09-14,11731
2017-09-15,11731
2017-09-16,11561
2017-09-17,11692
2017-09-18,11751
2017-09-19,11354
2017-09-20,11067
2017-09-21,10932
2017-09-22,10693
2017-09-23,10693
2017-09-24,10813
2017-09-25,10971
2017-09-26,11049
2017-09-27,11054
2017-09-28,11106
2017-09-29,11185
2017-09-30,11146
2017-10-01,11349
2017-10-02,11367
2017-10-03,11367
2017-10-04,11340
2017-10-05,11085
2017-10-06,10856
2017-10-07,10494
2017-10-08,10062
2017-10-09,10038
2017-10-10,10173
2017-10-11,10173
2017-10-12,10317
2017-10-13,10536
2017-10-14,10214
2017-10-15,10214
2017-10-16,10203
2017-10-17,10203
2017-10-18,10168
2017-10-19,10456
2017-10-20,10709
2017-10-21,10948
2017-10-22,11081
2017-10-23,11263
2017-10-24,11462
2017-10-25,11607
2017-10-26,11781
2017-10-27,11694
2017-10-28,11694
2017-10-29,11790
2017-10-30,11877
2017-10-31,11579
2017-11-01,11579
2017-11-02,11500
2017-11-03,11612
2017-11-04,11702
2017-11-05,11702
2017-11-06,11774
2017-11-07,11867
2017-11-08,11999
2017-11-09,12243
2017-11-10,12243
2017-11-11,11720
2017-11-12,11913
2017-11-13,12078
2017-11-14,12050
2017-11-15,12033
2017-11-16,11911
2017-11-17,11395
2017-11-18,11395
2017-11-19,11139
2017-11-20,11075
2017-11-21,11018
2017-11-22,10663
2017-11-23,10550
2017-11-24,10550
2017-11-25,10212
2017-11-26,10078
2017-11-27,10078
2017-11-28,10017
2017-11-29,9976
2017-11-30,9971
2017-12-01,9980
2017-12-02,9980
2017-12-03,9802
2017-12-04,9549
2017-12-05,9470
2017-12-06,9562
2017-12-07,9496
2017-12-08,9496
2017-12-09,9446
2017-12-10,9208
2017-12-11,8878
2017-12-12,8617
2017-12-13,8499
2017-12-14,8499
2017-12-15,8385
2017-12-16,8135
2017-12-17,8135
2017-12-18,7832
2017-12-19,7611
2017-12-20,7295
2017-12-21,7183
2017-12-22,7293
2017-12-23,7246
2017-12-24,7167
2017-12-25,7167
2017-12-26,7210
2017-12-27,7256
2017-12-28,7071
2017-12-29,7256
2017-12-30,7461
2017-12-31,7567
2018-01-01,7681
2018-01-02,7565
2018-01-03,7520
2018-01-04,7524
2018-01-05,7342
2018-01-06,7348
2018-01-07,7405
2018-01-08,7503
2018-01-09,7399
2018-01-10,7404
2018-01-11,7464
2018-01-12,7240
2018-01-13,7100
2018-01-14,6927
2018-01-15,6985
2018-01-16,7046
2018-01-17,7147
2018-01-18,7392
2018-01-19,7392
2018-01-20,7724
2018-01-21,7879
2018-01-22,8230
2018-01-23,8100
2018-01-24,8190
2018-01-25,8520
2018-01-26,8845
2018-01-27,9056
2018-01-28,8842
2018-01-29,8887
2018-01-30,9104
2018-02-01,9664
2018-02-02,9664
2018-02-03,9664
2018-02-04,9876
2018-02-05,10292
2018-02-06,10807
2018-02-07,11233
2018-02-08,11233
2018-02-09,11330
2018-02-10,11330
2018-02-11,11140
2018-02-12,11182
2018-02-13,11252
2018-02-14,11772
2018-02-15,12063
2018-02-16,11908
2018-02-17,11312
2018-02-18,10984
2018-02-19,10870
2018-02-20,10657
2018-02-21,10691
2018-02-22,10418
2018-02-23,9899
2018-02-24,9971
2018-02-25,9994
2018-02-26,9906
2018-02-27,10159
2018-02-28,10388
2018-03-01,10323
2018-03-02,10244
2018-03-03,10260
2018-03-04,10260
2018-03-05,10261
2018-03-06,10440
2018-03-07,10693
2018-03-08,10922
2018-03-09,11040
2018-03-10,11040
2018-03-11,11007
2018-03-12,10844
2018-03-13,10774
2018-03-14,10934
2018-03-15,10798
2018-03-16,10651
2018-03-17,10780
2018-03-18,10780
2018-03-19,10780
2018-03-20,10581
2018-03-21,10518
2018-03-23,10421
2018-03-24,10368
2018-03-26,10157
2018-03-27,10087
2018-03-28,10087
2018-03-29,10018
2018-03-30,10004
2018-03-31,9934
2018-04-01,9934
2018-04-02,10029
2018-04-03,10186
2018-04-04,10255
2018-04-05,10255
2018-04-06,10340
2018-04-08,10174
2018-04-09,10357
2018-04-10,10263
2018-04-11,10067
2018-04-12,10098
2018-04-13,10098
2018-04-14,10061
2018-04-16,9959
2018-04-17,9849
2018-04-18,9849
2018-04-19,9878
2018-04-20,10090
2018-04-21,10226
2018-04-22,10226
2018-04-23,10174
2018-04-24,10174
2018-04-25,10253
2018-04-26,10253
2018-04-27,9943
2018-04-28,10022
2018-04-29,9845
2018-04-30,9766
2018-05-01,9480
2018-05-02,9480
2018-05-03,9549
2018-05-04,9549
2018-05-05,9517
2018-05-06,9517
2018-05-07,9542
2018-05-08,9081
2018-05-09,9138
2018-05-10,9291
2018-05-11,9538
2018-05-12,9870
2018-05-13,9870
2018-05-14,9913
2018-05-15,9774
2018-05-16,9814
2018-05-17,9547
2018-05-18,9301
2018-05-19,8950
2018-05-20,8950
2018-05-21,9044
2018-05-22,9044
2018-05-23,8851
2018-05-24,8766
2018-05-25,8762
2018-05-26,8720
2018-05-27,8720
2018-05-28,8703
2018-05-29,8306
2018-05-30,8333
2018-05-31,8469
2018-06-01,8365
2018-06-02,8162
2018-06-03,7925
2018-06-04,7842
2018-06-05,7858
2018-06-06,8061
2018-06-07,8197
2018-06-08,8176
2018-06-09,8176
2018-06-10,8177
2018-06-11,7847
2018-06-12,7718
2018-06-13,7599
2018-06-14,7219
2018-06-15,6910
2018-06-16,6809
2018-06-17,6936
2018-06-18,6983
2018-06-19,6978
2018-06-20,6978
2018-06-21,7072
2018-06-22,7060
2018-06-23,7060
2018-06-24,7182
2018-06-25,7433
2018-06-26,7450
2018-06-27,7450
2018-06-28,7615
2018-06-29,7876
2018-06-30,8261
2018-07-01,8386
2018-07-02,8386
2018-07-03,8567
2018-07-04,8567
2018-07-05,8605
2018-07-06,8321
2018-07-07,8259
2018-07-08,8174
2018-07-09,8279
2018-07-10,8368
2018-07-11,8149
2018-07-12,8173
2018-07-13,8136
2018-07-14,8202
2018-07-15,8202
2018-07-16,8177
2018-07-17,8143
2018-07-18,8064
2018-07-19,8064
2018-07-20,8165
2018-07-21,8233
2018-07-22,8349
2018-07-23,8449
2018-07-24,8400
2018-07-25,8293
2018-07-26,8440
2018-07-27,8436
2018-07-28,8330
2018-07-29,8451
2018-07-30,8558
2018-07-31,8522
2018-08-01,8522
2018-08-02,8436
2018-08-03,8609
2018-08-04,8794
2018-08-05,9080
2018-08-06,9408
2018-08-07,9707
2018-08-08,9729
2018-08-09,9729
2018-08-10,9569
2018-08-11,9728
2018-08-12,9727
2018-08-14,9661
2018-08-16,9575
2018-08-17,9588
2018-08-18,9588
2018-08-19,9482
2018-08-20,9403
2018-08-21,9523
2018-08-22,9836
2018-08-23,10008
2018-08-24,10491
2018-08-25,10750
2018-08-26,10697
2018-08-27,10481
2018-08-28,10429
2018-08-29,10285
2018-08-30,10134
2018-08-31,10212
2018-09-01,10341
2018-09-02,10108
2018-09-03,10304
2018-09-04,10567
2018-09-05,10350
2018-09-06,10047
2018-09-07,10174
2018-09-08,10417
2018-09-09,10587
2018-09-10,10799
2018-09-11,10799
2018-09-12,10808
2018-09-13,10900
2018-09-14,10816
2018-09-15,10575
2018-09-16,10707
2018-09-17,11201
2018-09-18,11615
2018-09-19,11754
2018-09-20,11428
2018-09-21,11306
2018-09-22,11468
2018-09-23,11604
2018-09-24,11534
2018-09-25,11534
2018-09-26,11312
2018-09-27,11153
2018-09-28,10837
2018-09-29,10812
2018-09-30,10820
2018-10-02,10885
2018-10-03,11070
2018-10-04,11070
2018-10-05,11127
2018-10-06,11064
2018-10-07,11159
2018-10-08,11327
2018-10-09,11758
2018-10-10,11913
2018-10-11,11649
2018-10-12,11649
2018-10-13,11829
2018-10-14,12379
2018-10-15,12984
2018-10-16,13200
2018-10-17,13206
2018-10-18,13530
2018-10-19,13570
2018-10-20,13947
2018-10-21,14402
2018-10-22,15064
2018-10-23,15064
2018-10-24,15282
2018-10-25,15275
2018-10-26,15359
2018-10-27,15529
2018-10-28,15692
2018-10-29,15991
2018-10-30,16228
2018-10-31,16666
2018-11-01,16959
2018-11-03,17004
2018-11-04,17042
2018-11-05,17340
2018-11-06,16997
2018-11-07,16977
2018-11-08,17341
2018-11-09,17988
2018-11-10,18536
2018-11-11,19000
2018-11-12,19629
2018-11-13,19676
2018-11-14,20285
2018-11-15,20771
2018-11-16,21532
2018-11-17,21972
2018-11-18,21614
2018-11-19,21081
2018-11-20,22044
2018-11-21,22554
2018-11-22,23295
2018-11-23,23665
2018-11-24,24592
2018-11-25,25474
2018-11-26,26316
2018-11-27,27329
2018-11-28,27368
2018-11-29,27616
2018-12-01,28345
2018-12-02,28895
2018-12-03,29123
2018-12-04,29063
2018-12-05,28287
2018-12-07,27282
2018-12-09,25362
2018-12-10,24533
2018-12-11,23697
2018-12-12,22543
2018-12-13,21659
2018-12-14,21151
2018-12-15,20483
2018-12-16,20183
2018-12-17,19902
2018-12-18,19504
2018-12-19,19404
2018-12-20,19340
2018-12-21,19391
2018-12-22,19169
2018-12-23,19200
2018-12-24,18592
2018-12-25,18322
2018-12-26,18272
2018-12-27,18535
2018-12-28,18450
2018-12-29,18199
2018-12-30,17911
2018-12-31,17311
2019-01-01,16445
2019-01-02,16033
2019-01-03,15518
2019-01-04,15045
2019-01-05,14609
2019-01-06,14070
2019-01-08,14246
2019-01-10,13807
2019-01-11,13461
2019-01-12,13052
2019-01-13,12583
2019-01-14,12228
2019-01-15,12119
2019-01-16,12223
2019-01-17,12461
2019-01-18,12410
2019-01-19,12145
2019-01-20,11859
2019-01-21,11657
2019-01-22,11554
2019-01-23,11225
2019-01-24,11027
2019-01-25,10958
2019-01-26,10857
2019-01-27,10751
2019-01-28,10743
2019-01-29,10613
2019-01-30,10815
2019-01-31,11183
2019-02-01,11456
2019-02-02,11563
2019-02-03,11501
2019-02-04,11507
2019-02-05,11607
2019-02-06,11303
2019-02-07,11491
2019-02-08,11560
2019-02-09,11621
2019-02-10,11630
2019-02-11,11785
2019-02-12,11892
2019-02-13,12092
2019-02-14,12092
2019-02-15,12156
2019-02-16,11839
2019-02-17,11556
2019-02-18,11820
2019-02-19,11924
2019-02-20,11802
2019-02-21,11656
2019-02-22,11632
2019-02-23,11585
2019-02-24,11598
2019-02-25,11513
2019-02-26,11503
2019-02-27,11385
2019-02-28,11305
2019-03-01,11279
2019-03-02,11222
2019-03-03,11022
2019-03-04,10590
2019-03-05,10558
2019-03-06,10202
2019-03-07,10140
2019-03-08,10098
2019-03-09,10015
2019-03-10,9682
2019-03-11,9670
2019-03-12,9988
2019-03-13,9988
2019-03-14,10369
2019-03-15,10818
2019-03-16,11359
2019-03-17,11661
2019-03-18,11661
2019-03-19,11868
2019-03-20,11890
2019-03-21,12185
2019-03-22,12555
2019-03-23,13180
2019-03-24,13336
2019-03-25,13701
2019-03-26,13838
2019-03-27,13838
2019-03-28,14271
2019-03-29,14780
2019-03-30,14780
2019-03-31,14515
2019-04-01,14423
2019-04-02,14445
2019-04-03,14437
2019-04-04,14144
2019-04-05,14419
