date_obj,Teal%20boots price
2015-06-15,2051
2015-06-16,2051
2015-06-17,2051
2015-06-18,2051
2015-06-19,2026
2015-06-20,2026
2015-06-21,2026
2015-06-22,2026
2015-06-23,2026
2015-06-24,2026
2015-06-25,2026
2015-06-26,2026
2015-06-27,2026
2015-06-28,2026
2015-06-29,2026
2015-06-30,2026
2015-07-01,2026
2015-07-02,1951
2015-07-03,1951
2015-07-04,1951
2015-07-05,1951
2015-07-06,1951
2015-07-07,1951
2015-07-08,1951
2015-07-09,1951
2015-07-10,1951
2015-07-11,1951
2015-07-12,1951
2015-07-13,1899
2015-07-14,1899
2015-07-15,1899
2015-07-16,1899
2015-07-17,1899
2015-07-18,1899
2015-07-19,1899
2015-07-20,1899
2015-07-21,1899
2015-07-22,1899
2015-07-23,1899
2015-07-24,1824
2015-07-25,1824
2015-07-26,1824
2015-07-27,1824
2015-07-28,1824
2015-07-29,1824
2015-07-30,1824
2015-07-31,1824
2015-08-01,1824
2015-08-02,1824
2015-08-03,1824
2015-08-04,1741
2015-08-05,1741
2015-08-06,1741
2015-08-07,1741
2015-08-08,1741
2015-08-09,1741
2015-08-10,1741
2015-08-11,1741
2015-08-12,1741
2015-08-13,1741
2015-08-14,1694
2015-08-15,1694
2015-08-16,1694
2015-08-17,1694
2015-08-18,1694
2015-08-19,1694
2015-08-20,1694
2015-08-21,1694
2015-08-22,1694
2015-08-23,1694
2015-08-24,1694
2015-08-25,1694
2015-08-26,1694
2015-08-27,1673
2015-08-28,1673
2015-08-29,1673
2015-08-30,1673
2015-08-31,1673
2015-09-02,1673
2015-09-07,1673
2015-09-08,1673
2015-09-10,1607
2015-09-14,1607
2015-09-16,1607
2015-09-22,1563
2015-09-23,1563
2015-09-24,1563
2015-09-25,1563
2015-09-27,1563
2015-09-28,1563
2015-09-29,1563
2015-09-30,1563
2015-10-05,1546
2015-10-06,1546
2015-10-07,1546
2015-10-08,1546
2015-10-09,1546
2015-10-10,1546
2015-10-11,1546
2015-10-12,1546
2015-10-13,1546
2015-10-14,1546
2015-10-15,1546
2015-10-16,1543
2015-10-17,1543
2015-10-18,1543
2015-10-19,1543
2015-10-20,1543
2015-10-22,1543
2015-10-23,1543
2015-10-24,1543
2015-10-25,1543
2015-10-26,1543
2015-10-27,1543
2015-10-29,1543
2015-10-30,1543
2015-10-31,1549
2015-11-01,1549
2015-11-02,1549
2015-11-03,1549
2015-11-04,1549
2015-11-05,1549
2015-11-06,1549
2015-11-07,1549
2015-11-08,1549
2015-11-09,1549
2015-11-10,1549
2015-11-11,1549
2015-11-12,1549
2015-11-13,1549
2015-11-14,1549
2015-11-15,1504
2015-11-16,1504
2015-11-17,1504
2015-11-18,1504
2015-11-19,1504
2015-11-20,1504
2015-11-21,1504
2015-11-22,1504
2015-11-23,1504
2015-11-24,1504
2015-11-25,1504
2015-11-26,1504
2015-11-27,1504
2015-11-28,1504
2015-11-29,1462
2015-11-30,1462
2015-12-01,1462
2015-12-02,1462
2015-12-03,1462
2015-12-04,1462
2015-12-05,1462
2015-12-06,1462
2015-12-07,1462
2015-12-08,1462
2015-12-09,1462
2015-12-10,1462
2015-12-11,1462
2015-12-13,1459
2015-12-14,1459
2015-12-15,1459
2015-12-16,1459
2015-12-17,1459
2015-12-18,1459
2015-12-19,1459
2015-12-20,1459
2015-12-21,1459
2015-12-22,1459
2015-12-23,1459
2015-12-24,1459
2015-12-25,1459
2015-12-26,1459
2015-12-27,1445
2015-12-28,1445
2015-12-29,1445
2015-12-30,1445
2015-12-31,1445
2016-01-01,1445
2016-01-02,1445
2016-01-03,1445
2016-01-04,1445
2016-01-05,1445
2016-01-06,1445
2016-01-07,1445
2016-01-08,1445
2016-01-09,1410
2016-01-10,1410
2016-01-11,1410
2016-01-12,1410
2016-01-13,1410
2016-01-14,1410
2016-01-15,1410
2016-01-16,1410
2016-01-17,1410
2016-01-18,1410
2016-01-19,1410
2016-01-20,1410
2016-01-21,1395
2016-01-22,1395
2016-01-23,1395
2016-01-24,1395
2016-01-25,1395
2016-01-26,1395
2016-01-27,1395
2016-01-28,1395
2016-01-29,1395
2016-01-30,1395
2016-01-31,1395
2016-02-01,1397
2016-02-02,1397
2016-02-03,1397
2016-02-04,1397
2016-02-05,1397
2016-02-06,1397
2016-02-07,1397
2016-02-08,1397
2016-02-09,1397
2016-02-10,1397
2016-02-11,1369
2016-02-12,1369
2016-02-13,1369
2016-02-14,1369
2016-02-15,1369
2016-02-16,1369
2016-02-17,1369
2016-02-18,1369
2016-02-19,1369
2016-02-20,1369
2016-02-21,1369
2016-02-22,1369
2016-02-23,1354
2016-02-24,1354
2016-02-25,1354
2016-02-26,1354
2016-02-27,1354
2016-02-28,1354
2016-02-29,1354
2016-03-01,1354
2016-03-02,1354
2016-03-03,1354
2016-03-04,1354
2016-03-05,1327
2016-03-06,1327
2016-03-07,1327
2016-03-08,1327
2016-03-09,1327
2016-03-10,1327
2016-03-11,1327
2016-03-12,1327
2016-03-13,1327
2016-03-14,1327
2016-03-15,1293
2016-03-16,1293
2016-03-17,1293
2016-03-18,1293
2016-03-19,1293
2016-03-20,1293
2016-03-21,1293
2016-03-22,1293
2016-03-23,1293
2016-03-24,1297
2016-03-25,1297
2016-03-26,1297
2016-03-27,1297
2016-03-28,1297
2016-03-29,1297
2016-03-30,1297
2016-03-31,1297
2016-04-01,1297
2016-04-02,1297
2016-04-03,1297
2016-04-04,1245
2016-04-05,1245
2016-04-06,1245
2016-04-07,1245
2016-04-08,1245
2016-04-09,1245
2016-04-10,1245
2016-04-11,1245
2016-04-12,1245
2016-04-13,1245
2016-04-14,1243
2016-04-15,1243
2016-04-16,1243
2016-04-17,1243
2016-04-18,1243
2016-04-19,1243
2016-04-20,1243
2016-04-21,1243
2016-04-22,1243
2016-04-23,1243
2016-04-24,1271
2016-04-25,1271
2016-04-26,1271
2016-04-27,1271
2016-04-28,1271
2016-04-29,1271
2016-04-30,1271
2016-05-01,1271
2016-05-02,1271
2016-05-03,1256
2016-05-04,1256
2016-05-05,1256
2016-05-06,1256
2016-05-07,1256
2016-05-08,1256
2016-05-09,1256
2016-05-10,1256
2016-05-11,1256
2016-05-12,1238
2016-05-13,1238
2016-05-14,1238
2016-05-15,1238
2016-05-16,1238
2016-05-17,1238
2016-05-18,1238
2016-05-19,1191
2016-05-22,1191
2016-05-23,1191
2016-05-24,1191
2016-05-25,1191
2016-05-26,1191
2016-05-27,1170
2016-05-28,1170
2016-05-29,1170
2016-05-30,1170
2016-05-31,1170
2016-06-01,1170
2016-06-02,1170
2016-06-03,1170
2016-06-04,1170
2016-06-05,1174
2016-06-06,1174
2016-06-07,1174
2016-06-08,1174
2016-06-09,1174
2016-06-10,1174
2016-06-11,1174
2016-06-12,1174
2016-06-13,1172
2016-06-14,1172
2016-06-15,1172
2016-06-16,1172
2016-06-17,1172
2016-06-18,1172
2016-06-19,1172
2016-06-20,1172
2016-06-21,1151
2016-06-22,1151
2016-06-23,1151
2016-06-24,1151
2016-06-25,1151
2016-06-26,1151
2016-06-27,1151
2016-06-28,1151
2016-06-29,1151
2016-06-30,1151
2016-07-01,1145
2016-07-02,1145
2016-07-03,1145
2016-07-04,1145
2016-07-05,1145
2016-07-06,1145
2016-07-07,1145
2016-07-08,1145
2016-07-09,1145
2016-07-10,1133
2016-07-11,1133
2016-07-12,1133
2016-07-13,1133
2016-07-14,1133
2016-07-15,1133
2016-07-16,1133
2016-07-17,1133
2016-07-18,1133
2016-07-24,1121
2016-07-25,1121
2016-07-26,1121
2016-07-27,1121
2016-07-28,1121
2016-07-29,1121
2016-07-30,1121
2016-07-31,1121
2016-08-01,1121
2016-08-02,1121
2016-08-03,1121
2016-08-04,1121
2016-08-05,1121
2016-08-06,1121
2016-08-07,1121
2016-08-08,1121
2016-08-09,1121
2016-08-10,1149
2016-08-11,1149
2016-08-12,1149
2016-08-13,1149
2016-08-14,1149
2016-08-15,1149
2016-08-16,1149
2016-08-17,1149
2016-08-18,1149
2016-08-19,1149
2016-08-20,1149
2016-08-21,1156
2016-08-22,1156
2016-08-23,1156
2016-08-24,1156
2016-08-25,1156
2016-08-26,1156
2016-08-28,1156
2016-08-31,1156
2016-09-01,1112
2016-09-02,1112
2016-09-03,1112
2016-09-04,1112
2016-09-05,1112
2016-09-06,1112
2016-09-07,1112
2016-09-08,1112
2016-09-09,1112
2016-09-10,1112
2016-09-11,1112
2016-09-12,1112
2016-09-13,1137
2016-09-14,1137
2016-09-15,1137
2016-09-16,1137
2016-09-17,1137
2016-09-18,1137
2016-09-19,1137
2016-09-20,1137
2016-09-21,1137
2016-09-22,1137
2016-09-23,1137
2016-09-24,1137
2016-09-25,1173
2016-09-26,1173
2016-09-27,1173
2016-09-28,1173
2016-09-29,1173
2016-09-30,1173
2016-10-01,1173
2016-10-02,1173
2016-10-03,1173
2016-10-04,1173
2016-10-05,1173
2016-10-06,1187
2016-10-07,1187
2016-10-08,1187
2016-10-09,1187
2016-10-10,1187
2016-10-11,1187
2016-10-12,1187
2016-10-13,1187
2016-10-14,1187
2016-10-15,1187
2016-10-16,1187
2016-10-17,1182
2016-10-18,1182
2016-10-19,1182
2016-10-20,1182
2016-10-21,1182
2016-10-22,1182
2016-10-23,1182
2016-10-24,1182
2016-10-25,1182
2016-10-26,1182
2016-10-27,1173
2016-10-28,1173
2016-10-29,1173
2016-10-30,1173
2016-10-31,1173
2016-11-01,1173
2016-11-02,1173
2016-11-03,1173
2016-11-04,1173
2016-11-05,1173
2016-11-06,1173
2016-11-07,1173
2016-11-08,1196
2016-11-09,1196
2016-11-10,1196
2016-11-11,1196
2016-11-12,1196
2016-11-13,1196
2016-11-14,1196
2016-12-08,1249
2016-12-09,1249
2016-12-10,1249
2016-12-11,1249
2016-12-12,1249
2016-12-13,1249
2016-12-14,1249
2016-12-15,1249
2016-12-16,1249
2016-12-17,1255
2016-12-18,1255
2016-12-19,1255
2016-12-20,1255
2016-12-21,1255
2016-12-22,1255
2016-12-23,1255
2016-12-24,1255
2016-12-25,1255
2016-12-26,1255
2016-12-27,1271
2016-12-28,1271
2016-12-29,1271
2016-12-30,1271
2016-12-31,1271
2017-01-01,1271
2017-01-02,1271
2017-01-03,1271
2017-01-04,1285
2017-01-05,1285
2017-01-06,1285
2017-01-07,1285
2017-01-08,1285
2017-01-09,1285
2017-01-10,1285
2017-01-11,1285
2017-01-12,1285
2017-01-13,1285
2017-01-14,1288
2017-01-15,1288
2017-01-16,1288
2017-01-17,1288
2017-01-18,1288
2017-01-19,1288
2017-01-20,1288
2017-01-21,1288
2017-01-22,1288
2017-01-27,1231
2017-01-28,1231
2017-01-29,1231
2017-01-30,1231
2017-01-31,1231
2017-02-01,1232
2017-02-02,1232
2017-02-03,1232
2017-02-04,1232
2017-02-05,1232
2017-02-06,1232
2017-02-07,1232
2017-02-08,1232
2017-02-09,1232
2017-02-10,1180
2017-02-11,1180
2017-02-12,1180
2017-02-13,1180
2017-02-14,1180
2017-02-15,1180
2017-02-16,1180
2017-02-18,1180
2017-02-19,1180
2017-02-20,1143
2017-02-21,1143
2017-02-22,1143
2017-02-23,1143
2017-02-24,1143
2017-02-25,1143
2017-02-26,1143
2017-02-27,1143
2017-02-28,1143
2017-03-01,1143
2017-03-02,1143
2017-03-03,1143
2017-03-04,1105
2017-03-05,1105
2017-03-06,1105
2017-03-07,1105
2017-03-08,1105
2017-03-09,1105
2017-03-10,1105
2017-03-11,1105
2017-03-12,1105
2017-03-13,1075
2017-03-14,1075
2017-03-15,1075
2017-03-16,1075
2017-03-17,1075
2017-03-18,1075
2017-03-19,1075
2017-03-20,1075
2017-03-21,1075
2017-03-22,1075
2017-03-23,1028
2017-03-24,1028
2017-03-25,1028
2017-03-26,1028
2017-03-27,1028
2017-03-28,1028
2017-03-29,1028
2017-03-30,1028
2017-03-31,1028
2017-04-01,1011
2017-04-02,1011
2017-04-03,1011
2017-04-04,1011
2017-04-12,1016
2017-04-13,1016
2017-04-14,1016
2017-04-15,1016
2017-04-16,1016
2017-04-17,1016
2017-04-18,1016
2017-04-19,1016
2017-04-20,1011
2017-04-21,1011
2017-04-22,1011
2017-04-23,1011
2017-04-24,1011
2017-04-25,1011
2017-04-26,1011
2017-04-27,1011
2017-04-28,1011
2017-04-29,993
2017-04-30,993
2017-05-01,993
2017-05-02,993
2017-05-03,993
2017-05-04,993
2017-05-05,993
2017-05-06,993
2017-05-07,993
2017-05-08,993
2017-05-09,977
2017-05-10,977
2017-05-11,977
2017-05-12,977
2017-05-13,977
2017-05-14,977
2017-05-15,977
2017-05-16,977
2017-05-17,993
2017-05-18,993
2017-05-19,993
2017-05-20,993
2017-05-21,993
2017-05-22,993
2017-05-23,993
2017-05-24,993
2017-05-25,1013
2017-05-26,1013
2017-05-27,1013
2017-05-28,1013
2017-05-29,1013
2017-05-30,1013
2017-05-31,1013
2017-06-01,1050
2017-06-02,1050
2017-06-03,1050
2017-06-06,1050
2017-06-07,1050
2017-06-08,1069
2017-06-09,1069
2017-06-10,1069
2017-06-11,1069
2017-06-12,1069
2017-06-13,1069
2017-06-14,1069
2017-06-15,1065
2017-06-16,1065
2017-06-17,1065
2017-06-18,1065
2017-06-19,1065
2017-06-20,1065
2017-06-21,1065
2017-06-22,1065
2017-06-23,1065
2017-06-24,1065
2017-06-25,1065
2017-06-26,1087
2017-06-27,1087
2017-06-28,1087
2017-06-29,1087
2017-06-30,1087
2017-07-01,1087
2017-07-02,1087
2017-07-03,1087
2017-07-04,1087
2017-07-05,1087
2017-07-06,1087
2017-07-07,1087
2017-07-08,1103
2017-07-13,1103
2017-07-14,1103
2017-07-15,1103
2017-07-16,1103
2017-07-17,1103
2017-07-18,1119
2017-07-19,1119
2017-07-20,1119
2017-07-21,1119
2017-07-22,1119
2017-07-23,1119
2017-07-24,1119
2017-07-25,1119
2017-07-26,1119
2017-07-27,1119
2017-07-28,1119
2017-07-29,1119
2017-07-30,1140
2017-07-31,1140
2017-08-01,1140
2017-08-02,1140
2017-08-03,1140
2017-08-04,1140
2017-08-05,1140
2017-08-06,1140
2017-08-09,1140
2017-08-10,1139
2017-08-11,1139
2017-08-12,1139
2017-08-13,1139
2017-08-14,1139
2017-08-15,1139
2017-08-16,1139
2017-08-17,1139
2017-08-18,1139
2017-08-19,1139
2017-08-20,1139
2017-08-21,1139
2017-08-22,1119
2017-08-23,1119
2017-08-24,1119
2017-08-25,1119
2017-08-26,1119
2017-08-27,1119
2017-08-28,1119
2017-08-29,1119
2017-08-30,1119
2017-08-31,1119
2017-09-01,1119
2017-09-02,1119
2017-09-03,1065
2017-09-04,1065
2017-09-05,1065
2017-09-06,1065
2017-09-07,1065
2017-09-08,1065
2017-09-09,1065
2017-09-10,1065
2017-09-11,1065
2017-09-12,1065
2017-09-13,1065
2017-09-14,1065
2017-09-15,1065
2017-09-16,1025
2017-09-17,1025
2017-09-19,1025
2017-09-20,1025
2017-09-21,1025
2017-09-22,1025
2017-09-23,1025
2017-09-24,1025
2017-09-25,1025
2017-09-26,1025
2017-09-27,1025
2017-09-28,1018
2017-09-29,1018
2017-09-30,1018
2017-10-01,1018
2017-10-02,1018
2017-10-03,1018
2017-10-04,1018
2017-10-05,1018
2017-10-06,1018
2017-10-07,1018
2017-10-08,1018
2017-10-09,1018
2017-10-10,1018
2017-10-11,1018
2017-10-12,1018
2017-10-13,1017
2017-10-14,1017
2017-10-15,1017
2017-10-16,1017
2017-10-17,1017
2017-10-18,1017
2017-10-19,1017
2017-10-20,1017
2017-10-21,1017
2017-10-22,1017
2017-10-23,1017
2017-10-24,1017
2017-10-25,1017
2017-10-26,1011
2017-10-27,1011
2017-10-28,1011
2017-10-29,1011
2017-10-30,1011
2017-10-31,1011
2017-11-01,1011
2017-11-02,1011
2017-11-03,1011
2017-11-04,1011
2017-11-05,1011
2017-11-06,1011
2017-11-07,1011
2017-11-08,1011
2017-11-09,980
2017-11-10,980
2017-11-11,980
2017-11-12,980
2017-11-13,980
2017-11-14,980
2017-11-15,980
2017-11-16,980
2017-11-17,980
2017-11-18,980
2017-11-19,980
2017-11-20,980
2017-11-21,980
2017-11-22,980
2017-11-23,991
2017-11-24,991
2017-11-25,991
2017-11-26,991
2017-11-27,991
2017-11-28,991
2017-11-29,991
2017-11-30,991
2017-12-01,991
2017-12-02,991
2017-12-03,991
2017-12-04,991
2017-12-05,988
2017-12-06,988
2017-12-07,988
2017-12-08,988
2017-12-09,988
2017-12-10,988
2017-12-11,988
2017-12-12,988
2017-12-13,988
2017-12-14,988
2017-12-15,988
2017-12-16,988
2017-12-17,988
2017-12-18,993
2017-12-19,993
2017-12-20,993
2017-12-21,993
2017-12-22,993
2017-12-23,993
2017-12-24,993
2017-12-25,993
2017-12-26,993
2017-12-27,993
2017-12-28,993
2017-12-29,993
2017-12-30,993
2017-12-31,993
2018-01-01,993
2018-01-02,984
2018-01-03,984
2018-01-04,984
2018-01-05,984
2018-01-06,984
2018-01-07,984
2018-01-08,984
2018-01-09,984
2018-01-10,984
2018-01-11,984
2018-01-12,984
2018-01-13,975
2018-01-14,975
2018-01-15,975
2018-01-16,975
2018-01-17,975
2018-01-18,975
2018-01-19,975
2018-01-20,975
2018-01-21,975
2018-01-22,975
2018-01-23,993
2018-01-24,993
2018-01-25,993
2018-01-26,993
2018-01-27,993
2018-01-28,993
2018-01-29,964
2018-01-30,964
2018-02-01,964
2018-02-02,964
2018-02-03,964
2018-02-04,964
2018-02-05,959
2018-02-06,959
2018-02-07,959
2018-02-08,959
2018-02-09,959
2018-02-10,959
2018-02-11,959
2018-02-12,957
2018-02-13,957
2018-02-14,957
2018-02-15,957
2018-02-16,957
2018-02-17,957
2018-02-18,957
2018-02-19,954
2018-02-20,954
2018-02-21,954
2018-02-22,954
2018-02-23,954
2018-02-24,954
2018-02-25,960
2018-02-26,960
2018-02-27,960
2018-02-28,960
2018-03-01,960
2018-03-02,960
2018-03-03,926
2018-03-04,926
2018-03-05,926
2018-03-06,926
2018-03-07,926
2018-03-08,926
2018-03-09,926
2018-03-10,892
2018-03-11,892
2018-03-12,892
2018-03-13,892
2018-03-14,892
2018-03-15,892
2018-03-16,892
2018-03-17,848
2018-03-18,848
2018-03-19,848
2018-03-20,848
2018-03-21,848
2018-03-23,848
2018-03-24,848
2018-03-26,806
2018-03-27,806
2018-03-28,806
2018-03-29,806
2018-03-30,806
2018-03-31,806
2018-04-01,778
2018-04-02,778
2018-04-03,778
2018-04-04,778
2018-04-05,778
2018-04-06,778
2018-04-08,783
2018-04-09,783
2018-04-10,783
2018-04-11,783
2018-04-12,783
2018-04-13,783
2018-04-14,783
2018-04-16,765
2018-04-17,765
2018-04-18,765
2018-04-19,765
2018-04-20,765
2018-04-21,765
2018-04-22,765
2018-04-23,765
2018-04-24,740
2018-04-25,740
2018-04-26,740
2018-04-27,740
2018-04-28,740
2018-04-29,740
2018-04-30,740
2018-05-02,727
2018-05-03,727
2018-05-04,727
2018-05-05,727
2018-05-06,727
2018-05-07,727
2018-05-08,727
2018-05-09,727
2018-05-10,746
2018-05-11,746
2018-05-12,746
2018-05-13,746
2018-05-14,746
2018-05-15,746
2018-05-16,746
2018-05-17,746
2018-05-18,740
2018-05-19,740
2018-05-20,740
2018-05-21,740
2018-05-22,740
2018-05-23,740
2018-05-24,770
2018-05-25,770
2018-05-26,770
2018-05-27,770
2018-05-28,770
2018-05-29,770
2018-05-30,770
2018-05-31,754
2018-06-01,754
2018-06-02,754
2018-06-03,754
2018-06-04,754
2018-06-05,754
2018-06-06,754
2018-06-07,745
2018-06-08,745
2018-06-09,745
2018-06-10,745
2018-06-11,745
2018-06-12,745
2018-06-13,745
2018-06-14,755
2018-06-15,755
2018-06-16,755
2018-06-17,755
2018-06-18,755
2018-06-19,755
2018-06-20,755
2018-06-21,780
2018-06-22,780
2018-06-23,780
2018-06-24,780
2018-06-25,780
2018-06-26,780
2018-06-27,780
2018-06-28,780
2018-06-29,802
2018-06-30,802
2018-07-01,802
2018-07-02,802
2018-07-03,802
2018-07-04,802
2018-07-05,802
2018-07-06,802
2018-07-07,842
2018-07-08,842
2018-07-09,842
2018-07-10,842
2018-07-11,842
2018-07-12,842
2018-07-13,842
2018-07-14,842
2018-07-15,842
2018-07-16,842
2018-07-17,842
2018-07-18,838
2018-07-19,838
2018-07-20,838
2018-07-21,838
2018-07-22,838
2018-07-23,838
2018-07-24,838
2018-07-25,854
2018-07-26,854
2018-07-27,854
2018-07-28,854
2018-07-29,854
2018-07-30,854
2018-07-31,848
2018-08-01,848
2018-08-02,848
2018-08-03,848
2018-08-04,848
2018-08-05,818
2018-08-06,818
2018-08-07,818
2018-08-08,818
2018-08-09,818
2018-08-10,823
2018-08-11,823
2018-08-12,823
2018-08-14,823
2018-08-16,852
2018-08-17,852
2018-08-18,852
2018-08-19,852
2018-08-20,852
2018-08-21,871
2018-08-22,871
2018-08-23,871
2018-08-24,871
2018-08-25,871
2018-08-26,890
2018-08-27,890
2018-08-28,890
2018-08-29,890
2018-08-30,890
2018-08-31,882
2018-09-01,882
2018-09-02,882
2018-09-03,882
2018-09-04,924
2018-09-05,924
2018-09-06,924
2018-09-07,924
2018-09-08,924
2018-09-09,950
2018-09-10,950
2018-09-11,950
2018-09-12,950
2018-09-13,950
2018-09-14,950
2018-09-15,998
2018-09-16,998
2018-09-17,998
2018-09-18,998
2018-09-19,998
2018-09-20,998
2018-09-21,1000
2018-09-22,1000
2018-09-23,1000
2018-09-24,1000
2018-09-25,1000
2018-09-26,952
2018-09-27,952
2018-09-28,952
2018-09-29,952
2018-09-30,952
2018-10-02,915
2018-10-03,915
2018-10-04,915
2018-10-05,915
2018-10-06,915
2018-10-07,915
2018-10-08,925
2018-10-09,925
2018-10-10,925
2018-10-11,925
2018-10-12,925
2018-10-13,925
2018-10-14,925
2018-10-15,900
2018-10-16,900
2018-10-17,900
2018-10-18,900
2018-10-19,900
2018-10-20,900
2018-10-21,900
2018-10-22,899
2018-10-23,899
2018-10-24,899
2018-10-25,899
2018-10-26,899
2018-10-27,899
2018-10-28,906
2018-10-29,906
2018-10-30,906
2018-10-31,906
2018-11-01,906
2018-11-03,933
2018-11-04,933
2018-11-05,933
2018-11-06,934
2018-11-07,934
2018-11-08,934
2018-11-09,934
2018-11-10,950
2018-11-11,950
2018-11-12,950
2018-11-13,922
2018-11-14,922
2018-11-15,922
2018-11-16,919
2018-11-17,919
2018-11-18,919
2018-11-19,919
2018-11-20,881
2018-11-21,881
2018-11-22,881
2018-11-23,841
2018-11-24,841
2018-11-25,841
2018-11-26,838
2018-11-27,838
2018-11-28,838
2018-11-29,848
2018-12-01,848
2018-12-02,820
2018-12-03,820
2018-12-04,820
2018-12-05,854
2018-12-07,854
2018-12-09,884
2018-12-10,884
2018-12-11,884
2018-12-12,881
2018-12-13,881
2018-12-14,881
2018-12-15,881
2018-12-16,923
2018-12-17,923
2018-12-18,923
2018-12-19,923
2018-12-20,933
2018-12-21,933
2018-12-22,933
2018-12-23,933
2018-12-24,933
2018-12-25,933
2018-12-26,933
2018-12-27,888
2018-12-28,888
2018-12-29,888
2018-12-30,850
2018-12-31,850
2019-01-01,850
2019-01-02,814
2019-01-03,814
2019-01-04,814
2019-01-05,804
2019-01-06,804
2019-01-08,804
2019-01-10,796
2019-01-11,796
2019-01-12,796
2019-01-13,819
2019-01-14,819
2019-01-15,819
2019-01-16,819
2019-01-17,794
2019-01-18,794
2019-01-19,794
2019-01-20,794
2019-01-21,809
2019-01-22,809
2019-01-23,809
2019-01-24,809
2019-01-25,816
2019-01-26,816
2019-01-27,816
2019-01-28,816
2019-01-29,816
2019-01-30,825
2019-01-31,825
2019-02-01,825
2019-02-02,825
2019-02-03,811
2019-02-04,811
2019-02-05,811
2019-02-06,811
2019-02-07,811
2019-02-08,817
2019-02-09,817
2019-02-10,817
2019-02-11,817
2019-02-12,817
2019-02-13,848
2019-02-14,848
2019-02-15,848
2019-02-16,848
2019-02-17,848
2019-02-18,879
2019-02-19,879
2019-02-20,879
2019-02-21,879
2019-02-22,879
2019-02-23,837
2019-02-24,837
2019-02-25,837
2019-02-26,837
2019-02-27,816
2019-02-28,816
2019-03-01,816
2019-03-02,816
2019-03-03,816
2019-03-04,796
2019-03-05,796
2019-03-06,796
2019-03-07,796
2019-03-08,796
2019-03-09,801
2019-03-10,801
2019-03-11,801
2019-03-12,801
2019-03-13,801
2019-03-14,804
2019-03-15,804
2019-03-16,804
2019-03-17,804
2019-03-18,804
2019-03-19,795
2019-03-20,795
2019-03-21,795
2019-03-22,795
2019-03-23,795
2019-03-24,785
2019-03-25,785
2019-03-26,785
2019-03-27,785
2019-03-28,785
2019-03-29,785
2019-03-30,778
2019-03-31,778
2019-04-01,778
2019-04-02,778
2019-04-03,778
2019-04-04,778
2019-04-05,794
2019-04-06,794
2019-04-07,794
2019-04-08,794
2019-04-09,794
2019-04-10,794
2019-04-11,791
2019-04-12,791
2019-04-13,791
2019-04-14,791
2019-04-15,791
2019-04-16,807
2019-04-17,807
2019-04-18,807
2019-04-19,807
2019-04-20,807
2019-04-21,807
2019-04-22,807
2019-04-23,807
2019-04-24,807
2019-04-25,807
2019-04-26,807
2019-04-27,807
2019-04-28,802
2019-04-29,802
2019-04-30,802
2019-05-01,802
2019-05-02,802
2019-05-03,802
2019-05-04,801
2019-05-05,801
2019-05-06,801
2019-05-07,801
2019-05-08,801
2019-05-09,801
2019-05-10,801
2019-05-11,801
2019-05-12,801
2019-05-13,801
2019-05-14,801
2019-05-15,801
2019-05-16,801
2019-05-17,772
2019-05-18,772
2019-05-19,772
2019-05-20,772
2019-05-21,772
2019-05-22,744
2019-05-23,744
2019-05-24,744
2019-05-25,744
2019-05-26,744
2019-05-27,744
