date_obj,Ancient%20bracers price
2019-03-19,9470
2019-03-20,9718
2019-03-21,10159
2019-03-22,10456
2019-03-23,10687
2019-03-24,10919
2019-03-25,10779
2019-03-26,10959
2019-03-27,11118
2019-03-28,11213
2019-03-29,11158
2019-03-30,11318
2019-03-31,11243
2019-04-01,11323
2019-04-02,11564
2019-04-03,11475
2019-04-04,11793
2019-04-05,12038
2019-04-06,12390
2019-04-07,12444
2019-04-08,12515
2019-04-09,12791
2019-04-10,12884
2019-04-11,12778
2019-04-12,12610
2019-04-13,12504
2019-04-14,11945
2019-04-15,11347
2019-04-16,11104
2019-04-17,10704
2019-04-18,10420
2019-04-19,10132
2019-04-20,9628
2019-04-21,9207
2019-04-22,8844
2019-04-23,8754
2019-04-24,8542
2019-04-25,8279
2019-04-26,8106
2019-04-27,8004
2019-04-28,7798
2019-04-29,7789
2019-04-30,7657
2019-05-01,7520
2019-05-02,7644
2019-05-03,7684
2019-05-04,7677
2019-05-05,7654
2019-05-06,7772
2019-05-07,7788
2019-05-08,7819
2019-05-09,7695
2019-05-10,7974
2019-05-11,7814
2019-05-12,7544
2019-05-13,7691
2019-05-14,7738
2019-05-15,7468
2019-05-16,7529
2019-05-17,7857
2019-05-18,8031
2019-05-19,8322
2019-05-20,8539
2019-05-21,8735
2019-05-22,8573
2019-05-23,8849
2019-05-24,8957
2019-05-25,9166
2019-05-26,9353
2019-05-27,9624
2019-05-28,9566
2019-05-29,9655
2019-05-30,9701
2019-05-31,9562
2019-06-01,9697
2019-06-02,9810
2019-06-03,9799
2019-06-04,9952
2019-06-05,10036
2019-06-06,9833
2019-06-07,9833
2019-06-08,9838
2019-06-09,9784
2019-06-10,9769
2019-06-11,9805
2019-06-12,9623
2019-06-13,9641
2019-06-14,9377
2019-06-15,9293
2019-06-16,9028
2019-06-17,9146
2019-06-18,9135
2019-06-19,9256
2019-06-20,9202
2019-06-21,8824
2019-06-22,8761
2019-06-23,8463
2019-06-24,8233
2019-06-25,8207
2019-06-26,7970
2019-06-27,7923
2019-06-28,7649
2019-06-29,7468
2019-06-30,7403
2019-07-01,7526
2019-07-02,7261
2019-07-03,7167
2019-07-04,6887
2019-07-05,6729
2019-07-06,6866
2019-07-07,6823
2019-07-08,6828
2019-07-09,6617
2019-07-10,6423
2019-07-11,6609
2019-07-12,6428
2019-07-13,6248
2019-07-14,6128
2019-07-15,5984
2019-07-16,5874
2019-07-17,5693
2019-07-18,5524
2019-07-19,5532
2019-07-20,5536
2019-07-21,5550
2019-07-22,5620
2019-07-23,5768
2019-07-24,5721
2019-07-25,5776
2019-07-26,5908
2019-07-27,6095
2019-07-28,6224
2019-07-29,6527
2019-07-30,6848
2019-07-31,6823
2019-08-01,6978
2019-08-02,7004
2019-08-03,7136
2019-08-04,7035
2019-08-05,7034
2019-08-06,7061
2019-08-07,7117
2019-08-08,7149
2019-08-09,7036
2019-08-10,7076
2019-08-11,7088
2019-08-12,7178
2019-08-13,7250
2019-08-14,7233
2019-08-15,7466
2019-08-16,7432
2019-08-17,7332
2019-08-18,7465
2019-08-19,7435
2019-08-20,7768
2019-08-21,8058
2019-08-22,8394
2019-08-23,8463
2019-08-24,8346
2019-08-24,8346
2019-08-25,8220
2019-08-25,8220
2019-08-26,8221
2019-08-27,8377
2019-08-27,8377
2019-08-28,8304
2019-08-29,8313
2019-08-30,8172
2019-08-31,7852
2019-09-01,7871
2019-09-02,7989
2019-09-03,7775
2019-09-04,7575
2019-09-05,7426
2019-09-06,7200
2019-09-07,7386
2019-09-08,7496
2019-09-09,7450
2019-09-10,7522
2019-09-11,7585
2019-09-12,7511
2019-09-13,7730
2019-09-14,7747
2019-09-15,7779
2019-09-16,7734
2019-09-17,7784
2019-09-18,7746
2019-09-19,7716
2019-09-20,7592
2019-09-21,7512
2019-09-22,7344
2019-09-23,7318
2019-09-24,7598
2019-09-25,7432
2019-09-26,7238
2019-09-27,7377
2019-09-28,7733
2019-09-29,8118
2019-09-30,8524
2019-10-01,8831
2019-10-02,8985
2019-10-03,9435
2019-10-04,9902
2019-10-05,10285
2019-10-06,10615
2019-10-07,11145
2019-10-08,11703
2019-10-09,12289
2019-10-10,12820
2019-10-11,13231
2019-10-12,13733
2019-10-13,14285
2019-10-14,14899
2019-10-15,14601
2019-10-16,15292
2019-10-17,15773
2019-10-18,15868
2019-10-19,15266
2019-10-20,14775
2019-10-21,14398
2019-10-22,13928
2019-10-23,13272
2019-10-24,12632
2019-10-25,12395
2019-10-26,12280
2019-10-27,12632
2019-10-28,12560
2019-10-29,12027
2019-10-30,11910
2019-10-31,11549
2019-11-01,11127
2019-11-02,10842
2019-11-03,10656
2019-11-04,10766
2019-11-05,10663
2019-11-06,10766
2019-11-07,11038
2019-11-08,10960
2019-11-09,11372
2019-11-10,11492
2019-11-11,11679
2019-11-12,11742
2019-11-13,11527
2019-11-14,11821
2019-11-15,12372
2019-11-16,12728
2019-11-17,12899
2019-11-18,13315
2019-11-19,13396
2019-11-20,13671
2019-11-21,14210
2019-11-22,14386
2019-11-23,14622
2019-11-24,14327
2019-11-25,14666
2019-11-26,15247
2019-11-27,15623
2019-11-28,16051
2019-11-29,16047
2019-11-30,15804
2019-12-01,15777
2019-12-02,14989
2019-12-03,14281
2019-12-04,13566
2019-12-05,13138
2019-12-06,12714
2019-12-07,12375
2019-12-08,11756
2019-12-09,11260
2019-12-10,10827
2019-12-11,10476
2019-12-12,10687
2019-12-13,10487
2019-12-14,10148
2019-12-15,9961
2019-12-16,9648
2019-12-17,9680
2019-12-18,9295
2019-12-19,9231
2019-12-20,9337
2019-12-21,9384
2019-12-22,9668
2019-12-23,9718
2019-12-24,9860
2019-12-25,9827
2019-12-26,9638
2019-12-27,9633
2019-12-28,9303
2019-12-29,9221
2019-12-30,8810
2019-12-31,8469
2020-01-01,8058
2020-01-02,7870
2020-01-03,7668
2020-01-04,7518
2020-01-05,7500
2020-01-06,7786
2020-01-07,8036
2020-01-08,8023
2020-01-09,8311
2020-01-10,8302
2020-01-11,8150
2020-01-12,7868
2020-01-13,7839
2020-01-14,7605
2020-01-15,7656
2020-01-16,7784
2020-01-17,7713
2020-01-18,7750
2020-01-19,7568
2020-01-20,7551
2020-01-21,7324
2020-01-22,7463
2020-01-23,7632
2020-01-24,7524
2020-01-25,7449
2020-01-26,7367
2020-01-27,7590
2020-01-28,7803
2020-01-29,7861
2020-01-30,7853
2020-01-31,8057
2020-02-01,8246
2020-02-02,7953
2020-02-03,7604
2020-02-04,7302
2020-02-05,7043
2020-02-06,6757
2020-02-07,6456
2020-02-08,6326
2020-02-09,6258
2020-02-10,6149
2020-02-11,5985
2020-02-12,5944
2020-02-13,5748
2020-02-14,5638
2020-02-15,5529
2020-02-16,5313
2020-02-17,5124
2020-02-18,4957
2020-02-19,4789
2020-02-20,4555
2020-02-21,4438
2020-02-22,4350
2020-02-23,4317
2020-02-24,4507
2020-02-25,4529
2020-02-26,4522
2020-02-27,4674
2020-02-28,4726
2020-02-29,4706
2020-03-01,4742
2020-03-02,4790
2020-03-03,4863
2020-03-04,4958
2020-03-05,5001
2020-03-06,5018
2020-03-07,5092
2020-03-08,5110
2020-03-09,5043
2020-03-10,5141
2020-03-11,5168
2020-03-12,5187
2020-03-13,5179
2020-03-14,5172
2020-03-15,5240
2020-03-16,5338
2020-03-17,5416
2020-03-18,5458
2020-03-19,5330
2020-03-20,5334
2020-03-21,5337
2020-03-22,5425
2020-03-23,5391
2020-03-24,5392
2020-03-25,5304
2020-03-26,5287
2020-03-27,5322
2020-03-28,5283
2020-03-29,5227
2020-03-30,5209
2020-03-31,5214
2020-04-01,5259
2020-04-02,5292
2020-04-03,5305
2020-04-04,5314
2020-04-05,5127
2020-04-06,5025
2020-04-07,5061
2020-04-08,5099
2020-04-09,5108
2020-04-10,5082
2020-04-11,5051
2020-04-12,5022
2020-04-13,5089
2020-04-14,5167
2020-04-15,5190
2020-04-16,5260
2020-04-17,5313
2020-04-18,5386
2020-04-19,5345
2020-04-20,5381
2020-04-21,5220
2020-04-22,5153
2020-04-23,5040
2020-04-24,4982
2020-04-25,4895
2020-04-26,4821
2020-04-27,4720
2020-04-28,4604
2020-04-29,4494
2020-04-30,4305
2020-05-01,4206
2020-05-02,4138
2020-05-03,3998
2020-05-04,3854
2020-05-05,3853
2020-05-06,3803
2020-05-07,3810
2020-05-08,3955
2020-05-09,3967
2020-05-10,3942
2020-05-11,3928
2020-05-12,3896
2020-05-13,3898
