date_obj,Black%20platelegs%20(t) price
2019-03-24,27257
2019-03-25,27257
2019-03-26,28319
2019-03-27,28319
2019-03-28,28319
2019-03-29,29660
2019-03-30,29660
2019-03-31,29660
2019-04-01,30754
2019-04-02,30754
2019-04-03,32178
2019-04-04,32178
2019-04-05,32576
2019-04-06,32576
2019-04-07,32627
2019-04-08,32627
2019-04-09,31792
2019-04-10,31792
2019-04-11,31281
2019-04-12,31166
2019-04-13,30448
2019-04-14,30491
2019-04-15,30491
2019-04-16,29305
2019-04-17,29305
2019-04-18,27974
2019-04-19,27974
2019-04-20,26674
2019-04-21,26674
2019-04-22,25428
2019-04-23,24453
2019-04-24,24453
2019-04-25,23448
2019-04-26,22698
2019-04-27,22698
2019-04-28,21665
2019-04-29,21665
2019-04-30,20827
2019-05-01,20827
2019-05-02,20062
2019-05-03,19873
2019-05-04,19873
2019-05-05,19744
2019-05-06,19744
2019-05-07,18839
2019-05-08,18839
2019-05-09,18197
2019-05-10,18197
2019-05-11,17422
2019-05-12,17422
2019-05-13,16584
2019-05-14,16024
2019-05-15,16024
2019-05-16,15755
2019-05-17,15755
2019-05-18,15337
2019-05-19,15337
2019-05-20,15191
2019-05-21,15191
2019-05-22,15550
2019-05-23,15550
2019-05-24,16018
2019-05-25,16018
2019-05-26,16194
2019-05-27,16194
2019-05-28,16324
2019-05-29,16324
2019-05-30,16395
2019-05-31,16395
2019-06-01,16459
2019-06-02,16459
2019-06-03,16223
2019-06-04,16223
2019-06-05,16217
2019-06-06,16217
2019-06-07,16805
2019-06-08,16805
2019-06-09,17638
2019-06-10,17638
2019-06-11,18159
2019-06-12,18159
2019-06-13,18904
2019-06-14,18904
2019-06-15,19724
2019-06-16,19724
2019-06-17,20707
2019-06-18,20707
2019-06-19,21651
2019-06-20,21720
2019-06-21,21720
2019-06-22,21053
2019-06-23,21053
2019-06-24,20109
2019-06-25,20109
2019-06-26,19326
2019-06-27,19326
2019-06-28,18651
2019-06-29,18651
2019-06-30,18232
2019-07-01,18232
2019-07-02,17677
2019-07-03,17677
2019-07-04,17386
2019-07-05,17386
2019-07-06,16905
2019-07-07,16905
2019-07-08,16967
2019-07-09,16967
2019-07-10,17389
2019-07-11,17389
2019-07-12,17008
2019-07-13,17008
2019-07-14,16594
2019-07-15,16594
2019-07-16,16594
2019-07-17,16376
2019-07-18,16376
2019-07-19,16376
2019-07-20,16538
2019-07-21,16538
2019-07-22,17265
2019-07-23,17265
2019-07-24,17265
2019-07-25,17793
2019-07-26,17793
2019-07-27,18508
2019-07-28,18508
2019-07-29,19166
2019-07-30,19166
2019-07-31,20087
2019-08-01,20087
2019-08-02,20087
2019-08-03,19973
2019-08-04,19973
2019-08-05,19662
2019-08-06,19662
2019-08-07,20324
2019-08-08,20324
2019-08-09,20324
2019-08-10,20796
2019-08-11,20796
2019-08-12,20796
2019-08-13,21644
2019-08-14,21644
2019-08-15,22162
2019-08-16,22162
2019-08-17,22905
2019-08-18,22905
2019-08-19,23988
2019-08-20,23988
2019-08-21,23988
2019-08-22,25103
2019-08-23,25103
2019-08-24,25832
2019-08-24,25832
2019-08-25,25832
2019-08-25,25832
2019-08-26,25832
2019-08-27,25992
2019-08-27,25992
2019-08-28,25992
2019-08-29,26402
2019-08-30,26402
2019-08-31,26402
2019-09-01,26783
2019-09-02,26783
2019-09-03,27841
2019-09-04,27841
2019-09-05,28984
2019-09-06,28984
2019-09-07,29777
2019-09-08,29777
2019-09-09,29777
2019-09-10,30705
2019-09-11,30705
2019-09-12,31547
2019-09-13,31547
2019-09-14,31547
2019-09-15,30983
2019-09-16,30983
2019-09-17,30983
2019-09-18,29984
2019-09-19,29984
2019-09-20,29984
2019-09-21,29165
2019-09-22,29165
2019-09-23,28756
2019-09-24,28756
2019-09-25,28756
2019-09-26,30015
2019-09-27,30015
2019-09-28,30015
2019-09-29,31142
2019-09-30,31142
2019-10-01,32138
2019-10-02,32138
2019-10-03,32138
2019-10-04,32138
2019-10-05,32471
2019-10-06,32471
2019-10-07,32471
2019-10-08,31389
2019-10-09,31389
2019-10-10,31389
2019-10-11,31751
2019-10-12,31751
2019-10-13,31751
2019-10-14,33339
2019-10-15,33339
2019-10-16,33339
2019-10-17,34664
2019-10-18,34664
2019-10-19,36165
2019-10-20,36165
2019-10-21,36165
2019-10-22,37821
2019-10-23,37821
2019-10-24,39598
2019-10-25,39598
2019-10-26,41272
2019-10-27,41272
2019-10-28,41272
2019-10-29,42217
2019-10-30,42217
2019-10-31,42217
2019-11-01,43778
2019-11-02,43778
2019-11-03,43542
2019-11-04,43542
2019-11-05,43542
2019-11-06,42913
2019-11-07,42913
2019-11-08,42913
2019-11-09,41272
2019-11-10,41272
2019-11-11,40217
2019-11-12,40217
2019-11-13,40217
2019-11-14,38726
2019-11-15,38726
2019-11-16,37459
2019-11-17,37459
2019-11-18,37459
2019-11-19,36461
2019-11-20,36461
2019-11-21,36461
2019-11-22,35556
2019-11-23,35556
2019-11-24,35556
2019-11-25,34353
2019-11-26,34353
2019-11-27,34353
2019-11-28,33301
2019-11-29,33301
2019-11-30,33301
2019-12-01,32624
2019-12-02,32624
2019-12-03,31701
2019-12-04,31701
2019-12-05,31701
2019-12-06,31865
2019-12-07,31865
2019-12-08,31865
2019-12-09,30899
2019-12-10,30899
2019-12-11,29948
2019-12-12,29948
2019-12-13,29948
2019-12-14,29948
2019-12-15,28595
2019-12-16,28595
2019-12-17,27371
2019-12-18,27371
2019-12-19,27371
2019-12-20,26067
2019-12-21,26067
2019-12-22,25051
2019-12-23,25051
2019-12-24,24624
2019-12-25,24624
2019-12-26,24624
2019-12-27,23746
2019-12-28,23746
2019-12-29,23746
2019-12-30,24830
2019-12-31,24830
2020-01-01,24830
2020-01-02,25370
2020-01-03,25370
2020-01-04,25370
2020-01-05,24688
2020-01-06,24688
2020-01-07,23838
2020-01-08,23838
2020-01-09,23838
2020-01-10,23721
2020-01-11,23721
2020-01-12,24019
2020-01-13,24019
2020-01-14,24019
2020-01-15,24806
2020-01-16,24806
2020-01-17,25624
2020-01-18,25624
2020-01-19,25196
2020-01-20,25196
2020-01-21,25196
2020-01-22,25081
2020-01-23,25081
2020-01-24,25081
2020-01-25,25312
2020-01-26,25312
2020-01-27,25441
2020-01-28,25441
2020-01-29,25441
2020-01-30,26237
2020-01-31,26237
2020-02-01,26237
2020-02-02,27283
2020-02-03,27283
2020-02-04,27283
2020-02-05,28492
2020-02-06,28492
2020-02-07,28492
2020-02-08,29272
2020-02-09,29272
2020-02-10,30079
2020-02-11,30079
2020-02-12,31504
2020-02-13,31504
2020-02-14,31504
2020-02-15,32854
2020-02-16,32854
2020-02-17,32350
2020-02-18,32350
2020-02-19,32350
2020-02-20,31030
2020-02-21,31030
2020-02-22,31030
2020-02-23,29940
2020-02-24,29940
2020-02-25,28616
2020-02-26,28616
2020-02-27,27541
2020-02-28,27541
2020-02-29,27541
2020-03-01,26436
2020-03-02,26436
2020-03-03,25378
2020-03-04,25378
2020-03-05,25378
2020-03-06,25203
2020-03-07,25203
2020-03-08,25203
2020-03-09,24955
2020-03-10,24955
2020-03-11,25416
2020-03-12,25416
2020-03-13,25331
2020-03-14,25331
2020-03-15,24646
2020-03-16,24646
2020-03-17,23941
2020-03-18,23941
2020-03-19,24791
2020-03-20,24791
2020-03-21,25760
2020-03-22,25760
2020-03-23,26816
2020-03-24,26816
2020-03-25,27679
2020-03-26,28483
2020-03-27,28483
2020-03-28,28726
2020-03-29,28248
2020-03-30,28248
2020-03-31,26841
2020-04-01,26841
2020-04-02,25706
2020-04-03,25706
2020-04-04,24910
2020-04-05,24910
2020-04-06,24010
2020-04-07,24010
2020-04-08,23468
2020-04-09,23468
2020-04-10,23191
2020-04-11,22846
2020-04-12,22846
2020-04-13,22086
2020-04-14,22086
2020-04-15,21479
2020-04-16,21479
2020-04-17,20424
2020-04-18,20320
2020-04-19,20320
2020-04-20,19833
2020-04-21,19833
2020-04-22,19457
2020-04-23,19457
2020-04-24,19718
2020-04-25,19718
2020-04-26,19259
2020-04-27,19259
2020-04-28,19010
2020-04-29,19010
2020-04-30,18966
2020-05-01,18966
2020-05-02,18936
2020-05-03,18936
2020-05-04,19006
2020-05-05,19006
2020-05-06,18889
2020-05-07,18889
2020-05-08,18396
2020-05-09,18396
2020-05-10,17954
2020-05-11,17954
2020-05-12,18033
2020-05-13,18033
