date_obj,Bandos%20coif price
2015-08-22,28026
2015-08-23,28388
2015-08-24,28692
2015-08-25,28692
2015-08-26,29794
2015-08-27,30105
2015-08-28,30020
2015-08-29,29507
2015-08-30,29303
2015-08-31,28951
2015-09-01,28925
2015-09-02,28925
2015-09-03,28725
2015-09-04,28344
2015-09-05,28265
2015-09-06,28241
2015-09-07,28061
2015-09-08,27509
2015-09-09,27675
2015-09-10,26886
2015-09-11,26393
2015-09-12,25772
2015-09-13,25540
2015-09-14,24948
2015-09-15,25115
2015-09-16,24356
2015-09-17,23657
2015-09-18,23467
2015-09-19,23189
2015-09-20,23107
2015-09-21,22932
2015-09-22,21906
2015-09-23,21400
2015-09-24,20499
2015-09-25,20314
2015-09-27,19715
2015-09-28,19589
2015-09-29,19582
2015-09-30,19443
2015-10-05,19606
2015-10-06,19484
2015-10-07,19032
2015-10-08,18463
2015-10-09,18162
2015-10-10,18162
2015-10-11,17765
2015-10-12,17556
2015-10-13,17260
2015-10-14,16965
2015-10-15,16618
2015-10-16,16860
2015-10-17,16860
2015-10-18,16705
2015-10-19,16263
2015-10-20,15887
2015-10-22,15622
2015-10-23,15368
2015-10-24,14975
2015-10-25,15035
2015-10-26,15431
2015-10-27,15755
2015-10-28,15676
2015-10-29,15385
2015-10-30,15419
2015-10-31,15019
2015-11-01,15341
2015-11-02,15173
2015-11-03,15306
2015-11-04,14570
2015-11-05,14536
2015-11-06,14331
2015-11-07,14563
2015-11-08,14563
2015-11-09,14990
2015-11-10,14724
2015-11-11,14501
2015-11-12,14857
2015-11-13,15451
2015-11-14,15782
2015-11-15,15727
2015-11-16,15780
2015-11-17,15994
2015-11-18,16528
2015-11-19,16895
2015-11-20,17086
2015-11-21,17086
2015-11-22,17201
2015-11-23,17201
2015-11-24,17502
2015-11-25,17909
2015-11-26,17909
2015-11-27,18637
2015-11-28,19142
2015-11-29,19546
2015-11-30,19602
2015-12-01,20329
2015-12-02,20707
2015-12-03,20679
2015-12-04,20662
2015-12-05,20581
2015-12-06,20255
2015-12-07,20431
2015-12-08,20558
2015-12-09,20778
2015-12-10,21019
2015-12-11,21625
2015-12-12,21638
2015-12-13,21496
2015-12-14,21496
2015-12-15,21897
2015-12-16,22188
2015-12-17,22498
2015-12-18,23411
2015-12-19,23601
2015-12-20,23624
2015-12-21,23913
2015-12-22,24751
2015-12-23,25628
2015-12-24,26207
2015-12-25,26767
2015-12-26,27344
2015-12-27,27779
2015-12-28,28346
2015-12-29,28154
2015-12-30,28133
2015-12-31,28934
2016-01-01,29055
2016-01-02,29072
2016-01-03,29311
2016-01-04,29188
2016-01-05,28829
2016-01-06,28937
2016-01-07,29181
2016-01-08,29055
2016-01-09,27874
2016-01-10,27465
2016-01-11,27553
2016-01-12,27429
2016-01-13,26877
2016-01-14,26469
2016-01-15,26732
2016-01-16,27075
2016-01-17,26831
2016-01-18,26240
2016-01-19,25876
2016-01-20,25669
2016-01-21,24963
2016-01-22,24480
2016-01-23,24228
2016-01-24,24365
2016-01-25,23830
2016-01-26,23779
2016-01-27,23541
2016-01-28,23541
2016-01-29,23246
2016-01-30,23246
2016-01-31,23030
2016-02-01,22873
2016-02-02,23518
2016-02-03,23449
2016-02-04,22868
2016-02-05,22441
2016-02-06,22193
2016-02-07,21677
2016-02-08,21471
2016-02-09,21310
2016-02-10,21124
2016-02-11,21163
2016-02-12,20617
2016-02-13,20277
2016-02-14,20097
2016-02-15,19953
2016-02-16,20322
2016-02-17,20322
2016-02-18,20390
2016-02-19,20680
2016-02-20,20584
2016-02-21,20686
2016-02-22,20243
2016-02-23,20908
2016-02-24,21349
2016-02-25,21484
2016-02-26,21781
2016-02-27,21825
2016-02-28,21708
2016-02-29,21738
2016-03-01,21330
2016-03-02,20657
2016-03-03,20410
2016-03-04,20384
2016-03-05,20245
2016-03-06,20316
2016-03-07,20629
2016-03-08,21234
2016-03-09,21579
2016-03-10,22173
2016-03-11,22278
2016-03-12,22292
2016-03-13,21998
2016-03-14,22131
2016-03-15,22447
2016-03-16,22333
2016-03-17,22033
2016-03-18,22259
2016-03-19,22407
2016-03-20,22254
2016-03-21,22202
2016-03-22,22376
2016-03-23,22699
2016-03-24,23455
2016-03-25,23678
2016-03-26,23924
2016-03-27,24034
2016-03-28,24061
2016-03-29,24211
2016-03-30,24211
2016-03-31,24035
2016-04-01,23766
2016-04-02,23126
2016-04-03,22957
2016-04-04,21915
2016-04-05,20913
2016-04-06,20072
2016-04-07,19096
2016-04-08,19026
2016-04-09,19209
2016-04-10,18944
2016-04-11,18944
2016-04-12,18802
2016-04-13,18617
2016-04-14,18602
2016-04-15,18440
2016-04-16,18302
2016-04-17,18293
2016-04-18,18227
2016-04-19,18054
2016-04-20,18631
2016-04-21,19028
2016-04-22,19357
2016-04-23,19496
2016-04-24,20084
2016-04-25,20603
2016-04-26,20914
2016-04-27,20430
2016-04-28,20126
2016-04-29,20088
2016-04-30,19931
2016-05-01,19751
2016-05-02,19560
2016-05-03,19347
2016-05-04,19282
2016-05-05,19242
2016-05-06,18974
2016-05-07,18481
2016-05-08,17851
2016-05-09,17304
2016-05-10,17096
2016-05-11,16701
2016-05-12,16168
2016-05-13,15508
2016-05-14,15429
2016-05-15,15125
2016-05-16,14698
2016-05-17,15273
2016-05-18,15711
2016-05-19,15941
2016-05-22,16451
2016-05-23,16554
2016-05-24,16544
2016-05-25,16204
2016-05-26,16082
2016-05-27,15934
2016-05-28,15597
2016-05-29,15547
2016-05-30,15666
2016-05-31,15733
2016-06-01,15607
2016-06-02,15531
2016-06-03,15655
2016-06-04,15770
2016-06-05,15616
2016-06-06,15965
2016-06-07,16283
2016-06-08,16350
2016-06-09,16404
2016-06-10,16388
2016-06-11,16532
2016-06-12,16033
2016-06-13,16084
2016-06-14,16367
2016-06-15,16032
2016-06-16,15571
2016-06-17,15676
2016-06-18,15686
2016-06-19,15392
2016-06-20,15619
2016-06-21,15583
2016-06-22,15645
2016-06-23,15354
2016-06-24,14812
2016-06-25,14752
2016-06-26,14937
2016-06-27,14648
2016-06-28,14555
2016-06-29,14583
2016-06-30,14785
2016-07-01,15345
2016-07-02,15107
2016-07-03,15017
2016-07-04,14783
2016-07-05,15128
2016-07-06,15208
2016-07-07,15236
2016-07-08,15330
2016-07-09,15940
2016-07-10,16037
2016-07-11,15948
2016-07-12,15720
2016-07-13,15801
2016-07-14,15911
2016-07-15,16050
2016-07-16,16091
2016-07-17,16341
2016-07-18,16124
2016-07-23,15978
2016-07-24,16019
2016-07-25,16084
2016-07-26,16079
2016-07-27,15946
2016-07-28,15935
2016-07-29,16076
2016-07-30,16261
2016-07-31,16391
2016-08-01,16846
2016-08-02,16742
2016-08-03,16536
2016-08-04,16316
2016-08-05,16268
2016-08-06,16320
2016-08-07,16536
2016-08-08,16747
2016-08-09,16541
2016-08-10,16734
2016-08-11,16655
2016-08-12,16427
2016-08-13,16179
2016-08-14,16340
2016-08-15,16696
2016-08-16,17026
2016-08-17,17422
2016-08-18,17319
2016-08-19,17520
2016-08-20,17291
2016-08-21,17464
2016-08-22,17415
2016-08-23,17403
2016-08-24,16909
2016-08-25,16196
2016-08-26,16196
2016-08-28,15880
2016-08-31,15480
2016-09-01,15298
2016-09-02,15298
2016-09-03,15236
2016-09-04,15152
2016-09-05,15367
2016-09-06,15306
2016-09-07,15353
2016-09-08,15338
2016-09-09,15581
2016-09-10,15703
2016-09-11,15958
2016-09-12,15979
2016-09-13,16329
2016-09-14,16353
2016-09-15,16122
2016-09-16,16074
2016-09-17,15724
2016-09-18,14946
2016-09-19,14589
2016-09-20,14695
2016-09-21,14637
2016-09-22,14711
2016-09-23,14528
2016-09-24,14528
2016-09-25,14610
2016-09-26,14819
2016-09-27,14900
2016-09-28,15019
2016-09-29,14726
2016-09-30,14477
2016-10-01,14485
2016-10-02,14089
2016-10-03,13707
2016-10-04,13348
2016-10-05,13162
2016-10-06,13041
2016-10-07,13185
2016-10-08,13087
2016-10-09,13138
2016-10-10,12955
2016-10-11,12739
2016-10-12,12822
2016-10-13,13151
2016-10-14,13207
2016-10-15,13582
2016-10-16,13400
2016-10-17,13382
2016-10-18,13629
2016-10-19,13560
2016-10-20,13469
2016-10-21,13448
2016-10-22,13383
2016-10-23,13488
2016-10-24,13549
2016-10-25,13581
2016-10-26,13544
2016-10-27,13435
2016-10-28,13279
2016-10-29,13312
2016-10-30,13478
2016-10-31,13615
2016-11-01,13524
2016-11-02,13374
2016-11-03,13156
2016-11-04,13183
2016-11-05,13374
2016-11-06,13952
2016-11-07,14478
2016-11-08,14887
2016-11-09,14838
2016-11-10,14847
2016-11-11,14890
2016-11-12,15124
2016-11-13,15299
2016-11-14,15443
2016-11-15,15171
2016-12-07,15732
2016-12-08,15789
2016-12-09,16249
2016-12-10,16049
2016-12-11,16262
2016-12-12,16335
2016-12-13,16666
2016-12-14,16929
2016-12-15,17280
2016-12-16,16941
2016-12-17,17332
2016-12-18,17380
2016-12-19,17480
2016-12-20,17926
2016-12-21,18393
2016-12-22,18877
2016-12-23,19562
2016-12-24,20096
2016-12-25,21101
2016-12-26,21879
2016-12-27,22208
2016-12-28,22414
2016-12-29,22099
2016-12-30,22524
2016-12-31,21697
2017-01-01,21919
2017-01-02,21512
2017-01-03,20741
2017-01-04,20441
2017-01-05,19951
2017-01-06,19364
2017-01-07,19220
2017-01-08,18685
2017-01-09,17996
2017-01-10,17650
2017-01-11,17426
2017-01-12,17281
2017-01-13,17457
2017-01-14,17595
2017-01-15,17575
2017-01-16,17630
2017-01-17,18039
2017-01-18,18070
2017-01-19,17716
2017-01-20,17129
2017-01-21,16288
2017-01-22,15707
2017-01-23,15537
2017-01-27,15580
2017-01-28,15689
2017-01-29,15870
2017-01-30,15945
2017-01-31,16030
2017-02-01,16118
2017-02-02,15976
2017-02-03,16061
2017-02-04,16001
2017-02-05,15850
2017-02-06,15588
2017-02-07,15188
2017-02-08,15386
2017-02-09,15757
2017-02-10,15794
2017-02-11,15821
2017-02-12,15992
2017-02-13,16454
2017-02-14,16495
2017-02-15,16377
2017-02-16,16505
2017-02-18,16396
2017-02-19,16211
2017-02-20,16208
2017-02-21,16372
2017-02-22,16466
2017-02-23,16614
2017-02-24,17056
2017-02-25,17158
2017-02-26,17137
2017-02-27,16664
2017-02-28,16626
2017-03-01,16582
2017-03-02,16486
2017-03-03,16449
2017-03-04,16700
2017-03-05,16500
2017-03-06,16389
2017-03-07,16507
2017-03-08,16578
2017-03-09,16729
2017-03-10,16708
2017-03-11,16551
2017-03-12,16432
2017-03-13,16128
2017-03-14,15951
2017-03-15,15521
2017-03-16,15594
2017-03-17,15367
2017-03-18,15197
2017-03-19,15357
2017-03-20,15655
2017-03-21,16107
2017-03-22,16404
2017-03-23,16592
2017-03-24,16824
2017-03-25,17200
2017-03-26,17230
2017-03-27,17309
2017-03-28,17728
2017-03-29,18001
2017-03-30,17962
2017-03-31,18125
2017-04-01,18282
2017-04-02,18237
2017-04-03,18399
2017-04-04,18606
2017-04-05,18652
2017-04-12,17898
2017-04-13,17672
2017-04-14,17521
2017-04-15,17354
2017-04-16,17409
2017-04-17,17241
2017-04-18,17155
2017-04-19,17524
2017-04-20,17866
2017-04-21,18304
2017-04-22,18659
2017-04-23,19364
2017-04-24,20129
2017-04-25,20322
2017-04-26,20507
2017-04-27,21031
2017-04-28,21435
2017-04-29,21922
2017-04-30,22723
2017-05-01,23353
2017-05-02,23602
2017-05-03,23731
2017-05-04,23959
2017-05-05,24000
2017-05-06,24005
2017-05-07,23232
2017-05-08,22489
2017-05-09,21659
2017-05-10,21222
2017-05-11,21114
2017-05-12,20772
2017-05-13,20279
2017-05-14,19978
2017-05-15,20131
2017-05-16,20389
2017-05-17,20489
2017-05-18,20302
2017-05-19,20094
2017-05-20,20394
2017-05-21,20734
2017-05-22,20986
2017-05-23,20758
2017-05-24,20458
2017-05-25,20344
2017-05-26,20475
2017-05-27,21080
2017-05-28,21599
2017-05-29,22203
2017-05-30,23094
2017-05-31,24078
2017-06-01,25272
2017-06-02,26435
2017-06-03,27481
2017-06-04,28768
2017-06-05,29789
2017-06-06,30600
2017-06-07,31609
2017-06-08,32248
2017-06-09,32869
2017-06-10,33381
2017-06-11,34292
2017-06-12,34926
2017-06-13,35449
2017-06-14,36100
2017-06-15,35646
2017-06-16,35729
2017-06-17,36243
2017-06-18,36309
2017-06-19,36519
2017-06-20,36811
2017-06-21,36789
2017-06-22,36692
2017-06-23,36203
2017-06-24,35769
2017-06-25,35119
2017-06-26,34825
2017-06-27,34409
2017-06-28,33892
2017-06-29,33486
2017-06-30,33247
2017-07-01,33004
2017-07-02,32420
2017-07-03,32362
2017-07-04,32352
2017-07-05,32720
2017-07-06,32930
2017-07-07,33566
2017-07-08,34123
2017-07-09,34488
2017-07-13,35135
2017-07-14,35238
2017-07-15,35571
2017-07-16,36069
2017-07-17,36025
2017-07-18,36813
2017-07-19,37340
2017-07-20,37661
2017-07-21,37535
2017-07-22,37624
2017-07-23,37446
2017-07-24,37273
2017-07-25,37264
2017-07-26,37154
2017-07-27,36515
2017-07-28,36792
2017-07-29,36768
2017-07-30,37267
2017-07-31,38494
2017-08-01,38154
2017-08-02,38654
2017-08-03,38957
2017-08-04,38890
2017-08-05,38665
2017-08-06,38480
2017-08-07,38179
2017-08-08,37972
2017-08-09,37762
2017-08-10,37637
2017-08-11,37379
2017-08-12,37486
2017-08-13,37622
2017-08-14,37210
2017-08-15,36881
2017-08-16,36259
2017-08-17,36465
2017-08-18,36354
2017-08-19,36184
2017-08-20,36342
2017-08-21,36705
2017-08-22,37265
2017-08-23,37765
2017-08-24,39047
2017-08-25,38945
2017-08-26,38904
2017-08-27,39085
2017-08-28,38817
2017-08-29,38410
2017-08-30,38070
2017-08-31,38382
2017-09-01,38659
2017-09-02,39073
2017-09-03,38715
2017-09-04,38860
2017-09-05,38891
2017-09-06,38809
2017-09-07,38281
2017-09-08,38567
2017-09-09,38277
2017-09-10,38474
2017-09-11,38222
2017-09-12,38791
2017-09-13,39276
2017-09-14,39295
2017-09-15,39992
2017-09-16,40341
2017-09-17,40126
2017-09-18,39361
2017-09-19,38851
2017-09-20,38457
2017-09-22,37820
2017-09-23,38170
2017-09-24,38240
2017-09-25,37613
2017-09-26,36958
2017-09-27,36505
2017-09-28,36782
2017-09-29,36287
2017-09-30,36091
2017-10-01,36185
2017-10-02,36412
2017-10-03,36308
2017-10-04,36056
2017-10-05,36211
2017-10-06,36684
2017-10-07,36394
2017-10-08,36357
2017-10-09,36314
2017-10-10,35772
2017-10-11,36291
2017-10-12,36693
2017-10-13,36465
2017-10-14,36638
2017-10-15,36836
2017-10-16,36598
2017-10-17,36760
2017-10-18,36616
2017-10-19,36698
2017-10-20,36597
2017-10-21,36506
2017-10-22,36465
2017-10-23,36535
2017-10-24,37765
2017-10-25,37875
2017-10-26,37756
2017-10-27,37546
2017-10-28,37491
2017-10-29,37982
2017-10-30,37624
2017-10-31,37450
2017-11-01,36960
2017-11-02,36033
2017-11-03,35798
2017-11-04,35938
2017-11-05,36148
2017-11-06,35747
2017-11-07,35681
2017-11-08,35760
2017-11-09,35832
2017-11-10,35506
2017-11-11,35144
2017-11-12,35049
2017-11-13,34287
2017-11-14,34402
2017-11-15,34098
2017-11-16,34108
2017-11-17,34520
2017-11-18,34764
2017-11-19,34196
2017-11-20,33183
2017-11-21,33278
2017-11-22,32295
2017-11-23,33143
2017-11-24,33958
2017-11-25,35475
2017-11-26,37249
2017-11-27,39112
2017-11-28,41021
2017-11-29,43073
2017-11-30,45189
2017-12-01,46467
2017-12-02,47558
2017-12-03,49199
2017-12-04,49326
2017-12-05,50822
2017-12-06,51117
2017-12-07,49540
2017-12-08,48180
2017-12-09,47674
2017-12-10,45445
2017-12-11,43365
2017-12-12,42429
2017-12-13,41654
2017-12-14,41913
2017-12-15,42588
2017-12-16,42545
2017-12-17,42326
2017-12-18,41572
2017-12-19,41477
2017-12-20,40877
2017-12-21,40017
2017-12-22,38111
2017-12-23,37152
2017-12-24,36065
2017-12-25,35443
2017-12-26,35176
2017-12-27,34927
2017-12-28,35096
2017-12-29,34788
2017-12-30,34397
2017-12-31,35233
2018-01-01,36785
2018-01-02,38035
2018-01-03,39061
2018-01-04,40005
2018-01-05,40149
2018-01-06,39493
2018-01-07,39330
2018-01-08,39432
2018-01-09,40325
2018-01-10,39049
2018-01-11,39685
2018-01-12,40175
2018-01-13,39818
2018-01-14,40168
2018-01-15,40182
2018-01-16,40110
2018-01-17,39661
2018-01-18,40000
2018-01-19,40171
2018-01-20,39929
2018-01-21,39135
2018-01-22,38813
2018-01-23,38679
2018-01-24,38533
2018-01-25,38809
2018-01-26,38788
2018-01-27,38271
2018-01-28,38949
2018-01-29,38799
2018-01-30,39098
2018-01-31,39748
2018-02-01,39904
2018-02-02,40257
2018-02-03,40385
2018-02-04,40264
2018-02-05,39433
2018-02-06,39046
2018-02-07,39407
2018-02-08,40872
2018-02-09,42567
2018-02-10,44573
2018-02-11,46770
2018-02-12,49109
2018-02-13,51517
2018-02-14,54093
2018-02-15,56512
2018-02-16,59236
2018-02-17,61475
2018-02-18,63045
2018-02-19,63114
2018-02-20,60871
2018-02-21,58728
2018-02-22,57594
2018-02-23,55156
2018-02-24,52398
2018-02-25,50504
2018-02-26,49600
2018-02-27,48751
2018-02-28,48500
2018-03-01,47789
2018-03-02,48022
2018-03-03,48398
2018-03-04,46695
2018-03-05,44993
2018-03-06,43920
2018-03-07,43196
2018-03-08,43669
2018-03-09,44095
2018-03-10,43472
2018-03-11,43386
2018-03-12,43962
2018-03-13,44149
2018-03-14,45148
2018-03-15,45120
2018-03-16,44639
2018-03-17,44244
2018-03-18,44429
2018-03-20,44635
2018-03-21,44378
2018-03-22,43633
2018-03-23,42293
2018-03-24,42214
2018-03-25,41782
2018-03-26,41786
2018-03-27,41129
2018-03-28,41361
2018-03-29,40954
2018-03-30,40968
2018-03-31,41115
2018-04-01,41284
2018-04-02,41611
2018-04-03,41991
2018-04-04,42688
2018-04-05,43424
2018-04-06,44094
2018-04-07,44502
2018-04-08,44237
2018-04-09,45362
2018-04-10,46037
2018-04-11,45708
2018-04-12,45399
2018-04-13,45487
2018-04-14,45862
2018-04-15,45225
2018-04-16,45356
2018-04-17,45350
2018-04-18,45388
2018-04-19,45466
2018-04-20,45404
2018-04-21,46112
2018-04-22,46518
2018-04-23,47020
2018-04-24,47800
2018-04-25,49207
2018-04-26,50281
2018-04-27,51488
2018-04-28,51691
2018-04-29,52631
2018-04-30,54579
2018-05-01,56782
2018-05-02,58847
2018-05-03,60909
2018-05-04,61971
2018-05-05,63954
2018-05-06,64862
2018-05-07,65048
2018-05-08,65042
2018-05-09,65417
2018-05-10,65365
2018-05-11,65343
2018-05-12,64586
2018-05-13,63137
2018-05-14,62721
2018-05-15,61689
2018-05-16,61430
2018-05-17,62629
2018-05-18,62148
2018-05-19,62546
2018-05-20,62387
2018-05-21,61084
2018-05-22,59029
2018-05-23,56795
2018-05-24,56194
2018-05-25,56059
2018-05-26,55289
2018-05-27,55941
2018-05-28,56171
2018-05-29,56099
2018-05-30,56073
2018-05-31,55920
2018-06-01,54878
2018-06-02,54229
2018-06-03,53914
2018-06-04,53958
2018-06-05,54429
2018-06-06,53482
2018-06-07,53736
2018-06-08,53652
2018-06-09,53936
2018-06-10,53972
2018-06-11,54126
2018-06-12,54648
2018-06-13,55456
2018-06-14,56274
2018-06-15,56296
2018-06-16,56125
2018-06-17,56190
2018-06-18,56290
2018-06-19,56913
2018-06-20,57020
2018-06-21,57697
2018-06-22,58171
2018-06-23,57836
2018-06-24,58378
2018-06-25,58570
2018-06-26,59185
2018-06-27,60483
2018-06-28,61697
2018-06-29,61209
2018-06-30,61133
2018-07-01,61483
2018-07-02,61775
2018-07-03,62090
2018-07-04,62737
2018-07-05,62339
2018-07-06,62779
2018-07-07,62128
2018-07-08,61420
2018-07-09,60951
2018-07-10,60215
2018-07-11,61020
2018-07-12,60563
2018-07-13,61479
2018-07-14,60938
2018-07-15,60790
2018-07-16,61736
2018-07-17,63520
2018-07-18,63285
2018-07-19,63299
2018-07-20,61876
2018-07-21,61479
2018-07-22,62429
2018-07-23,63849
2018-07-24,65879
2018-07-25,67766
2018-07-26,68088
2018-07-27,68293
2018-07-28,68352
2018-07-29,68498
2018-07-30,68827
2018-07-31,70678
2018-08-01,73905
2018-08-02,77039
2018-08-03,79337
2018-08-04,81419
2018-08-05,83289
2018-08-06,83347
2018-08-07,83861
2018-08-08,83953
2018-08-09,82674
2018-08-10,81498
2018-08-11,81112
2018-08-12,81096
2018-08-14,81247
2018-08-16,78387
2018-08-17,77009
2018-08-18,75485
2018-08-19,73590
2018-08-20,71976
2018-08-21,70316
2018-08-22,68889
2018-08-23,68336
2018-08-24,67192
2018-08-25,65871
2018-08-26,66743
2018-08-27,67429
2018-08-28,69813
2018-08-29,71889
2018-08-30,73044
2018-08-31,73450
2018-09-01,73456
2018-09-02,73212
2018-09-03,73151
2018-09-04,73921
2018-09-05,74788
2018-09-06,75504
2018-09-07,75999
2018-09-08,76737
2018-09-09,77672
2018-09-10,77003
2018-09-11,76947
2018-09-12,77199
2018-09-13,77062
2018-09-14,76903
2018-09-15,77113
2018-09-16,77087
2018-09-17,76487
2018-09-18,76423
2018-09-19,77478
2018-09-20,77330
2018-09-21,77761
2018-09-22,77353
2018-09-23,75666
2018-09-24,76265
2018-09-25,75552
2018-09-26,74272
2018-09-27,72118
2018-09-28,72261
2018-09-29,72669
2018-09-30,72458
2018-10-01,72806
2018-10-02,72901
2018-10-03,72805
2018-10-04,74006
2018-10-05,74166
2018-10-06,75497
2018-10-07,76034
2018-10-08,76574
2018-10-09,78171
2018-10-10,78888
2018-10-11,78144
2018-10-12,77757
2018-10-13,77319
2018-10-14,78083
2018-10-15,76954
2018-10-16,77141
2018-10-17,76972
2018-10-18,76853
2018-10-19,78717
2018-10-20,78877
2018-10-21,78157
2018-10-22,78049
2018-10-23,77937
2018-10-24,77000
2018-10-25,75974
2018-10-26,74360
2018-10-27,74260
2018-10-28,71922
2018-10-29,71030
2018-10-30,69954
2018-10-31,68869
2018-11-01,68085
2018-11-03,68003
2018-11-04,67358
2018-11-05,67472
2018-11-06,65198
2018-11-07,65475
2018-11-08,63930
2018-11-09,61983
2018-11-10,60169
2018-11-11,59880
2018-11-12,59067
2018-11-13,59798
2018-11-14,60844
2018-11-15,62635
2018-11-16,60906
2018-11-17,61317
2018-11-18,60755
2018-11-19,60381
2018-11-20,60044
2018-11-21,59745
2018-11-22,60524
2018-11-23,61326
2018-11-24,61509
2018-11-25,62108
2018-11-26,62359
2018-11-27,62562
2018-11-28,63472
2018-11-29,64146
2018-12-01,64937
2018-12-02,66681
2018-12-03,67856
2018-12-04,69491
2018-12-05,71241
2018-12-07,73385
2018-12-09,73671
2018-12-10,73166
2018-12-11,73690
2018-12-12,73575
2018-12-13,73849
2018-12-14,73132
2018-12-15,73942
2018-12-16,72939
2018-12-17,71846
2018-12-18,69870
2018-12-19,68419
2018-12-20,67860
2018-12-21,68617
2018-12-22,68432
2018-12-23,68395
2018-12-24,69120
2018-12-25,69043
2018-12-26,70367
2018-12-27,71992
2018-12-28,73769
2018-12-29,75120
2018-12-30,75415
2018-12-31,74434
2019-01-01,72143
2019-01-02,70119
2019-01-03,69869
2019-01-04,70212
2019-01-05,70420
2019-01-06,69659
2019-01-08,67867
2019-01-10,66962
2019-01-11,65568
2019-01-12,65845
2019-01-13,64795
2019-01-14,64306
2019-01-15,64140
2019-01-16,65158
2019-01-17,64628
2019-01-18,63505
2019-01-19,63684
2019-01-20,62976
2019-01-21,63569
2019-01-22,62121
2019-01-23,61061
2019-01-24,61790
2019-01-25,61423
2019-01-26,60954
2019-01-27,61057
2019-01-28,60591
2019-01-29,60815
2019-01-30,61063
2019-01-31,63069
2019-02-01,66040
2019-02-02,66093
2019-02-03,64943
2019-02-04,63972
2019-02-05,64292
2019-02-06,64851
2019-02-07,66048
2019-02-08,65615
2019-02-09,65088
2019-02-10,65944
2019-02-11,65923
2019-02-12,65320
2019-02-13,65032
2019-02-14,64918
2019-02-15,65403
2019-02-16,65255
2019-02-17,65659
2019-02-18,66431
2019-02-19,67613
2019-02-20,68495
2019-02-21,69744
2019-02-22,71239
2019-02-23,72409
2019-02-24,72509
2019-02-25,72330
2019-02-26,72687
2019-02-27,71865
2019-02-28,71850
2019-03-01,72476
2019-03-02,73519
2019-03-03,73437
2019-03-04,72723
2019-03-05,71986
2019-03-06,72405
2019-03-07,71539
2019-03-08,70691
2019-03-09,70581
2019-03-10,70724
2019-03-11,70609
2019-03-12,70832
2019-03-13,70386
2019-03-14,70061
2019-03-15,70302
2019-03-16,69023
2019-03-17,68769
2019-03-18,68453
2019-03-19,68830
2019-03-20,68975
