date_obj,Ahrim's%20staff price
2015-12-05,77810
2015-12-06,79007
2015-12-07,79007
2015-12-08,79007
2015-12-09,79454
2015-12-10,79454
2015-12-11,79454
2015-12-12,80284
2015-12-13,80284
2015-12-14,80284
2015-12-15,81037
2015-12-16,81037
2015-12-17,81037
2015-12-18,82969
2015-12-19,82969
2015-12-20,83689
2015-12-21,83689
2015-12-22,83689
2015-12-23,85090
2015-12-24,85090
2015-12-25,85090
2015-12-26,84197
2015-12-27,84197
2015-12-28,85431
2015-12-29,85431
2015-12-30,86284
2015-12-31,86284
2016-01-01,86284
2016-01-02,87914
2016-01-03,87914
2016-01-04,88907
2016-01-05,88907
2016-01-06,89535
2016-01-07,89535
2016-01-08,89394
2016-01-09,89394
2016-01-10,88235
2016-01-11,88235
2016-01-12,89951
2016-01-13,89951
2016-01-14,91009
2016-01-15,91009
2016-01-16,92627
2016-01-17,92627
2016-01-18,93891
2016-01-19,93891
2016-01-20,96341
2016-01-21,96341
2016-01-22,93587
2016-01-23,93587
2016-01-24,89043
2016-01-25,85186
2016-01-26,85186
2016-01-27,84325
2016-01-28,84325
2016-01-29,86890
2016-01-30,86890
2016-01-31,87908
2016-02-01,87908
2016-02-02,89245
2016-02-03,89245
2016-02-04,89886
2016-02-05,89886
2016-02-06,90641
2016-02-07,90641
2016-02-08,90641
2016-02-09,94099
2016-02-10,94099
2016-02-11,95470
2016-02-12,95470
2016-02-13,95049
2016-02-14,95049
2016-02-15,92967
2016-02-16,92967
2016-02-17,94668
2016-02-18,94668
2016-02-19,94668
2016-02-20,95805
2016-02-21,95796
2016-02-22,95796
2016-02-23,95796
2016-02-24,95964
2016-02-25,95964
2016-02-26,97727
2016-02-27,97727
2016-02-28,93625
2016-02-29,93625
2016-03-01,88960
2016-03-02,88960
2016-03-03,84814
2016-03-04,84814
2016-03-05,80573
2016-03-06,80573
2016-03-07,76544
2016-03-08,76544
2016-03-09,72716
2016-03-10,72716
2016-03-11,69584
2016-03-12,69584
2016-03-13,67430
2016-03-14,67430
2016-03-15,68603
2016-03-16,68603
2016-03-17,67109
2016-03-18,67109
2016-03-19,64395
2016-03-20,64395
2016-03-21,61608
2016-03-22,61608
2016-03-23,59276
2016-03-24,59276
2016-03-25,56880
2016-03-26,56880
2016-03-27,56880
2016-03-28,57138
2016-03-29,57138
2016-03-30,57138
2016-03-31,56974
2016-04-01,56974
2016-04-02,56166
2016-04-03,56166
2016-04-04,56495
2016-04-05,56495
2016-04-06,56447
2016-04-07,56447
2016-04-08,58246
2016-04-09,58246
2016-04-10,57771
2016-04-11,57771
2016-04-12,57771
2016-04-13,56736
2016-04-14,57432
2016-04-15,57432
2016-04-16,57625
2016-04-17,57625
2016-04-18,55063
2016-04-19,55063
2016-04-20,52865
2016-04-21,52865
2016-04-22,52865
2016-04-23,52627
2016-04-24,52627
2016-04-25,54054
2016-04-26,54054
2016-04-27,53906
2016-04-28,53906
2016-04-29,53922
2016-04-30,53922
2016-05-01,53812
2016-05-02,53812
2016-05-03,54713
2016-05-04,54713
2016-05-05,54332
2016-05-06,54332
2016-05-07,54473
2016-05-08,54473
2016-05-09,54071
2016-05-10,54071
2016-05-11,53819
2016-05-12,53819
2016-05-13,52789
2016-05-14,52789
2016-05-15,54811
2016-05-16,54811
2016-05-17,57035
2016-05-18,59806
2016-05-19,59806
2016-05-22,65802
2016-05-23,68408
2016-05-24,66721
2016-05-25,66721
2016-05-26,63486
2016-05-27,60311
2016-05-28,60311
2016-05-29,57373
2016-05-30,57373
2016-05-31,57191
2016-06-01,58113
2016-06-02,58113
2016-06-03,60387
2016-06-04,60387
2016-06-05,59848
2016-06-06,60520
2016-06-07,60520
2016-06-08,61372
2016-06-09,61372
2016-06-10,61943
2016-06-11,61943
2016-06-12,63461
2016-06-13,63461
2016-06-14,63000
2016-06-15,63000
2016-06-16,63000
2016-06-17,61769
2016-06-18,61769
2016-06-19,64444
2016-06-20,64444
2016-06-21,64441
2016-06-22,64441
2016-06-23,63962
2016-06-24,63962
2016-06-25,64786
2016-06-26,64786
2016-06-27,63102
2016-06-28,63102
2016-06-29,62205
2016-06-30,62205
2016-07-01,62685
2016-07-02,62685
2016-07-03,60912
2016-07-04,58123
2016-07-05,58123
2016-07-06,56872
2016-07-07,56533
2016-07-08,58624
2016-07-09,60682
2016-07-10,61718
2016-07-11,62201
2016-07-12,62201
2016-07-13,64749
2016-07-14,67987
2016-07-15,67987
2016-07-16,71018
2016-07-17,71018
2016-07-18,71081
2016-07-23,65214
2016-07-24,61953
2016-07-25,61953
2016-07-26,60001
2016-07-27,60001
2016-07-28,57231
2016-07-29,55363
2016-07-30,55363
2016-07-31,56344
2016-08-01,56344
2016-08-02,56400
2016-08-03,56400
2016-08-04,56148
2016-08-05,56148
2016-08-06,57164
2016-08-07,57164
2016-08-08,57869
2016-08-09,55075
2016-08-10,55075
2016-08-11,55078
2016-08-12,55078
2016-08-13,55889
2016-08-14,55889
2016-08-15,56316
2016-08-16,56316
2016-08-17,56188
2016-08-18,56188
2016-08-19,55395
2016-08-20,55395
2016-08-21,54684
2016-08-22,54684
2016-08-23,55788
2016-08-24,55788
2016-08-25,56749
2016-08-26,56749
2016-08-28,56522
2016-08-31,56334
2016-09-01,56334
2016-09-02,55605
2016-09-03,55605
2016-09-04,56130
2016-09-05,56130
2016-09-06,57172
2016-09-07,57172
2016-09-08,57172
2016-09-09,58598
2016-09-10,58598
2016-09-11,57849
2016-09-12,57849
2016-09-13,57296
2016-09-14,57296
2016-09-15,57296
2016-09-16,56971
2016-09-17,56971
2016-09-18,55205
2016-09-19,55205
2016-09-20,55623
2016-09-21,55623
2016-09-22,55990
2016-09-23,55990
2016-09-24,55990
2016-09-25,55198
2016-09-26,55198
2016-09-27,55198
2016-09-28,55496
2016-09-29,55496
2016-09-30,56348
2016-10-01,56348
2016-10-02,56499
2016-10-03,56499
2016-10-04,56990
2016-10-05,56990
2016-10-06,57156
2016-10-07,57156
2016-10-08,57312
2016-10-09,57312
2016-10-10,57249
2016-10-11,57249
2016-10-12,57715
2016-10-13,57715
2016-10-14,59393
2016-10-15,59393
2016-10-16,59104
2016-10-17,59104
2016-10-18,59983
2016-10-19,59983
2016-10-20,61097
2016-10-21,61097
2016-10-22,62527
2016-10-23,62527
2016-10-24,60401
2016-10-25,60401
2016-10-26,59012
2016-10-27,59012
2016-10-28,59012
2016-10-29,60003
2016-10-30,60003
2016-10-31,60885
2016-11-01,60885
2016-11-02,62010
2016-11-03,62010
2016-11-04,63140
2016-11-05,63140
2016-11-06,63928
2016-11-07,63928
2016-11-08,65280
2016-11-09,65280
2016-11-10,66970
2016-11-11,66970
2016-11-12,69389
2016-11-13,69389
2016-11-14,68625
2016-11-15,68625
2016-12-07,64362
2016-12-08,64530
2016-12-09,64530
2016-12-10,63821
2016-12-11,63821
2016-12-12,63258
2016-12-13,63258
2016-12-14,62720
2016-12-15,62720
2016-12-16,62720
2016-12-17,62051
2016-12-18,62051
2016-12-19,61123
2016-12-20,61123
2016-12-21,60821
2016-12-22,60821
2016-12-23,60633
2016-12-24,60633
2016-12-25,60893
2016-12-26,60893
2016-12-27,60845
2016-12-28,60845
2016-12-29,59066
2016-12-30,59066
2016-12-31,57550
2017-01-01,57550
2017-01-02,56156
2017-01-03,56156
2017-01-04,54723
2017-01-05,54723
2017-01-06,54736
2017-01-07,54163
2017-01-08,54363
2017-01-09,54967
2017-01-10,54967
2017-01-11,56021
2017-01-12,54527
2017-01-13,54527
2017-01-14,55409
2017-01-15,55045
2017-01-16,55611
2017-01-17,55578
2017-01-18,56084
2017-01-19,56084
2017-01-20,55537
2017-01-21,55987
2017-01-22,55987
2017-01-23,56741
2017-01-27,58688
2017-01-28,57676
2017-01-29,56654
2017-01-30,56654
2017-01-31,56372
2017-02-01,56792
2017-02-02,56792
2017-02-03,56789
2017-02-04,57163
2017-02-05,57163
2017-02-06,56109
2017-02-07,56109
2017-02-08,56824
2017-02-09,56824
2017-02-10,57343
2017-02-11,57343
2017-02-12,57108
2017-02-13,57108
2017-02-14,56174
2017-02-15,56174
2017-02-16,55002
2017-02-17,55002
2017-02-18,54284
2017-02-19,53020
2017-02-20,53020
2017-02-21,54050
2017-02-22,54050
2017-02-23,53847
2017-02-24,53847
2017-02-25,54065
2017-02-26,54065
2017-02-27,55106
2017-02-28,55618
2017-03-01,55618
2017-03-02,56430
2017-03-03,56430
2017-03-04,56851
2017-03-05,56851
2017-03-06,57462
2017-03-07,57462
2017-03-08,57627
2017-03-09,57627
2017-03-10,57786
2017-03-11,57786
2017-03-12,56325
2017-03-13,55940
2017-03-14,55940
2017-03-15,55538
2017-03-16,55538
2017-03-17,56409
2017-03-18,56409
2017-03-19,56417
2017-03-20,57181
2017-03-21,57181
2017-03-22,57000
2017-03-23,57000
2017-03-24,57232
2017-03-25,57232
2017-03-26,57879
2017-03-27,57879
2017-03-28,58150
2017-03-29,59054
2017-03-30,59054
2017-03-31,59013
2017-04-01,59013
2017-04-02,58930
2017-04-03,58947
2017-04-04,58947
2017-04-05,58835
2017-04-12,56034
2017-04-13,54493
2017-04-14,54493
2017-04-15,53319
2017-04-16,54258
2017-04-17,55774
2017-04-18,55774
2017-04-19,57674
2017-04-20,57674
2017-04-21,60558
2017-04-22,60558
2017-04-23,63584
2017-04-24,63584
2017-04-25,66764
2017-04-26,66764
2017-04-27,70103
2017-04-28,70103
2017-04-29,73558
2017-04-30,73558
2017-05-01,76601
2017-05-02,76601
2017-05-03,78938
2017-05-04,80929
2017-05-05,80929
2017-05-06,82502
2017-05-07,82502
2017-05-08,84855
2017-05-09,86482
2017-05-10,86482
2017-05-11,85062
2017-05-12,81535
2017-05-13,77611
2017-05-14,77611
2017-05-15,73730
2017-05-16,70043
2017-05-17,70043
2017-05-18,66634
2017-05-19,66634
2017-05-20,63310
2017-05-21,63310
2017-05-22,61479
2017-05-23,61479
2017-05-24,59349
2017-05-25,58637
2017-05-26,57583
2017-05-27,55492
2017-05-28,55492
2017-05-29,56207
2017-05-30,56207
2017-05-31,55255
2017-06-01,55579
2017-06-02,55599
2017-06-03,55599
2017-06-04,55569
2017-06-05,55569
2017-06-06,58089
2017-06-07,58509
2017-06-08,58509
2017-06-09,60448
2017-06-10,60416
2017-06-11,60373
2017-06-12,60373
2017-06-13,60391
2017-06-14,63411
2017-06-15,63411
2017-06-16,66513
2017-06-17,66513
2017-06-18,69085
2017-06-19,69085
2017-06-20,69928
2017-06-21,71173
2017-06-22,71173
2017-06-23,69532
2017-06-24,69532
2017-06-25,67600
2017-06-26,65166
2017-06-27,63060
2017-06-28,63060
2017-06-29,64239
2017-06-30,67040
2017-07-01,67040
2017-07-02,68638
2017-07-03,71033
2017-07-04,70445
2017-07-05,70445
2017-07-06,72507
2017-07-07,72507
2017-07-08,72233
2017-07-09,70876
2017-07-13,69136
2017-07-14,66461
2017-07-15,66461
2017-07-16,64514
2017-07-17,62117
2017-07-18,62117
2017-07-19,60234
2017-07-20,61329
2017-07-21,61329
2017-07-22,62322
2017-07-23,62322
2017-07-24,61819
2017-07-25,61819
2017-07-26,63237
2017-07-27,65131
2017-07-28,65131
2017-07-29,67265
2017-07-30,69849
2017-07-31,69849
2017-08-01,70940
2017-08-02,71072
2017-08-03,71072
2017-08-04,71601
2017-08-05,70438
2017-08-06,70438
2017-08-07,69656
2017-08-08,69656
2017-08-09,68054
2017-08-10,65344
2017-08-11,65344
2017-08-12,62360
2017-08-13,62360
2017-08-14,59564
2017-08-15,58010
2017-08-16,58010
2017-08-17,57183
2017-08-18,57183
2017-08-19,56374
2017-08-20,56945
2017-08-21,56945
2017-08-22,58052
2017-08-23,58052
2017-08-24,56063
2017-08-25,56063
2017-08-26,54978
2017-08-27,54978
2017-08-28,53470
2017-08-29,53470
2017-08-30,54175
2017-08-31,54175
2017-09-01,54318
2017-09-02,55153
2017-09-03,55153
2017-09-04,54859
2017-09-05,56333
2017-09-06,56333
2017-09-07,55205
2017-09-08,55205
2017-09-09,55775
2017-09-10,55477
2017-09-11,55477
2017-09-12,57364
2017-09-13,59585
2017-09-14,62521
2017-09-15,62521
2017-09-16,62723
2017-09-17,60356
2017-09-18,60356
2017-09-19,57700
2017-09-20,55924
2017-09-21,55924
2017-09-22,54956
2017-09-23,54956
2017-09-24,52704
2017-09-25,52704
2017-09-26,52419
2017-09-27,52419
2017-09-28,53013
2017-09-29,53013
2017-09-30,54337
2017-10-01,54337
2017-10-02,55645
2017-10-03,55645
2017-10-04,57862
2017-10-05,60756
2017-10-06,63794
2017-10-07,66984
2017-10-08,70300
2017-10-09,73815
2017-10-10,77506
2017-10-11,77506
2017-10-12,81382
2017-10-13,85452
2017-10-14,89725
2017-10-15,89725
2017-10-16,94212
2017-10-17,94212
2017-10-18,98923
2017-10-19,103870
2017-10-20,109064
2017-10-21,109875
2017-10-22,108082
2017-10-23,113487
2017-10-24,119162
2017-10-25,125121
2017-10-26,131378
2017-10-27,135984
2017-10-28,135984
2017-10-29,138549
2017-10-30,141502
2017-10-31,147042
2017-11-01,147042
2017-11-02,152888
2017-11-03,154823
2017-11-04,153274
2017-11-05,149894
2017-11-06,149056
2017-11-07,149056
2017-11-08,154583
2017-11-09,157983
2017-11-10,157983
2017-11-11,156075
2017-11-12,157121
2017-11-13,157121
2017-11-14,163356
2017-11-15,170960
2017-11-16,177277
2017-11-17,168420
2017-11-18,160163
2017-11-19,152479
2017-11-20,144857
2017-11-21,137614
2017-11-22,130733
2017-11-23,124196
2017-11-24,117986
2017-11-25,112086
2017-11-26,106481
2017-11-27,101156
2017-11-28,98671
2017-11-29,99013
2017-11-30,100657
2017-12-01,105230
2017-12-02,109759
2017-12-03,114995
2017-12-04,118580
2017-12-05,119185
2017-12-06,115096
2017-12-07,115219
2017-12-08,118935
2017-12-09,121387
2017-12-10,122764
2017-12-11,117931
2017-12-12,113001
2017-12-13,109268
2017-12-14,108025
2017-12-15,106302
2017-12-16,105864
2017-12-17,107314
2017-12-18,107686
2017-12-19,110804
2017-12-20,114737
2017-12-21,111856
2017-12-22,114333
2017-12-23,113750
2017-12-24,116773
2017-12-25,114528
2017-12-26,112958
2017-12-27,115651
2017-12-28,121082
2017-12-29,125651
2017-12-30,126505
2017-12-31,126844
2018-01-01,126811
2018-01-02,127394
2018-01-03,122150
2018-01-04,116656
2018-01-05,112074
2018-01-06,108037
2018-01-07,104279
2018-01-08,104842
2018-01-09,105652
2018-01-10,107416
2018-01-11,107076
2018-01-12,109763
2018-01-13,113566
2018-01-14,114973
2018-01-15,118298
2018-01-16,121703
2018-01-17,125824
2018-01-18,131951
2018-01-19,136804
2018-01-20,137524
2018-01-21,131591
2018-01-22,128269
2018-01-23,130943
2018-01-24,126524
2018-01-25,123871
2018-01-26,125502
2018-01-27,120811
2018-01-28,119716
2018-01-29,120889
2018-01-30,117333
2018-01-31,114147
2018-02-01,111490
2018-02-02,114086
2018-02-03,114815
2018-02-04,115423
2018-02-05,112034
2018-02-06,110684
2018-02-07,109106
2018-02-08,105850
2018-02-09,104295
2018-02-10,103137
2018-02-11,104237
2018-02-12,104621
2018-02-13,104397
2018-02-14,104280
2018-02-15,104464
2018-02-16,103889
2018-02-17,104305
2018-02-18,103035
2018-02-19,103506
2018-02-20,103940
2018-02-21,102829
2018-02-22,102537
2018-02-23,103728
2018-02-24,106209
2018-02-25,108635
2018-02-26,109908
2018-02-27,109629
2018-02-28,107457
2018-03-01,107998
2018-03-02,107785
2018-03-03,108641
2018-03-04,110943
2018-03-05,113969
2018-03-06,117002
2018-03-07,119367
2018-03-08,116589
2018-03-09,115354
2018-03-10,112258
2018-03-11,110742
2018-03-12,111219
2018-03-13,112810
2018-03-14,110953
2018-03-15,112532
2018-03-16,116444
2018-03-17,115579
2018-03-18,114142
2018-03-19,110826
2018-03-20,108681
2018-03-21,109379
2018-03-22,109600
2018-03-23,112736
2018-03-24,114915
2018-03-25,117039
2018-03-26,115527
2018-03-27,117599
2018-03-28,117791
2018-03-29,116601
2018-03-30,118193
2018-03-31,118194
2018-04-01,119606
2018-04-02,124096
2018-04-03,123291
2018-04-04,124095
2018-04-05,120501
2018-04-06,121780
2018-04-07,120780
2018-04-08,119324
2018-04-09,123486
2018-04-10,128292
2018-04-11,130821
2018-04-12,131661
2018-04-13,129087
2018-04-14,126991
2018-04-15,129404
2018-04-16,127335
2018-04-17,128630
2018-04-18,124738
2018-04-19,123435
2018-04-20,120616
2018-04-21,123818
2018-04-22,127858
2018-04-23,127548
2018-04-24,123823
2018-04-25,121062
2018-04-26,118812
2018-04-27,119316
2018-04-28,120209
2018-04-29,122885
2018-04-30,125657
2018-05-01,125255
2018-05-02,123181
2018-05-03,122754
2018-05-04,122736
2018-05-05,123410
2018-05-06,121825
2018-05-07,121707
2018-05-08,124011
2018-05-09,125617
2018-05-10,125367
2018-05-11,126311
2018-05-12,124784
2018-05-13,124204
2018-05-14,125311
2018-05-15,123110
2018-05-16,122550
2018-05-17,119160
2018-05-18,122489
2018-05-19,122492
2018-05-20,122711
2018-05-21,120407
2018-05-22,121291
2018-05-23,122061
2018-05-24,121053
2018-05-25,120854
2018-05-26,121017
2018-05-27,121035
2018-05-28,120397
2018-05-29,119008
2018-05-30,120109
2018-05-31,118984
2018-06-01,117150
2018-06-02,114869
2018-06-03,115160
2018-06-04,114086
2018-06-05,112664
2018-06-06,110749
2018-06-07,105223
2018-06-08,104486
2018-06-09,106687
2018-06-10,109996
2018-06-11,112735
2018-06-12,112884
2018-06-13,113233
2018-06-14,114130
2018-06-15,116198
2018-06-16,116203
2018-06-17,114757
2018-06-18,113773
2018-06-19,112072
2018-06-20,111504
2018-06-21,109265
2018-06-22,107644
2018-06-23,108450
2018-06-24,110044
2018-06-25,110356
2018-06-26,109181
2018-06-27,108784
2018-06-28,108255
2018-06-29,108846
2018-06-30,110921
2018-07-01,110170
2018-07-02,110419
2018-07-03,111418
2018-07-04,110618
2018-07-05,110510
2018-07-06,110816
2018-07-07,110969
2018-07-08,111955
2018-07-09,112766
2018-07-10,114249
2018-07-11,112715
2018-07-12,115942
2018-07-13,120665
2018-07-14,117187
2018-07-15,113252
2018-07-16,112268
2018-07-17,114440
2018-07-18,112818
2018-07-19,110827
2018-07-20,113446
2018-07-21,115927
2018-07-22,114422
2018-07-23,114346
2018-07-24,111178
2018-07-25,107210
2018-07-26,107276
2018-07-27,106428
2018-07-28,108053
2018-07-29,111241
2018-07-30,113822
2018-07-31,115289
2018-08-01,114425
2018-08-02,115695
2018-08-03,118865
2018-08-04,122762
2018-08-05,125508
2018-08-06,127080
2018-08-07,125839
2018-08-08,121394
2018-08-09,117489
2018-08-10,115168
2018-08-11,117559
2018-08-12,122115
2018-08-14,131520
2018-08-16,122004
2018-08-17,120474
2018-08-18,124726
2018-08-19,124886
2018-08-20,128493
2018-08-21,126706
2018-08-22,122803
2018-08-23,119465
2018-08-24,118160
2018-08-25,121032
2018-08-26,122812
2018-08-27,119911
2018-08-28,117142
2018-08-29,116523
2018-08-30,115324
2018-08-31,115941
2018-09-01,117950
2018-09-02,117452
2018-09-03,117033
2018-09-04,117372
2018-09-05,116653
2018-09-06,118187
2018-09-07,122438
2018-09-08,127157
2018-09-09,127406
2018-09-10,125026
2018-09-11,123468
2018-09-12,125745
2018-09-13,128132
2018-09-14,133508
2018-09-15,133059
2018-09-16,129925
2018-09-17,130702
2018-09-18,131411
2018-09-19,131295
2018-09-20,131429
2018-09-21,131083
2018-09-22,133534
2018-09-23,134088
2018-09-24,134065
2018-09-25,136037
2018-09-26,132711
2018-09-27,126339
2018-09-28,122788
2018-09-29,124955
2018-09-30,126937
2018-10-01,127444
2018-10-02,126517
2018-10-03,125501
2018-10-04,124625
2018-10-05,123459
2018-10-06,124567
2018-10-07,125664
2018-10-08,123309
2018-10-09,123111
2018-10-10,123187
2018-10-11,123773
2018-10-12,127128
2018-10-13,124708
2018-10-14,122835
2018-10-15,124760
2018-10-16,123639
2018-10-17,122681
2018-10-18,125195
2018-10-19,126590
2018-10-20,132061
2018-10-21,136764
2018-10-22,140480
2018-10-23,136201
2018-10-24,133933
2018-10-25,131586
2018-10-26,131839
2018-10-27,130758
2018-10-28,133608
2018-10-29,135612
2018-10-30,134166
2018-10-31,131855
2018-11-01,130893
2018-11-03,127940
2018-11-04,129104
2018-11-05,128879
2018-11-06,127894
2018-11-07,127383
2018-11-08,126789
2018-11-09,125347
2018-11-10,121853
2018-11-11,121218
2018-11-12,120997
2018-11-13,119194
2018-11-14,119015
2018-11-15,118299
2018-11-16,119083
2018-11-17,115889
2018-11-18,115043
2018-11-19,115520
2018-11-20,115887
2018-11-21,115311
2018-11-22,112806
2018-11-23,114652
2018-11-24,113177
2018-11-25,115741
2018-11-26,115636
2018-11-27,117025
2018-11-28,115653
2018-11-29,117380
2018-12-01,120893
2018-12-02,123879
2018-12-03,123812
2018-12-04,123720
2018-12-05,123366
2018-12-07,126082
2018-12-09,123160
2018-12-10,119634
2018-12-11,118973
2018-12-12,119673
2018-12-13,118415
2018-12-14,120090
2018-12-15,120806
2018-12-16,119715
2018-12-17,116352
2018-12-18,115767
2018-12-19,117312
2018-12-20,119061
2018-12-21,119250
2018-12-22,118030
2018-12-23,120592
2018-12-24,120139
2018-12-25,120476
2018-12-26,121410
2018-12-27,121403
2018-12-28,121931
2018-12-29,121566
2018-12-30,120718
2018-12-31,117541
2019-01-01,119848
2019-01-02,118546
2019-01-03,119758
2019-01-04,121449
2019-01-05,120878
2019-01-06,120168
2019-01-08,116353
2019-01-10,115886
2019-01-11,114387
2019-01-12,114974
2019-01-13,112563
2019-01-14,110824
2019-01-15,111190
2019-01-16,112684
2019-01-17,112795
2019-01-18,112472
2019-01-19,114603
2019-01-20,113059
2019-01-21,110982
2019-01-22,109594
2019-01-23,109053
2019-01-24,110956
2019-01-25,113553
2019-01-26,111831
2019-01-27,112329
2019-01-28,111161
2019-01-29,109440
2019-01-30,110432
2019-01-31,109905
2019-02-01,109058
2019-02-02,109236
2019-02-03,107301
2019-02-04,110605
2019-02-05,112359
2019-02-06,111904
2019-02-07,110654
2019-02-08,108411
2019-02-09,107169
2019-02-10,107056
2019-02-11,108200
2019-02-12,108213
2019-02-13,109242
2019-02-14,107956
2019-02-15,107769
2019-02-16,107373
2019-02-17,109959
2019-02-18,111141
2019-02-19,110362
2019-02-20,107686
2019-02-21,108176
2019-02-22,109356
2019-02-23,110938
2019-02-24,111058
2019-02-25,107747
2019-02-26,109652
2019-02-27,109728
2019-02-28,108175
2019-03-01,110318
2019-03-02,111121
2019-03-03,110223
2019-03-04,111012
2019-03-05,111487
2019-03-06,111660
2019-03-07,111857
2019-03-08,112088
2019-03-09,110937
2019-03-10,111022
2019-03-11,110779
2019-03-12,108957
2019-03-13,110139
2019-03-14,110616
2019-03-15,110212
2019-03-16,109285
