date_obj,Bronze%20full%20helm%20(g) price
2015-08-01,61552
2015-08-02,61552
2015-08-03,60869
2015-08-04,60869
2015-08-05,60636
2015-08-06,60636
2015-08-07,60636
2015-08-08,60036
2015-08-09,60036
2015-08-10,60519
2015-08-11,60519
2015-08-12,60166
2015-08-13,60166
2015-08-14,58991
2015-08-15,58991
2015-08-16,58388
2015-08-17,58388
2015-08-18,57266
2015-08-19,57266
2015-08-20,55220
2015-08-21,53305
2015-08-22,53305
2015-08-23,53530
2015-08-24,53530
2015-08-25,53058
2015-08-26,53058
2015-08-27,51993
2015-08-28,51993
2015-08-29,51520
2015-08-30,51520
2015-08-31,50248
2015-09-01,50248
2015-09-02,49004
2015-09-03,49004
2015-09-04,48066
2015-09-05,48066
2015-09-06,47714
2015-09-07,47714
2015-09-08,46689
2015-09-09,46689
2015-09-10,45850
2015-09-11,45850
2015-09-12,44718
2015-09-13,44718
2015-09-14,45526
2015-09-15,45526
2015-09-16,46279
2015-09-17,46279
2015-09-18,47242
2015-09-19,47242
2015-09-20,46633
2015-09-21,46633
2015-09-22,46703
2015-09-23,46703
2015-09-24,47919
2015-09-25,47919
2015-09-27,49670
2015-09-28,50570
2015-09-29,50570
2015-09-30,50832
2015-10-05,48066
2015-10-06,48066
2015-10-07,48428
2015-10-08,48428
2015-10-09,47108
2015-10-10,47108
2015-10-11,46795
2015-10-12,46795
2015-10-13,46795
2015-10-14,47064
2015-10-15,47064
2015-10-16,47889
2015-10-17,47889
2015-10-18,47889
2015-10-19,47910
2015-10-20,47910
2015-10-22,48534
2015-10-23,48534
2015-10-24,49027
2015-10-25,49027
2015-10-26,48898
2015-10-27,48898
2015-10-29,49538
2015-10-30,49538
2015-10-31,51148
2015-11-01,51148
2015-11-02,51148
2015-11-03,52173
2015-11-04,52173
2015-11-05,53307
2015-11-06,53307
2015-11-07,54162
2015-11-08,54162
2015-11-09,54162
2015-11-10,54286
2015-11-11,54286
2015-11-12,53536
2015-11-13,53536
2015-11-14,53536
2015-11-15,52405
2015-11-16,52405
2015-11-17,52405
2015-11-18,52658
2015-11-19,52658
2015-11-20,51277
2015-11-21,51277
2015-11-22,50695
2015-11-23,50695
2015-11-24,50695
2015-11-25,50780
2015-11-26,50780
2015-11-27,50780
2015-11-28,50756
2015-11-29,50756
2015-11-30,51289
2015-12-01,51289
2015-12-02,51289
2015-12-03,51801
2015-12-04,51801
2015-12-05,51801
2015-12-06,52766
2015-12-07,52766
2015-12-08,52766
2015-12-09,51453
2015-12-10,51453
2015-12-11,50738
2015-12-12,50738
2015-12-13,49292
2015-12-14,49292
2015-12-15,50539
2015-12-16,50539
2015-12-17,50539
2015-12-18,50613
2015-12-19,50613
2015-12-20,49730
2015-12-21,49730
2015-12-22,49730
2015-12-23,48526
2015-12-24,48526
2015-12-25,48526
2015-12-26,49045
2015-12-27,49045
2015-12-28,47595
2015-12-29,47817
2015-12-30,47817
2015-12-31,48781
2016-01-01,48781
2016-01-02,49570
2016-01-03,50127
2016-01-04,50127
2016-01-05,50675
2016-01-06,50675
2016-01-07,50621
2016-01-08,50621
2016-01-09,50524
2016-01-10,50524
2016-01-11,49500
2016-01-12,49500
2016-01-13,50681
2016-01-14,50681
2016-01-15,51728
2016-01-16,51728
2016-01-17,52877
2016-01-18,52877
2016-01-19,53424
2016-01-20,53424
2016-01-21,53989
2016-01-22,53989
2016-01-23,53520
2016-01-24,53520
2016-01-25,52218
2016-01-26,52218
2016-01-27,52715
2016-01-28,52715
2016-01-29,52566
2016-01-30,52566
2016-01-31,52331
2016-02-01,52331
2016-02-02,51768
2016-02-03,51768
2016-02-04,51768
2016-02-05,52759
2016-02-06,51239
2016-02-07,51239
2016-02-08,49509
2016-02-09,49509
2016-02-10,49064
2016-02-11,49064
2016-02-12,47376
2016-02-13,46565
2016-02-14,46565
2016-02-15,45718
2016-02-16,45718
2016-02-17,46181
2016-02-18,46181
2016-02-19,46634
2016-02-20,46634
2016-02-21,47060
2016-02-22,47060
2016-02-23,45917
2016-02-24,45917
2016-02-25,46540
2016-02-26,46540
2016-02-27,46307
2016-02-28,46307
2016-02-29,46194
2016-03-01,46194
2016-03-02,46690
2016-03-03,46690
2016-03-04,46121
2016-03-05,46121
2016-03-06,45135
2016-03-07,45135
2016-03-08,45444
2016-03-09,45444
2016-03-10,46452
2016-03-11,46452
2016-03-12,47926
2016-03-13,47926
2016-03-14,48890
2016-03-15,48890
2016-03-16,49620
2016-03-17,49620
2016-03-18,50873
2016-03-19,50873
2016-03-20,52425
2016-03-21,52425
2016-03-22,53812
2016-03-23,53812
2016-03-24,54378
2016-03-25,54378
2016-03-26,54062
2016-03-27,54062
2016-03-28,54953
2016-03-29,54953
2016-03-30,56467
2016-03-31,56467
2016-04-01,58761
2016-04-02,58761
2016-04-03,60543
2016-04-04,60543
2016-04-05,62344
2016-04-06,62344
2016-04-07,62344
2016-04-08,63754
2016-04-09,63754
2016-04-10,66280
2016-04-11,66280
2016-04-12,66280
2016-04-13,69464
2016-04-14,69464
2016-04-15,72136
2016-04-16,72136
2016-04-17,72341
2016-04-18,72279
2016-04-19,72279
2016-04-20,72493
2016-04-21,72493
2016-04-22,72493
2016-04-23,71648
2016-04-24,71648
2016-04-25,69806
2016-04-26,69806
2016-04-27,67817
2016-04-28,67817
2016-04-29,66007
2016-04-30,66007
2016-05-01,64890
2016-05-02,64890
2016-05-03,64499
2016-05-04,64499
2016-05-05,64012
2016-05-06,64012
2016-05-07,61315
2016-05-08,61315
2016-05-09,58630
2016-05-10,56429
2016-05-11,56429
2016-05-12,55499
2016-05-13,54543
2016-05-14,54543
2016-05-15,52986
2016-05-16,52986
2016-05-17,51643
2016-05-18,51643
2016-05-19,50995
2016-05-22,50280
2016-05-23,49592
2016-05-24,49272
2016-05-25,49272
2016-05-26,48957
2016-05-27,49138
2016-05-28,49138
2016-05-29,47335
2016-05-30,47335
2016-05-31,45372
2016-06-01,45534
2016-06-02,44536
2016-06-03,44536
2016-06-04,45057
2016-06-05,45057
2016-06-06,44658
2016-06-07,44658
2016-06-08,44022
2016-06-09,44087
2016-06-10,44765
2016-06-11,44765
2016-06-12,44365
2016-06-13,44365
2016-06-14,43654
2016-06-15,43654
2016-06-16,42895
2016-06-17,42453
2016-06-18,42453
2016-06-19,42701
2016-06-20,42701
2016-06-21,41937
2016-06-22,42051
2016-06-23,42051
2016-06-24,42067
2016-06-25,41335
2016-06-26,41335
2016-06-27,41142
2016-06-28,40508
2016-06-29,40508
2016-06-30,40755
2016-07-01,40017
2016-07-02,40017
2016-07-03,39704
2016-07-04,40543
2016-07-05,40543
2016-07-06,41120
2016-07-07,40043
2016-07-08,38572
2016-07-09,37610
2016-07-10,37475
2016-07-11,37060
2016-07-12,37381
2016-07-13,37992
2016-07-14,37709
2016-07-15,37709
2016-07-16,37036
2016-07-17,37036
2016-07-18,37918
2016-07-23,37826
2016-07-24,37188
2016-07-25,37390
2016-07-26,37390
2016-07-27,37826
2016-07-28,37826
2016-07-29,37676
2016-07-30,37525
2016-07-31,37525
2016-08-01,36942
2016-08-02,36495
2016-08-03,36495
2016-08-04,36397
2016-08-05,36397
2016-08-06,35584
2016-08-07,35160
2016-08-08,35160
2016-08-09,34689
2016-08-10,35129
2016-08-11,35129
2016-08-12,35141
2016-08-13,35141
2016-08-14,34338
2016-08-15,33635
2016-08-16,33635
2016-08-17,32722
2016-08-18,32722
2016-08-19,32879
2016-08-20,33716
2016-08-21,33716
2016-08-22,34911
2016-08-23,35562
2016-08-24,35562
2016-08-25,35880
2016-08-26,35880
2016-08-28,37021
2016-08-31,39369
2016-09-01,40427
2016-09-02,40427
2016-09-03,40300
2016-09-04,40050
2016-09-05,40050
2016-09-06,39876
2016-09-07,39876
2016-09-08,41361
2016-09-09,41361
2016-09-10,41807
2016-09-11,41807
2016-09-12,41344
2016-09-13,41794
2016-09-14,41794
2016-09-15,42142
2016-09-16,42142
2016-09-17,41827
2016-09-18,41827
2016-09-19,42031
2016-09-20,42031
2016-09-21,43234
2016-09-22,43234
2016-09-23,42206
2016-09-24,42206
2016-09-25,41266
2016-09-26,41266
2016-09-27,40584
2016-09-28,40584
2016-09-29,39884
2016-09-30,39884
2016-10-01,38847
2016-10-02,38847
2016-10-03,38847
2016-10-04,38271
2016-10-05,38271
2016-10-06,39075
2016-10-07,39075
2016-10-08,39586
2016-10-09,39586
2016-10-10,41202
2016-10-11,41202
2016-10-12,42131
2016-10-13,42131
2016-10-14,42052
2016-10-15,42052
2016-10-16,42114
2016-10-17,42592
2016-10-18,42592
2016-10-19,42818
2016-10-20,42818
2016-10-21,42100
2016-10-22,42100
2016-10-23,41536
2016-10-24,41536
2016-10-25,41600
2016-10-26,42310
2016-10-27,42310
2016-10-28,42310
2016-10-29,42124
2016-10-30,42124
2016-10-31,41513
2016-11-01,41513
2016-11-02,41200
2016-11-03,41200
2016-11-04,40874
2016-11-05,40874
2016-11-06,39798
2016-11-07,39798
2016-11-08,38576
2016-11-09,38576
2016-11-10,37463
2016-11-11,37463
2016-11-12,37509
2016-11-13,37509
2016-11-14,38217
2016-11-15,38217
2016-12-07,43399
2016-12-08,41645
2016-12-09,41645
2016-12-10,40048
2016-12-11,40048
2016-12-12,38114
2016-12-13,38114
2016-12-14,36876
2016-12-15,36876
2016-12-16,36489
2016-12-17,36221
2016-12-18,36221
2016-12-19,35789
2016-12-20,35789
2016-12-21,35232
2016-12-22,35232
2016-12-23,35292
2016-12-24,35292
2016-12-25,35295
2016-12-26,35295
2016-12-27,34157
2016-12-28,34157
2016-12-29,33194
2016-12-30,33194
2016-12-31,33369
2017-01-01,33369
2017-01-02,34032
2017-01-03,34032
2017-01-04,34315
2017-01-05,34315
2017-01-06,34418
2017-01-07,34000
2017-01-08,34589
2017-01-09,34589
2017-01-10,34902
2017-01-11,35702
2017-01-12,36608
2017-01-13,36608
2017-01-14,37544
2017-01-15,37544
2017-01-16,38264
2017-01-17,38190
2017-01-18,39206
2017-01-19,39206
2017-01-20,39343
2017-01-21,39254
2017-01-22,39254
2017-01-23,39041
2017-01-27,39897
2017-01-28,40689
2017-01-29,40689
2017-01-30,40850
2017-01-31,40850
2017-02-01,39153
2017-02-02,39153
2017-02-03,37645
2017-02-04,37706
2017-02-05,37706
2017-02-06,37965
2017-02-07,37965
2017-02-08,37955
2017-02-09,37955
2017-02-10,37454
2017-02-11,36765
2017-02-12,36765
2017-02-13,36280
2017-02-14,35944
2017-02-15,35944
2017-02-16,35341
2017-02-18,35389
2017-02-19,35091
2017-02-20,35091
2017-02-21,35025
2017-02-22,35025
2017-02-23,35507
2017-02-24,35507
2017-02-25,35874
2017-02-26,35874
2017-02-27,36555
2017-02-28,37613
2017-03-01,37613
2017-03-02,38096
2017-03-03,38096
2017-03-04,37425
2017-03-05,37425
2017-03-06,37295
2017-03-07,38042
2017-03-08,38042
2017-03-09,37510
2017-03-10,38312
2017-03-11,38851
2017-03-12,38851
2017-03-13,39839
2017-03-14,39227
2017-03-15,39227
2017-03-16,39410
2017-03-17,39410
2017-03-18,40057
2017-03-19,40422
2017-03-20,40422
2017-03-21,41189
2017-03-22,41189
2017-03-23,41734
2017-03-24,41670
2017-03-25,41670
2017-03-26,41804
2017-03-27,42329
2017-03-28,42329
2017-03-29,41893
2017-03-30,41893
2017-03-31,41032
2017-04-01,41032
2017-04-02,41249
2017-04-03,40539
2017-04-04,40539
2017-04-12,39232
2017-04-13,39240
2017-04-14,39240
2017-04-15,39106
2017-04-16,40073
2017-04-17,40461
2017-04-18,40461
2017-04-19,40504
2017-04-20,40504
2017-04-21,41005
2017-04-22,41005
2017-04-23,40839
2017-04-24,40839
2017-04-25,40298
2017-04-26,40298
2017-04-27,40159
2017-04-28,40159
2017-04-29,40659
2017-04-30,40659
2017-05-01,41301
2017-05-02,41301
2017-05-03,40964
2017-05-04,40964
2017-05-05,40622
2017-05-06,40622
2017-05-07,40823
2017-05-08,40823
2017-05-09,41225
2017-05-10,41225
2017-05-11,41367
2017-05-12,42528
2017-05-13,42528
2017-05-14,42993
2017-05-15,42993
2017-05-16,43857
2017-05-17,43857
2017-05-18,43290
2017-05-19,43290
2017-05-20,43951
2017-05-21,43951
2017-05-22,43951
2017-05-23,43738
2017-05-24,43738
2017-05-25,43933
2017-05-26,43933
2017-05-27,44306
2017-05-28,44306
2017-05-29,44756
2017-05-30,44756
2017-05-31,45544
2017-06-01,45544
2017-06-02,44715
2017-06-03,44715
2017-06-04,45023
2017-06-05,45023
2017-06-06,45916
2017-06-07,45916
2017-06-08,45764
2017-06-09,45764
2017-06-10,45629
2017-06-11,45629
2017-06-12,45815
2017-06-13,45815
2017-06-14,47002
2017-06-15,47002
2017-06-16,47545
2017-06-17,47545
2017-06-18,48130
2017-06-19,48130
2017-06-20,47403
2017-06-21,47403
2017-06-22,47972
2017-06-23,47972
2017-06-24,47972
2017-06-25,48189
2017-06-26,48189
2017-06-27,48189
2017-06-28,48189
2017-06-29,48968
2017-06-30,48968
2017-07-01,49135
2017-07-02,49135
2017-07-03,49346
2017-07-04,49346
2017-07-05,49346
2017-07-06,49349
2017-07-07,49349
2017-07-08,49349
2017-07-13,51380
2017-07-14,51380
2017-07-15,51620
2017-07-16,51620
2017-07-17,52374
2017-07-18,52374
2017-07-19,53638
2017-07-20,53638
2017-07-21,54136
2017-07-22,54136
2017-07-23,55000
2017-07-24,55000
2017-07-25,55896
2017-07-26,55896
2017-07-27,54769
2017-07-28,54769
2017-07-29,54769
2017-07-30,53236
2017-07-31,53236
2017-08-01,50747
2017-08-02,48259
2017-08-03,48259
2017-08-04,46226
2017-08-05,44720
2017-08-06,44720
2017-08-09,43749
2017-08-10,43709
2017-08-11,43709
2017-08-12,43870
2017-08-13,43870
2017-08-14,44510
2017-08-15,44510
2017-08-16,45978
2017-08-17,46630
2017-08-18,46630
2017-08-19,46630
2017-08-20,46584
2017-08-21,46584
2017-08-22,47939
2017-08-23,47939
2017-08-24,47095
2017-08-25,47095
2017-08-26,46368
2017-08-27,46368
2017-08-28,47034
2017-08-29,47034
2017-08-30,47960
2017-08-31,47960
2017-09-01,48617
2017-09-02,50154
2017-09-03,50154
2017-09-04,50154
2017-09-05,50124
2017-09-06,50124
2017-09-07,51070
2017-09-08,51070
2017-09-09,51449
2017-09-10,49417
2017-09-11,49417
2017-09-12,47525
2017-09-13,47525
2017-09-14,46398
2017-09-15,46398
2017-09-16,45214
2017-09-17,44344
2017-09-18,44344
2017-09-19,43762
2017-09-20,43762
2017-09-21,44715
2017-09-22,44715
2017-09-23,45013
2017-09-24,45013
2017-09-25,44518
2017-09-26,44518
2017-09-27,43489
2017-09-28,43368
2017-09-29,43368
2017-09-30,43196
2017-10-01,43196
2017-10-02,44205
2017-10-03,44205
2017-10-04,44205
2017-10-05,43996
2017-10-06,43996
2017-10-07,42984
2017-10-08,42984
2017-10-09,41691
2017-10-10,41691
2017-10-11,40886
2017-10-12,40886
2017-10-13,40096
2017-10-14,40096
2017-10-15,39334
2017-10-16,39334
2017-10-17,39475
2017-10-18,39475
2017-10-19,40653
2017-10-20,40653
2017-10-21,40682
2017-10-22,40682
2017-10-23,40107
2017-10-24,40107
2017-10-25,40058
2017-10-26,40058
2017-10-27,39993
2017-10-28,39993
2017-10-29,39172
2017-10-30,39172
2017-10-31,38494
2017-11-01,38494
2017-11-02,38494
2017-11-03,37153
2017-11-04,35517
2017-11-05,35517
2017-11-06,35093
2017-11-07,35093
2017-11-08,34432
2017-11-09,34432
2017-11-10,32993
2017-11-11,32993
2017-11-12,31387
2017-11-13,31387
2017-11-14,30624
2017-11-15,30624
2017-11-16,29695
2017-11-17,29695
2017-11-18,30063
2017-11-19,30063
2017-11-20,30667
2017-11-21,30667
2017-11-22,31364
2017-11-23,31364
2017-11-24,32189
2017-11-25,32189
2017-11-26,32372
2017-11-27,32372
2017-11-28,32207
2017-11-29,32207
2017-11-30,32295
2017-12-01,32095
2017-12-02,32095
2017-12-03,31350
2017-12-04,31350
2017-12-05,31670
2017-12-06,31670
2017-12-07,32272
2017-12-08,32272
2017-12-09,32272
2017-12-10,32899
2017-12-11,32899
2017-12-12,33565
2017-12-13,33565
2017-12-14,34048
2017-12-15,34735
2017-12-16,34735
2017-12-17,34735
2017-12-18,34489
2017-12-19,34489
2017-12-20,34892
2017-12-21,34892
2017-12-22,35326
2017-12-23,35326
2017-12-24,35263
2017-12-25,35263
2017-12-26,35237
2017-12-27,35237
2017-12-28,34924
2017-12-29,34924
2017-12-30,35925
2017-12-31,35925
2018-01-01,37054
2018-01-02,37054
2018-01-03,37973
2018-01-04,37973
2018-01-05,37539
2018-01-06,37432
2018-01-07,37432
2018-01-08,38002
2018-01-09,38002
2018-01-10,37564
2018-01-11,37564
2018-01-12,37004
2018-01-13,37004
2018-01-14,37073
2018-01-15,37073
2018-01-16,37677
2018-01-17,37677
2018-01-18,38027
2018-01-19,38027
2018-01-20,39536
2018-01-21,39536
2018-01-22,40752
2018-01-23,41095
2018-01-24,41095
2018-01-25,41352
2018-01-26,41352
2018-01-27,41588
2018-01-28,41959
2018-01-29,41959
2018-01-30,42270
2018-01-31,42270
2018-02-01,42895
2018-02-02,42895
2018-02-03,43767
2018-02-04,43767
2018-02-05,44153
2018-02-06,44153
2018-02-07,44859
2018-02-08,44859
2018-02-09,45306
2018-02-10,45306
2018-02-11,44327
2018-02-12,44327
2018-02-13,43730
2018-02-14,43730
2018-02-15,42927
2018-02-16,42927
2018-02-17,43018
2018-02-18,43018
2018-02-19,41990
2018-02-20,41990
2018-02-21,41813
2018-02-22,41813
2018-02-23,41747
2018-02-24,41747
2018-02-25,41146
2018-02-26,41146
2018-02-27,40731
2018-02-28,40731
2018-03-01,40285
2018-03-02,41194
2018-03-03,41946
2018-03-04,41946
2018-03-05,42382
2018-03-06,42382
2018-03-07,43834
2018-03-08,43834
2018-03-09,44552
2018-03-10,44552
2018-03-11,44244
2018-03-12,44244
2018-03-13,44377
2018-03-14,44377
2018-03-15,45353
2018-03-16,45353
2018-03-17,46832
2018-03-18,46832
2018-03-19,46832
2018-03-20,45698
2018-03-21,45698
2018-03-23,45119
2018-03-24,45119
2018-03-25,44541
2018-03-26,44541
2018-03-27,43890
2018-03-28,43890
2018-03-29,43890
2018-03-30,43085
2018-03-31,43085
2018-04-01,43085
2018-04-02,42376
2018-04-03,42376
2018-04-04,42154
2018-04-05,42154
2018-04-06,42112
2018-04-07,42112
2018-04-08,42112
2018-04-09,42016
2018-04-10,42016
2018-04-11,42627
2018-04-12,42627
2018-04-13,43520
2018-04-14,43520
2018-04-15,44437
2018-04-16,44437
2018-04-17,44437
2018-04-18,45104
2018-04-19,45104
2018-04-20,44180
2018-04-21,44180
2018-04-22,42942
2018-04-23,42942
2018-04-24,43541
2018-04-25,43541
2018-04-26,43541
2018-04-27,43705
2018-04-28,43705
2018-04-29,43705
2018-04-30,45296
2018-05-01,45296
2018-05-02,45296
2018-05-03,46463
2018-05-04,46463
2018-05-05,46503
2018-05-06,46503
2018-05-07,46503
2018-05-08,46815
2018-05-09,46815
2018-05-10,47817
2018-05-11,47817
2018-05-12,46763
2018-05-13,46763
2018-05-14,46547
2018-05-15,46547
2018-05-16,47098
2018-05-17,47098
2018-05-18,46084
2018-05-19,46084
2018-05-20,44585
2018-05-21,44585
2018-05-22,42668
2018-05-23,42668
2018-05-24,41843
2018-05-25,41843
2018-05-26,42194
2018-05-27,42194
2018-05-28,41542
2018-05-29,41542
2018-05-30,41552
2018-05-31,41552
2018-06-01,41671
2018-06-02,41671
2018-06-03,42249
2018-06-04,42249
2018-06-05,42791
2018-06-06,42791
2018-06-07,42791
2018-06-08,44579
2018-06-09,44579
2018-06-10,45672
2018-06-11,45672
2018-06-12,47423
2018-06-13,47423
2018-06-14,49570
2018-06-15,49570
2018-06-16,51248
2018-06-17,51248
2018-06-18,53009
2018-06-19,53009
2018-06-20,54558
2018-06-21,54558
2018-06-22,53032
2018-06-23,53032
2018-06-24,52427
2018-06-25,52427
2018-06-26,54272
2018-06-27,54272
2018-06-28,56866
2018-06-29,56866
2018-06-30,57092
2018-07-01,57092
2018-07-02,56462
2018-07-03,56462
2018-07-04,56704
2018-07-05,56704
2018-07-06,57764
2018-07-07,57764
2018-07-08,57764
2018-07-09,57374
2018-07-10,57374
2018-07-11,56343
2018-07-12,56343
2018-07-13,54188
2018-07-14,52708
2018-07-15,52708
2018-07-16,54245
2018-07-17,56462
2018-07-18,56462
2018-07-19,56868
2018-07-20,56868
2018-07-21,56910
2018-07-22,56910
2018-07-23,57226
2018-07-24,57226
2018-07-25,57226
2018-07-26,57339
2018-07-27,57339
2018-07-28,56706
2018-07-29,56706
2018-07-30,57255
2018-07-31,57065
2018-08-01,57065
2018-08-02,57297
2018-08-03,57297
2018-08-04,56540
2018-08-05,56540
2018-08-06,55527
2018-08-07,55527
2018-08-08,53710
2018-08-09,53710
2018-08-10,54808
2018-08-11,54808
2018-08-12,55581
2018-08-14,55690
2018-08-16,55806
2018-08-17,54367
2018-08-18,54367
2018-08-19,53584
2018-08-20,53212
2018-08-21,53212
2018-08-22,54981
2018-08-23,54981
2018-08-24,55602
2018-08-25,55602
2018-08-26,56827
2018-08-27,56827
2018-08-28,57108
2018-08-29,57108
2018-08-30,59018
2018-08-31,59018
2018-09-01,58831
2018-09-02,58831
2018-09-03,59639
2018-09-04,60082
2018-09-05,60082
2018-09-06,60957
2018-09-07,60957
2018-09-08,61740
2018-09-09,61740
2018-09-10,61374
2018-09-11,61374
2018-09-12,60712
2018-09-13,60712
2018-09-14,59695
2018-09-15,60861
2018-09-16,60861
2018-09-17,60861
2018-09-18,61115
2018-09-19,61115
2018-09-20,60089
2018-09-21,60089
2018-09-22,58362
2018-09-23,58362
2018-09-24,58520
2018-09-25,58520
2018-09-26,58906
2018-09-27,58906
2018-09-28,57265
2018-09-29,57265
2018-09-30,54867
2018-10-01,54867
2018-10-02,54768
2018-10-03,55314
2018-10-04,55314
2018-10-05,53514
2018-10-06,51927
2018-10-07,51927
2018-10-08,51468
2018-10-09,51468
2018-10-10,51387
2018-10-11,51387
2018-10-12,50892
2018-10-13,50355
2018-10-14,50355
2018-10-15,51063
2018-10-16,51063
2018-10-17,49845
2018-10-18,49845
2018-10-19,50546
2018-10-20,50546
2018-10-21,49842
2018-10-22,48836
2018-10-23,48836
2018-10-24,48885
2018-10-25,48885
2018-10-26,48246
2018-10-27,48246
2018-10-28,47884
2018-10-29,47884
2018-10-30,46701
2018-10-31,46521
2018-11-01,48196
2018-11-03,52879
2018-11-04,54975
2018-11-05,57567
2018-11-06,60063
2018-11-07,62827
2018-11-08,65416
2018-11-09,67004
2018-11-10,70033
2018-11-11,73107
2018-11-12,76691
2018-11-13,80526
2018-11-15,88595
2018-11-16,93017
2018-11-17,93017
2018-11-18,95797
2018-11-19,93432
2018-11-20,93476
2018-11-21,93844
2018-11-22,93138
2018-11-23,93138
2018-11-24,91613
2018-11-25,88926
2018-11-26,88926
2018-11-27,85955
2018-11-28,81850
2018-11-29,77827
2018-12-01,71386
2018-12-02,68631
2018-12-03,68631
2018-12-04,66272
2018-12-05,63424
2018-12-07,61838
2018-12-09,57117
2018-12-10,56146
2018-12-11,56146
2018-12-12,56523
2018-12-13,56540
2018-12-14,54973
2018-12-15,52648
2018-12-16,50613
2018-12-17,50613
2018-12-18,51403
2018-12-19,52731
2018-12-20,51200
2018-12-21,49602
2018-12-22,49602
2018-12-23,48744
2018-12-24,49362
2018-12-25,50071
2018-12-26,50071
2018-12-27,51358
2018-12-28,51358
2018-12-29,53314
2018-12-30,53314
2018-12-31,53294
2019-01-01,53294
2019-01-02,53842
2019-01-03,54156
2019-01-04,54156
2019-01-05,53519
2019-01-06,53996
2019-01-08,53491
2019-01-10,53103
2019-01-11,52017
2019-01-12,52301
2019-01-13,51595
2019-01-14,50416
2019-01-15,48608
2019-01-16,47230
2019-01-17,46955
2019-01-18,46468
2019-01-19,44665
2019-01-20,42852
2019-01-21,42852
2019-01-22,42569
2019-01-23,42720
2019-01-24,41992
2019-01-25,41746
2019-01-26,41746
2019-01-27,42390
2019-01-28,42988
2019-01-29,43528
2019-01-30,43797
2019-01-31,43797
2019-02-01,43973
2019-02-02,43973
2019-02-03,44547
2019-02-04,44547
2019-02-05,44481
2019-02-06,44481
2019-02-07,45197
2019-02-08,45197
2019-02-09,45533
2019-02-10,46372
2019-02-11,47082
2019-02-12,47082
2019-02-13,47174
2019-02-14,47174
2019-02-15,47618
2019-02-16,48057
2019-02-17,48057
2019-02-18,47570
2019-02-19,47570
2019-02-20,48638
2019-02-21,49651
2019-02-22,49651
2019-02-23,50566
2019-02-24,50807
2019-02-25,51083
2019-02-26,51083
2019-02-27,50217
2019-02-28,50217
2019-03-01,48646
2019-03-02,48646
2019-03-03,48415
2019-03-04,48850
2019-03-05,48850
2019-03-06,49681
2019-03-07,49681
2019-03-08,50702
2019-03-09,51594
2019-03-10,51730
2019-03-11,51934
2019-03-12,52514
2019-03-13,52514
2019-03-14,53546
2019-03-15,53546
2019-03-16,53609
2019-03-17,53963
2019-03-18,53963
2019-03-19,53142
2019-03-20,53406
2019-03-21,53722
2019-03-22,53722
2019-03-23,53947
