date_obj,Abyssal%20whip price
2018-11-04,3052901
2018-11-05,3042543
2018-11-06,3045072
2018-11-07,3040686
2018-11-08,3033178
2018-11-09,3028455
2018-11-10,3054834
2018-11-11,3060213
2018-11-12,3082952
2018-11-13,3229228
2018-11-14,3358670
2018-11-15,3490227
2018-11-16,3426974
2018-11-17,3412839
2018-11-18,3369469
2018-11-19,3276299
2018-11-20,3125065
2018-11-21,3067394
2018-11-22,2966918
2018-11-23,2881403
2018-11-24,2841588
2018-11-25,2841375
2018-11-26,2845611
2018-11-27,2915865
2018-11-28,2968614
2018-11-29,2993100
2018-12-01,3066056
2018-12-02,3066709
2018-12-03,3062608
2018-12-04,3061097
2018-12-05,3046322
2018-12-07,3038948
2018-12-09,3024150
2018-12-10,3004382
2018-12-11,3003175
2018-12-12,2997946
2018-12-13,2993826
2018-12-14,2993917
2018-12-15,2989844
2018-12-16,2974549
2018-12-17,2966749
2018-12-18,2952918
2018-12-19,2943329
2018-12-20,2930509
2018-12-21,2915405
2018-12-22,2906959
2018-12-23,2893127
2018-12-24,2885994
2018-12-25,2889130
2018-12-26,2886484
2018-12-27,2885645
2018-12-28,2875258
2018-12-29,2869277
2018-12-30,2860602
2018-12-31,2852459
2019-01-01,2835066
2019-01-02,2829230
2019-01-03,2821502
2019-01-04,2818233
2019-01-05,2812989
2019-01-06,2807540
2019-01-08,2797743
2019-01-10,2717389
2019-01-11,2676513
2019-01-12,2622456
2019-01-13,2563800
2019-01-14,2516323
2019-01-15,2538287
2019-01-16,2549740
2019-01-17,2548555
2019-01-18,2622266
2019-01-19,2726996
2019-01-20,2750636
2019-01-21,2745540
2019-01-22,2708548
2019-01-23,2689622
2019-01-24,2663958
2019-01-25,2643140
2019-01-26,2626840
2019-01-27,2614224
2019-01-28,2606262
2019-01-29,2593007
2019-01-30,2593049
2019-01-31,2587581
2019-02-01,2581066
2019-02-02,2581709
2019-02-03,2582081
2019-02-04,2581074
2019-02-05,2594930
2019-02-06,2593254
2019-02-07,2601195
2019-02-08,2608747
2019-02-09,2622746
2019-02-10,2627892
2019-02-11,2617332
2019-02-12,2606839
2019-02-13,2594463
2019-02-14,2585198
2019-02-15,2586905
2019-02-16,2584792
2019-02-17,2582843
2019-02-18,2580361
2019-02-19,2575459
2019-02-20,2567439
2019-02-21,2562848
2019-02-22,2556456
2019-02-23,2562819
2019-02-24,2563797
2019-02-25,2557282
2019-02-26,2563221
2019-02-27,2572437
2019-02-28,2558070
2019-03-01,2569625
2019-03-02,2568837
2019-03-03,2563847
2019-03-04,2579175
2019-03-05,2656631
2019-03-06,2642802
2019-03-07,2645712
2019-03-08,2665135
2019-03-09,2681647
2019-03-10,2694474
2019-03-11,2722003
2019-03-12,2752399
2019-03-13,2747085
2019-03-14,2742973
2019-03-15,2738534
2019-03-16,2744725
2019-03-17,2792435
2019-03-18,2776659
2019-03-19,2776268
2019-03-20,2779243
2019-03-21,2783244
2019-03-22,2790107
2019-03-23,2846461
2019-03-24,2818586
2019-03-25,2824775
2019-03-26,2821731
2019-03-27,2820463
2019-03-28,2810668
2019-03-29,2798945
2019-03-30,2793712
2019-03-31,2757057
2019-04-01,2719355
2019-04-02,2707400
2019-04-03,2687642
2019-04-04,2675109
2019-04-05,2670600
2019-04-06,2667501
2019-04-07,2662785
2019-04-08,2657285
2019-04-09,2646096
2019-04-10,2632524
2019-04-11,2619981
2019-04-12,2613529
2019-04-13,2623877
2019-04-14,2656043
2019-04-15,2665481
2019-04-16,2674490
2019-04-17,2718929
2019-04-18,2732409
2019-04-19,2722358
2019-04-20,2709183
2019-04-21,2694015
2019-04-22,2682505
2019-04-23,2674084
2019-04-24,2666405
2019-04-25,2657613
2019-04-26,2656487
2019-04-27,2663796
2019-04-28,2673486
2019-04-29,2667382
2019-04-30,2667559
2019-05-01,2679507
2019-05-02,2693631
2019-05-03,2703750
2019-05-04,2691520
2019-05-05,2688066
2019-05-06,2683182
2019-05-07,2675631
2019-05-08,2668865
2019-05-09,2663651
2019-05-10,2659969
2019-05-11,2654575
2019-05-12,2648516
2019-05-13,2643563
2019-05-14,2637546
2019-05-15,2635385
2019-05-16,2629461
2019-05-17,2625557
2019-05-18,2626559
2019-05-19,2623630
2019-05-20,2622095
2019-05-21,2618578
2019-05-22,2616829
2019-05-23,2615131
2019-05-24,2610667
2019-05-25,2606322
2019-05-26,2604298
2019-05-27,2603870
2019-05-28,2606424
2019-05-29,2607651
2019-05-30,2608409
2019-05-31,2608484
2019-06-01,2605590
2019-06-02,2605340
2019-06-03,2599692
2019-06-04,2592563
2019-06-05,2583113
2019-06-06,2575841
2019-06-07,2571029
2019-06-08,2567331
2019-06-09,2564121
2019-06-10,2566520
2019-06-11,2564111
2019-06-12,2560424
2019-06-13,2556741
2019-06-14,2552414
2019-06-15,2550254
2019-06-16,2544634
2019-06-17,2541894
2019-06-18,2537148
2019-06-19,2524630
2019-06-20,2520658
2019-06-21,2516892
2019-06-22,2514187
2019-06-23,2497677
2019-06-24,2479754
2019-06-25,2472575
2019-06-26,2467567
2019-06-27,2460790
2019-06-28,2475402
2019-06-29,2483889
2019-06-30,2550146
2019-07-01,2606867
2019-07-02,2600293
2019-07-03,2604174
2019-07-04,2615234
2019-07-05,2603840
2019-07-06,2596630
2019-07-07,2593439
2019-07-08,2585355
2019-07-09,2593205
2019-07-10,2595017
2019-07-11,2601174
2019-07-12,2580758
2019-07-13,2581700
2019-07-14,2577716
2019-07-15,2573197
2019-07-16,2571662
2019-07-17,2566600
2019-07-18,2565850
2019-07-19,2564062
2019-07-20,2561950
2019-07-21,2559851
2019-07-22,2558437
2019-07-23,2551503
2019-07-24,2548832
2019-07-25,2534129
2019-07-26,2524266
2019-07-27,2515493
2019-07-28,2512113
2019-07-29,2506909
2019-07-30,2506326
2019-07-31,2530187
2019-08-01,2518156
2019-08-02,2517722
2019-08-03,2517572
2019-08-04,2513055
2019-08-05,2512014
2019-08-06,2511041
2019-08-07,2552083
2019-08-08,2553149
2019-08-09,2551344
2019-08-10,2550612
2019-08-11,2546231
2019-08-12,2542169
2019-08-13,2536833
2019-08-14,2535809
2019-08-15,2533477
2019-08-16,2535556
2019-08-17,2534709
2019-08-18,2549498
2019-08-19,2544316
2019-08-20,2544202
2019-08-21,2543003
2019-08-22,2539868
2019-08-23,2537681
2019-08-24,2536525
2019-08-24,2536525
2019-08-25,2533616
2019-08-25,2533616
2019-08-26,2527079
2019-08-26,2527079
2019-08-27,2520307
2019-08-27,2520307
2019-08-28,2511166
2019-08-29,2508398
2019-08-30,2498551
2019-08-31,2498675
2019-09-01,2497211
2019-09-02,2497020
2019-09-03,2495957
2019-09-04,2490649
2019-09-05,2492999
2019-09-06,2486809
2019-09-07,2520614
2019-09-08,2512355
2019-09-09,2510591
2019-09-10,2508004
2019-09-11,2506362
2019-09-12,2495934
2019-09-13,2498274
2019-09-14,2506908
2019-09-15,2513476
2019-09-16,2509637
2019-09-17,2508005
2019-09-18,2508304
2019-09-19,2506240
2019-09-20,2503734
2019-09-21,2495468
2019-09-22,2494257
2019-09-23,2489312
2019-09-24,2488320
2019-09-25,2491773
2019-09-26,2525853
2019-09-27,2530693
2019-09-28,2527549
2019-09-29,2542982
2019-09-30,2544825
2019-10-01,2545968
2019-10-02,2543147
2019-10-03,2538501
2019-10-04,2530091
2019-10-05,2528470
2019-10-06,2523727
2019-10-07,2521552
2019-10-08,2515283
2019-10-09,2510270
2019-10-10,2505926
2019-10-11,2499339
2019-10-12,2494444
2019-10-13,2492276
2019-10-14,2490094
2019-10-15,2488352
2019-10-16,2485085
2019-10-17,2483615
2019-10-18,2480423
2019-10-19,2477345
2019-10-20,2476051
2019-10-21,2473850
2019-10-22,2471456
2019-10-23,2466683
2019-10-24,2463894
2019-10-25,2456415
2019-10-26,2455533
2019-10-27,2450189
2019-10-28,2446650
2019-10-29,2445262
2019-10-30,2446969
2019-10-31,2446800
2019-11-01,2455287
2019-11-02,2471476
2019-11-03,2474656
2019-11-04,2472665
2019-11-05,2472752
2019-11-06,2466657
2019-11-07,2463397
2019-11-08,2462399
2019-11-09,2460314
2019-11-10,2459578
2019-11-11,2464698
2019-11-12,2466909
2019-11-13,2473000
2019-11-14,2473808
2019-11-15,2475871
2019-11-16,2481184
2019-11-17,2477267
2019-11-18,2477377
2019-11-19,2478674
2019-11-20,2481665
2019-11-21,2500580
2019-11-22,2494876
2019-11-23,2494428
2019-11-24,2509898
2019-11-25,2509610
2019-11-26,2509443
2019-11-27,2526922
2019-11-28,2559446
2019-11-29,2588058
2019-11-30,2591170
2019-12-01,2635434
2019-12-02,2670586
2019-12-03,2669643
2019-12-04,2673229
2019-12-05,2674554
2019-12-06,2678456
2019-12-07,2678206
2019-12-08,2673202
2019-12-09,2670318
2019-12-10,2664049
2019-12-11,2658777
2019-12-12,2654814
2019-12-13,2652069
2019-12-14,2647353
2019-12-15,2644339
2019-12-16,2646137
2019-12-17,2643961
2019-12-18,2646881
2019-12-19,2655741
2019-12-20,2654717
2019-12-21,2658437
2019-12-22,2673069
2019-12-23,2705916
2019-12-24,2737392
2019-12-25,2841621
2019-12-26,2872045
2019-12-27,2864520
2019-12-28,2870943
2019-12-29,2867453
2019-12-30,2854877
2019-12-31,2845653
2020-01-01,2835651
2020-01-02,2829330
2020-01-03,2823237
2020-01-04,2822933
2020-01-05,2812394
2020-01-06,2775679
2020-01-07,2746184
2020-01-08,2729493
2020-01-09,2710729
2020-01-10,2706461
2020-01-11,2703011
2020-01-12,2699941
2020-01-13,2694192
2020-01-14,2693197
2020-01-15,2695743
2020-01-16,2697762
2020-01-17,2689868
2020-01-18,2692605
2020-01-19,2689129
2020-01-20,2677550
2020-01-21,2670947
2020-01-22,2666747
2020-01-23,2664878
2020-01-24,2658671
2020-01-25,2647908
2020-01-26,2642298
2020-01-27,2645857
2020-01-28,2667400
2020-01-29,2747765
2020-01-30,2637323
2020-01-31,2600981
2020-02-01,2586201
2020-02-02,2580150
2020-02-03,2569401
2020-02-04,2567679
2020-02-05,2567528
2020-02-06,2491559
2020-02-07,2469073
2020-02-08,2469100
2020-02-09,2421028
2020-02-10,2410544
2020-02-11,2413695
2020-02-12,2419194
2020-02-13,2414473
2020-02-14,2424240
2020-02-15,2417855
2020-02-16,2412884
2020-02-17,2407202
2020-02-18,2414073
2020-02-19,2418230
2020-02-20,2427950
2020-02-21,2432529
2020-02-22,2434232
2020-02-23,2426722
2020-02-24,2424342
2020-02-25,2420375
2020-02-26,2418724
2020-02-27,2411814
2020-02-28,2391454
2020-02-29,2394089
2020-03-01,2388108
2020-03-02,2382764
2020-03-03,2377848
2020-03-04,2373133
2020-03-05,2357424
2020-03-06,2350793
2020-03-07,2347493
2020-03-08,2350631
2020-03-09,2356092
2020-03-10,2388434
2020-03-11,2413150
2020-03-12,2412982
2020-03-13,2408305
2020-03-14,2406106
2020-03-15,2405491
2020-03-16,2404116
2020-03-17,2430818
2020-03-18,2424363
2020-03-19,2444509
2020-03-20,2508963
2020-03-21,2525409
2020-03-22,2531464
2020-03-23,2541568
2020-03-24,2625118
2020-03-25,2667292
2020-03-26,2668037
2020-03-27,2667742
2020-03-28,2661822
2020-03-29,2655157
2020-03-30,2653513
2020-03-31,2663465
2020-04-01,2755615
2020-04-02,2788401
2020-04-03,2777586
2020-04-04,2768366
2020-04-05,2762385
2020-04-06,2750858
2020-04-07,2742751
2020-04-08,2736869
2020-04-09,2732011
2020-04-10,2728512
2020-04-11,2720732
2020-04-12,2697065
2020-04-13,2691177
2020-04-14,2684523
2020-04-15,2676458
2020-04-16,2670756
2020-04-17,2668710
2020-04-18,2671963
2020-04-19,2671333
2020-04-20,2665646
2020-04-21,2662821
2020-04-22,2647244
2020-04-23,2650546
2020-04-24,2648492
2020-04-25,2660263
2020-04-26,2666371
2020-04-27,2690014
2020-04-28,2739943
2020-04-29,2756515
2020-04-30,2769838
2020-05-01,2763677
2020-05-02,2763437
2020-05-03,2761298
2020-05-04,2758822
2020-05-05,2758221
2020-05-06,2758109
2020-05-07,2753020
2020-05-08,2755270
2020-05-09,2752671
2020-05-10,2744513
2020-05-11,2741608
2020-05-12,2737046
2020-05-13,2733099
