date_obj,Dragon%20cane price
2019-03-31,25641
2019-04-01,25858
2019-04-02,25858
2019-04-03,25810
2019-04-04,25702
2019-04-05,25326
2019-04-06,25326
2019-04-07,25827
2019-04-08,25827
2019-04-09,25827
2019-04-10,25748
2019-04-11,25283
2019-04-12,25470
2019-04-13,25457
2019-04-14,25426
2019-04-15,25426
2019-04-16,24752
2019-04-17,24752
2019-04-18,24490
2019-04-19,24490
2019-04-20,23780
2019-04-21,23780
2019-04-22,23584
2019-04-23,23449
2019-04-24,23449
2019-04-25,23138
2019-04-26,23001
2019-04-27,23001
2019-04-28,23153
2019-04-29,23153
2019-04-30,23151
2019-05-01,23151
2019-05-02,23390
2019-05-03,23314
2019-05-04,23240
2019-05-05,23240
2019-05-06,23076
2019-05-07,23236
2019-05-08,23236
2019-05-09,23243
2019-05-10,23393
2019-05-11,23393
2019-05-12,23278
2019-05-13,23107
2019-05-14,23107
2019-05-15,23151
2019-05-16,23419
2019-05-17,23419
2019-05-18,23412
2019-05-19,23412
2019-05-20,22869
2019-05-21,22869
2019-05-22,23134
2019-05-23,23698
2019-05-24,23698
2019-05-25,24388
2019-05-26,24388
2019-05-27,23898
2019-05-28,23540
2019-05-29,23192
2019-05-30,23646
2019-05-31,23646
2019-06-01,23636
2019-06-02,23636
2019-06-03,24103
2019-06-04,23703
2019-06-05,23647
2019-06-06,23647
2019-06-07,23806
2019-06-08,23513
2019-06-09,23888
2019-06-10,23888
2019-06-11,24098
2019-06-12,24098
2019-06-13,23551
2019-06-14,23553
2019-06-15,23553
2019-06-16,23517
2019-06-17,23517
2019-06-18,23240
2019-06-19,23236
2019-06-20,23378
2019-06-21,23378
2019-06-22,23534
2019-06-23,23257
2019-06-24,23257
2019-06-25,23761
2019-06-26,24387
2019-06-27,24909
2019-06-28,24909
2019-06-29,25558
2019-06-30,26064
2019-07-01,26064
2019-07-02,26888
2019-07-03,26888
2019-07-04,28170
2019-07-05,29277
2019-07-06,29277
2019-07-07,30549
2019-07-08,30549
2019-07-09,31757
2019-07-10,32985
2019-07-11,32985
2019-07-12,34572
2019-07-13,34572
2019-07-14,36301
2019-07-15,36301
2019-07-16,37999
2019-07-17,37995
2019-07-18,37995
2019-07-19,39676
2019-07-20,39676
2019-07-21,41646
2019-07-22,41646
2019-07-23,43623
2019-07-24,43623
2019-07-25,44158
2019-07-26,44158
2019-07-27,44147
2019-07-28,44147
2019-07-29,42276
2019-07-30,42276
2019-07-31,40650
2019-08-01,40650
2019-08-02,39548
2019-08-03,37793
2019-08-04,37793
2019-08-05,35903
2019-08-06,34808
2019-08-07,33934
2019-08-08,33934
2019-08-09,33055
2019-08-10,32063
2019-08-11,32063
2019-08-12,31261
2019-08-13,31261
2019-08-14,30879
2019-08-15,30269
2019-08-16,31144
2019-08-17,31144
2019-08-18,31160
2019-08-19,31160
2019-08-20,31919
2019-08-21,31919
2019-08-22,32326
2019-08-23,32326
2019-08-24,33312
2019-08-24,33312
2019-08-25,33312
2019-08-25,33312
2019-08-26,32897
2019-08-27,32897
2019-08-27,32897
2019-08-28,33207
2019-08-29,33207
2019-08-30,32811
2019-08-31,32811
2019-09-01,32305
2019-09-02,32305
2019-09-03,31651
2019-09-04,31651
2019-09-05,30499
2019-09-06,30499
2019-09-07,30063
2019-09-08,29519
2019-09-09,29519
2019-09-10,28691
2019-09-11,28691
2019-09-12,27350
2019-09-13,27350
2019-09-14,27239
2019-09-15,27239
2019-09-16,26815
2019-09-17,26815
2019-09-18,26426
2019-09-19,26426
2019-09-20,26658
2019-09-21,26658
2019-09-22,26560
2019-09-23,26379
2019-09-24,26379
2019-09-25,26381
2019-09-26,26381
2019-09-27,25976
2019-09-28,25976
2019-09-29,25808
2019-09-30,25808
2019-10-01,25469
2019-10-02,25469
2019-10-03,25698
2019-10-04,25698
2019-10-05,26305
2019-10-06,26342
2019-10-07,26342
2019-10-08,26277
2019-10-09,26277
2019-10-10,26581
2019-10-11,26581
2019-10-12,26345
2019-10-13,26100
2019-10-14,26100
2019-10-15,25810
2019-10-16,25810
2019-10-17,25096
2019-10-18,25096
2019-10-19,24439
2019-10-20,24439
2019-10-21,24645
2019-10-22,24645
2019-10-23,24797
2019-10-24,24797
2019-10-25,24353
2019-10-26,24353
2019-10-27,23790
2019-10-28,23655
2019-10-29,23655
2019-10-30,23655
2019-10-31,23447
2019-11-01,23447
2019-11-02,23801
2019-11-03,23801
2019-11-04,23671
2019-11-05,23671
2019-11-06,23605
2019-11-07,23605
2019-11-08,23367
2019-11-09,22435
2019-11-10,21989
2019-11-11,21989
2019-11-12,22120
2019-11-13,22120
2019-11-14,21187
2019-11-15,21187
2019-11-16,20896
2019-11-17,20896
2019-11-18,20953
2019-11-19,20953
2019-11-20,21608
2019-11-21,21608
2019-11-22,21990
2019-11-23,21990
2019-11-24,21596
2019-11-25,21596
2019-11-26,21696
2019-11-27,21696
2019-11-28,21830
2019-11-29,21830
2019-11-30,21830
2019-12-01,21390
2019-12-02,21390
2019-12-03,21178
2019-12-04,21178
2019-12-05,21178
2019-12-06,21559
2019-12-07,21559
2019-12-08,21812
2019-12-09,21812
2019-12-10,21972
2019-12-11,21972
2019-12-12,21972
2019-12-13,21824
2019-12-14,21824
2019-12-15,22173
2019-12-16,22173
2019-12-17,22483
2019-12-18,22483
2019-12-19,22483
2019-12-20,22998
2019-12-21,22998
2019-12-22,23302
2019-12-23,23302
2019-12-24,23588
2019-12-25,23588
2019-12-26,23979
2019-12-27,23979
2019-12-28,24040
2019-12-29,24040
2019-12-30,24026
2019-12-31,24026
2020-01-01,24328
2020-01-02,24328
2020-01-03,24495
2020-01-04,24495
2020-01-05,24397
2020-01-06,24397
2020-01-07,24226
2020-01-08,24226
2020-01-09,24002
2020-01-10,23665
2020-01-11,23665
2020-01-12,23391
2020-01-13,23391
2020-01-14,23391
2020-01-15,23203
2020-01-16,23203
2020-01-17,23081
2020-01-18,23081
2020-01-19,22858
2020-01-20,22858
2020-01-21,22689
2020-01-22,22689
2020-01-23,22298
2020-01-24,22169
2020-01-25,22169
2020-01-26,21902
2020-01-27,22070
2020-01-28,22070
2020-01-29,22040
2020-01-30,22040
2020-01-31,21435
2020-02-01,21435
2020-02-02,21371
2020-02-03,21371
2020-02-04,21221
2020-02-05,21221
2020-02-06,21472
2020-02-07,21472
2020-02-08,21351
2020-02-09,21351
2020-02-10,21459
2020-02-11,21459
2020-02-12,22265
2020-02-13,22265
2020-02-14,23046
2020-02-15,23046
2020-02-16,23120
2020-02-17,23355
2020-02-18,23379
2020-02-19,23379
2020-02-20,23472
2020-02-21,23472
2020-02-22,23385
2020-02-23,23385
2020-02-24,23146
2020-02-25,23146
2020-02-26,22944
2020-02-27,22944
2020-02-28,22193
2020-02-29,22193
2020-03-01,21614
2020-03-02,22021
2020-03-03,22021
2020-03-04,21828
2020-03-05,22267
2020-03-06,22672
2020-03-07,22672
2020-03-08,22477
2020-03-09,22477
2020-03-10,22991
2020-03-11,22991
2020-03-12,23506
2020-03-13,23506
2020-03-14,22946
2020-03-15,22946
2020-03-16,22675
2020-03-17,22675
2020-03-18,22711
2020-03-19,22711
2020-03-20,22918
2020-03-21,22918
2020-03-22,22647
2020-03-23,22647
2020-03-24,22495
2020-03-25,22495
2020-03-26,22297
2020-03-27,21834
2020-03-28,21834
2020-03-29,21618
2020-03-30,21639
2020-03-31,21639
2020-04-01,21105
2020-04-02,20813
2020-04-03,20813
2020-04-04,20515
2020-04-05,20515
2020-04-06,20143
2020-04-07,19874
2020-04-08,19437
2020-04-09,19166
2020-04-10,19166
2020-04-11,19081
2020-04-12,18865
2020-04-13,18790
2020-04-14,18766
2020-04-15,18460
2020-04-16,18460
2020-04-17,18373
2020-04-18,18579
2020-04-19,18546
2020-04-20,18538
2020-04-21,18538
2020-04-22,18536
2020-04-23,18111
2020-04-24,18359
2020-04-25,18383
2020-04-26,18564
2020-04-27,18762
2020-04-28,18878
2020-04-29,18878
2020-04-30,18738
2020-05-01,18738
2020-05-02,18887
2020-05-03,18879
2020-05-04,18879
2020-05-05,18819
2020-05-06,18814
2020-05-07,18840
2020-05-08,18840
2020-05-09,18878
2020-05-10,18918
2020-05-11,18918
2020-05-12,18726
2020-05-13,18789
