date_obj,Black%20leprechaun%20hat price
2017-01-19,253570
2017-01-20,253570
2017-01-21,241401
2017-01-22,241401
2017-01-23,241401
2017-01-27,229941
2017-01-28,218746
2017-01-29,218746
2017-01-30,218746
2017-01-31,208017
2017-02-01,208017
2017-02-02,208017
2017-02-03,197988
2017-02-04,197988
2017-02-05,197988
2017-02-06,197988
2017-02-07,188560
2017-02-08,188560
2017-02-09,188560
2017-02-10,179618
2017-02-11,179618
2017-02-12,179618
2017-02-13,179618
2017-02-14,170845
2017-02-15,170845
2017-02-16,170845
2017-02-18,162579
2017-02-19,162579
2017-02-20,162579
2017-02-21,154845
2017-02-22,154845
2017-02-23,154845
2017-02-24,147560
2017-02-25,147560
2017-02-26,147560
2017-02-27,147560
2017-02-28,140469
2017-03-01,140469
2017-03-02,140469
2017-03-03,140469
2017-03-04,133743
2017-03-05,133743
2017-03-06,133743
2017-03-07,133743
2017-03-08,127398
2017-03-09,127398
2017-03-10,127398
2017-03-11,127398
2017-03-12,121180
2017-03-13,121180
2017-03-14,121180
2017-03-15,115265
2017-03-16,115265
2017-03-17,115265
2017-03-18,6874
2017-03-19,6798
2017-03-20,6638
2017-03-21,6638
2017-03-22,6522
2017-03-23,6522
2017-03-24,6426
2017-03-25,6426
2017-03-26,6382
2017-03-27,6382
2017-03-28,6401
2017-03-29,6522
2017-03-30,6522
2017-03-31,6319
2017-04-01,6319
2017-04-02,6203
2017-04-03,6158
2017-04-04,6158
2017-04-12,5830
2017-04-13,5859
2017-04-14,5859
2017-04-15,5679
2017-04-16,5587
2017-04-17,5499
2017-04-18,5499
2017-04-19,5462
2017-04-20,5462
2017-04-21,5338
2017-04-22,5338
2017-04-23,5211
2017-04-24,5211
2017-04-25,4982
2017-04-26,4982
2017-04-27,4952
2017-04-28,4878
2017-04-29,4863
2017-04-30,4863
2017-05-01,4789
2017-05-02,4594
2017-05-03,4594
2017-05-04,4536
2017-05-05,4536
2017-05-06,4350
2017-05-07,4337
2017-05-08,4337
2017-05-09,4225
2017-05-10,4225
2017-05-11,4133
2017-05-12,4207
2017-05-13,4232
2017-05-14,4232
2017-05-15,4257
2017-05-16,4332
2017-05-17,4332
2017-05-18,4359
2017-05-19,4359
2017-05-20,4293
2017-05-21,4293
2017-05-22,4238
2017-05-23,4238
2017-05-24,4300
2017-05-25,4300
2017-05-26,4221
2017-05-27,4221
2017-05-28,4301
2017-05-29,4399
2017-05-30,4399
2017-05-31,4445
2017-06-01,4445
2017-06-02,4472
2017-06-03,4472
2017-06-04,4545
2017-06-05,4545
2017-06-06,4480
2017-06-07,4443
2017-06-08,4443
2017-06-09,4406
2017-06-10,4355
2017-06-11,4379
2017-06-12,4379
2017-06-13,4263
2017-06-14,4263
2017-06-15,4286
2017-06-16,4286
2017-06-17,4118
2017-06-18,4027
2017-06-19,4027
2017-06-20,3993
2017-06-21,3993
2017-06-22,3995
2017-06-23,3995
2017-06-24,3966
2017-06-25,3966
2017-06-26,3947
2017-06-27,3947
2017-06-28,3849
2017-06-29,3849
2017-06-30,3805
2017-07-01,3805
2017-07-02,3805
2017-07-03,3836
2017-07-04,3836
2017-07-05,3887
2017-07-06,3992
2017-07-07,3992
2017-07-08,4101
2017-07-13,3934
2017-07-14,3846
2017-07-15,3846
2017-07-16,3838
2017-07-17,3860
2017-07-18,3860
2017-07-19,3764
2017-07-20,3764
2017-07-21,3582
2017-07-22,3414
2017-07-23,3380
2017-07-24,3380
2017-07-25,3417
2017-07-26,3417
2017-07-27,3525
2017-07-28,3525
2017-07-29,3652
2017-07-30,3618
2017-07-31,3618
2017-08-01,3618
2017-08-02,3520
2017-08-03,3520
2017-08-04,3474
2017-08-05,3426
2017-08-06,3426
2017-08-07,3341
2017-08-08,3341
2017-08-09,3305
2017-08-10,3424
2017-08-11,3424
2017-08-12,3468
2017-08-13,3468
2017-08-14,3445
2017-08-15,3445
2017-08-16,3574
2017-08-17,3753
2017-08-18,3753
2017-08-19,3859
2017-08-20,3925
2017-08-21,3925
2017-08-22,4070
2017-08-23,4070
2017-08-24,4206
2017-08-25,4206
2017-08-26,4265
2017-08-27,4265
2017-08-28,4379
2017-08-29,4379
2017-08-30,4573
2017-08-31,4573
2017-09-01,4652
2017-09-02,4808
2017-09-03,4808
2017-09-04,4883
2017-09-05,4883
2017-09-06,5038
2017-09-07,5038
2017-09-08,5059
2017-09-09,5208
2017-09-10,5208
2017-09-11,5187
2017-09-12,5187
2017-09-13,5140
2017-09-14,5132
2017-09-15,5132
2017-09-16,4978
2017-09-17,4729
2017-09-18,4729
2017-09-19,4574
2017-09-20,4434
2017-09-22,4289
2017-09-23,4289
2017-09-24,4174
2017-09-25,4174
2017-09-26,4215
2017-09-27,4215
2017-09-28,4351
2017-09-29,4267
2017-09-30,4267
2017-10-01,4336
2017-10-02,4324
2017-10-03,4324
2017-10-04,4214
2017-10-05,4214
2017-10-06,4298
2017-10-07,4298
2017-10-08,4411
2017-10-09,4411
2017-10-10,4466
2017-10-11,4466
2017-10-12,4436
2017-10-13,4436
2017-10-14,4452
2017-10-15,4452
2017-10-16,4457
2017-10-17,4457
2017-10-18,4318
2017-10-19,4318
2017-10-20,4448
2017-10-21,4448
2017-10-22,4345
2017-10-23,4345
2017-10-24,4281
2017-10-25,4194
2017-10-26,4194
2017-10-27,4226
2017-10-28,4226
2017-10-29,4068
2017-10-30,4068
2017-10-31,4111
2017-11-01,4111
2017-11-02,4205
2017-11-03,4205
2017-11-04,4168
2017-11-05,4168
2017-11-06,4104
2017-11-07,4104
2017-11-08,3958
2017-11-09,3893
2017-11-10,3893
2017-11-11,3842
2017-11-12,3870
2017-11-13,3870
2017-11-14,3819
2017-11-15,3819
2017-11-16,3791
2017-11-17,3791
2017-11-18,3867
2017-11-19,3972
2017-11-20,3972
2017-11-21,4034
2017-11-22,4034
2017-11-23,4060
2017-11-24,4060
2017-11-25,3882
2017-11-26,3882
2017-11-27,3779
2017-11-28,3666
2017-11-29,3666
2017-11-30,3535
2017-12-01,3440
2017-12-02,3440
2017-12-03,3405
2017-12-04,3405
2017-12-05,3413
2017-12-06,3413
2017-12-07,3423
2017-12-08,3423
2017-12-09,3416
2017-12-10,3487
2017-12-11,3487
2017-12-12,3609
2017-12-13,3609
2017-12-14,3431
2017-12-15,3352
2017-12-16,3352
2017-12-17,3399
2017-12-18,3336
2017-12-19,3336
2017-12-20,3349
2017-12-21,3346
2017-12-22,3346
2017-12-23,3280
2017-12-24,3280
2017-12-25,3121
2017-12-26,2978
2017-12-27,2842
2017-12-28,2842
2017-12-29,2817
2017-12-30,2875
2017-12-31,2875
2018-01-01,2826
2018-01-02,2928
2018-01-03,3032
2018-01-04,3032
2018-01-05,3100
2018-01-06,3017
2018-01-07,3017
2018-01-08,3024
2018-01-09,3015
2018-01-10,3015
2018-01-11,3098
2018-01-12,3098
2018-01-13,3172
2018-01-14,3172
2018-01-15,3124
2018-01-16,3189
2018-01-17,3206
2018-01-18,3206
2018-01-19,3198
2018-01-20,3171
2018-01-21,3171
2018-01-22,3171
2018-01-23,3198
2018-01-24,3090
2018-01-25,3090
2018-01-26,3044
2018-01-27,3146
2018-01-28,3192
2018-01-29,3097
2018-01-30,3189
2018-01-31,3189
2018-02-01,3283
2018-02-02,3283
2018-02-03,3252
2018-02-04,3279
2018-02-05,3279
2018-02-06,3247
2018-02-07,3249
2018-02-08,3249
2018-02-09,3224
2018-02-10,3224
2018-02-11,3223
2018-02-12,3207
2018-02-13,3207
2018-02-14,3197
2018-02-15,3197
2018-02-16,3215
2018-02-17,3276
2018-02-18,3276
2018-02-19,3323
2018-02-20,3323
2018-02-21,3398
2018-02-22,3398
2018-02-23,3508
2018-02-24,3508
2018-02-25,3556
2018-02-26,3563
2018-02-27,3640
2018-02-28,3640
2018-03-01,3559
2018-03-02,3554
2018-03-03,3486
2018-03-04,3486
2018-03-05,3552
2018-03-06,3552
2018-03-07,3687
2018-03-08,3687
2018-03-09,3651
2018-03-10,3651
2018-03-11,3626
2018-03-12,3664
2018-03-13,3664
2018-03-14,3754
2018-03-15,3754
2018-03-16,3702
2018-03-17,3710
2018-03-18,3711
2018-03-20,3850
2018-03-21,3850
2018-03-22,3834
2018-03-23,3834
2018-03-24,3823
2018-03-25,3687
2018-03-26,3687
2018-03-27,3726
2018-03-28,3726
2018-03-29,3788
2018-03-30,3788
2018-03-31,3755
2018-04-01,3755
2018-04-02,3778
2018-04-03,3869
2018-04-04,3862
2018-04-05,3862
2018-04-06,3972
2018-04-07,3972
2018-04-08,4042
2018-04-09,4107
2018-04-10,4107
2018-04-11,4063
2018-04-12,4063
2018-04-13,3953
2018-04-14,3953
2018-04-15,4043
2018-04-16,4043
2018-04-17,4177
2018-04-18,4177
2018-04-19,4177
2018-04-20,4177
2018-04-21,4218
2018-04-22,4218
2018-04-23,4354
2018-04-24,4354
2018-04-25,4552
2018-04-26,4552
2018-04-27,4714
2018-04-28,4714
2018-04-29,4682
2018-04-30,4682
2018-05-01,4519
2018-05-02,4519
2018-05-03,4381
2018-05-04,4381
2018-05-05,4291
2018-05-06,4291
2018-05-07,4214
2018-05-08,4214
2018-05-09,4171
2018-05-10,4312
2018-05-11,4312
2018-05-12,4272
2018-05-13,4272
2018-05-14,4180
2018-05-15,4180
2018-05-16,4183
2018-05-17,4183
2018-05-18,4100
2018-05-19,4100
2018-05-20,4100
2018-05-21,3957
2018-05-22,3957
2018-05-23,3796
2018-05-24,3796
2018-05-25,3688
2018-05-26,3653
2018-05-27,3653
2018-05-28,3725
2018-05-29,3616
2018-05-30,3616
2018-05-31,3573
2018-06-01,3573
2018-06-02,3426
2018-06-03,3426
2018-06-04,3283
2018-06-05,3214
2018-06-06,3156
2018-06-07,3156
2018-06-08,3166
2018-06-09,3166
2018-06-10,3188
2018-06-11,3188
2018-06-12,3107
2018-06-13,3076
2018-06-14,3076
2018-06-15,3037
2018-06-16,3037
2018-06-17,2994
2018-06-18,3032
2018-06-19,3006
2018-06-20,3006
2018-06-21,2979
2018-06-22,2979
2018-06-23,2997
2018-06-24,2997
2018-06-25,3072
2018-06-26,3072
2018-06-27,3035
2018-06-28,3035
2018-06-29,2914
2018-06-30,2914
2018-07-01,2856
2018-07-02,2856
2018-07-03,2808
2018-07-04,2808
2018-07-05,2825
2018-07-06,2937
2018-07-07,2937
2018-07-08,3017
2018-07-09,3017
2018-07-10,2995
2018-07-11,3028
2018-07-12,3028
2018-07-13,2959
2018-07-14,2855
2018-07-15,2855
2018-07-16,2900
2018-07-17,2873
2018-07-18,2873
2018-07-19,2931
2018-07-20,2931
2018-07-21,2991
2018-07-22,3067
2018-07-23,3081
2018-07-24,3081
2018-07-25,3205
2018-07-26,3205
2018-07-27,3304
2018-07-28,3304
2018-07-29,3361
2018-07-30,3361
2018-07-31,3316
2018-08-01,3316
2018-08-02,3306
2018-08-03,3306
2018-08-04,3260
2018-08-05,3278
2018-08-06,3278
2018-08-07,3303
2018-08-08,3186
2018-08-09,3186
2018-08-10,3218
2018-08-11,3218
2018-08-12,3272
2018-08-14,3308
2018-08-16,3442
2018-08-17,3570
2018-08-18,3570
2018-08-19,3675
2018-08-20,3692
2018-08-21,3692
2018-08-22,3675
2018-08-23,3726
2018-08-24,3596
2018-08-25,3672
2018-08-26,3672
2018-08-27,3773
2018-08-28,3889
2018-08-29,3969
2018-08-30,3969
2018-08-31,3902
2018-09-01,3932
2018-09-02,3932
2018-09-03,3891
2018-09-04,3936
2018-09-05,3944
2018-09-06,3944
2018-09-07,3919
2018-09-08,3941
2018-09-09,3941
2018-09-10,3911
2018-09-11,3911
2018-09-12,3994
2018-09-13,3953
2018-09-14,4021
2018-09-15,3997
2018-09-16,3997
2018-09-17,3977
2018-09-18,3866
2018-09-19,3866
2018-09-20,3899
2018-09-21,3899
2018-09-22,3868
2018-09-23,3879
2018-09-24,3874
2018-09-25,3874
2018-09-26,3819
2018-09-27,3819
2018-09-28,3781
2018-09-29,3781
2018-09-30,3782
2018-10-01,3850
2018-10-02,3850
2018-10-03,3881
2018-10-04,3881
2018-10-05,3840
2018-10-06,3917
2018-10-07,3917
2018-10-08,3994
2018-10-09,3930
2018-10-10,3844
2018-10-11,3741
2018-10-12,3741
2018-10-13,3754
2018-10-14,3754
2018-10-15,3815
2018-10-16,3815
2018-10-17,3758
2018-10-18,3735
2018-10-19,3625
2018-10-20,3625
2018-10-21,3584
2018-10-22,3631
2018-10-23,3631
2018-10-24,3532
2018-10-25,3407
2018-10-26,3407
2018-10-27,3433
2018-10-28,3429
2018-10-29,3429
2018-10-30,3494
2018-10-31,3486
2018-11-01,3475
2018-11-03,3424
2018-11-04,3487
2018-11-05,3467
2018-11-06,3390
2018-11-07,3390
2018-11-08,3408
2018-11-09,3445
2018-11-10,3476
2018-11-11,3479
2018-11-12,3606
2018-11-13,3604
2018-11-15,3504
2018-11-16,3460
2018-11-17,3463
2018-11-18,3407
2018-11-19,3373
2018-11-20,3363
2018-11-21,3263
2018-11-22,3312
2018-11-23,3424
2018-11-24,3579
2018-11-25,3724
2018-11-26,3724
2018-11-27,3795
2018-11-28,3739
2018-11-29,3752
2018-12-01,3779
2018-12-02,3673
2018-12-03,3673
2018-12-04,3597
2018-12-05,3490
2018-12-07,3442
2018-12-09,3517
2018-12-10,3574
2018-12-11,3561
2018-12-12,3447
2018-12-13,3420
2018-12-14,3448
2018-12-15,3518
2018-12-16,3630
2018-12-17,3630
2018-12-18,3668
2018-12-19,3777
2018-12-20,3774
2018-12-21,3710
2018-12-22,3703
2018-12-23,3689
2018-12-24,3699
2018-12-25,3699
2018-12-26,3608
2018-12-27,3519
2018-12-28,3519
2018-12-29,3501
2018-12-30,3361
2018-12-31,3249
2019-01-01,3133
2019-01-02,3065
2019-01-03,2946
2019-01-04,2903
2019-01-05,2898
2019-01-06,2940
2019-01-08,2978
2019-01-10,3023
2019-01-11,3042
2019-01-12,3060
2019-01-13,3086
2019-01-14,3077
2019-01-15,3097
2019-01-16,3109
2019-01-17,3026
2019-01-18,3098
2019-01-19,3088
2019-01-20,3068
2019-01-21,3068
2019-01-22,3035
2019-01-23,2976
2019-01-24,2999
2019-01-25,2928
2019-01-26,2881
2019-01-27,2828
2019-01-28,2724
2019-01-29,2702
2019-01-30,2760
2019-01-31,2760
2019-02-01,2817
2019-02-02,2817
2019-02-03,2829
2019-02-04,2829
2019-02-05,2835
2019-02-06,2835
2019-02-07,2887
2019-02-08,2867
2019-02-09,2853
2019-02-10,2799
2019-02-11,2815
2019-02-12,2756
2019-02-13,2796
2019-02-14,2796
2019-02-15,2878
2019-02-16,2913
2019-02-17,2829
2019-02-18,2797
2019-02-19,2848
2019-02-20,2881
2019-02-21,2884
2019-02-22,2874
2019-02-23,2896
2019-02-24,2844
2019-02-25,2822
2019-02-26,2717
2019-02-27,2717
2019-02-28,2802
2019-03-01,2900
2019-03-02,2982
2019-03-03,3014
2019-03-04,3058
2019-03-05,2905
2019-03-06,2866
2019-03-07,2908
2019-03-08,2908
2019-03-09,2911
2019-03-10,2930
2019-03-11,2944
2019-03-12,2875
2019-03-13,2875
2019-03-14,2915
2019-03-15,2915
2019-03-16,2951
2019-03-17,2969
2019-03-18,2969
2019-03-19,2964
2019-03-20,2978
2019-03-21,3021
2019-03-22,3021
2019-03-23,2982
2019-03-24,2952
2019-03-25,2952
2019-03-26,2804
2019-03-27,2804
2019-03-28,2698
2019-03-29,2747
2019-03-30,2747
2019-03-31,2803
2019-04-01,2872
2019-04-02,2742
2019-04-03,2858
2019-04-04,2902
2019-04-05,2902
2019-04-06,2991
2019-04-07,3091
2019-04-08,3173
2019-04-09,3173
2019-04-10,3287
2019-04-11,3263
2019-04-12,3228
2019-04-13,3190
2019-04-14,3152
2019-04-15,3054
2019-04-16,3017
2019-04-17,3025
2019-04-18,3036
2019-04-19,3051
2019-04-20,3090
2019-04-21,2979
2019-04-22,2917
2019-04-23,2827
2019-04-24,2741
2019-04-25,2753
2019-04-26,2664
2019-04-27,2569
2019-04-28,2531
2019-04-29,2539
2019-04-30,2517
2019-05-01,2613
2019-05-02,2644
2019-05-03,2752
2019-05-04,2805
2019-05-05,2871
2019-05-06,2871
2019-05-07,2916
2019-05-08,2965
2019-05-09,2965
2019-05-10,2990
2019-05-11,3018
2019-05-12,3045
2019-05-13,3122
2019-05-14,3191
2019-05-15,3191
2019-05-16,3092
2019-05-17,2947
2019-05-18,2829
2019-05-19,2829
2019-05-20,2954
2019-05-21,2954
2019-05-22,3028
2019-05-23,3165
2019-05-24,3227
2019-05-25,3327
2019-05-26,3327
2019-05-27,3368
2019-05-28,3368
2019-05-29,3422
2019-05-30,3422
2019-05-31,3516
2019-06-01,3516
2019-06-02,3496
2019-06-03,3476
2019-06-04,3527
2019-06-05,3574
2019-06-06,3574
2019-06-07,3647
2019-06-08,3514
2019-06-09,3478
2019-06-10,3478
2019-06-11,3378
2019-06-12,3296
2019-06-13,3296
2019-06-14,3304
2019-06-15,3304
2019-06-16,3378
2019-06-17,3222
2019-06-18,3222
2019-06-19,3223
2019-06-20,3307
2019-06-21,3307
2019-06-22,3403
2019-06-23,3411
2019-06-24,3411
2019-06-25,3494
2019-06-26,3494
2019-06-27,3556
2019-06-28,3556
2019-06-29,3723
2019-06-30,3826
2019-07-01,3826
2019-07-02,3866
2019-07-03,3866
2019-07-04,3899
2019-07-05,3940
2019-07-06,3940
2019-07-07,3880
2019-07-08,3880
2019-07-09,3826
2019-07-10,3826
2019-07-11,3828
2019-07-12,3842
2019-07-13,3842
2019-07-14,3815
2019-07-15,3815
2019-07-16,3833
2019-07-17,3879
2019-07-18,3879
2019-07-19,3860
2019-07-20,3860
2019-07-21,3839
2019-07-22,3773
2019-07-23,3773
2019-07-24,3737
2019-07-25,3737
2019-07-26,3818
2019-07-27,3848
2019-07-28,3848
2019-07-29,3849
2019-07-30,3869
2019-07-31,3939
2019-08-01,3939
2019-08-02,3931
2019-08-03,3827
2019-08-04,3827
2019-08-05,3767
2019-08-06,3767
2019-08-07,3662
2019-08-08,3662
2019-08-09,3621
2019-08-10,3582
2019-08-11,3582
2019-08-12,3563
2019-08-13,3563
2019-08-14,3584
2019-08-15,3590
2019-08-16,3603
2019-08-17,3603
2019-08-18,3725
2019-08-19,3807
2019-08-20,3807
2019-08-21,3741
2019-08-22,3690
2019-08-23,3690
2019-08-24,3641
2019-08-24,3641
2019-08-25,3641
2019-08-25,3641
2019-08-26,3655
2019-08-27,3655
2019-08-27,3655
2019-08-28,3695
2019-08-29,3666
2019-08-30,3666
2019-08-31,3715
2019-09-01,3674
2019-09-02,3674
2019-09-03,3541
2019-09-04,3541
2019-09-05,3488
2019-09-06,3488
2019-09-07,3398
2019-09-08,3349
2019-09-09,3349
2019-09-10,3320
2019-09-11,3324
2019-09-12,3324
2019-09-13,3348
2019-09-14,3394
2019-09-15,3441
2019-09-16,3423
2019-09-17,3423
2019-09-18,3289
2019-09-19,3289
2019-09-20,3154
2019-09-21,3027
2019-09-22,3027
2019-09-23,3016
2019-09-24,3016
2019-09-25,2937
2019-09-26,2933
2019-09-27,2933
2019-09-28,3051
2019-09-29,3051
2019-09-30,3130
2019-10-01,3005
2019-10-02,3005
2019-10-03,2944
2019-10-04,2944
2019-10-05,3076
2019-10-06,3138
2019-10-07,3138
2019-10-08,3161
2019-10-09,3161
2019-10-10,3208
2019-10-11,3208
2019-10-12,3180
2019-10-13,3039
2019-10-14,2980
2019-10-15,2980
2019-10-16,2985
2019-10-17,2985
2019-10-18,2973
2019-10-19,2933
2019-10-20,2853
2019-10-21,2853
2019-10-22,2746
2019-10-23,2613
2019-10-24,2495
2019-10-25,2549
2019-10-26,2634
2019-10-27,2634
2019-10-28,2747
2019-10-29,2747
2019-10-30,2879
2019-10-31,2879
2019-11-01,2986
2019-11-02,2986
2019-11-03,3039
2019-11-04,3039
2019-11-05,3034
2019-11-06,3034
2019-11-07,3091
2019-11-08,3091
2019-11-09,3137
2019-11-10,3131
2019-11-11,3131
2019-11-12,3187
2019-11-13,3187
2019-11-14,3146
2019-11-15,3146
2019-11-16,3177
2019-11-17,3177
2019-11-18,3232
2019-11-19,3232
2019-11-20,3209
2019-11-21,3209
2019-11-22,3066
2019-11-23,3061
2019-11-24,3061
2019-11-25,3136
2019-11-26,3136
2019-11-27,3159
2019-11-28,3159
2019-11-29,3245
2019-11-30,3245
2019-12-01,3180
2019-12-02,3180
2019-12-03,3252
2019-12-04,3252
2019-12-05,3346
2019-12-06,3346
2019-12-07,3327
2019-12-08,3327
2019-12-09,3281
2019-12-10,3281
2019-12-11,3319
2019-12-12,3319
2019-12-13,3300
2019-12-14,3300
2019-12-15,3267
2019-12-16,3267
2019-12-17,3258
2019-12-18,3258
2019-12-19,3258
2019-12-20,3284
2019-12-21,3284
2019-12-22,3324
2019-12-23,3324
2019-12-24,3401
2019-12-25,3401
2019-12-26,3420
2019-12-27,3420
2019-12-28,3394
2019-12-29,3394
2019-12-30,3327
2019-12-31,3327
2020-01-01,3311
2020-01-02,3312
2020-01-03,3312
2020-01-04,3307
2020-01-05,3256
2020-01-06,3256
2020-01-07,3183
2020-01-08,3183
2020-01-09,3167
2020-01-10,3167
2020-01-11,3136
2020-01-12,3082
2020-01-13,3082
2020-01-14,2982
2020-01-15,2966
2020-01-16,2957
2020-01-17,2957
2020-01-18,2912
2020-01-19,2766
2020-01-20,2642
2020-01-21,2642
2020-01-22,2590
2020-01-23,2527
2020-01-24,2531
2020-01-25,2531
2020-01-26,2524
2020-01-27,2524
2020-01-28,2546
2020-01-29,2629
2020-01-30,2586
2020-01-31,2586
2020-02-01,2498
2020-02-02,2429
2020-02-03,2429
2020-02-04,2454
2020-02-05,2454
2020-02-06,2441
2020-02-07,2441
2020-02-08,2481
2020-02-09,2398
2020-02-10,2411
2020-02-11,2411
2020-02-12,2499
2020-02-13,2499
2020-02-14,2487
2020-02-15,2487
2020-02-16,2461
2020-02-17,2461
2020-02-18,2522
2020-02-19,2522
2020-02-20,2564
2020-02-21,2564
2020-02-22,2566
2020-02-23,2566
2020-02-24,2618
2020-02-25,2618
2020-02-26,2664
2020-02-27,2664
2020-02-28,2689
2020-02-29,2689
2020-03-01,2674
2020-03-02,2674
2020-03-03,2596
2020-03-04,2596
2020-03-05,2629
2020-03-06,2629
2020-03-07,2632
2020-03-08,2627
2020-03-09,2627
2020-03-10,2660
2020-03-11,2660
2020-03-12,2742
2020-03-13,2742
2020-03-14,2817
2020-03-15,2817
2020-03-16,2905
2020-03-17,2905
2020-03-18,2973
2020-03-19,2973
2020-03-20,3025
2020-03-21,3025
2020-03-22,3062
2020-03-23,3140
2020-03-24,3216
2020-03-25,3216
2020-03-26,3246
2020-03-27,3250
2020-03-28,3250
2020-03-29,3230
2020-03-30,3310
2020-03-31,3345
2020-04-01,3359
2020-04-02,3370
2020-04-03,3370
2020-04-04,3273
2020-04-05,3206
2020-04-06,3189
2020-04-07,3186
2020-04-08,3080
2020-04-09,2964
2020-04-10,2964
2020-04-11,2856
2020-04-12,2799
2020-04-13,2708
2020-04-14,2657
2020-04-15,2570
2020-04-16,2570
2020-04-17,2512
2020-04-18,2459
2020-04-19,2479
2020-04-20,2569
2020-04-21,2632
2020-04-22,2673
2020-04-23,2704
2020-04-24,2645
2020-04-25,2594
2020-04-26,2551
2020-04-27,2482
2020-04-28,2515
2020-04-29,2500
2020-04-30,2476
2020-05-01,2476
2020-05-02,2445
2020-05-03,2452
2020-05-04,2452
2020-05-05,2500
2020-05-06,2600
2020-05-07,2685
2020-05-08,2685
2020-05-09,2753
2020-05-10,2802
2020-05-11,2802
2020-05-12,2757
2020-05-13,2640
