date_obj,Guthix%20full%20helm price
2019-03-28,26977
2019-03-29,26599
2019-03-30,26599
2019-03-31,26383
2019-04-01,26233
2019-04-02,26779
2019-04-03,26894
2019-04-04,26898
2019-04-05,27552
2019-04-06,26318
2019-04-07,25575
2019-04-08,25623
2019-04-09,25969
2019-04-10,26329
2019-04-11,26203
2019-04-12,26095
2019-04-13,26279
2019-04-14,26507
2019-04-15,26875
2019-04-16,27124
2019-04-17,27067
2019-04-18,27352
2019-04-19,27449
2019-04-20,27686
2019-04-21,27947
2019-04-22,27578
2019-04-23,27382
2019-04-24,27208
2019-04-25,27296
2019-04-26,26774
2019-04-27,26768
2019-04-28,26983
2019-04-29,27466
2019-04-30,27559
2019-05-01,27567
2019-05-02,27754
2019-05-03,28005
2019-05-04,28315
2019-05-05,28907
2019-05-06,29666
2019-05-07,30652
2019-05-08,31426
2019-05-09,31841
2019-05-10,32441
2019-05-11,32851
2019-05-12,32972
2019-05-13,33172
2019-05-14,33841
2019-05-15,34470
2019-05-16,34464
2019-05-17,34464
2019-05-18,34837
2019-05-19,35369
2019-05-20,35750
2019-05-21,36277
2019-05-22,36605
2019-05-23,36712
2019-05-24,36706
2019-05-25,36111
2019-05-26,36125
2019-05-27,36348
2019-05-28,36130
2019-05-29,35936
2019-05-30,35545
2019-05-31,35925
2019-06-01,36469
2019-06-02,36346
2019-06-03,34871
2019-06-04,34631
2019-06-05,34872
2019-06-06,34802
2019-06-07,34817
2019-06-08,34237
2019-06-09,33327
2019-06-10,33327
2019-06-11,32353
2019-06-12,32516
2019-06-13,32962
2019-06-14,33334
2019-06-15,33903
2019-06-16,34509
2019-06-17,35136
2019-06-18,35481
2019-06-19,36179
2019-06-20,36682
2019-06-21,36362
2019-06-22,35772
2019-06-23,35493
2019-06-24,35360
2019-06-25,35621
2019-06-26,36488
2019-06-27,36853
2019-06-28,36900
2019-06-29,37295
2019-06-30,36945
2019-07-01,37336
2019-07-02,37340
2019-07-03,37198
2019-07-04,36942
2019-07-05,37177
2019-07-06,36310
2019-07-07,35804
2019-07-08,35545
2019-07-09,35865
2019-07-10,36132
2019-07-11,35843
2019-07-12,35660
2019-07-13,35660
2019-07-14,35143
2019-07-15,34850
2019-07-16,33814
2019-07-17,33347
2019-07-18,32866
2019-07-19,32925
2019-07-20,32461
2019-07-21,32411
2019-07-22,31809
2019-07-23,31664
2019-07-24,31742
2019-07-25,30873
2019-07-26,30152
2019-07-27,31081
2019-07-28,31825
2019-07-29,32169
2019-07-30,32193
2019-07-31,32501
2019-08-01,32352
2019-08-02,31896
2019-08-03,32292
2019-08-04,32539
2019-08-05,32539
2019-08-06,32980
2019-08-07,33611
2019-08-08,34598
2019-08-09,35575
2019-08-10,35946
2019-08-11,36044
2019-08-12,35238
2019-08-13,35395
2019-08-14,34192
2019-08-15,33947
2019-08-16,33777
2019-08-17,33777
2019-08-18,33718
2019-08-19,33681
2019-08-20,34127
2019-08-21,34005
2019-08-22,33546
2019-08-23,34064
2019-08-24,34525
2019-08-24,34525
2019-08-25,35015
2019-08-25,35015
2019-08-26,34525
2019-08-26,34525
2019-08-27,35017
2019-08-27,35017
2019-08-28,35458
2019-08-29,35518
2019-08-30,35057
2019-08-31,35057
2019-09-01,35871
2019-09-02,35871
2019-09-03,36494
2019-09-04,36948
2019-09-05,37146
2019-09-06,37146
2019-09-07,37265
2019-09-08,37543
2019-09-09,38097
2019-09-10,38202
2019-09-11,37248
2019-09-12,37741
2019-09-13,38076
2019-09-14,37399
2019-09-15,36867
2019-09-16,36421
2019-09-17,36936
2019-09-18,37446
2019-09-19,37446
2019-09-20,37830
2019-09-21,37718
2019-09-22,37511
2019-09-23,37459
2019-09-24,37459
2019-09-25,37706
2019-09-26,37485
2019-09-27,37485
2019-09-28,37027
2019-09-29,37027
2019-09-30,36138
2019-10-01,36498
2019-10-02,36498
2019-10-03,36422
2019-10-04,36497
2019-10-05,36235
2019-10-06,35808
2019-10-07,35763
2019-10-08,35082
2019-10-09,35082
2019-10-10,34412
2019-10-11,34438
2019-10-12,34205
2019-10-13,34594
2019-10-14,34767
2019-10-15,33560
2019-10-16,32130
2019-10-17,31481
2019-10-18,31147
2019-10-19,31576
2019-10-20,31576
2019-10-21,32316
2019-10-22,32283
2019-10-23,31660
2019-10-24,30795
2019-10-25,30118
2019-10-26,30410
2019-10-27,30660
2019-10-28,30745
2019-10-29,30745
2019-10-30,30229
2019-10-31,29890
2019-11-01,29413
2019-11-02,28925
2019-11-03,28331
2019-11-04,27795
2019-11-05,27795
2019-11-06,27069
2019-11-07,26393
2019-11-08,25889
2019-11-09,24901
2019-11-10,24341
2019-11-11,24133
2019-11-12,23708
2019-11-13,23625
2019-11-14,23639
2019-11-15,24018
2019-11-16,24437
2019-11-17,24437
2019-11-18,24501
2019-11-19,24501
2019-11-20,24678
2019-11-21,24678
2019-11-22,24667
2019-11-23,25781
2019-11-24,26734
2019-11-25,27842
2019-11-26,27865
2019-11-27,27865
2019-11-28,27188
2019-11-29,27188
2019-11-30,27416
2019-12-01,27076
2019-12-02,27003
2019-12-03,27185
2019-12-04,27416
2019-12-05,27416
2019-12-06,27348
2019-12-07,27317
2019-12-08,27317
2019-12-09,26780
2019-12-10,27277
2019-12-11,27257
2019-12-12,27257
2019-12-13,26659
2019-12-14,26945
2019-12-15,26299
2019-12-16,26429
2019-12-17,26272
2019-12-18,26272
2019-12-19,26256
2019-12-20,26504
2019-12-21,26783
2019-12-22,26754
2019-12-23,26907
2019-12-24,27586
2019-12-25,27584
2019-12-26,27765
2019-12-27,27717
2019-12-28,27511
2019-12-29,27511
2019-12-30,27138
2019-12-31,27100
2020-01-01,27203
2020-01-02,26929
2020-01-03,26944
2020-01-04,26801
2020-01-05,26725
2020-01-06,26539
2020-01-07,26386
2020-01-08,26386
2020-01-09,26229
2020-01-10,26027
2020-01-11,25955
2020-01-12,26051
2020-01-13,26051
2020-01-14,26011
2020-01-15,25566
2020-01-16,26008
2020-01-17,26096
2020-01-18,26096
2020-01-19,26080
2020-01-20,26252
2020-01-21,26252
2020-01-22,26523
2020-01-23,26730
2020-01-24,26523
2020-01-25,26340
2020-01-26,26209
2020-01-27,25277
2020-01-28,25187
2020-01-29,24730
2020-01-30,24804
2020-01-31,25626
2020-02-01,26204
2020-02-02,26508
2020-02-03,26838
2020-02-04,27733
2020-02-05,28901
2020-02-06,29962
2020-02-07,30949
2020-02-08,30992
2020-02-09,31305
2020-02-10,31583
2020-02-11,32055
2020-02-12,32458
2020-02-13,32458
2020-02-14,33120
2020-02-15,33629
2020-02-16,33914
2020-02-17,34469
2020-02-18,34775
2020-02-19,35096
2020-02-20,35851
2020-02-21,35851
2020-02-22,35989
2020-02-23,36021
2020-02-24,35700
2020-02-25,35658
2020-02-26,35311
2020-02-27,34941
2020-02-28,33634
2020-02-29,33634
2020-03-01,31952
2020-03-02,30854
2020-03-03,30343
2020-03-04,29457
2020-03-05,28508
2020-03-06,27082
2020-03-07,26837
2020-03-08,26948
2020-03-09,26473
2020-03-10,26195
2020-03-11,26211
2020-03-12,26077
2020-03-13,25788
2020-03-14,25798
2020-03-15,25448
2020-03-16,25449
2020-03-17,24529
2020-03-18,23774
2020-03-19,23537
2020-03-20,23488
2020-03-21,23322
2020-03-22,22925
2020-03-23,23071
2020-03-24,22713
2020-03-25,23009
2020-03-26,22733
2020-03-27,22810
2020-03-28,22976
2020-03-29,23086
2020-03-30,23252
2020-03-31,23441
2020-04-01,23046
2020-04-02,23042
2020-04-03,23042
2020-04-04,22665
2020-04-05,22613
2020-04-06,22403
2020-04-07,22457
2020-04-08,22419
2020-04-09,22137
2020-04-10,22070
2020-04-11,22029
2020-04-12,22073
2020-04-13,22230
2020-04-14,22314
2020-04-15,21911
2020-04-16,21671
2020-04-17,21500
2020-04-18,21286
2020-04-19,21274
2020-04-20,21076
2020-04-21,21082
2020-04-22,20997
2020-04-23,20920
2020-04-24,21341
2020-04-25,21661
2020-04-26,21803
2020-04-27,22223
2020-04-28,22162
2020-04-29,21954
2020-04-30,21575
2020-05-01,21739
2020-05-02,21818
2020-05-03,21533
2020-05-04,21353
2020-05-05,21579
2020-05-06,21780
2020-05-07,21962
2020-05-08,21697
2020-05-09,21938
2020-05-10,21595
2020-05-11,21362
2020-05-12,20808
2020-05-13,21176
