date_obj,Armadyl%20d'hide%20body price
2019-03-21,587122
2019-03-22,590673
2019-03-23,594654
2019-03-24,596290
2019-03-25,606170
2019-03-26,623989
2019-03-27,623544
2019-03-28,635341
2019-03-29,650296
2019-03-30,665915
2019-03-31,656810
2019-04-01,654603
2019-04-02,655671
2019-04-03,665835
2019-04-04,664975
2019-04-05,664560
2019-04-06,670172
2019-04-07,676136
2019-04-08,673439
2019-04-09,678104
2019-04-10,673412
2019-04-11,664311
2019-04-12,657897
2019-04-13,641981
2019-04-14,624862
2019-04-15,618913
2019-04-16,610105
2019-04-17,604964
2019-04-18,586323
2019-04-19,570822
2019-04-20,561401
2019-04-21,559660
2019-04-22,547648
2019-04-23,546785
2019-04-24,537917
2019-04-25,528263
2019-04-26,511565
2019-04-27,522192
2019-04-28,523755
2019-04-29,505099
2019-04-30,491930
2019-05-01,482288
2019-05-02,475388
2019-05-03,469563
2019-05-04,472304
2019-05-05,479265
2019-05-06,494960
2019-05-07,494988
2019-05-08,490824
2019-05-09,489994
2019-05-10,486256
2019-05-11,486839
2019-05-12,484756
2019-05-13,492693
2019-05-14,488450
2019-05-15,483187
2019-05-16,477554
2019-05-17,478309
2019-05-18,475879
2019-05-19,484010
2019-05-20,492750
2019-05-21,497767
2019-05-22,506320
2019-05-23,502498
2019-05-24,504988
2019-05-25,503538
2019-05-26,506404
2019-05-27,508020
2019-05-28,517849
2019-05-29,532901
2019-05-30,533291
2019-05-31,530553
2019-06-01,530737
2019-06-02,541181
2019-06-03,539899
2019-06-04,538806
2019-06-05,540323
2019-06-06,532603
2019-06-07,525042
2019-06-08,518994
2019-06-09,512937
2019-06-10,502347
2019-06-11,484534
2019-06-12,471221
2019-06-13,459813
2019-06-14,447937
2019-06-15,445590
2019-06-16,444483
2019-06-17,434020
2019-06-18,424450
2019-06-19,416993
2019-06-20,409139
2019-06-21,396965
2019-06-22,390786
2019-06-23,396679
2019-06-24,390098
2019-06-25,389020
2019-06-26,384337
2019-06-27,396540
2019-06-28,397132
2019-06-29,394411
2019-06-30,405055
2019-07-01,413070
2019-07-02,426636
2019-07-03,446808
2019-07-04,465187
2019-07-05,487651
2019-07-06,508874
2019-07-07,521721
2019-07-08,533051
2019-07-09,533520
2019-07-10,529028
2019-07-11,531600
2019-07-12,524053
2019-07-13,514550
2019-07-14,512921
2019-07-15,508636
2019-07-16,504077
2019-07-17,507354
2019-07-18,514690
2019-07-19,514505
2019-07-20,509178
2019-07-21,506973
2019-07-22,502151
2019-07-23,495187
2019-07-24,484508
2019-07-25,487171
2019-07-26,476514
2019-07-27,470807
2019-07-28,473575
2019-07-29,465207
2019-07-30,459240
2019-07-31,444976
2019-08-01,440054
2019-08-02,438292
2019-08-03,431854
2019-08-04,436475
2019-08-05,433814
2019-08-06,432748
2019-08-07,430258
2019-08-08,433353
2019-08-09,442620
2019-08-10,436161
2019-08-11,435587
2019-08-12,437891
2019-08-13,441059
2019-08-14,445361
2019-08-15,447095
2019-08-16,455831
2019-08-17,457478
2019-08-18,468546
2019-08-19,485012
2019-08-20,485141
2019-08-21,482104
2019-08-22,486173
2019-08-23,488805
2019-08-24,504498
2019-08-24,504498
2019-08-25,510309
2019-08-25,510309
2019-08-26,518458
2019-08-27,509741
2019-08-27,509741
2019-08-28,496645
2019-08-29,483702
2019-08-30,484698
2019-08-31,490986
2019-09-01,483451
2019-09-02,486922
2019-09-03,506522
2019-09-04,523363
2019-09-05,519584
2019-09-06,510980
2019-09-07,508467
2019-09-08,516246
2019-09-09,523881
2019-09-10,534019
2019-09-11,552949
2019-09-12,550874
2019-09-13,559235
2019-09-14,566408
2019-09-15,566004
2019-09-16,562353
2019-09-17,554079
2019-09-18,550774
2019-09-19,542912
2019-09-20,528354
2019-09-21,529928
2019-09-22,523139
2019-09-23,531619
2019-09-24,532792
2019-09-25,530889
2019-09-26,525729
2019-09-27,527297
2019-09-28,522643
2019-09-29,519111
2019-09-30,528215
2019-10-01,528031
2019-10-02,526035
2019-10-03,522145
2019-10-04,523608
2019-10-05,536784
2019-10-06,546827
2019-10-07,536500
2019-10-08,536058
2019-10-09,537238
2019-10-10,546512
2019-10-11,557808
2019-10-12,563017
2019-10-13,569756
2019-10-14,563137
2019-10-15,563144
2019-10-16,563494
2019-10-17,570814
2019-10-18,571235
2019-10-19,577462
2019-10-20,577480
2019-10-21,569556
2019-10-22,569962
2019-10-23,569583
2019-10-24,560972
2019-10-25,556023
2019-10-26,551610
2019-10-27,548003
2019-10-28,539796
2019-10-29,534771
2019-10-30,530590
2019-10-31,519746
2019-11-01,512436
2019-11-02,510298
2019-11-03,507308
2019-11-04,503134
2019-11-05,506741
2019-11-06,507444
2019-11-07,501100
2019-11-08,488772
2019-11-09,484806
2019-11-10,474118
2019-11-11,471522
2019-11-12,467737
2019-11-13,463116
2019-11-14,460433
2019-11-15,462392
2019-11-16,462850
2019-11-17,451682
2019-11-18,447232
2019-11-19,444753
2019-11-20,443200
2019-11-21,450734
2019-11-22,449316
2019-11-23,448336
2019-11-24,447853
2019-11-25,447935
2019-11-26,448001
2019-11-27,451451
2019-11-28,465768
2019-11-29,484186
2019-11-30,501035
2019-12-01,518193
2019-12-02,536465
2019-12-03,558325
2019-12-04,571229
2019-12-05,572242
2019-12-06,569572
2019-12-07,562750
2019-12-08,564280
2019-12-09,565220
2019-12-10,554040
2019-12-11,548445
2019-12-12,544005
2019-12-13,553486
2019-12-14,561324
2019-12-15,561391
2019-12-16,552939
2019-12-17,549985
2019-12-18,554867
2019-12-19,556150
2019-12-20,558652
2019-12-21,554361
2019-12-22,570455
2019-12-23,578171
2019-12-24,592279
2019-12-25,614807
2019-12-26,618647
2019-12-27,636189
2019-12-28,627471
2019-12-29,620732
2019-12-30,613568
2019-12-31,606416
2020-01-01,603149
2020-01-02,595841
2020-01-03,592993
2020-01-04,591783
2020-01-05,587538
2020-01-06,585586
2020-01-07,584183
2020-01-08,588242
2020-01-09,587914
2020-01-10,585292
2020-01-11,588138
2020-01-12,601434
2020-01-13,597256
2020-01-14,600235
2020-01-15,602294
2020-01-16,596736
2020-01-17,593623
2020-01-18,610025
2020-01-19,620862
2020-01-20,614348
2020-01-21,619847
2020-01-22,617527
2020-01-23,611082
2020-01-24,610643
2020-01-25,622187
2020-01-26,616596
2020-01-27,603198
2020-01-28,595858
2020-01-29,593256
2020-01-30,586365
2020-01-31,581370
2020-02-01,577127
2020-02-02,572910
2020-02-03,570147
2020-02-04,570631
2020-02-05,567222
2020-02-06,553248
2020-02-07,546687
2020-02-08,534936
2020-02-09,522221
2020-02-10,515043
2020-02-11,507983
2020-02-12,509995
2020-02-13,513235
2020-02-14,516558
2020-02-15,516139
2020-02-16,519677
2020-02-17,517251
2020-02-18,513481
2020-02-19,510710
2020-02-20,505875
2020-02-21,505769
2020-02-22,505384
2020-02-23,514580
2020-02-24,525364
2020-02-25,531006
2020-02-26,528432
2020-02-27,522136
2020-02-28,538373
2020-02-29,548164
2020-03-01,545990
2020-03-02,537260
2020-03-03,530323
2020-03-04,539459
2020-03-05,539005
2020-03-06,550439
2020-03-07,567701
2020-03-08,574454
2020-03-09,573321
2020-03-10,574612
2020-03-11,569234
2020-03-12,566333
2020-03-13,571924
2020-03-14,575805
2020-03-15,576414
2020-03-16,573748
2020-03-17,574936
2020-03-18,580998
2020-03-19,579477
2020-03-20,587577
2020-03-21,591106
2020-03-22,605691
2020-03-23,603650
2020-03-24,619106
2020-03-25,623859
2020-03-26,634168
2020-03-27,630638
2020-03-28,646661
2020-03-29,664685
2020-03-30,660938
2020-03-31,656813
2020-04-01,659305
2020-04-02,656770
2020-04-03,654664
2020-04-04,663695
2020-04-05,666824
2020-04-06,662672
2020-04-07,660023
2020-04-08,652907
2020-04-09,647251
2020-04-10,644006
2020-04-11,634788
2020-04-12,623330
2020-04-13,614749
2020-04-14,610870
2020-04-15,604121
2020-04-16,602071
2020-04-17,613620
2020-04-18,628096
2020-04-19,649736
2020-04-20,649316
2020-04-21,672442
2020-04-22,664143
2020-04-23,658162
2020-04-24,659923
2020-04-25,657244
2020-04-26,658639
2020-04-27,657788
2020-04-28,653939
2020-04-29,654152
2020-04-30,654553
2020-05-01,659996
2020-05-02,662353
2020-05-03,663488
2020-05-04,665464
2020-05-05,678196
2020-05-06,686436
2020-05-07,680618
2020-05-08,676002
2020-05-09,681302
2020-05-10,678688
2020-05-11,669706
2020-05-12,666736
2020-05-13,667874
