date_obj,Bronze%20boots price
2019-08-03,870
2019-08-04,859
2019-08-05,859
2019-08-06,871
2019-08-07,871
2019-08-08,871
2019-08-09,875
2019-08-10,875
2019-08-11,890
2019-08-12,890
2019-08-13,890
2019-08-14,902
2019-08-15,902
2019-08-16,899
2019-08-17,899
2019-08-18,899
2019-08-19,897
2019-08-20,897
2019-08-21,897
2019-08-22,895
2019-08-23,895
2019-08-24,901
2019-08-24,901
2019-08-25,901
2019-08-25,901
2019-08-26,901
2019-08-27,901
2019-08-27,901
2019-08-28,901
2019-08-29,932
2019-08-30,932
2019-08-31,932
2019-09-01,919
2019-09-02,919
2019-09-03,919
2019-09-04,910
2019-09-05,910
2019-09-06,910
2019-09-07,906
2019-09-08,906
2019-09-09,906
2019-09-10,912
2019-09-11,912
2019-09-12,912
2019-09-13,912
2019-09-14,912
2019-09-15,912
2019-09-16,914
2019-09-17,914
2019-09-18,930
2019-09-19,930
2019-09-20,930
2019-09-21,907
2019-09-22,907
2019-09-23,907
2019-09-24,902
2019-09-25,902
2019-09-26,938
2019-09-27,938
2019-09-28,938
2019-09-29,935
2019-09-30,935
2019-10-01,935
2019-10-02,894
2019-10-03,894
2019-10-04,894
2019-10-05,878
2019-10-06,878
2019-10-07,878
2019-10-08,897
2019-10-09,897
2019-10-10,897
2019-10-11,897
2019-10-12,903
2019-10-13,903
2019-10-14,863
2019-10-15,863
2019-10-16,863
2019-10-17,824
2019-10-18,824
2019-10-19,820
2019-10-20,820
2019-10-21,820
2019-10-22,820
2019-10-23,861
2019-10-24,861
2019-10-25,861
2019-10-26,891
2019-10-27,891
2019-10-28,891
2019-10-29,911
2019-10-30,911
2019-10-31,911
2019-11-01,919
2019-11-02,919
2019-11-03,919
2019-11-04,935
2019-11-05,935
2019-11-06,935
2019-11-07,935
2019-11-08,937
2019-11-09,937
2019-11-10,951
2019-11-11,951
2019-11-12,951
2019-11-13,969
2019-11-14,969
2019-11-15,991
2019-11-16,991
2019-11-17,991
2019-11-18,1008
2019-11-19,1008
2019-11-20,1008
2019-11-21,986
2019-11-22,986
2019-11-23,986
2019-11-24,982
2019-11-25,982
2019-11-26,989
2019-11-27,989
2019-11-28,989
2019-11-29,1029
2019-11-30,1029
2019-12-01,1029
2019-12-02,1081
2019-12-03,1081
2019-12-04,1081
2019-12-05,1123
2019-12-06,1123
2019-12-07,1123
2019-12-08,1175
2019-12-09,1175
2019-12-10,1208
2019-12-11,1208
2019-12-12,1208
2019-12-13,1175
2019-12-14,1175
2019-12-15,1167
2019-12-16,1167
2019-12-17,1175
2019-12-18,1175
2019-12-19,1175
2019-12-20,1150
2019-12-21,1150
2019-12-22,1151
2019-12-23,1151
2019-12-24,1151
2019-12-25,1148
2019-12-26,1148
2019-12-27,1169
2019-12-28,1169
2019-12-29,1210
2019-12-30,1210
2019-12-31,1185
2020-01-01,1185
2020-01-02,1189
2020-01-03,1189
2020-01-04,1189
2020-01-05,1205
2020-01-06,1205
2020-01-07,1144
2020-01-08,1144
2020-01-09,1144
2020-01-10,1088
2020-01-11,1049
2020-01-12,1003
2020-01-13,1003
2020-01-14,974
2020-01-15,998
2020-01-16,998
2020-01-17,1047
2020-01-18,1047
2020-01-19,1098
2020-01-20,1098
2020-01-21,1098
2020-01-22,1150
2020-01-23,1150
2020-01-24,1177
2020-01-25,1177
2020-01-26,1173
2020-01-27,1173
2020-01-28,1173
2020-01-29,1206
2020-01-30,1206
2020-01-31,1160
2020-02-01,1160
2020-02-02,1145
2020-02-03,1145
2020-02-04,1141
2020-02-05,1141
2020-02-06,1141
2020-02-07,1141
2020-02-08,1140
2020-02-09,1140
2020-02-10,1126
2020-02-11,1126
2020-02-12,1121
2020-02-13,1121
2020-02-14,1147
2020-02-15,1147
2020-02-16,1147
2020-02-17,1142
2020-02-18,1142
2020-02-19,1141
2020-02-20,1141
2020-02-21,1141
2020-02-22,1141
2020-02-23,1141
2020-02-24,1138
2020-02-25,1138
2020-02-26,1136
2020-02-27,1136
2020-02-28,1144
2020-02-29,1144
2020-03-01,1138
2020-03-02,1138
2020-03-03,1140
2020-03-04,1140
2020-03-05,1160
2020-03-06,1160
2020-03-07,1146
2020-03-08,1146
2020-03-09,1174
2020-03-10,1174
2020-03-11,1154
2020-03-12,1154
2020-03-13,1144
2020-03-14,1144
2020-03-15,1138
2020-03-16,1138
2020-03-17,1084
2020-03-18,1084
2020-03-19,1050
2020-03-20,1032
2020-03-21,1032
2020-03-22,980
2020-03-23,980
2020-03-24,979
2020-03-25,979
2020-03-26,1008
2020-03-27,1008
2020-03-28,1027
2020-03-29,1041
2020-03-30,1008
2020-03-31,1008
2020-04-01,1013
2020-04-02,1006
2020-04-03,1006
2020-04-04,1005
2020-04-05,1005
2020-04-06,1029
2020-04-07,1029
2020-04-08,1017
2020-04-09,1017
2020-04-10,967
2020-04-11,980
2020-04-12,980
2020-04-13,1004
2020-04-14,1011
2020-04-15,1008
2020-04-16,1008
2020-04-17,1009
2020-04-18,999
2020-04-19,998
2020-04-20,998
2020-04-21,1005
2020-04-22,1015
2020-04-23,1015
2020-04-24,1017
2020-04-25,1017
2020-04-26,1014
2020-04-27,980
2020-04-28,932
2020-04-29,932
2020-04-30,962
2020-05-01,962
2020-05-02,962
2020-05-03,916
2020-05-04,879
2020-05-05,845
2020-05-06,809
2020-05-07,780
2020-05-08,780
2020-05-09,741
2020-05-10,710
2020-05-11,683
2020-05-12,661
2020-05-13,631
