date_obj,Iron%20dragon%20mask price
2019-04-01,5977
2019-04-02,5776
2019-04-03,5776
2019-04-04,5800
2019-04-05,5800
2019-04-06,5800
2019-04-07,5800
2019-04-08,5733
2019-04-09,5733
2019-04-10,5733
2019-04-11,5886
2019-04-12,5886
2019-04-13,5967
2019-04-14,5967
2019-04-15,5967
2019-04-16,5870
2019-04-17,5870
2019-04-18,5870
2019-04-19,5940
2019-04-20,5940
2019-04-21,5940
2019-04-22,5751
2019-04-23,5751
2019-04-24,5751
2019-04-25,5666
2019-04-26,5666
2019-04-27,5666
2019-04-28,5827
2019-04-29,5827
2019-04-30,5827
2019-05-01,5827
2019-05-02,5871
2019-05-03,5871
2019-05-04,5965
2019-05-05,5965
2019-05-06,5965
2019-05-07,5960
2019-05-08,5960
2019-05-09,5960
2019-05-10,5960
2019-05-11,5820
2019-05-12,5820
2019-05-13,5820
2019-05-14,5826
2019-05-15,5826
2019-05-16,5826
2019-05-17,5826
2019-05-18,5826
2019-05-19,6082
2019-05-20,6082
2019-05-21,6082
2019-05-22,6082
2019-05-23,6328
2019-05-24,6328
2019-05-25,6328
2019-05-26,6328
2019-05-27,6402
2019-05-28,6402
2019-05-29,6402
2019-05-30,6402
2019-05-31,6605
2019-06-01,6605
2019-06-02,6605
2019-06-03,6605
2019-06-04,6722
2019-06-05,6722
2019-06-06,6722
2019-06-07,6722
2019-06-08,6819
2019-06-09,6819
2019-06-10,6819
2019-06-11,6819
2019-06-12,6819
2019-06-13,6656
2019-06-14,6656
2019-06-15,6656
2019-06-16,6656
2019-06-17,6506
2019-06-18,6506
2019-06-19,6506
2019-06-20,6506
2019-06-21,6296
2019-06-22,6296
2019-06-23,6296
2019-06-24,6296
2019-06-25,6302
2019-06-26,6302
2019-06-27,6302
2019-06-28,6302
2019-06-29,6179
2019-06-30,6179
2019-07-01,6179
2019-07-02,5994
2019-07-03,5994
2019-07-04,5994
2019-07-05,5994
2019-07-06,5984
2019-07-07,5984
2019-07-08,5984
2019-07-09,5984
2019-07-10,5928
2019-07-11,5928
2019-07-12,5928
2019-07-13,5928
2019-07-14,5784
2019-07-15,5784
2019-07-16,5784
2019-07-17,5784
2019-07-18,5868
2019-07-19,5868
2019-07-20,5868
2019-07-21,5868
2019-07-22,6053
2019-07-23,6053
2019-07-24,6053
2019-07-25,6053
2019-07-26,6053
2019-07-27,6053
2019-07-28,6252
2019-07-29,6252
2019-07-30,6252
2019-07-31,6252
2019-08-01,6226
2019-08-02,6226
2019-08-03,6226
2019-08-04,6226
2019-08-05,6012
2019-08-06,6012
2019-08-07,6012
2019-08-08,6012
2019-08-09,6117
2019-08-10,6117
2019-08-11,6117
2019-08-12,6117
2019-08-13,6099
2019-08-14,6099
2019-08-15,6099
2019-08-16,6099
2019-08-17,6167
2019-08-18,6167
2019-08-19,6167
2019-08-20,6167
2019-08-21,6432
2019-08-22,6432
2019-08-23,6432
2019-08-24,6432
2019-08-24,6432
2019-08-25,6734
2019-08-25,6734
2019-08-26,6734
2019-08-26,6734
2019-08-27,6734
2019-08-27,6734
2019-08-28,6734
2019-08-29,6696
2019-08-30,6696
2019-08-31,6696
2019-09-01,6977
2019-09-02,6977
2019-09-03,6977
2019-09-04,6977
2019-09-05,6881
2019-09-06,6881
2019-09-07,6881
2019-09-08,6881
2019-09-09,6909
2019-09-10,6909
2019-09-11,6909
2019-09-12,6909
2019-09-13,6909
2019-09-14,6609
2019-09-15,6609
2019-09-16,6609
2019-09-17,6609
2019-09-18,6671
2019-09-19,6671
2019-09-20,6671
2019-09-21,6671
2019-09-22,6671
2019-09-23,6428
2019-09-24,6428
2019-09-25,6428
2019-09-26,6428
2019-09-27,6428
2019-09-28,6428
2019-09-29,6509
2019-09-30,6509
2019-10-01,6509
2019-10-02,6509
2019-10-03,6636
2019-10-04,6636
2019-10-05,6636
2019-10-06,6770
2019-10-07,6770
2019-10-08,6770
2019-10-09,6770
2019-10-10,6770
2019-10-11,6644
2019-10-12,6644
2019-10-13,6644
2019-10-14,6624
2019-10-15,6624
2019-10-16,6624
2019-10-17,6624
2019-10-18,6782
2019-10-19,6782
2019-10-20,6782
2019-10-21,6782
2019-10-22,6870
2019-10-23,6870
2019-10-24,6870
2019-10-25,6870
2019-10-26,7074
2019-10-27,7074
2019-10-28,7074
2019-10-29,7074
2019-10-30,7074
2019-10-31,7331
2019-11-01,7331
2019-11-02,7331
2019-11-03,7331
2019-11-04,7331
2019-11-05,7331
2019-11-06,7331
2019-11-07,7577
2019-11-08,7577
2019-11-09,7577
2019-11-10,7577
2019-11-11,7577
2019-11-12,7375
2019-11-13,7375
2019-11-14,7375
2019-11-15,7375
2019-11-16,7375
2019-11-17,7026
2019-11-18,7026
2019-11-19,7026
2019-11-20,7026
2019-11-21,7026
2019-11-22,6957
2019-11-23,6957
2019-11-24,6957
2019-11-25,6957
2019-11-26,6957
2019-11-27,6957
2019-11-28,7053
2019-11-29,7053
2019-11-30,7053
2019-12-01,7053
2019-12-02,7053
2019-12-03,7107
2019-12-04,7107
2019-12-05,7107
2019-12-06,7107
2019-12-07,7107
2019-12-08,7107
2019-12-09,6885
2019-12-10,6885
2019-12-11,6885
2019-12-12,6885
2019-12-13,6885
2019-12-14,6557
2019-12-15,6557
2019-12-16,6557
2019-12-17,6557
2019-12-18,6557
2019-12-19,6557
2019-12-20,6798
2019-12-21,6798
2019-12-22,6798
2019-12-23,6798
2019-12-24,6798
2019-12-25,6972
2019-12-26,6972
2019-12-27,6972
2019-12-28,6972
2019-12-29,6972
2019-12-30,6822
2019-12-31,6822
2020-01-01,6822
2020-01-02,6822
2020-01-03,6822
2020-01-04,6822
2020-01-05,6571
2020-01-06,6571
2020-01-07,6571
2020-01-08,6571
2020-01-09,6289
2020-01-10,6289
2020-01-11,6289
2020-01-12,6196
2020-01-13,6196
2020-01-14,6196
2020-01-15,6196
2020-01-16,6196
2020-01-17,6186
2020-01-18,6186
2020-01-19,6186
2020-01-20,6186
2020-01-21,6186
2020-01-22,6061
2020-01-23,6061
2020-01-24,6061
2020-01-25,6061
2020-01-26,6052
2020-01-27,6052
2020-01-28,6052
2020-01-29,6052
2020-01-30,6052
2020-01-31,5785
2020-02-01,5785
2020-02-02,5785
2020-02-03,5785
2020-02-04,5677
2020-02-05,5677
2020-02-06,5677
2020-02-07,5677
2020-02-08,5706
2020-02-09,5706
2020-02-10,5706
2020-02-11,5706
2020-02-12,5740
2020-02-13,5740
2020-02-14,5740
2020-02-15,5740
2020-02-16,5742
2020-02-17,5742
2020-02-18,5742
2020-02-19,5742
2020-02-20,5707
2020-02-21,5707
2020-02-22,5707
2020-02-23,5707
2020-02-24,5707
2020-02-25,5675
2020-02-26,5675
2020-02-27,5675
2020-02-28,5675
2020-02-29,5726
2020-03-01,5726
2020-03-02,5726
2020-03-03,5726
2020-03-04,5726
2020-03-05,5750
2020-03-06,5750
2020-03-07,5750
2020-03-08,5644
2020-03-09,5644
2020-03-10,5644
2020-03-11,5644
2020-03-12,5629
2020-03-13,5629
2020-03-14,5629
2020-03-15,5629
2020-03-16,5613
2020-03-17,5613
2020-03-18,5613
2020-03-19,5613
2020-03-20,5689
2020-03-21,5689
2020-03-22,5689
2020-03-23,5766
2020-03-24,5766
2020-03-25,5766
2020-03-26,5702
2020-03-27,5702
2020-03-28,5702
2020-03-29,5847
2020-03-30,5847
2020-03-31,5847
2020-04-01,5811
2020-04-02,5811
2020-04-03,5811
2020-04-04,5909
2020-04-05,5909
2020-04-06,5909
2020-04-07,6005
2020-04-08,6005
2020-04-09,6130
2020-04-10,6130
2020-04-11,6064
2020-04-12,6064
2020-04-13,6064
2020-04-14,5911
2020-04-15,5911
2020-04-16,5911
2020-04-17,5722
2020-04-18,5722
2020-04-19,5718
2020-04-20,5718
2020-04-21,5718
2020-04-22,5676
2020-04-23,5676
2020-04-24,5676
2020-04-25,5596
2020-04-26,5596
2020-04-27,5592
2020-04-28,5592
2020-04-29,5592
2020-04-30,5527
2020-05-01,5527
2020-05-02,5527
2020-05-03,5441
2020-05-04,5441
2020-05-05,5441
2020-05-06,5517
2020-05-07,5517
2020-05-08,5517
2020-05-09,5445
2020-05-10,5445
2020-05-11,5445
2020-05-12,5562
2020-05-13,5562
