date_obj,Rune%20armour%20set%20(lg) price
2015-10-13,143471
2015-10-14,146593
2015-10-15,146458
2015-10-16,146564
2015-10-17,145280
2015-10-18,144741
2015-10-19,145338
2015-10-20,146776
2015-10-22,145041
2015-10-23,144564
2015-10-24,145772
2015-10-25,146330
2015-10-26,145822
2015-10-27,145750
2015-10-29,145944
2015-10-30,144882
2015-10-31,146647
2015-11-01,145551
2015-11-02,145019
2015-11-03,144045
2015-11-04,144421
2015-11-05,145623
2015-11-06,145053
2015-11-07,146814
2015-11-08,146935
2015-11-09,146120
2015-11-10,145969
2015-11-11,146357
2015-11-12,147558
2015-11-13,147928
2015-11-14,147383
2015-11-15,147177
2015-11-16,146142
2015-11-17,144830
2015-11-18,144234
2015-11-19,146470
2015-11-20,148550
2015-11-21,150577
2015-11-22,151365
2015-11-23,149101
2015-11-24,149278
2015-11-25,149731
2015-11-26,149124
2015-11-27,149910
2015-11-28,149004
2015-11-29,148802
2015-11-30,147867
2015-12-01,148130
2015-12-02,148170
2015-12-03,147886
2015-12-04,147991
2015-12-05,147982
2015-12-06,147515
2015-12-07,145456
2015-12-08,144627
2015-12-09,144141
2015-12-10,146988
2015-12-11,147258
2015-12-12,147601
2015-12-13,147999
2015-12-14,147196
2015-12-15,148275
2015-12-16,148599
2015-12-17,148717
2015-12-18,148575
2015-12-19,148335
2015-12-20,147755
2015-12-21,148509
2015-12-22,149122
2015-12-23,148965
2015-12-24,148616
2015-12-25,148415
2015-12-26,148310
2015-12-27,147700
2015-12-28,148535
2015-12-29,148198
2015-12-30,148129
2015-12-31,148229
2016-01-01,148420
2016-01-02,148542
2016-01-03,148738
2016-01-04,147946
2016-01-05,147820
2016-01-06,147574
2016-01-07,147108
2016-01-08,147542
2016-01-09,147209
2016-01-10,147710
2016-01-11,146950
2016-01-12,145685
2016-01-13,148387
2016-01-14,148414
2016-01-15,147601
2016-01-16,146588
2016-01-17,145084
2016-01-18,146052
2016-01-19,146768
2016-01-20,146754
2016-01-21,145942
2016-01-22,145600
2016-01-23,144652
2016-01-24,147703
2016-01-25,145581
2016-01-26,142497
2016-01-27,140744
2016-01-28,143372
2016-01-29,145803
2016-01-30,146006
2016-01-31,145821
2016-02-01,145258
2016-02-02,146414
2016-02-03,146113
2016-02-04,144352
2016-02-05,144422
2016-02-06,145730
2016-02-07,145751
2016-02-08,143828
2016-02-09,143338
2016-02-10,145833
2016-02-11,146012
2016-02-12,145685
2016-02-13,146209
2016-02-14,144849
2016-02-15,144294
2016-02-16,142786
2016-02-17,142600
2016-02-18,139330
2016-02-19,143303
2016-02-20,145057
2016-02-21,145081
2016-02-22,144358
2016-02-23,147441
2016-02-24,147560
2016-02-25,147124
2016-02-26,146994
2016-02-27,146801
2016-02-28,145461
2016-02-29,144707
2016-03-01,144904
2016-03-02,144730
2016-03-03,144040
2016-03-04,144509
2016-03-05,145896
2016-03-06,145101
2016-03-07,144445
2016-03-08,144341
2016-03-09,143582
2016-03-10,144210
2016-03-11,144220
2016-03-12,144909
2016-03-13,144639
2016-03-14,144596
2016-03-15,144259
2016-03-16,144306
2016-03-17,143860
2016-03-18,143361
2016-03-19,144806
2016-03-20,145398
2016-03-21,145004
2016-03-22,144810
2016-03-23,145123
2016-03-24,145315
2016-03-25,145340
2016-03-26,145646
2016-03-27,146009
2016-03-28,147164
2016-03-29,146349
2016-03-30,145639
2016-03-31,145274
2016-04-01,145106
2016-04-02,144928
2016-04-03,144660
2016-04-04,144921
2016-04-05,144547
2016-04-06,144402
2016-04-07,143822
2016-04-08,145181
2016-04-09,145828
2016-04-10,146348
2016-04-11,146089
2016-04-12,146197
2016-04-13,145491
2016-04-14,144922
2016-04-15,144449
2016-04-16,144359
2016-04-17,145752
2016-04-18,146729
2016-04-19,146012
2016-04-20,145445
2016-04-21,144657
2016-04-22,144192
2016-04-23,145173
2016-04-24,146133
2016-04-25,146058
2016-04-26,145658
2016-04-27,144553
2016-04-28,146873
2016-04-29,146572
2016-04-30,146600
2016-05-01,146188
2016-05-02,145479
2016-05-03,145037
2016-05-04,144730
2016-05-05,143114
2016-05-06,143171
2016-05-07,141913
2016-05-08,139843
2016-05-09,140898
2016-05-10,139032
2016-05-11,141856
2016-05-12,142017
2016-05-13,143730
2016-05-14,143621
2016-05-15,143285
2016-05-16,143220
2016-05-17,143513
2016-05-18,142697
2016-05-19,142925
2016-05-22,140700
2016-05-23,141923
2016-05-24,141905
2016-05-25,143174
2016-05-26,144254
2016-05-27,144293
2016-05-28,145733
2016-05-29,144693
2016-05-30,143841
2016-05-31,143985
2016-06-01,144993
2016-06-02,144856
2016-06-03,147403
2016-06-04,146714
2016-06-05,147396
2016-06-06,147606
2016-06-07,147755
2016-06-08,147010
2016-06-09,145080
2016-06-10,143625
2016-06-11,142808
2016-06-12,142243
2016-06-13,142046
2016-06-14,143436
2016-06-15,143523
2016-06-16,143227
2016-06-17,143157
2016-06-18,142440
2016-06-19,142838
2016-06-20,142192
2016-06-21,142228
2016-06-22,142299
2016-06-23,142184
2016-06-24,142038
2016-06-25,142240
2016-06-26,142335
2016-06-27,144129
2016-06-28,143725
2016-06-29,143634
2016-06-30,142850
2016-07-01,142671
2016-07-02,143259
2016-07-03,143060
2016-07-04,143289
2016-07-05,142885
2016-07-06,143943
2016-07-07,144000
2016-07-08,143235
2016-07-09,143782
2016-07-10,144715
2016-07-11,143925
2016-07-12,142265
2016-07-13,141754
2016-07-14,141391
2016-07-15,140969
2016-07-16,141831
2016-07-17,141646
2016-07-18,143602
2016-07-23,143579
2016-07-24,143139
2016-07-25,145582
2016-07-26,146395
2016-07-27,145094
2016-07-28,145143
2016-07-29,148302
2016-07-30,147555
2016-07-31,146246
2016-08-01,144907
2016-08-02,144240
2016-08-03,144814
2016-08-04,145317
2016-08-05,145193
2016-08-06,147374
2016-08-07,147192
2016-08-08,147093
2016-08-09,147040
2016-08-10,146478
2016-08-11,148762
2016-08-12,147419
2016-08-13,145865
2016-08-14,146920
2016-08-15,148106
2016-08-16,146726
2016-08-17,146784
2016-08-18,147007
2016-08-19,147368
2016-08-20,145630
2016-08-21,147546
2016-08-22,146281
2016-08-23,144584
2016-08-24,143261
2016-08-25,143460
2016-08-26,143965
2016-08-28,143212
2016-08-31,147981
2016-09-01,146523
2016-09-02,146523
2016-09-03,145303
2016-09-04,146245
2016-09-05,146014
2016-09-06,146052
2016-09-07,145894
2016-09-08,145437
2016-09-09,145770
2016-09-10,147441
2016-09-11,147051
2016-09-12,146642
2016-09-13,147343
2016-09-14,146340
2016-09-15,146536
2016-09-16,145462
2016-09-17,145664
2016-09-18,146213
2016-09-19,146526
2016-09-20,146450
2016-09-21,146089
2016-09-22,145684
2016-09-23,145236
2016-09-24,145236
2016-09-25,144733
2016-09-26,143795
2016-09-27,142975
2016-09-28,143135
2016-09-29,142672
2016-09-30,146264
2016-10-01,146379
2016-10-02,146132
2016-10-03,145354
2016-10-04,145194
2016-10-05,144392
2016-10-06,144377
2016-10-07,144412
2016-10-08,146044
2016-10-09,148818
2016-10-10,145815
2016-10-11,144566
2016-10-12,144295
2016-10-13,143888
2016-10-14,143266
2016-10-15,142988
2016-10-16,142044
2016-10-17,141858
2016-10-18,142552
2016-10-19,142488
2016-10-20,142916
2016-10-21,143280
2016-10-22,143065
2016-10-23,143769
2016-10-24,145654
2016-10-25,146448
2016-10-26,145429
2016-10-27,144992
2016-10-28,145180
2016-10-29,146888
2016-10-30,145140
2016-10-31,145638
2016-11-01,146808
2016-11-02,147308
2016-11-03,146601
2016-11-04,146227
2016-11-05,147124
2016-11-06,145724
2016-11-07,145048
2016-11-08,144417
2016-11-09,143678
2016-11-10,141677
2016-11-11,141419
2016-11-12,142099
2016-11-13,143488
2016-11-14,142780
2016-12-08,142844
2016-12-09,142716
2016-12-10,142094
2016-12-11,141486
2016-12-12,141877
2016-12-13,141937
2016-12-14,141868
2016-12-15,141072
2016-12-16,141482
2016-12-17,143363
2016-12-18,144390
2016-12-19,143946
2016-12-20,145043
2016-12-21,145557
2016-12-22,145736
2016-12-23,143866
2016-12-24,143752
2016-12-25,143849
2016-12-26,143367
2016-12-27,142753
2016-12-28,141985
2016-12-29,141079
2016-12-30,141260
2016-12-31,142818
2017-01-01,143392
2017-01-02,143409
2017-01-03,142354
2017-01-04,141317
2017-01-05,140326
2017-01-06,140528
2017-01-07,139510
2017-01-08,140113
2017-01-09,140098
2017-01-10,141725
2017-01-11,141795
2017-01-12,142480
2017-01-13,142595
2017-01-14,143953
2017-01-15,144319
2017-01-16,143893
2017-01-17,143849
2017-01-18,143713
2017-01-19,143167
2017-01-20,142757
2017-01-21,142854
2017-01-22,144255
2017-01-27,143267
2017-01-28,142849
2017-01-29,142098
2017-01-30,142661
2017-01-31,143133
2017-02-01,143386
2017-02-02,143105
2017-02-03,143185
2017-02-04,143371
2017-02-05,144360
2017-02-06,143880
2017-02-07,143744
2017-02-08,143197
2017-02-09,142524
2017-02-10,142726
2017-02-11,143594
2017-02-12,142735
2017-02-13,141805
2017-02-14,141239
2017-02-15,140831
2017-02-16,141673
2017-02-18,142007
2017-02-19,142173
2017-02-20,141924
2017-02-21,141620
2017-02-22,141174
2017-02-23,141885
2017-02-24,142629
2017-02-25,144945
2017-02-26,145891
2017-02-27,146131
2017-02-28,145054
2017-03-01,144835
2017-03-02,144653
2017-03-03,146137
2017-03-04,146133
2017-03-05,145499
2017-03-06,145782
2017-03-07,144440
2017-03-08,143013
2017-03-09,144614
2017-03-10,144577
2017-03-11,144709
2017-03-12,143789
2017-03-13,143520
2017-03-14,144388
2017-03-15,145144
2017-03-16,144644
2017-03-17,145163
2017-03-18,147116
2017-03-19,147334
2017-03-20,146078
2017-03-21,145271
2017-03-22,144819
2017-03-23,144418
2017-03-24,144738
2017-03-25,145464
2017-03-26,144362
2017-03-27,143525
2017-03-28,143500
2017-03-29,145090
2017-03-30,145661
2017-03-31,146515
2017-04-01,147751
2017-04-02,145785
2017-04-03,145359
2017-04-04,145019
2017-04-12,145953
2017-04-13,147059
2017-04-14,148462
2017-04-15,148546
2017-04-16,147322
2017-04-17,146118
2017-04-18,145664
2017-04-19,144825
2017-04-20,142270
2017-04-21,139441
2017-04-22,136346
2017-04-23,134683
2017-04-24,133731
2017-04-25,134147
2017-04-26,133770
2017-04-27,133352
2017-04-28,137463
2017-04-29,141326
2017-04-30,141700
2017-05-01,141630
2017-05-02,142142
2017-05-03,142126
2017-05-04,140955
2017-05-05,137957
2017-05-06,136689
2017-05-07,136417
2017-05-08,134704
2017-05-09,137910
2017-05-10,138860
2017-05-11,138485
2017-05-12,138757
2017-05-13,139689
2017-05-14,140481
2017-05-15,140382
2017-05-16,140290
2017-05-17,140707
2017-05-18,141629
2017-05-19,140810
2017-05-20,140855
2017-05-21,139568
2017-05-22,139911
2017-05-23,140408
2017-05-24,140717
2017-05-25,137554
2017-05-26,133440
2017-05-27,132512
2017-05-28,133265
2017-05-29,132288
2017-05-30,131493
2017-05-31,130546
2017-06-01,131098
2017-06-02,131492
2017-06-03,132673
2017-06-06,132141
2017-06-07,131665
2017-06-08,131276
2017-06-09,131085
2017-06-10,130495
2017-06-11,132281
2017-06-12,132412
2017-06-13,131243
2017-06-14,130618
2017-06-15,130483
2017-06-16,131239
2017-06-17,131810
2017-06-18,131388
2017-06-19,131374
2017-06-20,130897
2017-06-21,130393
2017-06-22,129969
2017-06-23,129804
2017-06-24,130633
2017-06-25,131990
2017-06-26,130748
2017-06-27,130307
2017-06-28,128799
2017-06-29,127768
2017-06-30,129491
2017-07-01,130758
2017-07-02,131958
2017-07-03,132129
2017-07-04,131108
2017-07-05,131264
2017-07-06,131117
2017-07-07,131795
2017-07-08,131358
2017-07-13,130593
2017-07-14,131089
2017-07-15,131082
2017-07-16,130158
2017-07-17,129898
2017-07-18,129914
2017-07-19,130283
2017-07-20,132202
2017-07-21,132327
2017-07-22,132512
2017-07-23,132034
2017-07-24,133899
2017-07-25,132757
2017-07-26,131375
2017-07-27,130740
2017-07-28,131077
2017-07-29,131153
2017-07-30,131068
2017-07-31,130619
2017-08-01,131039
2017-08-02,131288
2017-08-03,131011
2017-08-04,130339
2017-08-05,130334
2017-08-06,131540
2017-08-09,131510
2017-08-10,133336
2017-08-11,131563
2017-08-12,130908
2017-08-13,131066
2017-08-14,130193
2017-08-15,129433
2017-08-17,130250
2017-08-18,131571
2017-08-19,130584
2017-08-20,130419
2017-08-21,130459
2017-08-22,130581
2017-08-23,131777
2017-08-24,132502
2017-08-25,131996
2017-08-26,130879
2017-08-27,130362
2017-08-28,129810
2017-08-29,129094
2017-08-30,129251
2017-08-31,129859
2017-09-01,130477
2017-09-02,130251
2017-09-03,129531
2017-09-04,129838
2017-09-05,130150
2017-09-06,131749
2017-09-07,131130
2017-09-08,131058
2017-09-09,130364
2017-09-10,130522
2017-09-11,131761
2017-09-12,131751
2017-09-13,131307
2017-09-14,130608
2017-09-15,129344
2017-09-16,130020
2017-09-17,129871
2017-09-19,131085
2017-09-20,130585
2017-09-21,130821
2017-09-22,130464
2017-09-23,130255
2017-09-24,129865
2017-09-25,129662
2017-09-26,129896
2017-09-27,130479
2017-09-28,129954
2017-09-29,130584
2017-09-30,131241
2017-10-01,130123
2017-10-02,130195
2017-10-03,129506
2017-10-04,129864
2017-10-05,130243
2017-10-06,130084
2017-10-07,130763
2017-10-08,130810
2017-10-09,131088
2017-10-10,130876
2017-10-11,130379
2017-10-12,130686
2017-10-13,130810
2017-10-14,130089
2017-10-15,129997
2017-10-16,129786
2017-10-17,130055
2017-10-18,129645
2017-10-19,130109
2017-10-20,130570
2017-10-21,130541
2017-10-22,130804
2017-10-23,130742
2017-10-24,131537
2017-10-25,130768
2017-10-26,130433
2017-10-27,130522
2017-10-28,130793
2017-10-29,130445
2017-10-30,130640
2017-10-31,130877
2017-11-01,130726
2017-11-02,130607
2017-11-03,131142
2017-11-04,130815
2017-11-05,130833
2017-11-06,130537
2017-11-07,131625
2017-11-08,131661
2017-11-09,130933
2017-11-10,131040
2017-11-11,130777
2017-11-12,130263
2017-11-13,129225
2017-11-14,129668
2017-11-15,130110
2017-11-16,129533
2017-11-17,129328
2017-11-18,129701
2017-11-19,130074
2017-11-20,129507
2017-11-21,131290
2017-11-22,131566
2017-11-23,132421
2017-11-24,133910
2017-11-25,133396
2017-11-26,131887
2017-11-27,131938
2017-11-28,131350
2017-11-29,131119
2017-11-30,130783
2017-12-01,130047
2017-12-02,129368
2017-12-03,129584
2017-12-04,129059
2017-12-05,130802
2017-12-06,132059
2017-12-07,130774
2017-12-08,130455
2017-12-09,130434
2017-12-10,130169
2017-12-11,130792
2017-12-12,130532
2017-12-13,130427
2017-12-14,130485
2017-12-15,130128
2017-12-16,129363
2017-12-17,131677
2017-12-18,132606
2017-12-19,132079
2017-12-20,132290
2017-12-21,132416
2017-12-22,131084
2017-12-23,131729
2017-12-24,131228
2017-12-25,130778
2017-12-26,131006
2017-12-27,130869
2017-12-28,130728
2017-12-29,129388
2017-12-30,129723
2017-12-31,130252
2018-01-01,130752
2018-01-02,131158
2018-01-03,130729
2018-01-04,129327
2018-01-05,130573
2018-01-06,130629
2018-01-07,130604
2018-01-08,130439
2018-01-09,131219
2018-01-10,132066
2018-01-11,132006
2018-01-12,130795
2018-01-13,130872
2018-01-14,130793
2018-01-15,130927
2018-01-16,131150
2018-01-17,130789
2018-01-18,130716
2018-01-19,130743
2018-01-20,130457
2018-01-21,130545
2018-01-22,131081
2018-01-23,130761
2018-01-24,130377
2018-01-25,130427
2018-01-26,130691
2018-01-27,131080
2018-01-28,131189
2018-01-29,131345
2018-01-30,131058
2018-01-31,130840
2018-02-01,130482
2018-02-02,130580
2018-02-03,130603
2018-02-04,130661
2018-02-05,130497
2018-02-06,130202
2018-02-07,130405
2018-02-08,130603
2018-02-09,130115
2018-02-10,130387
2018-02-11,129719
2018-02-12,130266
2018-02-13,130719
2018-02-14,130105
2018-02-15,130071
2018-02-16,129684
2018-02-17,129704
2018-02-18,128772
2018-02-19,129028
2018-02-20,128921
2018-02-21,129432
2018-02-22,129606
2018-02-23,130071
2018-02-24,130453
2018-02-25,129696
2018-02-26,130246
2018-02-27,130622
2018-02-28,132787
2018-03-01,131741
2018-03-02,130484
2018-03-03,130805
2018-03-04,130657
2018-03-05,130531
2018-03-06,130501
2018-03-07,130866
2018-03-08,130649
2018-03-09,130716
2018-03-10,130511
2018-03-11,130152
2018-03-12,130500
2018-03-13,130434
2018-03-14,130384
2018-03-15,130233
2018-03-16,130871
2018-03-17,130505
2018-03-18,130241
2018-03-19,130125
2018-03-20,129834
2018-03-21,130060
2018-03-23,130101
2018-03-24,130236
2018-03-26,130685
2018-03-27,130078
2018-03-29,130369
2018-03-30,130253
2018-03-31,130134
2018-04-01,130226
2018-04-02,130062
2018-04-03,130112
2018-04-04,130266
2018-04-05,132054
2018-04-06,133531
2018-04-08,134018
2018-04-09,132722
2018-04-10,131939
2018-04-11,131512
2018-04-12,130644
2018-04-13,131639
2018-04-14,131096
2018-04-15,130892
2018-04-16,131073
2018-04-17,130752
2018-04-18,130512
2018-04-19,130585
2018-04-20,130582
2018-04-21,130675
2018-04-22,130554
2018-04-23,130743
2018-04-24,131209
2018-04-25,130765
2018-04-26,130712
2018-04-27,131087
2018-04-28,132062
2018-04-29,131545
2018-04-30,130692
2018-05-01,130772
2018-05-02,130961
2018-05-03,130903
2018-05-04,133519
2018-05-05,132608
2018-05-06,131882
2018-05-08,130860
2018-05-09,130415
2018-05-10,130021
2018-05-11,130222
2018-05-12,130592
2018-05-13,130507
2018-05-14,130216
2018-05-15,130714
2018-05-16,130642
2018-05-17,130413
2018-05-18,130665
2018-05-19,131517
2018-05-20,132267
2018-05-21,131054
2018-05-22,130707
2018-05-23,130531
2018-05-24,130884
2018-05-25,131213
2018-05-26,131025
2018-05-27,130640
2018-05-28,130761
2018-05-29,131419
2018-05-30,132171
2018-05-31,132771
2018-06-01,131622
2018-06-02,131835
2018-06-03,132164
2018-06-04,131522
2018-06-05,131233
2018-06-06,130929
2018-06-07,130767
2018-06-08,130341
2018-06-09,129631
2018-06-10,129848
2018-06-11,129406
2018-06-12,130015
2018-06-13,130055
2018-06-14,130019
2018-06-15,130274
2018-06-16,130121
2018-06-17,130068
2018-06-18,129677
2018-06-19,129682
2018-06-20,130026
2018-06-21,130133
2018-06-22,130030
2018-06-23,129767
2018-06-24,130130
2018-06-25,129955
2018-06-26,129927
2018-06-27,129796
2018-06-28,129966
2018-06-29,129927
2018-06-30,130104
2018-07-01,129552
2018-07-02,129520
2018-07-03,129312
2018-07-04,129437
2018-07-05,129986
2018-07-06,129912
2018-07-07,129869
2018-07-08,130229
2018-07-09,130005
2018-07-10,129791
2018-07-11,129917
2018-07-12,129393
2018-07-13,129298
2018-07-14,129164
2018-07-15,130101
2018-07-16,129721
2018-07-17,130010
2018-07-18,130067
2018-07-19,129704
2018-07-20,129732
2018-07-21,130036
2018-07-22,129683
2018-07-23,130392
2018-07-24,130115
2018-07-25,129413
2018-07-26,129500
2018-07-27,129441
2018-07-28,129817
2018-07-29,129840
2018-07-30,130059
2018-07-31,130718
2018-08-01,129428
2018-08-02,128993
2018-08-03,130836
2018-08-04,131708
2018-08-05,130542
2018-08-06,129178
2018-08-07,129558
2018-08-08,129716
2018-08-09,129478
2018-08-10,129577
2018-08-11,128982
2018-08-12,129623
2018-08-14,131181
2018-08-16,131361
2018-08-17,131173
2018-08-18,132028
2018-08-19,131812
2018-08-20,130807
2018-08-21,129796
2018-08-22,130049
2018-08-23,130156
2018-08-24,130195
2018-08-25,130707
2018-08-26,131619
2018-08-27,130946
2018-08-28,130547
2018-08-29,130641
2018-08-30,129679
2018-08-31,130006
2018-09-01,129915
2018-09-02,130389
2018-09-03,130064
2018-09-04,130289
2018-09-05,130254
2018-09-06,129422
2018-09-07,130208
2018-09-08,130543
2018-09-09,130543
2018-09-10,130303
2018-09-11,130675
2018-09-12,130614
2018-09-13,130395
2018-09-14,130145
2018-09-15,130322
2018-09-16,130753
2018-09-17,130644
2018-09-18,131038
2018-09-19,130434
2018-09-20,130617
2018-09-21,130168
2018-09-22,130232
2018-09-23,130191
2018-09-24,130264
2018-09-25,129923
2018-09-26,130042
2018-09-27,129815
2018-09-28,129777
2018-09-29,129573
2018-09-30,129942
2018-10-02,130623
2018-10-03,131224
2018-10-04,131094
2018-10-05,131944
2018-10-06,132002
2018-10-07,132736
2018-10-08,131241
2018-10-09,130664
2018-10-10,130053
2018-10-11,130364
2018-10-12,130298
2018-10-13,130358
2018-10-14,130169
2018-10-15,130320
2018-10-16,129995
2018-10-17,129961
2018-10-18,129861
2018-10-19,130361
2018-10-20,130971
2018-10-21,131158
2018-10-22,131150
2018-10-23,130652
2018-10-24,130582
2018-10-25,130560
2018-10-26,130136
2018-10-27,129995
2018-10-28,130235
2018-10-29,130299
2018-10-30,130370
2018-10-31,131063
2018-11-01,133280
2018-11-03,131556
2018-11-04,130969
2018-11-05,131477
2018-11-06,131031
2018-11-07,130553
2018-11-08,130434
2018-11-09,130891
2018-11-10,131679
2018-11-11,131350
2018-11-12,131061
2018-11-13,130375
2018-11-14,130602
2018-11-15,130463
2018-11-16,131052
2018-11-17,131192
2018-11-18,131439
2018-11-19,130982
2018-11-20,130524
2018-11-21,130356
2018-11-22,129850
2018-11-23,129664
2018-11-24,130268
2018-11-25,130483
2018-11-26,130301
2018-11-27,130397
2018-11-28,130314
2018-11-29,130244
2018-12-01,130242
2018-12-02,130181
2018-12-03,130536
2018-12-04,130463
2018-12-05,130335
2018-12-07,129908
2018-12-09,130396
2018-12-10,130322
2018-12-11,130505
2018-12-12,130387
2018-12-13,130466
2018-12-14,130644
2018-12-15,131596
2018-12-16,131106
2018-12-17,131005
2018-12-18,130447
2018-12-19,129763
2018-12-20,129930
2018-12-21,130572
2018-12-22,132363
2018-12-23,131179
2018-12-24,130817
2018-12-25,130566
2018-12-26,130284
2018-12-27,130442
2018-12-28,130493
2018-12-29,130362
2018-12-30,130110
2018-12-31,130025
2019-01-01,129961
2019-01-02,129475
2019-01-03,129654
2019-01-04,130253
2019-01-05,130050
2019-01-06,130147
2019-01-08,130040
2019-01-10,129942
2019-01-11,130072
2019-01-12,130162
2019-01-13,130279
2019-01-14,130150
2019-01-15,130068
2019-01-16,129711
2019-01-17,129648
2019-01-18,130110
2019-01-19,130409
2019-01-20,130200
2019-01-21,130140
2019-01-22,130119
2019-01-23,129847
2019-01-24,129621
2019-01-25,129574
2019-01-26,130150
2019-01-27,130213
2019-01-28,130094
2019-01-29,130023
2019-01-30,129837
2019-01-31,129464
2019-02-01,129966
2019-02-02,129977
2019-02-03,129775
2019-02-04,130034
2019-02-05,129938
2019-02-06,129798
2019-02-07,129974
2019-02-08,130649
2019-02-09,131770
2019-02-10,131429
2019-02-11,130222
2019-02-12,129917
2019-02-13,129838
2019-02-14,129993
2019-02-15,129932
2019-02-16,130006
2019-02-17,130104
2019-02-18,130011
2019-02-19,129989
2019-02-20,129952
2019-02-21,129964
2019-02-22,129834
2019-02-23,129892
2019-02-24,129888
2019-02-25,129966
2019-02-26,130095
2019-02-27,129944
2019-02-28,129780
2019-03-01,129632
2019-03-02,129819
2019-03-03,129916
2019-03-04,129947
2019-03-05,130064
2019-03-06,129968
2019-03-07,130046
2019-03-08,130222
2019-03-09,130181
2019-03-10,130214
2019-03-11,130444
2019-03-12,130276
2019-03-13,130176
2019-03-14,129898
2019-03-15,129991
2019-03-16,129942
2019-03-17,130000
2019-03-18,130078
2019-03-19,130079
2019-03-20,129788
2019-03-21,129947
2019-03-22,130167
2019-03-23,129926
2019-03-24,129716
2019-03-25,129627
2019-03-26,129985
2019-03-27,129943
2019-03-28,129948
2019-03-29,129885
2019-03-30,129999
2019-03-31,129899
2019-04-01,129878
2019-04-02,129914
2019-04-03,130108
