date_obj,Diamond%20dragon%20bolts price
2019-01-04,1586
2019-01-05,1592
2019-01-06,1588
2019-01-08,1577
2019-01-10,1539
2019-01-11,1484
2019-01-12,1470
2019-01-13,1429
2019-01-14,1409
2019-01-15,1419
2019-01-16,1420
2019-01-17,1397
2019-01-18,1372
2019-01-19,1374
2019-01-20,1374
2019-01-21,1364
2019-01-22,1347
2019-01-23,1363
2019-01-24,1363
2019-01-25,1359
2019-01-26,1357
2019-01-27,1361
2019-01-28,1355
2019-01-29,1354
2019-01-30,1367
2019-01-31,1382
2019-02-01,1406
2019-02-02,1428
2019-02-03,1459
2019-02-04,1459
2019-02-05,1517
2019-02-06,1581
2019-02-07,1622
2019-02-08,1631
2019-02-09,1625
2019-02-10,1617
2019-02-11,1642
2019-02-12,1624
2019-02-13,1635
2019-02-14,1635
2019-02-15,1651
2019-02-16,1666
2019-02-17,1677
2019-02-18,1650
2019-02-19,1627
2019-02-20,1616
2019-02-21,1626
2019-02-22,1654
2019-02-23,1661
2019-02-24,1647
2019-02-25,1641
2019-02-26,1645
2019-02-27,1655
2019-02-28,1679
2019-03-01,1692
2019-03-02,1688
2019-03-03,1686
2019-03-04,1679
2019-03-05,1689
2019-03-06,1688
2019-03-07,1713
2019-03-08,1713
2019-03-09,1764
2019-03-10,1788
2019-03-11,1784
2019-03-12,1803
2019-03-13,1803
2019-03-14,1791
2019-03-15,1792
2019-03-16,1800
2019-03-17,1826
2019-03-18,1826
2019-03-19,1840
2019-03-20,1853
2019-03-21,1834
2019-03-22,1845
2019-03-23,1828
2019-03-24,1857
2019-03-25,1857
2019-03-26,1875
2019-03-27,1875
2019-03-28,1866
2019-03-29,1863
2019-03-30,1863
2019-03-31,1877
2019-04-01,1912
2019-04-02,1888
2019-04-03,1859
2019-04-04,1875
2019-04-05,1873
2019-04-06,1873
2019-04-07,1857
2019-04-08,1842
2019-04-09,1841
2019-04-10,1829
2019-04-11,1830
2019-04-12,1829
2019-04-13,1837
2019-04-14,1828
2019-04-15,1815
2019-04-16,1791
2019-04-17,1771
2019-04-18,1732
2019-04-19,1682
2019-04-20,1651
2019-04-21,1651
2019-04-22,1619
2019-04-23,1587
2019-04-24,1555
2019-04-25,1582
2019-04-26,1587
2019-04-27,1598
2019-04-28,1587
2019-04-29,1579
2019-04-30,1578
2019-05-01,1578
2019-05-02,1563
2019-05-03,1538
2019-05-04,1547
2019-05-05,1570
2019-05-06,1599
2019-05-07,1579
2019-05-08,1570
2019-05-09,1587
2019-05-10,1602
2019-05-11,1607
2019-05-12,1601
2019-05-13,1573
2019-05-14,1564
2019-05-15,1593
2019-05-16,1618
2019-05-17,1618
2019-05-18,1621
2019-05-19,1607
2019-05-20,1589
2019-05-21,1589
2019-05-22,1592
2019-05-23,1573
2019-05-24,1571
2019-05-25,1580
2019-05-26,1580
2019-05-27,1556
2019-05-28,1558
2019-05-29,1547
2019-05-30,1553
2019-05-31,1553
2019-06-01,1552
2019-06-02,1579
2019-06-03,1578
2019-06-04,1560
2019-06-05,1540
2019-06-06,1540
2019-06-07,1522
2019-06-08,1544
2019-06-09,1530
2019-06-10,1530
2019-06-11,1522
2019-06-12,1529
2019-06-13,1522
2019-06-14,1518
2019-06-15,1518
2019-06-16,1513
2019-06-17,1477
2019-06-18,1473
2019-06-19,1457
2019-06-20,1433
2019-06-21,1438
2019-06-22,1453
2019-06-23,1428
2019-06-24,1428
2019-06-25,1395
2019-06-26,1374
2019-06-27,1379
2019-06-28,1379
2019-06-29,1364
2019-06-30,1352
2019-07-01,1352
2019-07-02,1319
2019-07-03,1322
2019-07-04,1319
2019-07-05,1306
2019-07-06,1313
2019-07-07,1315
2019-07-08,1310
2019-07-09,1307
2019-07-10,1307
2019-07-11,1311
2019-07-12,1311
2019-07-13,1311
2019-07-14,1323
2019-07-15,1323
2019-07-16,1313
2019-07-17,1289
2019-07-18,1274
2019-07-19,1285
2019-07-20,1282
2019-07-21,1292
2019-07-22,1299
2019-07-23,1324
2019-07-24,1324
2019-07-25,1305
2019-07-26,1290
2019-07-27,1292
2019-07-28,1303
2019-07-29,1293
2019-07-30,1301
2019-07-31,1339
2019-08-01,1327
2019-08-02,1325
2019-08-03,1316
2019-08-04,1304
2019-08-05,1295
2019-08-06,1263
2019-08-07,1243
2019-08-08,1235
2019-08-09,1235
2019-08-10,1238
2019-08-11,1232
2019-08-12,1242
2019-08-13,1257
2019-08-14,1240
2019-08-15,1230
2019-08-16,1231
2019-08-17,1231
2019-08-18,1257
2019-08-19,1253
2019-08-20,1253
2019-08-21,1258
2019-08-22,1234
2019-08-23,1234
2019-08-24,1230
2019-08-24,1230
2019-08-25,1230
2019-08-25,1230
2019-08-26,1227
2019-08-27,1224
2019-08-27,1224
2019-08-28,1205
2019-08-29,1190
2019-08-30,1207
2019-08-31,1207
2019-09-01,1237
2019-09-02,1237
2019-09-03,1233
2019-09-04,1216
2019-09-05,1203
2019-09-06,1203
2019-09-07,1217
2019-09-08,1218
2019-09-09,1218
2019-09-10,1207
2019-09-11,1203
2019-09-12,1198
2019-09-13,1194
2019-09-14,1193
2019-09-15,1193
2019-09-16,1184
2019-09-17,1177
2019-09-18,1178
2019-09-19,1169
2019-09-20,1169
2019-09-21,1166
2019-09-22,1170
2019-09-23,1170
2019-09-24,1170
2019-09-25,1188
2019-09-26,1187
2019-09-27,1187
2019-09-28,1195
2019-09-29,1195
2019-09-30,1210
2019-10-01,1219
2019-10-02,1219
2019-10-03,1207
2019-10-04,1207
2019-10-05,1197
2019-10-06,1191
2019-10-07,1191
2019-10-08,1171
2019-10-09,1171
2019-10-10,1177
2019-10-11,1177
2019-10-12,1175
2019-10-13,1196
2019-10-14,1191
2019-10-15,1174
2019-10-16,1190
2019-10-17,1190
2019-10-18,1179
2019-10-19,1182
2019-10-20,1183
2019-10-21,1183
2019-10-22,1195
2019-10-23,1184
2019-10-24,1181
2019-10-25,1174
2019-10-26,1154
2019-10-27,1146
2019-10-28,1150
2019-10-29,1150
2019-10-30,1156
2019-10-31,1142
2019-11-01,1160
2019-11-02,1162
2019-11-03,1156
2019-11-04,1129
2019-11-05,1129
2019-11-06,1120
2019-11-07,1128
2019-11-08,1123
2019-11-09,1127
2019-11-10,1120
2019-11-11,1122
2019-11-12,1117
2019-11-13,1111
2019-11-14,1116
2019-11-15,1114
2019-11-16,1107
2019-11-17,1107
2019-11-18,1103
2019-11-19,1103
2019-11-20,1120
2019-11-21,1120
2019-11-22,1143
2019-11-23,1158
2019-11-24,1158
2019-11-25,1142
2019-11-26,1154
2019-11-27,1154
2019-11-28,1162
2019-11-29,1162
2019-11-30,1155
2019-12-01,1173
2019-12-02,1212
2019-12-03,1227
2019-12-04,1223
2019-12-05,1223
2019-12-06,1279
2019-12-07,1283
2019-12-08,1283
2019-12-09,1289
2019-12-10,1250
2019-12-11,1215
2019-12-12,1215
2019-12-13,1208
2019-12-14,1232
2019-12-15,1249
2019-12-16,1226
2019-12-17,1209
2019-12-18,1209
2019-12-19,1227
2019-12-20,1260
2019-12-21,1267
2019-12-22,1244
2019-12-23,1245
2019-12-24,1240
2019-12-25,1241
2019-12-26,1256
2019-12-27,1280
2019-12-28,1291
2019-12-29,1288
2019-12-30,1301
2019-12-31,1324
2020-01-01,1342
2020-01-02,1354
2020-01-03,1373
2020-01-04,1412
2020-01-05,1429
2020-01-06,1466
2020-01-07,1458
2020-01-08,1458
2020-01-09,1454
2020-01-10,1453
2020-01-11,1497
2020-01-12,1525
2020-01-13,1525
2020-01-14,1501
2020-01-15,1501
2020-01-16,1506
2020-01-17,1518
2020-01-18,1532
2020-01-19,1530
2020-01-20,1508
2020-01-21,1506
2020-01-22,1539
2020-01-23,1537
2020-01-24,1513
2020-01-25,1523
2020-01-26,1510
2020-01-27,1499
2020-01-28,1482
2020-01-29,1463
2020-01-30,1449
2020-01-31,1454
2020-02-01,1486
2020-02-02,1518
2020-02-03,1509
2020-02-04,1517
2020-02-05,1513
2020-02-06,1479
2020-02-07,1419
2020-02-08,1361
2020-02-09,1305
2020-02-10,1257
2020-02-11,1228
2020-02-12,1236
2020-02-13,1244
2020-02-14,1239
2020-02-15,1225
2020-02-16,1225
2020-02-17,1245
2020-02-18,1263
2020-02-19,1267
2020-02-20,1250
2020-02-21,1222
2020-02-22,1226
2020-02-23,1242
2020-02-24,1265
2020-02-25,1252
2020-02-26,1253
2020-02-27,1256
2020-02-28,1264
2020-02-29,1271
2020-03-01,1262
2020-03-02,1251
2020-03-03,1258
2020-03-04,1257
2020-03-05,1262
2020-03-06,1280
2020-03-07,1278
2020-03-08,1270
2020-03-09,1274
2020-03-10,1280
2020-03-11,1275
2020-03-12,1265
2020-03-13,1261
2020-03-14,1256
2020-03-15,1249
2020-03-16,1256
2020-03-17,1269
2020-03-18,1270
2020-03-19,1257
2020-03-20,1248
2020-03-21,1257
2020-03-22,1277
2020-03-23,1276
2020-03-24,1278
2020-03-25,1262
2020-03-26,1275
2020-03-27,1271
2020-03-28,1272
2020-03-29,1266
2020-03-30,1268
2020-03-31,1278
2020-04-01,1263
2020-04-02,1249
2020-04-03,1266
2020-04-04,1277
2020-04-05,1288
2020-04-06,1276
2020-04-07,1271
2020-04-08,1278
2020-04-09,1281
2020-04-10,1292
2020-04-11,1296
2020-04-12,1292
2020-04-13,1292
2020-04-14,1284
2020-04-15,1310
2020-04-16,1301
2020-04-17,1304
2020-04-18,1328
2020-04-19,1327
2020-04-20,1302
2020-04-21,1293
2020-04-22,1329
2020-04-23,1324
2020-04-24,1313
2020-04-25,1310
2020-04-26,1309
2020-04-27,1312
2020-04-28,1317
2020-04-29,1322
2020-04-30,1322
2020-05-01,1313
2020-05-02,1308
2020-05-03,1317
2020-05-04,1304
2020-05-05,1286
2020-05-06,1290
2020-05-07,1290
2020-05-08,1287
2020-05-09,1284
2020-05-10,1293
2020-05-11,1299
2020-05-12,1290
2020-05-13,1282
