date_obj,Papaya%20fruit price
2019-07-13,827
2019-07-14,820
2019-07-15,805
2019-07-16,796
2019-07-17,786
2019-07-18,788
2019-07-19,805
2019-07-20,809
2019-07-21,796
2019-07-22,789
2019-07-23,781
2019-07-24,776
2019-07-25,796
2019-07-26,794
2019-07-27,790
2019-07-28,779
2019-07-29,776
2019-07-30,765
2019-07-31,764
2019-08-01,778
2019-08-02,777
2019-08-03,770
2019-08-04,787
2019-08-05,795
2019-08-06,797
2019-08-07,812
2019-08-08,829
2019-08-09,815
2019-08-10,800
2019-08-11,788
2019-08-12,782
2019-08-13,781
2019-08-14,773
2019-08-15,771
2019-08-16,777
2019-08-17,779
2019-08-18,781
2019-08-19,779
2019-08-20,777
2019-08-21,778
2019-08-22,771
2019-08-23,766
2019-08-24,764
2019-08-24,764
2019-08-25,759
2019-08-25,759
2019-08-26,758
2019-08-26,758
2019-08-27,761
2019-08-27,761
2019-08-28,757
2019-08-29,742
2019-08-30,728
2019-08-31,720
2019-09-01,716
2019-09-02,716
2019-09-03,725
2019-09-04,718
2019-09-05,712
2019-09-06,727
2019-09-07,724
2019-09-08,710
2019-09-09,698
2019-09-10,674
2019-09-11,672
2019-09-12,664
2019-09-13,656
2019-09-14,656
2019-09-15,658
2019-09-16,665
2019-09-17,653
2019-09-18,660
2019-09-19,643
2019-09-20,631
2019-09-21,605
2019-09-22,586
2019-09-23,567
2019-09-24,565
2019-09-25,585
2019-09-26,614
2019-09-27,609
2019-09-28,584
2019-09-29,573
2019-09-30,561
2019-10-01,548
2019-10-02,545
2019-10-03,536
2019-10-04,517
2019-10-05,491
2019-10-06,484
2019-10-07,505
2019-10-08,506
2019-10-09,513
2019-10-10,509
2019-10-11,510
2019-10-12,510
2019-10-13,494
2019-10-14,470
2019-10-15,454
2019-10-16,446
2019-10-17,446
2019-10-18,456
2019-10-19,468
2019-10-20,485
2019-10-21,494
2019-10-22,513
2019-10-23,522
2019-10-24,510
2019-10-25,512
2019-10-26,498
2019-10-27,484
2019-10-28,479
2019-10-29,479
2019-10-30,484
2019-10-31,482
2019-11-01,483
2019-11-02,475
2019-11-03,466
2019-11-04,464
2019-11-05,465
2019-11-06,462
2019-11-07,455
2019-11-08,444
2019-11-09,457
2019-11-10,460
2019-11-11,451
2019-11-12,460
2019-11-13,480
2019-11-14,501
2019-11-15,503
2019-11-16,493
2019-11-17,490
2019-11-18,496
2019-11-19,499
2019-11-20,489
2019-11-21,469
2019-11-22,467
2019-11-23,466
2019-11-24,464
2019-11-25,462
2019-11-26,461
2019-11-27,461
2019-11-28,451
2019-11-29,445
2019-11-30,444
2019-12-01,455
2019-12-02,450
2019-12-03,448
2019-12-04,461
2019-12-05,462
2019-12-06,443
2019-12-07,434
2019-12-08,424
2019-12-09,434
2019-12-10,438
2019-12-11,456
2019-12-12,465
2019-12-13,468
2019-12-14,455
2019-12-15,443
2019-12-16,441
2019-12-17,442
2019-12-18,440
2019-12-19,441
2019-12-20,444
2019-12-21,448
2019-12-22,452
2019-12-23,449
2019-12-24,435
2019-12-25,432
2019-12-26,444
2019-12-27,464
2019-12-28,473
2019-12-29,484
2019-12-30,483
2019-12-31,477
2020-01-01,477
2020-01-02,482
2020-01-03,478
2020-01-04,484
2020-01-05,485
2020-01-06,481
2020-01-07,477
2020-01-08,478
2020-01-09,482
2020-01-10,471
2020-01-11,467
2020-01-12,470
2020-01-13,474
2020-01-14,468
2020-01-15,472
2020-01-16,470
2020-01-17,468
2020-01-18,464
2020-01-19,467
2020-01-20,472
2020-01-21,481
2020-01-22,474
2020-01-23,480
2020-01-24,474
2020-01-25,478
2020-01-26,477
2020-01-27,478
2020-01-28,487
2020-01-29,486
2020-01-30,487
2020-01-31,484
2020-02-01,479
2020-02-02,474
2020-02-03,476
2020-02-04,480
2020-02-05,488
2020-02-06,479
2020-02-07,474
2020-02-08,458
2020-02-09,450
2020-02-10,453
2020-02-11,459
2020-02-12,471
2020-02-13,475
2020-02-14,475
2020-02-15,476
2020-02-16,476
2020-02-17,480
2020-02-18,488
2020-02-19,487
2020-02-20,482
2020-02-21,474
2020-02-22,473
2020-02-23,481
2020-02-24,483
2020-02-25,483
2020-02-26,491
2020-02-27,488
2020-02-28,481
2020-02-29,477
2020-03-01,485
2020-03-02,489
2020-03-03,500
2020-03-04,522
2020-03-05,513
2020-03-06,506
2020-03-07,497
2020-03-08,495
2020-03-09,509
2020-03-10,520
2020-03-11,524
2020-03-12,532
2020-03-13,543
2020-03-14,532
2020-03-15,540
2020-03-16,532
2020-03-17,551
2020-03-18,576
2020-03-19,604
2020-03-20,616
2020-03-21,619
2020-03-22,618
2020-03-23,616
2020-03-24,624
2020-03-25,649
2020-03-26,636
2020-03-27,609
2020-03-28,604
2020-03-29,593
2020-03-30,585
2020-03-31,580
2020-04-01,568
2020-04-02,559
2020-04-03,550
2020-04-04,549
2020-04-05,556
2020-04-06,571
2020-04-07,582
2020-04-08,610
2020-04-09,624
2020-04-10,632
2020-04-11,616
2020-04-12,598
2020-04-13,599
2020-04-14,611
2020-04-15,618
2020-04-16,649
2020-04-17,680
2020-04-18,706
2020-04-19,742
2020-04-20,778
2020-04-21,804
2020-04-22,842
2020-04-23,885
2020-04-24,903
2020-04-25,949
2020-04-26,966
2020-04-27,956
2020-04-28,918
2020-04-29,878
2020-04-30,869
2020-05-01,849
2020-05-02,823
2020-05-03,782
2020-05-04,754
2020-05-05,789
2020-05-06,778
2020-05-07,768
2020-05-08,753
2020-05-09,737
2020-05-10,710
2020-05-11,692
2020-05-12,678
2020-05-13,668
