date_obj,Yak-hide%20armour%20(top) price
2019-08-13,781
2019-08-14,744
2019-08-15,781
2019-08-16,769
2019-08-17,783
2019-08-18,799
2019-08-19,793
2019-08-20,797
2019-08-21,808
2019-08-22,814
2019-08-23,822
2019-08-24,834
2019-08-24,834
2019-08-25,865
2019-08-25,865
2019-08-26,852
2019-08-26,852
2019-08-27,815
2019-08-27,815
2019-08-28,798
2019-08-29,813
2019-08-30,796
2019-08-31,802
2019-09-01,805
2019-09-02,808
2019-09-03,813
2019-09-04,817
2019-09-05,791
2019-09-06,767
2019-09-07,753
2019-09-08,729
2019-09-09,707
2019-09-10,674
2019-09-11,649
2019-09-12,650
2019-09-13,634
2019-09-14,625
2019-09-15,618
2019-09-16,621
2019-09-17,630
2019-09-18,633
2019-09-19,633
2019-09-20,650
2019-09-21,660
2019-09-22,685
2019-09-23,715
2019-09-24,715
2019-09-25,714
2019-09-26,686
2019-09-27,651
2019-09-28,646
2019-09-29,656
2019-09-30,652
2019-10-01,631
2019-10-02,601
2019-10-03,581
2019-10-04,559
2019-10-05,555
2019-10-06,549
2019-10-07,532
2019-10-08,546
2019-10-09,546
2019-10-10,543
2019-10-11,551
2019-10-12,533
2019-10-13,536
2019-10-14,532
2019-10-15,556
2019-10-16,584
2019-10-17,610
2019-10-18,634
2019-10-19,661
2019-10-20,695
2019-10-21,716
2019-10-22,726
2019-10-23,721
2019-10-24,737
2019-10-25,774
2019-10-26,803
2019-10-27,801
2019-10-28,823
2019-10-29,823
2019-10-30,837
2019-10-31,800
2019-11-01,817
2019-11-02,827
2019-11-03,838
2019-11-04,814
2019-11-05,814
2019-11-06,849
2019-11-07,887
2019-11-08,899
2019-11-09,869
2019-11-10,866
2019-11-11,845
2019-11-12,813
2019-11-13,814
2019-11-14,806
2019-11-15,810
2019-11-16,814
2019-11-17,814
2019-11-18,823
2019-11-19,825
2019-11-20,805
2019-11-21,805
2019-11-22,803
2019-11-23,808
2019-11-24,811
2019-11-25,792
2019-11-26,779
2019-11-27,788
2019-11-28,770
2019-11-29,779
2019-11-30,795
2019-12-01,812
2019-12-02,814
2019-12-03,816
2019-12-04,800
2019-12-05,800
2019-12-06,795
2019-12-07,779
2019-12-08,789
2019-12-09,793
2019-12-10,793
2019-12-11,799
2019-12-12,799
2019-12-13,794
2019-12-14,784
2019-12-15,791
2019-12-16,762
2019-12-17,734
2019-12-18,716
2019-12-19,722
2019-12-20,725
2019-12-21,731
2019-12-22,710
2019-12-23,713
2019-12-24,702
2019-12-25,677
2019-12-26,680
2019-12-27,681
2019-12-28,689
2019-12-29,680
2019-12-30,692
2019-12-31,700
2020-01-01,699
2020-01-02,733
2020-01-03,768
2020-01-04,786
2020-01-05,778
2020-01-06,739
2020-01-07,715
2020-01-08,695
2020-01-09,689
2020-01-10,672
2020-01-11,683
2020-01-12,683
2020-01-13,683
2020-01-14,699
2020-01-15,700
2020-01-16,682
2020-01-17,677
2020-01-18,674
2020-01-19,658
2020-01-20,649
2020-01-21,648
2020-01-22,635
2020-01-23,642
2020-01-24,640
2020-01-25,628
2020-01-26,638
2020-01-27,653
2020-01-28,666
2020-01-29,689
2020-01-30,689
2020-01-31,706
2020-02-01,729
2020-02-02,743
2020-02-03,726
2020-02-04,727
2020-02-05,721
2020-02-06,712
2020-02-07,711
2020-02-08,719
2020-02-09,716
2020-02-10,725
2020-02-11,712
2020-02-12,728
2020-02-13,744
2020-02-14,715
2020-02-15,700
2020-02-16,689
2020-02-17,699
2020-02-18,707
2020-02-19,707
2020-02-20,702
2020-02-21,702
2020-02-22,722
2020-02-23,731
2020-02-24,731
2020-02-25,741
2020-02-26,746
2020-02-27,733
2020-02-28,738
2020-02-29,741
2020-03-01,746
2020-03-02,739
2020-03-03,757
2020-03-04,794
2020-03-05,825
2020-03-06,803
2020-03-07,767
2020-03-08,767
2020-03-09,729
2020-03-10,695
2020-03-11,698
2020-03-12,707
2020-03-13,706
2020-03-14,716
2020-03-15,720
2020-03-16,710
2020-03-17,709
2020-03-18,716
2020-03-19,719
2020-03-20,719
2020-03-21,717
2020-03-22,723
2020-03-23,724
2020-03-24,725
2020-03-25,738
2020-03-26,732
2020-03-27,740
2020-03-28,763
2020-03-29,769
2020-03-30,771
2020-03-31,774
2020-04-01,775
2020-04-02,765
2020-04-03,784
2020-04-04,788
2020-04-05,816
2020-04-06,830
2020-04-07,817
2020-04-08,825
2020-04-09,822
2020-04-10,804
2020-04-11,787
2020-04-12,769
2020-04-13,763
2020-04-14,756
2020-04-15,770
2020-04-16,805
2020-04-17,816
2020-04-18,806
2020-04-19,813
2020-04-20,829
2020-04-21,848
2020-04-22,806
2020-04-23,765
2020-04-24,726
2020-04-25,689
2020-04-26,654
2020-04-27,621
2020-04-28,591
2020-04-29,571
2020-04-30,578
2020-05-01,581
2020-05-02,584
2020-05-03,563
2020-05-04,557
2020-05-05,562
2020-05-06,545
2020-05-07,541
2020-05-08,533
2020-05-09,532
2020-05-10,542
2020-05-11,554
2020-05-12,559
2020-05-13,562
