date_obj,Pot%20lid price
2019-09-08,551
2019-09-09,523
2019-09-10,500
2019-09-11,495
2019-09-12,499
2019-09-13,492
2019-09-14,472
2019-09-15,448
2019-09-16,432
2019-09-17,420
2019-09-18,421
2019-09-19,436
2019-09-20,455
2019-09-21,432
2019-09-22,410
2019-09-23,389
2019-09-24,384
2019-09-25,364
2019-09-26,348
2019-09-27,330
2019-09-28,321
2019-09-29,331
2019-09-30,326
2019-10-01,328
2019-10-02,328
2019-10-03,338
2019-10-04,321
2019-10-05,330
2019-10-06,345
2019-10-07,362
2019-10-08,381
2019-10-09,381
2019-10-10,379
2019-10-11,381
2019-10-12,361
2019-10-13,342
2019-10-14,336
2019-10-15,348
2019-10-16,355
2019-10-17,368
2019-10-18,387
2019-10-19,407
2019-10-20,424
2019-10-21,445
2019-10-22,439
2019-10-23,458
2019-10-24,476
2019-10-25,494
2019-10-26,501
2019-10-27,484
2019-10-28,476
2019-10-29,468
2019-10-30,458
2019-10-31,444
2019-11-01,443
2019-11-02,427
2019-11-03,421
2019-11-04,436
2019-11-05,455
2019-11-06,460
2019-11-07,479
2019-11-08,495
2019-11-09,488
2019-11-10,463
2019-11-11,439
2019-11-12,417
2019-11-13,396
2019-11-14,376
2019-11-15,357
2019-11-16,365
2019-11-17,365
2019-11-18,383
2019-11-19,398
2019-11-20,378
2019-11-21,359
2019-11-22,341
2019-11-23,323
2019-11-24,306
2019-11-25,290
2019-11-26,275
2019-11-27,261
2019-11-28,250
2019-11-29,247
2019-11-30,250
2019-12-01,262
2019-12-02,272
2019-12-03,271
2019-12-04,278
2019-12-05,278
2019-12-06,291
2019-12-07,304
2019-12-08,320
2019-12-09,310
2019-12-10,302
2019-12-11,290
2019-12-12,283
2019-12-13,281
2019-12-14,277
2019-12-15,263
2019-12-16,249
2019-12-17,236
2019-12-18,246
2019-12-19,255
2019-12-20,266
2019-12-21,254
2019-12-22,257
2019-12-23,268
2019-12-24,279
2019-12-25,289
2019-12-26,302
2019-12-27,314
2019-12-28,309
2019-12-29,305
2019-12-30,303
2019-12-31,301
2020-01-01,304
2020-01-02,311
2020-01-03,301
2020-01-04,301
2020-01-05,300
2020-01-06,300
2020-01-07,299
2020-01-08,297
2020-01-09,301
2020-01-10,316
2020-01-11,329
2020-01-12,330
2020-01-13,327
2020-01-14,328
2020-01-15,339
2020-01-16,350
2020-01-17,357
2020-01-18,374
2020-01-19,385
2020-01-20,396
2020-01-21,385
2020-01-22,374
2020-01-23,363
2020-01-24,357
2020-01-25,358
2020-01-26,363
2020-01-27,361
2020-01-28,376
2020-01-29,391
2020-01-30,408
2020-01-31,423
2020-02-01,439
2020-02-02,461
2020-02-03,483
2020-02-04,508
2020-02-05,508
2020-02-06,506
2020-02-07,526
2020-02-08,551
2020-02-09,579
2020-02-10,595
2020-02-11,588
2020-02-12,584
2020-02-13,612
2020-02-14,620
2020-02-15,611
2020-02-16,626
2020-02-17,637
2020-02-18,638
2020-02-19,651
2020-02-20,646
2020-02-21,646
2020-02-22,648
2020-02-23,656
2020-02-24,643
2020-02-25,631
2020-02-26,604
2020-02-27,573
2020-02-28,544
2020-02-29,516
2020-03-01,502
2020-03-02,506
2020-03-03,498
2020-03-04,507
2020-03-05,519
2020-03-06,535
2020-03-07,559
2020-03-08,578
2020-03-09,607
2020-03-10,620
2020-03-11,632
2020-03-12,608
2020-03-13,614
2020-03-14,617
2020-03-15,622
2020-03-16,642
2020-03-17,662
2020-03-18,664
2020-03-19,678
2020-03-20,694
2020-03-21,704
2020-03-22,716
2020-03-23,729
2020-03-24,712
2020-03-25,691
2020-03-26,686
2020-03-27,683
2020-03-28,662
2020-03-29,640
2020-03-30,608
2020-03-31,577
2020-04-01,548
2020-04-02,524
2020-04-03,524
2020-04-04,516
2020-04-05,490
2020-04-06,465
2020-04-07,442
2020-04-08,421
2020-04-09,426
2020-04-10,444
2020-04-11,449
2020-04-12,437
2020-04-13,441
2020-04-14,450
2020-04-15,467
2020-04-16,485
2020-04-17,493
2020-04-18,491
2020-04-19,505
2020-04-20,521
2020-04-21,506
2020-04-22,489
2020-04-23,503
2020-04-24,482
2020-04-25,466
2020-04-26,488
2020-04-27,511
2020-04-28,534
2020-04-29,553
2020-04-30,572
2020-05-01,560
2020-05-02,534
2020-05-03,509
2020-05-04,488
2020-05-05,463
2020-05-06,442
2020-05-07,419
2020-05-08,398
2020-05-09,386
2020-05-10,390
2020-05-11,394
2020-05-12,391
2020-05-13,390
