date_obj,Wizard%20hat price
2015-06-24,163
2015-06-25,163
2015-06-26,165
2015-06-27,165
2015-06-28,163
2015-06-29,163
2015-06-30,159
2015-07-01,151
2015-07-02,151
2015-07-03,145
2015-07-04,145
2015-07-05,144
2015-07-06,144
2015-07-07,142
2015-07-08,146
2015-07-09,146
2015-07-10,147
2015-07-11,147
2015-07-12,147
2015-07-13,145
2015-07-14,145
2015-07-15,148
2015-07-16,148
2015-07-17,151
2015-07-18,151
2015-07-19,156
2015-07-20,161
2015-07-21,161
2015-07-22,153
2015-07-23,153
2015-07-24,145
2015-07-25,145
2015-07-26,137
2015-07-27,135
2015-07-28,135
2015-07-29,135
2015-07-30,135
2015-07-31,137
2015-08-01,137
2015-08-02,134
2015-08-03,134
2015-08-04,133
2015-08-05,139
2015-08-06,139
2015-08-07,144
2015-08-08,152
2015-08-09,160
2015-08-10,167
2015-08-11,176
2015-08-12,176
2015-08-13,184
2015-08-14,184
2015-08-15,193
2015-08-16,193
2015-08-17,198
2015-08-18,198
2015-08-19,205
2015-08-20,205
2015-08-21,214
2015-08-22,214
2015-08-23,224
2015-08-24,224
2015-08-25,224
2015-08-26,232
2015-08-27,232
2015-08-28,243
2015-08-29,243
2015-08-30,253
2015-08-31,253
2015-09-01,99
2015-09-02,259
2015-09-07,278
2015-09-08,278
2015-09-10,291
2015-09-14,311
2015-09-16,326
2015-09-22,361
2015-09-23,361
2015-09-24,361
2015-09-25,372
2015-09-27,369
2015-09-28,369
2015-09-29,369
2015-09-30,375
2015-10-05,385
2015-10-06,385
2015-10-07,389
2015-10-08,389
2015-10-09,374
2015-10-10,374
2015-10-11,365
2015-10-12,365
2015-10-13,365
2015-10-14,353
2015-10-15,353
2015-10-16,344
2015-10-17,344
2015-10-18,344
2015-10-19,335
2015-10-20,335
2015-10-22,340
2015-10-23,340
2015-10-24,340
2015-10-25,340
2015-10-26,341
2015-10-27,341
2015-10-29,351
2015-10-30,351
2015-10-31,360
2015-11-01,360
2015-11-02,360
2015-11-03,374
2015-11-05,392
2015-11-06,392
2015-11-07,405
2015-11-08,405
2015-11-09,405
2015-11-10,419
2015-11-11,419
2015-11-12,420
2015-11-13,420
2015-11-14,420
2015-11-15,412
2015-11-16,412
2015-11-17,412
2015-11-18,406
2015-11-19,406
2015-11-20,388
2015-11-21,388
2015-11-22,392
2015-11-23,392
2015-11-24,392
2015-11-25,381
2015-11-26,381
2015-11-27,381
2015-11-28,368
2015-11-29,368
2015-11-30,369
2015-12-01,369
2015-12-02,369
2015-12-03,375
2015-12-04,375
2015-12-05,375
2015-12-06,378
2015-12-07,378
2015-12-08,378
2015-12-09,380
2015-12-10,380
2015-12-11,362
2015-12-13,344
2015-12-14,344
2015-12-15,339
2015-12-16,339
2015-12-17,339
2015-12-18,322
2015-12-19,322
2015-12-20,308
2015-12-21,308
2015-12-22,293
2015-12-23,293
2015-12-24,279
2015-12-25,279
2015-12-26,272
2015-12-27,272
2015-12-28,265
2015-12-29,265
2015-12-30,251
2015-12-31,251
2016-01-01,251
2016-01-02,238
2016-01-03,238
2016-01-04,226
2016-01-05,226
2016-01-06,218
2016-01-07,218
2016-01-08,216
2016-01-09,216
2016-01-10,219
2016-01-11,219
2016-01-12,215
2016-01-13,215
2016-01-14,204
2016-01-15,204
2016-01-16,194
2016-01-17,194
2016-01-18,184
2016-01-19,184
2016-01-20,174
2016-01-21,174
2016-01-22,170
2016-01-23,170
2016-01-24,170
2016-01-25,170
2016-01-26,168
2016-01-27,168
2016-01-28,168
2016-01-29,166
2016-01-30,166
2016-01-31,168
2016-02-01,168
2016-02-02,173
2016-02-03,173
2016-02-04,178
2016-02-05,178
2016-02-06,185
2016-02-07,185
2016-02-08,185
2016-02-09,195
2016-02-10,195
2016-02-11,201
2016-02-12,201
2016-02-13,204
2016-02-14,204
2016-02-15,204
2016-02-16,204
2016-02-17,212
2016-02-18,212
2016-02-19,212
2016-02-20,220
2016-02-21,228
2016-02-22,228
2016-02-23,240
2016-02-24,240
2016-02-25,252
2016-02-26,252
2016-02-27,260
2016-02-28,260
2016-02-29,260
2016-03-01,260
2016-03-02,266
2016-03-03,266
2016-03-04,275
2016-03-05,275
2016-03-06,282
2016-03-07,282
2016-03-08,282
2016-03-09,288
2016-03-10,288
2016-03-11,293
2016-03-12,293
2016-03-13,295
2016-03-14,295
2016-03-15,285
2016-03-16,285
2016-03-17,277
2016-03-18,277
2016-03-19,277
2016-03-20,277
2016-03-21,269
2016-03-22,269
2016-03-23,265
2016-03-24,265
2016-03-25,264
2016-03-26,264
2016-03-27,262
2016-03-28,256
2016-03-29,256
2016-03-30,264
2016-03-31,264
2016-04-01,255
2016-04-02,255
2016-04-03,248
2016-04-04,248
2016-04-05,241
2016-04-06,241
2016-04-07,235
2016-04-08,235
2016-04-09,229
2016-04-10,229
2016-04-11,229
2016-04-12,229
2016-04-13,227
2016-04-14,227
2016-04-15,222
2016-04-16,222
2016-04-17,215
2016-04-18,215
2016-04-19,215
2016-04-20,215
2016-04-21,216
2016-04-22,216
2016-04-23,218
2016-04-24,218
2016-04-25,221
2016-04-26,221
2016-04-27,220
2016-04-28,220
2016-04-29,220
2016-04-30,220
2016-05-01,220
2016-05-02,220
2016-05-03,221
2016-05-04,221
2016-05-05,224
2016-05-06,224
2016-05-07,225
2016-05-08,225
2016-05-09,220
2016-05-10,220
2016-05-11,215
2016-05-12,215
2016-05-13,209
2016-05-14,209
2016-05-15,202
2016-05-16,202
2016-05-17,198
2016-05-18,198
2016-05-19,198
2016-05-22,201
2016-05-23,202
2016-05-24,202
2016-05-25,200
2016-05-26,200
2016-05-27,199
2016-05-28,199
2016-05-29,197
2016-05-30,197
2016-05-31,205
2016-06-01,205
2016-06-02,213
2016-06-03,213
2016-06-04,212
2016-06-05,212
2016-06-06,206
2016-06-07,206
2016-06-08,199
2016-06-09,199
2016-06-10,196
2016-06-11,196
2016-06-12,195
2016-06-13,195
2016-06-14,198
2016-06-15,198
2016-06-16,198
2016-06-17,189
2016-06-18,189
2016-06-19,187
2016-06-20,187
2016-06-21,182
2016-06-22,182
2016-06-23,185
2016-06-24,185
2016-06-25,182
2016-06-26,182
2016-06-27,183
2016-06-28,183
2016-06-29,173
2016-06-30,173
2016-07-01,173
2016-07-02,173
2016-07-03,172
2016-07-04,174
2016-07-05,174
2016-07-06,176
2016-07-07,176
2016-07-08,175
2016-07-09,175
2016-07-10,172
2016-07-11,172
2016-07-12,174
2016-07-13,174
2016-07-14,178
2016-07-15,178
2016-07-16,176
2016-07-17,176
2016-07-18,180
2016-07-24,182
2016-07-25,186
2016-07-26,186
2016-07-27,192
2016-07-28,192
2016-07-29,194
2016-07-30,194
2016-07-31,189
2016-08-01,189
2016-08-02,187
2016-08-03,187
2016-08-04,181
2016-08-05,181
2016-08-06,181
2016-08-07,187
2016-08-08,187
2016-08-09,182
2016-08-10,182
2016-08-11,182
2016-08-12,187
2016-08-13,187
2016-08-14,187
2016-08-15,190
2016-08-16,190
2016-08-17,190
2016-08-18,190
2016-08-19,190
2016-08-20,189
2016-08-21,189
2016-08-22,189
2016-08-23,193
2016-08-24,193
2016-08-25,193
2016-08-26,197
2016-08-28,204
2016-08-31,206
2016-09-01,206
2016-09-02,206
2016-09-03,208
2016-09-04,208
2016-09-05,215
2016-09-06,215
2016-09-07,215
2016-09-08,221
2016-09-09,221
2016-09-10,220
2016-09-11,220
2016-09-12,220
2016-09-13,219
2016-09-14,219
2016-09-15,219
2016-09-16,226
2016-09-17,226
2016-09-18,232
2016-09-19,232
2016-09-20,232
2016-09-21,235
2016-09-22,235
2016-09-23,232
2016-09-24,232
2016-09-25,232
2016-09-26,234
2016-09-27,234
2016-09-28,237
2016-09-29,237
2016-09-30,240
2016-10-01,240
2016-10-02,240
2016-10-03,246
2016-10-04,246
2016-10-05,252
2016-10-06,252
2016-10-07,252
2016-10-08,259
2016-10-09,259
2016-10-10,259
2016-10-11,265
2016-10-12,265
2016-10-13,258
2016-10-14,258
2016-10-15,249
2016-10-16,249
2016-10-17,249
2016-10-18,249
2016-10-19,249
2016-10-20,249
2016-10-21,249
2016-10-22,254
2016-10-23,254
2016-10-24,252
2016-10-25,252
2016-10-26,248
2016-10-27,248
2016-10-28,248
2016-10-29,251
2016-10-30,251
2016-10-31,244
2016-11-01,244
2016-11-02,244
2016-11-03,249
2016-11-04,249
2016-11-05,250
2016-11-06,250
2016-11-07,255
2016-11-08,255
2016-11-09,253
2016-11-10,253
2016-11-11,250
2016-11-12,250
2016-11-13,250
2016-11-14,250
2016-12-08,186
2016-12-09,183
2016-12-10,183
2016-12-11,182
2016-12-12,182
2016-12-13,190
2016-12-14,190
2016-12-15,195
2016-12-16,195
2016-12-17,200
2016-12-18,200
2016-12-19,202
2016-12-20,202
2016-12-21,210
2016-12-22,210
2016-12-23,215
2016-12-24,215
2016-12-25,211
2016-12-26,211
2016-12-27,213
2016-12-28,213
2016-12-29,217
2016-12-30,217
2016-12-31,222
2017-01-01,222
2017-01-02,224
2017-01-03,224
2017-01-04,226
2017-01-05,226
2017-01-06,226
2017-01-07,226
2017-01-08,226
2017-01-09,220
2017-01-10,220
2017-01-11,221
2017-01-12,217
2017-01-13,217
2017-01-14,220
2017-01-15,220
2017-01-16,220
2017-01-17,217
2017-01-18,217
2017-01-19,219
2017-01-20,219
2017-01-21,222
2017-01-22,222
2017-01-27,228
2017-01-28,230
2017-01-29,233
2017-01-30,233
2017-01-31,238
2017-02-01,241
2017-02-02,241
2017-02-03,243
2017-02-04,246
2017-02-05,246
2017-02-06,242
2017-02-07,242
2017-02-08,247
2017-02-09,247
2017-02-10,243
2017-02-11,245
2017-02-12,245
2017-02-13,234
2017-02-14,226
2017-02-15,226
2017-02-16,232
2017-02-18,234
2017-02-19,234
2017-02-20,234
2017-02-21,233
2017-02-22,233
2017-02-23,227
2017-02-24,227
2017-02-25,227
2017-02-26,227
2017-02-27,225
2017-02-28,220
2017-03-01,220
2017-03-02,223
2017-03-03,223
2017-03-04,225
2017-03-05,225
2017-03-06,228
2017-03-07,228
2017-03-08,233
2017-03-09,233
2017-03-10,234
2017-03-11,235
2017-03-12,235
2017-03-13,239
2017-03-14,243
2017-03-15,243
2017-03-16,244
2017-03-17,244
2017-03-18,246
2017-03-19,251
2017-03-20,246
2017-03-21,246
2017-03-22,242
2017-03-23,242
2017-03-24,245
2017-03-25,245
2017-03-26,249
2017-03-27,249
2017-03-28,256
2017-03-29,254
2017-03-30,254
2017-03-31,255
2017-04-01,255
2017-04-02,256
2017-04-03,252
2017-04-04,252
2017-04-12,243
2017-04-13,235
2017-04-14,235
2017-04-15,236
2017-04-16,242
2017-04-17,244
2017-04-18,244
2017-04-19,246
2017-04-20,246
2017-04-21,245
2017-04-22,245
2017-04-23,247
2017-04-24,247
2017-04-25,245
2017-04-26,245
2017-04-27,235
2017-04-28,235
2017-04-29,240
2017-04-30,240
2017-05-01,237
2017-05-02,237
2017-05-03,235
2017-05-04,235
2017-05-05,232
2017-05-06,232
2017-05-07,230
2017-05-08,230
2017-05-09,231
2017-05-10,231
2017-05-11,227
2017-05-12,227
2017-05-13,220
2017-05-14,220
2017-05-15,209
2017-05-16,198
2017-05-17,198
2017-05-18,188
2017-05-19,188
2017-05-20,179
2017-05-21,179
2017-05-22,170
2017-05-23,170
2017-05-24,169
2017-05-25,169
2017-05-26,173
2017-05-27,173
2017-05-28,176
2017-05-29,176
2017-05-30,175
2017-05-31,175
2017-06-01,179
2017-06-02,179
2017-06-03,186
2017-06-06,201
2017-06-07,201
2017-06-08,204
2017-06-09,204
2017-06-10,206
2017-06-11,206
2017-06-12,207
2017-06-13,207
2017-06-14,207
2017-06-15,212
2017-06-16,212
2017-06-17,215
2017-06-18,217
2017-06-19,217
2017-06-20,220
2017-06-21,220
2017-06-22,230
2017-06-23,230
2017-06-24,242
2017-06-25,242
2017-06-26,249
2017-06-27,249
2017-06-28,258
2017-06-29,258
2017-06-30,269
2017-07-01,269
2017-07-02,283
2017-07-03,279
2017-07-04,279
2017-07-05,284
2017-07-06,284
2017-07-07,282
2017-07-08,282
2017-07-13,296
2017-07-14,290
2017-07-15,290
2017-07-16,285
2017-07-17,286
2017-07-18,286
2017-07-19,284
2017-07-20,287
2017-07-21,287
2017-07-22,279
2017-07-23,279
2017-07-24,267
2017-07-25,267
2017-07-26,253
2017-07-27,257
2017-07-28,257
2017-07-29,263
2017-07-30,268
2017-07-31,268
2017-08-01,260
2017-08-02,266
2017-08-03,266
2017-08-04,263
2017-08-05,259
2017-08-06,259
2017-08-09,264
2017-08-10,259
2017-08-11,259
2017-08-12,250
2017-08-13,250
2017-08-14,242
2017-08-15,235
2017-08-16,235
2017-08-17,229
2017-08-18,229
2017-08-19,219
2017-08-20,216
2017-08-21,216
2017-08-22,213
2017-08-23,213
2017-08-24,208
2017-08-25,208
2017-08-26,208
2017-08-27,208
2017-08-28,202
2017-08-29,202
2017-08-30,201
2017-08-31,201
2017-09-01,203
2017-09-02,203
2017-09-03,203
2017-09-04,201
2017-09-05,196
2017-09-06,196
2017-09-07,193
2017-09-08,193
2017-09-09,195
2017-09-10,196
2017-09-11,196
2017-09-12,194
2017-09-13,192
2017-09-14,189
2017-09-15,189
2017-09-16,189
2017-09-17,192
2017-09-18,192
2017-09-19,190
2017-09-20,188
2017-09-21,188
2017-09-22,196
2017-09-23,196
2017-09-24,206
2017-09-25,206
2017-09-26,213
2017-09-27,213
2017-09-28,221
2017-09-29,224
2017-09-30,224
2017-10-01,224
2017-10-02,224
2017-10-03,224
2017-10-04,224
2017-10-05,223
2017-10-06,223
2017-10-07,232
2017-10-08,232
2017-10-09,239
2017-10-10,238
2017-10-11,238
2017-10-12,233
2017-10-13,233
2017-10-14,228
2017-10-15,228
2017-10-16,221
2017-10-17,221
2017-10-18,215
2017-10-19,215
2017-10-20,207
2017-10-21,207
2017-10-22,200
2017-10-23,200
2017-10-24,194
2017-10-25,186
2017-10-26,186
2017-10-27,184
2017-10-28,184
2017-10-29,177
2017-10-30,177
2017-10-31,171
2017-11-01,171
2017-11-02,177
2017-11-03,177
2017-11-04,175
2017-11-05,175
2017-11-06,171
2017-11-07,171
2017-11-08,169
2017-11-09,172
2017-11-10,172
2017-11-11,177
2017-11-12,181
2017-11-13,181
2017-11-14,186
2017-11-15,186
2017-11-16,184
2017-11-17,184
2017-11-18,181
2017-11-19,178
2017-11-20,178
2017-11-21,176
2017-11-22,176
2017-11-23,171
2017-11-24,171
2017-11-25,169
2017-11-26,169
2017-11-27,168
2017-11-28,165
2017-11-29,165
2017-11-30,162
2017-12-01,163
2017-12-02,163
2017-12-03,164
2017-12-04,164
2017-12-05,161
2017-12-06,161
2017-12-07,162
2017-12-08,162
2017-12-09,164
2017-12-10,169
2017-12-11,169
2017-12-12,171
2017-12-13,171
2017-12-14,169
2017-12-15,168
2017-12-16,168
2017-12-17,171
2017-12-18,173
2017-12-19,173
2017-12-20,173
2017-12-21,171
2017-12-22,171
2017-12-23,166
2017-12-24,166
2017-12-25,168
2017-12-26,171
2017-12-27,169
2017-12-28,169
2017-12-29,168
2017-12-30,164
2017-12-31,164
2018-01-01,159
2018-01-02,159
2018-01-03,156
2018-01-04,156
2018-01-05,154
2018-01-06,150
2018-01-07,150
2018-01-08,151
2018-01-09,151
2018-01-10,151
2018-01-11,148
2018-01-12,148
2018-01-13,146
2018-01-14,147
2018-01-15,148
2018-01-16,144
2018-01-17,142
2018-01-18,139
2018-01-19,139
2018-01-20,141
2018-01-21,141
2018-01-22,145
2018-01-23,151
2018-01-24,150
2018-01-25,150
2018-01-26,157
2018-01-27,162
2018-01-28,170
2018-01-29,179
2018-01-30,188
2018-02-01,197
2018-02-02,206
2018-02-03,213
2018-02-04,215
2018-02-05,220
2018-02-06,225
2018-02-07,225
2018-02-08,225
2018-02-09,234
2018-02-10,234
2018-02-11,240
2018-02-12,247
2018-02-13,258
2018-02-14,259
2018-02-15,268
2018-02-16,274
2018-02-17,284
2018-02-18,294
2018-02-19,296
2018-02-20,282
2018-02-21,270
2018-02-22,270
2018-02-23,269
2018-02-24,269
2018-02-25,264
2018-02-26,259
2018-02-27,251
2018-02-28,251
2018-03-01,246
2018-03-02,247
2018-03-03,246
2018-03-04,246
2018-03-05,245
2018-03-06,245
2018-03-07,244
2018-03-08,244
2018-03-09,248
2018-03-10,254
2018-03-11,264
2018-03-12,277
2018-03-13,286
2018-03-14,297
2018-03-15,297
2018-03-16,303
2018-03-17,313
2018-03-18,319
2018-03-20,315
2018-03-21,315
2018-03-23,321
2018-03-24,325
2018-03-26,324
2018-03-27,318
2018-03-28,318
2018-03-29,323
2018-03-30,326
2018-03-31,319
2018-04-01,312
2018-04-02,305
2018-04-03,305
2018-04-04,306
2018-04-06,308
2018-04-08,298
2018-04-09,292
2018-04-10,292
2018-04-11,282
2018-04-12,272
2018-04-13,272
2018-04-14,262
2018-04-16,259
2018-04-17,257
2018-04-18,257
2018-04-19,253
2018-04-20,253
2018-04-21,250
2018-04-22,250
2018-04-23,243
2018-04-24,243
2018-04-25,234
2018-04-26,234
2018-04-27,235
2018-04-28,240
2018-04-29,240
2018-04-30,239
2018-05-02,241
2018-05-03,233
2018-05-04,233
2018-05-05,231
2018-05-06,231
2018-05-07,229
2018-05-08,229
2018-05-09,225
2018-05-10,228
2018-05-11,233
2018-05-12,237
2018-05-13,237
2018-05-14,232
2018-05-15,226
2018-05-16,218
2018-05-17,214
2018-05-18,208
2018-05-19,208
2018-05-20,208
2018-05-21,206
2018-05-22,206
2018-05-23,204
2018-05-24,204
2018-05-25,205
2018-05-26,203
2018-05-27,203
2018-05-28,197
2018-05-29,193
2018-05-30,193
2018-05-31,187
2018-06-01,182
2018-06-02,187
2018-06-03,187
2018-06-04,193
2018-06-05,196
2018-06-06,201
2018-06-07,201
2018-06-08,207
2018-06-09,207
2018-06-10,213
2018-06-11,213
2018-06-12,215
2018-06-13,218
2018-06-14,222
2018-06-15,222
2018-06-16,218
2018-06-17,221
2018-06-18,224
2018-06-19,221
2018-06-20,221
2018-06-21,219
2018-06-22,220
2018-06-23,220
2018-06-24,222
2018-06-25,228
2018-06-26,228
2018-06-27,235
2018-06-28,234
2018-06-29,235
2018-06-30,235
2018-07-01,225
2018-07-02,225
2018-07-03,213
2018-07-04,203
2018-07-05,203
2018-07-06,192
2018-07-07,183
2018-07-08,174
2018-07-09,166
2018-07-10,159
2018-07-11,158
2018-07-12,158
2018-07-13,150
2018-07-14,146
2018-07-15,146
2018-07-16,145
2018-07-17,144
2018-07-18,144
2018-07-19,148
2018-07-20,153
2018-07-21,152
2018-07-22,152
2018-07-23,154
2018-07-24,152
2018-07-25,148
2018-07-26,143
2018-07-27,142
2018-07-28,142
2018-07-29,147
2018-07-30,144
2018-07-31,147
2018-08-01,147
2018-08-02,153
2018-08-03,159
2018-08-04,166
2018-08-05,174
2018-08-06,179
2018-08-07,184
2018-08-08,191
2018-08-09,191
2018-08-10,199
2018-08-11,206
2018-08-12,216
2018-08-14,223
2018-08-16,221
2018-08-17,216
2018-08-18,216
2018-08-19,211
2018-08-20,214
2018-08-21,214
2018-08-22,217
2018-08-23,218
2018-08-24,216
2018-08-25,215
2018-08-26,221
2018-08-27,222
2018-08-28,218
2018-08-29,213
2018-08-30,203
2018-08-31,195
2018-09-01,203
2018-09-02,211
2018-09-03,207
2018-09-04,196
2018-09-05,186
2018-09-06,186
2018-09-07,188
2018-09-08,195
2018-09-09,198
2018-09-10,199
2018-09-11,199
2018-09-12,203
2018-09-13,208
2018-09-14,212
2018-09-15,217
2018-09-16,217
2018-09-17,225
2018-09-18,229
2018-09-19,232
2018-09-20,235
2018-09-21,246
2018-09-22,258
2018-09-23,264
2018-09-24,274
2018-09-25,274
2018-09-26,274
2018-09-27,273
2018-09-28,285
2018-09-29,296
2018-09-30,309
2018-10-02,291
2018-10-03,306
2018-10-04,306
2018-10-05,302
2018-10-06,301
2018-10-07,317
2018-10-08,333
2018-10-09,346
2018-10-10,359
2018-10-11,375
2018-10-12,391
2018-10-13,395
2018-10-14,394
2018-10-15,392
2018-10-16,382
2018-10-17,381
2018-10-18,370
2018-10-19,360
2018-10-20,360
2018-10-21,359
2018-10-22,354
2018-10-23,354
2018-10-24,352
2018-10-25,353
2018-10-26,341
2018-10-27,335
2018-10-28,330
2018-10-29,330
2018-10-30,327
2018-10-31,311
2018-11-01,300
2018-11-03,282
2018-11-04,274
2018-11-05,263
2018-11-06,258
2018-11-07,253
2018-11-08,248
2018-11-09,242
2018-11-10,232
2018-11-11,224
2018-11-12,213
2018-11-13,202
2018-11-14,192
2018-11-15,185
2018-11-16,179
2018-11-17,177
2018-11-18,178
2018-11-19,178
2018-11-20,177
2018-11-21,178
2018-11-22,184
2018-11-23,188
2018-11-24,187
2018-11-25,183
2018-11-26,174
2018-11-27,167
2018-11-28,162
2018-11-29,164
2018-12-01,164
2018-12-02,164
2018-12-03,163
2018-12-04,158
2018-12-05,155
2018-12-07,151
2018-12-09,160
2018-12-10,156
2018-12-11,152
2018-12-12,153
2018-12-13,154
2018-12-14,152
2018-12-15,155
2018-12-16,151
2018-12-17,153
2018-12-18,149
2018-12-19,145
2018-12-20,143
2018-12-21,144
2018-12-22,138
2018-12-23,134
2018-12-24,128
2018-12-25,124
2018-12-26,119
2018-12-27,115
2018-12-28,112
2018-12-29,114
2018-12-30,114
2018-12-31,113
2019-01-01,110
2019-01-02,108
2019-01-03,105
2019-01-04,101
2019-01-05,102
2019-01-06,101
2019-01-08,98
2019-01-10,98
2019-01-11,100
2019-01-12,101
2019-01-13,104
2019-01-14,103
2019-01-15,105
2019-01-16,107
2019-01-17,104
2019-01-18,108
2019-01-19,110
2019-01-20,114
2019-01-21,118
2019-01-22,120
2019-01-23,124
2019-01-24,129
2019-01-25,133
2019-01-26,136
2019-01-27,139
2019-01-28,141
2019-01-29,145
2019-01-30,147
2019-01-31,148
2019-02-01,154
2019-02-02,157
2019-02-03,155
2019-02-04,153
2019-02-05,151
2019-02-06,159
2019-02-07,160
2019-02-08,160
2019-02-09,165
2019-02-10,167
2019-02-11,171
2019-02-12,169
2019-02-13,173
2019-02-14,173
2019-02-15,176
2019-02-16,183
2019-02-17,188
2019-02-18,190
2019-02-19,195
2019-02-20,197
2019-02-21,198
2019-02-22,202
2019-02-23,208
2019-02-24,207
2019-02-25,213
2019-02-26,216
2019-02-27,219
2019-02-28,223
2019-03-01,228
2019-03-02,231
2019-03-03,232
2019-03-04,226
2019-03-05,227
2019-03-06,232
2019-03-07,238
2019-03-08,238
2019-03-09,245
2019-03-10,245
2019-03-11,242
2019-03-12,230
2019-03-13,221
2019-03-14,219
2019-03-15,219
2019-03-16,223
2019-03-17,222
2019-03-18,222
2019-03-19,226
2019-03-20,227
2019-03-21,228
2019-03-22,232
2019-03-23,233
2019-03-24,235
2019-03-25,235
2019-03-26,233
2019-03-27,233
2019-03-28,235
2019-03-29,232
2019-03-30,232
2019-03-31,234
2019-04-01,234
2019-04-02,237
2019-04-03,235
2019-04-04,239
2019-04-05,246
2019-04-06,237
2019-04-07,238
2019-04-08,240
2019-04-09,239
2019-04-10,244
2019-04-11,237
2019-04-12,238
2019-04-13,237
2019-04-14,235
2019-04-15,230
2019-04-16,235
2019-04-17,240
2019-04-18,233
2019-04-19,231
2019-04-20,223
2019-04-21,212
2019-04-22,206
2019-04-23,210
2019-04-24,214
2019-04-25,216
2019-04-26,213
2019-04-27,205
2019-04-28,208
2019-04-29,209
2019-04-30,214
2019-05-01,220
2019-05-02,223
2019-05-03,224
2019-05-04,231
2019-05-05,234
2019-05-06,233
2019-05-07,227
2019-05-08,225
2019-05-09,222
2019-05-10,225
2019-05-11,225
2019-05-12,223
2019-05-13,224
2019-05-14,229
2019-05-15,232
2019-05-16,235
2019-05-17,234
2019-05-18,237
2019-05-19,236
2019-05-20,231
2019-05-21,228
2019-05-22,229
2019-05-23,231
2019-05-24,224
2019-05-25,225
2019-05-26,217
2019-05-27,213
2019-05-28,211
2019-05-29,211
2019-05-30,210
2019-05-31,208
2019-06-01,204
2019-06-02,202
2019-06-03,197
2019-06-04,189
2019-06-05,185
2019-06-06,192
2019-06-07,200
2019-06-08,204
2019-06-09,208
2019-06-10,208
2019-06-11,218
2019-06-12,220
2019-06-13,215
2019-06-14,222
2019-06-15,229
2019-06-16,237
2019-06-17,244
2019-06-18,254
2019-06-19,263
2019-06-20,276
2019-06-21,290
2019-06-22,305
2019-06-23,317
2019-06-24,327
2019-06-25,343
2019-06-26,355
2019-06-27,373
2019-06-28,373
2019-06-29,392
2019-06-30,410
2019-07-01,405
2019-07-02,415
2019-07-03,416
2019-07-04,406
2019-07-05,411
2019-07-06,410
2019-07-07,410
2019-07-08,395
2019-07-09,392
2019-07-10,380
2019-07-11,378
2019-07-12,372
2019-07-13,372
2019-07-14,369
2019-07-15,369
2019-07-16,361
2019-07-17,350
2019-07-18,345
2019-07-19,349
2019-07-20,349
2019-07-21,338
2019-07-22,338
2019-07-23,333
2019-07-24,317
2019-07-25,307
2019-07-26,302
2019-07-27,317
2019-07-28,324
2019-07-29,321
2019-07-30,307
2019-07-31,307
2019-08-01,308
2019-08-02,320
2019-08-03,331
2019-08-04,342
2019-08-05,327
2019-08-06,310
2019-08-07,298
2019-08-08,291
2019-08-09,285
2019-08-10,290
2019-08-11,295
2019-08-12,296
2019-08-13,292
2019-08-14,287
2019-08-15,282
2019-08-16,286
2019-08-17,286
2019-08-18,293
2019-08-19,295
2019-08-20,302
2019-08-21,289
2019-08-22,296
2019-08-23,302
2019-08-24,300
2019-08-24,300
2019-08-25,303
2019-08-25,303
2019-08-26,291
2019-08-26,291
2019-08-27,290
