date_obj,Imbued%20heart price
2020-04-22,27394198
2020-04-23,27267090
2020-04-24,27130511
2020-04-25,26985978
2020-04-26,26874966
2020-04-27,27637936
2020-04-28,27468195
2020-04-29,27454343
2020-04-30,28085184
2020-05-01,27679416
2020-05-02,27878315
2020-05-03,27992095
2020-05-04,27875617
2020-05-05,27873099
2020-05-06,27761778
2020-05-07,27743835
2020-05-08,27743516
2020-05-09,28133723
2020-05-10,28152508
2020-05-11,28448144
2020-05-12,28570856
2020-05-13,28393099
