date_obj,Ahrim's%20robetop price
2016-12-21,1707368
2016-12-22,1760950
2016-12-23,1756645
2016-12-24,1760760
2016-12-25,1765863
2016-12-26,1823139
2016-12-27,1848386
2016-12-28,1775413
2016-12-29,1700039
2016-12-30,1722265
2016-12-31,1730637
2017-01-01,1711554
2017-01-02,1717446
2017-01-03,1676614
2017-01-04,1682526
2017-01-05,1766653
2017-01-06,1854986
2017-01-07,1947736
2017-01-08,2045123
2017-01-09,2147380
2017-01-10,2254749
2017-01-11,2361580
2017-01-12,2479386
2017-01-13,2599085
2017-01-14,2720051
2017-01-15,2701016
2017-01-16,2568748
2017-01-17,2444254
2017-01-18,2408954
2017-01-19,2320136
2017-01-20,2216943
2017-01-21,2131268
2017-01-22,2060980
2017-01-23,1969484
2017-01-27,1751883
2017-01-28,1734840
2017-01-29,1731475
2017-01-30,1740495
2017-01-31,1787350
2017-02-01,1822726
2017-02-02,1807727
2017-02-03,1752461
2017-02-04,1764136
2017-02-05,1791261
2017-02-06,1818143
2017-02-07,1865836
2017-02-08,1922711
2017-02-09,1968432
2017-02-10,2056968
2017-02-11,2159817
2017-02-12,2233070
2017-02-13,2264872
2017-02-14,2319121
2017-02-15,2274975
2017-02-16,2267401
2017-02-17,2266329
2017-02-18,2321064
2017-02-19,2328411
2017-02-20,2378558
2017-02-21,2417013
2017-02-22,2391622
2017-02-23,2300613
2017-02-24,2270421
2017-02-25,2245620
2017-02-26,2275785
2017-02-27,2308249
2017-02-28,2366867
2017-03-01,2394107
2017-03-02,2449448
2017-03-03,2440197
2017-03-04,2445122
2017-03-05,2418186
2017-03-06,2417251
2017-03-07,2450094
2017-03-08,2482386
2017-03-09,2465085
2017-03-10,2466686
2017-03-11,2466919
2017-03-12,2580291
2017-03-13,2660211
2017-03-14,2687790
2017-03-15,2682755
2017-03-16,2668187
2017-03-17,2594833
2017-03-18,2548201
2017-03-19,2500870
2017-03-20,2385307
2017-03-21,2310794
2017-03-22,2278158
2017-03-23,2272524
2017-03-24,2266371
2017-03-25,2278082
2017-03-26,2268598
2017-03-27,2306874
2017-03-28,2301621
2017-03-29,2287214
2017-03-30,2305216
2017-03-31,2363411
2017-04-01,2460397
2017-04-02,2434396
2017-04-03,2439614
2017-04-04,2456583
2017-04-05,2423488
2017-04-12,2482959
2017-04-13,2489299
2017-04-14,2498921
2017-04-15,2472677
2017-04-16,2462900
2017-04-17,2465719
2017-04-18,2501638
2017-04-19,2498003
2017-04-20,2545071
2017-04-21,2671997
2017-04-22,2680366
2017-04-23,2657440
2017-04-24,2684691
2017-04-25,2793849
2017-04-26,2822239
2017-04-27,2919139
2017-04-28,2883717
2017-04-29,2929993
2017-04-30,2978213
2017-05-01,2928783
2017-05-02,2939874
2017-05-03,2945348
2017-05-04,2995568
2017-05-05,3021231
2017-05-06,3066115
2017-05-07,3115783
2017-05-08,3102927
2017-05-09,3099638
2017-05-10,3092133
2017-05-11,3020174
2017-05-12,2988606
2017-05-13,2922097
2017-05-14,2846969
2017-05-15,2805561
2017-05-16,2828226
2017-05-17,2851581
2017-05-18,2947840
2017-05-19,2925991
2017-05-20,2999932
2017-05-21,3012343
2017-05-22,2996585
2017-05-23,2972537
2017-05-24,2899480
2017-05-25,2754506
2017-05-26,2616780
2017-05-27,2485941
2017-05-28,2361643
2017-05-29,2243560
2017-05-30,2131386
2017-05-31,2096625
2017-06-01,2018296
2017-06-02,1917381
2017-06-03,1821511
2017-06-04,1775049
2017-06-05,1863762
2017-06-06,1926608
2017-06-07,1837713
2017-06-08,1745827
2017-06-09,1658545
2017-06-10,1575669
2017-06-11,1496999
2017-06-12,1436715
2017-06-13,1440417
2017-06-14,1511585
2017-06-15,1570654
2017-06-16,1584978
2017-06-17,1527499
2017-06-18,1502685
2017-06-19,1487023
2017-06-20,1460853
2017-06-21,1411604
2017-06-22,1421387
2017-06-23,1477737
2017-06-24,1514803
2017-06-25,1540369
2017-06-26,1527978
2017-06-27,1508627
2017-06-28,1464217
2017-06-29,1395111
2017-06-30,1354850
2017-07-01,1295284
2017-07-02,1281309
2017-07-03,1322843
2017-07-04,1320769
2017-07-05,1262658
2017-07-06,1254041
2017-07-07,1271626
2017-07-08,1276601
2017-07-09,1323111
2017-07-13,1304317
2017-07-14,1302448
2017-07-15,1240066
2017-07-16,1202426
2017-07-17,1195374
2017-07-18,1211818
2017-07-19,1261183
2017-07-20,1296982
2017-07-21,1348366
2017-07-22,1392284
2017-07-23,1461200
2017-07-24,1475560
2017-07-25,1477090
2017-07-26,1460934
2017-07-27,1455775
2017-07-28,1519135
2017-07-29,1520047
2017-07-30,1545415
2017-07-31,1558568
2017-08-01,1619613
2017-08-02,1643049
2017-08-03,1633920
2017-08-04,1625263
2017-08-05,1613557
2017-08-06,1577097
2017-08-07,1557371
2017-08-08,1571444
2017-08-09,1570332
2017-08-10,1548705
2017-08-11,1560417
2017-08-12,1554906
2017-08-13,1537582
2017-08-14,1539735
2017-08-15,1511184
2017-08-16,1484284
2017-08-17,1462100
2017-08-18,1449568
2017-08-19,1447089
2017-08-20,1401233
2017-08-21,1376590
2017-08-22,1355920
2017-08-23,1353337
2017-08-24,1327322
2017-08-25,1297171
2017-08-26,1279522
2017-08-27,1263521
2017-08-28,1255520
2017-08-29,1246845
2017-08-30,1247224
2017-08-31,1282846
2017-09-01,1319024
2017-09-02,1332602
2017-09-03,1374552
2017-09-04,1396170
2017-09-05,1446955
2017-09-06,1456287
2017-09-07,1434519
2017-09-08,1382616
2017-09-09,1354664
2017-09-10,1315933
2017-09-11,1253300
2017-09-12,1241754
2017-09-13,1297220
2017-09-14,1328948
2017-09-15,1336293
2017-09-16,1383935
2017-09-17,1353119
2017-09-18,1289776
2017-09-19,1264358
2017-09-20,1265572
2017-09-21,1261210
2017-09-22,1220177
2017-09-23,1198038
2017-09-24,1203347
2017-09-25,1237582
2017-09-26,1238478
2017-09-27,1220979
2017-09-28,1207369
2017-09-29,1237042
2017-09-30,1237326
2017-10-01,1202433
2017-10-02,1218588
2017-10-03,1211143
2017-10-04,1191281
2017-10-05,1217704
2017-10-06,1252238
2017-10-07,1286151
2017-10-08,1302163
2017-10-09,1277724
2017-10-10,1291258
2017-10-11,1299719
2017-10-12,1295153
2017-10-13,1290964
2017-10-14,1270544
2017-10-15,1264784
2017-10-16,1292795
2017-10-17,1299494
2017-10-18,1260459
2017-10-19,1250068
2017-10-20,1241980
2017-10-21,1251411
2017-10-22,1269787
2017-10-23,1255217
2017-10-24,1258113
2017-10-25,1253574
2017-10-26,1229979
2017-10-27,1217436
2017-10-28,1209663
2017-10-29,1208682
2017-10-30,1192837
2017-10-31,1182781
2017-11-01,1176194
2017-11-02,1201725
2017-11-03,1177248
2017-11-04,1161718
2017-11-05,1166206
2017-11-06,1151355
2017-11-07,1139594
2017-11-08,1125359
2017-11-09,1102934
2017-11-10,1103215
2017-11-11,1123325
2017-11-12,1116295
2017-11-13,1099983
2017-11-14,1082747
2017-11-15,1074363
2017-11-16,1101832
2017-11-17,1097326
2017-11-18,1111802
2017-11-19,1130792
2017-11-20,1127261
2017-11-21,1118967
2017-11-22,1148943
2017-11-23,1169163
2017-11-24,1144742
2017-11-25,1136141
2017-11-26,1135872
2017-11-27,1133135
2017-11-28,1141451
2017-11-29,1133136
2017-11-30,1119592
2017-12-01,1102395
2017-12-02,1101236
2017-12-03,1130804
2017-12-04,1176672
2017-12-05,1189194
2017-12-06,1231075
2017-12-07,1251868
2017-12-08,1288904
2017-12-09,1305618
2017-12-10,1265783
2017-12-11,1264006
2017-12-12,1263455
2017-12-13,1277838
2017-12-14,1337542
2017-12-15,1379565
2017-12-16,1448470
2017-12-17,1520894
2017-12-18,1587031
2017-12-19,1661267
2017-12-20,1684893
2017-12-21,1701876
2017-12-22,1657461
2017-12-23,1649753
2017-12-24,1646352
2017-12-25,1647974
2017-12-26,1648470
2017-12-27,1673447
2017-12-28,1685474
2017-12-29,1685976
2017-12-30,1666734
2017-12-31,1623680
2018-01-01,1588422
2018-01-02,1588749
2018-01-03,1571396
2018-01-04,1493142
2018-01-05,1418484
2018-01-06,1347607
2018-01-07,1280719
2018-01-08,1225333
2018-01-09,1196174
2018-01-10,1179948
2018-01-11,1147116
2018-01-12,1170243
2018-01-13,1197670
2018-01-14,1252327
2018-01-15,1224086
2018-01-16,1209586
2018-01-17,1221598
2018-01-18,1244682
2018-01-19,1267227
2018-01-20,1267162
2018-01-21,1252889
2018-01-22,1227036
2018-01-23,1217996
2018-01-24,1198058
2018-01-25,1188627
2018-01-26,1186276
2018-01-27,1201130
2018-01-28,1243452
2018-01-29,1299721
2018-01-30,1273811
2018-01-31,1289680
2018-02-01,1307403
2018-02-02,1294051
2018-02-03,1302157
2018-02-04,1285352
2018-02-05,1285115
2018-02-06,1283334
2018-02-07,1270285
2018-02-08,1257464
2018-02-09,1250079
2018-02-10,1235064
2018-02-11,1220983
2018-02-12,1184616
2018-02-13,1157874
2018-02-14,1136074
2018-02-15,1130654
2018-02-16,1147726
2018-02-17,1176369
2018-02-18,1193390
2018-02-19,1239714
2018-02-20,1263648
2018-02-21,1304181
2018-02-22,1327114
2018-02-23,1358417
2018-02-24,1363238
2018-02-25,1353690
2018-02-26,1407264
2018-02-27,1447924
2018-02-28,1507950
2018-03-01,1485590
2018-03-02,1480021
2018-03-03,1471602
2018-03-04,1466282
2018-03-05,1481230
2018-03-06,1502774
2018-03-07,1479642
2018-03-08,1465802
2018-03-09,1453586
2018-03-10,1445222
2018-03-11,1442375
2018-03-12,1461856
2018-03-13,1447262
2018-03-14,1438700
2018-03-15,1486614
2018-03-16,1519099
2018-03-17,1520484
2018-03-18,1588330
2018-03-19,1664945
2018-03-20,1676961
2018-03-21,1677704
2018-03-22,1720711
2018-03-23,1693101
2018-03-24,1694338
2018-03-25,1744409
2018-03-26,1820764
2018-03-27,1758663
2018-03-28,1759147
2018-03-29,1800536
2018-03-30,1875858
2018-03-31,1905051
2018-04-01,1888522
2018-04-02,1866046
2018-04-03,1823900
2018-04-04,1800019
2018-04-05,1783457
2018-04-06,1739010
2018-04-07,1726970
2018-04-08,1701774
2018-04-09,1691633
2018-04-10,1674132
2018-04-11,1672032
2018-04-12,1639050
2018-04-13,1649845
2018-04-14,1655606
2018-04-15,1688298
2018-04-16,1678582
2018-04-17,1728397
2018-04-18,1720794
2018-04-19,1736728
2018-04-20,1725734
2018-04-21,1708139
2018-04-22,1695402
2018-04-23,1659366
2018-04-24,1670049
2018-04-25,1701237
2018-04-26,1689353
2018-04-27,1680888
2018-04-28,1725909
2018-04-29,1733853
2018-04-30,1713508
2018-05-01,1694680
2018-05-02,1692268
2018-05-03,1687037
2018-05-04,1679108
2018-05-05,1697120
2018-05-06,1732585
2018-05-07,1798362
2018-05-08,1888281
2018-05-09,1981623
2018-05-10,1971618
2018-05-11,1884643
2018-05-12,1837331
2018-05-13,1823666
2018-05-14,1828910
2018-05-15,1875293
2018-05-16,1869705
2018-05-17,1874366
2018-05-18,1867686
2018-05-19,1858629
2018-05-20,1859155
2018-05-21,1864292
2018-05-22,1857700
2018-05-23,1863390
2018-05-24,1847489
2018-05-25,1825759
2018-05-26,1802930
2018-05-27,1780583
2018-05-28,1841593
2018-05-29,1854811
2018-05-30,1895711
2018-05-31,1942564
2018-06-01,2006853
2018-06-02,2015533
2018-06-03,1998898
2018-06-04,2019739
2018-06-05,2018042
2018-06-06,1992045
2018-06-07,1892442
2018-06-08,1797819
2018-06-09,1707928
2018-06-10,1622996
2018-06-11,1544624
2018-06-12,1485134
2018-06-13,1435088
2018-06-14,1364746
2018-06-15,1343514
2018-06-16,1337038
2018-06-17,1308896
2018-06-18,1309324
2018-06-19,1302803
2018-06-20,1312984
2018-06-21,1296503
2018-06-22,1313476
2018-06-23,1293152
2018-06-24,1302899
2018-06-25,1350763
2018-06-26,1376542
2018-06-27,1385683
2018-06-28,1371234
2018-06-29,1342385
2018-06-30,1330684
2018-07-01,1311402
2018-07-02,1300421
2018-07-03,1296628
2018-07-04,1309584
2018-07-05,1327769
2018-07-06,1382050
2018-07-07,1447764
2018-07-08,1511946
2018-07-09,1490613
2018-07-10,1477604
2018-07-11,1519517
2018-07-12,1589791
2018-07-13,1617066
2018-07-14,1696617
2018-07-15,1775190
2018-07-16,1842139
2018-07-17,1852906
2018-07-18,1840860
2018-07-19,1903182
2018-07-20,1892735
2018-07-21,1963074
2018-07-22,2049626
2018-07-23,2028753
2018-07-24,2011991
2018-07-25,1994499
2018-07-26,1954807
2018-07-27,1866570
2018-07-28,1782940
2018-07-29,1755580
2018-07-30,1722744
2018-07-31,1695616
2018-08-01,1667607
2018-08-02,1636383
2018-08-03,1657879
2018-08-04,1677770
2018-08-05,1719163
2018-08-06,1757409
2018-08-07,1780832
2018-08-08,1824047
2018-08-09,1802233
2018-08-10,1861705
2018-08-11,1872516
2018-08-12,1930090
2018-08-14,1931149
2018-08-16,1883116
2018-08-17,1845983
2018-08-18,1845024
2018-08-19,1917564
2018-08-20,1989868
2018-08-21,2084182
2018-08-22,2121337
2018-08-23,2221190
2018-08-24,2265717
2018-08-25,2345111
2018-08-26,2321000
2018-08-27,2324775
2018-08-28,2343979
2018-08-29,2358499
2018-08-30,2406446
2018-08-31,2455574
2018-09-01,2488433
2018-09-02,2595600
2018-09-03,2639660
2018-09-04,2649369
2018-09-05,2602146
2018-09-06,2568430
2018-09-07,2517736
2018-09-08,2453611
2018-09-09,2380275
2018-09-10,2314801
2018-09-11,2269846
2018-09-12,2245642
2018-09-13,2211824
2018-09-14,2226240
2018-09-15,2227715
2018-09-16,2275885
2018-09-17,2284379
2018-09-18,2323379
2018-09-19,2335018
2018-09-20,2383841
2018-09-21,2387192
2018-09-22,2362047
2018-09-23,2426741
2018-09-24,2490819
2018-09-25,2592408
2018-09-26,2631033
2018-09-27,2570349
2018-09-28,2538297
2018-09-29,2457211
2018-09-30,2462252
2018-10-01,2495038
2018-10-02,2499138
2018-10-03,2465157
2018-10-04,2433397
2018-10-05,2400347
2018-10-06,2388099
2018-10-07,2368957
2018-10-08,2326451
2018-10-09,2334085
2018-10-10,2339839
2018-10-11,2335604
2018-10-12,2329771
2018-10-13,2312943
2018-10-14,2336290
2018-10-15,2312812
2018-10-16,2303723
2018-10-17,2277017
2018-10-18,2258735
2018-10-19,2245993
2018-10-20,2241226
2018-10-21,2263786
2018-10-22,2309779
2018-10-23,2338540
2018-10-24,2320825
2018-10-25,2322504
2018-10-26,2315310
2018-10-27,2337862
2018-10-28,2354175
2018-10-29,2326822
2018-10-30,2315103
2018-10-31,2289133
2018-11-01,2292536
2018-11-03,2310471
2018-11-04,2384335
2018-11-05,2398549
2018-11-06,2433272
2018-11-07,2443615
2018-11-08,2383240
2018-11-09,2372001
2018-11-10,2345113
2018-11-11,2341689
2018-11-12,2335459
2018-11-13,2317491
2018-11-14,2282841
2018-11-15,2231489
2018-11-16,2155530
2018-11-17,2146210
2018-11-18,2104296
2018-11-19,2093722
2018-11-20,2073458
2018-11-21,2051563
2018-11-22,2020499
2018-11-23,1988266
2018-11-24,1977641
2018-11-25,1950958
2018-11-26,1910214
2018-11-27,1900167
2018-11-28,1889557
2018-11-29,1940616
2018-12-01,2088314
2018-12-02,2099045
2018-12-03,2144001
2018-12-04,2129980
2018-12-05,2104529
2018-12-07,2047072
2018-12-09,2108004
2018-12-10,2118487
2018-12-11,2123801
2018-12-12,2148995
2018-12-13,2163597
2018-12-14,2140498
2018-12-15,2171036
2018-12-16,2159018
2018-12-17,2132645
2018-12-18,2138119
2018-12-19,2137669
2018-12-20,2118543
2018-12-21,2090810
2018-12-22,2090012
2018-12-23,2072356
