date_obj,Dragon%20sq%20shield%20ornament%20kit price
2015-11-10,38254
2015-11-11,37781
2015-11-12,37781
2015-11-13,37781
2015-11-14,36475
2015-11-15,36475
2015-11-16,36475
2015-11-17,35722
2015-11-18,35722
2015-11-19,35722
2015-11-20,34698
2015-11-21,34698
2015-11-22,34698
2015-11-23,34698
2015-11-24,33697
2015-11-25,33697
2015-11-26,33697
2015-11-27,33061
2015-11-28,33061
2015-11-29,32237
2015-11-30,32237
2015-12-01,32237
2015-12-02,30881
2015-12-03,30881
2015-12-04,30881
2015-12-05,31504
2015-12-06,31504
2015-12-07,31504
2015-12-08,31382
2015-12-09,31382
2015-12-10,31760
2015-12-11,31760
2015-12-12,33167
2015-12-13,33167
2015-12-14,33167
2015-12-15,34826
2015-12-16,34826
2015-12-17,34826
2015-12-18,36410
2015-12-19,36410
2015-12-20,38111
2015-12-21,38111
2015-12-22,39760
2015-12-23,39760
2015-12-24,41671
2015-12-25,41671
2015-12-26,41671
2015-12-27,43515
2015-12-28,43515
2015-12-29,45627
2015-12-30,45627
2015-12-31,47717
2016-01-01,47717
2016-01-02,47717
2016-01-03,50103
2016-01-04,50103
2016-01-05,52545
2016-01-06,52545
2016-01-07,52545
2016-01-08,55115
2016-01-09,55115
2016-01-10,55115
2016-01-11,57698
2016-01-12,57698
2016-01-13,57698
2016-01-14,60583
2016-01-15,60583
2016-01-16,63508
2016-01-17,63508
2016-01-18,66373
2016-01-19,66373
2016-01-20,66373
2016-01-21,69692
2016-01-22,69692
2016-01-23,69692
2016-01-24,73177
2016-01-25,73177
2016-01-26,76674
2016-01-27,76674
2016-01-28,76674
2016-01-29,80508
2016-01-30,80508
2016-01-31,80508
2016-02-01,83271
2016-02-02,83271
2016-02-03,83271
2016-02-04,84315
2016-02-05,84315
2016-02-06,83201
2016-02-07,83201
2016-02-08,83201
2016-02-09,80553
2016-02-10,80553
2016-02-11,77482
2016-02-12,77482
2016-02-13,74241
2016-02-14,74241
2016-02-15,70954
2016-02-16,70954
2016-02-17,67914
2016-02-18,67914
2016-02-19,66437
2016-02-20,66437
2016-02-21,64582
2016-02-22,64582
2016-02-23,64582
2016-02-24,63982
2016-02-25,63982
2016-02-26,66706
2016-02-27,66706
2016-02-28,66490
2016-02-29,66490
2016-03-01,66303
2016-03-02,66303
2016-03-03,66022
2016-03-04,66022
2016-03-05,65225
2016-03-06,65225
2016-03-07,64373
2016-03-08,64373
2016-03-09,62652
2016-03-10,62652
2016-03-11,61419
2016-03-12,61419
2016-03-13,59859
2016-03-14,59859
2016-03-15,58705
2016-03-16,58705
2016-03-17,58705
2016-03-18,56791
2016-03-19,56791
2016-03-20,55031
2016-03-21,55031
2016-03-22,55031
2016-03-23,53001
2016-03-24,53001
2016-03-25,51309
2016-03-26,51309
2016-03-27,51309
2016-03-28,49084
2016-03-29,49084
2016-03-30,49084
2016-03-31,48157
2016-04-01,48157
2016-04-02,45943
2016-04-04,45012
2016-04-05,45012
2016-04-06,43039
2016-04-07,43039
2016-04-08,40946
2016-04-09,40946
2016-04-10,38898
2016-04-11,38898
2016-04-12,38898
2016-04-13,36953
2016-04-14,36953
2016-04-15,35121
2016-04-16,35121
2016-04-17,33593
2016-04-18,32161
2016-04-19,32161
2016-04-20,30974
2016-04-21,30974
2016-04-22,30974
2016-04-23,29425
2016-04-24,29425
2016-04-25,28316
2016-04-26,28316
2016-04-27,27938
2016-04-28,27938
2016-04-29,27593
2016-04-30,27593
2016-05-01,26880
2016-05-02,26880
2016-05-03,27714
2016-05-04,27714
2016-05-05,28276
2016-05-06,28276
2016-05-07,29009
2016-05-08,29009
2016-05-09,29415
2016-05-10,29415
2016-05-11,30476
2016-05-12,30476
2016-05-13,32000
2016-05-14,32000
2016-05-15,33600
2016-05-16,33600
2016-05-17,35280
2016-05-18,35280
2016-05-19,37044
2016-05-22,38846
2016-05-23,40194
2016-05-24,40194
2016-05-25,39910
2016-05-26,39910
2016-05-27,38362
2016-05-28,38362
2016-05-29,36477
2016-05-30,36477
2016-05-31,36477
2016-06-01,36460
2016-06-02,36460
2016-06-03,36460
2016-06-04,37243
2016-06-05,37243
2016-06-06,38926
2016-06-07,38926
2016-06-08,40034
2016-06-09,40034
2016-06-10,41794
2016-06-11,41794
2016-06-12,43304
2016-06-13,43304
2016-06-14,44275
2016-06-15,44275
2016-06-16,44275
2016-06-17,44719
2016-06-18,44719
2016-06-19,44332
2016-06-20,44332
2016-06-21,44332
2016-06-22,44112
2016-06-23,44112
2016-06-24,42838
2016-06-25,42838
2016-06-26,42838
2016-06-27,41994
2016-06-28,41994
2016-06-29,40928
2016-06-30,40928
2016-07-01,39965
2016-07-02,39965
2016-07-03,39965
2016-07-04,40780
2016-07-05,40780
2016-07-06,41625
2016-07-07,41625
2016-07-08,43178
2016-07-09,43178
2016-07-10,43710
2016-07-11,43710
2016-07-12,44399
2016-07-13,44399
2016-07-14,45459
2016-07-15,45459
2016-07-16,46963
2016-07-17,46963
2016-07-18,46242
2016-07-23,45732
2016-07-24,45732
2016-07-25,45413
2016-07-26,45413
2016-07-27,45413
2016-07-28,45628
2016-07-29,45628
2016-07-30,45221
2016-07-31,45221
2016-08-01,45221
2016-08-02,45181
2016-08-03,45181
2016-08-04,45181
2016-08-05,45218
2016-08-06,45218
2016-08-07,44165
2016-08-08,44165
2016-08-09,43990
2016-08-10,43990
2016-08-11,43990
2016-08-12,44148
2016-08-13,44148
2016-08-14,44148
2016-08-15,44052
2016-08-16,44052
2016-08-17,44052
2016-08-18,44492
2016-08-19,44492
2016-08-20,44344
2016-08-21,44344
2016-08-22,44344
2016-08-23,45972
2016-08-24,45972
2016-08-25,45972
2016-08-26,45800
2016-08-28,45601
2016-08-31,44917
2016-09-01,44917
2016-09-02,44917
2016-09-03,44275
2016-09-04,44275
2016-09-05,44275
2016-09-06,44275
2016-09-07,44275
2016-09-08,44442
2016-09-09,44442
2016-09-10,44323
2016-09-11,44323
2016-09-12,44323
2016-09-13,42338
2016-09-14,42338
2016-09-15,42338
2016-09-16,42338
2016-09-17,41358
2016-09-18,41358
2016-09-19,41358
2016-09-20,41358
2016-09-21,42468
2016-09-22,42468
2016-09-23,42468
2016-09-24,43051
2016-09-25,43051
2016-09-26,43051
2016-09-27,42050
2016-09-28,42050
2016-09-29,42050
2016-09-30,40429
2016-10-01,40429
2016-10-02,40429
2016-10-03,40429
2016-10-04,38711
2016-10-05,38711
2016-10-06,38711
2016-10-07,37153
2016-10-08,37153
2016-10-09,37153
2016-10-10,35531
2016-10-11,35531
2016-10-12,34038
2016-10-13,34038
2016-10-14,32336
2016-10-15,32336
2016-10-16,31231
2016-10-17,31231
2016-10-18,31231
2016-10-19,30136
2016-10-20,30136
2016-10-21,29088
2016-10-22,29088
2016-10-23,29088
2016-10-24,27633
2016-10-25,27633
2016-10-26,26312
2016-10-27,26312
2016-10-28,26312
2016-10-29,24997
2016-10-30,24997
2016-10-31,24997
2016-11-01,23997
2016-11-02,23997
2016-11-03,22840
2016-11-04,22840
2016-11-05,22840
2016-11-06,21698
2016-11-07,21698
2016-11-08,20712
2016-11-09,20712
2016-11-10,20197
2016-11-11,20197
2016-11-12,20197
2016-11-13,20197
2016-11-14,19827
2016-11-15,19827
2016-12-07,16960
2016-12-08,16894
2016-12-09,16894
2016-12-10,16894
2016-12-11,16559
2016-12-12,16559
2016-12-13,16505
2016-12-14,16505
2016-12-15,16505
2016-12-16,17040
2016-12-17,17040
2016-12-18,17860
2016-12-19,17860
2016-12-20,18704
2016-12-21,18704
2016-12-22,18492
2016-12-23,18492
2016-12-24,17632
2016-12-25,17632
2016-12-26,17316
2016-12-27,17316
2016-12-28,16479
2016-12-29,16479
2016-12-30,15724
2016-12-31,15724
2017-01-01,14937
2017-01-02,14937
2017-01-03,14190
2017-01-04,14190
2017-01-05,13552
2017-01-06,13552
2017-01-07,12963
2017-01-08,12963
2017-01-09,12349
2017-01-10,12349
2017-01-11,12079
2017-01-12,12079
2017-01-13,11952
2017-01-14,11952
2017-01-15,12029
2017-01-16,12029
2017-01-17,11873
2017-01-18,11873
2017-01-19,11873
2017-01-20,11873
2017-01-21,11852
2017-01-22,11852
2017-01-23,11746
2017-01-27,11859
2017-01-28,11859
2017-01-29,11901
2017-01-30,11901
2017-01-31,11901
2017-02-01,11946
2017-02-02,11946
2017-02-03,11810
2017-02-04,11810
2017-02-05,11795
2017-02-06,11795
2017-02-07,11795
2017-02-08,11360
2017-02-09,11360
2017-02-10,10916
2017-02-11,10916
2017-02-12,10703
2017-02-13,10703
2017-02-14,10488
2017-02-15,10488
2017-02-16,10380
2017-02-18,10380
2017-02-19,10508
2017-02-20,10508
2017-02-21,10599
2017-02-22,10599
2017-02-23,10599
2017-02-24,10579
2017-02-25,10579
2017-02-26,10315
2017-02-27,10315
2017-02-28,10236
2017-03-01,10236
2017-03-02,10123
2017-03-03,10123
2017-03-04,10274
2017-03-05,10274
2017-03-06,10312
2017-03-07,10312
2017-03-08,10256
2017-03-09,10256
2017-03-10,10206
2017-03-11,10206
2017-03-12,9978
2017-03-13,9978
2017-03-14,9805
2017-03-15,9805
2017-03-16,9722
2017-03-17,9722
2017-03-18,9722
2017-03-19,9721
2017-03-20,9721
2017-03-21,9334
2017-03-22,9334
2017-03-23,9169
2017-03-24,9169
2017-03-25,9169
2017-03-26,8979
2017-03-27,8979
2017-03-28,8907
2017-03-29,8907
2017-03-30,9111
2017-03-31,9111
2017-04-01,9527
2017-04-02,9527
2017-04-03,9991
2017-04-04,9991
2017-04-12,11882
2017-04-13,11882
2017-04-14,12303
2017-04-15,12303
2017-04-16,12919
2017-04-17,12919
2017-04-18,13565
2017-04-19,13565
2017-04-20,14244
2017-04-21,14244
2017-04-22,14957
2017-04-23,14957
2017-04-24,15648
2017-04-25,16222
2017-04-26,16222
2017-04-27,16222
2017-04-28,17023
2017-04-29,17023
2017-04-30,17503
2017-05-01,17503
2017-05-02,18218
2017-05-03,18218
2017-05-04,18482
2017-05-05,18482
2017-05-06,18966
2017-05-07,18966
2017-05-08,19472
2017-05-09,19472
2017-05-10,19247
2017-05-11,19247
2017-05-12,18553
2017-05-13,18553
2017-05-14,17842
2017-05-16,17842
2017-05-17,17511
2017-05-18,17511
2017-05-19,17511
2017-05-20,17458
2017-05-21,17458
2017-05-22,17001
2017-05-23,17001
2017-05-24,16576
2017-05-25,16576
2017-05-26,16885
2017-05-27,16885
2017-05-28,16868
2017-05-29,16868
2017-05-30,16387
2017-05-31,16387
2017-06-01,16372
2017-06-02,16372
2017-06-03,16346
2017-06-04,16346
2017-06-05,16542
2017-06-06,16542
2017-06-07,16585
2017-06-08,16585
2017-06-09,16585
2017-06-10,17140
2017-06-11,17140
2017-06-12,17556
2017-06-13,17556
2017-06-14,18198
2017-06-15,18198
2017-06-16,18012
2017-06-17,18012
2017-06-18,17925
2017-06-19,17925
2017-06-20,18582
2017-06-21,18582
2017-06-22,18236
2017-06-23,18236
2017-06-24,18371
2017-06-25,18371
2017-06-26,18015
2017-06-27,18015
2017-06-28,17899
2017-06-29,17899
2017-06-30,17916
2017-07-01,17916
2017-07-02,17916
2017-07-03,18055
2017-07-04,18055
2017-07-05,18736
2017-07-06,18736
2017-07-07,19564
2017-07-08,19564
2017-07-13,21490
2017-07-14,22327
2017-07-15,22327
2017-07-16,22537
2017-07-17,22537
2017-07-18,22301
2017-07-19,22301
2017-07-20,22343
2017-07-21,22343
2017-07-22,22774
2017-07-23,22774
2017-07-24,23043
2017-07-25,23043
2017-07-26,23475
2017-07-27,23475
2017-07-28,23853
2017-07-29,23853
2017-07-30,24021
2017-07-31,24021
2017-08-01,24021
2017-08-02,23420
2017-08-03,23420
2017-08-04,23420
2017-08-05,22620
2017-08-06,22620
2017-08-09,21489
2017-08-10,20775
2017-08-11,20775
2017-08-12,20014
2017-08-13,20014
2017-08-14,19481
2017-08-15,19481
2017-08-16,18863
2017-08-17,18863
2017-08-18,18056
2017-08-19,18056
2017-08-20,17326
2017-08-21,17326
2017-08-22,17519
2017-08-23,17519
2017-08-24,17519
2017-08-25,17822
2017-08-26,17822
2017-08-27,17773
2017-08-28,17773
2017-08-29,17773
2017-08-30,18271
2017-08-31,18271
2017-09-01,18271
2017-09-03,18582
2017-09-04,18582
2017-09-05,19364
2017-09-06,19364
2017-09-07,19486
2017-09-08,19486
2017-09-09,18598
2017-09-10,18598
2017-09-11,18306
2017-09-12,18306
2017-09-13,18719
2017-09-14,18719
2017-09-15,19298
2017-09-16,19298
2017-09-17,19269
2017-09-18,19269
2017-09-19,19269
2017-09-20,18934
2017-09-21,18934
2017-09-22,18670
2017-09-23,18670
2017-09-24,18551
2017-09-25,18551
2017-09-26,17874
2017-09-27,17874
2017-09-28,17096
2017-09-29,17096
2017-09-30,16268
2017-10-01,16268
2017-10-02,15454
2017-10-03,15454
2017-10-04,15454
2017-10-05,14745
2017-10-06,14745
2017-10-07,14122
2017-10-08,14122
2017-10-09,13620
2017-10-10,13620
2017-10-11,12979
2017-10-12,12979
2017-10-13,12417
2017-10-14,12417
2017-10-15,12417
2017-10-16,12019
2017-10-17,12019
2017-10-18,12019
2017-10-19,12073
2017-10-20,12073
2017-10-21,12073
2017-10-22,11469
2017-10-23,11469
2017-10-24,10955
2017-10-25,10486
2017-10-26,10486
2017-10-27,10214
2017-10-28,10214
2017-10-29,9825
2017-10-30,9825
2017-10-31,9471
2017-11-01,9471
2017-11-02,9471
2017-11-03,9007
2017-11-04,8671
2017-11-05,8671
2017-11-06,8671
2017-11-07,8566
2017-11-08,8566
2017-11-09,8522
2017-11-10,8522
2017-11-11,8522
2017-11-12,8459
2017-11-13,8459
2017-11-14,8403
2017-11-15,8403
2017-11-16,8606
2017-11-17,8606
2017-11-18,8729
2017-11-19,8729
2017-11-20,8958
2017-11-21,8958
2017-11-22,9380
2017-11-23,9380
2017-11-24,9380
2017-11-25,9849
2017-11-26,9849
2017-11-27,9849
2017-11-28,10338
2017-11-29,10338
2017-11-30,10338
2017-12-01,10855
2017-12-02,10855
2017-12-03,10855
2017-12-04,11398
2017-12-05,11398
2017-12-06,11968
2017-12-07,11968
2017-12-08,12521
2017-12-09,12521
2017-12-10,13148
2017-12-11,13148
2017-12-12,13784
2017-12-13,13784
2017-12-14,14444
2017-12-15,14444
2017-12-16,15150
2017-12-17,15150
2017-12-18,15908
2017-12-19,15908
2017-12-20,15908
2017-12-21,15989
2017-12-22,15989
2017-12-23,15982
2017-12-24,15982
2017-12-25,15982
2017-12-26,16422
2017-12-27,16422
2017-12-28,16395
2017-12-29,16395
2017-12-30,16663
2017-12-31,16663
2018-01-01,16611
2018-01-02,16611
2018-01-03,17407
2018-01-04,17407
2018-01-05,17842
2018-01-06,17842
2018-01-07,18272
2018-01-08,18272
2018-01-09,17742
2018-01-10,17742
2018-01-11,17179
2018-01-12,17179
2018-01-13,16515
2018-01-14,16515
2018-01-15,15689
2018-01-16,14946
2018-01-17,14253
2018-01-18,14253
2018-01-19,14253
2018-01-20,13812
2018-01-21,13812
2018-01-22,13439
2018-01-23,13245
2018-01-25,13317
2018-01-26,13317
2018-01-27,12838
2018-01-28,12838
2018-01-29,12323
2018-01-30,12323
2018-01-31,11880
2018-02-01,11880
2018-02-02,11880
2018-02-03,11682
2018-02-04,11682
2018-02-05,11920
2018-02-06,11920
2018-02-07,12175
2018-02-08,12175
2018-02-09,12547
2018-02-10,12547
2018-02-11,12626
2018-02-12,12626
2018-02-13,12727
2018-02-14,12727
2018-02-15,12207
2018-02-16,12207
2018-02-17,11602
2018-02-18,11602
2018-02-19,11368
2018-02-20,11368
2018-02-21,10925
2018-02-22,10925
2018-02-23,10486
2018-02-24,10486
2018-02-25,10283
2018-02-26,10283
2018-02-27,10004
2018-02-28,10004
2018-03-01,10035
2018-03-02,10035
2018-03-03,9952
2018-03-04,9952
2018-03-05,9777
2018-03-06,9777
2018-03-07,10074
2018-03-09,9871
2018-03-10,9871
2018-03-11,9389
2018-03-12,9389
2018-03-13,9490
2018-03-14,9490
2018-03-15,9490
2018-03-16,9885
2018-03-17,9885
2018-03-18,10068
2018-03-20,10243
2018-03-21,10243
2018-03-23,10519
2018-03-24,10519
2018-03-25,10543
2018-03-26,10543
2018-03-27,10026
2018-03-28,10026
2018-03-29,9625
2018-03-30,9625
2018-03-31,9625
2018-04-01,9143
2018-04-02,9143
2018-04-03,9048
2018-04-04,9048
2018-04-05,9048
2018-04-06,8944
2018-04-07,8944
2018-04-08,8944
2018-04-09,9054
2018-04-10,9054
2018-04-11,8793
2018-04-12,8793
2018-04-13,8569
2018-04-14,8569
2018-04-15,8404
2018-04-16,8404
2018-04-17,8052
2018-04-18,8052
2018-04-19,8052
2018-04-20,7765
2018-04-21,7765
2018-04-22,7765
2018-04-23,7376
2018-04-24,7376
2018-04-25,7376
2018-04-26,7164
2018-04-27,7164
2018-04-28,6879
2018-04-29,6879
2018-04-30,6879
2018-05-01,6568
2018-05-03,6568
2018-05-04,6373
2018-05-05,6181
2018-05-07,6181
2018-05-08,6260
2018-05-09,6260
2018-05-10,6522
2018-05-11,6522
2018-05-12,6522
2018-05-13,6264
2018-05-14,6264
2018-05-15,5983
2018-05-16,5983
2018-05-17,5828
2018-05-18,5828
2018-05-19,5558
2018-05-20,5558
2018-05-21,5333
2018-05-22,5333
2018-05-23,5489
2018-05-24,5489
2018-05-25,5489
2018-05-26,5604
2018-05-27,5604
2018-05-28,5604
2018-05-29,5883
2018-05-30,5883
2018-05-31,6004
2018-06-01,6004
2018-06-02,6303
2018-06-03,6303
2018-06-04,6303
2018-06-05,6619
2018-06-06,6619
2018-06-07,6619
2018-06-08,6878
2018-06-09,6878
2018-06-10,6977
2018-06-11,6977
2018-06-12,6977
2018-06-13,7262
2018-06-14,7262
2018-06-15,7262
2018-06-16,7560
2018-06-17,7560
2018-06-18,7488
2018-06-19,7488
2018-06-20,7149
2018-06-21,7149
2018-06-22,6971
2018-06-23,6971
2018-06-24,6971
2018-06-25,6869
2018-06-26,6869
2018-06-27,6869
2018-06-28,6758
2018-06-29,6758
2018-06-30,6758
2018-07-01,6776
2018-07-02,6776
2018-07-03,6776
2018-07-04,6754
2018-07-05,6754
2018-07-06,6754
2018-07-07,6465
2018-07-08,6465
2018-07-09,6144
2018-07-10,6144
2018-07-11,5882
2018-07-12,5882
2018-07-13,5753
2018-07-14,5713
2018-07-15,5713
2018-07-16,5713
2018-07-17,5617
2018-07-18,5617
2018-07-19,5617
2018-07-20,5390
2018-07-21,5390
2018-07-22,5262
2018-07-23,5262
2018-07-24,5218
2018-07-25,5218
2018-07-26,5218
2018-07-27,5366
2018-07-28,5366
2018-07-29,5424
2018-07-30,5424
2018-07-31,5548
2018-08-01,5548
2018-08-02,5656
2018-08-03,5656
2018-08-04,5626
2018-08-05,5626
2018-08-06,5821
2018-08-07,5821
2018-08-08,5796
2018-08-09,5796
2018-08-10,5796
2018-08-11,5822
2018-08-12,5822
2018-08-14,5964
2018-08-16,5964
2018-08-17,5874
2018-08-18,5874
2018-08-19,5843
2018-08-20,5843
2018-08-21,5553
2018-08-22,5553
2018-08-23,5304
2018-08-24,5304
2018-08-25,5081
2018-08-26,5081
2018-08-27,5081
2018-08-28,5061
2018-08-29,5061
2018-08-30,5190
2018-08-31,5190
2018-09-01,5422
2018-09-02,5422
2018-09-03,5422
2018-09-04,5676
2018-09-05,5676
2018-09-06,5676
2018-09-07,5947
2018-09-08,5947
2018-09-09,6208
2018-09-10,6208
2018-09-11,6208
2018-09-12,6468
2018-09-13,6468
2018-09-14,6468
2018-09-15,6790
2018-09-16,6790
2018-09-17,6790
2018-09-18,7115
2018-09-19,7115
2018-09-20,7115
2018-09-21,7422
2018-09-22,7422
2018-09-23,7495
2018-09-24,7495
2018-09-25,7495
2018-09-26,7444
2018-09-27,7444
2018-09-28,7444
2018-09-29,7483
2018-09-30,7483
2018-10-01,7825
2018-10-02,7825
2018-10-03,7929
2018-10-04,7929
2018-10-05,7929
2018-10-06,8228
2018-10-07,8228
2018-10-08,8228
2018-10-09,8606
2018-10-10,8606
2018-10-11,8966
2018-10-12,8966
2018-10-13,9387
2018-10-14,9387
2018-10-15,9387
2018-10-16,9857
2018-10-17,9857
2018-10-18,10350
2018-10-19,10350
2018-10-20,10833
2018-10-21,10833
2018-10-22,11370
2018-10-23,11370
2018-10-24,11370
2018-10-25,11894
2018-10-26,11894
2018-10-27,12484
2018-10-28,12484
2018-10-29,13109
2018-10-30,13109
2018-10-31,13720
2018-11-01,13720
2018-11-03,14193
2018-11-04,13792
2018-11-05,14106
2018-11-06,14106
2018-11-07,14588
2018-11-08,14588
2018-11-09,15064
2018-11-10,15737
2018-11-11,15737
2018-11-12,16453
2018-11-13,17196
2018-11-14,17196
2018-11-15,18004
2018-11-16,18905
2018-11-17,18905
2018-11-18,19823
2018-11-19,19823
2018-11-20,20718
2018-11-21,20718
2018-11-22,21725
2018-11-23,21725
2018-11-24,22590
2018-11-25,23398
2018-11-26,23398
2018-11-27,24402
2018-11-28,24402
2018-11-29,25093
2018-12-01,25269
2018-12-02,25269
2018-12-03,26045
2018-12-04,26100
2018-12-05,26009
2018-12-07,26121
2018-12-09,26071
2018-12-10,25582
2018-12-11,25582
2018-12-12,24328
2018-12-13,23695
2018-12-14,23695
2018-12-15,22755
2018-12-16,22321
2018-12-17,22321
2018-12-18,21965
2018-12-19,21965
2018-12-20,21308
2018-12-21,21308
2018-12-22,20589
2018-12-23,19647
2018-12-24,18664
2018-12-25,18664
2018-12-26,17730
2018-12-27,16843
2018-12-28,16843
2018-12-29,16115
2018-12-30,16115
2018-12-31,15309
2019-01-01,15309
2019-01-02,14543
2019-01-03,14543
2019-01-04,13815
2019-01-05,13172
2019-01-06,12513
2019-01-08,11492
2019-01-10,10437
2019-01-11,9954
2019-01-12,9456
2019-01-13,9015
2019-01-14,8609
2019-01-15,8214
2019-01-16,8214
2019-01-17,7866
2019-01-18,7558
2019-01-19,7180
2019-01-20,6926
2019-01-21,6926
2019-01-22,6706
2019-01-23,6706
2019-01-24,6631
2019-01-25,6314
2019-01-26,6035
2019-01-27,5802
2019-01-28,5802
2019-01-29,5540
2019-01-30,5382
2019-01-31,5382
2019-02-01,5112
2019-02-02,5112
2019-02-03,5017
2019-02-04,5017
2019-02-05,4989
2019-02-06,4989
2019-02-07,5001
2019-02-08,5001
2019-02-09,5070
2019-02-10,5070
2019-02-11,5198
2019-02-12,5198
2019-02-13,5376
2019-02-14,5376
2019-02-15,5446
2019-02-16,5446
2019-02-17,5613
2019-02-18,5613
2019-02-19,5580
2019-02-20,5580
2019-02-21,5804
2019-02-22,5804
2019-02-23,6095
2019-02-24,6374
2019-02-25,6693
2019-02-26,6693
2019-02-27,6953
2019-02-28,6953
2019-03-01,6935
2019-03-02,6935
2019-03-03,6830
2019-03-04,6705
2019-03-05,6705
2019-03-06,6798
2019-03-07,6798
2019-03-08,6632
2019-03-09,6632
2019-03-10,6435
2019-03-11,6435
2019-03-12,6437
2019-03-13,6437
2019-03-14,6449
2019-03-15,6449
2019-03-16,6734
2019-03-17,6793
2019-03-18,6793
2019-03-19,6830
2019-03-20,6730
2019-03-21,6524
2019-03-22,6524
