date_obj,Pot%20of%20cornflour price
2015-11-27,15
2015-11-28,15
2015-11-29,15
2015-11-30,15
2015-12-01,15
2015-12-02,15
2015-12-03,15
2015-12-04,15
2015-12-05,15
2015-12-06,15
2015-12-07,15
2015-12-08,15
2015-12-09,15
2015-12-10,15
2015-12-11,15
2015-12-12,15
2015-12-13,15
2015-12-14,15
2015-12-15,16
2015-12-16,16
2015-12-17,16
2015-12-18,16
2015-12-19,16
2015-12-20,16
2015-12-21,16
2015-12-22,16
2015-12-23,16
2015-12-24,16
2015-12-25,16
2015-12-26,16
2015-12-27,16
2015-12-28,16
2015-12-29,16
2015-12-30,16
2015-12-31,16
2016-01-01,16
2016-01-02,16
2016-01-03,16
2016-01-04,17
2016-01-05,17
2016-01-06,17
2016-01-07,17
2016-01-08,17
2016-01-09,17
2016-01-10,17
2016-01-11,17
2016-01-12,17
2016-01-13,17
2016-01-14,17
2016-01-15,17
2016-01-16,17
2016-01-17,17
2016-01-18,17
2016-01-19,17
2016-01-20,17
2016-01-21,17
2016-01-22,17
2016-01-23,18
2016-01-24,18
2016-01-25,18
2016-01-26,18
2016-01-27,18
2016-01-28,18
2016-01-29,18
2016-01-30,18
2016-01-31,18
2016-02-01,18
2016-02-02,18
2016-02-03,18
2016-02-04,18
2016-02-05,18
2016-02-06,18
2016-02-07,18
2016-02-08,18
2016-02-09,18
2016-02-10,19
2016-02-11,19
2016-02-12,19
2016-02-13,19
2016-02-14,19
2016-02-15,19
2016-02-16,19
2016-02-17,19
2016-02-18,19
2016-02-19,19
2016-02-20,19
2016-02-21,19
2016-02-22,19
2016-02-23,19
2016-02-24,19
2016-02-25,19
2016-02-26,19
2016-02-27,19
2016-02-28,20
2016-02-29,20
2016-03-01,20
2016-03-02,20
2016-03-03,20
2016-03-04,20
2016-03-05,20
2016-03-06,20
2016-03-07,20
2016-03-08,20
2016-03-09,20
2016-03-10,20
2016-03-11,20
2016-03-12,20
2016-03-13,20
2016-03-14,20
2016-03-15,20
2016-03-16,20
2016-03-17,20
2016-03-18,20
2016-03-19,21
2016-03-20,21
2016-03-21,21
2016-03-22,21
2016-03-23,21
2016-03-24,21
2016-03-25,21
2016-03-26,21
2016-03-27,21
2016-03-28,21
2016-03-29,21
2016-03-30,21
2016-03-31,21
2016-04-01,21
2016-04-02,21
2016-04-03,21
2016-04-04,23
2016-04-05,23
2016-04-06,23
2016-04-07,23
2016-04-08,23
2016-04-09,23
2016-04-10,23
2016-04-11,23
2016-04-12,23
2016-04-14,23
2016-04-15,23
2016-04-16,23
2016-04-17,23
2016-04-18,25
2016-04-19,25
2016-04-20,25
2016-04-21,25
2016-04-22,25
2016-04-23,25
2016-04-24,25
2016-04-25,25
2016-04-26,25
2016-04-27,25
2016-04-28,25
2016-04-29,25
2016-04-30,27
2016-05-01,27
2016-05-02,27
2016-05-03,27
2016-05-04,27
2016-05-05,27
2016-05-06,27
2016-05-07,27
2016-05-08,27
2016-05-09,27
2016-05-10,27
2016-05-11,29
2016-05-12,29
2016-05-13,29
2016-05-14,29
2016-05-15,29
2016-05-16,29
2016-05-17,29
2016-05-18,29
2016-05-19,29
2016-05-22,29
2016-05-23,31
2016-05-24,31
2016-05-25,31
2016-05-26,31
2016-05-27,31
2016-05-28,31
2016-05-29,31
2016-05-30,31
2016-05-31,31
2016-06-01,31
2016-06-02,33
2016-06-03,33
2016-06-04,33
2016-06-05,33
2016-06-06,33
2016-06-07,33
2016-06-08,33
2016-06-09,33
2016-06-10,33
2016-06-11,33
2016-06-12,35
2016-06-13,35
2016-06-14,35
2016-06-15,35
2016-06-16,35
2016-06-17,35
2016-06-18,35
2016-06-19,35
2016-06-20,35
2016-06-21,35
2016-06-22,37
2016-06-23,37
2016-06-24,37
2016-06-25,37
2016-06-26,37
2016-06-27,37
2016-06-28,37
2016-06-29,37
2016-06-30,37
2016-07-01,37
2016-07-02,37
2016-07-03,37
2016-07-04,39
2016-07-05,39
2016-07-06,39
2016-07-07,39
2016-07-08,39
2016-07-09,39
2016-07-10,39
2016-07-11,39
2016-07-12,39
2016-07-13,39
2016-07-14,39
2016-07-15,39
2016-07-16,41
2016-07-17,41
2016-07-18,41
2016-07-23,41
2016-07-24,41
2016-07-25,41
2016-07-26,41
2016-07-27,41
2016-07-28,41
2016-07-29,44
2016-07-30,44
2016-07-31,44
2016-08-01,44
2016-08-02,44
2016-08-03,44
2016-08-04,44
2016-08-05,44
2016-08-06,44
2016-08-07,44
2016-08-08,44
2016-08-09,44
2016-08-10,44
2016-08-11,44
2016-08-12,44
2016-08-13,47
2016-08-14,47
2016-08-15,47
2016-08-16,47
2016-08-17,47
2016-08-18,47
2016-08-19,47
2016-08-20,47
2016-08-21,47
2016-08-22,47
2016-08-23,47
2016-08-24,47
2016-08-25,47
2016-08-26,47
2016-08-28,50
2016-08-31,50
2016-09-01,50
2016-09-02,50
2016-09-03,50
2016-09-04,50
2016-09-05,50
2016-09-06,50
2016-09-07,50
2016-09-08,50
2016-09-09,50
2016-09-10,50
2016-09-11,50
2016-09-12,50
2016-09-13,50
2016-09-14,50
2016-09-15,50
2016-09-16,53
2016-09-17,53
2016-09-18,53
2016-09-19,53
2016-09-20,53
2016-09-21,53
2016-09-22,53
2016-09-23,53
2016-09-24,53
2016-09-25,53
2016-09-26,53
2016-09-27,53
2016-09-28,53
2016-09-29,53
2016-09-30,53
2016-10-01,53
2016-10-02,53
2016-10-03,53
2016-10-04,56
2016-10-05,56
2016-10-06,56
2016-10-07,56
2016-10-08,56
2016-10-09,56
2016-10-10,56
2016-10-11,56
2016-10-12,56
2016-10-13,56
2016-10-14,56
2016-10-15,56
2016-10-16,56
2016-10-17,56
2016-10-18,56
2016-10-19,56
2016-10-20,56
2016-10-21,59
2016-10-22,59
2016-10-23,59
2016-10-24,59
2016-10-25,59
2016-10-26,59
2016-10-27,59
2016-10-28,59
2016-10-29,59
2016-10-30,59
2016-10-31,59
2016-11-01,59
2016-11-02,59
2016-11-03,59
2016-11-04,59
2016-11-05,59
2016-11-06,62
2016-11-07,62
2016-11-08,62
2016-11-09,62
2016-11-10,62
2016-11-11,62
2016-11-12,62
2016-11-13,62
2016-11-14,62
2016-12-07,69
2016-12-08,69
2016-12-09,69
2016-12-10,69
2016-12-11,69
2016-12-12,69
2016-12-13,69
2016-12-14,69
2016-12-15,69
2016-12-16,69
2016-12-17,72
2016-12-18,72
2016-12-19,72
2016-12-20,72
2016-12-21,72
2016-12-22,72
2016-12-23,72
2016-12-24,72
2016-12-25,72
2016-12-26,72
2016-12-27,72
2016-12-28,72
2016-12-29,72
2016-12-30,76
2016-12-31,76
2017-01-01,76
2017-01-02,76
2017-01-03,76
2017-01-04,76
2017-01-05,76
2017-01-06,76
2017-01-07,76
2017-01-08,76
2017-01-09,76
2017-01-10,76
2017-01-11,79
2017-01-12,79
2017-01-13,79
2017-01-14,79
2017-01-15,79
2017-01-16,79
2017-01-17,79
2017-01-18,79
2017-01-19,79
2017-01-20,79
2017-01-21,83
2017-01-22,83
2017-01-27,83
2017-01-28,83
2017-01-29,83
2017-01-30,83
2017-01-31,83
2017-02-01,88
2017-02-02,88
2017-02-03,88
2017-02-04,88
2017-02-05,88
2017-02-06,88
2017-02-07,88
2017-02-08,88
2017-02-09,88
2017-02-10,88
2017-02-11,88
2017-02-12,88
2017-02-13,92
2017-02-14,92
2017-02-15,92
2017-02-16,92
2017-02-18,92
2017-02-19,92
2017-02-20,92
2017-02-21,92
2017-02-22,92
2017-02-23,92
2017-02-24,92
2017-02-25,96
2017-02-26,96
2017-02-27,96
2017-02-28,96
2017-03-01,96
2017-03-02,96
2017-03-03,96
2017-03-04,96
2017-03-05,96
2017-03-06,96
2017-03-07,96
2017-03-08,96
2017-03-09,96
2017-03-10,100
2017-03-11,100
2017-03-12,100
2017-03-13,100
2017-03-14,100
2017-03-15,100
2017-03-16,100
2017-03-17,100
2017-03-18,100
2017-03-19,100
2017-03-20,105
2017-03-21,105
2017-03-22,105
2017-03-23,105
2017-03-24,105
2017-03-25,105
2017-03-26,105
2017-03-27,105
2017-03-28,105
2017-03-29,105
2017-03-30,105
2017-03-31,105
2017-04-01,105
2017-04-02,111
2017-04-03,111
2017-04-04,111
2017-04-12,111
2017-04-13,111
2017-04-14,111
2017-04-15,115
2017-04-16,115
2017-04-17,115
2017-04-18,115
2017-04-19,115
2017-04-20,115
2017-04-21,115
2017-04-22,115
2017-04-23,115
2017-04-24,115
2017-04-25,115
2017-04-26,115
2017-04-27,115
2017-04-28,115
2017-04-29,120
2017-04-30,120
2017-05-01,120
2017-05-02,120
2017-05-03,120
2017-05-04,120
2017-05-05,120
2017-05-06,120
2017-05-07,120
2017-05-08,120
2017-05-09,120
2017-05-10,120
2017-05-11,120
2017-05-12,125
2017-05-13,125
2017-05-14,125
2017-05-15,125
2017-05-16,125
2017-05-17,125
2017-05-18,125
2017-05-19,125
2017-05-20,125
2017-05-21,125
2017-05-22,125
2017-05-23,125
2017-05-24,125
2017-05-25,125
2017-05-26,131
2017-05-27,131
2017-05-28,131
2017-05-29,131
2017-05-30,131
2017-05-31,131
2017-06-01,131
2017-06-02,131
2017-06-03,131
2017-06-06,131
2017-06-07,131
2017-06-08,138
2017-06-09,138
2017-06-10,138
2017-06-11,138
2017-06-12,138
2017-06-13,138
2017-06-14,138
2017-06-15,138
2017-06-16,138
2017-06-17,138
2017-06-18,138
2017-06-19,138
2017-06-20,143
2017-06-21,143
2017-06-22,143
2017-06-23,143
2017-06-24,143
2017-06-25,143
2017-06-26,143
2017-06-27,143
2017-06-28,143
2017-06-29,143
2017-06-30,143
2017-07-01,143
2017-07-02,143
2017-07-03,150
2017-07-04,150
2017-07-05,150
2017-07-06,150
2017-07-07,150
2017-07-08,150
2017-07-13,150
2017-07-14,150
2017-07-15,150
2017-07-16,150
2017-07-17,157
2017-07-18,157
2017-07-19,157
2017-07-20,157
2017-07-21,157
2017-07-22,157
2017-07-23,157
2017-07-24,157
2017-07-25,157
2017-07-26,157
2017-07-27,157
2017-07-28,157
2017-07-29,157
2017-07-30,165
2017-07-31,165
2017-08-01,165
2017-08-02,165
2017-08-03,165
2017-08-04,165
2017-08-05,165
2017-08-06,165
2017-08-09,165
2017-08-10,165
2017-08-11,172
2017-08-12,172
2017-08-13,172
2017-08-14,172
2017-08-15,172
2017-08-17,172
2017-08-18,172
2017-08-19,172
2017-08-20,172
2017-08-22,172
2017-08-23,172
2017-08-24,172
2017-08-25,172
2017-08-26,180
2017-08-27,180
2017-08-28,180
2017-08-29,180
2017-08-30,180
2017-08-31,180
2017-09-01,180
2017-09-02,180
2017-09-03,180
2017-09-04,180
2017-09-05,180
2017-09-06,180
2017-09-07,180
2017-09-08,180
2017-09-09,187
2017-09-10,187
2017-09-11,187
2017-09-12,187
2017-09-13,187
2017-09-14,187
2017-09-15,187
2017-09-16,187
2017-09-17,187
2017-09-19,187
2017-09-20,187
2017-09-21,187
2017-09-22,196
2017-09-23,196
2017-09-24,196
2017-09-25,196
2017-09-26,196
2017-09-27,196
2017-09-28,196
2017-09-29,196
2017-09-30,196
2017-10-01,196
2017-10-02,196
2017-10-03,196
2017-10-04,196
2017-10-05,196
2017-10-06,196
2017-10-07,205
2017-10-08,205
2017-10-09,205
2017-10-10,205
2017-10-11,205
2017-10-12,205
2017-10-13,205
2017-10-14,205
2017-10-15,205
2017-10-16,205
2017-10-17,205
2017-10-18,205
2017-10-19,205
2017-10-20,215
2017-10-21,215
2017-10-22,215
2017-10-23,215
2017-10-24,215
2017-10-25,215
2017-10-26,215
2017-10-27,215
2017-10-28,215
2017-10-29,215
2017-10-30,215
2017-10-31,215
2017-11-01,215
2017-11-02,224
2017-11-03,224
2017-11-04,224
2017-11-05,224
2017-11-06,224
2017-11-07,224
2017-11-08,224
2017-11-09,224
2017-11-10,224
2017-11-11,224
2017-11-12,224
2017-11-13,224
2017-11-14,224
2017-11-15,224
2017-11-16,224
2017-11-17,233
2017-11-18,233
2017-11-19,233
2017-11-20,233
2017-11-21,233
2017-11-22,233
2017-11-23,233
2017-11-24,233
2017-11-25,233
2017-11-26,233
2017-11-27,233
2017-11-28,233
2017-11-29,233
2017-11-30,233
2017-12-01,242
2017-12-02,242
2017-12-03,242
2017-12-04,242
2017-12-05,242
2017-12-06,242
2017-12-07,242
2017-12-08,242
2017-12-09,242
2017-12-10,242
2017-12-11,242
2017-12-12,242
2017-12-14,242
2017-12-15,254
2017-12-16,254
2017-12-17,254
2017-12-18,254
2017-12-19,254
2017-12-20,254
2017-12-21,254
2017-12-22,254
2017-12-23,254
2017-12-24,254
2017-12-25,254
2017-12-26,254
2017-12-27,254
2017-12-28,266
2017-12-29,266
2017-12-30,266
2017-12-31,266
2018-01-01,266
2018-01-02,266
2018-01-03,266
2018-01-04,266
2018-01-05,266
2018-01-06,266
2018-01-07,266
2018-01-08,278
2018-01-09,278
2018-01-10,278
2018-01-11,278
2018-01-12,278
2018-01-13,278
2018-01-14,278
2018-01-15,278
2018-01-16,278
2018-01-17,278
2018-01-18,290
2018-01-19,290
2018-01-20,290
2018-01-21,290
2018-01-22,290
2018-01-23,290
2018-01-24,305
2018-01-25,305
2018-01-26,305
2018-01-27,305
2018-01-28,305
2018-01-29,305
2018-01-31,321
2018-02-01,321
2018-02-02,321
2018-02-03,321
2018-02-04,337
2018-02-05,337
2018-02-06,337
2018-02-07,337
2018-02-08,337
2018-02-09,337
2018-02-10,337
2018-02-11,349
2018-02-12,349
2018-02-13,349
2018-02-14,349
2018-02-15,366
2018-02-16,366
2018-02-17,385
2018-02-18,385
2018-02-19,396
2018-02-20,396
2018-02-21,396
2018-02-22,415
2018-02-23,415
2018-02-24,415
2018-02-25,436
2018-02-26,436
2018-02-27,452
2018-02-28,452
2018-03-01,452
2018-03-02,475
2018-03-03,475
2018-03-05,497
2018-03-06,497
2018-03-07,519
2018-03-08,519
2018-03-09,543
2018-03-10,543
2018-03-11,565
2018-03-12,565
2018-03-13,592
2018-03-14,592
2018-03-15,592
2018-03-16,621
2018-03-17,621
2018-03-18,632
2018-03-19,632
2018-03-20,662
2018-03-21,662
2018-03-23,687
2018-03-24,687
2018-03-26,711
2018-03-27,746
2018-03-28,746
2018-03-29,746
2018-03-30,764
2018-03-31,764
2018-04-01,797
2018-04-02,797
2018-04-03,818
2018-04-04,818
2018-04-05,818
2018-04-06,856
2018-04-08,856
2018-04-09,898
2018-04-10,898
2018-04-11,898
2018-04-12,938
2018-04-13,938
2018-04-14,938
2018-04-15,985
2018-04-16,985
2018-04-17,1027
2018-04-18,1027
2018-04-19,1027
2018-04-20,985
2018-04-21,985
2018-04-22,985
2018-04-23,1014
2018-04-24,1014
2018-04-25,1014
2018-04-26,1064
2018-04-27,1064
2018-04-28,1064
2018-04-29,1104
2018-04-30,1104
2018-05-01,1084
2018-05-02,1084
2018-05-03,1084
2018-05-04,1084
2018-05-05,1040
2018-05-06,1040
2018-05-07,1040
2018-05-08,1068
2018-05-09,1068
2018-05-10,1068
2018-05-11,1077
2018-05-12,1077
2018-05-13,1077
2018-05-14,1079
2018-05-15,1079
2018-05-16,1079
2018-05-17,1129
2018-05-18,1129
2018-05-19,1100
2018-05-20,1100
2018-05-21,1049
2018-05-22,1049
2018-05-23,1049
2018-05-24,996
2018-05-25,996
2018-05-26,946
2018-05-27,946
2018-05-28,898
2018-05-29,898
2018-05-30,898
2018-05-31,856
2018-06-01,856
2018-06-02,813
2018-06-03,813
2018-06-04,813
2018-06-05,816
2018-06-06,816
2018-06-07,816
2018-06-08,847
2018-06-09,847
2018-06-10,882
2018-06-11,882
2018-06-12,882
2018-06-13,925
2018-06-14,925
2018-06-15,966
2018-06-16,966
2018-06-17,1008
2018-06-18,1008
2018-06-19,1059
2018-06-20,1059
2018-06-21,1059
2018-06-22,1048
2018-06-23,1048
2018-06-24,1006
2018-06-25,1006
2018-06-26,1006
2018-06-27,1012
2018-06-28,1012
2018-06-29,1053
2018-06-30,1053
2018-07-01,1096
2018-07-02,1096
2018-07-03,1096
2018-07-04,1135
2018-07-05,1135
2018-07-06,1191
2018-07-07,1191
2018-07-08,1213
2018-07-09,1213
2018-07-10,1271
2018-07-11,1271
2018-07-12,1271
2018-07-13,1323
2018-07-14,1323
2018-07-15,1374
2018-07-16,1374
2018-07-17,1420
2018-07-18,1420
2018-07-19,1420
2018-07-20,1388
2018-07-21,1388
2018-07-22,1456
2018-07-23,1525
2018-07-24,1525
2018-07-25,1525
2018-07-26,1497
2018-07-27,1497
2018-07-28,1561
2018-07-29,1561
2018-07-30,1632
2018-07-31,1681
2018-08-01,1681
2018-08-02,1670
2018-08-03,1670
2018-08-04,1586
2018-08-05,1586
2018-08-06,1664
2018-08-07,1664
2018-08-08,1731
2018-08-09,1731
2018-08-10,1731
2018-08-11,1789
2018-08-12,1789
2018-08-14,1777
2018-08-16,1846
2018-08-17,1893
2018-08-18,1893
2018-08-19,1815
2018-08-20,1788
2018-08-21,1788
2018-08-22,1808
2018-08-23,1808
2018-08-24,1874
2018-08-25,1874
2018-08-26,1961
2018-08-27,1961
2018-08-28,2047
2018-08-29,2047
2018-08-30,2047
2018-08-31,2046
2018-09-01,2046
2018-09-02,2142
2018-09-03,2142
2018-09-04,2226
2018-09-05,2226
2018-09-06,2226
2018-09-07,2114
2018-09-08,2114
2018-09-09,2053
2018-09-10,2053
2018-09-11,2038
2018-09-12,2038
2018-09-13,2085
2018-09-14,2085
2018-09-15,2062
2018-09-16,2062
2018-09-17,2062
2018-09-18,2101
2018-09-19,2101
2018-09-20,2097
2018-09-21,2097
2018-09-22,2124
2018-09-23,2124
2018-09-24,2206
2018-09-25,2206
2018-09-26,2247
2018-09-27,2247
2018-09-28,2192
2018-09-29,2192
2018-09-30,2170
2018-10-02,2061
2018-10-03,2061
2018-10-04,2019
2018-10-05,2019
2018-10-06,2085
2018-10-07,2085
2018-10-08,2072
2018-10-09,2072
2018-10-10,2057
2018-10-11,2057
2018-10-12,1962
2018-10-13,1962
2018-10-14,1863
2018-10-15,1863
2018-10-16,1769
2018-10-17,1769
2018-10-18,1680
2018-10-19,1680
2018-10-20,1596
2018-10-21,1596
2018-10-22,1516
2018-10-23,1516
2018-10-24,1477
2018-10-25,1477
2018-10-26,1484
2018-10-27,1484
2018-10-28,1528
2018-10-29,1528
2018-10-30,1528
2018-10-31,1474
2018-11-01,1474
2018-11-03,1414
2018-11-04,1468
2018-11-05,1446
2018-11-06,1446
2018-11-07,1393
2018-11-08,1393
2018-11-09,1323
2018-11-10,1298
2018-11-11,1298
2018-11-12,1336
2018-11-13,1336
2018-11-15,1389
2018-11-16,1401
2018-11-17,1401
2018-11-18,1338
2018-11-19,1338
2018-11-20,1271
2018-11-21,1271
2018-11-22,1234
2018-11-23,1234
2018-11-24,1236
2018-11-25,1235
2018-11-26,1235
2018-11-27,1277
2018-11-28,1289
2018-11-29,1280
2018-12-01,1235
2018-12-02,1173
2018-12-03,1173
2018-12-04,1114
2018-12-05,1058
2018-12-09,1024
2018-12-10,1046
2018-12-11,1046
2018-12-13,1000
2018-12-14,1000
2018-12-15,995
2018-12-16,999
2018-12-17,999
2018-12-18,1007
2018-12-19,1007
2018-12-20,1016
2018-12-21,1053
2018-12-22,1053
2018-12-23,1082
2018-12-24,1115
2018-12-25,1115
2018-12-26,1148
2018-12-27,1161
2018-12-28,1161
2018-12-29,1152
2018-12-30,1152
2018-12-31,1166
2019-01-01,1166
2019-01-02,1179
2019-01-03,1230
2019-01-04,1204
2019-01-05,1217
2019-01-06,1254
2019-01-08,1249
2019-01-10,1126
2019-01-11,1077
2019-01-12,1046
2019-01-13,1072
2019-01-14,1076
2019-01-15,1053
2019-01-16,1000
2019-01-17,1000
2019-01-18,1038
2019-01-19,1061
2019-01-20,1100
2019-01-21,1116
2019-01-22,1149
2019-01-23,1156
2019-01-24,1145
2019-01-25,1195
2019-01-26,1246
2019-01-27,1289
2019-01-28,1300
2019-01-29,1296
2019-01-30,1293
2019-01-31,1293
2019-02-01,1247
2019-02-02,1184
2019-02-03,1151
2019-02-04,1151
2019-02-05,1151
2019-02-06,1151
2019-02-07,1199
2019-02-08,1241
2019-02-09,1253
2019-02-10,1305
2019-02-11,1351
2019-02-12,1408
2019-02-13,1411
2019-02-14,1411
2019-02-15,1340
2019-02-16,1273
2019-02-17,1282
2019-02-18,1308
2019-02-19,1329
2019-02-20,1352
2019-02-21,1370
2019-02-22,1437
2019-02-23,1501
2019-02-24,1502
2019-02-25,1468
2019-02-26,1394
2019-02-27,1324
2019-02-28,1324
2019-03-01,1257
2019-03-02,1202
2019-03-03,1197
2019-03-04,1137
2019-03-05,1080
2019-03-06,1065
2019-03-07,1044
2019-03-08,1044
2019-03-09,1005
2019-03-10,1040
2019-03-11,1086
2019-03-12,1140
2019-03-13,1140
2019-03-14,1187
2019-03-15,1246
2019-03-16,1283
2019-03-17,1291
2019-03-18,1291
2019-03-19,1342
2019-03-20,1356
2019-03-21,1392
2019-03-22,1439
2019-03-23,1500
2019-03-24,1505
2019-03-25,1505
2019-03-26,1577
2019-03-27,1577
2019-03-28,1621
2019-03-29,1544
2019-03-30,1544
2019-03-31,1483
2019-04-01,1436
2019-04-02,1413
2019-04-03,1361
2019-04-04,1420
2019-04-05,1371
2019-04-06,1343
2019-04-07,1360
2019-04-08,1376
2019-04-09,1331
2019-04-10,1264
2019-04-11,1200
2019-04-12,1151
2019-04-13,1159
2019-04-14,1207
2019-04-15,1207
2019-04-16,1222
2019-04-17,1282
2019-04-18,1284
2019-04-19,1219
2019-04-20,1194
2019-04-21,1160
2019-04-22,1210
2019-04-23,1269
2019-04-24,1326
2019-04-25,1365
2019-04-26,1409
2019-04-27,1410
2019-04-28,1471
2019-04-29,1527
2019-04-30,1530
2019-05-01,1530
2019-05-02,1494
2019-05-03,1528
2019-05-04,1571
2019-05-05,1597
2019-05-06,1634
2019-05-07,1642
2019-05-08,1586
2019-05-09,1586
2019-05-10,1631
2019-05-11,1639
2019-05-12,1664
2019-05-13,1635
2019-05-14,1563
2019-05-15,1563
2019-05-16,1588
2019-05-17,1588
2019-05-18,1532
2019-05-19,1455
2019-05-20,1458
2019-05-21,1458
2019-05-22,1522
2019-05-23,1574
2019-05-24,1519
2019-05-25,1580
2019-05-26,1585
2019-05-27,1590
2019-05-28,1554
2019-05-29,1476
2019-05-30,1403
2019-05-31,1350
2019-06-01,1282
2019-06-02,1218
2019-06-03,1157
2019-06-04,1100
2019-06-05,1109
2019-06-06,1053
2019-06-07,1008
2019-06-08,1007
2019-06-09,1004
2019-06-10,1004
2019-06-11,993
2019-06-12,950
2019-06-13,947
2019-06-14,965
2019-06-15,965
2019-06-16,1008
2019-06-17,1016
2019-06-18,1016
2019-06-19,1020
2019-06-20,1014
2019-06-21,988
2019-06-22,988
2019-06-23,1031
2019-06-24,1031
2019-06-25,1046
2019-06-26,1068
2019-06-27,1114
2019-06-28,1114
2019-06-29,1136
2019-06-30,1156
2019-07-01,1156
2019-07-02,1191
2019-07-03,1247
2019-07-04,1247
2019-07-05,1236
2019-07-06,1201
2019-07-07,1216
2019-07-08,1272
2019-07-09,1322
2019-07-10,1376
2019-07-11,1346
2019-07-12,1295
2019-07-13,1230
2019-07-14,1168
2019-07-15,1110
2019-07-16,1054
2019-07-17,1001
2019-07-18,950
2019-07-19,902
2019-07-20,856
2019-07-21,813
2019-07-22,772
2019-07-23,733
2019-07-24,698
2019-07-25,663
2019-07-26,630
2019-07-27,598
2019-07-28,568
