date_obj,Dwarven%20stout(m) price
2016-09-06,12728
2016-09-07,12728
2016-09-08,12728
2016-09-09,12575
2016-09-10,12575
2016-09-11,12575
2016-09-12,12395
2016-09-13,12395
2016-09-14,12395
2016-09-15,12114
2016-09-16,12114
2016-09-17,12114
2016-09-18,12051
2016-09-19,12051
2016-09-20,12051
2016-09-21,12392
2016-09-22,12392
2016-09-23,13012
2016-09-24,13012
2016-09-25,13012
2016-09-26,13613
2016-09-27,13613
2016-09-28,13613
2016-09-29,14005
2016-09-30,14005
2016-10-01,14285
2016-10-02,14285
2016-10-03,14285
2016-10-04,13755
2016-10-05,13755
2016-10-06,13755
2016-10-07,13251
2016-10-08,13251
2016-10-09,13047
2016-10-10,13047
2016-10-11,13047
2016-10-12,12917
2016-10-13,12917
2016-10-14,12708
2016-10-15,12708
2016-10-16,12882
2016-10-17,12882
2016-10-18,12860
2016-10-19,12860
2016-10-20,12860
2016-10-21,13049
2016-10-22,13049
2016-10-23,13139
2016-10-24,13139
2016-10-25,13139
2016-10-26,13079
2016-10-27,13079
2016-10-28,13079
2016-10-29,13070
2016-10-30,13070
2016-10-31,13099
2016-11-01,13099
2016-11-02,13099
2016-11-03,13090
2016-11-04,13090
2016-11-05,12927
2016-11-06,12927
2016-11-07,13111
2016-11-08,13111
2016-11-09,13352
2016-11-10,13352
2016-11-11,13352
2016-11-12,13263
2016-11-13,13263
2016-11-14,13286
2016-11-15,13286
2016-12-07,17273
2016-12-08,17273
2016-12-09,16538
2016-12-10,16538
2016-12-11,15914
2016-12-12,15914
2016-12-13,15701
2016-12-14,15701
2016-12-15,15336
2016-12-16,15336
2016-12-17,14814
2016-12-18,14814
2016-12-19,14814
2016-12-20,14090
2016-12-21,14090
2016-12-22,13530
2016-12-23,13530
2016-12-24,12925
2016-12-25,12925
2016-12-26,12798
2016-12-27,12798
2016-12-28,12536
2016-12-29,12536
2016-12-30,12053
2016-12-31,12053
2017-01-01,11460
2017-01-02,11001
2017-01-03,11001
2017-01-04,10450
2017-01-05,10450
2017-01-06,9940
2017-01-07,9475
2017-01-08,9475
2017-01-09,9001
2017-01-10,9001
2017-01-11,8550
2017-01-12,8361
2017-01-13,8361
2017-01-14,8216
2017-01-15,8216
2017-01-16,8081
2017-01-17,8094
2017-01-18,8094
2017-01-19,8336
2017-01-20,8336
2017-01-21,8747
2017-01-22,8747
2017-01-23,9185
2017-01-27,9858
2017-01-28,9762
2017-01-29,9762
2017-01-30,9763
2017-01-31,9763
2017-02-01,9946
2017-02-02,9946
2017-02-03,10421
2017-02-04,10943
2017-02-05,10943
2017-02-06,10952
2017-02-07,10952
2017-02-08,10519
2017-02-09,10519
2017-02-10,10203
2017-02-11,10362
2017-02-12,10362
2017-02-13,10476
2017-02-14,10494
2017-02-15,10494
2017-02-16,10489
2017-02-18,10212
2017-02-19,10172
2017-02-20,10172
2017-02-21,10019
2017-02-22,10019
2017-02-23,10040
2017-02-24,10040
2017-02-25,9828
2017-02-26,9828
2017-02-27,9903
2017-02-28,9903
2017-03-01,9808
2017-03-02,9808
2017-03-03,9716
2017-03-04,9554
2017-03-05,9554
2017-03-06,9454
2017-03-07,9454
2017-03-08,9404
2017-03-09,9404
2017-03-10,8945
2017-03-11,8843
2017-03-12,8843
2017-03-13,8751
2017-03-14,8751
2017-03-15,8667
2017-03-16,8667
2017-03-17,8541
2017-03-18,8541
2017-03-19,8516
2017-03-20,8444
2017-03-21,8444
2017-03-22,8429
2017-03-23,8429
2017-03-24,8711
2017-03-25,8711
2017-03-26,8930
2017-03-27,8930
2017-03-28,9131
2017-03-29,9131
2017-03-30,9212
2017-03-31,9212
2017-04-01,9156
2017-04-02,9156
2017-04-03,8961
2017-04-04,8961
2017-04-12,8234
2017-04-13,8241
2017-04-14,8241
2017-04-15,8152
2017-04-16,7963
2017-04-17,7931
2017-04-18,7931
2017-04-19,8171
2017-04-20,8171
2017-04-21,8215
2017-04-22,8215
2017-04-23,8545
2017-04-24,8545
2017-04-25,8613
2017-04-26,8613
2017-04-27,8842
2017-04-28,8842
2017-04-29,9091
2017-04-30,9091
2017-05-01,9264
2017-05-02,9264
2017-05-03,9310
2017-05-04,9310
2017-05-05,9366
2017-05-06,9366
2017-05-07,9362
2017-05-08,9362
2017-05-09,9231
2017-05-10,9231
2017-05-11,9267
2017-05-12,9244
2017-05-13,9138
2017-05-14,9138
2017-05-15,9327
2017-05-16,9617
2017-05-17,9617
2017-05-18,10053
2017-05-19,10053
2017-05-20,10554
2017-05-21,10554
2017-05-22,11082
2017-05-23,11082
2017-05-24,11637
2017-05-25,11637
2017-05-26,12219
2017-05-27,12219
2017-05-28,12757
2017-05-29,12757
2017-05-30,13395
2017-05-31,13395
2017-06-01,13952
2017-06-02,13952
2017-06-03,13989
2017-06-04,14689
2017-06-05,14689
2017-06-06,15111
2017-06-07,15111
2017-06-08,15618
2017-06-09,15618
2017-06-10,14911
2017-06-11,14911
2017-06-12,14223
2017-06-13,13668
2017-06-14,13668
2017-06-15,13244
2017-06-16,13244
2017-06-17,12699
2017-06-18,12699
2017-06-19,12260
2017-06-20,12073
2017-06-21,12073
2017-06-22,12161
2017-06-23,12161
2017-06-24,12143
2017-06-25,12143
2017-06-26,12148
2017-06-27,12142
2017-06-28,12142
2017-06-29,12125
2017-06-30,12125
2017-07-01,12037
2017-07-02,12037
2017-07-03,12137
2017-07-04,12137
2017-07-05,12477
2017-07-06,12477
2017-07-07,12530
2017-07-08,12530
2017-07-13,12488
2017-07-14,13065
2017-07-15,13065
2017-07-16,13458
2017-07-17,13883
2017-07-18,13883
2017-07-19,14321
2017-07-20,14321
2017-07-21,14638
2017-07-22,14638
2017-07-23,14619
2017-07-24,14619
2017-07-25,14461
2017-07-26,14461
2017-07-27,14282
2017-07-28,14282
2017-07-29,13868
2017-07-30,13577
2017-07-31,13577
2017-08-01,13531
2017-08-02,13189
2017-08-03,13189
2017-08-04,12749
2017-08-05,12456
2017-08-06,12456
2017-08-09,12079
2017-08-10,12079
2017-08-11,12015
2017-08-12,12015
2017-08-13,12117
2017-08-14,12117
2017-08-15,12016
2017-08-16,12016
2017-08-17,12002
2017-08-18,12002
2017-08-19,12074
2017-08-20,11821
2017-08-21,11821
2017-08-22,11993
2017-08-23,11993
2017-08-24,11955
2017-08-25,11955
2017-08-26,12007
2017-08-27,12007
2017-08-28,11744
2017-08-29,11744
2017-08-30,11532
2017-08-31,11532
2017-09-01,11485
2017-09-03,11147
2017-09-04,10931
2017-09-05,10565
2017-09-06,10565
2017-09-07,10314
2017-09-08,10314
2017-09-09,10250
2017-09-10,10250
2017-09-11,10210
2017-09-12,10210
2017-09-13,9943
2017-09-14,9943
2017-09-15,9949
2017-09-16,9949
2017-09-17,9867
2017-09-18,9867
2017-09-19,9819
2017-09-20,9819
2017-09-21,9677
2017-09-22,9677
2017-09-23,9614
2017-09-24,9614
2017-09-25,9659
2017-09-26,9659
2017-09-27,9927
2017-09-28,9927
2017-09-29,10356
2017-09-30,10356
2017-10-01,10659
2017-10-02,10659
2017-10-03,10909
2017-10-04,10909
2017-10-05,11169
2017-10-06,11169
2017-10-07,11387
2017-10-08,11387
2017-10-09,11423
2017-10-10,11423
2017-10-11,11638
2017-10-12,11638
2017-10-13,12135
2017-10-14,12135
2017-10-15,12459
2017-10-16,12750
2017-10-17,12750
2017-10-18,12956
2017-10-19,12956
2017-10-20,12928
2017-10-21,12928
2017-10-22,12859
2017-10-23,12859
2017-10-24,12850
2017-10-25,12850
2017-10-26,13151
2017-10-27,13151
2017-10-28,13151
2017-10-29,13458
2017-10-30,13458
2017-10-31,13084
2017-11-01,13084
2017-11-02,12897
2017-11-03,12897
2017-11-04,12431
2017-11-05,12431
2017-11-06,11886
2017-11-07,11886
2017-11-08,11520
2017-11-09,11520
2017-11-10,11315
2017-11-11,11315
2017-11-12,11033
2017-11-13,11033
2017-11-14,10924
2017-11-15,10924
2017-11-16,10860
2017-11-17,10860
2017-11-18,11000
2017-11-19,11000
2017-11-20,10728
2017-11-21,10728
2017-11-22,10533
2017-11-23,10533
2017-11-24,10592
2017-11-25,10592
2017-11-26,10545
2017-11-27,10545
2017-11-28,10545
2017-11-29,10539
2017-11-30,10539
2017-12-01,10632
2017-12-02,10632
2017-12-03,11063
2017-12-04,11063
2017-12-05,11344
2017-12-06,11344
2017-12-07,11837
2017-12-08,11837
2017-12-09,11760
2017-12-10,11760
2017-12-11,11897
2017-12-12,11897
2017-12-13,12437
2017-12-14,12437
2017-12-15,12749
2017-12-16,12749
2017-12-17,13132
2017-12-18,13726
2017-12-19,13726
2017-12-20,13927
2017-12-21,13927
2017-12-22,13937
2017-12-23,13937
2017-12-24,13623
2017-12-25,13623
2017-12-26,13374
2017-12-27,13374
2017-12-28,13204
2017-12-29,13204
2017-12-30,13067
2017-12-31,13067
2018-01-01,12937
2018-01-02,12937
2018-01-03,12452
2018-01-04,12452
2018-01-05,12143
2018-01-06,11762
2018-01-07,11762
2018-01-08,11502
2018-01-09,11502
2018-01-10,11298
2018-01-11,11298
2018-01-12,10943
2018-01-13,10943
2018-01-14,10860
2018-01-15,10939
2018-01-16,11031
2018-01-17,11055
2018-01-18,11055
2018-01-19,10909
2018-01-20,10764
2018-01-21,10764
2018-01-22,10606
2018-01-23,10248
2018-01-25,10012
2018-01-26,10287
2018-01-27,10247
2018-01-28,10091
2018-01-29,10540
2018-01-30,10820
2018-01-31,10759
2018-02-01,10447
2018-02-02,10139
2018-02-03,9936
2018-02-04,9918
2018-02-05,9998
2018-02-06,10004
2018-02-07,10229
2018-02-08,10229
2018-02-09,10343
2018-02-10,10343
2018-02-11,10355
2018-02-12,10143
2018-02-13,10131
2018-02-14,9879
2018-02-15,9708
2018-02-16,9962
2018-02-17,9798
2018-02-18,9958
2018-02-19,9766
2018-02-20,9702
2018-02-21,9595
2018-02-22,9793
2018-02-23,10098
2018-02-24,10098
2018-02-25,10474
2018-02-26,10996
2018-02-27,11219
2018-02-28,11706
2018-03-01,12292
2018-03-02,12727
2018-03-03,12926
2018-03-04,12926
2018-03-05,13061
2018-03-06,13245
2018-03-07,13304
2018-03-09,13724
2018-03-10,13547
2018-03-11,13602
2018-03-12,13865
2018-03-13,13836
2018-03-14,14044
2018-03-15,13826
2018-03-16,13610
2018-03-17,13356
2018-03-18,12688
2018-03-20,12053
2018-03-21,11546
2018-03-23,10726
2018-03-24,10555
2018-03-25,10335
2018-03-26,10435
2018-03-27,10697
2018-03-28,10697
2018-03-29,10980
2018-03-30,11234
2018-03-31,11485
2018-04-01,11291
2018-04-02,11489
2018-04-03,11305
2018-04-04,11260
2018-04-05,11260
2018-04-06,10823
2018-04-07,10666
2018-04-08,10505
2018-04-09,10719
2018-04-10,10621
2018-04-11,10183
2018-04-12,10037
2018-04-13,10037
2018-04-14,10045
2018-04-15,10521
2018-04-16,10521
2018-04-17,11048
2018-04-18,11596
2018-04-19,12158
2018-04-20,12766
2018-04-21,13306
2018-04-22,13706
2018-04-23,14392
2018-04-24,15112
2018-04-25,15721
2018-04-26,15721
2018-04-27,16181
2018-04-28,16991
2018-04-29,17841
2018-04-30,18459
2018-05-01,18312
2018-05-03,18025
2018-05-04,17551
2018-05-05,16918
2018-05-07,16181
2018-05-08,15371
2018-05-09,14636
2018-05-10,13904
2018-05-11,13208
2018-05-12,12795
2018-05-13,12795
2018-05-14,12618
2018-05-15,12390
2018-05-16,11895
2018-05-17,11793
2018-05-18,11783
2018-05-19,11829
2018-05-20,11837
2018-05-21,11741
2018-05-22,11741
2018-05-23,11863
2018-05-24,11538
2018-05-25,11462
2018-05-26,11779
2018-05-27,12228
2018-05-28,12490
2018-05-29,12674
2018-05-30,12818
2018-05-31,13237
2018-06-01,13229
2018-06-02,13119
2018-06-03,13345
2018-06-04,13481
2018-06-05,13907
2018-06-06,13884
2018-06-07,13884
2018-06-08,13737
2018-06-09,13361
2018-06-10,12938
2018-06-11,12887
2018-06-12,12853
2018-06-13,12802
2018-06-14,12831
2018-06-15,12910
2018-06-16,12934
2018-06-17,13525
2018-06-18,14142
2018-06-19,14547
2018-06-20,14547
2018-06-21,15141
2018-06-22,15471
2018-06-23,15471
2018-06-24,15853
2018-06-25,16646
2018-06-26,17479
2018-06-27,17478
2018-06-28,17300
2018-06-29,17143
2018-06-30,17383
2018-07-01,17840
2018-07-02,17840
2018-07-03,17133
2018-07-04,17370
2018-07-05,16957
2018-07-06,16455
2018-07-07,15866
2018-07-08,15545
2018-07-09,15495
2018-07-10,15034
2018-07-11,14737
2018-07-12,14636
2018-07-13,14018
2018-07-14,13681
2018-07-15,13681
2018-07-16,13976
2018-07-17,13751
2018-07-18,13461
2018-07-19,13253
2018-07-20,13203
2018-07-21,13345
2018-07-22,13265
2018-07-23,13365
2018-07-24,13645
2018-07-25,13734
2018-07-26,14329
2018-07-27,14757
2018-07-28,14908
2018-07-29,14964
2018-07-30,14742
2018-07-31,14794
2018-08-01,14794
2018-08-02,14694
2018-08-03,14978
2018-08-04,14935
2018-08-05,15102
2018-08-06,15215
2018-08-07,15159
2018-08-08,15137
2018-08-09,15137
2018-08-10,14945
2018-08-11,15051
2018-08-12,14726
2018-08-14,15502
2018-08-16,16020
2018-08-17,16301
2018-08-18,16569
2018-08-19,16313
2018-08-20,16207
2018-08-21,15861
2018-08-22,15736
2018-08-23,15669
2018-08-24,15729
2018-08-25,15478
2018-08-26,15328
2018-08-27,15286
2018-08-28,15734
2018-08-29,15822
2018-08-30,16290
2018-08-31,16376
2018-09-01,16458
2018-09-02,16445
2018-09-03,16523
2018-09-04,16605
2018-09-05,16926
2018-09-06,16590
2018-09-07,16908
2018-09-08,17609
2018-09-09,18158
2018-09-10,19048
2018-09-11,20001
2018-09-12,20877
2018-09-13,21673
2018-09-14,21826
2018-09-15,21757
2018-09-16,21527
2018-09-17,21426
2018-09-18,21153
2018-09-19,20863
2018-09-20,20345
2018-09-21,19975
2018-09-22,19872
2018-09-23,19913
2018-09-24,19803
2018-09-25,19289
2018-09-26,19568
2018-09-27,19840
2018-09-28,19224
2018-09-29,18905
2018-09-30,18952
2018-10-01,19136
2018-10-02,19123
2018-10-03,19169
2018-10-04,19147
2018-10-05,18954
2018-10-06,19153
2018-10-07,19254
2018-10-08,19151
2018-10-09,19086
2018-10-10,19002
2018-10-11,18801
2018-10-12,18866
2018-10-13,19060
2018-10-14,19263
2018-10-15,19409
2018-10-16,19150
2018-10-17,19033
2018-10-18,19008
2018-10-19,18948
2018-10-20,18748
2018-10-21,18762
2018-10-22,18978
2018-10-23,19043
2018-10-24,19204
2018-10-25,19238
2018-10-26,19161
2018-10-27,19142
2018-10-28,19637
2018-10-29,19745
2018-10-30,20342
2018-10-31,20279
2018-11-01,20213
2018-11-03,20263
2018-11-04,20253
2018-11-05,20195
2018-11-06,20827
2018-11-07,21691
2018-11-08,21429
2018-11-09,21313
2018-11-10,21373
2018-11-11,21375
2018-11-12,21620
2018-11-13,21335
2018-11-14,21273
2018-11-15,21448
2018-11-16,21406
2018-11-17,21424
2018-11-18,21612
2018-11-19,22260
2018-11-20,23134
2018-11-21,23137
2018-11-22,23193
2018-11-23,22605
2018-11-24,22048
2018-11-25,21677
2018-11-26,21831
2018-11-27,21168
2018-11-28,21004
2018-11-29,20828
2018-12-01,20133
2018-12-02,19314
2018-12-03,19125
2018-12-04,18709
2018-12-05,18394
2018-12-07,17848
2018-12-09,17920
2018-12-10,18088
2018-12-11,17878
2018-12-12,18033
2018-12-13,17744
2018-12-14,17954
2018-12-15,17951
2018-12-16,17678
2018-12-17,17480
2018-12-18,17537
2018-12-19,17706
2018-12-20,17580
2018-12-21,17725
2018-12-22,17661
2018-12-23,17669
2018-12-24,17759
2018-12-25,17752
2018-12-26,18197
2018-12-27,18389
2018-12-28,18498
2018-12-29,18561
2018-12-30,18690
2018-12-31,18547
2019-01-01,18158
2019-01-02,17711
2019-01-03,17093
2019-01-04,16240
2019-01-05,15493
2019-01-06,15007
2019-01-08,14348
2019-01-10,13543
2019-01-11,12895
2019-01-12,12557
2019-01-13,11997
2019-01-14,11459
2019-01-15,11784
2019-01-16,12357
2019-01-17,12777
2019-01-18,13255
2019-01-19,13587
2019-01-20,14051
2019-01-21,14106
2019-01-22,14400
2019-01-23,14799
2019-01-24,15253
2019-01-25,16016
2019-01-26,16460
2019-01-27,16982
2019-01-28,17264
2019-01-29,17573
2019-01-30,17711
2019-01-31,17625
2019-02-01,17577
2019-02-02,17455
2019-02-03,17251
2019-02-04,17535
2019-02-05,17602
2019-02-06,17641
2019-02-07,17469
2019-02-08,17763
2019-02-09,17823
2019-02-10,17842
2019-02-11,17694
2019-02-12,17538
2019-02-13,17671
2019-02-14,17902
2019-02-15,17878
2019-02-16,17568
2019-02-17,16940
2019-02-18,16629
2019-02-19,16698
2019-02-20,16652
2019-02-21,16367
2019-02-22,16641
2019-02-23,16767
2019-02-24,16753
2019-02-25,16674
2019-02-26,16870
2019-02-27,16804
2019-02-28,16986
2019-03-01,16750
2019-03-02,16857
2019-03-03,17019
2019-03-04,17082
2019-03-05,17233
2019-03-06,17574
2019-03-07,17763
2019-03-08,17883
2019-03-09,17988
2019-03-10,18218
2019-03-11,18402
2019-03-12,18179
2019-03-13,18076
2019-03-14,18293
2019-03-15,19208
2019-03-16,20155
2019-03-17,20802
2019-03-18,20445
2019-03-19,20822
2019-03-20,21094
2019-03-21,20592
2019-03-22,19700
2019-03-23,19344
