date_obj,Dragonstone%20dragon%20bolts%20(e) price
2018-05-07,2151
2018-05-08,2078
2018-05-09,2047
2018-05-10,2010
2018-05-11,2035
2018-05-12,2097
2018-05-13,2189
2018-05-14,2161
2018-05-15,2145
2018-05-16,2205
2018-05-17,2254
2018-05-18,2254
2018-05-19,2162
2018-05-20,2062
2018-05-21,1978
2018-05-22,1987
2018-05-23,1931
2018-05-24,1895
2018-05-25,1824
2018-05-26,1742
2018-05-27,1730
2018-05-28,1770
2018-05-29,1800
2018-05-30,1768
2018-05-31,1721
2018-06-01,1663
2018-06-02,1630
2018-06-03,1614
2018-06-04,1636
2018-06-05,1685
2018-06-06,1704
2018-06-07,1674
2018-06-08,1605
2018-06-09,1578
2018-06-10,1563
2018-06-11,1573
2018-06-12,1584
2018-06-13,1569
2018-06-14,1596
2018-06-15,1561
2018-06-16,1579
2018-06-17,1537
2018-06-18,1480
2018-06-19,1501
2018-06-20,1515
2018-06-21,1553
2018-06-22,1572
2018-06-23,1615
2018-06-24,1605
2018-06-25,1597
2018-06-26,1671
2018-06-27,1663
2018-06-28,1677
2018-06-29,1701
2018-06-30,1782
2018-07-01,1831
2018-07-02,1890
2018-07-03,1945
2018-07-04,1862
2018-07-05,1827
2018-07-06,1796
2018-07-07,1771
2018-07-08,1719
2018-07-09,1679
2018-07-10,1638
2018-07-11,1598
2018-07-12,1594
2018-07-13,1642
2018-07-14,1641
2018-07-15,1636
2018-07-16,1622
2018-07-17,1655
2018-07-18,1661
2018-07-19,1694
2018-07-20,1751
2018-07-21,1815
2018-07-22,1780
2018-07-23,1784
2018-07-24,1840
2018-07-25,1880
2018-07-26,1885
2018-07-27,1862
2018-07-28,1845
2018-07-29,1784
2018-07-30,1757
2018-07-31,1717
2018-08-01,1727
2018-08-02,1716
2018-08-03,1703
2018-08-04,1647
2018-08-05,1657
2018-08-06,1660
2018-08-07,1664
2018-08-08,1727
2018-08-09,1748
2018-08-10,1727
2018-08-11,1716
2018-08-12,1703
2018-08-14,1668
2018-08-16,1642
2018-08-17,1595
2018-08-18,1527
2018-08-19,1537
2018-08-20,1515
2018-08-21,1520
2018-08-22,1525
2018-08-23,1528
2018-08-24,1524
2018-08-25,1504
2018-08-26,1522
2018-08-27,1595
2018-08-28,1632
2018-08-29,1667
2018-08-30,1641
2018-08-31,1675
2018-09-01,1669
2018-09-02,1690
2018-09-03,1706
2018-09-04,1683
2018-09-05,1652
2018-09-06,1646
2018-09-07,1663
2018-09-08,1619
2018-09-09,1641
2018-09-10,1674
2018-09-11,1645
2018-09-12,1650
2018-09-13,1641
2018-09-14,1666
2018-09-15,1674
2018-09-16,1676
2018-09-17,1684
2018-09-18,1667
2018-09-19,1653
2018-09-20,1635
2018-09-21,1640
2018-09-22,1659
2018-09-23,1658
2018-09-24,1666
2018-09-25,1701
2018-09-26,1672
2018-09-27,1667
2018-09-28,1677
2018-09-29,1659
2018-09-30,1673
2018-10-02,1689
2018-10-03,1677
2018-10-04,1675
2018-10-05,1739
2018-10-06,1788
2018-10-07,1744
2018-10-08,1731
2018-10-09,1796
2018-10-10,1853
2018-10-11,1796
2018-10-12,1779
2018-10-13,1766
2018-10-14,1754
2018-10-15,1691
2018-10-16,1673
2018-10-17,1599
2018-10-18,1633
2018-10-19,1663
2018-10-20,1664
2018-10-21,1731
2018-10-22,1731
2018-10-23,1699
2018-10-24,1706
2018-10-25,1694
2018-10-26,1730
2018-10-27,1759
2018-10-28,1844
2018-10-29,1904
2018-10-30,1876
2018-10-31,1797
2018-11-01,1712
2018-11-03,1660
2018-11-04,1621
2018-11-05,1654
2018-11-06,1670
2018-11-07,1673
2018-11-08,1693
2018-11-09,1701
2018-11-10,1682
2018-11-11,1658
2018-11-12,1613
2018-11-13,1604
2018-11-14,1579
2018-11-15,1542
2018-11-16,1512
2018-11-17,1438
2018-11-18,1438
2018-11-19,1409
2018-11-20,1395
2018-11-21,1354
2018-11-22,1314
2018-11-23,1250
2018-11-24,1200
2018-11-25,1195
2018-11-26,1229
2018-11-27,1270
2018-11-28,1304
2018-11-29,1368
2018-12-01,1495
2018-12-02,1536
2018-12-03,1511
2018-12-04,1516
2018-12-05,1538
2018-12-07,1486
2018-12-09,1387
2018-12-10,1346
2018-12-11,1390
2018-12-12,1391
2018-12-13,1363
2018-12-14,1401
2018-12-15,1463
2018-12-16,1478
2018-12-17,1460
2018-12-18,1472
2018-12-19,1437
2018-12-20,1420
2018-12-21,1435
2018-12-22,1382
2018-12-23,1378
2018-12-24,1446
2018-12-25,1471
2018-12-26,1464
2018-12-27,1500
2018-12-28,1528
2018-12-29,1511
2018-12-30,1574
2018-12-31,1526
2019-01-01,1502
2019-01-02,1473
2019-01-03,1432
2019-01-04,1432
2019-01-05,1400
2019-01-06,1369
2019-01-08,1332
2019-01-10,1251
2019-01-11,1194
2019-01-12,1138
2019-01-13,1081
2019-01-14,1048
2019-01-15,1070
2019-01-16,1124
2019-01-17,1165
2019-01-18,1213
2019-01-19,1184
2019-01-20,1198
2019-01-21,1192
2019-01-22,1191
2019-01-23,1149
2019-01-24,1196
2019-01-25,1244
2019-01-26,1280
2019-01-27,1332
2019-01-28,1314
2019-01-29,1324
2019-01-30,1281
2019-01-31,1244
2019-02-01,1186
2019-02-02,1156
2019-02-03,1151
2019-02-04,1140
2019-02-05,1181
2019-02-06,1234
2019-02-07,1289
2019-02-08,1352
2019-02-09,1420
2019-02-10,1413
2019-02-11,1342
2019-02-12,1274
2019-02-13,1314
2019-02-14,1322
2019-02-15,1356
2019-02-16,1424
2019-02-17,1496
2019-02-18,1569
2019-02-19,1582
2019-02-20,1514
2019-02-21,1456
2019-02-22,1431
2019-02-23,1390
2019-02-24,1387
2019-02-25,1404
2019-02-26,1474
2019-02-27,1511
2019-02-28,1486
2019-03-01,1490
2019-03-02,1541
2019-03-03,1611
2019-03-04,1680
2019-03-05,1630
2019-03-06,1569
2019-03-07,1527
2019-03-08,1505
2019-03-09,1461
2019-03-10,1503
2019-03-11,1515
2019-03-12,1499
2019-03-13,1549
2019-03-14,1567
2019-03-15,1581
2019-03-16,1596
2019-03-17,1622
2019-03-18,1689
2019-03-19,1771
2019-03-20,1841
2019-03-21,1806
2019-03-22,1835
2019-03-23,1771
2019-03-24,1741
2019-03-25,1706
2019-03-26,1640
2019-03-27,1558
2019-03-28,1482
2019-03-29,1431
2019-03-30,1438
2019-03-31,1438
2019-04-01,1479
2019-04-02,1468
2019-04-03,1488
2019-04-04,1493
2019-04-05,1495
2019-04-06,1519
2019-04-07,1558
2019-04-08,1550
2019-04-09,1521
2019-04-10,1526
2019-04-11,1486
2019-04-12,1528
2019-04-13,1571
2019-04-14,1604
2019-04-15,1666
2019-04-16,1714
2019-04-17,1643
2019-04-18,1573
2019-04-19,1595
2019-04-20,1550
2019-04-21,1510
2019-04-22,1464
2019-04-23,1497
2019-04-24,1524
2019-04-25,1499
2019-04-26,1466
2019-04-27,1470
2019-04-28,1520
2019-04-29,1516
2019-04-30,1482
2019-05-01,1481
2019-05-02,1473
2019-05-03,1461
2019-05-04,1413
2019-05-05,1409
2019-05-06,1413
2019-05-07,1426
2019-05-08,1434
2019-05-09,1439
2019-05-10,1444
2019-05-11,1443
2019-05-12,1427
2019-05-13,1428
2019-05-14,1396
2019-05-15,1432
2019-05-16,1401
2019-05-17,1367
2019-05-18,1334
2019-05-19,1306
2019-05-20,1328
2019-05-21,1337
2019-05-22,1330
2019-05-23,1367
2019-05-24,1392
2019-05-25,1409
2019-05-26,1395
2019-05-27,1415
2019-05-28,1447
2019-05-29,1401
2019-05-30,1397
2019-05-31,1411
2019-06-01,1415
2019-06-02,1393
2019-06-03,1370
2019-06-04,1367
2019-06-05,1385
2019-06-06,1422
2019-06-07,1468
2019-06-08,1446
2019-06-09,1392
2019-06-10,1356
2019-06-11,1341
2019-06-12,1303
2019-06-13,1329
2019-06-14,1364
2019-06-15,1345
2019-06-16,1319
2019-06-17,1322
2019-06-18,1337
2019-06-19,1363
2019-06-20,1342
2019-06-21,1365
2019-06-22,1375
2019-06-23,1359
2019-06-24,1320
2019-06-25,1286
2019-06-26,1264
2019-06-27,1227
2019-06-28,1221
2019-06-29,1189
2019-06-30,1174
2019-07-01,1175
2019-07-02,1168
2019-07-03,1148
2019-07-04,1164
2019-07-05,1156
2019-07-06,1134
2019-07-07,1115
2019-07-08,1112
2019-07-09,1103
2019-07-10,1094
2019-07-11,1095
2019-07-12,1135
2019-07-13,1117
2019-07-14,1092
2019-07-15,1090
2019-07-16,1075
2019-07-17,1066
2019-07-18,1055
2019-07-19,1038
2019-07-20,1016
2019-07-21,1006
2019-07-22,1025
2019-07-23,1042
2019-07-24,1039
2019-07-25,1076
2019-07-26,1114
2019-07-27,1125
2019-07-28,1177
2019-07-29,1229
2019-07-30,1273
2019-07-31,1297
2019-08-01,1326
2019-08-02,1266
2019-08-03,1210
2019-08-04,1150
2019-08-05,1094
2019-08-06,1058
2019-08-07,1028
2019-08-08,1017
2019-08-09,1010
2019-08-10,1029
2019-08-11,1049
2019-08-12,1072
2019-08-13,1058
2019-08-14,1084
2019-08-15,1078
2019-08-16,1083
2019-08-17,1070
2019-08-18,1038
2019-08-19,1012
2019-08-20,1022
2019-08-21,1039
2019-08-22,1043
2019-08-23,1023
2019-08-24,1016
2019-08-24,1016
2019-08-25,1010
2019-08-25,1010
2019-08-26,1009
2019-08-27,966
2019-08-27,966
2019-08-28,975
2019-08-29,986
2019-08-30,1029
2019-08-31,1011
2019-09-01,1000
2019-09-02,1029
2019-09-03,1052
2019-09-04,1044
2019-09-05,1025
2019-09-06,1015
2019-09-07,1005
2019-09-08,997
2019-09-09,986
2019-09-10,994
2019-09-11,995
2019-09-12,1001
2019-09-13,1012
2019-09-14,1007
2019-09-15,985
2019-09-16,965
2019-09-17,969
2019-09-18,968
2019-09-19,967
2019-09-20,975
2019-09-21,980
2019-09-22,963
2019-09-23,946
2019-09-24,965
2019-09-25,957
2019-09-26,968
2019-09-27,966
2019-09-28,976
2019-09-29,981
2019-09-30,977
2019-10-01,974
2019-10-02,972
2019-10-03,974
2019-10-04,982
2019-10-05,967
2019-10-06,978
2019-10-07,961
2019-10-08,958
2019-10-09,959
2019-10-10,956
2019-10-11,945
2019-10-12,925
2019-10-13,916
2019-10-14,915
2019-10-15,903
2019-10-16,918
2019-10-17,906
2019-10-18,903
2019-10-19,913
2019-10-20,913
2019-10-21,892
2019-10-22,888
2019-10-23,913
2019-10-24,913
2019-10-25,929
2019-10-26,918
2019-10-27,912
2019-10-28,913
2019-10-29,927
2019-10-30,915
2019-10-31,884
2019-11-01,852
2019-11-02,841
2019-11-03,839
2019-11-04,831
2019-11-05,821
2019-11-06,838
2019-11-07,838
2019-11-08,855
2019-11-09,884
2019-11-10,854
2019-11-11,822
2019-11-12,821
2019-11-13,832
2019-11-14,850
2019-11-15,878
2019-11-16,880
2019-11-17,858
2019-11-18,833
2019-11-19,841
2019-11-20,827
2019-11-21,823
2019-11-22,827
2019-11-23,843
2019-11-24,844
2019-11-25,874
2019-11-26,873
2019-11-27,883
2019-11-28,880
2019-11-29,902
2019-11-30,890
2019-12-01,889
2019-12-02,881
2019-12-03,866
2019-12-04,878
2019-12-05,892
2019-12-06,913
2019-12-07,949
2019-12-08,978
2019-12-09,1002
2019-12-10,1013
2019-12-11,1063
2019-12-12,1097
2019-12-13,1058
2019-12-14,1041
2019-12-15,1055
2019-12-16,1010
2019-12-17,1002
2019-12-18,1003
2019-12-19,1017
2019-12-20,1048
2019-12-21,1025
2019-12-22,1020
2019-12-23,1007
2019-12-24,998
2019-12-25,1000
2019-12-26,1018
2019-12-27,1030
2019-12-28,1062
2019-12-29,1113
2019-12-30,1160
2019-12-31,1140
2020-01-01,1146
2020-01-02,1166
2020-01-03,1204
2020-01-04,1249
2020-01-05,1298
2020-01-06,1362
2020-01-07,1418
2020-01-08,1467
2020-01-09,1448
2020-01-10,1471
2020-01-11,1446
2020-01-12,1426
2020-01-13,1412
2020-01-14,1383
2020-01-15,1353
2020-01-16,1317
2020-01-17,1297
2020-01-18,1264
2020-01-19,1262
2020-01-20,1235
2020-01-21,1234
2020-01-22,1226
2020-01-23,1214
2020-01-24,1186
2020-01-25,1178
2020-01-26,1198
2020-01-27,1185
2020-01-28,1174
2020-01-29,1146
2020-01-30,1164
2020-01-31,1219
2020-02-01,1269
2020-02-02,1312
2020-02-03,1279
2020-02-04,1307
2020-02-05,1313
2020-02-06,1265
2020-02-07,1231
2020-02-08,1185
2020-02-09,1148
2020-02-10,1117
2020-02-11,1118
2020-02-12,1063
2020-02-13,1035
2020-02-14,1029
2020-02-15,1039
2020-02-16,1062
2020-02-17,1046
2020-02-18,1073
2020-02-19,1050
2020-02-20,1012
2020-02-21,1027
2020-02-22,1015
2020-02-23,995
2020-02-24,1003
2020-02-25,1005
2020-02-26,1038
2020-02-27,1019
2020-02-28,1005
2020-02-29,1006
2020-03-01,1029
2020-03-02,1062
2020-03-03,1052
2020-03-04,1046
2020-03-05,1073
2020-03-06,1030
2020-03-07,1066
2020-03-08,1091
2020-03-09,1126
2020-03-10,1159
2020-03-11,1183
2020-03-12,1179
2020-03-13,1223
2020-03-14,1254
2020-03-15,1258
2020-03-16,1204
2020-03-17,1162
2020-03-18,1131
2020-03-19,1075
2020-03-20,1047
2020-03-21,1068
2020-03-22,1055
2020-03-23,1049
2020-03-24,1075
2020-03-25,1114
2020-03-26,1109
2020-03-27,1101
2020-03-28,1082
2020-03-29,1063
2020-03-30,1073
2020-03-31,1093
2020-04-01,1102
2020-04-02,1099
2020-04-03,1102
2020-04-04,1113
2020-04-05,1124
2020-04-06,1079
2020-04-07,1044
2020-04-08,1012
2020-04-09,999
2020-04-10,997
2020-04-11,1005
2020-04-12,1026
2020-04-13,1021
2020-04-14,1021
2020-04-15,1027
2020-04-16,1021
2020-04-17,1035
2020-04-18,1021
2020-04-19,1011
2020-04-20,1005
2020-04-21,993
2020-04-22,977
2020-04-23,990
2020-04-24,1005
2020-04-25,995
2020-04-26,977
2020-04-27,990
2020-04-28,975
2020-04-29,972
2020-04-30,970
2020-05-01,973
2020-05-02,1005
2020-05-03,985
2020-05-04,974
2020-05-05,973
2020-05-06,971
2020-05-07,959
2020-05-08,963
2020-05-09,961
2020-05-10,953
2020-05-11,936
2020-05-12,927
2020-05-13,928
