date_obj,Occult%20necklace price
2017-09-11,395620
2017-09-12,397231
2017-09-13,400452
2017-09-14,408365
2017-09-15,406845
2017-09-16,408825
2017-09-17,417598
2017-09-19,408641
2017-09-20,407688
2017-09-21,406672
2017-09-22,408454
2017-09-23,409587
2017-09-24,414028
2017-09-25,418603
2017-09-26,415855
2017-09-27,420153
2017-09-28,421379
2017-09-29,422519
2017-09-30,420840
2017-10-01,415350
2017-10-02,405717
2017-10-03,398260
2017-10-04,386713
2017-10-05,377595
2017-10-06,369790
2017-10-07,373738
2017-10-08,383218
2017-10-09,383727
2017-10-10,383448
2017-10-11,379452
2017-10-12,374150
2017-10-13,365816
2017-10-14,371174
2017-10-15,365324
2017-10-16,372799
2017-10-17,373333
2017-10-18,371127
2017-10-19,371986
2017-10-20,371476
2017-10-21,373752
2017-10-22,377445
2017-10-23,378993
2017-10-24,388058
2017-10-25,394042
2017-10-26,402870
2017-10-27,413120
2017-10-28,418433
2017-10-29,421416
2017-10-30,426374
2017-10-31,422130
2017-11-01,425490
2017-11-02,425473
2017-11-03,426962
2017-11-04,430687
2017-11-05,429543
2017-11-06,433967
2017-11-07,437852
2017-11-08,433615
2017-11-09,436095
2017-11-10,450064
2017-11-11,455834
2017-11-12,456065
2017-11-13,451537
2017-11-14,446982
2017-11-15,441720
2017-11-16,438872
2017-11-17,427977
2017-11-18,421477
2017-11-19,423642
2017-11-20,423008
2017-11-21,426414
2017-11-22,437384
2017-11-23,456743
2017-11-24,464409
2017-11-25,448402
2017-11-26,440967
2017-11-27,438036
2017-11-28,438400
2017-11-29,435793
2017-11-30,432972
2017-12-01,436165
2017-12-02,445545
2017-12-03,448267
2017-12-04,450721
2017-12-05,449622
2017-12-06,451475
2017-12-07,453322
2017-12-08,445668
2017-12-09,444594
2017-12-10,452121
2017-12-11,462317
2017-12-12,462681
2017-12-14,466642
2017-12-15,466236
2017-12-16,471475
2017-12-17,470765
2017-12-18,486984
2017-12-19,511334
2017-12-20,536901
2017-12-21,563747
2017-12-22,591935
2017-12-23,621532
2017-12-24,641981
2017-12-25,642176
2017-12-26,650421
2017-12-27,671175
2017-12-28,699440
2017-12-29,706124
2017-12-30,688834
2017-12-31,668312
2018-01-01,641974
2018-01-02,625715
2018-01-03,612614
2018-01-04,581991
2018-01-05,554729
2018-01-06,527241
2018-01-07,501204
2018-01-08,478448
2018-01-09,464073
2018-01-10,474167
2018-01-11,485486
2018-01-12,499289
2018-01-13,519238
2018-01-14,521426
2018-01-15,513105
2018-01-16,505258
2018-01-17,488226
2018-01-18,480204
2018-01-19,471064
2018-01-20,472063
2018-01-21,467757
2018-01-22,469794
2018-01-23,467300
2018-01-24,465277
2018-01-25,472975
2018-01-26,486173
2018-01-27,498099
2018-01-28,509041
2018-01-29,500527
2018-01-31,490643
2018-02-01,493978
2018-02-02,492722
2018-02-03,492003
2018-02-04,485633
2018-02-05,481552
2018-02-06,479174
2018-02-07,475192
2018-02-08,472859
2018-02-09,471995
2018-02-10,471500
2018-02-11,469571
2018-02-12,455366
2018-02-13,452491
2018-02-14,455342
2018-02-15,453982
2018-02-16,457667
2018-02-17,461703
2018-02-18,472145
2018-02-19,484889
2018-02-20,508992
2018-02-21,533303
2018-02-22,554013
2018-02-23,555460
2018-02-24,581787
2018-02-25,598814
2018-02-26,616110
2018-02-27,593870
2018-03-01,570626
2018-03-02,561900
2018-03-03,543168
2018-03-04,530108
2018-03-05,541744
2018-03-06,543753
2018-03-07,553206
2018-03-08,580722
2018-03-09,572213
2018-03-10,558339
2018-03-11,556787
2018-03-12,561040
2018-03-13,570561
2018-03-14,592343
2018-03-15,618340
2018-03-16,647013
2018-03-17,671945
2018-03-18,669808
2018-03-19,669663
2018-03-20,664012
2018-03-21,658523
2018-03-23,624355
2018-03-24,621600
2018-03-26,620804
2018-03-27,619232
2018-03-28,619351
2018-03-29,630802
2018-03-30,629416
2018-03-31,631881
2018-04-01,635622
2018-04-02,648565
2018-04-03,649068
2018-04-04,639305
2018-04-05,628950
2018-04-06,612723
2018-04-08,602681
2018-04-09,585304
2018-04-10,570275
2018-04-11,563761
2018-04-12,561650
2018-04-13,571011
2018-04-14,577698
2018-04-15,571906
2018-04-16,567129
2018-04-17,564873
2018-04-18,565574
2018-04-19,566227
2018-04-20,573319
2018-04-21,572129
2018-04-22,581249
2018-04-23,584561
2018-04-24,591780
2018-04-25,611273
2018-04-26,635424
2018-04-27,665594
2018-04-28,698874
2018-04-29,713469
2018-04-30,708680
2018-05-01,699817
2018-05-02,695241
2018-05-04,676176
2018-05-05,673441
2018-05-06,666158
2018-05-07,662926
2018-05-08,666606
2018-05-09,668968
2018-05-10,678471
2018-05-11,684263
2018-05-12,675354
2018-05-13,674820
2018-05-14,671344
2018-05-15,686159
2018-05-16,690321
2018-05-17,696390
2018-05-18,715233
2018-05-19,729440
2018-05-20,743765
2018-05-21,757766
2018-05-22,765710
2018-05-23,764884
2018-05-24,758227
2018-05-25,754486
2018-05-26,746287
2018-05-27,734933
2018-05-28,735085
2018-05-29,727208
2018-05-30,723709
2018-05-31,726086
2018-06-01,733061
2018-06-02,725953
2018-06-03,727903
2018-06-04,732574
2018-06-05,727570
2018-06-06,709475
2018-06-07,674001
2018-06-08,641089
2018-06-09,612594
2018-06-10,607010
2018-06-11,587027
2018-06-12,561302
2018-06-13,533326
2018-06-14,521673
2018-06-15,519030
2018-06-16,520330
2018-06-17,514277
2018-06-18,518807
2018-06-19,514592
2018-06-20,510657
2018-06-21,511113
2018-06-22,512427
2018-06-23,501770
2018-06-24,493410
2018-06-25,483899
2018-06-26,488337
2018-06-27,491737
2018-06-28,489594
2018-06-29,488431
2018-06-30,484301
2018-07-01,486729
2018-07-02,490343
2018-07-03,493770
2018-07-04,499578
2018-07-05,502272
2018-07-06,514075
2018-07-07,536584
2018-07-08,556428
2018-07-09,569932
2018-07-10,593923
2018-07-11,621986
2018-07-12,651709
2018-07-13,682608
2018-07-14,713907
2018-07-15,746564
2018-07-16,783447
2018-07-17,800697
2018-07-18,760662
2018-07-19,722628
2018-07-20,686496
2018-07-21,652171
2018-07-22,626286
2018-07-23,614243
2018-07-24,608731
2018-07-25,615032
2018-07-26,608055
2018-07-27,591482
2018-07-28,590249
2018-07-29,588475
2018-07-30,582728
2018-07-31,594092
2018-08-01,591875
2018-08-02,594230
2018-08-03,601420
2018-08-04,611324
2018-08-05,626972
2018-08-06,628679
2018-08-07,627778
2018-08-08,619919
2018-08-09,620840
2018-08-10,613702
2018-08-11,609556
2018-08-12,603581
2018-08-14,585983
2018-08-16,570114
2018-08-17,560671
2018-08-18,565314
2018-08-19,568881
2018-08-20,587790
2018-08-21,605473
2018-08-22,621188
2018-08-23,639257
2018-08-24,646754
2018-08-25,659925
2018-08-26,666455
2018-08-27,667526
2018-08-28,667284
2018-08-29,648630
2018-08-30,646562
2018-08-31,658061
2018-09-01,689097
2018-09-02,698365
2018-09-03,699470
2018-09-04,703959
2018-09-05,695662
2018-09-06,681764
2018-09-07,677966
2018-09-08,681772
2018-09-09,686310
2018-09-10,690298
2018-09-11,689833
2018-09-12,691789
2018-09-13,689451
2018-09-14,669979
2018-09-15,656703
2018-09-16,657384
2018-09-17,654798
2018-09-18,652919
2018-09-19,650672
2018-09-20,659280
2018-09-21,664814
2018-09-22,676416
2018-09-23,692802
2018-09-24,703556
2018-09-25,698573
2018-09-26,700320
2018-09-27,717620
2018-09-28,747495
2018-09-29,779316
2018-09-30,806167
2018-10-02,830989
2018-10-03,825458
2018-10-04,810742
2018-10-05,801281
2018-10-06,782408
2018-10-07,767610
2018-10-08,753530
2018-10-09,752713
2018-10-10,746360
2018-10-11,740021
2018-10-12,735491
2018-10-13,728846
2018-10-14,720075
2018-10-15,714470
2018-10-16,703822
2018-10-17,682027
2018-10-18,663299
2018-10-19,650743
2018-10-20,653161
2018-10-21,643673
2018-10-22,622949
2018-10-23,617967
2018-10-24,614076
2018-10-25,609635
2018-10-26,616635
2018-10-27,636986
2018-10-28,638327
2018-10-29,633890
2018-10-30,623381
2018-10-31,610463
2018-11-01,606512
2018-11-03,607432
2018-11-04,620380
2018-11-05,643260
2018-11-06,668497
2018-11-07,697903
2018-11-08,701432
2018-11-09,709555
2018-11-10,704225
2018-11-11,692055
2018-11-12,685044
2018-11-13,683280
2018-11-15,667438
2018-11-16,664180
2018-11-17,674489
2018-11-18,695753
2018-11-19,702401
2018-11-20,692597
2018-11-21,690624
2018-11-22,680943
2018-11-23,675197
2018-11-24,667719
2018-11-25,665744
2018-11-26,661360
2018-11-27,671093
2018-11-28,692099
2018-11-29,725543
2018-12-01,754720
2018-12-02,757355
2018-12-03,758180
2018-12-04,764772
2018-12-05,777979
2018-12-07,798389
2018-12-09,819646
2018-12-10,829726
2018-12-11,842616
2018-12-12,869321
2018-12-13,889044
2018-12-14,892146
2018-12-15,899182
2018-12-16,885949
2018-12-17,874232
2018-12-18,853039
2018-12-19,831267
2018-12-20,822401
2018-12-21,818991
2018-12-22,817614
2018-12-23,817307
2018-12-24,815546
2018-12-25,814934
2018-12-26,813824
2018-12-27,819180
2018-12-28,822896
2018-12-29,823850
2018-12-30,826077
2018-12-31,815880
2019-01-01,808652
2019-01-02,787258
2019-01-03,779743
2019-01-04,773106
2019-01-05,769555
2019-01-06,763741
2019-01-08,749349
2019-01-10,691011
2019-01-11,656465
2019-01-12,628977
2019-01-13,614103
2019-01-14,599557
2019-01-15,613403
2019-01-16,617519
2019-01-17,626297
2019-01-18,653393
2019-01-19,672661
2019-01-20,672957
2019-01-21,668198
2019-01-22,691760
2019-01-23,716732
2019-01-25,718494
2019-01-26,724444
2019-01-27,725768
2019-01-28,716837
2019-01-29,704280
2019-01-30,695991
2019-01-31,695419
2019-02-01,702432
2019-02-02,719856
2019-02-03,733200
2019-02-04,753619
2019-02-05,772356
2019-02-06,774367
2019-02-07,766712
2019-02-08,768552
2019-02-09,791222
2019-02-10,794607
2019-02-11,785740
2019-02-12,768018
2019-02-13,763089
2019-02-14,756361
2019-02-15,759669
2019-02-16,778056
2019-02-17,778360
2019-02-18,781589
2019-02-19,773953
2019-02-20,767778
2019-02-21,767936
2019-02-22,792784
2019-02-23,831110
2019-02-24,849297
2019-02-25,853557
2019-02-26,850520
2019-02-27,861594
2019-02-28,878616
2019-03-01,909832
2019-03-02,917939
2019-03-03,933367
2019-03-04,944708
2019-03-05,970161
2019-03-06,991782
2019-03-07,1038659
2019-03-08,1076502
2019-03-09,1104582
2019-03-10,1132531
2019-03-11,1125060
2019-03-12,1083423
2019-03-13,1029251
2019-03-14,977821
2019-03-15,939693
2019-03-16,919498
