date_obj,Granite%20legs price
2019-03-28,40035
2019-03-29,39292
2019-03-30,39314
2019-03-31,40029
2019-04-01,41126
2019-04-02,40417
2019-04-03,40662
2019-04-04,40182
2019-04-05,39740
2019-04-06,39578
2019-04-07,39656
2019-04-08,40742
2019-04-09,41718
2019-04-10,40851
2019-04-11,40768
2019-04-12,41256
2019-04-13,39934
2019-04-14,39439
2019-04-15,39379
2019-04-16,39542
2019-04-17,39776
2019-04-18,40244
2019-04-19,40374
2019-04-20,39880
2019-04-21,40509
2019-04-22,39766
2019-04-23,39600
2019-04-24,39772
2019-04-25,39931
2019-04-26,40098
2019-04-27,39731
2019-04-28,39828
2019-04-29,40036
2019-04-30,39878
2019-05-01,39434
2019-05-02,39957
2019-05-03,39939
2019-05-04,39799
2019-05-05,39769
2019-05-06,39367
2019-05-07,39288
2019-05-08,39522
2019-05-09,40924
2019-05-10,40664
2019-05-11,40676
2019-05-12,41162
2019-05-13,41053
2019-05-14,42589
2019-05-15,44494
2019-05-16,45655
2019-05-17,45762
2019-05-18,44922
2019-05-19,45141
2019-05-20,44176
2019-05-21,42016
2019-05-22,40852
2019-05-23,40284
2019-05-24,40674
2019-05-25,41824
2019-05-26,41741
2019-05-27,41564
2019-05-28,40949
2019-05-29,40768
2019-05-30,39722
2019-05-31,40315
2019-06-01,40073
2019-06-02,39763
2019-06-03,40291
2019-06-04,40515
2019-06-05,40555
2019-06-06,40803
2019-06-07,39847
2019-06-08,39914
2019-06-09,39951
2019-06-10,39835
2019-06-11,40483
2019-06-12,40390
2019-06-13,39577
2019-06-14,39475
2019-06-15,39579
2019-06-16,39599
2019-06-17,39947
2019-06-18,39579
2019-06-19,39723
2019-06-20,39838
2019-06-21,39664
2019-06-22,39298
2019-06-23,39998
2019-06-24,40012
2019-06-25,39664
2019-06-26,40250
2019-06-27,40371
2019-06-28,39772
2019-06-29,39994
2019-06-30,40714
2019-07-01,40289
2019-07-02,41036
2019-07-03,41269
2019-07-04,41499
2019-07-05,40431
2019-07-06,40569
2019-07-07,42296
2019-07-08,43549
2019-07-09,42705
2019-07-10,42124
2019-07-11,41907
2019-07-12,41018
2019-07-13,40841
2019-07-14,40812
2019-07-15,40442
2019-07-16,41339
2019-07-17,40860
2019-07-18,39949
2019-07-19,40248
2019-07-20,40943
2019-07-21,40481
2019-07-22,40057
2019-07-23,40428
2019-07-24,40800
2019-07-25,40853
2019-07-26,40731
2019-07-27,40422
2019-07-28,40906
2019-07-29,40570
2019-07-30,40847
2019-07-31,40542
2019-08-01,40023
2019-08-02,39972
2019-08-03,39942
2019-08-04,40004
2019-08-05,39811
2019-08-06,39625
2019-08-07,39709
2019-08-08,40027
2019-08-09,39886
2019-08-10,40051
2019-08-11,40328
2019-08-12,40159
2019-08-13,39707
2019-08-14,40102
2019-08-15,39943
2019-08-16,39607
2019-08-17,39484
2019-08-18,39788
2019-08-19,39610
2019-08-20,39403
2019-08-21,41374
2019-08-22,43396
2019-08-23,45553
2019-08-24,46469
2019-08-24,46469
2019-08-25,44742
2019-08-25,44742
2019-08-26,43253
2019-08-26,43253
2019-08-27,42241
2019-08-27,42241
2019-08-28,42686
2019-08-29,41933
2019-08-30,40515
2019-08-31,40027
2019-09-01,39750
2019-09-02,39699
2019-09-03,40601
2019-09-04,40926
2019-09-05,40827
2019-09-06,40909
2019-09-07,40554
2019-09-08,40462
2019-09-09,40726
2019-09-10,40505
2019-09-11,40232
2019-09-12,40555
2019-09-13,40672
2019-09-14,40565
2019-09-15,40364
2019-09-16,41550
2019-09-17,40707
2019-09-18,42004
2019-09-19,41431
2019-09-20,40779
2019-09-21,40939
2019-09-22,41122
2019-09-23,40580
2019-09-24,40574
2019-09-25,40042
2019-09-26,39870
2019-09-27,39889
2019-09-28,40456
2019-09-29,40078
2019-09-30,39790
2019-10-01,40330
2019-10-02,40107
2019-10-03,41325
2019-10-04,40838
2019-10-05,41026
2019-10-06,40865
2019-10-07,40630
2019-10-08,41037
2019-10-09,40696
2019-10-10,40565
2019-10-11,40552
2019-10-12,39874
2019-10-13,40236
2019-10-14,39902
2019-10-15,40480
2019-10-16,41443
2019-10-17,40468
2019-10-18,39797
2019-10-19,40323
2019-10-20,40551
2019-10-21,39294
2019-10-22,39599
2019-10-23,40060
2019-10-24,39758
2019-10-25,39979
2019-10-26,39593
2019-10-27,39692
2019-10-28,39972
2019-10-29,40292
2019-10-30,40587
2019-10-31,40923
2019-11-01,41403
2019-11-02,41877
2019-11-03,43301
2019-11-04,42354
2019-11-05,41619
2019-11-06,42208
2019-11-07,41005
2019-11-08,40601
2019-11-09,40972
2019-11-10,40659
2019-11-11,39814
2019-11-12,39922
2019-11-13,39918
2019-11-14,40280
2019-11-15,40300
2019-11-16,40439
2019-11-17,40184
2019-11-18,39999
2019-11-19,40392
2019-11-20,40437
2019-11-21,40608
2019-11-22,40582
2019-11-23,39983
2019-11-24,39990
2019-11-25,40695
2019-11-26,39790
2019-11-27,40140
2019-11-28,39951
2019-11-29,40071
2019-11-30,40249
2019-12-01,39608
2019-12-02,40344
2019-12-03,40396
2019-12-04,39657
2019-12-05,39517
2019-12-06,39684
2019-12-07,39465
2019-12-08,40078
2019-12-09,39932
2019-12-10,39917
2019-12-11,40518
2019-12-12,40730
2019-12-13,40363
2019-12-14,40810
2019-12-15,40296
2019-12-16,40253
2019-12-17,39866
2019-12-18,39962
2019-12-19,39513
2019-12-20,39987
2019-12-21,40244
2019-12-22,40222
2019-12-23,40308
2019-12-24,40043
2019-12-25,40088
2019-12-26,40435
2019-12-27,39865
2019-12-28,40164
2019-12-29,40136
2019-12-30,40078
2019-12-31,40158
2020-01-01,40010
2020-01-02,40159
2020-01-03,40306
2020-01-04,40141
2020-01-05,40591
2020-01-06,40617
2020-01-07,40518
2020-01-08,40690
2020-01-09,40678
2020-01-10,40818
2020-01-11,40403
2020-01-12,40224
2020-01-13,40425
2020-01-14,39995
2020-01-15,40102
2020-01-16,40446
2020-01-17,40375
2020-01-18,40439
2020-01-19,40413
2020-01-20,40183
2020-01-21,40626
2020-01-22,40457
2020-01-23,40337
2020-01-24,40291
2020-01-25,40248
2020-01-26,40210
2020-01-27,39902
2020-01-28,40183
2020-01-29,39935
2020-01-30,40081
2020-01-31,40308
2020-02-01,40003
2020-02-02,39842
2020-02-03,39866
2020-02-04,40104
2020-02-05,40212
2020-02-06,39214
2020-02-07,39601
2020-02-08,39971
2020-02-09,39749
2020-02-10,39585
2020-02-11,38614
2020-02-12,39219
2020-02-13,39265
2020-02-14,39277
2020-02-15,39956
2020-02-16,39753
2020-02-17,39588
2020-02-18,40007
2020-02-19,40018
2020-02-20,39664
2020-02-21,40222
2020-02-22,39685
2020-02-23,39931
2020-02-24,39900
2020-02-25,39851
2020-02-26,39734
2020-02-27,39542
2020-02-28,39326
2020-02-29,39590
2020-03-01,39765
2020-03-02,39396
2020-03-03,39845
2020-03-04,39852
2020-03-05,39627
2020-03-06,39749
2020-03-07,39538
2020-03-08,39596
2020-03-09,39592
2020-03-10,39597
2020-03-11,39473
2020-03-12,39402
2020-03-13,39944
2020-03-14,39824
2020-03-15,39616
2020-03-16,39586
2020-03-17,39638
2020-03-18,39676
2020-03-19,39669
2020-03-20,39785
2020-03-21,39412
2020-03-22,39573
2020-03-23,39505
2020-03-24,39094
2020-03-25,39357
2020-03-26,39421
2020-03-27,39691
2020-03-28,39155
2020-03-29,39442
2020-03-30,39255
2020-03-31,39268
2020-04-01,39172
2020-04-02,39022
2020-04-03,39310
2020-04-04,39084
2020-04-05,39332
2020-04-06,39145
2020-04-07,39264
2020-04-08,39239
2020-04-09,39041
2020-04-10,39274
2020-04-11,39156
2020-04-12,39302
2020-04-13,39152
2020-04-14,39058
2020-04-15,39112
2020-04-16,39269
2020-04-17,38986
2020-04-18,39111
2020-04-19,39006
2020-04-20,39417
2020-04-21,39169
2020-04-22,39259
2020-04-23,39415
2020-04-24,38754
2020-04-25,39297
2020-04-26,39223
2020-04-27,39164
2020-04-28,39581
2020-04-29,39435
2020-04-30,40004
2020-05-01,39397
2020-05-02,39375
2020-05-03,39235
2020-05-04,39798
2020-05-05,39577
2020-05-06,39439
2020-05-07,39447
2020-05-08,39498
2020-05-09,39857
2020-05-10,39817
2020-05-11,39638
2020-05-12,39700
2020-05-13,39425
