date_obj,Zamorak%20d'hide%20body price
2015-11-06,379571
2015-11-07,380915
2015-11-08,382097
2015-11-09,379321
2015-11-10,380261
2015-11-11,380536
2015-11-12,375701
2015-11-13,382398
2015-11-14,383842
2015-11-15,385154
2015-11-16,383067
2015-11-17,387219
2015-11-18,393491
2015-11-19,397288
2015-11-20,398971
2015-11-21,409054
2015-11-22,403562
2015-11-23,402924
2015-11-24,401474
2015-11-25,400996
2015-11-26,396129
2015-11-27,398509
2015-11-28,400905
2015-11-29,395682
2015-11-30,394667
2015-12-01,401449
2015-12-02,405593
2015-12-03,409064
2015-12-04,404490
2015-12-05,409806
2015-12-06,412700
2015-12-07,411809
2015-12-08,409146
2015-12-09,412517
2015-12-10,417606
2015-12-11,422494
2015-12-13,430756
2015-12-14,437855
2015-12-15,453585
2015-12-16,476265
2015-12-17,499115
2015-12-18,523081
2015-12-19,548001
2015-12-20,569957
2015-12-21,565605
2015-12-22,548260
2015-12-23,523878
2015-12-24,497684
2015-12-25,472825
2015-12-26,454418
2015-12-27,443673
2015-12-28,432636
2015-12-29,436141
2015-12-30,440690
2015-12-31,460848
2016-01-01,477705
2016-01-02,489668
2016-01-03,481517
2016-01-04,474062
2016-01-05,469234
2016-01-06,470975
2016-01-07,471188
2016-01-08,477992
2016-01-09,479745
2016-01-10,476831
2016-01-11,477477
2016-01-12,474528
2016-01-13,468157
2016-01-14,468905
2016-01-15,468987
2016-01-16,470520
2016-01-17,484923
2016-01-18,486681
2016-01-19,482905
2016-01-20,475558
2016-01-21,477465
2016-01-22,474192
2016-01-23,475416
2016-01-24,479605
2016-01-25,479455
2016-01-26,480067
2016-01-27,481762
2016-01-28,477758
2016-01-29,472921
2016-01-30,467545
2016-01-31,471726
2016-02-01,472078
2016-02-02,467119
2016-02-03,466122
2016-02-04,466107
2016-02-05,469371
2016-02-06,469292
2016-02-07,468025
2016-02-08,465991
2016-02-09,458129
2016-02-10,445147
2016-02-11,435181
2016-02-12,437905
2016-02-13,430989
2016-02-14,428179
2016-02-15,423930
2016-02-16,415826
2016-02-17,423840
2016-02-18,433480
2016-02-19,438608
2016-02-20,436209
2016-02-21,421620
2016-02-22,421110
2016-02-23,418930
2016-02-24,423526
2016-02-25,426856
2016-02-26,422015
2016-02-27,416844
2016-02-28,407167
2016-02-29,397259
2016-03-01,385522
2016-03-02,392811
2016-03-03,387367
2016-03-04,388546
2016-03-05,400907
2016-03-06,408223
2016-03-07,397188
2016-03-08,394811
2016-03-09,389518
2016-03-10,386579
2016-03-11,382850
2016-03-12,384875
2016-03-13,387714
2016-03-14,393747
2016-03-15,391390
2016-03-16,398025
2016-03-17,396738
2016-03-18,396316
2016-03-19,390190
2016-03-20,391804
2016-03-21,393542
2016-03-22,395206
2016-03-23,392090
2016-03-24,391361
2016-03-25,388632
2016-03-26,388708
2016-03-27,393813
2016-03-28,394503
2016-03-29,388431
2016-03-30,385919
2016-03-31,376657
2016-04-01,366686
2016-04-02,366299
2016-04-03,375737
2016-04-04,382259
2016-04-05,387766
2016-04-06,387485
2016-04-07,386207
2016-04-08,385060
2016-04-09,385005
2016-04-10,383209
2016-04-11,385935
2016-04-12,388715
2016-04-13,388530
2016-04-14,386577
2016-04-15,386239
2016-04-16,388557
2016-04-17,388079
2016-04-18,394491
2016-04-19,394204
2016-04-20,394712
2016-04-21,392490
2016-04-22,391410
2016-04-23,395907
2016-04-24,403837
2016-04-25,396461
2016-04-26,393185
2016-04-27,391639
2016-04-28,390149
2016-04-29,389492
2016-04-30,394627
2016-05-01,394588
2016-05-02,397739
2016-05-03,397223
2016-05-04,392086
2016-05-05,392201
2016-05-06,394627
2016-05-07,391504
2016-05-08,394051
2016-05-09,389771
2016-05-10,390741
2016-05-11,391789
2016-05-12,389376
2016-05-13,389087
2016-05-14,394392
2016-05-15,399755
2016-05-16,402526
2016-05-17,410691
2016-05-18,413529
2016-05-19,410651
2016-05-22,411033
2016-05-23,422760
2016-05-24,434449
2016-05-25,444411
2016-05-26,445983
2016-05-27,454133
2016-05-28,462006
2016-05-29,470377
2016-05-30,479078
2016-05-31,489020
2016-06-01,497633
2016-06-02,498747
2016-06-03,499598
2016-06-04,501595
2016-06-05,500220
2016-06-06,491785
2016-06-07,484458
2016-06-08,478427
2016-06-09,467971
2016-06-10,467704
2016-06-11,459728
2016-06-12,449027
2016-06-13,445575
2016-06-14,434371
2016-06-15,421798
2016-06-16,422921
2016-06-17,424190
2016-06-18,424666
2016-06-19,414805
2016-06-20,397146
2016-06-21,387689
2016-06-22,390116
2016-06-23,394024
2016-06-24,400353
2016-06-25,414181
2016-06-26,425831
2016-06-27,431311
2016-06-28,428669
2016-06-29,421507
2016-06-30,420779
2016-07-01,418845
2016-07-02,416492
2016-07-03,418389
2016-07-04,417407
2016-07-05,419272
2016-07-06,416920
2016-07-07,409180
2016-07-08,405722
2016-07-09,395193
2016-07-10,386983
2016-07-11,389818
2016-07-12,387968
2016-07-13,387164
2016-07-14,394211
2016-07-15,393234
2016-07-16,393818
2016-07-17,394909
2016-07-18,399215
2016-07-24,387080
2016-07-25,383067
2016-07-26,377160
2016-07-27,379184
2016-07-28,388090
2016-07-29,391588
2016-07-30,396695
2016-07-31,400261
2016-08-01,397328
2016-08-02,400588
2016-08-03,392213
2016-08-04,381294
2016-08-05,379488
2016-08-06,376084
2016-08-07,370650
2016-08-08,365424
2016-08-09,372315
2016-08-10,373507
2016-08-11,383488
2016-08-12,382224
2016-08-13,382433
2016-08-14,378719
2016-08-15,379813
2016-08-16,386035
2016-08-17,386278
2016-08-18,382258
2016-08-19,380990
2016-08-20,373883
2016-08-21,371595
2016-08-22,366413
2016-08-23,360677
2016-08-24,354286
2016-08-25,348712
2016-08-26,341194
2016-08-28,335820
2016-08-31,328239
2016-09-01,326121
2016-09-02,324961
2016-09-03,325140
2016-09-04,322507
2016-09-05,325406
2016-09-06,335000
2016-09-07,342978
2016-09-08,333492
2016-09-09,329737
2016-09-10,329597
2016-09-11,331906
2016-09-12,332268
2016-09-13,327785
2016-09-14,330178
2016-09-15,333897
2016-09-16,337731
2016-09-17,342394
2016-09-18,347777
2016-09-19,351878
2016-09-20,348618
2016-09-21,351741
2016-09-22,356935
2016-09-23,351921
2016-09-24,341014
2016-09-25,338219
2016-09-26,347404
2016-09-27,351554
2016-09-28,341002
2016-09-29,337091
2016-09-30,338266
2016-10-01,339255
2016-10-02,346970
2016-10-03,348102
2016-10-04,349090
2016-10-05,355954
2016-10-06,354165
2016-10-07,359993
2016-10-08,358277
2016-10-09,359189
2016-10-10,360157
2016-10-11,357905
2016-10-12,352563
2016-10-13,349802
2016-10-14,350509
2016-10-15,355085
2016-10-16,354539
2016-10-17,363740
2016-10-18,364544
2016-10-19,365987
2016-10-20,379856
2016-10-21,391256
2016-10-22,399687
2016-10-23,406174
2016-10-24,402559
2016-10-25,408896
2016-10-26,414903
2016-10-27,415287
2016-10-28,416579
2016-10-29,413096
2016-10-30,408856
2016-10-31,399334
2016-11-01,396209
2016-11-02,404012
2016-11-03,397369
2016-11-04,388075
2016-11-05,387547
2016-11-06,380339
2016-11-07,379152
2016-11-08,385680
2016-11-09,394158
2016-11-10,386771
2016-11-11,385621
2016-11-12,388747
2016-11-13,382198
2016-11-14,387629
2016-12-08,331692
2016-12-09,322440
2016-12-10,323458
2016-12-11,319525
2016-12-12,318706
2016-12-13,321075
2016-12-14,326764
2016-12-15,330833
2016-12-16,338452
2016-12-17,345942
2016-12-18,355274
2016-12-19,365233
2016-12-20,377239
2016-12-21,391561
2016-12-22,401893
2016-12-23,413379
2016-12-24,426295
2016-12-25,434360
2016-12-26,442776
2016-12-27,455684
2016-12-28,470804
2016-12-29,488657
2016-12-30,496949
2016-12-31,505439
2017-01-01,519044
2017-01-02,513675
2017-01-03,511564
2017-01-04,501748
2017-01-05,478620
2017-01-06,455132
2017-01-07,440300
2017-01-08,424270
2017-01-09,414908
2017-01-10,405689
2017-01-11,394974
2017-01-12,386227
2017-01-13,377839
2017-01-14,382820
2017-01-15,384562
2017-01-16,388166
2017-01-17,391357
2017-01-18,387505
2017-01-19,385650
2017-01-20,383391
2017-01-21,380998
2017-01-22,382141
2017-01-27,342796
2017-01-28,334541
2017-01-29,342953
2017-01-30,349444
2017-01-31,352980
2017-02-01,352223
2017-02-02,351929
2017-02-03,348158
2017-02-04,345352
2017-02-05,339117
2017-02-06,335359
2017-02-07,335344
2017-02-08,333638
2017-02-09,334454
2017-02-10,329429
2017-02-11,327890
2017-02-12,323252
2017-02-13,318395
2017-02-14,322347
2017-02-15,319343
2017-02-16,320825
2017-02-18,323421
2017-02-19,321271
2017-02-20,314593
2017-02-21,311892
2017-02-22,301859
2017-02-23,300790
2017-02-24,304736
2017-02-25,306009
2017-02-26,304909
2017-02-27,306494
2017-02-28,309037
2017-03-01,311787
2017-03-02,312582
2017-03-03,310660
2017-03-04,309717
2017-03-05,309365
2017-03-06,304293
2017-03-07,309081
2017-03-08,309503
2017-03-09,311350
2017-03-10,313231
2017-03-11,314364
2017-03-12,314632
2017-03-13,317962
2017-03-14,311153
2017-03-15,311963
2017-03-16,312669
2017-03-17,308638
2017-03-18,310040
2017-03-19,311590
2017-03-20,310451
2017-03-21,310587
2017-03-22,309585
2017-03-23,312837
2017-03-24,317902
2017-03-25,325924
2017-03-26,329583
2017-03-27,336850
2017-03-28,340331
2017-03-29,351568
2017-03-30,364498
2017-03-31,370717
2017-04-01,372017
2017-04-02,377605
2017-04-03,381975
2017-04-04,389035
2017-04-12,375124
2017-04-13,376312
2017-04-14,377154
2017-04-15,375855
2017-04-16,381540
2017-04-17,384054
2017-04-18,382230
2017-04-19,381736
2017-04-20,380764
2017-04-21,379506
2017-04-22,378547
2017-04-23,373475
2017-04-24,370776
2017-04-25,369124
2017-04-26,367757
2017-04-27,361749
2017-04-28,359366
2017-04-29,361553
2017-04-30,359975
2017-05-01,356199
2017-05-02,353718
2017-05-03,362693
2017-05-04,357395
2017-05-05,360173
2017-05-06,366626
2017-05-07,368131
2017-05-08,373782
2017-05-09,369599
2017-05-10,371467
2017-05-11,366943
2017-05-12,352478
2017-05-13,345323
2017-05-14,337143
2017-05-15,335273
2017-05-16,329259
2017-05-17,330078
2017-05-18,324434
2017-05-19,317532
2017-05-20,325674
2017-05-21,331251
2017-05-22,332965
2017-05-23,324948
2017-05-24,317315
2017-05-25,318675
2017-05-26,317448
2017-05-27,325311
2017-05-28,333558
2017-05-29,346163
2017-05-30,362596
2017-05-31,376444
2017-06-01,386384
2017-06-02,392491
2017-06-03,397335
2017-06-06,422311
2017-06-07,429457
2017-06-08,428710
2017-06-09,410373
2017-06-10,390282
2017-06-11,371764
2017-06-12,367918
2017-06-13,370583
2017-06-14,365966
2017-06-15,349354
2017-06-16,337317
2017-06-17,335193
2017-06-18,346363
2017-06-19,348002
2017-06-20,349731
2017-06-21,352367
2017-06-22,358723
2017-06-23,363867
2017-06-24,364146
2017-06-25,357409
2017-06-26,344797
2017-06-27,352047
2017-06-28,355189
2017-06-29,348139
2017-06-30,340242
2017-07-01,338490
2017-07-02,340536
2017-07-03,344757
2017-07-04,343539
2017-07-05,343553
2017-07-06,338520
2017-07-07,339891
2017-07-08,348243
2017-07-13,345957
2017-07-14,342335
2017-07-15,330866
2017-07-16,326681
2017-07-17,315641
2017-07-18,307178
2017-07-19,298716
2017-07-20,300093
2017-07-21,301764
2017-07-22,312811
2017-07-23,322989
2017-07-24,329679
2017-07-25,322634
2017-07-26,320725
2017-07-27,313562
2017-07-28,306746
2017-07-29,304762
2017-07-30,309852
2017-07-31,313011
2017-08-01,314293
2017-08-02,315828
2017-08-03,305982
2017-08-04,300747
2017-08-05,310360
2017-08-06,310997
2017-08-09,324470
2017-08-10,328384
2017-08-11,329573
2017-08-12,333260
2017-08-13,335066
2017-08-14,326454
2017-08-15,317869
2017-08-16,321362
2017-08-17,315465
2017-08-18,312840
2017-08-19,298068
2017-08-20,301951
2017-08-21,312486
2017-08-22,317556
2017-08-23,317593
2017-08-24,320268
2017-08-25,318039
2017-08-26,316042
2017-08-27,317565
2017-08-28,322737
2017-08-29,315120
2017-08-30,309853
2017-08-31,299425
2017-09-01,296749
2017-09-02,299715
2017-09-03,307756
2017-09-04,312650
2017-09-05,306596
2017-09-06,295274
2017-09-07,290880
2017-09-08,288599
2017-09-09,287586
2017-09-10,291830
2017-09-11,300118
2017-09-12,307151
2017-09-13,309273
2017-09-14,312559
2017-09-15,317417
2017-09-16,325882
2017-09-17,335993
2017-09-18,336804
2017-09-19,328838
2017-09-20,335169
2017-09-21,335342
2017-09-22,332894
2017-09-23,325699
2017-09-24,330615
2017-09-25,339296
2017-09-26,342068
2017-09-27,345040
2017-09-28,348739
2017-09-29,356585
2017-09-30,362089
2017-10-01,372197
2017-10-02,387358
2017-10-03,400527
2017-10-04,401732
2017-10-05,402172
2017-10-06,408894
2017-10-07,408193
2017-10-08,403296
2017-10-09,394996
2017-10-10,387016
2017-10-11,372247
2017-10-12,375460
2017-10-13,385895
2017-10-14,388030
2017-10-15,393797
2017-10-16,401144
2017-10-17,401500
2017-10-18,391405
2017-10-19,389703
2017-10-20,397877
2017-10-21,403872
2017-10-22,400746
2017-10-23,398799
2017-10-24,397899
2017-10-25,395612
2017-10-26,398657
2017-10-27,405278
2017-10-28,416716
2017-10-29,423669
2017-10-30,441144
2017-10-31,453350
2017-11-01,456276
2017-11-02,462132
2017-11-03,461857
2017-11-04,460478
2017-11-05,459749
2017-11-06,456449
2017-11-07,449398
2017-11-08,443631
2017-11-09,433817
2017-11-10,435699
2017-11-11,443191
2017-11-12,440376
2017-11-13,432562
2017-11-14,430343
2017-11-15,419058
2017-11-16,419032
2017-11-17,418966
2017-11-18,425580
2017-11-19,425949
2017-11-20,425622
2017-11-21,420314
2017-11-22,412660
2017-11-23,405809
2017-11-24,389533
2017-11-25,374541
2017-11-26,367900
2017-11-27,374458
2017-11-28,375107
2017-11-29,388379
2017-11-30,387509
2017-12-01,375416
2017-12-02,356645
2017-12-03,344147
2017-12-04,333104
2017-12-05,331789
2017-12-06,327544
2017-12-07,330861
2017-12-08,331979
2017-12-09,337794
2017-12-10,345731
2017-12-11,356711
2017-12-12,360020
2017-12-13,363205
2017-12-14,364929
2017-12-15,364323
2017-12-16,374945
2017-12-17,373258
2017-12-18,372403
2017-12-19,378344
2017-12-20,380872
2017-12-21,371954
2017-12-22,371935
2017-12-23,387018
2017-12-24,396285
2017-12-25,399350
2017-12-26,404974
2017-12-27,410853
2017-12-28,409332
2017-12-29,406234
2017-12-30,412797
2017-12-31,415918
2018-01-01,408976
2018-01-02,402016
2018-01-03,406418
2018-01-04,402994
2018-01-05,404820
2018-01-06,417510
2018-01-07,425076
2018-01-08,434768
2018-01-09,428253
2018-01-10,409626
2018-01-11,394465
2018-01-12,391438
2018-01-13,401829
2018-01-14,407779
2018-01-15,410074
2018-01-16,410128
2018-01-17,410043
2018-01-18,395906
2018-01-19,384944
2018-01-20,377001
2018-01-21,373298
2018-01-22,367130
2018-01-23,358242
2018-01-24,346616
2018-01-25,337279
2018-01-26,338328
2018-01-27,350967
2018-01-28,362370
2018-01-29,354458
2018-01-30,362942
2018-02-01,357677
2018-02-02,360147
2018-02-03,363879
2018-02-04,368492
2018-02-05,372078
2018-02-06,372846
2018-02-07,379171
2018-02-08,369146
2018-02-09,375959
2018-02-10,371427
2018-02-11,369258
2018-02-12,360204
2018-02-13,347983
2018-02-14,338173
2018-02-15,328191
2018-02-16,321862
2018-02-17,310028
2018-02-18,299076
2018-02-19,298923
2018-02-20,301973
2018-02-21,304381
2018-02-22,307341
2018-02-23,312648
2018-02-24,322156
2018-02-25,328864
2018-02-26,330704
2018-02-27,336903
2018-02-28,341739
2018-03-01,341011
2018-03-02,339623
2018-03-03,337513
2018-03-04,333700
2018-03-05,330595
2018-03-06,326455
2018-03-07,320939
2018-03-08,320162
2018-03-09,317124
2018-03-10,317957
2018-03-11,319536
2018-03-12,317356
2018-03-13,320018
2018-03-14,322641
2018-03-15,322148
2018-03-16,327935
2018-03-17,328665
2018-03-18,331504
2018-03-20,330860
2018-03-21,335613
2018-03-23,338245
2018-03-24,334982
2018-03-26,348161
2018-03-27,349372
2018-03-28,346232
2018-03-29,339496
2018-03-30,339006
2018-03-31,345383
2018-04-01,352862
2018-04-02,349235
2018-04-03,346997
2018-04-04,357752
2018-04-05,365971
2018-04-06,365447
2018-04-08,377393
2018-04-09,377208
2018-04-10,374265
2018-04-11,378117
2018-04-12,385334
2018-04-13,387389
2018-04-14,392888
2018-04-16,410054
2018-04-17,408720
2018-04-18,412091
2018-04-19,419973
2018-04-20,421516
2018-04-21,413676
2018-04-22,414291
2018-04-23,416065
2018-04-24,408704
2018-04-25,415039
2018-04-26,415848
2018-04-27,416289
2018-04-28,407468
2018-04-29,410593
2018-04-30,422527
2018-05-02,430410
2018-05-03,422695
2018-05-04,416180
2018-05-05,421486
2018-05-06,424922
2018-05-07,427709
2018-05-08,425797
2018-05-09,423261
2018-05-10,415088
2018-05-11,404970
2018-05-12,408810
2018-05-13,422670
2018-05-14,427522
2018-05-15,428890
2018-05-16,437061
2018-05-17,431016
2018-05-18,420697
2018-05-19,418169
2018-05-20,422454
2018-05-21,419019
2018-05-22,413263
2018-05-23,407321
2018-05-24,404399
2018-05-25,403066
2018-05-26,398984
2018-05-27,405204
2018-05-28,413141
2018-05-29,414694
2018-05-30,426552
2018-05-31,430581
2018-06-01,430294
2018-06-02,425617
2018-06-03,419208
2018-06-04,419652
2018-06-05,427622
2018-06-06,429660
2018-06-07,419001
2018-06-08,399714
2018-06-09,382827
2018-06-10,374762
2018-06-11,380053
2018-06-12,383021
2018-06-13,379923
2018-06-14,379130
2018-06-15,368941
2018-06-16,362464
2018-06-17,358024
2018-06-18,346397
2018-06-19,339459
2018-06-20,342357
2018-06-21,347568
2018-06-22,345940
2018-06-23,342710
2018-06-24,333953
2018-06-25,328980
2018-06-26,329124
2018-06-27,338694
2018-06-28,341332
2018-06-29,350249
2018-06-30,355843
2018-07-01,351894
2018-07-02,353760
2018-07-03,363660
2018-07-04,368983
2018-07-05,375307
2018-07-06,391903
2018-07-07,398679
2018-07-08,409941
2018-07-09,425676
2018-07-10,445971
2018-07-11,450674
2018-07-12,454403
2018-07-13,456055
2018-07-14,472218
2018-07-15,476767
2018-07-16,482194
2018-07-17,478277
2018-07-18,463121
2018-07-19,460658
2018-07-20,458354
2018-07-21,448265
2018-07-22,449805
2018-07-23,455621
2018-07-24,458185
2018-07-25,463242
2018-07-26,459524
2018-07-27,454944
2018-07-28,449549
2018-07-29,435919
2018-07-30,430765
2018-07-31,423305
2018-08-01,423909
2018-08-02,417749
2018-08-03,409141
2018-08-04,409180
2018-08-05,402846
2018-08-06,400522
2018-08-07,414007
2018-08-08,411816
2018-08-09,407956
2018-08-10,416086
2018-08-11,425544
2018-08-12,435090
2018-08-14,425473
2018-08-16,408645
2018-08-17,413476
2018-08-18,412047
2018-08-19,411258
2018-08-20,404816
2018-08-21,404764
2018-08-22,400296
2018-08-23,389719
2018-08-24,388254
2018-08-25,374944
2018-08-26,371134
2018-08-27,380548
2018-08-28,375658
2018-08-29,379871
2018-08-30,383162
2018-08-31,383815
2018-09-01,392090
2018-09-02,394308
2018-09-03,394269
2018-09-04,392597
2018-09-05,397574
2018-09-06,401717
2018-09-07,402951
2018-09-08,400632
2018-09-09,396569
2018-09-10,393227
2018-09-11,395209
2018-09-12,389607
2018-09-13,384364
2018-09-14,387426
2018-09-15,386628
2018-09-16,382117
2018-09-17,383400
2018-09-18,383260
2018-09-19,383294
2018-09-20,378899
2018-09-21,378099
2018-09-22,385564
2018-09-23,394757
2018-09-24,405899
2018-09-25,412208
2018-09-26,410340
2018-09-27,410806
2018-09-28,405830
2018-09-29,403224
2018-09-30,408913
2018-10-02,406565
2018-10-03,394310
2018-10-04,397164
2018-10-05,390469
2018-10-06,391928
2018-10-07,396334
2018-10-08,401730
2018-10-09,402498
2018-10-10,401699
2018-10-11,395760
2018-10-12,394003
2018-10-13,392008
2018-10-14,391636
2018-10-15,400466
2018-10-16,395337
2018-10-17,392112
2018-10-18,393570
2018-10-19,389755
2018-10-20,387927
2018-10-21,390391
2018-10-22,391786
2018-10-23,387405
2018-10-24,388456
2018-10-25,385289
2018-10-26,394997
2018-10-27,393225
2018-10-28,394338
2018-10-29,401382
2018-10-30,401027
2018-10-31,392925
2018-11-01,389094
2018-11-03,394493
2018-11-04,396380
2018-11-05,398312
2018-11-06,395136
2018-11-07,387904
2018-11-08,392462
2018-11-09,400956
2018-11-10,399461
2018-11-11,402209
2018-11-12,409787
2018-11-13,416878
2018-11-14,424729
2018-11-15,429559
2018-11-16,435099
2018-11-17,432106
2018-11-18,444499
2018-11-19,449183
2018-11-20,452890
2018-11-21,454642
2018-11-22,451219
2018-11-23,452591
2018-11-24,446663
2018-11-25,454708
2018-11-26,456347
2018-11-27,455868
2018-11-28,461766
2018-11-29,472682
2018-12-01,487322
2018-12-02,483496
2018-12-03,484066
2018-12-04,499755
2018-12-05,496264
2018-12-07,498110
2018-12-09,514059
2018-12-10,519818
2018-12-11,506314
2018-12-12,491196
2018-12-13,488544
2018-12-14,500270
2018-12-15,515258
2018-12-16,509562
2018-12-17,492660
2018-12-18,491110
2018-12-19,487015
2018-12-20,500810
2018-12-21,518531
2018-12-22,504528
2018-12-23,500053
2018-12-24,498489
2018-12-25,522644
2018-12-26,543093
2018-12-27,550008
2018-12-28,550258
2018-12-29,564272
2018-12-30,560717
2018-12-31,556393
2019-01-01,563102
2019-01-02,556685
2019-01-03,569463
2019-01-04,580503
2019-01-05,558903
2019-01-06,556530
2019-01-08,553334
2019-01-10,560969
2019-01-11,575119
2019-01-12,595281
2019-01-13,620111
2019-01-14,648017
2019-01-15,676926
2019-01-16,709868
2019-01-17,723414
2019-01-18,698925
2019-01-19,681469
2019-01-20,667444
2019-01-21,662501
2019-01-22,649395
2019-01-23,641101
2019-01-24,633491
2019-01-25,632183
2019-01-26,612987
2019-01-27,604773
2019-01-28,608438
2019-01-29,615947
2019-01-30,631436
2019-01-31,627533
2019-02-01,622624
2019-02-02,635971
2019-02-03,659694
2019-02-04,663884
2019-02-05,672684
2019-02-06,664283
2019-02-07,663120
2019-02-08,659375
2019-02-09,664146
2019-02-10,669521
2019-02-11,675162
2019-02-12,663615
2019-02-13,652715
2019-02-14,644695
2019-02-15,630490
2019-02-16,614101
2019-02-17,613194
2019-02-18,603882
2019-02-19,596943
2019-02-20,588325
2019-02-21,582493
2019-02-22,583675
2019-02-23,581118
2019-02-24,592600
2019-02-25,608115
2019-02-26,599460
2019-02-27,597883
2019-02-28,600225
2019-03-01,612735
2019-03-02,617399
2019-03-03,611592
2019-03-04,626562
2019-03-05,619667
2019-03-06,612160
2019-03-07,602378
2019-03-08,603138
2019-03-09,602583
2019-03-10,606157
2019-03-11,605116
2019-03-12,601054
2019-03-13,600092
2019-03-14,593670
2019-03-15,593000
2019-03-16,592969
2019-03-17,589773
2019-03-18,600436
2019-03-19,606801
2019-03-20,611207
2019-03-21,618181
2019-03-22,615708
2019-03-23,611276
2019-03-24,633250
2019-03-25,653986
2019-03-26,649883
2019-03-27,643611
2019-03-28,650779
2019-03-29,661933
2019-03-30,652352
2019-03-31,664687
2019-04-01,675691
2019-04-02,673341
2019-04-03,664591
2019-04-04,664457
2019-04-05,666801
2019-04-06,662973
