date_obj,Hard%20leather price
2017-04-28,197
2017-04-29,201
2017-04-30,200
2017-05-01,202
2017-05-02,197
2017-05-03,200
2017-05-04,200
2017-05-05,199
2017-05-06,195
2017-05-07,191
2017-05-08,193
2017-05-09,197
2017-05-10,202
2017-05-11,209
2017-05-12,203
2017-05-13,196
2017-05-14,193
2017-05-15,187
2017-05-16,185
2017-05-17,184
2017-05-18,185
2017-05-19,192
2017-05-20,197
2017-05-21,193
2017-05-22,190
2017-05-23,197
2017-05-24,194
2017-05-25,190
2017-05-26,188
2017-05-27,187
2017-05-28,188
2017-05-29,187
2017-05-30,188
2017-05-31,184
2017-06-01,182
2017-06-02,176
2017-06-03,173
2017-06-04,173
2017-06-06,178
2017-06-07,178
2017-06-08,178
2017-06-09,178
2017-06-10,185
2017-06-11,183
2017-06-12,174
2017-06-13,172
2017-06-14,173
2017-06-15,173
2017-06-16,177
2017-06-17,181
2017-06-18,182
2017-06-19,182
2017-06-20,181
2017-06-21,180
2017-06-22,184
2017-06-23,185
2017-06-24,182
2017-06-25,181
2017-06-26,179
2017-06-27,177
2017-06-28,171
2017-06-29,173
2017-06-30,175
2017-07-01,173
2017-07-02,171
2017-07-03,169
2017-07-04,166
2017-07-05,162
2017-07-06,156
2017-07-07,151
2017-07-08,145
2017-07-13,150
2017-07-14,148
2017-07-15,143
2017-07-16,138
2017-07-17,135
2017-07-18,136
2017-07-19,142
2017-07-20,147
2017-07-21,146
2017-07-22,144
2017-07-23,147
2017-07-24,152
2017-07-25,147
2017-07-26,142
2017-07-27,142
2017-07-28,146
2017-07-29,151
2017-07-30,156
2017-07-31,160
2017-08-01,156
2017-08-02,154
2017-08-03,152
2017-08-04,152
2017-08-05,149
2017-08-06,151
2017-08-09,146
2017-08-10,148
2017-08-11,146
2017-08-12,141
2017-08-13,138
2017-08-14,144
2017-08-15,146
2017-08-16,146
2017-08-17,142
2017-08-18,137
2017-08-19,137
2017-08-20,138
2017-08-21,137
2017-08-22,134
2017-08-23,133
2017-08-24,136
2017-08-25,141
2017-08-26,141
2017-08-27,137
2017-08-28,133
2017-08-29,138
2017-08-30,141
2017-08-31,137
2017-09-01,135
2017-09-02,136
2017-09-03,138
2017-09-04,135
2017-09-05,133
2017-09-06,131
2017-09-07,134
2017-09-08,136
2017-09-09,132
2017-09-10,129
2017-09-11,129
2017-09-12,128
2017-09-13,126
2017-09-14,131
2017-09-15,131
2017-09-16,130
2017-09-17,128
2017-09-18,128
2017-09-19,128
2017-09-20,123
2017-09-21,125
2017-09-22,127
2017-09-23,128
2017-09-24,124
2017-09-25,125
2017-09-26,128
2017-09-27,129
2017-09-28,124
2017-09-29,121
2017-09-30,117
2017-10-01,112
2017-10-02,110
2017-10-03,113
2017-10-04,117
2017-10-05,115
2017-10-06,111
2017-10-07,109
2017-10-08,107
2017-10-09,107
2017-10-10,109
2017-10-11,109
2017-10-12,108
2017-10-13,111
2017-10-14,114
2017-10-15,111
2017-10-16,113
2017-10-17,114
2017-10-18,113
2017-10-19,114
2017-10-20,114
2017-10-21,114
2017-10-22,114
2017-10-23,108
2017-10-24,105
2017-10-25,104
2017-10-26,104
2017-10-27,104
2017-10-28,104
2017-10-29,105
2017-10-30,105
2017-10-31,106
2017-11-01,103
2017-11-02,100
2017-11-03,101
2017-11-04,101
2017-11-05,102
2017-11-06,100
2017-11-07,99
2017-11-08,100
2017-11-09,101
2017-11-10,104
2017-11-11,104
2017-11-12,103
2017-11-13,101
2017-11-14,96
2017-11-15,94
2017-11-16,97
2017-11-17,98
2017-11-18,99
2017-11-19,101
2017-11-20,105
2017-11-21,100
2017-11-22,97
2017-11-23,97
2017-11-24,101
2017-11-25,103
2017-11-26,101
2017-11-27,101
2017-11-28,99
2017-11-29,97
2017-11-30,99
2017-12-01,98
2017-12-02,98
2017-12-03,101
2017-12-04,99
2017-12-05,101
2017-12-06,101
2017-12-07,98
2017-12-08,99
2017-12-09,101
2017-12-10,104
2017-12-11,103
2017-12-12,102
2017-12-13,104
2017-12-14,108
2017-12-15,102
2017-12-16,100
2017-12-17,99
2017-12-18,100
2017-12-19,99
2017-12-20,101
2017-12-21,104
2017-12-22,103
2017-12-23,99
2017-12-24,98
2017-12-25,99
2017-12-26,99
2017-12-27,96
2017-12-28,95
2017-12-29,95
2017-12-30,94
2017-12-31,94
2018-01-01,92
2018-01-02,92
2018-01-03,92
2018-01-04,91
2018-01-05,94
2018-01-06,95
2018-01-07,96
2018-01-08,99
2018-01-09,101
2018-01-10,100
2018-01-11,103
2018-01-12,105
2018-01-13,100
2018-01-14,97
2018-01-15,95
2018-01-16,97
2018-01-17,99
2018-01-18,100
2018-01-19,101
2018-01-20,100
2018-01-21,101
2018-01-22,98
2018-01-23,96
2018-01-25,99
2018-01-26,102
2018-01-27,102
2018-01-28,101
2018-01-29,101
2018-01-30,103
2018-01-31,102
2018-02-01,100
2018-02-02,101
2018-02-03,102
2018-02-04,103
2018-02-05,105
2018-02-06,109
2018-02-07,113
2018-02-08,115
2018-02-09,113
2018-02-10,111
2018-02-11,109
2018-02-12,108
2018-02-13,108
2018-02-14,108
2018-02-15,109
2018-02-16,110
2018-02-17,110
2018-02-18,110
2018-02-19,114
2018-02-20,110
2018-02-21,110
2018-02-22,108
2018-02-23,108
2018-02-24,109
2018-02-25,109
2018-02-26,112
2018-02-27,112
2018-02-28,111
2018-03-01,112
2018-03-02,109
2018-03-03,109
2018-03-04,108
2018-03-05,106
2018-03-06,104
2018-03-07,102
2018-03-08,102
2018-03-09,103
2018-03-10,105
2018-03-11,108
2018-03-12,108
2018-03-13,107
2018-03-14,105
2018-03-15,101
2018-03-16,98
2018-03-17,97
2018-03-18,100
2018-03-19,102
2018-03-20,100
2018-03-21,100
2018-03-23,100
2018-03-24,99
2018-03-25,98
2018-03-26,98
2018-03-27,96
2018-03-28,96
2018-03-29,96
2018-03-30,98
2018-03-31,99
2018-04-01,99
2018-04-02,99
2018-04-03,99
2018-04-04,99
2018-04-05,101
2018-04-06,102
2018-04-07,100
2018-04-08,100
2018-04-09,98
2018-04-10,95
2018-04-11,92
2018-04-12,94
2018-04-13,93
2018-04-14,95
2018-04-15,93
2018-04-16,91
2018-04-17,88
2018-04-18,85
2018-04-19,80
2018-04-20,77
2018-04-21,78
2018-04-22,80
2018-04-23,80
2018-04-24,79
2018-04-25,79
2018-04-26,77
2018-04-27,74
2018-04-28,72
2018-04-29,74
2018-04-30,74
2018-05-01,74
2018-05-03,76
2018-05-04,79
2018-05-05,82
2018-05-06,81
2018-05-07,86
2018-05-08,88
2018-05-09,89
2018-05-10,89
2018-05-11,89
2018-05-12,89
2018-05-13,87
2018-05-14,89
2018-05-15,91
2018-05-16,89
2018-05-17,87
2018-05-18,83
2018-05-19,85
2018-05-20,87
2018-05-21,86
2018-05-22,86
2018-05-23,82
2018-05-24,82
2018-05-25,85
2018-05-26,86
2018-05-27,85
2018-05-28,86
2018-05-29,87
2018-05-30,86
2018-05-31,86
2018-06-01,87
2018-06-02,88
2018-06-03,87
2018-06-04,88
2018-06-05,89
2018-06-06,88
2018-06-07,87
2018-06-08,89
2018-06-09,90
2018-06-10,89
2018-06-11,89
2018-06-12,91
2018-06-13,90
2018-06-14,92
2018-06-15,88
2018-06-16,88
2018-06-17,89
2018-06-18,92
2018-06-19,96
2018-06-20,99
2018-06-21,98
2018-06-22,93
2018-06-23,90
2018-06-24,88
2018-06-25,89
2018-06-26,90
2018-06-27,94
2018-06-28,95
2018-06-29,94
2018-06-30,91
2018-07-01,89
2018-07-02,90
2018-07-03,89
2018-07-04,91
2018-07-05,95
2018-07-06,97
2018-07-07,98
2018-07-08,99
2018-07-09,99
2018-07-10,100
2018-07-11,99
2018-07-12,97
2018-07-13,96
2018-07-14,96
2018-07-15,96
2018-07-16,97
2018-07-17,99
2018-07-18,101
2018-07-19,101
2018-07-20,107
2018-07-21,108
2018-07-22,112
2018-07-23,116
2018-07-24,116
2018-07-25,115
2018-07-26,118
2018-07-27,117
2018-07-28,116
2018-07-29,118
2018-07-30,119
2018-07-31,118
2018-08-01,119
2018-08-02,124
2018-08-03,130
2018-08-04,135
2018-08-05,139
2018-08-06,140
2018-08-07,145
2018-08-08,150
2018-08-09,154
2018-08-10,148
2018-08-11,143
2018-08-12,144
2018-08-14,137
2018-08-16,140
2018-08-17,138
2018-08-18,141
2018-08-19,146
2018-08-20,154
2018-08-21,161
2018-08-22,168
2018-08-23,167
2018-08-24,175
2018-08-25,178
2018-08-26,171
2018-08-27,167
2018-08-28,171
2018-08-29,175
2018-08-30,174
2018-08-31,179
2018-09-01,187
2018-09-02,191
2018-09-03,191
2018-09-04,191
2018-09-05,191
2018-09-06,189
2018-09-07,189
2018-09-08,187
2018-09-09,191
2018-09-10,200
2018-09-11,199
2018-09-12,195
2018-09-13,196
2018-09-14,205
2018-09-15,215
2018-09-16,226
2018-09-17,231
2018-09-18,221
2018-09-19,213
2018-09-20,216
2018-09-21,223
2018-09-22,229
2018-09-23,239
2018-09-24,243
2018-09-25,237
2018-09-26,229
2018-09-27,221
2018-09-28,217
2018-09-29,221
2018-09-30,222
2018-10-01,226
2018-10-02,225
2018-10-03,218
2018-10-04,215
2018-10-05,219
2018-10-06,220
2018-10-07,220
2018-10-08,214
2018-10-09,215
2018-10-10,211
2018-10-11,210
2018-10-12,209
2018-10-13,214
2018-10-14,213
2018-10-15,209
2018-10-16,205
2018-10-17,206
2018-10-18,203
2018-10-19,197
2018-10-20,189
2018-10-21,181
2018-10-22,178
2018-10-23,184
2018-10-24,187
2018-10-25,186
2018-10-26,191
2018-10-27,200
2018-10-28,197
2018-10-29,193
2018-10-30,189
2018-10-31,188
2018-11-01,188
2018-11-03,176
2018-11-04,167
2018-11-05,159
2018-11-06,152
2018-11-07,147
2018-11-08,143
2018-11-09,138
2018-11-10,134
2018-11-11,134
2018-11-12,139
2018-11-13,145
2018-11-14,143
2018-11-15,139
2018-11-16,137
2018-11-17,135
2018-11-18,134
2018-11-19,135
2018-11-20,138
2018-11-21,136
2018-11-22,138
2018-11-23,136
2018-11-24,140
2018-11-25,141
2018-11-26,141
2018-11-27,144
2018-11-28,151
2018-11-29,151
2018-12-01,149
2018-12-02,144
2018-12-03,141
2018-12-04,139
2018-12-05,140
2018-12-07,147
2018-12-09,151
2018-12-10,151
2018-12-11,149
2018-12-12,151
2018-12-13,148
2018-12-14,146
2018-12-15,142
2018-12-16,139
2018-12-17,142
2018-12-18,144
2018-12-19,141
2018-12-20,137
2018-12-21,135
2018-12-22,134
2018-12-23,132
2018-12-24,135
2018-12-25,139
2018-12-26,137
2018-12-27,136
2018-12-28,129
2018-12-29,124
2018-12-30,124
2018-12-31,125
2019-01-01,130
2019-01-02,132
2019-01-03,131
2019-01-04,129
2019-01-05,133
2019-01-06,135
2019-01-08,137
2019-01-10,140
2019-01-11,137
2019-01-12,136
2019-01-13,137
2019-01-14,134
2019-01-15,140
2019-01-16,147
2019-01-17,155
2019-01-18,155
2019-01-19,155
2019-01-20,155
2019-01-21,153
2019-01-22,149
2019-01-23,148
2019-01-24,147
2019-01-25,151
2019-01-26,154
2019-01-27,155
2019-01-29,152
2019-01-30,155
2019-01-31,153
2019-02-01,149
2019-02-02,149
2019-02-03,149
2019-02-04,147
2019-02-05,143
2019-02-06,146
2019-02-07,150
2019-02-08,149
2019-02-09,147
2019-02-10,148
2019-02-11,144
2019-02-12,142
2019-02-13,143
2019-02-14,143
2019-02-15,145
2019-02-16,148
2019-02-17,143
2019-02-18,140
2019-02-19,138
2019-02-20,136
2019-02-21,136
2019-02-22,137
2019-02-23,141
2019-02-24,145
2019-02-25,149
2019-02-26,155
2019-02-27,156
2019-02-28,149
2019-03-01,150
2019-03-02,153
2019-03-03,151
2019-03-04,156
2019-03-05,153
2019-03-06,158
2019-03-07,166
2019-03-08,173
2019-03-09,180
2019-03-10,183
2019-03-11,179
2019-03-12,181
2019-03-13,179
2019-03-14,174
2019-03-15,165
2019-03-16,158
2019-03-17,159
2019-03-18,162
2019-03-19,159
2019-03-20,161
2019-03-21,161
2019-03-22,161
2019-03-23,164
2019-03-24,169
2019-03-25,176
2019-03-26,181
2019-03-27,180
2019-03-28,179
2019-03-29,182
2019-03-30,189
2019-03-31,190
2019-04-01,189
2019-04-02,188
2019-04-03,189
2019-04-04,186
2019-04-05,182
2019-04-06,176
2019-04-07,173
2019-04-08,169
2019-04-09,167
2019-04-10,172
2019-04-11,179
2019-04-12,186
2019-04-13,192
2019-04-14,190
2019-04-15,186
2019-04-16,185
2019-04-17,183
2019-04-18,187
2019-04-19,189
2019-04-20,191
2019-04-21,192
2019-04-22,194
2019-04-23,191
2019-04-24,188
2019-04-25,187
2019-04-26,192
2019-04-27,188
2019-04-28,189
2019-04-29,194
2019-04-30,197
2019-05-01,192
2019-05-02,188
2019-05-03,188
2019-05-04,192
2019-05-05,199
2019-05-06,200
2019-05-07,196
2019-05-08,200
2019-05-09,208
2019-05-10,217
2019-05-11,218
2019-05-12,210
2019-05-13,202
2019-05-14,197
2019-05-15,192
2019-05-16,189
2019-05-17,187
2019-05-18,191
2019-05-19,192
2019-05-20,196
2019-05-21,198
2019-05-22,199
2019-05-23,196
2019-05-24,192
2019-05-25,194
2019-05-26,193
2019-05-27,189
2019-05-28,190
2019-05-29,192
2019-05-30,192
2019-05-31,192
2019-06-01,190
2019-06-02,191
2019-06-03,190
2019-06-04,187
2019-06-05,189
2019-06-06,193
2019-06-07,192
2019-06-08,192
2019-06-09,193
2019-06-10,192
2019-06-11,192
2019-06-12,189
2019-06-13,185
2019-06-14,179
2019-06-15,174
2019-06-16,178
2019-06-17,183
2019-06-18,188
2019-06-19,194
2019-06-20,188
2019-06-21,192
2019-06-22,192
2019-06-23,188
2019-06-24,182
2019-06-25,177
2019-06-26,175
2019-06-27,174
2019-06-28,176
2019-06-29,174
2019-06-30,173
2019-07-01,174
2019-07-02,172
2019-07-03,168
2019-07-04,165
2019-07-05,166
2019-07-06,171
2019-07-07,172
2019-07-08,177
2019-07-09,177
2019-07-10,178
2019-07-11,177
2019-07-12,181
2019-07-13,180
2019-07-14,178
2019-07-15,174
2019-07-16,173
2019-07-17,172
2019-07-18,175
2019-07-19,175
2019-07-20,176
2019-07-21,177
2019-07-22,179
2019-07-23,179
2019-07-24,178
2019-07-25,175
2019-07-26,173
2019-07-27,170
2019-07-28,169
2019-07-29,169
2019-07-30,171
2019-07-31,170
2019-08-01,168
2019-08-02,166
2019-08-03,163
2019-08-04,157
2019-08-05,151
2019-08-06,148
2019-08-07,151
2019-08-08,153
2019-08-09,150
2019-08-10,150
2019-08-11,151
2019-08-12,147
2019-08-13,143
2019-08-14,142
2019-08-15,142
2019-08-16,148
2019-08-17,152
2019-08-18,149
2019-08-19,147
2019-08-20,143
2019-08-21,142
2019-08-22,138
2019-08-23,134
2019-08-24,138
2019-08-24,138
2019-08-25,143
2019-08-25,143
2019-08-26,147
2019-08-26,147
2019-08-27,147
