date_obj,Runite%20crossbow%20(u) price
2015-12-24,10240
2015-12-25,10281
2015-12-26,10366
2015-12-27,10394
2015-12-28,10403
2015-12-29,10506
2015-12-30,10108
2015-12-31,10077
2016-01-01,10185
2016-01-02,10069
2016-01-03,10088
2016-01-04,10062
2016-01-05,10036
2016-01-06,10020
2016-01-07,9959
2016-01-08,9939
2016-01-09,10004
2016-01-10,9887
2016-01-11,9888
2016-01-12,9763
2016-01-13,9751
2016-01-14,9825
2016-01-15,9996
2016-01-16,9891
2016-01-17,10012
2016-01-18,9943
2016-01-19,9919
2016-01-20,9964
2016-01-21,10081
2016-01-22,9951
2016-01-23,9594
2016-01-24,9331
2016-01-25,9447
2016-01-26,9518
2016-01-27,9459
2016-01-28,9459
2016-01-29,9559
2016-01-30,9600
2016-01-31,9705
2016-02-01,9806
2016-02-02,9923
2016-02-03,9971
2016-02-04,9612
2016-02-05,9669
2016-02-06,9632
2016-02-07,9530
2016-02-08,9718
2016-02-09,9733
2016-02-10,9732
2016-02-11,9760
2016-02-12,9773
2016-02-13,10007
2016-02-14,10019
2016-02-15,9818
2016-02-16,9831
2016-02-17,9636
2016-02-18,9472
2016-02-19,9514
2016-02-20,9710
2016-02-21,9755
2016-02-22,9788
2016-02-23,9875
2016-02-24,9906
2016-02-25,9931
2016-02-26,9953
2016-02-27,9973
2016-02-28,10010
2016-02-29,10123
2016-03-01,10023
2016-03-02,10020
2016-03-03,10013
2016-03-04,10061
2016-03-05,10009
2016-03-06,10028
2016-03-07,10004
2016-03-08,9802
2016-03-09,9674
2016-03-10,9672
2016-03-11,9911
2016-03-12,10064
2016-03-13,9898
2016-03-14,10052
2016-03-15,9880
2016-03-16,9919
2016-03-17,10086
2016-03-18,9951
2016-03-19,9958
2016-03-20,10003
2016-03-21,10019
2016-03-22,10023
2016-03-23,9997
2016-03-24,9940
2016-03-25,9898
2016-03-26,9966
2016-03-27,10005
2016-03-28,10140
2016-03-29,10126
2016-03-30,10126
2016-03-31,10165
2016-04-01,10134
2016-04-02,9965
2016-04-03,9688
2016-04-04,9747
2016-04-05,9808
2016-04-06,9906
2016-04-07,9924
2016-04-08,9934
2016-04-09,9743
2016-04-10,9582
2016-04-11,9582
2016-04-12,9744
2016-04-13,9548
2016-04-14,9554
2016-04-15,9801
2016-04-16,9925
2016-04-17,9835
2016-04-18,10001
2016-04-19,9959
2016-04-20,9959
2016-04-21,9820
2016-04-22,9855
2016-04-23,10128
2016-04-24,10158
2016-04-25,10165
2016-04-26,10199
2016-04-27,10074
2016-04-28,10091
2016-04-29,10130
2016-04-30,9994
2016-05-01,9859
2016-05-02,9759
2016-05-03,9802
2016-05-04,9889
2016-05-05,9709
2016-05-06,9640
2016-05-07,9585
2016-05-08,9684
2016-05-09,9715
2016-05-10,9682
2016-05-11,9497
2016-05-12,9679
2016-05-13,9653
2016-05-14,9544
2016-05-15,9422
2016-05-16,9501
2016-05-17,9776
2016-05-18,9648
2016-05-19,9845
2016-05-22,9526
2016-05-23,9487
2016-05-24,9624
2016-05-25,9532
2016-05-26,9484
2016-05-27,9826
2016-05-28,9561
2016-05-29,9553
2016-05-30,9631
2016-05-31,9740
2016-06-01,9872
2016-06-02,9998
2016-06-03,10004
2016-06-04,10021
2016-06-05,10021
2016-06-06,9720
2016-06-07,9702
2016-06-08,9667
2016-06-09,9822
2016-06-10,9837
2016-06-11,9814
2016-06-12,9585
2016-06-13,9446
2016-06-14,9609
2016-06-15,9775
2016-06-16,9870
2016-06-17,9464
2016-06-18,9602
2016-06-19,9666
2016-06-20,9671
2016-06-21,9615
2016-06-22,9682
2016-06-23,9714
2016-06-24,9787
2016-06-25,9811
2016-06-26,9742
2016-06-27,9743
2016-06-28,9780
2016-06-29,9807
2016-06-30,9795
2016-07-01,9938
2016-07-02,10063
2016-07-03,10045
2016-07-04,9964
2016-07-05,10176
2016-07-06,10221
2016-07-07,10191
2016-07-08,10034
2016-07-09,10101
2016-07-10,10161
2016-07-11,10062
2016-07-12,9939
2016-07-13,10053
2016-07-14,10037
2016-07-15,10114
2016-07-16,9984
2016-07-17,9841
2016-07-18,9615
2016-07-23,9753
2016-07-24,9650
2016-07-25,9834
2016-07-26,9955
2016-07-27,9944
2016-07-28,10181
2016-07-29,10152
2016-07-30,10220
2016-07-31,10183
2016-08-01,10229
2016-08-02,10298
2016-08-03,10271
2016-08-04,10346
2016-08-05,10321
2016-08-06,10315
2016-08-07,10323
2016-08-08,10156
2016-08-09,10137
2016-08-10,10081
2016-08-11,10300
2016-08-12,10003
2016-08-13,10120
2016-08-14,9993
2016-08-15,9876
2016-08-16,9983
2016-08-17,9825
2016-08-18,9660
2016-08-19,9917
2016-08-20,9966
2016-08-21,9953
2016-08-22,10028
2016-08-23,9946
2016-08-24,9551
2016-08-25,9488
2016-08-26,9488
2016-08-28,9840
2016-08-31,9693
2016-09-01,9830
2016-09-02,9830
2016-09-03,9903
2016-09-04,9837
2016-09-05,9924
2016-09-06,9779
2016-09-07,9851
2016-09-08,9915
2016-09-09,9860
2016-09-10,9931
2016-09-11,10139
2016-09-12,10118
2016-09-13,10070
2016-09-14,10031
2016-09-15,10130
2016-09-16,10072
2016-09-17,10069
2016-09-18,9988
2016-09-19,9964
2016-09-20,10001
2016-09-21,9907
2016-09-22,10000
2016-09-23,9990
2016-09-24,9990
2016-09-25,9999
2016-09-26,10105
2016-09-27,10230
2016-09-28,10105
2016-09-29,10123
2016-09-30,10078
2016-10-01,9695
2016-10-02,9701
2016-10-03,9621
2016-10-04,9504
2016-10-05,9634
2016-10-06,9693
2016-10-07,9885
2016-10-08,9691
2016-10-09,9467
2016-10-10,9466
2016-10-11,9625
2016-10-12,9719
2016-10-13,9757
2016-10-14,9940
2016-10-15,9773
2016-10-16,9613
2016-10-17,9710
2016-10-18,9877
2016-10-19,9925
2016-10-20,9999
2016-10-21,10109
2016-10-22,10245
2016-10-23,10242
2016-10-24,10150
2016-10-25,10172
2016-10-26,10150
2016-10-27,10186
2016-10-28,10262
2016-10-29,10260
2016-10-30,10223
2016-10-31,10223
2016-11-01,10046
2016-11-02,10034
2016-11-03,10018
2016-11-04,10147
2016-11-05,10147
2016-11-06,10119
2016-11-07,9975
2016-11-08,9888
2016-11-09,9940
2016-11-10,9959
2016-11-11,9955
2016-11-12,9944
2016-11-13,9952
2016-11-14,9950
2016-12-08,9624
2016-12-09,9709
2016-12-10,9764
2016-12-11,9642
2016-12-12,9663
2016-12-13,9713
2016-12-14,9707
2016-12-15,9792
2016-12-16,9890
2016-12-17,9941
2016-12-18,9923
2016-12-19,9676
2016-12-20,9761
2016-12-21,9920
2016-12-22,9941
2016-12-23,9912
2016-12-24,9925
2016-12-25,9937
2016-12-26,9956
2016-12-27,9821
2016-12-28,9903
2016-12-29,9896
2016-12-30,9956
2016-12-31,10000
2017-01-01,9987
2017-01-02,9850
2017-01-03,9887
2017-01-04,9909
2017-01-05,9777
2017-01-06,9468
2017-01-07,9583
2017-01-08,9721
2017-01-09,9684
2017-01-10,9911
2017-01-11,9906
2017-01-12,9840
2017-01-13,9930
2017-01-14,9870
2017-01-15,9872
2017-01-16,9903
2017-01-17,10026
2017-01-18,9833
2017-01-19,9725
2017-01-20,9904
2017-01-21,9693
2017-01-22,9801
2017-01-27,9859
2017-01-28,9834
2017-01-29,9735
2017-01-30,9644
2017-01-31,9866
2017-02-01,9920
2017-02-02,9987
2017-02-03,9948
2017-02-04,9962
2017-02-05,9885
2017-02-06,9966
2017-02-07,10017
2017-02-08,9986
2017-02-09,9935
2017-02-10,10007
2017-02-11,10043
2017-02-12,10026
2017-02-13,9982
2017-02-14,9596
2017-02-15,9567
2017-02-16,9665
2017-02-18,9703
2017-02-19,9813
2017-02-20,9705
2017-02-21,9779
2017-02-22,9853
2017-02-23,9818
2017-02-24,9869
2017-02-25,9888
2017-02-26,9974
2017-02-27,9874
2017-02-28,9876
2017-03-01,9891
2017-03-02,9933
2017-03-03,9900
2017-03-04,10042
2017-03-05,9935
2017-03-06,9971
2017-03-07,9948
2017-03-08,9990
2017-03-09,10061
2017-03-10,10071
2017-03-11,9683
2017-03-12,9560
2017-03-13,9653
2017-03-14,9665
2017-03-15,9648
2017-03-16,9746
2017-03-17,9743
2017-03-18,9809
2017-03-19,9898
2017-03-20,9922
2017-03-21,9955
2017-03-22,9882
2017-03-23,9905
2017-03-24,9958
2017-03-25,9913
2017-03-26,9924
2017-03-27,9853
2017-03-28,9984
2017-03-29,9772
2017-03-30,10175
2017-03-31,10266
2017-04-01,10061
2017-04-02,10142
2017-04-03,10027
2017-04-04,10004
2017-04-12,10253
2017-04-13,9914
2017-04-14,9941
2017-04-15,9889
2017-04-16,9893
2017-04-17,9898
2017-04-18,10081
2017-04-19,10154
2017-04-20,10056
2017-04-21,9891
2017-04-22,9881
2017-04-23,9677
2017-04-24,9714
2017-04-25,9624
2017-04-26,9821
2017-04-27,9573
2017-04-28,9443
2017-04-29,9551
2017-04-30,9541
2017-05-01,9543
2017-05-02,9670
2017-05-03,9678
2017-05-04,9662
2017-05-05,9595
2017-05-06,9582
2017-05-07,9593
2017-05-08,9631
2017-05-09,9713
2017-05-10,9672
2017-05-11,9465
2017-05-12,9534
2017-05-13,9642
2017-05-14,9753
2017-05-15,9549
2017-05-16,9663
2017-05-17,9597
2017-05-18,9611
2017-05-19,9582
2017-05-20,9591
2017-05-21,9591
2017-05-22,9659
2017-05-23,9707
2017-05-24,9526
2017-05-25,9149
2017-05-26,9248
2017-05-27,9267
2017-05-28,9290
2017-05-29,9300
2017-05-30,9387
2017-05-31,9419
2017-06-01,9417
2017-06-02,9408
2017-06-03,9404
2017-06-06,9482
2017-06-07,9435
2017-06-08,9377
2017-06-09,9428
2017-06-10,9469
2017-06-11,9404
2017-06-12,9410
2017-06-13,9370
2017-06-14,9384
2017-06-15,9399
2017-06-16,9447
2017-06-17,9406
2017-06-18,9378
2017-06-19,9378
2017-06-20,9452
2017-06-21,9490
2017-06-22,9433
2017-06-23,9245
2017-06-24,9461
2017-06-25,9406
2017-06-26,9457
2017-06-27,9542
2017-06-28,9621
2017-06-29,9360
2017-06-30,9422
2017-07-01,9425
2017-07-02,9435
2017-07-03,9453
2017-07-04,9517
2017-07-05,9517
2017-07-06,9522
2017-07-07,9468
2017-07-08,9465
2017-07-13,9418
2017-07-14,9407
2017-07-15,9407
2017-07-16,9392
2017-07-17,9356
2017-07-18,9453
2017-07-19,9471
2017-07-20,9485
2017-07-21,9478
2017-07-22,9479
2017-07-23,9483
2017-07-24,9502
2017-07-25,9550
2017-07-26,9596
2017-07-27,9462
2017-07-28,9466
2017-07-29,9442
2017-07-30,9424
2017-07-31,9424
2017-08-01,9448
2017-08-02,9497
2017-08-03,9468
2017-08-04,9470
2017-08-05,9431
2017-08-06,9402
2017-08-09,9348
2017-08-10,9446
2017-08-11,9450
2017-08-12,9413
2017-08-13,9458
2017-08-14,9469
2017-08-15,9452
2017-08-17,9468
2017-08-18,9459
2017-08-19,9471
2017-08-20,9423
2017-08-21,9351
2017-08-22,9479
2017-08-23,9506
2017-08-24,9536
2017-08-25,9553
2017-08-26,9423
2017-08-27,9388
2017-08-28,9406
2017-08-29,9587
2017-08-30,9425
2017-08-31,9377
2017-09-01,9466
2017-09-02,9515
2017-09-03,9502
2017-09-04,9491
2017-09-05,9479
2017-09-06,9457
2017-09-07,9455
2017-09-08,9642
2017-09-09,9500
2017-09-10,9419
2017-09-11,9306
2017-09-12,9313
2017-09-13,9382
2017-09-14,9425
2017-09-15,9419
2017-09-16,9272
2017-09-17,9309
2017-09-19,9356
2017-09-20,9398
2017-09-21,9363
2017-09-22,9415
2017-09-23,9443
2017-09-24,9458
2017-09-25,9458
2017-09-26,9496
2017-09-27,9485
2017-09-28,9398
2017-09-29,9399
2017-09-30,9321
2017-10-01,9336
2017-10-02,9399
2017-10-03,9449
2017-10-04,9514
2017-10-05,9484
2017-10-06,9484
2017-10-07,9440
2017-10-08,9415
2017-10-09,9393
2017-10-10,9387
2017-10-11,9421
2017-10-12,9371
2017-10-13,9359
2017-10-14,9406
2017-10-15,9455
2017-10-16,9361
2017-10-17,9295
2017-10-18,9323
2017-10-19,9386
2017-10-20,9380
2017-10-21,9394
2017-10-22,9297
2017-10-23,9458
2017-10-24,9392
2017-10-25,9552
2017-10-26,9337
2017-10-27,9349
2017-10-28,9349
2017-10-29,9370
2017-10-30,9368
2017-10-31,9327
2017-11-01,9351
2017-11-02,9405
2017-11-03,9295
2017-11-04,9352
2017-11-05,9387
2017-11-06,9419
2017-11-07,9443
2017-11-08,9359
2017-11-09,9409
2017-11-10,9396
2017-11-11,9415
2017-11-12,9384
2017-11-13,9693
2017-11-14,9402
2017-11-15,9341
2017-11-16,9374
2017-11-17,9387
2017-11-18,9367
2017-11-19,9411
2017-11-20,9397
2017-11-21,9306
2017-11-22,9337
2017-11-23,9350
2017-11-24,9418
2017-11-25,9445
2017-11-26,9556
2017-11-27,9470
2017-11-28,9420
2017-11-29,9460
2017-11-30,9476
2017-12-01,9458
2017-12-02,9466
2017-12-03,9468
2017-12-04,9478
2017-12-05,9481
2017-12-06,9484
2017-12-07,9476
2017-12-08,9518
2017-12-09,9505
2017-12-10,9357
2017-12-11,9463
2017-12-12,9430
2017-12-13,9449
2017-12-14,9437
2017-12-15,9415
2017-12-16,9418
2017-12-17,9433
2017-12-18,9471
2017-12-19,9467
2017-12-20,9479
2017-12-21,9453
2017-12-22,9485
2017-12-23,9448
2017-12-24,9376
2017-12-25,9377
2017-12-26,9417
2017-12-27,9381
2017-12-28,9395
2017-12-29,9381
2017-12-30,9433
2017-12-31,9418
2018-01-01,9426
2018-01-02,9355
2018-01-03,9424
2018-01-04,9523
2018-01-05,9372
2018-01-06,9397
2018-01-07,9448
2018-01-08,9439
2018-01-09,9452
2018-01-10,9437
2018-01-11,9447
2018-01-12,9440
2018-01-13,9454
2018-01-14,9454
2018-01-15,9434
2018-01-16,9405
2018-01-17,9451
2018-01-18,9458
2018-01-19,9459
2018-01-20,9461
2018-01-21,9332
2018-01-22,9374
2018-01-23,9367
2018-01-24,9402
2018-01-25,9407
2018-01-26,9447
2018-01-27,9465
2018-01-28,9446
2018-01-29,9480
2018-01-30,9458
2018-02-01,9486
2018-02-02,9486
2018-02-03,9433
2018-02-04,9427
2018-02-05,9450
2018-02-06,9422
2018-02-07,9406
2018-02-08,9439
2018-02-09,9412
2018-02-10,9507
2018-02-11,9413
2018-02-12,9449
2018-02-13,9431
2018-02-14,9477
2018-02-15,9511
2018-02-16,9436
2018-02-17,9509
2018-02-18,9572
2018-02-19,9777
2018-02-20,9990
2018-02-21,9767
2018-02-22,9582
2018-02-23,9570
2018-02-24,9566
2018-02-25,9516
2018-02-26,9475
2018-02-27,9384
2018-02-28,9467
2018-03-01,9471
2018-03-02,9447
2018-03-03,9607
2018-03-04,9543
2018-03-05,9490
2018-03-06,9443
2018-03-07,9429
2018-03-08,9448
2018-03-09,9504
2018-03-10,9411
2018-03-11,9592
2018-03-12,9551
2018-03-13,9439
2018-03-14,9422
2018-03-15,9439
2018-03-16,9460
2018-03-17,9500
2018-03-18,9707
2018-03-19,9570
2018-03-20,9536
2018-03-21,9476
2018-03-23,9474
2018-03-24,9474
2018-03-26,9496
2018-03-27,9433
2018-03-28,9420
2018-03-29,9415
2018-03-30,9424
2018-03-31,9479
2018-04-01,9485
2018-04-02,9478
2018-04-03,9486
2018-04-04,9366
2018-04-05,9291
2018-04-06,9426
2018-04-08,9378
2018-04-09,9391
2018-04-10,9450
2018-04-11,9380
2018-04-12,9496
2018-04-13,9439
2018-04-14,9414
2018-04-15,9408
2018-04-16,9484
2018-04-17,9356
2018-04-18,9321
2018-04-19,9400
2018-04-20,9472
2018-04-21,9483
2018-04-22,9475
2018-04-23,9397
2018-04-24,9382
2018-04-25,9422
2018-04-26,9410
2018-04-27,9512
2018-04-28,9505
2018-04-29,9322
2018-04-30,9454
2018-05-01,9465
2018-05-02,9475
2018-05-03,9485
2018-05-04,9409
2018-05-05,9380
2018-05-06,9241
2018-05-07,9293
2018-05-08,9375
2018-05-09,9387
2018-05-10,9399
2018-05-11,9438
2018-05-12,9494
2018-05-13,9533
2018-05-14,9503
2018-05-15,9495
2018-05-16,9486
2018-05-17,9491
2018-05-18,9451
2018-05-19,9480
2018-05-20,9469
2018-05-21,9509
2018-05-22,9555
2018-05-23,9516
2018-05-24,9543
2018-05-25,9563
2018-05-26,9585
2018-05-27,9570
2018-05-28,9543
2018-05-29,9463
2018-05-30,9477
2018-05-31,9506
2018-06-01,9548
2018-06-02,9350
2018-06-03,9433
2018-06-04,9509
2018-06-05,9477
2018-06-06,9464
2018-06-07,9489
2018-06-08,9468
2018-06-09,9358
2018-06-10,9261
2018-06-11,9207
2018-06-12,9304
2018-06-13,9333
2018-06-14,9384
2018-06-15,9343
2018-06-16,9412
2018-06-17,9417
2018-06-18,9418
2018-06-19,9422
2018-06-20,9422
2018-06-21,9429
2018-06-22,9379
2018-06-23,9393
2018-06-24,9359
2018-06-25,9405
2018-06-26,9417
2018-06-27,9403
2018-06-28,9410
2018-06-29,9452
2018-06-30,9452
2018-07-01,9453
2018-07-02,9449
2018-07-03,9361
2018-07-04,9419
2018-07-05,9470
2018-07-06,9467
2018-07-07,9499
2018-07-08,9491
2018-07-09,9493
2018-07-10,9468
2018-07-11,9433
2018-07-12,9365
2018-07-13,9457
2018-07-14,9402
2018-07-15,9489
2018-07-16,9494
2018-07-17,9484
2018-07-18,9516
2018-07-19,9509
2018-07-20,9502
2018-07-21,9461
2018-07-22,9444
2018-07-23,9512
2018-07-24,9494
2018-07-25,9555
2018-07-26,9556
2018-07-27,9569
2018-07-28,9582
2018-07-29,9576
2018-07-30,9675
2018-07-31,9770
2018-08-01,9692
2018-08-02,9704
2018-08-03,9714
2018-08-04,9726
2018-08-05,9737
2018-08-06,9750
2018-08-07,9720
2018-08-08,9690
2018-08-09,9579
2018-08-10,9630
2018-08-11,9564
2018-08-12,9687
2018-08-14,9796
2018-08-16,9810
2018-08-17,9893
2018-08-18,9767
2018-08-19,9804
2018-08-20,9700
2018-08-21,9692
2018-08-22,9578
2018-08-23,9633
2018-08-24,9540
2018-08-25,9754
2018-08-26,9606
2018-08-27,9481
2018-08-28,9456
2018-08-29,9454
2018-08-30,9490
2018-08-31,9552
2018-09-01,9676
2018-09-02,9641
2018-09-03,9831
2018-09-04,9864
2018-09-05,9728
2018-09-06,9732
2018-09-07,9560
2018-09-08,9755
2018-09-09,9754
2018-09-10,9705
2018-09-11,9569
2018-09-12,9564
2018-09-13,9604
2018-09-14,9579
2018-09-15,9587
2018-09-16,9629
2018-09-17,9628
2018-09-18,9609
2018-09-19,9527
2018-09-20,9506
2018-09-21,9311
2018-09-22,9331
2018-09-23,9455
2018-09-24,9510
2018-09-25,9414
2018-09-26,9403
2018-09-27,9512
2018-09-28,9538
2018-09-29,9544
2018-09-30,9601
2018-10-02,9385
2018-10-03,9464
2018-10-04,9443
2018-10-05,9560
2018-10-06,9734
2018-10-07,9630
2018-10-08,9572
2018-10-09,9610
2018-10-10,9688
2018-10-11,9702
2018-10-12,9610
2018-10-13,9529
2018-10-14,9509
2018-10-15,9507
2018-10-16,9406
2018-10-17,9412
2018-10-18,9403
2018-10-19,9497
2018-10-20,9499
2018-10-21,9555
2018-10-22,9607
2018-10-23,9710
2018-10-24,9748
2018-10-25,9787
2018-10-26,9886
2018-10-27,10011
2018-10-28,9926
2018-10-29,9764
2018-10-30,9821
2018-10-31,9876
2018-11-01,9926
2018-11-03,9894
2018-11-04,9802
2018-11-05,9543
2018-11-06,9445
2018-11-07,9474
2018-11-08,9385
2018-11-09,9394
2018-11-10,9527
2018-11-11,9846
2018-11-12,9472
2018-11-13,9504
2018-11-14,9467
2018-11-15,9506
2018-11-16,9470
2018-11-17,9402
2018-11-18,9359
2018-11-19,9482
2018-11-20,9504
2018-11-21,9508
2018-11-22,9473
2018-11-23,9500
2018-11-24,9457
2018-11-25,9439
2018-11-26,9414
2018-11-27,9506
2018-11-28,9532
2018-11-29,9477
2018-12-01,9508
2018-12-02,9535
2018-12-03,9514
2018-12-04,9519
2018-12-05,9460
2018-12-07,9533
2018-12-09,9435
2018-12-10,9447
2018-12-11,9467
2018-12-12,9437
2018-12-13,9445
2018-12-14,9501
2018-12-15,9513
2018-12-16,9590
2018-12-17,9602
2018-12-18,9492
2018-12-19,9423
2018-12-20,9472
2018-12-21,9472
2018-12-22,9417
2018-12-23,9418
2018-12-24,9405
2018-12-25,9458
2018-12-26,9470
2018-12-27,9466
2018-12-28,9489
2018-12-29,9497
2018-12-30,9409
2018-12-31,9391
2019-01-01,9409
2019-01-02,9437
2019-01-03,9632
2019-01-04,9370
2019-01-05,9452
2019-01-06,9598
2019-01-08,9538
2019-01-10,9301
2019-01-11,9326
2019-01-12,9367
2019-01-13,9457
2019-01-14,9433
2019-01-15,9427
2019-01-16,9517
2019-01-17,9513
2019-01-18,9437
2019-01-19,9446
2019-01-20,9472
2019-01-21,9481
2019-01-22,9474
2019-01-23,9563
2019-01-24,9481
2019-01-25,9468
2019-01-26,9400
2019-01-27,9465
2019-01-28,9515
2019-01-29,9525
2019-01-30,9511
2019-01-31,9500
2019-02-01,9580
2019-02-02,10006
2019-02-03,9544
2019-02-04,9423
2019-02-05,9464
2019-02-06,9521
2019-02-07,9564
2019-02-08,9535
2019-02-09,9486
2019-02-10,9478
2019-02-11,9467
2019-02-12,9438
2019-02-13,9558
2019-02-14,9633
2019-02-15,9543
2019-02-16,9420
2019-02-17,9561
2019-02-18,9586
2019-02-19,9639
2019-02-20,9626
2019-02-21,9462
2019-02-22,9392
2019-02-23,9505
2019-02-24,9560
2019-02-25,9592
2019-02-26,9590
2019-02-27,9611
2019-02-28,9581
2019-03-01,9555
2019-03-02,9585
2019-03-03,9743
2019-03-04,9819
2019-03-05,9716
2019-03-06,9542
2019-03-07,9444
2019-03-08,9413
2019-03-09,9489
2019-03-10,9451
2019-03-11,9480
2019-03-12,9420
2019-03-13,9438
2019-03-14,9521
2019-03-15,9563
2019-03-16,9549
2019-03-17,9601
2019-03-18,9541
2019-03-19,9451
2019-03-20,9486
2019-03-21,9533
2019-03-22,9557
2019-03-23,9563
2019-03-24,9589
2019-03-25,9607
2019-03-26,9611
2019-03-27,9610
2019-03-28,9502
2019-03-29,9479
2019-03-30,9524
2019-03-31,9604
2019-04-01,9572
2019-04-02,9595
