date_obj,Ensouled%20horror%20head price
2016-06-18,2145
2016-06-19,2096
2016-06-20,2003
2016-06-21,2075
2016-06-22,2173
2016-06-23,2208
2016-06-24,2221
2016-06-25,2236
2016-06-26,2339
2016-06-27,2370
2016-06-28,2486
2016-06-29,2611
2016-06-30,2685
2016-07-01,2770
2016-07-02,2908
2016-07-03,3054
2016-07-04,3023
2016-07-05,2874
2016-07-06,2876
2016-07-07,2872
2016-07-08,2799
2016-07-09,2809
2016-07-10,2721
2016-07-11,2720
2016-07-12,2774
2016-07-13,2819
2016-07-14,2891
2016-07-15,3034
2016-07-16,3173
2016-07-17,3332
2016-07-18,3495
2016-07-23,2890
2016-07-24,2842
2016-07-25,2825
2016-07-26,2895
2016-07-27,2979
2016-07-28,3107
2016-07-29,3144
2016-07-30,3268
2016-07-31,3392
2016-08-01,3368
2016-08-02,3264
2016-08-03,3133
2016-08-04,2981
2016-08-05,2888
2016-08-06,2843
2016-08-07,2858
2016-08-08,2775
2016-08-09,2746
2016-08-10,2833
2016-08-11,2951
2016-08-12,3050
2016-08-13,2917
2016-08-14,2998
2016-08-15,2995
2016-08-16,2933
2016-08-17,2844
2016-08-18,2703
2016-08-19,2776
2016-08-20,2642
2016-08-21,2519
2016-08-22,2580
2016-08-23,2633
2016-08-24,2663
2016-08-25,2595
2016-08-26,2584
2016-08-28,2384
2016-08-31,2590
2016-09-01,2630
2016-09-02,2600
2016-09-03,2518
2016-09-04,2555
2016-09-05,2483
2016-09-06,2429
2016-09-07,2441
2016-09-08,2319
2016-09-09,2326
2016-09-10,2288
2016-09-11,2220
2016-09-12,2290
2016-09-13,2267
2016-09-14,2321
2016-09-15,2310
2016-09-16,2194
2016-09-17,2116
2016-09-18,2143
2016-09-19,2091
2016-09-20,2007
2016-09-21,2079
2016-09-22,2178
2016-09-23,2287
2016-09-24,2402
2016-09-25,2523
2016-09-26,2560
2016-09-27,2598
2016-09-28,2560
2016-09-29,2522
2016-09-30,2519
2016-10-01,2550
2016-10-02,2566
2016-10-03,2553
2016-10-04,2582
2016-10-05,2544
2016-10-06,2478
2016-10-07,2371
2016-10-08,2252
2016-10-09,2139
2016-10-10,2061
2016-10-11,2017
2016-10-12,2043
2016-10-13,2142
2016-10-14,2109
2016-10-15,2136
2016-10-16,2106
2016-10-17,2103
2016-10-18,2132
2016-10-19,2191
2016-10-20,2161
2016-10-21,2195
2016-10-22,2243
2016-10-23,2251
2016-10-24,2231
2016-10-25,2248
2016-10-26,2289
2016-10-27,2247
2016-10-28,2231
2016-10-29,2310
2016-10-30,2425
2016-10-31,2467
2016-11-01,2465
2016-11-02,2483
2016-11-03,2570
2016-11-04,2471
2016-11-05,2394
2016-11-06,2344
2016-11-07,2226
2016-11-08,2159
2016-11-09,2115
2016-11-10,2053
2016-11-11,2017
2016-11-12,2002
2016-11-13,2038
2016-11-14,2137
2016-11-15,2244
2016-12-07,3121
2016-12-08,3078
2016-12-09,3132
2016-12-10,3289
2016-12-11,3378
2016-12-12,3281
2016-12-13,3135
2016-12-14,3043
2016-12-15,3056
2016-12-16,2953
2016-12-17,2881
2016-12-18,2803
2016-12-19,2825
2016-12-20,2836
2016-12-21,2802
2016-12-22,2701
2016-12-23,2751
2016-12-24,2725
2016-12-25,2776
2016-12-26,2915
2016-12-27,3033
2016-12-28,3032
2016-12-29,3009
2016-12-30,3027
2016-12-31,2876
2017-01-01,2743
2017-01-02,2880
2017-01-03,3010
2017-01-04,3074
2017-01-05,3053
2017-01-06,2906
2017-01-07,2811
2017-01-08,2768
2017-01-09,2882
2017-01-10,2920
2017-01-11,2889
2017-01-12,2856
2017-01-13,2931
2017-01-14,2855
2017-01-15,2871
2017-01-16,2850
2017-01-17,2819
2017-01-18,2745
2017-01-19,2620
2017-01-20,2685
2017-01-21,2613
2017-01-22,2603
2017-01-23,2484
2017-01-27,2552
2017-01-28,2636
2017-01-29,2768
2017-01-30,2907
2017-01-31,2948
2017-02-01,2852
2017-02-02,2813
2017-02-03,2954
2017-02-04,2937
2017-02-05,2998
2017-02-06,3034
2017-02-07,3063
2017-02-08,3156
2017-02-09,3314
2017-02-10,3374
2017-02-11,3293
2017-02-12,3361
2017-02-13,3343
2017-02-14,3307
2017-02-15,3324
2017-02-16,3286
2017-02-18,3489
2017-02-19,3447
2017-02-20,3359
2017-02-21,3517
2017-02-22,3655
2017-02-23,3838
2017-02-24,3883
2017-02-25,3688
2017-02-26,3547
2017-02-27,3676
2017-02-28,3492
2017-03-01,3336
2017-03-02,3328
2017-03-03,3197
2017-03-04,3315
2017-03-05,3251
2017-03-06,3109
2017-03-07,3179
2017-03-08,3064
2017-03-09,2995
2017-03-10,3136
2017-03-11,3246
2017-03-12,3131
2017-03-13,3034
2017-03-14,2989
2017-03-15,2901
2017-03-16,2765
2017-03-17,2748
2017-03-18,2716
2017-03-19,2614
2017-03-20,2619
2017-03-21,2634
2017-03-22,2602
2017-03-23,2687
2017-03-24,2669
2017-03-25,2582
2017-03-26,2629
2017-03-27,2750
2017-03-28,2661
2017-03-29,2576
2017-03-30,2701
2017-03-31,2701
2017-04-01,2746
2017-04-02,2790
2017-04-03,2761
2017-04-04,2723
2017-04-12,2603
2017-04-13,2532
2017-04-14,2423
2017-04-15,2545
2017-04-16,2673
2017-04-17,2682
2017-04-18,2739
2017-04-19,2728
2017-04-20,2736
2017-04-21,2809
2017-04-22,2885
2017-04-23,3000
2017-04-24,2899
2017-04-25,2770
2017-04-26,2668
2017-04-27,2694
2017-04-28,2726
2017-04-29,2748
2017-04-30,2820
2017-05-01,2948
2017-05-02,2977
2017-05-03,3030
2017-05-04,3036
2017-05-05,2941
2017-05-06,2869
2017-05-07,2858
2017-05-08,2980
2017-05-09,2921
2017-05-10,2930
2017-05-11,3001
2017-05-12,3002
2017-05-13,2999
2017-05-14,2875
2017-05-15,2773
2017-05-16,2690
2017-05-17,2817
2017-05-18,2948
2017-05-19,3096
2017-05-20,3243
2017-05-21,3159
2017-05-22,3082
2017-05-23,2931
2017-05-24,2898
2017-05-25,2842
2017-05-26,2838
2017-05-27,2728
2017-05-28,2798
2017-05-29,2836
2017-05-30,2704
2017-05-31,2828
2017-06-01,2862
2017-06-02,2827
2017-06-03,2901
2017-06-04,2921
2017-06-05,2788
2017-06-06,2816
2017-06-07,2822
2017-06-08,2854
2017-06-09,2861
2017-06-10,2792
2017-06-11,2773
2017-06-12,2868
2017-06-13,2943
2017-06-14,3028
2017-06-15,2981
2017-06-16,2892
2017-06-17,2747
2017-06-18,2779
2017-06-19,2864
2017-06-20,2929
2017-06-21,3076
2017-06-22,3219
2017-06-23,3152
2017-06-24,3031
2017-06-25,2882
2017-06-26,2969
2017-06-27,3108
2017-06-28,3210
2017-06-29,3111
2017-06-30,3010
2017-07-01,2911
2017-07-02,2875
2017-07-03,2925
2017-07-04,2948
2017-07-05,3094
2017-07-06,3017
2017-07-07,2877
2017-07-08,2831
2017-07-13,3120
2017-07-14,3021
2017-07-15,3084
2017-07-16,3239
2017-07-17,3363
2017-07-18,3319
2017-07-19,3225
2017-07-20,3140
2017-07-21,3071
2017-07-22,3082
2017-07-23,3237
2017-07-24,3399
2017-07-25,3566
2017-07-26,3598
2017-07-27,3435
2017-07-28,3314
2017-07-29,3371
2017-07-30,3415
2017-07-31,3244
2017-08-01,3132
2017-08-02,3085
2017-08-03,3009
2017-08-04,3019
2017-08-05,3009
2017-08-06,2907
2017-08-09,3166
2017-08-10,3258
2017-08-11,3174
2017-08-12,3084
2017-08-13,2941
2017-08-14,2950
2017-08-15,3080
2017-08-16,3183
2017-08-17,3100
2017-08-18,3003
2017-08-19,2934
2017-08-20,2879
2017-08-21,2940
2017-08-22,2976
2017-08-23,2883
2017-08-24,3012
2017-08-25,3092
2017-08-26,3199
2017-08-27,3098
2017-08-28,2966
2017-08-29,2951
2017-08-30,2973
2017-08-31,2955
2017-09-01,2830
2017-09-02,2767
2017-09-03,2905
2017-09-04,3051
2017-09-05,3203
2017-09-06,3232
2017-09-07,3224
2017-09-08,3248
2017-09-09,3252
2017-09-10,3269
2017-09-11,3194
2017-09-12,3062
2017-09-13,2918
2017-09-14,2906
2017-09-15,2978
2017-09-16,2876
2017-09-17,2764
2017-09-18,2766
2017-09-19,2844
2017-09-20,2778
2017-09-21,2789
2017-09-22,2753
2017-09-23,2800
2017-09-24,2835
2017-09-25,2724
2017-09-26,2639
2017-09-27,2606
2017-09-28,2668
2017-09-29,2702
2017-09-30,2631
2017-10-01,2574
2017-10-02,2531
2017-10-03,2642
2017-10-04,2761
2017-10-05,2744
2017-10-06,2705
2017-10-07,2594
2017-10-08,2534
2017-10-09,2452
2017-10-10,2419
2017-10-11,2372
2017-10-12,2357
2017-10-13,2361
2017-10-14,2367
2017-10-15,2430
2017-10-16,2484
2017-10-17,2457
2017-10-18,2467
2017-10-19,2482
2017-10-20,2496
2017-10-21,2535
2017-10-22,2602
2017-10-23,2627
2017-10-24,2759
2017-10-25,2706
2017-10-26,2574
2017-10-27,2695
2017-10-28,2830
2017-10-29,2905
2017-10-30,2804
2017-10-31,2756
2017-11-01,2829
2017-11-02,2796
2017-11-03,2765
2017-11-04,2658
2017-11-05,2660
2017-11-06,2549
2017-11-07,2421
2017-11-08,2485
2017-11-09,2481
2017-11-10,2598
2017-11-11,2552
2017-11-12,2478
2017-11-13,2463
2017-11-14,2553
2017-11-15,2618
2017-11-16,2627
2017-11-17,2694
2017-11-18,2674
2017-11-19,2581
2017-11-20,2576
2017-11-21,2546
2017-11-22,2536
2017-11-23,2527
2017-11-24,2445
2017-11-25,2428
2017-11-26,2391
2017-11-27,2273
2017-11-28,2354
2017-11-29,2472
2017-11-30,2516
2017-12-01,2499
2017-12-02,2558
2017-12-03,2546
2017-12-04,2524
2017-12-05,2495
2017-12-06,2620
2017-12-07,2751
2017-12-08,2889
2017-12-09,2799
2017-12-10,2681
2017-12-11,2564
2017-12-12,2570
2017-12-13,2451
2017-12-14,2434
2017-12-15,2417
2017-12-16,2508
2017-12-17,2445
2017-12-18,2387
2017-12-19,2347
2017-12-20,2358
2017-12-21,2294
2017-12-22,2375
2017-12-23,2447
2017-12-24,2460
2017-12-25,2369
2017-12-26,2305
2017-12-27,2347
2017-12-28,2279
2017-12-29,2217
2017-12-30,2166
2017-12-31,2256
2018-01-01,2301
2018-01-02,2347
2018-01-03,2367
2018-01-04,2282
2018-01-05,2331
2018-01-06,2316
2018-01-07,2240
2018-01-08,2232
2018-01-09,2185
2018-01-10,2220
2018-01-11,2129
2018-01-12,2055
2018-01-13,1968
2018-01-14,1944
2018-01-15,1932
2018-01-16,1913
2018-01-17,1976
2018-01-18,2068
2018-01-19,2064
2018-01-20,2035
2018-01-21,2075
2018-01-22,2095
2018-01-23,2096
2018-01-25,2305
2018-01-26,2421
2018-01-27,2543
2018-01-28,2619
2018-01-29,2496
2018-01-30,2420
2018-01-31,2418
2018-02-01,2439
2018-02-02,2451
2018-02-03,2543
2018-02-04,2574
2018-02-05,2615
2018-02-06,2688
2018-02-07,2653
2018-02-08,2786
2018-02-09,2787
2018-02-10,2706
2018-02-11,2638
2018-02-12,2555
2018-02-13,2527
2018-02-14,2518
2018-02-15,2569
2018-02-16,2549
2018-02-17,2525
2018-02-18,2553
2018-02-19,2609
2018-02-20,2712
2018-02-21,2757
2018-02-22,2870
2018-02-23,2791
2018-02-24,2812
2018-02-25,2780
2018-02-26,2800
2018-02-27,2830
2018-02-28,2882
2018-03-01,2889
2018-03-02,2846
2018-03-03,2762
2018-03-04,2646
2018-03-05,2629
2018-03-06,2704
2018-03-07,2608
2018-03-08,2680
2018-03-09,2739
2018-03-10,2724
2018-03-11,2773
2018-03-12,2912
2018-03-13,2986
2018-03-14,3009
2018-03-15,3026
2018-03-16,2909
2018-03-17,2893
2018-03-18,2925
2018-03-20,2815
2018-03-21,2816
2018-03-23,2924
2018-03-24,2872
2018-03-25,2808
2018-03-26,2856
2018-03-27,2999
2018-03-28,3106
2018-03-29,3091
2018-03-30,3073
2018-03-31,2937
2018-04-01,2916
2018-04-02,3019
2018-04-03,2985
2018-04-04,2932
2018-04-05,2990
2018-04-06,2876
2018-04-07,2899
2018-04-08,2938
2018-04-09,2936
2018-04-10,2910
2018-04-11,2911
2018-04-12,3013
2018-04-13,3039
2018-04-14,2995
2018-04-15,3038
2018-04-16,3190
2018-04-17,3292
2018-04-18,3127
2018-04-19,3171
2018-04-20,3184
2018-04-21,3185
2018-04-22,3090
2018-04-23,3036
2018-04-24,2918
2018-04-25,2827
2018-04-26,2699
2018-04-27,2740
2018-04-28,2863
2018-04-29,2969
2018-04-30,3108
2018-05-01,3138
2018-05-03,3053
2018-05-04,3050
2018-05-05,3047
2018-05-07,2771
2018-05-08,2729
2018-05-09,2671
2018-05-10,2735
2018-05-11,2834
2018-05-12,2912
2018-05-13,2929
2018-05-14,2835
2018-05-15,2824
2018-05-16,2904
2018-05-17,2789
2018-05-18,2805
2018-05-19,2801
2018-05-20,2834
2018-05-21,2974
2018-05-22,2864
2018-05-23,2924
2018-05-24,2878
2018-05-25,2788
2018-05-26,2827
2018-05-27,2969
2018-05-28,3112
2018-05-29,3056
2018-05-30,2903
2018-05-31,2760
2018-06-01,2673
2018-06-02,2771
2018-06-03,2910
2018-06-04,3055
2018-06-05,2998
2018-06-06,2877
2018-06-07,2733
2018-06-08,2802
2018-06-09,2943
2018-06-10,2946
2018-06-11,2871
2018-06-12,2771
2018-06-13,2763
2018-06-14,2653
2018-06-15,2766
2018-06-16,2905
2018-06-17,2791
2018-06-18,2652
2018-06-19,2529
2018-06-20,2438
2018-06-21,2426
2018-06-22,2503
2018-06-23,2539
2018-06-24,2612
2018-06-25,2672
2018-06-26,2641
2018-06-27,2691
2018-06-28,2728
2018-06-29,2790
2018-06-30,2930
2018-07-01,3022
2018-07-02,2939
2018-07-03,2818
2018-07-04,2899
2018-07-05,2754
2018-07-06,2700
2018-07-07,2646
2018-07-08,2625
2018-07-09,2543
2018-07-10,2532
2018-07-11,2410
2018-07-12,2414
2018-07-13,2423
2018-07-14,2440
2018-07-15,2484
2018-07-16,2470
2018-07-17,2504
2018-07-18,2436
2018-07-19,2375
2018-07-20,2427
2018-07-21,2472
2018-07-22,2511
2018-07-23,2578
2018-07-24,2706
2018-07-25,2683
2018-07-26,2572
2018-07-27,2525
2018-07-28,2451
2018-07-29,2560
2018-07-30,2510
2018-07-31,2479
2018-08-01,2564
2018-08-02,2619
2018-08-03,2651
2018-08-04,2621
2018-08-05,2654
2018-08-06,2563
2018-08-07,2494
2018-08-08,2437
2018-08-09,2477
2018-08-10,2520
2018-08-11,2535
2018-08-12,2583
2018-08-14,2778
2018-08-16,3007
2018-08-17,2936
2018-08-18,2843
2018-08-19,2810
2018-08-20,2734
2018-08-21,2664
2018-08-22,2590
2018-08-23,2613
2018-08-24,2513
2018-08-25,2478
2018-08-26,2540
2018-08-27,2566
2018-08-28,2605
2018-08-29,2690
2018-08-30,2756
2018-08-31,2837
2018-09-01,2806
2018-09-02,2685
2018-09-03,2581
2018-09-04,2535
2018-09-05,2604
2018-09-06,2584
2018-09-07,2595
2018-09-08,2536
2018-09-09,2554
2018-09-10,2682
2018-09-11,2691
2018-09-12,2616
2018-09-13,2545
2018-09-14,2570
2018-09-15,2513
2018-09-16,2504
2018-09-17,2543
2018-09-18,2570
2018-09-19,2485
2018-09-20,2514
2018-09-21,2585
2018-09-22,2670
2018-09-23,2713
2018-09-24,2733
2018-09-25,2669
2018-09-26,2555
2018-09-27,2621
2018-09-28,2611
2018-09-29,2613
2018-09-30,2641
2018-10-01,2605
2018-10-02,2559
2018-10-03,2619
2018-10-04,2610
2018-10-05,2611
2018-10-06,2532
2018-10-07,2510
2018-10-08,2508
2018-10-09,2489
2018-10-10,2518
2018-10-11,2546
2018-10-12,2674
2018-10-13,2572
2018-10-14,2507
2018-10-15,2592
2018-10-16,2655
2018-10-17,2564
2018-10-18,2485
2018-10-19,2416
2018-10-20,2485
2018-10-21,2552
2018-10-22,2655
2018-10-23,2627
2018-10-24,2608
2018-10-25,2622
2018-10-26,2516
2018-10-27,2459
2018-10-28,2485
2018-10-29,2517
2018-10-30,2530
2018-10-31,2590
2018-11-01,2508
2018-11-03,2458
2018-11-04,2492
2018-11-05,2508
2018-11-06,2533
2018-11-07,2411
2018-11-08,2417
2018-11-09,2465
2018-11-10,2507
2018-11-11,2438
2018-11-12,2456
2018-11-13,2465
2018-11-14,2543
2018-11-15,2549
2018-11-16,2544
2018-11-17,2499
2018-11-18,2561
2018-11-19,2502
2018-11-20,2523
2018-11-21,2536
2018-11-22,2502
2018-11-23,2567
2018-11-24,2546
2018-11-25,2442
2018-11-26,2371
2018-11-27,2446
2018-11-28,2496
2018-11-29,2588
2018-12-01,2530
2018-12-02,2481
2018-12-03,2557
2018-12-04,2523
2018-12-05,2434
2018-12-07,2331
2018-12-09,2362
2018-12-10,2347
2018-12-11,2400
2018-12-12,2455
2018-12-13,2504
2018-12-14,2531
2018-12-15,2474
2018-12-16,2512
2018-12-17,2489
2018-12-18,2519
2018-12-19,2461
2018-12-20,2462
2018-12-21,2474
2018-12-22,2441
2018-12-23,2347
2018-12-24,2368
2018-12-25,2414
2018-12-26,2440
2018-12-27,2365
2018-12-28,2437
2018-12-29,2377
2018-12-30,2461
2018-12-31,2475
2019-01-01,2461
2019-01-02,2403
2019-01-03,2344
2019-01-04,2378
2019-01-05,2326
2019-01-06,2255
2019-01-08,2350
2019-01-10,2369
2019-01-11,2401
2019-01-12,2386
2019-01-13,2374
2019-01-14,2324
2019-01-15,2321
2019-01-16,2335
2019-01-17,2265
2019-01-18,2242
2019-01-19,2284
2019-01-20,2276
2019-01-21,2162
2019-01-22,2069
2019-01-23,2069
2019-01-24,2043
2019-01-25,2049
2019-01-26,2124
2019-01-27,2216
2019-01-28,2198
2019-01-29,2198
2019-01-30,2167
2019-01-31,2123
2019-02-01,2140
2019-02-02,2142
2019-02-03,2190
2019-02-04,2205
2019-02-05,2179
2019-02-06,2167
2019-02-07,2162
2019-02-08,2141
2019-02-09,2153
2019-02-10,2172
2019-02-11,2166
2019-02-12,2216
2019-02-13,2187
2019-02-14,2154
2019-02-15,2205
2019-02-16,2182
2019-02-17,2182
2019-02-18,2197
2019-02-19,2165
2019-02-20,2179
2019-02-21,2175
2019-02-22,2159
2019-02-23,2173
2019-02-24,2180
2019-02-25,2243
2019-02-26,2241
2019-02-27,2235
2019-02-28,2202
2019-03-01,2217
2019-03-02,2260
2019-03-03,2200
2019-03-04,2256
2019-03-05,2367
2019-03-06,2343
2019-03-07,2393
2019-03-08,2474
2019-03-09,2362
2019-03-10,2364
2019-03-11,2325
2019-03-12,2301
2019-03-13,2237
2019-03-14,2253
2019-03-15,2212
2019-03-16,2201
2019-03-17,2238
2019-03-18,2289
2019-03-19,2333
2019-03-20,2402
2019-03-21,2408
2019-03-22,2472
2019-03-23,2444
2019-03-24,2413
2019-03-25,2517
2019-03-26,2589
2019-03-27,2570
2019-03-28,2509
2019-03-29,2507
2019-03-30,2483
2019-03-31,2398
2019-04-01,2352
2019-04-02,2422
2019-04-03,2438
2019-04-04,2360
2019-04-05,2332
2019-04-06,2366
2019-04-07,2463
2019-04-08,2562
2019-04-09,2586
2019-04-10,2617
2019-04-11,2591
2019-04-12,2628
2019-04-13,2626
2019-04-14,2570
2019-04-15,2570
2019-04-16,2560
2019-04-17,2452
2019-04-18,2477
2019-04-19,2477
2019-04-20,2495
2019-04-21,2506
2019-04-22,2428
2019-04-23,2424
2019-04-24,2546
2019-04-25,2524
2019-04-26,2521
2019-04-27,2419
2019-04-28,2322
2019-04-29,2238
2019-04-30,2155
2019-05-01,2194
2019-05-02,2281
2019-05-03,2321
2019-05-04,2405
2019-05-05,2426
2019-05-06,2418
2019-05-07,2402
2019-05-08,2425
2019-05-09,2448
2019-05-10,2479
2019-05-11,2400
2019-05-12,2319
2019-05-13,2311
2019-05-14,2304
2019-05-15,2366
2019-05-16,2319
2019-05-17,2297
2019-05-18,2277
2019-05-19,2391
2019-05-20,2505
2019-05-21,2487
2019-05-22,2530
2019-05-23,2503
2019-05-24,2439
2019-05-25,2503
2019-05-26,2395
2019-05-27,2298
2019-05-28,2395
2019-05-29,2334
2019-05-30,2366
2019-05-31,2480
2019-06-01,2459
2019-06-02,2441
2019-06-03,2355
2019-06-04,2323
2019-06-05,2399
2019-06-06,2448
2019-06-07,2482
2019-06-08,2487
2019-06-09,2476
2019-06-10,2439
2019-06-11,2424
2019-06-12,2411
2019-06-13,2378
2019-06-14,2385
2019-06-15,2422
2019-06-16,2465
2019-06-17,2589
2019-06-18,2555
2019-06-19,2490
2019-06-20,2424
2019-06-21,2356
2019-06-22,2316
2019-06-23,2386
2019-06-24,2344
2019-06-25,2231
2019-06-26,2204
2019-06-27,2240
2019-06-28,2193
2019-06-29,2253
2019-06-30,2291
2019-07-01,2207
2019-07-02,2190
2019-07-03,2212
2019-07-04,2264
2019-07-05,2355
2019-07-06,2387
2019-07-07,2376
2019-07-08,2326
2019-07-09,2304
2019-07-10,2290
2019-07-11,2310
2019-07-12,2358
2019-07-13,2395
2019-07-14,2473
2019-07-15,2531
2019-07-16,2526
2019-07-17,2436
2019-07-18,2389
2019-07-19,2443
2019-07-20,2376
2019-07-21,2300
2019-07-22,2249
2019-07-23,2201
2019-07-24,2170
2019-07-25,2164
2019-07-26,2189
2019-07-27,2288
2019-07-28,2265
2019-07-29,2244
2019-07-30,2205
2019-07-31,2182
2019-08-01,2162
2019-08-02,2148
2019-08-03,2226
2019-08-04,2338
2019-08-05,2435
2019-08-06,2372
2019-08-07,2340
2019-08-08,2333
2019-08-09,2290
2019-08-10,2342
2019-08-11,2300
2019-08-12,2247
2019-08-13,2313
2019-08-14,2379
2019-08-15,2376
2019-08-16,2458
2019-08-17,2488
2019-08-18,2404
2019-08-19,2396
2019-08-20,2481
2019-08-21,2541
2019-08-22,2463
2019-08-23,2419
2019-08-24,2398
2019-08-24,2398
2019-08-25,2394
2019-08-25,2394
2019-08-26,2355
2019-08-27,2407
2019-08-27,2407
2019-08-28,2366
2019-08-29,2453
2019-08-30,2464
2019-08-31,2501
2019-09-01,2501
2019-09-02,2375
2019-09-03,2334
2019-09-04,2376
2019-09-05,2382
2019-09-06,2398
2019-09-07,2341
2019-09-08,2354
2019-09-09,2408
2019-09-10,2370
2019-09-11,2398
2019-09-12,2408
2019-09-13,2458
2019-09-14,2418
2019-09-15,2422
2019-09-16,2375
2019-09-17,2281
2019-09-18,2267
2019-09-19,2233
2019-09-20,2340
2019-09-21,2444
2019-09-22,2387
2019-09-23,2343
2019-09-24,2427
2019-09-25,2408
2019-09-26,2338
2019-09-27,2347
2019-09-28,2272
2019-09-29,2307
2019-09-30,2266
2019-10-01,2225
2019-10-02,2184
2019-10-03,2153
2019-10-04,2219
2019-10-05,2229
2019-10-06,2229
2019-10-07,2187
2019-10-08,2120
2019-10-09,2027
2019-10-10,1977
2019-10-11,2026
2019-10-12,2042
2019-10-13,2093
2019-10-14,2128
2019-10-15,2080
2019-10-16,2080
2019-10-17,2039
2019-10-18,2040
2019-10-19,2076
2019-10-20,2138
2019-10-21,2053
2019-10-22,2126
2019-10-23,2185
2019-10-24,2209
2019-10-25,2227
2019-10-26,2206
2019-10-27,2217
2019-10-28,2136
2019-10-29,2124
2019-10-30,2156
2019-10-31,2130
2019-11-01,2138
2019-11-02,2148
2019-11-03,2140
2019-11-04,2134
2019-11-05,2238
2019-11-06,2221
2019-11-07,2228
2019-11-08,2216
2019-11-09,2153
2019-11-10,2182
2019-11-11,2212
2019-11-12,2261
2019-11-13,2213
2019-11-14,2228
2019-11-15,2198
2019-11-16,2222
2019-11-17,2214
2019-11-18,2283
2019-11-19,2291
2019-11-20,2333
2019-11-21,2319
2019-11-22,2327
2019-11-23,2390
2019-11-24,2438
2019-11-25,2475
2019-11-26,2483
2019-11-27,2482
2019-11-28,2513
2019-11-29,2431
2019-11-30,2462
2019-12-01,2470
2019-12-02,2523
2019-12-03,2602
2019-12-04,2590
2019-12-05,2563
2019-12-06,2569
2019-12-07,2578
2019-12-08,2566
2019-12-09,2528
2019-12-10,2516
2019-12-11,2579
2019-12-12,2609
2019-12-13,2647
2019-12-14,2665
2019-12-15,2692
2019-12-16,2719
2019-12-17,2839
2019-12-18,2863
2019-12-19,2874
2019-12-20,2834
2019-12-21,2857
2019-12-22,2933
2019-12-23,2884
2019-12-24,2785
2019-12-25,2773
2019-12-26,2846
2019-12-27,2745
2019-12-28,2689
2019-12-29,2648
2019-12-30,2646
