date_obj,Dust%20battlestaff price
2017-11-20,23068
2017-11-21,22201
2017-11-22,21382
2017-11-23,20932
2017-11-24,20366
2017-11-25,19848
2017-11-26,19773
2017-11-27,19773
2017-11-28,20070
2017-11-29,20120
2017-11-30,19600
2017-12-01,19086
2017-12-02,18994
2017-12-03,19157
2017-12-04,19106
2017-12-05,19403
2017-12-06,19879
2017-12-07,19999
2017-12-08,19999
2017-12-09,19941
2017-12-10,20475
2017-12-11,20498
2017-12-12,20685
2017-12-13,20684
2017-12-14,20598
2017-12-15,19930
2017-12-16,19852
2017-12-17,20037
2017-12-18,20278
2017-12-19,20162
2017-12-20,19806
2017-12-21,19625
2017-12-22,19050
2017-12-23,18380
2017-12-24,17859
2017-12-25,17574
2017-12-26,17419
2017-12-27,17550
2017-12-28,17524
2017-12-29,17819
2017-12-30,18409
2017-12-31,18989
2018-01-01,19897
2018-01-02,20446
2018-01-03,20553
2018-01-04,20928
2018-01-05,21721
2018-01-06,22497
2018-01-07,22867
2018-01-08,23557
2018-01-09,24355
2018-01-10,25048
2018-01-11,25840
2018-01-12,26881
2018-01-13,27428
2018-01-14,28800
2018-01-15,30233
2018-01-16,31701
2018-01-17,33287
2018-01-18,34952
2018-01-19,34952
2018-01-20,36686
2018-01-21,38514
2018-01-22,40286
2018-01-23,41871
2018-01-25,43076
2018-01-26,43671
2018-01-27,43141
2018-01-28,44128
2018-01-29,43682
2018-01-30,43847
2018-01-31,43291
2018-02-01,42781
2018-02-02,41843
2018-02-03,41316
2018-02-04,40419
2018-02-05,39302
2018-02-06,38765
2018-02-07,37986
2018-02-08,36435
2018-02-09,35680
2018-02-10,35285
2018-02-11,34970
2018-02-12,34071
2018-02-13,33640
2018-02-14,34844
2018-02-15,35818
2018-02-16,36216
2018-02-17,36375
2018-02-18,36118
2018-02-19,35870
2018-02-20,35045
2018-02-21,34539
2018-02-22,34235
2018-02-23,34004
2018-02-24,33917
2018-02-25,33863
2018-02-26,33953
2018-02-27,33711
2018-02-28,33010
2018-03-01,33352
2018-03-02,32942
2018-03-03,31942
2018-03-04,31436
2018-03-05,31615
2018-03-06,32227
2018-03-07,33046
2018-03-09,32658
2018-03-10,31791
2018-03-11,30874
2018-03-12,30660
2018-03-13,30770
2018-03-14,30457
2018-03-15,30304
2018-03-16,29778
2018-03-17,29323
2018-03-18,29381
2018-03-20,31106
2018-03-21,31735
2018-03-23,32286
2018-03-24,31232
2018-03-25,30283
2018-03-26,29593
2018-03-27,29569
2018-03-28,29215
2018-03-29,29078
2018-03-30,29308
2018-03-31,28612
2018-04-01,27181
2018-04-02,25921
2018-04-03,24712
2018-04-04,23805
2018-04-05,23665
2018-04-06,22558
2018-04-07,22456
2018-04-08,22136
2018-04-09,21952
2018-04-10,22569
2018-04-11,23579
2018-04-12,24696
2018-04-13,25220
2018-04-14,25342
2018-04-15,25131
2018-04-16,25001
2018-04-17,25355
2018-04-18,25214
2018-04-19,24477
2018-04-20,24462
2018-04-21,24779
2018-04-22,25175
2018-04-23,25145
2018-04-24,25396
2018-04-25,25511
2018-04-26,25782
2018-04-27,25751
2018-04-28,25821
2018-04-29,26308
2018-04-30,26584
2018-05-01,26777
2018-05-03,26917
2018-05-04,27063
2018-05-05,27367
2018-05-07,28002
2018-05-08,27937
2018-05-09,27469
2018-05-10,26856
2018-05-11,26400
2018-05-12,26635
2018-05-13,26820
2018-05-14,27226
2018-05-15,27469
2018-05-16,27631
2018-05-17,27466
2018-05-18,27776
2018-05-19,27537
2018-05-20,27257
2018-05-21,27083
2018-05-22,26750
2018-05-23,26713
2018-05-24,27130
2018-05-25,27294
2018-05-26,27229
2018-05-27,27319
2018-05-28,27682
2018-05-29,27860
2018-05-30,27937
2018-05-31,28098
2018-06-01,28091
2018-06-02,27881
2018-06-03,27887
2018-06-04,27708
2018-06-05,27904
2018-06-06,28220
2018-06-07,28308
2018-06-08,28073
2018-06-09,28113
2018-06-10,27891
2018-06-11,27710
2018-06-12,27094
2018-06-13,26022
2018-06-14,24835
2018-06-15,23863
2018-06-16,23202
2018-06-17,23244
2018-06-18,22919
2018-06-19,23060
2018-06-20,23490
2018-06-21,24366
2018-06-22,25504
2018-06-23,26180
2018-06-24,26941
2018-06-25,27116
2018-06-26,26315
2018-06-27,25996
2018-06-28,25721
2018-06-29,25794
2018-06-30,25758
2018-07-01,25728
2018-07-02,25910
2018-07-03,25805
2018-07-04,25037
2018-07-05,24832
2018-07-06,24624
2018-07-07,25065
2018-07-08,25147
2018-07-09,25467
2018-07-10,25637
2018-07-11,25948
2018-07-12,26756
2018-07-13,27520
2018-07-14,28421
2018-07-15,29140
2018-07-16,29660
2018-07-17,29971
2018-07-18,30427
2018-07-19,31105
2018-07-20,31550
2018-07-21,31689
2018-07-22,32107
2018-07-23,33005
2018-07-24,33179
2018-07-25,32618
2018-07-26,32458
2018-07-27,33124
2018-07-28,34186
2018-07-29,34724
2018-07-30,34955
2018-07-31,34982
2018-08-01,35470
2018-08-02,35953
2018-08-03,36409
2018-08-04,36397
2018-08-05,36450
2018-08-06,36601
2018-08-07,36081
2018-08-08,35772
2018-08-09,34959
2018-08-10,34585
2018-08-11,34117
2018-08-12,33409
2018-08-14,32286
2018-08-16,30932
2018-08-17,30732
2018-08-18,30938
2018-08-19,31370
2018-08-20,31606
2018-08-21,31269
2018-08-22,31197
2018-08-23,31905
2018-08-24,31587
2018-08-25,31190
2018-08-26,30786
2018-08-27,30084
2018-08-28,30526
2018-08-29,31133
2018-08-30,31815
2018-08-31,32388
2018-09-01,32924
2018-09-02,33336
2018-09-03,32740
2018-09-04,33784
2018-09-05,34771
2018-09-06,34700
2018-09-07,34583
2018-09-08,34610
2018-09-09,34528
2018-09-10,34379
2018-09-11,33714
2018-09-12,33875
2018-09-13,33656
2018-09-14,34097
2018-09-15,34414
2018-09-16,35169
2018-09-17,36436
2018-09-18,36765
2018-09-19,37308
2018-09-20,37873
2018-09-21,38592
2018-09-22,39113
2018-09-23,39982
2018-09-24,40556
2018-09-25,40737
2018-09-26,41219
2018-09-27,41697
2018-09-28,42018
2018-09-29,41832
2018-09-30,41113
2018-10-01,41024
2018-10-02,41450
2018-10-03,41546
2018-10-04,42120
2018-10-05,42400
2018-10-06,42748
2018-10-07,43617
2018-10-08,43935
2018-10-09,43707
2018-10-10,43743
2018-10-11,44431
2018-10-12,45180
2018-10-13,45698
2018-10-14,46107
2018-10-15,45912
2018-10-16,46214
2018-10-17,46015
2018-10-18,45899
2018-10-19,45409
2018-10-20,44981
2018-10-21,44480
2018-10-22,43785
2018-10-23,43438
2018-10-24,43494
2018-10-25,43599
2018-10-26,42914
2018-10-27,42420
2018-10-28,41918
2018-10-29,41849
2018-10-30,41564
2018-10-31,41245
2018-11-01,41222
2018-11-03,40486
2018-11-04,40802
2018-11-05,40789
2018-11-06,40569
2018-11-07,40355
2018-11-08,40744
2018-11-09,40891
2018-11-10,41139
2018-11-11,41094
2018-11-12,41035
2018-11-13,40296
2018-11-14,40110
2018-11-15,39847
2018-11-16,39465
2018-11-17,39315
2018-11-18,39281
2018-11-19,39153
2018-11-20,39149
2018-11-21,39858
2018-11-22,41348
2018-11-23,42726
2018-11-24,43951
2018-11-25,45599
2018-11-26,47837
2018-11-27,50185
2018-11-28,52623
2018-11-29,55255
2018-12-01,60853
2018-12-02,63877
2018-12-03,67041
2018-12-04,70245
2018-12-05,73635
2018-12-07,75017
2018-12-09,73524
2018-12-10,71463
2018-12-11,69597
2018-12-12,67593
2018-12-13,66093
2018-12-14,63699
2018-12-15,61326
2018-12-16,58790
2018-12-17,56969
2018-12-18,55003
2018-12-19,53120
2018-12-20,51302
2018-12-21,49590
2018-12-22,48574
2018-12-23,47580
2018-12-24,46489
2018-12-25,46002
2018-12-26,45165
2018-12-27,46048
2018-12-28,45268
2018-12-29,44474
2018-12-30,44179
2018-12-31,44133
2019-01-01,44884
2019-01-02,45952
2019-01-03,47764
2019-01-04,49818
2019-01-05,51194
2019-01-06,50203
2019-01-08,47589
2019-01-10,45338
2019-01-11,43890
2019-01-12,42044
2019-01-13,40135
2019-01-14,38732
2019-01-15,38064
2019-01-16,37700
2019-01-17,37259
2019-01-18,36583
2019-01-19,35870
2019-01-20,35382
2019-01-21,35989
2019-01-22,36635
2019-01-23,37755
2019-01-24,39353
2019-01-25,40621
2019-01-26,40886
2019-01-27,41165
2019-01-28,40473
2019-01-29,41448
2019-01-30,41742
2019-01-31,41459
2019-02-01,40829
2019-02-02,40100
2019-02-03,39525
2019-02-04,38916
2019-02-05,37957
2019-02-06,37037
2019-02-07,36211
2019-02-08,35237
2019-02-09,34177
2019-02-10,33268
2019-02-11,32265
2019-02-12,31289
2019-02-13,30411
2019-02-14,29870
2019-02-15,29460
2019-02-16,29473
2019-02-17,29669
2019-02-18,30313
2019-02-19,30156
2019-02-20,29849
2019-02-21,29838
2019-02-22,29610
2019-02-23,29786
2019-02-24,29432
2019-02-25,29031
2019-02-26,29078
2019-02-27,29654
2019-02-28,29246
2019-03-01,28735
2019-03-02,28088
2019-03-03,27682
2019-03-04,27937
2019-03-05,27614
2019-03-06,27720
2019-03-07,27858
2019-03-08,27913
2019-03-09,27797
2019-03-10,27871
2019-03-11,28082
2019-03-12,28108
2019-03-13,28435
2019-03-14,28539
2019-03-15,28582
2019-03-16,28292
2019-03-17,27915
2019-03-18,27602
2019-03-19,27347
2019-03-20,27374
2019-03-21,27154
2019-03-22,26843
2019-03-23,26536
2019-03-24,26248
2019-03-25,26038
2019-03-26,25920
2019-03-27,25553
2019-03-28,25339
2019-03-29,25015
2019-03-30,24893
2019-03-31,24528
2019-04-01,24139
2019-04-02,23875
2019-04-03,23586
2019-04-04,23265
2019-04-05,23245
2019-04-06,23170
2019-04-07,23359
2019-04-08,23496
2019-04-09,23665
2019-04-10,23725
2019-04-11,23675
2019-04-12,23915
2019-04-13,24123
2019-04-14,24440
2019-04-15,24476
2019-04-16,24597
2019-04-17,24834
2019-04-18,25077
2019-04-19,25408
2019-04-20,25479
2019-04-21,25960
2019-04-22,26094
2019-04-23,26302
2019-04-24,26280
2019-04-25,26394
2019-04-26,26382
2019-04-27,26614
2019-04-28,26400
2019-04-29,26456
2019-04-30,26481
2019-05-01,25877
2019-05-02,25970
2019-05-03,25906
2019-05-04,25811
2019-05-05,25852
2019-05-06,25790
2019-05-07,25671
2019-05-08,25572
2019-05-09,25145
2019-05-10,24888
2019-05-11,24391
2019-05-12,24357
2019-05-13,24551
2019-05-14,24659
2019-05-15,24535
2019-05-16,24760
2019-05-17,25088
2019-05-18,25254
2019-05-19,25301
2019-05-20,25486
2019-05-21,25496
2019-05-22,25381
2019-05-23,25668
2019-05-24,25685
2019-05-25,25689
2019-05-26,25579
2019-05-27,25503
2019-05-28,25601
2019-05-29,25587
2019-05-30,25494
2019-05-31,25242
2019-06-01,25334
2019-06-02,25204
2019-06-03,24887
2019-06-04,24616
2019-06-05,24769
2019-06-06,24917
2019-06-07,25229
2019-06-08,25649
2019-06-09,25734
2019-06-10,25792
2019-06-11,25747
2019-06-12,25609
2019-06-13,25846
2019-06-14,26010
2019-06-15,26074
2019-06-16,26075
2019-06-17,26044
2019-06-18,26077
2019-06-19,26146
2019-06-20,26107
2019-06-21,26105
2019-06-22,26220
2019-06-23,25816
2019-06-24,25576
2019-06-25,25328
2019-06-26,25141
2019-06-27,25368
2019-06-28,25547
2019-06-29,25553
2019-06-30,25168
2019-07-01,25025
2019-07-02,24966
2019-07-03,25095
2019-07-04,25055
2019-07-05,24968
2019-07-06,25186
2019-07-07,25094
2019-07-08,25188
2019-07-09,25289
2019-07-10,25449
2019-07-11,25078
2019-07-12,24921
2019-07-13,24927
2019-07-14,25029
2019-07-15,24940
2019-07-16,25006
2019-07-17,25231
2019-07-18,25426
2019-07-19,25534
2019-07-20,25156
2019-07-21,24947
2019-07-22,24917
2019-07-23,24893
2019-07-24,24536
2019-07-25,23914
2019-07-26,23507
2019-07-27,23004
2019-07-28,22592
2019-07-29,22107
2019-07-30,22001
2019-07-31,21802
2019-08-01,21624
2019-08-02,21091
2019-08-03,20953
2019-08-04,20862
2019-08-05,20456
2019-08-06,20331
2019-08-07,20025
2019-08-08,19842
2019-08-09,19824
2019-08-10,19733
2019-08-11,19447
2019-08-12,19467
2019-08-13,20116
2019-08-14,20613
2019-08-15,21110
2019-08-16,21499
2019-08-17,21421
2019-08-18,21115
2019-08-19,21571
2019-08-20,21487
2019-08-21,21620
2019-08-22,21853
2019-08-23,22095
2019-08-24,22335
2019-08-24,22335
2019-08-25,22396
2019-08-25,22396
2019-08-26,22504
2019-08-27,22838
2019-08-27,22838
2019-08-28,22498
2019-08-29,22564
2019-08-30,22564
2019-08-31,22338
2019-09-01,22143
2019-09-02,21990
2019-09-03,21684
2019-09-04,21548
2019-09-05,21408
2019-09-06,21531
2019-09-07,21647
2019-09-08,21391
2019-09-09,21271
2019-09-10,20551
2019-09-11,20648
2019-09-12,20239
2019-09-13,19805
2019-09-14,19492
2019-09-15,19368
2019-09-16,19535
2019-09-17,19663
2019-09-18,19567
2019-09-19,19565
2019-09-20,19156
2019-09-21,19323
2019-09-22,19479
2019-09-23,19789
2019-09-24,19925
2019-09-25,20163
2019-09-26,20398
2019-09-27,20414
2019-09-28,20686
2019-09-29,20790
2019-09-30,21388
2019-10-01,21951
2019-10-02,22157
2019-10-03,22135
2019-10-04,21823
2019-10-05,21587
2019-10-06,21496
2019-10-07,21358
2019-10-08,21485
2019-10-09,21608
2019-10-10,22076
2019-10-11,21975
2019-10-12,22115
2019-10-13,22221
2019-10-14,21929
2019-10-15,21723
2019-10-16,21292
2019-10-17,20853
2019-10-18,19921
2019-10-19,19308
2019-10-20,19256
2019-10-21,18976
2019-10-22,18640
2019-10-23,18181
2019-10-24,17740
2019-10-25,17516
2019-10-26,17132
2019-10-27,16914
2019-10-28,16613
2019-10-29,16238
2019-10-30,16052
2019-10-31,16059
2019-11-01,16165
2019-11-02,16139
2019-11-03,16469
2019-11-04,16884
2019-11-05,17136
2019-11-06,17618
2019-11-07,17937
2019-11-08,18617
2019-11-09,18803
2019-11-10,18741
2019-11-11,18620
2019-11-12,18990
2019-11-13,19050
2019-11-14,19272
2019-11-15,19080
2019-11-16,18843
2019-11-17,18729
2019-11-18,18887
2019-11-19,19040
2019-11-20,19296
2019-11-21,19473
2019-11-22,19872
2019-11-23,20229
2019-11-24,20184
2019-11-25,20198
2019-11-26,20165
2019-11-27,20384
2019-11-28,20560
2019-11-29,20688
2019-11-30,20648
2019-12-01,20572
2019-12-02,20748
2019-12-03,20773
2019-12-04,20581
2019-12-05,20504
2019-12-06,20439
2019-12-07,20436
2019-12-08,20556
2019-12-09,20758
2019-12-10,20809
2019-12-11,20679
2019-12-12,20565
2019-12-13,20315
2019-12-14,20310
2019-12-15,20426
2019-12-16,20412
2019-12-17,20263
2019-12-18,20224
2019-12-19,20426
2019-12-20,20209
2019-12-21,20034
2019-12-22,19879
2019-12-23,19818
2019-12-24,19814
2019-12-25,19853
2019-12-26,19808
2019-12-27,20144
2019-12-28,20359
2019-12-29,20742
2019-12-30,20766
2019-12-31,20985
2020-01-01,20973
2020-01-02,20933
2020-01-03,20921
2020-01-04,20872
2020-01-05,20996
2020-01-06,21004
2020-01-07,21298
2020-01-08,21814
2020-01-09,22131
2020-01-10,22830
2020-01-11,23913
2020-01-12,24281
2020-01-13,24977
2020-01-14,25089
2020-01-15,24802
2020-01-16,24583
2020-01-17,24215
2020-01-18,24140
2020-01-19,23497
2020-01-20,23444
2020-01-21,23010
2020-01-22,22887
2020-01-23,22727
2020-01-24,22807
2020-01-25,22703
2020-01-26,22610
2020-01-27,22650
2020-01-28,22746
2020-01-29,23078
2020-01-30,23158
2020-01-31,23357
2020-02-01,23267
2020-02-02,23173
2020-02-03,23089
2020-02-04,23088
2020-02-05,23285
2020-02-06,23528
2020-02-07,23394
2020-02-08,23001
2020-02-09,22986
2020-02-10,22946
2020-02-11,22655
2020-02-12,22855
2020-02-13,22697
2020-02-14,22881
2020-02-15,22930
2020-02-16,22743
2020-02-17,22869
2020-02-18,22747
2020-02-19,22852
2020-02-20,23266
2020-02-21,23420
2020-02-22,23241
2020-02-23,23519
2020-02-24,23757
2020-02-25,23783
2020-02-26,23891
2020-02-27,23994
2020-02-28,24621
2020-02-29,25620
2020-03-01,26289
2020-03-02,26716
2020-03-03,27558
2020-03-04,28640
2020-03-05,29484
2020-03-06,30524
2020-03-07,31905
2020-03-08,33291
2020-03-09,34127
2020-03-10,34917
2020-03-11,34510
2020-03-12,35257
2020-03-13,35739
2020-03-14,35992
2020-03-15,36743
2020-03-16,37155
2020-03-17,37718
2020-03-18,37377
2020-03-19,36308
2020-03-20,36716
2020-03-21,36684
2020-03-22,36368
2020-03-23,36205
2020-03-24,36847
2020-03-25,37991
2020-03-26,39359
2020-03-27,40958
2020-03-28,42756
2020-03-29,44304
2020-03-30,45595
2020-03-31,46796
2020-04-01,47623
2020-04-02,48700
2020-04-03,46971
2020-04-04,46485
2020-04-05,45656
2020-04-06,45346
2020-04-07,44479
2020-04-08,43871
2020-04-09,43295
2020-04-10,41567
2020-04-11,39870
2020-04-12,38442
2020-04-13,38288
2020-04-14,37721
2020-04-15,36760
2020-04-16,36291
2020-04-17,36308
2020-04-18,36102
2020-04-19,36649
2020-04-20,37639
2020-04-21,38307
2020-04-22,38865
2020-04-23,39516
2020-04-24,40061
2020-04-25,39832
2020-04-26,39366
2020-04-27,38921
2020-04-28,38860
2020-04-29,38958
2020-04-30,38799
2020-05-01,38529
2020-05-02,38112
2020-05-03,37630
2020-05-04,37878
2020-05-05,38986
2020-05-06,40912
2020-05-07,42718
2020-05-08,44506
2020-05-09,45787
2020-05-10,46573
2020-05-11,47565
2020-05-12,48124
2020-05-13,49053
