date_obj,Mithril%20axe price
2016-01-15,221
2016-01-16,222
2016-01-17,218
2016-01-18,213
2016-01-19,222
2016-01-20,232
2016-01-21,244
2016-01-22,252
2016-01-23,258
2016-01-24,264
2016-01-25,269
2016-01-26,275
2016-01-27,284
2016-01-28,297
2016-01-29,300
2016-01-30,296
2016-01-31,297
2016-02-01,298
2016-02-02,306
2016-02-03,307
2016-02-04,303
2016-02-05,308
2016-02-06,306
2016-02-07,311
2016-02-08,306
2016-02-09,297
2016-02-10,288
2016-02-11,276
2016-02-12,265
2016-02-13,260
2016-02-14,256
2016-02-15,249
2016-02-16,249
2016-02-17,242
2016-02-18,230
2016-02-19,220
2016-02-20,216
2016-02-21,214
2016-02-22,221
2016-02-23,220
2016-02-24,222
2016-02-25,224
2016-02-26,222
2016-02-27,218
2016-02-28,210
2016-02-29,207
2016-03-01,204
2016-03-02,198
2016-03-03,199
2016-03-04,202
2016-03-05,207
2016-03-06,210
2016-03-07,220
2016-03-08,231
2016-03-09,238
2016-03-10,250
2016-03-11,262
2016-03-12,267
2016-03-13,278
2016-03-14,284
2016-03-15,297
2016-03-16,309
2016-03-17,320
2016-03-18,332
2016-03-19,324
2016-03-20,327
2016-03-21,329
2016-03-22,325
2016-03-23,316
2016-03-24,310
2016-03-25,312
2016-03-26,316
2016-03-27,317
2016-03-28,317
2016-03-29,323
2016-03-30,317
2016-03-31,314
2016-04-01,321
2016-04-02,331
2016-04-03,330
2016-04-04,327
2016-04-05,324
2016-04-06,321
2016-04-07,313
2016-04-08,314
2016-04-09,319
2016-04-10,324
2016-04-11,307
2016-04-12,302
2016-04-13,306
2016-04-14,318
2016-04-15,323
2016-04-16,326
2016-04-17,332
2016-04-18,330
2016-04-19,324
2016-04-20,315
2016-04-21,311
2016-04-22,307
2016-04-23,306
2016-04-24,309
2016-04-25,304
2016-04-26,299
2016-04-27,305
2016-04-28,302
2016-04-29,299
2016-04-30,304
2016-05-01,301
2016-05-02,299
2016-05-03,291
2016-05-04,292
2016-05-05,288
2016-05-06,281
2016-05-07,280
2016-05-08,282
2016-05-09,284
2016-05-10,290
2016-05-11,291
2016-05-12,280
2016-05-13,271
2016-05-14,272
2016-05-15,269
2016-05-16,267
2016-05-17,264
2016-05-18,264
2016-05-19,261
2016-05-22,256
2016-05-23,247
2016-05-24,236
2016-05-25,230
2016-05-26,230
2016-05-27,230
2016-05-28,225
2016-05-29,227
2016-05-30,224
2016-05-31,219
2016-06-01,219
2016-06-02,223
2016-06-03,230
2016-06-04,229
2016-06-05,232
2016-06-06,233
2016-06-07,234
2016-06-08,240
2016-06-09,245
2016-06-10,251
2016-06-11,252
2016-06-12,254
2016-06-13,253
2016-06-14,254
2016-06-15,253
2016-06-16,244
2016-06-17,238
2016-06-18,228
2016-06-19,225
2016-06-20,215
2016-06-21,211
2016-06-22,208
2016-06-23,207
2016-06-24,205
2016-06-25,206
2016-06-26,205
2016-06-27,197
2016-06-28,194
2016-06-29,196
2016-06-30,194
2016-07-01,194
2016-07-02,200
2016-07-03,204
2016-07-04,208
2016-07-05,208
2016-07-06,209
2016-07-07,213
2016-07-08,215
2016-07-09,220
2016-07-10,224
2016-07-11,225
2016-07-12,228
2016-07-13,228
2016-07-14,228
2016-07-15,227
2016-07-16,229
2016-07-17,230
2016-07-18,235
2016-07-23,239
2016-07-24,242
2016-07-25,243
2016-07-26,247
2016-07-27,248
2016-07-28,250
2016-07-29,254
2016-07-30,261
2016-07-31,264
2016-08-01,272
2016-08-02,271
2016-08-03,272
2016-08-04,265
2016-08-05,268
2016-08-06,268
2016-08-07,269
2016-08-08,268
2016-08-09,261
2016-08-10,259
2016-08-11,263
2016-08-12,264
2016-08-13,274
2016-08-14,274
2016-08-15,273
2016-08-16,281
2016-08-17,272
2016-08-18,274
2016-08-19,277
2016-08-20,276
2016-08-21,276
2016-08-22,276
2016-08-23,282
2016-08-24,287
2016-08-25,284
2016-08-26,287
2016-08-28,275
2016-08-31,284
2016-09-01,284
2016-09-02,284
2016-09-03,287
2016-09-04,283
2016-09-05,284
2016-09-06,282
2016-09-07,290
2016-09-08,286
2016-09-09,275
2016-09-10,272
2016-09-11,261
2016-09-12,253
2016-09-13,249
2016-09-14,253
2016-09-15,258
2016-09-16,265
2016-09-17,262
2016-09-18,259
2016-09-19,260
2016-09-20,268
2016-09-21,261
2016-09-22,257
2016-09-23,250
2016-09-24,250
2016-09-25,243
2016-09-26,237
2016-09-27,230
2016-09-28,229
2016-09-29,227
2016-09-30,220
2016-10-01,221
2016-10-02,228
2016-10-03,233
2016-10-04,229
2016-10-05,230
2016-10-06,228
2016-10-07,232
2016-10-08,225
2016-10-09,215
2016-10-10,208
2016-10-11,206
2016-10-12,207
2016-10-13,206
2016-10-14,207
2016-10-15,200
2016-10-16,195
2016-10-17,195
2016-10-18,192
2016-10-19,189
2016-10-20,184
2016-10-21,187
2016-10-22,184
2016-10-23,182
2016-10-24,174
2016-10-25,172
2016-10-26,172
2016-10-27,179
2016-10-28,188
2016-10-29,193
2016-10-30,193
2016-10-31,196
2016-11-01,200
2016-11-02,204
2016-11-03,200
2016-11-04,203
2016-11-05,208
2016-11-06,212
2016-11-07,217
2016-11-08,223
2016-11-09,227
2016-11-10,231
2016-11-11,234
2016-11-12,237
2016-11-13,233
2016-11-14,236
2016-12-07,185
2016-12-08,190
2016-12-09,190
2016-12-10,194
2016-12-11,202
2016-12-12,203
2016-12-13,206
2016-12-14,206
2016-12-15,211
2016-12-16,218
2016-12-17,222
2016-12-18,215
2016-12-19,215
2016-12-20,218
2016-12-21,219
2016-12-22,215
2016-12-23,215
2016-12-24,215
2016-12-25,214
2016-12-26,213
2016-12-27,213
2016-12-28,212
2016-12-29,212
2016-12-30,219
2016-12-31,222
2017-01-01,222
2017-01-02,213
2017-01-03,212
2017-01-04,213
2017-01-05,205
2017-01-06,207
2017-01-07,212
2017-01-08,221
2017-01-09,231
2017-01-10,243
2017-01-11,252
2017-01-12,261
2017-01-13,275
2017-01-14,288
2017-01-15,302
2017-01-16,318
2017-01-17,322
2017-01-18,326
2017-01-19,330
2017-01-20,313
2017-01-21,308
2017-01-22,297
2017-01-27,273
2017-01-28,270
2017-01-29,261
2017-01-30,263
2017-01-31,258
2017-02-01,255
2017-02-02,247
2017-02-03,237
2017-02-04,231
2017-02-05,223
2017-02-06,214
2017-02-07,205
2017-02-08,206
2017-02-09,197
2017-02-10,193
2017-02-11,193
2017-02-12,183
2017-02-13,173
2017-02-14,170
2017-02-15,163
2017-02-16,160
2017-02-18,158
2017-02-19,156
2017-02-20,159
2017-02-21,161
2017-02-22,157
2017-02-23,157
2017-02-24,159
2017-02-25,157
2017-02-26,159
2017-02-27,158
2017-02-28,156
2017-03-01,149
2017-03-02,149
2017-03-03,147
2017-03-04,148
2017-03-05,151
2017-03-06,154
2017-03-07,151
2017-03-08,153
2017-03-09,154
2017-03-10,159
2017-03-11,157
2017-03-12,159
2017-03-13,161
2017-03-14,160
2017-03-15,160
2017-03-16,160
2017-03-17,163
2017-03-18,166
2017-03-19,164
2017-03-20,165
2017-03-21,172
2017-03-22,178
2017-03-23,182
2017-03-24,189
2017-03-25,198
2017-03-26,203
2017-03-27,209
2017-03-28,205
2017-03-29,208
2017-03-30,209
2017-03-31,203
2017-04-01,201
2017-04-02,198
2017-04-03,201
2017-04-04,200
2017-04-12,202
2017-04-13,204
2017-04-14,199
2017-04-15,198
2017-04-16,195
2017-04-17,199
2017-04-18,200
2017-04-19,201
2017-04-20,210
2017-04-21,214
2017-04-22,217
2017-04-23,221
2017-04-24,232
2017-04-25,241
2017-04-26,241
2017-04-27,242
2017-04-28,240
2017-04-29,243
2017-04-30,243
2017-05-01,247
2017-05-02,254
2017-05-03,256
2017-05-04,262
2017-05-05,259
2017-05-06,258
2017-05-07,259
2017-05-08,264
2017-05-09,265
2017-05-10,267
2017-05-11,274
2017-05-12,274
2017-05-13,275
2017-05-14,268
2017-05-15,267
2017-05-16,272
2017-05-17,271
2017-05-18,272
2017-05-19,266
2017-05-20,264
2017-05-21,253
2017-05-22,257
2017-05-23,260
2017-05-24,256
2017-05-25,257
2017-05-26,252
2017-05-27,247
2017-05-28,235
2017-05-29,228
2017-05-30,227
2017-05-31,225
2017-06-01,222
2017-06-02,219
2017-06-03,210
2017-06-06,196
2017-06-07,190
2017-06-08,188
2017-06-09,188
2017-06-10,190
2017-06-11,190
2017-06-12,191
2017-06-13,193
2017-06-14,194
2017-06-15,190
2017-06-16,192
2017-06-17,196
2017-06-18,197
2017-06-19,194
2017-06-20,191
2017-06-21,190
2017-06-22,190
2017-06-23,195
2017-06-24,192
2017-06-25,195
2017-06-26,194
2017-06-27,199
2017-06-28,205
2017-06-29,208
2017-06-30,210
2017-07-01,208
2017-07-02,203
2017-07-03,203
2017-07-04,194
2017-07-05,195
2017-07-06,196
2017-07-07,194
2017-07-08,188
2017-07-13,189
2017-07-14,194
2017-07-15,200
2017-07-16,206
2017-07-17,210
2017-07-18,213
2017-07-19,218
2017-07-20,213
2017-07-21,213
2017-07-22,215
2017-07-23,217
2017-07-24,216
2017-07-25,220
2017-07-26,221
2017-07-27,230
2017-07-28,232
2017-07-29,239
2017-07-30,246
2017-07-31,249
2017-08-01,260
2017-08-02,267
2017-08-03,272
2017-08-04,266
2017-08-05,264
2017-08-06,260
2017-08-09,243
2017-08-10,244
2017-08-11,243
2017-08-12,244
2017-08-13,244
2017-08-14,242
2017-08-15,239
2017-08-16,228
2017-08-17,221
2017-08-18,221
2017-08-19,218
2017-08-20,216
2017-08-21,214
2017-08-22,213
2017-08-23,215
2017-08-24,211
2017-08-25,207
2017-08-26,207
2017-08-27,207
2017-08-28,210
2017-08-29,212
2017-08-30,212
2017-08-31,210
2017-09-01,213
2017-09-02,207
2017-09-03,207
2017-09-04,205
2017-09-05,203
2017-09-06,196
2017-09-07,189
2017-09-08,183
2017-09-09,183
2017-09-10,177
2017-09-11,179
2017-09-12,173
2017-09-13,178
2017-09-14,181
2017-09-15,185
2017-09-16,185
2017-09-17,183
2017-09-19,180
2017-09-20,179
2017-09-21,182
2017-09-22,180
2017-09-23,177
2017-09-24,173
2017-09-25,170
2017-09-26,170
2017-09-27,174
2017-09-28,173
2017-09-29,170
2017-09-30,172
2017-10-01,170
2017-10-02,170
2017-10-03,172
2017-10-04,174
2017-10-05,178
2017-10-06,178
2017-10-07,181
2017-10-08,183
2017-10-09,184
2017-10-10,186
2017-10-11,181
2017-10-12,174
2017-10-13,178
2017-10-14,172
2017-10-15,165
2017-10-16,171
2017-10-17,176
2017-10-18,175
2017-10-19,176
2017-10-20,174
2017-10-21,173
2017-10-22,179
2017-10-23,180
2017-10-24,183
2017-10-25,179
2017-10-26,182
2017-10-27,180
2017-10-28,173
2017-10-29,172
2017-10-30,173
2017-10-31,175
2017-11-02,173
2017-11-03,172
2017-11-04,172
2017-11-05,170
2017-11-06,168
2017-11-07,164
2017-11-08,156
2017-11-09,156
2017-11-10,158
2017-11-11,159
2017-11-12,163
2017-11-13,161
2017-11-14,163
2017-11-15,168
2017-11-16,165
2017-11-17,159
2017-11-18,156
2017-11-19,153
2017-11-20,156
2017-11-21,159
2017-11-22,155
2017-11-23,161
2017-11-24,157
2017-11-25,156
2017-11-26,158
2017-11-27,159
2017-11-28,162
2017-11-29,165
2017-11-30,162
2017-12-01,162
2017-12-02,167
2017-12-03,166
2017-12-04,170
2017-12-05,177
2017-12-06,181
2017-12-07,175
2017-12-08,176
2017-12-09,172
2017-12-10,171
2017-12-11,175
2017-12-12,179
2017-12-14,185
2017-12-15,186
2017-12-17,188
2017-12-18,188
2017-12-19,191
2017-12-20,190
2017-12-21,192
2017-12-22,191
2017-12-23,190
2017-12-24,187
2017-12-25,187
2017-12-26,191
2017-12-27,189
2017-12-28,187
2017-12-29,185
2017-12-30,185
2017-12-31,188
2018-01-01,188
2018-01-02,186
2018-01-03,188
2018-01-04,188
2018-01-05,185
2018-01-06,183
2018-01-07,179
2018-01-08,179
2018-01-09,183
2018-01-10,177
2018-01-11,183
2018-01-12,188
2018-01-13,189
2018-01-14,188
2018-01-15,192
2018-01-16,197
2018-01-17,198
2018-01-18,200
2018-01-19,204
2018-01-20,204
2018-01-21,205
2018-01-22,203
2018-01-23,206
2018-01-25,207
2018-01-26,199
2018-01-27,195
2018-01-28,192
2018-01-29,192
2018-01-31,193
2018-02-01,185
2018-02-02,178
2018-02-03,183
2018-02-04,184
2018-02-05,186
2018-02-06,188
2018-02-07,191
2018-02-08,195
2018-02-09,197
2018-02-10,201
2018-02-11,205
2018-02-12,209
2018-02-13,210
2018-02-14,214
2018-02-15,221
2018-02-16,224
2018-02-17,224
2018-02-18,226
2018-02-19,237
2018-02-20,243
2018-02-21,253
2018-02-22,250
2018-02-23,260
2018-02-24,262
2018-02-25,271
2018-02-26,275
2018-02-27,286
2018-03-01,284
2018-03-02,291
2018-03-03,298
2018-03-04,306
2018-03-05,315
2018-03-06,320
2018-03-07,327
2018-03-08,328
2018-03-09,340
2018-03-10,345
2018-03-11,354
2018-03-12,362
2018-03-13,371
2018-03-14,371
2018-03-15,377
2018-03-16,369
2018-03-17,367
2018-03-18,349
2018-03-19,336
2018-03-20,339
2018-03-21,337
2018-03-23,320
2018-03-24,314
2018-03-26,305
2018-03-27,301
2018-03-28,296
2018-03-29,288
2018-03-30,275
2018-03-31,269
2018-04-01,261
2018-04-02,257
2018-04-03,251
2018-04-04,248
2018-04-05,247
2018-04-06,246
2018-04-07,238
2018-04-08,241
2018-04-09,244
2018-04-10,244
2018-04-11,241
2018-04-12,242
2018-04-13,236
2018-04-14,237
2018-04-15,237
2018-04-16,234
2018-04-17,231
2018-04-18,233
2018-04-19,233
2018-04-20,236
2018-04-21,230
2018-04-22,230
2018-04-23,222
2018-04-24,214
2018-04-25,213
2018-04-26,214
2018-04-27,215
2018-04-28,219
2018-04-29,223
2018-04-30,224
2018-05-01,228
2018-05-04,231
2018-05-05,232
2018-05-06,220
2018-05-07,212
2018-05-08,211
2018-05-09,211
2018-05-10,208
2018-05-11,202
2018-05-12,203
2018-05-13,205
2018-05-14,204
2018-05-15,197
2018-05-16,193
2018-05-17,195
2018-05-18,194
2018-05-19,191
2018-05-20,189
2018-05-21,188
2018-05-22,191
2018-05-23,184
2018-05-24,177
2018-05-25,170
2018-05-26,164
2018-05-27,162
2018-05-28,166
2018-05-29,163
2018-05-30,164
2018-05-31,170
2018-06-01,169
2018-06-02,170
2018-06-03,166
2018-06-04,166
2018-06-05,166
2018-06-06,164
2018-06-07,164
2018-06-08,162
2018-06-09,163
2018-06-10,164
2018-06-11,169
2018-06-12,172
2018-06-13,179
2018-06-14,186
2018-06-15,191
2018-06-16,188
2018-06-17,190
2018-06-18,194
2018-06-19,196
2018-06-20,195
2018-06-21,198
2018-06-22,205
2018-06-23,205
2018-06-24,215
2018-06-25,217
2018-06-26,216
2018-06-27,221
2018-06-28,224
2018-06-29,223
2018-06-30,223
2018-07-01,227
2018-07-02,221
2018-07-03,225
2018-07-04,229
2018-07-05,236
2018-07-06,237
2018-07-07,243
2018-07-08,249
2018-07-09,257
2018-07-10,266
2018-07-11,275
2018-07-12,283
2018-07-13,279
2018-07-14,279
2018-07-15,272
2018-07-16,269
2018-07-17,266
2018-07-18,269
2018-07-19,255
2018-07-20,249
2018-07-21,242
2018-07-22,239
2018-07-23,240
2018-07-24,243
2018-07-25,235
2018-07-26,236
2018-07-27,241
2018-07-28,242
2018-07-29,239
2018-07-30,238
2018-07-31,244
2018-08-01,251
2018-08-02,250
2018-08-03,256
2018-08-04,261
2018-08-05,260
2018-08-06,264
2018-08-07,268
2018-08-08,268
2018-08-09,257
2018-08-10,259
2018-08-11,255
2018-08-12,248
2018-08-14,236
2018-08-16,240
2018-08-17,236
2018-08-18,229
2018-08-19,228
2018-08-20,222
2018-08-21,215
2018-08-22,213
2018-08-23,213
2018-08-24,213
2018-08-25,213
2018-08-26,209
2018-08-27,208
2018-08-28,216
2018-08-29,213
2018-08-30,217
2018-08-31,224
2018-09-01,224
2018-09-02,220
2018-09-03,224
2018-09-04,225
2018-09-05,229
2018-09-06,219
2018-09-07,217
2018-09-08,215
2018-09-09,210
2018-09-10,207
2018-09-11,208
2018-09-12,207
2018-09-13,202
2018-09-14,201
2018-09-15,195
2018-09-16,185
2018-09-17,182
2018-09-18,180
2018-09-19,179
2018-09-20,183
2018-09-21,181
2018-09-22,174
2018-09-23,170
2018-09-24,166
2018-09-25,158
2018-09-26,153
2018-09-27,150
2018-09-28,150
2018-09-29,146
2018-09-30,141
2018-10-02,145
2018-10-03,142
2018-10-04,145
2018-10-05,145
2018-10-06,145
2018-10-07,144
2018-10-08,144
2018-10-09,148
2018-10-10,150
2018-10-11,154
2018-10-12,155
2018-10-13,156
2018-10-14,159
2018-10-15,160
2018-10-16,161
2018-10-17,164
2018-10-18,168
2018-10-19,165
2018-10-20,157
2018-10-21,155
2018-10-22,157
2018-10-23,157
2018-10-24,161
2018-10-25,164
2018-10-26,165
2018-10-27,166
2018-10-28,163
2018-10-29,162
2018-10-30,163
2018-10-31,168
2018-11-01,172
2018-11-03,179
2018-11-04,181
2018-11-05,180
2018-11-06,179
2018-11-07,180
2018-11-08,177
2018-11-09,176
2018-11-10,177
2018-11-11,173
2018-11-12,171
2018-11-13,168
2018-11-14,163
2018-11-15,158
2018-11-16,154
2018-11-17,149
2018-11-18,145
2018-11-19,147
2018-11-20,146
2018-11-21,141
2018-11-22,139
2018-11-23,135
2018-11-24,132
2018-11-25,128
2018-11-26,126
2018-11-27,122
2018-11-28,119
2018-11-29,119
2018-12-01,114
2018-12-02,113
2018-12-03,112
2018-12-05,114
2018-12-07,107
2018-12-09,97
2018-12-10,95
2018-12-11,96
2018-12-12,96
2018-12-13,98
2018-12-14,97
2018-12-15,97
2018-12-16,98
2018-12-17,100
2018-12-18,101
2018-12-19,100
2018-12-20,100
2018-12-21,101
2018-12-22,101
2018-12-23,100
2018-12-24,101
2018-12-25,103
2018-12-26,101
2018-12-27,102
2018-12-28,101
2018-12-29,102
2018-12-30,103
2018-12-31,104
2019-01-01,104
2019-01-02,107
2019-01-03,109
2019-01-04,109
2019-01-05,110
2019-01-06,112
2019-01-08,115
2019-01-10,114
2019-01-11,115
2019-01-12,115
2019-01-13,113
2019-01-14,113
2019-01-15,115
2019-01-16,114
2019-01-17,115
2019-01-18,115
2019-01-19,115
2019-01-20,115
2019-01-21,116
2019-01-22,116
2019-01-23,115
2019-01-24,117
2019-01-25,118
2019-01-26,118
2019-01-27,116
2019-01-28,114
2019-01-29,111
2019-01-30,109
2019-01-31,106
2019-02-01,107
2019-02-02,106
2019-02-03,105
2019-02-04,107
2019-02-05,108
2019-02-06,106
2019-02-07,105
2019-02-08,108
2019-02-09,109
2019-02-10,110
2019-02-11,112
2019-02-12,113
2019-02-13,115
2019-02-14,115
2019-02-15,117
2019-02-16,117
2019-02-17,116
2019-02-18,115
2019-02-19,117
2019-02-20,120
2019-02-21,122
2019-02-22,122
2019-02-23,120
2019-02-24,120
2019-02-25,120
2019-02-26,120
2019-02-27,119
2019-02-28,117
2019-03-01,116
2019-03-02,115
2019-03-03,113
2019-03-04,114
2019-03-05,116
2019-03-06,119
2019-03-07,121
2019-03-08,120
2019-03-09,118
2019-03-10,118
2019-03-11,119
2019-03-12,121
2019-03-13,118
2019-03-14,121
2019-03-15,120
2019-03-16,118
2019-03-17,120
2019-03-18,121
2019-03-19,125
2019-03-20,125
2019-03-21,126
2019-03-22,126
2019-03-23,126
2019-03-24,125
2019-03-25,125
2019-03-26,126
2019-03-27,122
2019-03-28,123
2019-03-29,125
2019-03-30,126
2019-03-31,122
2019-04-01,121
2019-04-02,120
2019-04-03,123
2019-04-04,124
2019-04-05,124
2019-04-06,121
2019-04-07,117
2019-04-08,113
2019-04-09,112
2019-04-10,111
2019-04-11,111
2019-04-12,111
2019-04-13,111
2019-04-14,113
2019-04-15,114
2019-04-16,115
2019-04-17,114
2019-04-18,111
2019-04-19,109
2019-04-20,107
2019-04-21,106
2019-04-22,107
2019-04-23,108
2019-04-24,108
2019-04-25,111
2019-04-26,112
2019-04-27,108
2019-04-28,105
2019-04-29,103
2019-04-30,102
2019-05-01,104
2019-05-02,105
2019-05-03,108
2019-05-04,112
2019-05-05,114
2019-05-06,113
2019-05-07,115
2019-05-08,119
2019-05-09,123
2019-05-10,127
2019-05-11,132
2019-05-12,133
2019-05-13,136
2019-05-14,139
2019-05-15,142
2019-05-16,148
2019-05-17,153
2019-05-18,156
2019-05-19,161
2019-05-20,161
2019-05-21,166
2019-05-22,166
2019-05-23,164
2019-05-24,165
2019-05-25,168
2019-05-26,165
2019-05-27,161
2019-05-28,157
2019-05-29,155
2019-05-30,153
2019-05-31,152
2019-06-01,151
2019-06-02,147
2019-06-03,148
2019-06-04,151
2019-06-05,150
2019-06-06,153
2019-06-07,155
2019-06-08,155
2019-06-09,156
2019-06-10,152
2019-06-11,150
2019-06-12,150
2019-06-13,153
2019-06-14,158
2019-06-15,161
2019-06-16,158
2019-06-17,160
2019-06-18,158
2019-06-19,152
2019-06-20,150
2019-06-21,150
2019-06-22,152
2019-06-23,148
2019-06-24,143
2019-06-25,145
2019-06-26,147
2019-06-27,146
2019-06-28,143
2019-06-29,137
2019-06-30,134
2019-07-01,131
2019-07-02,130
2019-07-03,135
2019-07-04,137
2019-07-05,140
2019-07-06,137
2019-07-07,135
2019-07-08,133
2019-07-09,135
2019-07-10,137
2019-07-11,142
2019-07-12,147
2019-07-13,146
2019-07-14,148
2019-07-15,149
2019-07-16,152
2019-07-17,158
2019-07-18,155
2019-07-19,155
2019-07-20,154
2019-07-21,154
2019-07-22,155
2019-07-23,159
2019-07-24,157
2019-07-25,159
2019-07-26,161
2019-07-27,157
2019-07-28,153
2019-07-29,155
2019-07-30,155
2019-07-31,157
2019-08-01,159
2019-08-02,161
2019-08-03,161
2019-08-04,159
2019-08-05,161
2019-08-06,157
2019-08-07,158
2019-08-08,156
2019-08-09,153
2019-08-10,149
2019-08-11,141
2019-08-12,137
2019-08-13,140
2019-08-14,137
2019-08-15,132
2019-08-16,132
2019-08-17,138
2019-08-18,137
2019-08-19,135
2019-08-20,133
2019-08-21,134
2019-08-22,137
2019-08-23,138
2019-08-24,138
2019-08-24,138
2019-08-25,139
2019-08-25,139
2019-08-26,137
2019-08-26,137
2019-08-27,140
2019-08-27,140
2019-08-28,140
2019-08-29,142
2019-08-30,145
2019-08-31,146
2019-09-01,146
2019-09-02,141
2019-09-03,142
2019-09-04,143
2019-09-05,142
2019-09-06,143
