date_obj,Runite%20limbs price
2019-04-05,9342
2019-04-06,9358
2019-04-07,9411
2019-04-08,9410
2019-04-09,9322
2019-04-10,9335
2019-04-11,9328
2019-04-12,9339
2019-04-13,9358
2019-04-14,9341
2019-04-15,9363
2019-04-16,9390
2019-04-17,9339
2019-04-18,9476
2019-04-19,9362
2019-04-20,9369
2019-04-21,9315
2019-04-22,9318
2019-04-23,9317
2019-04-24,9394
2019-04-25,9313
2019-04-26,9314
2019-04-27,9305
2019-04-28,9341
2019-04-29,9492
2019-04-30,9411
2019-05-01,9311
2019-05-02,9391
2019-05-03,9377
2019-05-04,9308
2019-05-05,9280
2019-05-06,9323
2019-05-07,9318
2019-05-08,9317
2019-05-09,9311
2019-05-10,9345
2019-05-11,9306
2019-05-12,9449
2019-05-13,9673
2019-05-14,9484
2019-05-15,9343
2019-05-16,9357
2019-05-17,9379
2019-05-18,9362
2019-05-19,9386
2019-05-20,9331
2019-05-21,9317
2019-05-22,9418
2019-05-23,9418
2019-05-24,9429
2019-05-25,9324
2019-05-26,9301
2019-05-27,9346
2019-05-28,9407
2019-05-29,9388
2019-05-30,9423
2019-05-31,9373
2019-06-01,9332
2019-06-02,9424
2019-06-03,9459
2019-06-04,9369
2019-06-05,9363
2019-06-06,9383
2019-06-07,9463
2019-06-08,9438
2019-06-09,9378
2019-06-10,9371
2019-06-11,9377
2019-06-12,9348
2019-06-13,9367
2019-06-14,9455
2019-06-15,9434
2019-06-16,9376
2019-06-17,9422
2019-06-18,9382
2019-06-19,9383
2019-06-20,9323
2019-06-21,9320
2019-06-22,9315
2019-06-23,9329
2019-06-24,9350
2019-06-25,9401
2019-06-26,9405
2019-06-27,9410
2019-06-28,9431
2019-06-29,9390
2019-06-30,9316
2019-07-01,9357
2019-07-02,9368
2019-07-03,9311
2019-07-04,9272
2019-07-05,9363
2019-07-06,9372
2019-07-07,9426
2019-07-08,9362
2019-07-09,9387
2019-07-10,9451
2019-07-11,9656
2019-07-12,9471
2019-07-13,9414
2019-07-14,9310
2019-07-15,9354
2019-07-16,9388
2019-07-17,9331
2019-07-18,9336
2019-07-19,9288
2019-07-20,9289
2019-07-21,9319
2019-07-22,9351
2019-07-23,9335
2019-07-24,9292
2019-07-25,9315
2019-07-26,9306
2019-07-27,9316
2019-07-28,9282
2019-07-29,9343
2019-07-30,9385
2019-07-31,9324
2019-08-01,9393
2019-08-02,9335
2019-08-03,9156
2019-08-04,9242
2019-08-05,9473
2019-08-06,9292
2019-08-07,9250
2019-08-08,9391
2019-08-09,9196
2019-08-10,9380
2019-08-11,9381
2019-08-12,9346
2019-08-13,9414
2019-08-14,9347
2019-08-15,9334
2019-08-16,9329
2019-08-17,9307
2019-08-18,9359
2019-08-19,9342
2019-08-20,9286
2019-08-21,9286
2019-08-22,9375
2019-08-23,9337
2019-08-24,9337
2019-08-24,9337
2019-08-25,9352
2019-08-25,9352
2019-08-26,9308
2019-08-26,9308
2019-08-27,9288
2019-08-27,9288
2019-08-28,9304
2019-08-29,9354
2019-08-30,9381
2019-08-31,9373
2019-09-01,9339
2019-09-02,9290
2019-09-03,9349
2019-09-04,9404
2019-09-05,9404
2019-09-06,9408
2019-09-07,9356
2019-09-08,9307
2019-09-09,9296
2019-09-10,9367
2019-09-11,9387
2019-09-12,9386
2019-09-13,9377
2019-09-14,9351
2019-09-15,9331
2019-09-16,9414
2019-09-17,9357
2019-09-18,9335
2019-09-19,9282
2019-09-20,9295
2019-09-21,9306
2019-09-22,9305
2019-09-23,9417
2019-09-24,9186
2019-09-25,9411
2019-09-26,9396
2019-09-27,9330
2019-09-28,9374
2019-09-29,9512
2019-09-30,9503
2019-10-01,9558
2019-10-02,9497
2019-10-03,9359
2019-10-04,9339
2019-10-05,9291
2019-10-06,9280
2019-10-07,9219
2019-10-08,9256
2019-10-09,9368
2019-10-10,9334
2019-10-11,9317
2019-10-12,9287
2019-10-13,9271
2019-10-14,9300
2019-10-15,9339
2019-10-16,9277
2019-10-17,9377
2019-10-18,9405
2019-10-19,9269
2019-10-20,9263
2019-10-21,9311
2019-10-22,9323
2019-10-23,9258
2019-10-24,9221
2019-10-25,9195
2019-10-26,9186
2019-10-27,9249
2019-10-28,9237
2019-10-29,9266
2019-10-30,9244
2019-10-31,9254
2019-11-01,9281
2019-11-02,9296
2019-11-03,9387
2019-11-04,9311
2019-11-05,9212
2019-11-06,9303
2019-11-07,9339
2019-11-08,9288
2019-11-09,9282
2019-11-10,9334
2019-11-11,9353
2019-11-12,9285
2019-11-13,9402
2019-11-14,9441
2019-11-15,9236
2019-11-16,9313
2019-11-17,9354
2019-11-18,9375
2019-11-19,9321
2019-11-20,9512
2019-11-21,9347
2019-11-22,9364
2019-11-23,9345
2019-11-24,9262
2019-11-25,9514
2019-11-26,9548
2019-11-27,9338
2019-11-28,9404
2019-11-29,9332
2019-11-30,9319
2019-12-01,9231
2019-12-02,9233
2019-12-03,9203
2019-12-04,9227
2019-12-05,9233
2019-12-06,9197
2019-12-07,9214
2019-12-08,9205
2019-12-09,9165
2019-12-10,9161
2019-12-11,9152
2019-12-12,9143
2019-12-13,9173
2019-12-14,9187
2019-12-15,9179
2019-12-16,9207
2019-12-17,9229
2019-12-18,9250
2019-12-19,9301
2019-12-20,9307
2019-12-21,9303
2019-12-22,9239
2019-12-23,9265
2019-12-24,9328
2019-12-25,9346
2019-12-26,9346
2019-12-27,9369
2019-12-28,9338
2019-12-29,9286
2019-12-30,9200
2019-12-31,9198
2020-01-01,9160
2020-01-02,9223
2020-01-03,9274
2020-01-04,9258
2020-01-05,9271
2020-01-06,9326
2020-01-07,9251
2020-01-08,9332
2020-01-09,9425
2020-01-10,9413
2020-01-11,9375
2020-01-12,9265
2020-01-13,9200
2020-01-14,9231
2020-01-15,9321
2020-01-16,9306
2020-01-17,9313
2020-01-18,9289
2020-01-19,9256
2020-01-20,9275
2020-01-21,9234
2020-01-22,9317
2020-01-23,9237
2020-01-24,9201
2020-01-25,9289
2020-01-26,9269
2020-01-27,9417
2020-01-28,9329
2020-01-29,9214
2020-01-30,9211
2020-01-31,9269
2020-02-01,9245
2020-02-02,9322
2020-02-03,9256
2020-02-04,9255
2020-02-05,9266
2020-02-06,9215
2020-02-07,9220
2020-02-08,9265
2020-02-09,9187
2020-02-10,9200
2020-02-11,9232
2020-02-12,9241
2020-02-13,9254
2020-02-14,9308
2020-02-15,9214
2020-02-16,9298
2020-02-17,9290
2020-02-18,9214
2020-02-19,9233
2020-02-20,9293
2020-02-21,9325
2020-02-22,9231
2020-02-23,9175
2020-02-24,9254
2020-02-25,9275
2020-02-26,9265
2020-02-27,9295
2020-02-28,9343
2020-02-29,9308
2020-03-01,9323
2020-03-02,9311
2020-03-03,9344
2020-03-04,9333
2020-03-05,9319
2020-03-06,9304
2020-03-07,9336
2020-03-08,9300
2020-03-09,9220
2020-03-10,9400
2020-03-11,9291
2020-03-12,9291
2020-03-13,9332
2020-03-14,9590
2020-03-15,9311
2020-03-16,9305
2020-03-17,8998
2020-03-18,9347
2020-03-19,9367
2020-03-20,9323
2020-03-21,9311
2020-03-22,9209
2020-03-23,9311
2020-03-24,9308
2020-03-25,9305
2020-03-26,9312
2020-03-27,9361
2020-03-28,9253
2020-03-29,9260
2020-03-30,9274
2020-03-31,9274
2020-04-01,9275
2020-04-02,9263
2020-04-03,9347
2020-04-04,9420
2020-04-05,9287
2020-04-06,9274
2020-04-07,9277
2020-04-08,9281
2020-04-09,9259
2020-04-10,9278
2020-04-11,9291
2020-04-12,9572
2020-04-13,9431
2020-04-14,9324
2020-04-15,9287
2020-04-16,9292
2020-04-17,9338
2020-04-18,9239
2020-04-19,9334
2020-04-20,9331
2020-04-21,9300
2020-04-22,9340
2020-04-23,9314
2020-04-24,9309
2020-04-25,9319
2020-04-26,9316
2020-04-27,9278
2020-04-28,9311
2020-04-29,9316
2020-04-30,9315
2020-05-01,9351
2020-05-02,9332
2020-05-03,9385
2020-05-04,9358
2020-05-05,9404
2020-05-06,9332
2020-05-07,9346
2020-05-08,9339
2020-05-09,9333
2020-05-10,9373
2020-05-11,9359
2020-05-12,9375
2020-05-13,9307
