date_obj,Book%20of%20darkness%20page%20set price
2015-11-18,240740
2015-11-19,240740
2015-11-20,232797
2015-11-21,232797
2015-11-22,232797
2015-11-23,232797
2015-11-24,230498
2015-11-25,230498
2015-11-26,230498
2015-11-27,237447
2015-11-28,237447
2015-11-29,237447
2015-11-30,243365
2015-12-01,243365
2015-12-02,243365
2015-12-03,247682
2015-12-04,247682
2015-12-05,247682
2015-12-06,251307
2015-12-07,251307
2015-12-08,251307
2015-12-09,253044
2015-12-10,253044
2015-12-11,253044
2015-12-12,259275
2015-12-13,259275
2015-12-14,259275
2015-12-15,271398
2015-12-16,271398
2015-12-17,271398
2015-12-18,284070
2015-12-19,284070
2015-12-20,296959
2015-12-21,296959
2015-12-22,296959
2015-12-23,311152
2015-12-24,311152
2015-12-25,311152
2015-12-26,325955
2015-12-27,325955
2015-12-28,341331
2015-12-29,341331
2015-12-30,357105
2015-12-31,357105
2016-01-01,357105
2016-01-02,373629
2016-01-03,373629
2016-01-04,391435
2016-01-05,391435
2016-01-06,391435
2016-01-07,409489
2016-01-08,409489
2016-01-09,409489
2016-01-10,428743
2016-01-11,428743
2016-01-12,428743
2016-01-13,448289
2016-01-14,448289
2016-01-15,468645
2016-01-16,468645
2016-01-17,468645
2016-01-18,464500
2016-01-19,464500
2016-01-20,464500
2016-01-21,441712
2016-01-22,441712
2016-01-23,441712
2016-01-24,421814
2016-01-25,421814
2016-01-26,401541
2016-01-27,401541
2016-01-28,401541
2016-01-29,381463
2016-01-30,381463
2016-01-31,381463
2016-02-01,362389
2016-02-02,362389
2016-02-03,362389
2016-02-04,344269
2016-02-05,344269
2016-02-06,344269
2016-02-07,327055
2016-02-08,327055
2016-02-09,327055
2016-02-10,310702
2016-02-11,310702
2016-02-12,310702
2016-02-13,297196
2016-02-14,297196
2016-02-15,297196
2016-02-16,285626
2016-02-17,285626
2016-02-18,285626
2016-02-19,291451
2016-02-20,291451
2016-02-21,305852
2016-02-22,305852
2016-02-23,305852
2016-02-24,319924
2016-02-25,319924
2016-02-26,319924
2016-02-27,335261
2016-02-28,335261
2016-02-29,335261
2016-03-01,332144
2016-03-02,332144
2016-03-03,336969
2016-03-04,336969
2016-03-05,353085
2016-03-06,369288
2016-03-07,369288
2016-03-08,386192
2016-03-09,386192
2016-03-10,404479
2016-03-11,404479
2016-03-12,423071
2016-03-13,423071
2016-03-14,443025
2016-03-15,443025
2016-03-16,463654
2016-03-17,463654
2016-03-18,485546
2016-03-19,485546
2016-03-20,508372
2016-03-21,508372
2016-03-22,531655
2016-03-23,531655
2016-03-24,556229
2016-03-25,556229
2016-03-26,582203
2016-03-27,582203
2016-03-28,608820
2016-03-29,608820
2016-03-30,608820
2016-03-31,637265
2016-04-01,637265
2016-04-02,637265
2016-04-03,667921
2016-04-04,667921
2016-04-05,667921
2016-04-06,701314
2016-04-07,701314
2016-04-08,701314
2016-04-09,730962
2016-04-10,730962
2016-04-11,730962
2016-04-12,762496
2016-04-13,762496
2016-04-14,762496
2016-04-15,797163
2016-04-16,797163
2016-04-17,797163
2016-04-18,822259
2016-04-19,822259
2016-04-20,822259
2016-04-21,790776
2016-04-22,790776
2016-04-23,790776
2016-04-24,754401
2016-04-25,754401
2016-04-26,754401
2016-04-27,718334
2016-04-28,718334
2016-04-29,718334
2016-04-30,684159
2016-05-01,684159
2016-05-02,677579
2016-05-03,677579
2016-05-04,677579
2016-05-05,681891
2016-05-06,681891
2016-05-07,681891
2016-05-08,686175
2016-05-09,686175
2016-05-10,705539
2016-05-11,705539
2016-05-12,705539
2016-05-13,716890
2016-05-14,716890
2016-05-15,749036
2016-05-16,749036
2016-05-17,749036
2016-05-18,780907
2016-05-19,780907
2016-05-22,803214
2016-05-23,833486
2016-05-24,833486
2016-05-25,866390
2016-05-26,866390
2016-05-27,903651
2016-05-28,903651
2016-05-29,903651
2016-05-30,942721
2016-05-31,942721
2016-06-01,942721
2016-06-02,962370
2016-06-03,962370
2016-06-04,962370
2016-06-05,956148
2016-06-06,956148
2016-06-07,956148
2016-06-08,950626
2016-06-09,950626
2016-06-10,914217
2016-06-11,914217
2016-06-12,914217
2016-06-13,868560
2016-06-14,868560
2016-06-15,868560
2016-06-16,825132
2016-06-17,825132
2016-06-18,783875
2016-06-19,783875
2016-06-20,744748
2016-06-21,744748
2016-06-22,707873
2016-06-23,707873
2016-06-24,707873
2016-06-25,676994
2016-06-26,676994
2016-06-27,676994
2016-06-28,694538
2016-06-29,694538
2016-06-30,694538
2016-07-01,719248
2016-07-02,719248
2016-07-03,719248
2016-07-04,753183
2016-07-05,753183
2016-07-06,780653
2016-07-07,780653
2016-07-08,742194
2016-07-09,742194
2016-07-10,712240
2016-07-11,712240
2016-07-12,676763
2016-07-13,676763
2016-07-14,643077
2016-07-15,643077
2016-07-16,624213
2016-07-17,624213
2016-07-18,609530
2016-07-23,608684
2016-07-24,588078
2016-07-25,588078
2016-07-26,588078
2016-07-27,585208
2016-07-28,585208
2016-07-29,570003
2016-07-30,570003
2016-07-31,570003
2016-08-01,594084
2016-08-02,594084
2016-08-03,621911
2016-08-04,621911
2016-08-05,621911
2016-08-06,650816
2016-08-07,650816
2016-08-08,650816
2016-08-09,682898
2016-08-10,682898
2016-08-11,682898
2016-08-12,702351
2016-08-13,702351
2016-08-14,702351
2016-08-15,722210
2016-08-16,722210
2016-08-17,722210
2016-08-18,722210
2016-08-19,752514
2016-08-20,752514
2016-08-21,752514
2016-08-22,772166
2016-08-23,772166
2016-08-24,772166
2016-08-25,788205
2016-08-26,788205
2016-08-28,788205
2016-08-31,809599
2016-09-01,821725
2016-09-02,821725
2016-09-03,821725
2016-09-04,823892
2016-09-05,823892
2016-09-06,823892
2016-09-07,833224
2016-09-08,833224
2016-09-09,833224
2016-09-10,847176
2016-09-11,847176
2016-09-12,847176
2016-09-13,847176
2016-09-14,869461
2016-09-15,869461
2016-09-16,869461
2016-09-17,869461
2016-09-18,839118
2016-09-19,839118
2016-09-20,839118
2016-09-21,839118
2016-09-22,797337
2016-09-23,797337
2016-09-24,797337
2016-09-25,797337
2016-09-26,757470
2016-09-27,757470
2016-09-28,757470
2016-09-29,757470
2016-09-30,719596
2016-10-01,719596
2016-10-02,719596
2016-10-03,719596
2016-10-04,719596
2016-10-05,683616
2016-10-06,683616
2016-10-07,683616
2016-10-08,664282
2016-10-09,664282
2016-10-10,664282
2016-10-11,664282
2016-10-12,674594
2016-10-13,674594
2016-10-14,674594
2016-10-15,680169
2016-10-16,680169
2016-10-17,680169
2016-10-18,693893
2016-10-19,693893
2016-10-20,693893
2016-10-21,714732
2016-10-22,714732
2016-10-23,714732
2016-10-24,702797
2016-10-25,702797
2016-10-26,702797
2016-10-27,708051
2016-10-28,708051
2016-10-29,708051
2016-10-30,715714
2016-10-31,715714
2016-11-01,715714
2016-11-02,689809
2016-11-03,689809
2016-11-04,689809
2016-11-05,676661
2016-11-06,676661
2016-11-07,676661
2016-11-08,684013
2016-11-09,684013
2016-11-10,684013
2016-11-11,682440
2016-11-12,682440
2016-11-13,682440
2016-11-14,686869
2016-11-15,686869
2016-12-07,712694
2016-12-08,712694
2016-12-09,713970
2016-12-10,713970
2016-12-11,713970
2016-12-12,696920
2016-12-13,696920
2016-12-14,682360
2016-12-15,682360
2016-12-16,682360
2016-12-17,676474
2016-12-18,676474
2016-12-19,676474
2016-12-20,659066
2016-12-21,659066
2016-12-22,659066
2016-12-23,636166
2016-12-24,636166
2016-12-25,636166
2016-12-26,653438
2016-12-27,653438
2016-12-28,674844
2016-12-29,674844
2016-12-30,674844
2016-12-31,706545
2017-01-01,706545
2017-01-02,741153
2017-01-03,741153
2017-01-04,757957
2017-01-05,757957
2017-01-06,757957
2017-01-07,746312
2017-01-08,746312
2017-01-09,729220
2017-01-10,729220
2017-01-11,732911
2017-01-12,732911
2017-01-13,731412
2017-01-14,731412
2017-01-15,759820
2017-01-16,759820
2017-01-17,779584
2017-01-18,779584
2017-01-19,766524
2017-01-20,766524
2017-01-21,794616
2017-01-22,794616
2017-01-23,810256
2017-01-27,866311
2017-01-28,866311
2017-01-29,908269
2017-01-30,908269
2017-01-31,908269
2017-02-01,923122
2017-02-02,923122
2017-02-03,923122
2017-02-04,926926
2017-02-05,926926
2017-02-06,926926
2017-02-07,944875
2017-02-08,944875
2017-02-09,944875
2017-02-10,912296
2017-02-11,912296
2017-02-12,898206
2017-02-13,898206
2017-02-14,917965
2017-02-15,917965
2017-02-16,950881
2017-02-18,950881
2017-02-19,942303
2017-02-20,942303
2017-02-21,945482
2017-02-22,945482
2017-02-23,945482
2017-02-24,937833
2017-02-25,937833
2017-02-26,911116
2017-02-27,911116
2017-02-28,880705
2017-03-01,880705
2017-03-02,848127
2017-03-03,848127
2017-03-04,839560
2017-03-05,839560
2017-03-06,822910
2017-03-07,822910
2017-03-08,822910
2017-03-09,821086
2017-03-10,821086
2017-03-11,840750
2017-03-12,840750
2017-03-13,861965
2017-03-14,861965
2017-03-15,880251
2017-03-16,880251
2017-03-17,880988
2017-03-18,880988
2017-03-19,896958
2017-03-20,896958
2017-03-21,908587
2017-03-22,908587
2017-03-23,910118
2017-03-24,910118
2017-03-25,903911
2017-03-26,903911
2017-03-27,917177
2017-03-28,917177
2017-03-29,932158
2017-03-30,932158
2017-03-31,962487
2017-04-01,962487
2017-04-02,962487
2017-04-03,977006
2017-04-04,977006
2017-04-12,986773
2017-04-13,1027422
2017-04-14,1027422
2017-04-15,1027422
2017-04-16,1066149
2017-04-17,1066149
2017-04-18,1087273
2017-04-19,1087273
2017-04-20,1097360
2017-04-21,1097360
2017-04-22,1121480
2017-04-23,1121480
2017-04-24,1168151
2017-04-25,1215413
2017-04-26,1215413
2017-04-27,1215413
2017-04-28,1251169
2017-04-29,1251169
2017-04-30,1236691
2017-05-01,1236691
2017-05-02,1236691
2017-05-03,1197238
2017-05-04,1197238
2017-05-05,1152026
2017-05-06,1152026
2017-05-07,1096463
2017-05-08,1096463
2017-05-09,1041639
2017-05-10,1041639
2017-05-11,989557
2017-05-12,989557
2017-05-13,940079
2017-05-14,940079
2017-05-15,893442
2017-05-16,893442
2017-05-17,850356
2017-05-18,850356
2017-05-19,858119
2017-05-20,858119
2017-05-21,840077
2017-05-22,840077
2017-05-23,820552
2017-05-24,820552
2017-05-25,828472
2017-05-26,828472
2017-05-27,801812
2017-05-28,801812
2017-05-29,762494
2017-05-30,762494
2017-05-31,724857
2017-06-01,724857
2017-06-02,688614
2017-06-03,688614
2017-06-04,654183
2017-06-05,654183
2017-06-06,623297
2017-06-07,623297
2017-06-08,592252
2017-06-09,592252
2017-06-10,562706
2017-06-11,562706
2017-06-12,535624
2017-06-13,535624
2017-06-14,508842
2017-06-15,508842
2017-06-16,485036
2017-06-17,485036
2017-06-18,499235
2017-06-19,499235
2017-06-20,521996
2017-06-21,521996
2017-06-22,546244
2017-06-23,546244
2017-06-24,571528
2017-06-25,571528
2017-06-26,597846
2017-06-27,597846
2017-06-28,625872
2017-06-29,625872
2017-06-30,656187
2017-07-01,656187
2017-07-02,656187
2017-07-03,688769
2017-07-04,688769
2017-07-05,688769
2017-07-06,722515
2017-07-07,722515
2017-07-08,722515
2017-07-13,792846
2017-07-14,792846
2017-07-15,768835
2017-07-16,768835
2017-07-17,732953
2017-07-18,732953
2017-07-19,732953
2017-07-20,696712
2017-07-21,696712
2017-07-22,661876
2017-07-23,661876
2017-07-24,661876
2017-07-25,629627
2017-07-26,629627
2017-07-27,628790
2017-07-28,628790
2017-07-29,657887
2017-07-30,689164
2017-07-31,689164
2017-08-01,689164
2017-08-02,723623
2017-08-03,723623
2017-08-04,723623
2017-08-05,735628
2017-08-06,735628
2017-08-09,708620
2017-08-10,702610
2017-08-11,702610
2017-08-12,702610
2017-08-13,697110
2017-08-14,697110
2017-08-15,694356
2017-08-16,694356
2017-08-17,697625
2017-08-18,697625
2017-08-19,697625
2017-08-20,716706
2017-08-21,716706
2017-08-22,748183
2017-08-23,748183
2017-08-24,748183
2017-08-25,718541
2017-08-26,718541
2017-08-27,694273
2017-08-28,694273
2017-08-29,694273
2017-08-30,661128
2017-08-31,661128
2017-09-01,661128
2017-09-02,644584
2017-09-03,644584
2017-09-04,644584
2017-09-05,676297
2017-09-06,676297
2017-09-07,693772
2017-09-08,693772
2017-09-09,725237
2017-09-10,725237
2017-09-11,743466
2017-09-12,743466
2017-09-13,743466
2017-09-14,706332
2017-09-15,706332
2017-09-16,706332
2017-09-17,672366
2017-09-18,672366
2017-09-19,672366
2017-09-20,638752
2017-09-22,633377
2017-09-23,633377
2017-09-24,642883
2017-09-25,642883
2017-09-26,670560
2017-09-27,670560
2017-09-28,700764
2017-09-29,700764
2017-09-30,731734
2017-10-01,731734
2017-10-02,730683
2017-10-03,730683
2017-10-04,730683
2017-10-05,734548
2017-10-06,734548
2017-10-07,756535
2017-10-08,756535
2017-10-09,756535
2017-10-10,752440
2017-10-11,752440
2017-10-12,752440
2017-10-13,741359
2017-10-14,741359
2017-10-15,741359
2017-10-16,730300
2017-10-17,730300
2017-10-18,730300
2017-10-19,736227
2017-10-20,736227
2017-10-21,736227
2017-10-22,758424
2017-10-23,758424
2017-10-24,758424
2017-10-25,752684
2017-10-26,752684
2017-10-27,744061
2017-10-28,744061
2017-10-29,744061
2017-10-30,727007
2017-10-31,727007
2017-11-01,727007
2017-11-02,720534
2017-11-03,720534
2017-11-04,715428
2017-11-05,715428
2017-11-06,715428
2017-11-07,699237
2017-11-08,699237
2017-11-09,688462
2017-11-10,688462
2017-11-11,688462
2017-11-12,688602
2017-11-13,688602
2017-11-14,688602
2017-11-15,680589
2017-11-16,680589
2017-11-17,669110
2017-11-18,669110
2017-11-19,669110
2017-11-20,661877
2017-11-21,661877
2017-11-22,661877
2017-11-23,651679
2017-11-24,651679
2017-11-25,675716
2017-11-26,675716
2017-11-27,675716
2017-11-28,709502
2017-11-29,709502
2017-11-30,741694
2017-12-01,741694
2017-12-02,774822
2017-12-03,774822
2017-12-04,810857
2017-12-05,810857
2017-12-06,846718
2017-12-07,846718
2017-12-08,846718
2017-12-09,870348
2017-12-10,870348
2017-12-11,866457
2017-12-12,866457
2017-12-13,866457
2017-12-14,827971
2017-12-15,827971
2017-12-16,839108
2017-12-17,839108
2017-12-18,839896
2017-12-19,839896
2017-12-20,839896
2017-12-21,874359
2017-12-22,874359
2017-12-23,886152
2017-12-24,886152
2017-12-25,893017
2017-12-26,893017
2017-12-27,912835
2017-12-28,912835
2017-12-29,912835
2017-12-30,893031
2017-12-31,893031
2018-01-01,879453
2018-01-02,879453
2018-01-03,873896
2018-01-04,873896
2018-01-05,866101
2018-01-06,866101
2018-01-07,863821
2018-01-08,863821
2018-01-09,843776
2018-01-10,843776
2018-01-11,843776
2018-01-12,830756
2018-01-13,830756
2018-01-14,820605
2018-01-15,820605
2018-01-16,814290
2018-01-17,814290
2018-01-18,804219
2018-01-19,804219
2018-01-20,793740
2018-01-21,793740
2018-01-22,780144
2018-01-23,780144
2018-01-24,772336
2018-01-25,753802
2018-01-26,748354
2018-01-27,740439
2018-01-28,726803
2018-01-29,705663
2018-01-30,692541
2018-01-31,696852
2018-02-01,696852
2018-02-02,692252
2018-02-03,683629
2018-02-04,678696
2018-02-05,678696
2018-02-06,664654
2018-02-07,638039
2018-02-08,638039
2018-02-09,611959
2018-02-10,611959
2018-02-11,593377
2018-02-12,576643
2018-02-13,584831
2018-02-14,586402
2018-02-15,611237
2018-02-16,630553
2018-02-17,650980
2018-02-18,681937
2018-02-19,716034
2018-02-20,751030
2018-02-21,788415
2018-02-22,819392
2018-02-23,842729
2018-02-24,842729
2018-02-25,834167
2018-02-26,808214
2018-02-27,782383
2018-02-28,782383
2018-03-01,745735
2018-03-02,713377
2018-03-03,726880
2018-03-04,726880
2018-03-05,732497
2018-03-06,740121
2018-03-07,758733
2018-03-08,758733
2018-03-09,774183
2018-03-10,798318
2018-03-11,805145
2018-03-12,820643
2018-03-13,818792
2018-03-14,822499
2018-03-15,822499
2018-03-16,813091
2018-03-17,800341
2018-03-18,787046
2018-03-19,787046
2018-03-20,767769
2018-03-21,765999
2018-03-23,758583
2018-03-24,749628
2018-03-25,767093
2018-03-26,767093
2018-03-27,777909
2018-03-28,777909
2018-03-29,809877
2018-03-30,839451
2018-03-31,875407
2018-04-01,914704
2018-04-02,955166
2018-04-03,981260
2018-04-04,933079
2018-04-05,933079
2018-04-06,890903
2018-04-07,890903
2018-04-08,865312
2018-04-09,866639
2018-04-10,866639
2018-04-11,838514
2018-04-12,818202
2018-04-13,818202
2018-04-14,835150
2018-04-15,837514
2018-04-16,837514
2018-04-17,842406
2018-04-18,842406
2018-04-19,819846
2018-04-20,831590
2018-04-21,840974
2018-04-22,840974
2018-04-23,848422
2018-04-24,848422
2018-04-25,827073
2018-04-26,827073
2018-04-27,839543
2018-04-28,826071
2018-04-29,835077
2018-04-30,812017
2018-05-01,805234
2018-05-02,805234
2018-05-03,800277
2018-05-04,800277
2018-05-05,794105
2018-05-06,794105
2018-05-07,791173
2018-05-08,791173
2018-05-09,784953
2018-05-10,770527
2018-05-11,770527
2018-05-12,762346
2018-05-13,762346
2018-05-14,756481
2018-05-15,756481
2018-05-16,760275
2018-05-17,778140
2018-05-18,805865
2018-05-19,841319
2018-05-20,849210
2018-05-21,818946
2018-05-22,818946
2018-05-23,783502
2018-05-24,750819
2018-05-25,766119
2018-05-26,798667
2018-05-27,798667
2018-05-28,831216
2018-05-29,855162
2018-05-30,848317
2018-05-31,838669
2018-06-01,859085
2018-06-02,857798
2018-06-03,839353
2018-06-04,831251
2018-06-05,812501
2018-06-06,786095
2018-06-07,786095
2018-06-08,768859
2018-06-09,770309
2018-06-10,782670
2018-06-11,773395
2018-06-12,765318
2018-06-13,740102
2018-06-14,737075
2018-06-15,749182
2018-06-16,741869
2018-06-17,741460
2018-06-18,751176
2018-06-19,748109
2018-06-20,748109
2018-06-21,738368
2018-06-22,739181
2018-06-23,739181
2018-06-24,735181
2018-06-25,723916
2018-06-26,719620
2018-06-27,712936
2018-06-28,708559
2018-06-29,717506
2018-06-30,722151
2018-07-01,704615
2018-07-02,704615
2018-07-03,712402
2018-07-04,717558
2018-07-05,717558
2018-07-06,730474
2018-07-07,748046
2018-07-08,760004
2018-07-09,783520
2018-07-10,774868
2018-07-11,792573
2018-07-12,793542
2018-07-13,809678
2018-07-14,831901
2018-07-15,869566
2018-07-16,902121
2018-07-17,946746
2018-07-18,985500
2018-07-19,1013656
2018-07-20,1026666
2018-07-21,1057910
2018-07-22,1053991
2018-07-23,1051873
2018-07-24,1036620
2018-07-25,1007262
2018-07-26,995018
2018-07-27,981742
2018-07-28,970266
2018-07-29,954544
2018-07-30,921118
2018-07-31,903422
2018-08-01,903422
2018-08-02,868213
2018-08-03,842005
2018-08-04,831092
2018-08-05,824169
2018-08-06,816791
2018-08-07,824160
2018-08-08,841469
2018-08-09,841469
2018-08-10,837063
2018-08-11,838856
2018-08-12,852067
2018-08-14,849725
2018-08-16,840965
2018-08-17,836586
2018-08-18,830690
2018-08-19,825654
2018-08-20,847749
2018-08-21,880279
2018-08-22,907245
2018-08-23,936945
2018-08-24,962195
2018-08-25,982250
2018-08-26,969452
2018-08-27,968670
2018-08-28,962755
2018-08-29,949935
2018-08-30,950692
2018-08-31,952933
2018-09-01,947744
2018-09-02,944134
2018-09-03,919754
2018-09-04,893413
2018-09-05,879439
2018-09-06,879439
2018-09-07,848444
2018-09-08,840266
2018-09-09,824844
2018-09-10,805831
2018-09-11,805831
2018-09-12,795978
2018-09-13,781863
2018-09-14,773703
2018-09-15,784388
2018-09-16,795679
2018-09-17,830469
2018-09-18,846139
2018-09-19,852297
2018-09-20,842138
2018-09-21,832080
2018-09-22,822692
2018-09-23,819549
2018-09-24,818634
2018-09-25,818634
2018-09-26,835855
2018-09-27,835855
2018-09-28,818099
2018-09-29,817295
2018-09-30,820270
2018-10-01,793961
2018-10-02,782412
2018-10-03,764655
2018-10-04,764655
2018-10-05,753393
2018-10-06,772617
2018-10-07,772617
2018-10-08,757361
2018-10-09,740811
2018-10-10,735241
2018-10-11,728901
2018-10-12,724380
2018-10-13,733960
2018-10-14,726754
2018-10-15,724566
2018-10-16,715297
2018-10-17,697565
2018-10-18,703318
2018-10-19,706694
2018-10-20,706694
2018-10-21,718588
2018-10-22,712570
2018-10-23,712570
2018-10-24,716191
2018-10-25,708474
2018-10-26,701528
2018-10-27,697427
2018-10-28,681457
2018-10-29,681457
2018-10-30,661267
2018-10-31,657173
2018-11-01,660595
2018-11-03,659408
2018-11-04,654335
2018-11-05,647389
2018-11-06,647792
2018-11-07,643652
2018-11-08,642664
2018-11-09,654408
2018-11-10,657441
2018-11-11,668561
2018-11-12,689250
2018-11-13,718552
2018-11-15,753197
2018-11-16,757235
2018-11-17,773907
2018-11-18,773848
2018-11-19,766013
2018-11-20,750351
2018-11-21,743936
2018-11-22,744084
2018-11-23,726269
2018-11-24,717967
2018-11-25,722578
2018-11-26,730663
2018-11-27,722110
2018-11-28,721250
2018-11-29,722678
2018-12-01,717947
2018-12-02,718069
2018-12-03,731501
2018-12-04,735469
2018-12-05,728027
2018-12-07,728764
2018-12-09,725908
2018-12-10,725500
2018-12-11,740432
2018-12-12,757673
2018-12-13,738674
2018-12-14,732030
2018-12-15,731146
2018-12-16,738784
2018-12-17,758564
2018-12-18,761570
2018-12-19,763354
2018-12-20,783410
2018-12-21,761703
2018-12-22,751487
2018-12-23,750019
2018-12-24,741285
2018-12-25,736195
2018-12-26,730236
2018-12-27,728496
2018-12-28,727875
2018-12-29,735839
2018-12-30,742897
2018-12-31,742431
2019-01-01,759554
2019-01-02,748083
2019-01-03,744057
2019-01-04,735567
2019-01-05,735745
2019-01-06,735962
2019-01-08,748812
2019-01-10,721873
2019-01-11,709111
2019-01-12,693950
2019-01-13,672766
2019-01-14,646534
2019-01-15,631608
2019-01-16,624770
2019-01-17,610941
2019-01-18,614825
2019-01-19,618520
2019-01-20,625012
2019-01-21,624081
2019-01-22,627997
2019-01-23,638579
2019-01-24,642820
2019-01-25,647997
2019-01-26,663186
2019-01-27,688288
2019-01-28,719848
2019-01-29,753497
2019-01-30,764056
2019-01-31,775757
2019-02-01,764721
2019-02-02,757386
2019-02-03,760724
2019-02-04,757173
2019-02-05,751267
2019-02-06,753286
2019-02-07,740660
2019-02-08,742054
2019-02-09,741685
2019-02-10,729455
2019-02-11,727097
2019-02-12,728437
2019-02-13,721120
2019-02-14,709730
2019-02-15,697562
2019-02-16,702992
2019-02-17,701264
2019-02-18,705020
2019-02-19,684908
2019-02-20,696452
2019-02-21,692750
2019-02-22,686565
2019-02-23,689712
2019-02-24,693991
2019-02-25,695649
2019-02-26,696248
2019-02-27,699904
2019-02-28,698192
2019-03-01,724877
2019-03-02,724091
2019-03-03,738018
2019-03-04,737650
2019-03-05,730920
2019-03-06,725862
2019-03-07,731518
2019-03-08,755045
2019-03-09,746309
2019-03-10,744361
2019-03-11,761475
2019-03-12,756995
2019-03-13,749569
2019-03-14,757771
2019-03-15,789798
2019-03-16,796400
2019-03-17,785981
2019-03-18,787488
2019-03-19,784647
2019-03-20,788328
