date_obj,Elemental%20shield price
2015-10-10,1819
2015-10-11,1819
2015-10-12,1910
2015-10-13,1910
2015-10-14,1910
2015-10-15,2006
2015-10-16,2006
2015-10-17,2006
2015-10-18,2107
2015-10-19,2107
2015-10-20,2201
2015-10-22,2201
2015-10-23,2304
2015-10-24,2304
2015-10-25,2416
2015-10-26,2416
2015-10-27,2416
2015-10-29,2527
2015-10-30,2527
2015-10-31,2426
2015-11-01,2426
2015-11-02,2426
2015-11-03,2353
2015-11-04,2353
2015-11-05,2353
2015-11-06,2280
2015-11-07,2280
2015-11-08,2227
2015-11-09,2227
2015-11-10,2227
2015-11-11,2146
2015-11-12,2146
2015-11-13,2146
2015-11-14,2145
2015-11-15,2145
2015-11-16,2163
2015-11-17,2163
2015-11-18,2163
2015-11-19,2272
2015-11-20,2272
2015-11-21,2272
2015-11-22,2343
2015-11-23,2343
2015-11-24,2343
2015-11-25,2368
2015-11-26,2368
2015-11-27,2368
2015-11-28,2376
2015-11-29,2376
2015-11-30,2469
2015-12-01,2469
2015-12-02,2469
2015-12-03,2567
2015-12-04,2567
2015-12-05,2567
2015-12-06,2676
2015-12-07,2676
2015-12-08,2676
2015-12-09,2741
2015-12-10,2741
2015-12-11,2773
2015-12-12,2773
2015-12-13,2912
2015-12-14,2912
2015-12-15,3058
2015-12-16,3058
2015-12-17,3058
2015-12-18,3085
2015-12-19,3085
2015-12-20,3027
2015-12-21,3027
2015-12-22,2943
2015-12-23,2943
2015-12-24,2895
2015-12-25,2895
2015-12-26,2895
2015-12-27,2864
2015-12-28,2864
2015-12-29,2861
2015-12-30,2861
2015-12-31,2903
2016-01-01,2903
2016-01-02,2932
2016-01-03,2932
2016-01-04,2868
2016-01-05,2868
2016-01-06,2743
2016-01-07,2743
2016-01-08,2621
2016-01-09,2621
2016-01-10,2576
2016-01-11,2576
2016-01-12,2541
2016-01-13,2541
2016-01-14,2583
2016-01-15,2583
2016-01-16,2505
2016-01-17,2505
2016-01-18,2514
2016-01-19,2514
2016-01-20,2545
2016-01-21,2545
2016-01-22,2663
2016-01-23,2663
2016-01-24,2797
2016-01-25,2928
2016-01-26,2928
2016-01-27,2969
2016-01-28,2969
2016-01-29,2828
2016-01-30,2828
2016-01-31,2686
2016-02-01,2555
2016-02-02,2555
2016-02-03,2492
2016-02-04,2492
2016-02-05,2408
2016-02-06,2411
2016-02-07,2411
2016-02-08,2293
2016-02-09,2293
2016-02-10,2308
2016-02-11,2308
2016-02-12,2308
2016-02-13,2407
2016-02-14,2407
2016-02-15,2528
2016-02-16,2528
2016-02-17,2655
2016-02-18,2655
2016-02-19,2788
2016-02-20,2788
2016-02-21,2928
2016-02-22,2928
2016-02-23,3066
2016-02-24,3066
2016-02-25,2995
2016-02-26,2995
2016-02-27,2888
2016-02-28,2888
2016-02-29,2791
2016-03-01,2791
2016-03-02,2734
2016-03-03,2734
2016-03-04,2705
2016-03-05,2705
2016-03-06,2791
2016-03-07,2791
2016-03-08,2851
2016-03-09,2851
2016-03-10,2853
2016-03-11,2853
2016-03-12,2882
2016-03-13,2882
2016-03-14,2921
2016-03-15,2921
2016-03-16,2948
2016-03-17,2948
2016-03-18,2948
2016-03-19,2948
2016-03-20,2964
2016-03-21,2964
2016-03-22,2955
2016-03-23,2955
2016-03-24,2982
2016-03-25,2982
2016-03-26,2966
2016-03-27,2966
2016-03-28,2914
2016-03-29,2914
2016-03-30,2861
2016-03-31,2861
2016-04-01,2759
2016-04-02,2759
2016-04-03,2755
2016-04-04,2755
2016-04-05,2778
2016-04-06,2778
2016-04-07,2782
2016-04-08,2782
2016-04-09,2864
2016-04-10,2864
2016-04-11,3008
2016-04-12,3008
2016-04-13,3125
2016-04-14,3125
2016-04-15,2994
2016-04-16,2994
2016-04-17,2884
2016-04-18,2971
2016-04-19,2971
2016-04-20,3103
2016-04-21,3103
2016-04-22,3004
2016-04-23,3004
2016-04-24,2921
2016-04-25,2791
2016-04-26,2791
2016-04-27,2741
2016-04-28,2741
2016-04-29,2776
2016-04-30,2776
2016-05-01,2719
2016-05-02,2719
2016-05-03,2846
2016-05-04,2846
2016-05-05,2780
2016-05-06,2780
2016-05-07,2694
2016-05-08,2694
2016-05-09,2626
2016-05-10,2695
2016-05-11,2695
2016-05-12,2757
2016-05-13,2848
2016-05-14,2848
2016-05-15,2796
2016-05-16,2796
2016-05-17,2782
2016-05-18,2782
2016-05-19,2825
2016-05-22,2877
2016-05-23,3020
2016-05-24,3020
2016-05-25,3152
2016-05-26,3152
2016-05-27,3250
2016-05-28,3250
2016-05-29,3368
2016-05-30,3368
2016-05-31,3527
2016-06-01,3703
2016-06-02,3703
2016-06-03,3860
2016-06-04,4048
2016-06-05,4048
2016-06-06,4154
2016-06-07,4154
2016-06-08,3946
2016-06-09,3760
2016-06-10,3585
2016-06-11,3585
2016-06-12,3405
2016-06-13,3405
2016-06-14,3243
2016-06-15,3243
2016-06-16,3080
2016-06-17,2939
2016-06-18,2939
2016-06-19,2836
2016-06-20,2836
2016-06-21,2737
2016-06-22,2632
2016-06-23,2549
2016-06-24,2549
2016-06-25,2438
2016-06-26,2438
2016-06-27,2431
2016-06-28,2370
2016-06-29,2370
2016-06-30,2278
2016-07-01,2164
2016-07-02,2164
2016-07-03,2122
2016-07-04,2107
2016-07-05,2107
2016-07-06,2020
2016-07-07,2020
2016-07-08,1988
2016-07-09,1988
2016-07-10,1970
2016-07-11,1970
2016-07-12,2003
2016-07-13,2003
2016-07-14,2089
2016-07-15,2089
2016-07-16,2166
2016-07-17,2166
2016-07-18,2243
2016-07-23,2305
2016-07-24,2320
2016-07-25,2320
2016-07-26,2408
2016-07-27,2408
2016-07-28,2479
2016-07-29,2479
2016-07-30,2581
2016-07-31,2581
2016-08-01,2581
2016-08-02,2679
2016-08-03,2679
2016-08-04,2703
2016-08-05,2703
2016-08-06,2725
2016-08-07,2725
2016-08-08,2718
2016-08-09,2718
2016-08-10,2850
2016-08-11,2850
2016-08-12,2984
2016-08-13,2984
2016-08-14,3122
2016-08-15,3122
2016-08-16,3097
2016-08-17,3097
2016-08-18,3035
2016-08-19,3035
2016-08-20,2959
2016-08-21,2959
2016-08-22,2883
2016-08-23,2883
2016-08-24,2816
2016-08-25,2816
2016-08-26,2816
2016-08-28,2698
2016-08-31,2680
2016-09-01,2640
2016-09-02,2640
2016-09-03,2640
2016-09-04,2546
2016-09-05,2546
2016-09-06,2450
2016-09-07,2450
2016-09-08,2450
2016-09-09,2445
2016-09-10,2445
2016-09-11,2518
2016-09-12,2518
2016-09-13,2530
2016-09-14,2530
2016-09-15,2521
2016-09-16,2521
2016-09-17,2499
2016-09-18,2499
2016-09-19,2482
2016-09-20,2482
2016-09-21,2482
2016-09-22,2402
2016-09-23,2402
2016-09-24,2402
2016-09-25,2419
2016-09-26,2419
2016-09-27,2420
2016-09-28,2420
2016-09-29,2412
2016-09-30,2412
2016-10-01,2434
2016-10-02,2434
2016-10-03,2434
2016-10-04,2407
2016-10-05,2407
2016-10-06,2381
2016-10-07,2381
2016-10-08,2345
2016-10-09,2345
2016-10-10,2345
2016-10-11,2297
2016-10-12,2297
2016-10-13,2315
2016-10-14,2315
2016-10-15,2204
2016-10-16,2204
2016-10-17,2096
2016-10-18,2096
2016-10-19,2061
2016-10-20,2061
2016-10-21,2047
2016-10-22,2047
2016-10-23,2057
2016-10-24,2057
2016-10-25,2081
2016-10-26,2081
2016-10-27,2062
2016-10-28,2062
2016-10-29,2068
2016-10-30,2068
2016-10-31,2058
2016-11-01,2058
2016-11-02,2073
2016-11-03,2073
2016-11-04,2078
2016-11-05,2078
2016-11-06,2053
2016-11-07,2053
2016-11-08,2026
2016-11-09,2026
2016-11-10,2017
2016-11-11,2017
2016-11-12,2009
2016-11-13,2009
2016-11-14,1951
2016-11-15,1951
2016-12-07,1317
2016-12-08,1251
2016-12-09,1251
2016-12-10,1189
2016-12-11,1189
2016-12-12,1156
2016-12-13,1156
2016-12-14,1118
2016-12-15,1118
2016-12-16,1068
2016-12-17,1014
2016-12-18,1014
2016-12-19,1001
2016-12-20,1001
2016-12-21,977
2016-12-22,977
2016-12-23,1022
2016-12-24,1022
2016-12-25,1074
2016-12-26,1074
2016-12-27,1128
2016-12-28,1128
2016-12-29,1185
2016-12-30,1185
2016-12-31,1245
2017-01-01,1245
2017-01-02,1307
2017-01-03,1307
2017-01-04,1337
2017-01-05,1337
2017-01-06,1401
2017-01-07,1460
2017-01-08,1460
2017-01-09,1519
2017-01-10,1519
2017-01-11,1552
2017-01-12,1601
2017-01-13,1601
2017-01-14,1672
2017-01-15,1740
2017-01-16,1740
2017-01-17,1741
2017-01-18,1741
2017-01-19,1760
2017-01-20,1760
2017-01-21,1845
2017-01-22,1845
2017-01-23,1938
2017-01-27,2019
2017-01-28,2014
2017-01-29,2014
2017-01-30,1954
2017-01-31,1954
2017-02-01,1863
2017-02-02,1863
2017-02-03,1952
2017-02-04,2032
2017-02-05,2032
2017-02-06,2104
2017-02-07,2104
2017-02-08,2201
2017-02-09,2201
2017-02-10,2310
2017-02-11,2422
2017-02-12,2422
2017-02-13,2339
2017-02-14,2248
2017-02-15,2248
2017-02-16,2168
2017-02-18,2079
2017-02-19,1975
2017-02-20,1975
2017-02-21,1889
2017-02-22,1889
2017-02-23,1882
2017-02-24,1882
2017-02-25,1876
2017-02-26,1876
2017-02-27,1871
2017-02-28,1936
2017-03-01,1936
2017-03-02,2033
2017-03-03,2033
2017-03-04,2135
2017-03-05,2135
2017-03-06,2242
2017-03-07,2242
2017-03-08,2283
2017-03-09,2283
2017-03-10,2237
2017-03-11,2237
2017-03-12,2132
2017-03-13,2084
2017-03-14,2084
2017-03-15,2036
2017-03-16,2036
2017-03-17,1965
2017-03-18,1965
2017-03-19,2047
2017-03-20,2149
2017-03-21,2149
2017-03-22,2257
2017-03-23,2257
2017-03-24,2359
2017-03-25,2359
2017-03-26,2381
2017-03-27,2381
2017-03-28,2345
2017-03-29,2334
2017-03-30,2334
2017-03-31,2319
2017-04-01,2319
2017-04-02,2388
2017-04-03,2350
2017-04-04,2350
2017-04-12,2010
2017-04-13,2004
2017-04-14,2004
2017-04-15,2105
2017-04-16,2211
2017-04-17,2283
2017-04-18,2283
2017-04-19,2398
2017-04-20,2398
2017-04-21,2518
2017-04-22,2518
2017-04-23,2644
2017-04-24,2644
2017-04-25,2777
2017-04-26,2777
2017-04-27,2916
2017-04-28,2916
2017-04-29,3059
2017-04-30,3059
2017-05-01,3210
2017-05-02,3210
2017-05-03,3371
2017-05-04,3540
2017-05-05,3540
2017-05-06,3667
2017-05-07,3667
2017-05-08,3756
2017-05-09,3738
2017-05-10,3738
2017-05-11,3681
2017-05-12,3681
2017-05-13,3683
2017-05-14,3683
2017-05-15,3576
2017-05-16,3418
2017-05-17,3418
2017-05-18,3370
2017-05-19,3370
2017-05-20,3307
2017-05-21,3307
2017-05-22,3293
2017-05-23,3293
2017-05-24,3233
2017-05-25,3233
2017-05-26,3128
2017-05-27,3128
2017-05-28,3141
2017-05-29,3141
2017-05-30,3220
2017-05-31,3220
2017-06-01,3325
2017-06-02,3325
2017-06-03,3239
2017-06-04,3126
2017-06-05,3126
2017-06-06,3050
2017-06-07,3050
2017-06-08,3164
2017-06-09,3164
2017-06-10,3212
2017-06-11,3062
2017-06-12,3062
2017-06-13,3038
2017-06-14,3038
2017-06-15,3116
2017-06-16,3116
2017-06-17,3048
2017-06-18,3048
2017-06-19,3108
2017-06-20,3169
2017-06-21,3169
2017-06-22,3139
2017-06-23,3139
2017-06-24,3270
2017-06-25,3270
2017-06-26,3393
2017-06-27,3543
2017-06-28,3543
2017-06-29,3721
2017-06-30,3721
2017-07-01,3747
2017-07-02,3747
2017-07-03,3559
2017-07-04,3559
2017-07-05,3436
2017-07-06,3436
2017-07-07,3345
2017-07-08,3345
2017-07-13,3245
2017-07-14,3100
2017-07-15,3100
2017-07-16,3021
2017-07-17,3021
2017-07-18,3130
2017-07-19,3130
2017-07-20,3205
2017-07-21,3205
2017-07-22,3261
2017-07-23,3261
2017-07-24,3143
2017-07-25,3143
2017-07-26,3057
2017-07-27,3057
2017-07-28,2959
2017-07-29,2959
2017-07-30,2996
2017-07-31,2996
2017-08-01,2987
2017-08-02,3134
2017-08-03,3134
2017-08-04,3229
2017-08-05,3325
2017-08-06,3325
2017-08-09,3273
2017-08-10,3273
2017-08-11,3374
2017-08-12,3374
2017-08-13,3468
2017-08-14,3468
2017-08-15,3466
2017-08-16,3466
2017-08-17,3492
2017-08-18,3492
2017-08-19,3558
2017-08-20,3685
2017-08-21,3685
2017-08-22,3624
2017-08-23,3624
2017-08-24,3621
2017-08-25,3621
2017-08-26,3528
2017-08-27,3528
2017-08-28,3549
2017-08-29,3549
2017-08-30,3627
2017-08-31,3627
2017-09-01,3809
2017-09-03,4000
2017-09-04,4184
2017-09-05,4365
2017-09-06,4365
2017-09-07,4328
2017-09-08,4328
2017-09-09,4111
2017-09-10,3930
2017-09-11,3741
2017-09-12,3741
2017-09-13,3553
2017-09-14,3392
2017-09-15,3392
2017-09-16,3230
2017-09-17,3068
2017-09-18,2929
2017-09-19,2929
2017-09-20,2782
2017-09-21,2782
2017-09-22,2642
2017-09-23,2642
2017-09-24,2509
2017-09-25,2509
2017-09-26,2383
2017-09-27,2383
2017-09-28,2263
2017-09-29,2155
2017-09-30,2155
2017-10-01,2047
2017-10-02,1964
2017-10-03,1964
2017-10-04,1870
2017-10-05,1791
2017-10-06,1705
2017-10-07,1632
2017-10-08,1632
2017-10-09,1550
2017-10-10,1478
2017-10-11,1478
2017-10-12,1404
2017-10-13,1338
2017-10-14,1277
2017-10-15,1277
2017-10-16,1213
2017-10-17,1213
2017-10-18,1152
2017-10-19,1152
2017-10-20,1094
2017-10-21,1040
2017-10-22,993
2017-10-23,950
2017-10-24,950
2017-10-25,902
2017-10-26,902
2017-10-27,856
2017-10-28,856
2017-10-29,819
2017-10-30,819
2017-10-31,789
2017-11-01,789
2017-11-02,753
2017-11-03,753
2017-11-04,740
2017-11-05,740
2017-11-06,736
2017-11-07,736
2017-11-08,729
2017-11-09,729
2017-11-10,702
2017-11-11,702
2017-11-12,684
2017-11-13,684
2017-11-14,676
2017-11-15,676
2017-11-16,653
2017-11-17,653
2017-11-18,640
2017-11-19,640
2017-11-20,628
2017-11-21,628
2017-11-22,609
2017-11-23,609
2017-11-24,592
2017-11-25,577
2017-11-26,577
2017-11-27,571
2017-11-28,571
2017-11-29,582
2017-11-30,582
2017-12-01,584
2017-12-02,584
2017-12-03,578
2017-12-04,578
2017-12-05,557
2017-12-06,557
2017-12-07,564
2017-12-08,564
2017-12-09,593
2017-12-10,593
2017-12-11,613
2017-12-12,613
2017-12-13,643
2017-12-14,643
2017-12-15,663
2017-12-16,663
2017-12-17,676
2017-12-18,705
2017-12-19,705
2017-12-20,720
2017-12-21,720
2017-12-22,684
2017-12-23,684
2017-12-24,649
2017-12-25,649
2017-12-26,655
2017-12-27,655
2017-12-28,674
2017-12-29,674
2017-12-30,708
2017-12-31,708
2018-01-01,730
2018-01-02,730
2018-01-03,742
2018-01-04,742
2018-01-05,776
2018-01-06,815
2018-01-07,815
2018-01-08,850
2018-01-09,850
2018-01-10,874
2018-01-11,874
2018-01-12,894
2018-01-13,894
2018-01-14,895
2018-01-15,895
2018-01-16,925
2018-01-17,961
2018-01-18,961
2018-01-19,996
2018-01-20,1027
2018-01-21,1027
2018-01-22,1011
2018-01-23,1029
2018-01-25,1067
2018-01-26,1103
2018-01-27,1157
2018-01-28,1203
2018-01-29,1263
2018-01-30,1313
2018-01-31,1378
2018-02-01,1378
2018-02-02,1374
2018-02-03,1379
2018-02-04,1356
2018-02-05,1350
2018-02-06,1335
2018-02-07,1324
2018-02-08,1324
2018-02-09,1351
2018-02-10,1351
2018-02-11,1377
2018-02-12,1394
2018-02-13,1387
2018-02-14,1392
2018-02-15,1406
2018-02-16,1438
2018-02-17,1408
2018-02-18,1387
2018-02-19,1380
2018-02-20,1369
2018-02-21,1327
2018-02-22,1327
2018-02-23,1318
2018-02-24,1318
2018-02-25,1308
2018-02-26,1303
2018-02-27,1296
2018-02-28,1296
2018-03-01,1250
2018-03-02,1208
2018-03-03,1173
2018-03-04,1173
2018-03-05,1160
2018-03-06,1170
2018-03-07,1218
2018-03-09,1220
2018-03-10,1198
2018-03-11,1212
2018-03-12,1249
2018-03-13,1296
2018-03-14,1357
2018-03-15,1357
2018-03-16,1416
2018-03-17,1470
2018-03-18,1538
2018-03-20,1587
2018-03-21,1640
2018-03-23,1717
2018-03-24,1785
2018-03-25,1875
2018-03-26,1969
2018-03-27,1953
2018-03-28,1953
2018-03-29,1863
2018-03-30,1809
2018-03-31,1809
2018-04-01,1736
2018-04-02,1649
2018-04-03,1566
2018-04-04,1487
2018-04-05,1487
2018-04-06,1412
2018-04-07,1412
2018-04-08,1343
2018-04-09,1275
2018-04-10,1214
2018-04-11,1177
2018-04-12,1158
2018-04-13,1158
2018-04-14,1159
2018-04-15,1118
2018-04-16,1118
2018-04-17,1116
2018-04-18,1116
2018-04-19,1100
2018-04-20,1084
2018-04-21,1074
2018-04-22,1074
2018-04-23,1036
2018-04-24,994
2018-04-25,976
2018-04-26,976
2018-04-27,997
2018-04-28,991
2018-04-29,976
2018-04-30,967
2018-05-01,981
2018-05-03,996
2018-05-04,996
2018-05-05,951
2018-05-07,903
2018-05-08,863
2018-05-09,819
2018-05-10,778
2018-05-11,746
2018-05-12,722
2018-05-13,722
2018-05-14,710
2018-05-15,710
2018-05-16,705
2018-05-17,673
2018-05-18,639
2018-05-19,607
2018-05-20,607
2018-05-21,590
2018-05-22,590
2018-05-23,598
2018-05-24,598
2018-05-25,599
2018-05-26,595
2018-05-27,595
2018-05-28,573
2018-05-29,548
2018-05-30,548
2018-05-31,539
2018-06-01,545
2018-06-02,550
2018-06-03,550
2018-06-04,524
2018-06-05,497
2018-06-06,492
2018-06-07,492
2018-06-08,498
2018-06-09,498
2018-06-10,519
2018-06-11,519
2018-06-12,541
2018-06-13,566
2018-06-14,594
2018-06-15,594
2018-06-16,613
2018-06-17,644
2018-06-18,677
2018-06-19,711
2018-06-20,711
2018-06-21,747
2018-06-22,785
2018-06-23,785
2018-06-24,814
2018-06-25,847
2018-06-26,887
2018-06-27,915
2018-06-28,948
2018-06-29,983
2018-06-30,992
2018-07-01,1022
2018-07-02,1022
2018-07-03,1021
2018-07-04,983
2018-07-05,983
2018-07-06,952
2018-07-07,946
2018-07-08,930
2018-07-09,935
2018-07-10,914
2018-07-11,892
2018-07-12,918
2018-07-13,888
2018-07-14,874
2018-07-15,874
2018-07-16,899
2018-07-17,914
2018-07-18,915
2018-07-19,933
2018-07-20,967
2018-07-21,1015
2018-07-22,1051
2018-07-23,1101
2018-07-24,1157
2018-07-25,1195
2018-07-26,1234
2018-07-27,1228
2018-07-28,1174
2018-07-29,1233
2018-07-30,1282
2018-07-31,1331
2018-08-01,1331
2018-08-02,1335
2018-08-03,1312
2018-08-04,1315
2018-08-05,1326
2018-08-06,1312
2018-08-07,1334
2018-08-08,1345
2018-08-09,1345
2018-08-10,1340
2018-08-11,1289
2018-08-12,1266
2018-08-14,1223
2018-08-16,1134
2018-08-17,1127
2018-08-18,1127
2018-08-19,1181
2018-08-20,1241
2018-08-21,1241
2018-08-22,1277
2018-08-23,1275
2018-08-24,1324
2018-08-25,1374
2018-08-26,1406
2018-08-27,1441
2018-08-28,1469
2018-08-29,1505
2018-08-30,1580
2018-08-31,1643
2018-09-01,1683
2018-09-02,1674
2018-09-03,1682
2018-09-04,1680
2018-09-05,1668
2018-09-06,1668
2018-09-07,1607
2018-09-08,1587
2018-09-09,1587
2018-09-10,1593
2018-09-11,1593
2018-09-12,1588
2018-09-13,1573
2018-09-14,1567
2018-09-15,1622
2018-09-16,1622
2018-09-17,1604
2018-09-18,1615
2018-09-19,1644
2018-09-20,1607
2018-09-21,1548
2018-09-22,1586
2018-09-23,1565
2018-09-24,1579
2018-09-25,1579
2018-09-26,1565
2018-09-27,1549
2018-09-28,1554
2018-09-29,1599
2018-09-30,1645
2018-10-01,1640
2018-10-02,1616
2018-10-03,1583
2018-10-04,1583
2018-10-05,1537
2018-10-06,1506
2018-10-07,1506
2018-10-08,1475
2018-10-09,1433
2018-10-10,1410
2018-10-11,1409
2018-10-12,1479
2018-10-13,1553
2018-10-14,1613
2018-10-15,1656
2018-10-16,1663
2018-10-17,1664
2018-10-18,1597
2018-10-19,1585
2018-10-20,1585
2018-10-21,1571
2018-10-22,1553
2018-10-23,1538
2018-10-24,1503
2018-10-25,1483
2018-10-26,1538
2018-10-27,1580
2018-10-28,1623
2018-10-29,1623
2018-10-30,1701
2018-10-31,1737
2018-11-01,1751
2018-11-03,1669
2018-11-04,1678
2018-11-05,1717
2018-11-06,1754
2018-11-07,1791
2018-11-08,1791
2018-11-09,1793
2018-11-10,1797
2018-11-11,1871
2018-11-12,1955
2018-11-13,2053
2018-11-14,2156
2018-11-15,2208
2018-11-16,2227
2018-11-17,2247
2018-11-18,2216
2018-11-19,2252
2018-11-20,2242
2018-11-21,2236
2018-11-22,2163
2018-11-23,2054
2018-11-24,1960
2018-11-25,1889
2018-11-26,1794
2018-11-27,1781
2018-11-28,1731
2018-11-29,1681
2018-12-01,1710
2018-12-02,1753
2018-12-03,1820
2018-12-04,1836
2018-12-05,1879
2018-12-07,1850
2018-12-09,1762
2018-12-10,1681
2018-12-11,1596
2018-12-12,1523
2018-12-13,1456
2018-12-14,1383
2018-12-15,1313
2018-12-16,1272
2018-12-17,1221
2018-12-18,1243
2018-12-19,1302
2018-12-20,1368
2018-12-21,1434
2018-12-22,1500
2018-12-23,1497
2018-12-24,1527
2018-12-25,1582
2018-12-26,1563
2018-12-27,1554
2018-12-28,1551
2018-12-29,1536
2018-12-30,1529
2018-12-31,1497
2019-01-01,1450
2019-01-02,1475
2019-01-03,1545
2019-01-04,1497
2019-01-05,1481
2019-01-06,1556
2019-01-08,1716
2019-01-10,1852
2019-01-11,1870
2019-01-12,1857
2019-01-13,1838
2019-01-14,1800
2019-01-15,1794
2019-01-16,1732
2019-01-17,1689
2019-01-18,1635
2019-01-19,1560
2019-01-20,1486
2019-01-21,1451
2019-01-22,1447
2019-01-23,1438
2019-01-24,1469
2019-01-25,1442
2019-01-26,1478
2019-01-27,1511
2019-01-28,1520
2019-01-29,1583
2019-01-30,1616
2019-01-31,1652
2019-02-01,1714
2019-02-02,1720
2019-02-03,1643
2019-02-04,1631
2019-02-05,1592
2019-02-06,1559
2019-02-07,1531
2019-02-08,1484
2019-02-09,1486
2019-02-10,1440
2019-02-11,1411
2019-02-12,1412
2019-02-13,1359
2019-02-14,1330
2019-02-15,1266
2019-02-16,1252
2019-02-17,1257
2019-02-18,1276
2019-02-19,1285
2019-02-20,1350
2019-02-21,1412
2019-02-22,1474
2019-02-23,1459
2019-02-24,1427
2019-02-25,1386
2019-02-26,1373
2019-02-27,1334
2019-02-28,1301
2019-03-01,1278
2019-03-02,1263
2019-03-03,1238
2019-03-04,1222
2019-03-05,1227
2019-03-06,1255
2019-03-07,1282
2019-03-08,1282
2019-03-09,1340
2019-03-10,1407
2019-03-11,1478
2019-03-12,1540
2019-03-13,1617
2019-03-14,1695
2019-03-15,1733
2019-03-16,1747
2019-03-17,1737
2019-03-18,1722
2019-03-19,1716
2019-03-20,1790
2019-03-21,1876
2019-03-22,1877
2019-03-23,1971
2019-03-24,2069
2019-03-25,2094
2019-03-26,2116
2019-03-27,2116
2019-03-28,2094
2019-03-29,2089
2019-03-30,2089
2019-03-31,2105
2019-04-01,2133
2019-04-02,2149
2019-04-03,2106
2019-04-04,2130
2019-04-05,2144
2019-04-06,2064
2019-04-07,1974
2019-04-08,1875
2019-04-09,1812
2019-04-10,1746
2019-04-11,1686
2019-04-12,1657
2019-04-13,1621
2019-04-14,1586
2019-04-15,1508
2019-04-16,1458
