date_obj,Black%20dragon%20mask price
2016-04-13,10598
2016-04-14,10421
2016-04-15,10294
2016-04-16,10302
2016-04-17,10161
2016-04-18,10038
2016-04-19,9792
2016-04-20,9844
2016-04-21,9864
2016-04-22,9864
2016-04-23,9840
2016-04-24,9662
2016-04-25,9571
2016-04-26,9432
2016-04-27,9502
2016-04-28,9769
2016-04-29,10169
2016-04-30,10539
2016-05-01,10588
2016-05-02,10702
2016-05-03,10613
2016-05-04,10761
2016-05-05,11068
2016-05-06,11068
2016-05-07,11075
2016-05-08,10942
2016-05-09,11151
2016-05-10,11271
2016-05-11,11259
2016-05-12,11414
2016-05-13,11324
2016-05-14,11451
2016-05-15,11524
2016-05-16,11794
2016-05-17,12054
2016-05-18,12260
2016-05-19,12352
2016-05-22,12980
2016-05-23,13392
2016-05-24,13628
2016-05-25,13529
2016-05-26,13607
2016-05-27,13129
2016-05-28,13129
2016-05-29,12629
2016-05-30,12930
2016-05-31,13128
2016-06-01,13216
2016-06-02,13336
2016-06-03,13347
2016-06-04,13122
2016-06-05,12836
2016-06-06,12479
2016-06-07,12479
2016-06-08,12441
2016-06-09,12512
2016-06-10,12392
2016-06-11,12110
2016-06-12,11953
2016-06-13,11902
2016-06-14,11686
2016-06-15,11648
2016-06-16,11368
2016-06-17,11342
2016-06-18,11371
2016-06-19,11407
2016-06-20,11546
2016-06-21,11555
2016-06-22,11095
2016-06-23,10825
2016-06-24,10851
2016-06-25,10553
2016-06-26,10553
2016-06-27,10423
2016-06-28,10175
2016-06-29,9958
2016-06-30,9729
2016-07-01,9626
2016-07-02,9607
2016-07-03,9504
2016-07-04,9327
2016-07-05,9376
2016-07-06,9639
2016-07-07,9956
2016-07-08,10291
2016-07-09,10504
2016-07-10,10749
2016-07-11,11201
2016-07-12,11601
2016-07-13,12046
2016-07-14,12642
2016-07-15,13051
2016-07-16,13700
2016-07-17,14385
2016-07-18,15105
2016-07-23,19188
2016-07-24,20038
2016-07-25,21002
2016-07-26,21683
2016-07-27,22755
2016-07-28,23706
2016-07-29,24807
2016-07-30,25208
2016-07-31,25206
2016-08-01,25749
2016-08-02,26091
2016-08-03,26370
2016-08-04,25359
2016-08-05,25618
2016-08-06,25246
2016-08-07,25502
2016-08-08,24932
2016-08-09,24832
2016-08-10,24389
2016-08-11,24109
2016-08-12,23652
2016-08-13,22760
2016-08-14,22689
2016-08-15,22454
2016-08-16,22227
2016-08-17,21987
2016-08-18,21673
2016-08-19,21761
2016-08-20,21343
2016-08-21,21199
2016-08-22,21088
2016-08-23,21151
2016-08-24,20703
2016-08-25,20281
2016-08-26,20281
2016-08-28,19507
2016-08-31,18677
2016-09-01,18730
2016-09-02,18730
2016-09-03,18511
2016-09-04,18366
2016-09-05,18220
2016-09-06,17941
2016-09-07,17272
2016-09-08,17272
2016-09-09,17217
2016-09-10,17250
2016-09-11,17250
2016-09-12,16807
2016-09-13,15966
2016-09-14,15186
2016-09-15,14538
2016-09-16,14538
2016-09-17,14161
2016-09-18,14147
2016-09-19,13534
2016-09-20,13301
2016-09-21,12779
2016-09-22,12773
2016-09-23,12438
2016-09-24,12438
2016-09-25,12329
2016-09-26,12329
2016-09-27,12267
2016-09-28,11884
2016-09-29,11884
2016-09-30,11640
2016-10-01,11566
2016-10-02,11566
2016-10-03,11244
2016-10-04,10730
2016-10-05,10460
2016-10-06,10434
2016-10-07,10349
2016-10-08,10265
2016-10-09,10265
2016-10-10,10183
2016-10-11,10101
2016-10-12,9880
2016-10-13,9715
2016-10-14,9752
2016-10-15,9792
2016-10-16,9517
2016-10-17,9555
2016-10-18,9555
2016-10-19,9936
2016-10-20,10427
2016-10-21,10892
2016-10-22,10892
2016-10-23,11181
2016-10-24,11719
2016-10-25,11719
2016-10-26,12089
2016-10-27,11616
2016-10-28,11050
2016-10-29,10603
2016-10-30,10714
2016-10-31,10934
2016-11-01,10876
2016-11-02,10934
2016-11-03,10957
2016-11-04,11145
2016-11-05,11145
2016-11-06,11433
2016-11-07,11570
2016-11-08,11941
2016-11-09,12187
2016-11-10,12220
2016-11-11,12316
2016-11-12,12543
2016-11-13,12543
2016-11-14,13050
2016-11-15,13578
2016-12-07,14032
2016-12-08,14010
2016-12-09,13953
2016-12-10,13953
2016-12-11,13910
2016-12-12,13915
2016-12-13,13812
2016-12-14,13299
2016-12-15,13299
2016-12-16,13061
2016-12-17,12737
2016-12-18,12573
2016-12-19,12266
2016-12-20,12158
2016-12-21,12494
2016-12-22,12494
2016-12-23,12565
2016-12-24,12589
2016-12-25,12649
2016-12-26,12569
2016-12-27,12617
2016-12-28,12287
2016-12-29,12190
2016-12-30,12083
2016-12-31,12102
2017-01-01,12071
2017-01-02,11986
2017-01-03,11617
2017-01-04,11444
2017-01-05,11225
2017-01-06,11104
2017-01-07,10906
2017-01-08,10998
2017-01-09,11338
2017-01-10,11654
2017-01-11,11774
2017-01-12,11946
2017-01-13,12221
2017-01-14,12463
2017-01-15,12599
2017-01-16,12817
2017-01-17,12925
2017-01-18,12914
2017-01-19,12968
2017-01-20,13136
2017-01-21,13533
2017-01-22,13671
2017-01-23,13915
2017-01-27,13958
2017-01-28,13977
2017-01-29,13945
2017-01-30,13792
2017-01-31,13564
2017-02-01,13355
2017-02-02,13158
2017-02-03,12653
2017-02-04,12355
2017-02-05,12081
2017-02-06,12152
2017-02-07,12091
2017-02-08,11712
2017-02-09,11585
2017-02-10,11357
2017-02-11,11169
2017-02-12,11251
2017-02-13,11348
2017-02-14,11145
2017-02-15,11006
2017-02-16,10816
2017-02-18,10655
2017-02-19,10546
2017-02-20,10599
2017-02-21,10176
2017-02-22,9999
2017-02-23,9724
2017-02-24,9677
2017-02-25,9674
2017-02-26,9547
2017-02-27,9407
2017-02-28,9520
2017-03-01,9672
2017-03-02,9761
2017-03-03,10004
2017-03-04,10196
2017-03-05,10405
2017-03-06,10571
2017-03-07,10464
2017-03-08,10387
2017-03-09,10550
2017-03-10,10350
2017-03-11,10331
2017-03-12,10141
2017-03-13,10106
2017-03-14,10204
2017-03-15,10450
2017-03-16,10785
2017-03-17,11020
2017-03-18,10916
2017-03-19,10883
2017-03-20,10948
2017-03-21,11175
2017-03-22,11316
2017-03-23,11434
2017-03-24,11384
2017-03-25,11384
2017-03-26,11346
2017-03-27,11575
2017-03-28,11657
2017-03-29,11546
2017-03-30,11292
2017-03-31,11114
2017-04-01,11247
2017-04-02,11284
2017-04-03,11298
2017-04-04,11217
2017-04-12,11179
2017-04-13,11189
2017-04-14,11116
2017-04-15,11069
2017-04-16,11123
2017-04-17,10981
2017-04-18,11203
2017-04-19,11467
2017-04-20,11452
2017-04-21,11367
2017-04-22,11519
2017-04-23,11622
2017-04-24,11755
2017-04-25,11821
2017-04-26,11821
2017-04-27,11625
2017-04-28,11360
2017-04-29,11332
2017-04-30,11236
2017-05-01,11223
2017-05-02,11095
2017-05-03,10876
2017-05-04,10764
2017-05-05,10857
2017-05-06,10853
2017-05-07,10898
2017-05-08,11032
2017-05-09,10891
2017-05-10,10862
2017-05-11,10542
2017-05-12,10373
2017-05-13,10437
2017-05-14,10666
2017-05-15,10619
2017-05-16,10496
2017-05-17,10477
2017-05-18,10574
2017-05-19,10520
2017-05-20,10408
2017-05-21,10408
2017-05-22,10275
2017-05-23,10281
2017-05-24,10105
2017-05-25,10089
2017-05-26,10044
2017-05-27,10058
2017-05-28,9947
2017-05-29,9717
2017-05-30,9731
2017-05-31,9746
2017-06-01,9672
2017-06-02,9658
2017-06-03,9769
2017-06-04,9700
2017-06-05,9645
2017-06-06,9692
2017-06-07,9778
2017-06-08,9698
2017-06-09,9545
2017-06-10,9391
2017-06-11,9195
2017-06-12,9024
2017-06-13,8912
2017-06-14,8922
2017-06-15,8973
2017-06-16,8908
2017-06-17,8920
2017-06-18,8777
2017-06-19,8777
2017-06-20,8805
2017-06-21,8876
2017-06-22,9291
2017-06-23,9308
2017-06-24,9631
2017-06-25,9847
2017-06-26,9933
2017-06-27,9996
2017-06-29,10314
2017-06-30,10406
2017-07-01,10491
2017-07-02,10548
2017-07-03,10758
2017-07-04,10767
2017-07-05,10767
2017-07-06,10983
2017-07-07,10983
2017-07-08,11175
2017-07-13,11631
2017-07-14,11766
2017-07-15,12241
2017-07-16,12608
2017-07-17,12874
2017-07-18,13484
2017-07-19,14159
2017-07-20,14594
2017-07-21,15118
2017-07-22,15551
2017-07-23,16131
2017-07-24,16878
2017-07-25,17562
2017-07-26,18052
2017-07-27,18367
2017-07-28,18622
2017-07-29,18282
2017-07-30,18331
2017-07-31,18331
2017-08-01,18384
2017-08-02,18664
2017-08-03,18386
2017-08-04,18185
2017-08-05,18047
2017-08-06,17901
2017-08-07,17511
2017-08-08,17445
2017-08-09,17558
2017-08-10,17787
2017-08-11,18190
2017-08-12,18084
2017-08-13,18065
2017-08-14,18050
2017-08-15,18022
2017-08-16,17757
2017-08-17,17737
2017-08-18,17757
2017-08-19,17146
2017-08-20,16533
2017-08-21,15837
2017-08-22,15233
2017-08-23,14664
2017-08-24,14272
2017-08-25,13878
2017-08-26,13765
2017-08-27,13608
2017-08-28,13302
2017-08-29,12878
2017-08-30,12596
2017-08-31,12301
2017-09-01,12279
2017-09-02,12176
2017-09-03,12017
2017-09-04,12027
2017-09-05,11900
2017-09-06,11766
2017-09-07,11888
2017-09-08,11882
2017-09-09,11931
2017-09-10,12160
2017-09-11,12212
2017-09-12,12175
2017-09-13,12713
2017-09-14,13000
2017-09-15,13000
2017-09-16,13135
2017-09-17,13007
2017-09-18,13133
2017-09-19,13188
2017-09-20,13173
2017-09-22,13057
2017-09-23,12856
2017-09-24,12597
2017-09-25,12527
2017-09-26,12565
2017-09-27,12361
2017-09-28,12318
2017-09-29,12295
2017-09-30,12094
2017-10-01,11863
2017-10-02,11968
2017-10-03,12182
2017-10-04,12074
2017-10-05,11947
2017-10-06,11994
2017-10-07,11914
2017-10-08,12177
2017-10-09,12192
2017-10-10,12193
2017-10-11,12193
2017-10-12,12202
2017-10-13,12252
2017-10-14,12076
2017-10-15,12103
2017-10-16,11664
2017-10-17,11664
2017-10-18,11813
2017-10-19,11942
2017-10-20,12076
2017-10-21,12141
2017-10-22,12181
2017-10-23,12277
2017-10-24,12364
2017-10-25,12335
2017-10-26,12547
2017-10-27,12379
2017-10-28,12379
2017-10-29,12335
2017-10-30,12209
2017-10-31,12079
2017-11-01,12079
2017-11-02,11760
2017-11-03,11811
2017-11-04,12014
2017-11-05,12009
2017-11-06,12218
2017-11-07,12575
2017-11-08,12980
2017-11-09,13358
2017-11-10,13157
2017-11-11,12991
2017-11-12,13154
2017-11-13,13321
2017-11-14,13481
2017-11-15,13628
2017-11-16,13677
2017-11-17,13606
2017-11-18,13606
2017-11-19,13733
2017-11-20,13748
2017-11-21,13733
2017-11-22,13917
2017-11-23,13605
2017-11-24,13308
2017-11-25,12923
2017-11-26,12612
2017-11-27,12612
2017-11-28,12515
2017-11-29,12409
2017-11-30,12223
2017-12-01,11817
2017-12-02,11471
2017-12-03,11345
2017-12-04,11020
2017-12-05,10772
2017-12-06,10744
2017-12-07,10716
2017-12-08,10930
2017-12-09,10865
2017-12-10,10945
2017-12-11,11128
2017-12-12,11283
2017-12-13,11366
2017-12-14,11687
2017-12-15,11637
2017-12-16,11461
2017-12-17,11028
2017-12-18,10761
2017-12-19,10447
2017-12-20,10291
2017-12-21,10269
2017-12-22,10403
2017-12-23,10796
2017-12-24,10965
2017-12-25,11119
2017-12-26,11376
2017-12-27,11504
2017-12-28,11820
2017-12-29,11941
2017-12-30,12254
2017-12-31,12332
2018-01-01,12493
2018-01-02,12555
2018-01-03,12653
2018-01-04,12751
2018-01-05,12822
2018-01-06,12775
2018-01-07,12850
2018-01-08,12882
2018-01-09,12535
2018-01-10,12373
2018-01-11,11881
2018-01-12,11334
2018-01-13,10770
2018-01-14,10383
2018-01-15,10343
2018-01-16,9951
2018-01-17,9687
2018-01-18,9560
2018-01-19,9560
2018-01-20,9648
2018-01-21,9627
2018-01-22,9636
2018-01-23,9727
2018-01-24,9665
2018-01-25,9535
2018-01-26,9594
2018-01-27,9528
2018-01-28,9587
2018-01-29,9494
2018-01-30,9445
2018-01-31,9452
2018-02-01,9633
2018-02-02,9529
2018-02-03,9848
2018-02-04,10216
2018-02-05,10388
2018-02-06,10407
2018-02-07,10505
2018-02-08,10505
2018-02-09,10525
2018-02-10,10525
2018-02-11,10602
2018-02-12,10818
2018-02-13,10923
2018-02-14,11064
2018-02-15,11301
2018-02-16,11395
2018-02-17,11441
2018-02-18,11356
2018-02-19,11742
2018-02-20,11769
2018-02-21,11553
2018-02-22,11414
2018-02-23,11316
2018-02-24,11317
2018-02-25,11742
2018-02-26,11842
2018-02-27,12051
2018-02-28,12068
2018-03-01,11950
2018-03-02,11916
2018-03-03,11796
2018-03-04,11796
2018-03-05,11932
2018-03-06,12070
2018-03-07,12199
2018-03-08,12394
2018-03-09,12421
2018-03-10,12449
2018-03-11,12623
2018-03-12,12807
2018-03-13,13432
2018-03-14,14090
2018-03-15,14410
2018-03-16,14862
2018-03-17,14750
2018-03-18,15079
2018-03-20,15225
2018-03-21,15347
2018-03-22,15624
2018-03-23,16060
2018-03-24,16548
2018-03-25,17126
2018-03-26,17677
2018-03-27,17245
2018-03-28,17675
2018-03-29,17396
2018-03-30,17311
2018-03-31,17328
2018-04-01,17072
2018-04-02,17002
2018-04-03,16816
2018-04-04,16419
2018-04-05,16419
2018-04-06,16092
2018-04-07,16092
2018-04-08,16012
2018-04-09,16121
2018-04-10,16215
2018-04-11,16316
2018-04-12,16453
2018-04-13,16153
2018-04-14,15459
2018-04-15,15161
2018-04-16,15161
2018-04-17,14712
2018-04-18,14712
2018-04-19,14373
2018-04-20,14113
2018-04-21,13860
2018-04-22,13643
2018-04-23,13756
2018-04-24,13942
2018-04-25,14245
2018-04-26,14245
2018-04-27,14114
2018-04-28,14054
2018-04-29,14065
2018-04-30,14228
2018-05-01,14668
2018-05-02,14881
2018-05-03,15241
2018-05-04,15808
2018-05-05,16198
2018-05-06,16198
2018-05-07,16432
2018-05-08,16531
2018-05-09,16780
2018-05-10,16829
2018-05-11,17026
2018-05-12,16983
2018-05-13,16983
2018-05-14,17238
2018-05-15,17441
2018-05-16,17332
2018-05-17,17242
2018-05-18,16928
2018-05-19,16813
2018-05-20,17060
2018-05-21,17226
2018-05-22,17226
2018-05-23,16887
2018-05-24,17040
2018-05-25,17080
2018-05-26,17138
2018-05-27,17138
2018-05-28,16976
2018-05-29,16968
2018-05-30,17086
2018-05-31,17007
2018-06-01,17072
2018-06-02,17079
2018-06-03,17078
2018-06-04,17298
2018-06-05,17301
2018-06-06,17454
2018-06-07,17454
2018-06-08,17525
2018-06-09,17461
2018-06-10,17480
2018-06-11,17358
2018-06-12,17389
2018-06-13,16948
2018-06-14,16893
2018-06-15,16817
2018-06-16,16844
2018-06-17,16430
2018-06-18,16289
2018-06-19,15897
2018-06-20,15897
2018-06-21,15591
2018-06-22,15138
2018-06-23,14786
2018-06-24,15007
2018-06-25,15450
2018-06-26,15987
2018-06-27,16301
2018-06-28,16411
2018-06-29,16968
2018-06-30,17486
2018-07-01,17792
2018-07-02,17792
2018-07-03,18186
2018-07-04,18240
2018-07-05,18442
2018-07-06,19026
2018-07-07,19160
2018-07-08,19187
2018-07-09,19187
2018-07-10,19098
2018-07-11,19187
2018-07-12,18901
2018-07-13,18636
2018-07-14,18265
2018-07-15,18177
2018-07-16,17883
2018-07-17,17531
2018-07-18,16902
2018-07-19,16858
2018-07-20,16664
2018-07-21,16267
2018-07-22,15726
2018-07-23,15341
2018-07-24,15063
2018-07-25,14634
2018-07-26,14341
2018-07-27,14029
2018-07-28,13932
2018-07-29,13770
2018-07-30,13494
2018-07-31,13477
2018-08-01,13477
2018-08-02,13533
2018-08-03,13425
2018-08-04,13394
2018-08-05,13100
2018-08-06,13054
2018-08-07,12938
2018-08-08,12709
2018-08-09,12525
2018-08-10,12372
2018-08-11,12240
2018-08-12,12124
2018-08-14,12328
2018-08-16,12226
2018-08-17,12087
2018-08-18,11956
2018-08-19,12261
2018-08-20,12569
2018-08-21,12902
2018-08-22,13161
2018-08-23,13429
2018-08-24,13600
2018-08-25,13981
2018-08-26,14577
2018-08-27,15156
2018-08-28,15265
2018-08-29,15756
2018-08-30,15911
2018-08-31,16356
2018-09-01,16569
2018-09-02,16850
2018-09-03,17101
2018-09-04,17709
2018-09-05,18262
2018-09-06,18673
2018-09-07,19050
2018-09-08,19304
2018-09-09,19220
2018-09-10,19758
2018-09-11,19636
2018-09-12,19227
2018-09-13,19552
2018-09-14,19627
2018-09-15,19817
2018-09-16,19752
2018-09-17,19776
2018-09-18,20144
2018-09-19,20409
2018-09-20,20763
2018-09-21,21037
2018-09-22,21255
2018-09-23,21415
2018-09-24,21514
2018-09-25,21251
2018-09-26,20786
2018-09-27,20804
2018-09-28,20786
2018-09-29,20994
2018-09-30,20834
2018-10-01,20533
2018-10-02,20535
2018-10-03,20232
2018-10-04,20821
2018-10-05,20900
2018-10-06,20923
2018-10-07,20975
2018-10-08,21232
2018-10-09,20672
2018-10-10,21054
2018-10-11,21413
2018-10-12,21702
2018-10-13,22217
2018-10-14,22453
2018-10-15,22813
2018-10-16,23076
2018-10-17,23336
2018-10-18,23372
2018-10-19,23689
2018-10-20,24209
2018-10-21,24123
2018-10-22,24178
2018-10-23,23967
2018-10-24,23753
2018-10-25,24019
2018-10-26,23993
2018-10-27,24137
2018-10-28,24447
2018-10-29,24512
2018-10-30,24528
2018-10-31,24633
2018-11-01,24866
2018-11-03,25819
2018-11-04,26169
2018-11-05,26845
2018-11-06,27621
2018-11-07,26984
2018-11-08,27830
2018-11-09,28127
2018-11-10,28240
2018-11-11,29456
2018-11-12,30420
2018-11-13,30886
2018-11-15,31468
2018-11-16,31401
2018-11-17,31122
2018-11-18,31582
2018-11-19,31904
2018-11-20,32243
2018-11-21,32496
2018-11-22,33016
2018-11-23,33183
2018-11-24,33271
2018-11-25,33035
2018-11-26,32729
2018-11-27,32913
2018-11-28,32919
2018-11-29,33737
2018-12-01,35176
2018-12-02,35461
2018-12-03,35496
2018-12-04,35359
2018-12-05,35331
2018-12-07,34959
2018-12-09,34687
2018-12-10,34200
2018-12-11,33582
2018-12-12,33174
2018-12-13,32731
2018-12-14,32002
2018-12-15,31471
2018-12-16,30857
2018-12-17,30645
2018-12-18,30361
2018-12-19,30242
2018-12-20,29613
2018-12-21,29817
2018-12-22,29595
2018-12-23,29076
2018-12-24,28927
2018-12-25,28427
2018-12-26,27564
2018-12-27,27116
2018-12-28,26997
2018-12-29,26380
2018-12-30,25611
2018-12-31,24954
2019-01-01,24503
2019-01-02,24186
2019-01-03,23948
2019-01-04,23597
2019-01-05,23183
2019-01-06,23091
2019-01-08,22808
2019-01-10,22098
2019-01-11,22133
2019-01-12,21776
2019-01-13,21927
2019-01-14,22163
2019-01-15,22295
2019-01-16,22342
2019-01-17,22592
2019-01-18,22684
2019-01-19,22603
2019-01-20,22475
2019-01-21,21986
2019-01-22,21754
2019-01-23,21317
2019-01-24,21240
2019-01-25,20841
2019-01-26,20700
2019-01-27,20358
2019-01-28,20362
2019-01-29,20471
2019-01-30,20598
2019-01-31,20906
2019-02-01,20886
2019-02-02,20935
2019-02-03,20711
2019-02-04,20797
2019-02-05,20580
2019-02-06,20683
2019-02-07,20918
2019-02-08,20956
2019-02-09,20872
2019-02-10,21033
2019-02-11,21856
2019-02-12,22639
2019-02-13,22829
2019-02-14,22933
2019-02-15,23201
2019-02-16,23574
2019-02-17,23838
2019-02-18,24458
2019-02-19,25253
2019-02-20,25583
2019-02-21,25097
2019-02-22,24540
2019-02-23,23373
2019-02-24,22866
2019-02-25,22553
2019-02-26,22216
2019-02-27,21858
2019-02-28,22045
2019-03-01,21985
2019-03-02,21787
2019-03-03,21266
2019-03-04,20202
2019-03-05,19191
2019-03-06,18231
2019-03-07,17409
2019-03-08,16538
2019-03-09,15711
2019-03-10,14930
2019-03-11,14615
2019-03-12,14660
2019-03-13,14781
2019-03-14,14895
2019-03-15,14762
2019-03-16,14602
2019-03-17,14521
2019-03-18,14561
2019-03-19,14191
2019-03-20,14126
2019-03-21,14200
2019-03-22,14295
2019-03-23,14162
2019-03-24,13989
