date_obj,Robin%20hood%20hat price
2018-11-26,3769041
2018-11-27,3863377
2018-11-28,3912814
2018-11-29,3967371
2018-12-01,4113913
2018-12-02,4120084
2018-12-03,4125241
2018-12-05,3833944
2018-12-07,3695405
2018-12-09,3669791
2018-12-10,3665698
2018-12-11,3720027
2018-12-12,3715373
2018-12-13,3688943
2018-12-14,3665420
2018-12-15,3636290
2018-12-16,3624449
2018-12-17,3628055
2018-12-18,3625342
2018-12-19,3612571
2018-12-20,3599242
2018-12-21,3597635
2018-12-22,3585015
2018-12-23,3609086
2018-12-24,3670752
2018-12-25,3711862
2018-12-26,3726098
2018-12-27,3751034
2018-12-28,3791656
2018-12-29,3760658
2018-12-30,3731780
2018-12-31,3663476
2019-01-01,3593141
2019-01-02,3564024
2019-01-03,3528026
2019-01-04,3412833
2019-01-05,3373400
2019-01-06,3293951
2019-01-08,3215185
2019-01-10,3001143
2019-01-11,2890589
2019-01-12,2772357
2019-01-13,2718140
2019-01-14,2695786
2019-01-15,2671328
2019-01-16,2655641
2019-01-17,2642575
2019-01-18,2638268
2019-01-19,2751728
2019-01-20,2766835
2019-01-21,2759543
2019-01-22,2760662
2019-01-23,2784631
2019-01-24,2828283
2019-01-25,2854623
2019-01-26,2912164
2019-01-27,2959388
2019-01-29,2928992
2019-01-30,2915622
2019-01-31,2896670
2019-02-01,2881019
2019-02-02,2859796
2019-02-03,2826310
2019-02-04,2775768
2019-02-05,2722900
2019-02-06,2688243
2019-02-07,2695528
2019-02-08,2755570
2019-02-09,2774342
2019-02-10,2770056
2019-02-11,2771907
2019-02-12,2764396
2019-02-13,2784889
2019-02-14,2852928
2019-02-15,2899098
2019-02-16,2936039
2019-02-17,2953436
2019-02-18,2924685
2019-02-19,2919647
2019-02-20,2853942
2019-02-21,2809648
2019-02-22,2823751
2019-02-23,2818965
2019-02-24,2805789
2019-02-25,2790498
2019-02-26,2786028
2019-02-27,2788760
2019-02-28,2792797
2019-03-01,2808345
2019-03-02,2806065
2019-03-03,2786733
2019-03-04,2786843
2019-03-05,2775914
2019-03-06,2781874
2019-03-07,2771116
2019-03-08,2761712
2019-03-09,2752677
2019-03-10,2728704
2019-03-11,2720762
2019-03-12,2700297
2019-03-13,2663113
2019-03-14,2647868
2019-03-15,2640929
2019-03-16,2613505
2019-03-17,2590418
2019-03-18,2585427
2019-03-19,2572898
2019-03-20,2562238
2019-03-21,2552840
2019-03-22,2563369
2019-03-23,2559028
2019-03-24,2625986
2019-03-25,2639486
2019-03-26,2647245
2019-03-27,2668691
2019-03-28,2736306
2019-03-29,2705382
2019-03-30,2709610
2019-03-31,2687319
2019-04-01,2654299
2019-04-02,2642002
2019-04-03,2632322
2019-04-04,2621401
2019-04-05,2637335
2019-04-06,2623883
2019-04-07,2614127
2019-04-08,2606991
2019-04-09,2606924
2019-04-10,2618584
2019-04-11,2616912
2019-04-12,2602244
2019-04-13,2516966
2019-04-14,2465815
2019-04-15,2432515
2019-04-16,2344909
2019-04-17,2306758
2019-04-18,2268891
2019-04-19,2245552
2019-04-20,2216470
2019-04-21,2206802
2019-04-22,2206185
2019-04-23,2207054
2019-04-24,2177578
2019-04-25,2135981
2019-04-26,2154809
2019-04-27,2166941
2019-04-28,2182360
2019-04-29,2168583
2019-04-30,2181364
2019-05-01,2234299
2019-05-02,2259630
2019-05-03,2350413
2019-05-04,2400379
2019-05-05,2352645
2019-05-06,2342435
2019-05-07,2308183
2019-05-08,2280780
2019-05-09,2250168
2019-05-10,2214374
2019-05-11,2195622
2019-05-12,2180078
2019-05-13,2216118
2019-05-14,2209566
2019-05-15,2194105
2019-05-16,2160596
2019-05-17,2143741
2019-05-18,2124800
2019-05-19,2112190
2019-05-20,2104053
2019-05-21,2092177
2019-05-22,2084628
2019-05-23,2071992
2019-05-24,2051678
2019-05-25,2036946
2019-05-26,2032752
2019-05-27,2037927
2019-05-28,2061658
2019-05-29,2072688
2019-05-30,2074376
2019-05-31,2028606
2019-06-01,1984411
2019-06-02,1968478
2019-06-03,1957466
2019-06-04,1941508
2019-06-05,1933709
2019-06-06,1924361
2019-06-07,1920502
2019-06-08,1917013
2019-06-09,1906062
2019-06-10,1899337
2019-06-11,1885690
2019-06-12,1876789
2019-06-13,1873980
2019-06-14,1902046
2019-06-15,1897360
2019-06-16,1910945
2019-06-17,1985311
2019-06-18,1968428
2019-06-19,1959544
2019-06-20,1952352
2019-06-21,1958336
2019-06-22,1950446
2019-06-23,1969083
2019-06-24,2024465
2019-06-25,2005779
2019-06-26,1997442
2019-06-27,1993009
2019-06-28,2011577
2019-06-29,2021230
2019-06-30,2030785
2019-07-01,2039470
2019-07-02,2033553
2019-07-03,2024486
2019-07-04,2019271
2019-07-05,2009177
2019-07-06,2004094
2019-07-07,1993616
2019-07-08,2043026
2019-07-09,2042159
2019-07-10,2019709
2019-07-11,1978398
2019-07-12,1976807
2019-07-13,1961610
2019-07-14,1973270
2019-07-15,1972170
2019-07-16,1965721
2019-07-17,1959547
2019-07-18,1946991
2019-07-19,1941452
2019-07-20,1926029
2019-07-21,1909195
2019-07-22,1898538
2019-07-23,1879103
2019-07-24,1872552
2019-07-25,1858759
2019-07-26,1850304
2019-07-27,1840267
2019-07-28,1833591
2019-07-29,1823458
2019-07-30,1815993
2019-07-31,1795813
2019-08-01,1799939
2019-08-02,1852537
2019-08-03,1847347
2019-08-04,1844191
2019-08-05,1845063
2019-08-06,1860410
2019-08-07,1876956
2019-08-08,1886224
2019-08-09,1881864
2019-08-10,1931273
2019-08-11,1932867
2019-08-12,1965688
2019-08-13,1994096
2019-08-14,1990515
2019-08-15,1977729
2019-08-16,1985448
2019-08-17,1984796
2019-08-18,1970539
2019-08-19,1958206
2019-08-20,1947187
2019-08-21,1934140
2019-08-22,1917025
2019-08-23,1913657
2019-08-24,1916892
2019-08-24,1916892
2019-08-25,1925134
2019-08-25,1925134
2019-08-26,1935392
2019-08-26,1935392
2019-08-27,1918924
2019-08-27,1918924
2019-08-28,1942678
2019-08-29,1956526
2019-08-30,1964068
2019-08-31,1972634
2019-09-01,1957111
2019-09-02,2022227
2019-09-03,2066437
2019-09-04,2144774
2019-09-05,2244413
2019-09-06,2239611
2019-09-07,2259483
2019-09-08,2286861
2019-09-09,2292914
2019-09-10,2277242
2019-09-11,2264538
2019-09-12,2239741
2019-09-13,2232754
2019-09-14,2252841
2019-09-15,2241628
2019-09-16,2224354
2019-09-17,2192737
2019-09-18,2170324
2019-09-19,2149573
2019-09-20,2099935
2019-09-21,2060443
2019-09-22,2027835
2019-09-23,2036891
2019-09-24,2028511
2019-09-25,2029795
2019-09-26,2027668
2019-09-27,2018105
2019-09-28,2004388
2019-09-29,2008897
2019-09-30,2002647
2019-10-01,1986585
2019-10-02,1974510
2019-10-03,1955015
2019-10-04,1922188
2019-10-05,1894188
2019-10-06,1857878
2019-10-07,1832136
2019-10-08,1829602
2019-10-09,1814191
2019-10-10,1805355
2019-10-11,1800801
2019-10-12,1818241
2019-10-13,1800252
2019-10-14,1803361
2019-10-15,1803520
2019-10-16,1800805
2019-10-17,1793606
2019-10-18,1791456
2019-10-19,1787459
2019-10-20,1776797
2019-10-21,1771880
2019-10-22,1778138
2019-10-23,1808016
2019-10-24,1829123
2019-10-25,1843454
2019-10-26,1884484
2019-10-27,1862396
2019-10-28,1842444
2019-10-29,1828490
2019-10-30,1818148
2019-10-31,1798480
2019-11-01,1798440
2019-11-02,1786718
2019-11-03,1779701
2019-11-04,1764850
2019-11-05,1771735
2019-11-06,1761298
2019-11-07,1778298
2019-11-08,1803228
2019-11-09,1830773
2019-11-10,1882164
2019-11-11,1932067
2019-11-12,1910065
2019-11-13,1884359
2019-11-14,1855219
2019-11-15,1847574
2019-11-16,1884284
2019-11-17,1905696
2019-11-18,1926437
2019-11-19,1916988
2019-11-20,1923722
2019-11-21,1920663
2019-11-22,1930268
2019-11-23,1975141
2019-11-24,2026575
2019-11-25,2039843
2019-11-26,2042364
2019-11-27,1977442
2019-11-28,1950368
2019-11-29,1947077
2019-11-30,1914834
2019-12-01,1911011
2019-12-02,1896416
2019-12-03,1911596
2019-12-04,1906504
2019-12-05,1929422
2019-12-06,1926583
2019-12-07,1949703
2019-12-08,1946283
2019-12-09,1942261
2019-12-10,1928645
2019-12-11,1918219
2019-12-12,1910851
2019-12-13,1907708
2019-12-14,1919918
2019-12-15,1926530
2019-12-16,1876063
2019-12-17,1822985
2019-12-18,1808628
2019-12-19,1825744
2019-12-20,1854946
2019-12-21,1858584
2019-12-22,1878704
2019-12-23,1896764
2019-12-24,1963876
2019-12-25,2011926
2019-12-26,2067810
2019-12-27,2087652
2019-12-28,2144151
2019-12-29,2174055
2019-12-30,2212079
2019-12-31,2200700
2020-01-01,2195905
2020-01-02,2173182
2020-01-03,2153493
2020-01-04,2133284
2020-01-05,2081541
2020-01-06,2062042
2020-01-07,2022583
2020-01-08,2010354
2020-01-09,1970510
2020-01-10,1967016
2020-01-11,1950838
2020-01-12,1918736
2020-01-13,1934062
2020-01-14,1914034
2020-01-15,1895018
2020-01-16,1863195
2020-01-17,1853833
2020-01-18,1861097
2020-01-19,1875595
2020-01-20,1906139
2020-01-21,1900300
2020-01-22,1888104
2020-01-23,1868241
2020-01-24,1869072
2020-01-25,1862111
2020-01-26,1862990
2020-01-27,1857157
2020-01-28,1817054
2020-01-29,1802026
2020-01-30,1799345
2020-01-31,1786988
2020-02-01,1779034
2020-02-02,1796937
2020-02-03,1797925
2020-02-04,1803122
2020-02-05,1833184
2020-02-06,1778047
2020-02-07,1745842
2020-02-08,1717848
2020-02-09,1708670
2020-02-10,1685085
2020-02-11,1659224
2020-02-12,1658982
2020-02-13,1642181
2020-02-14,1628023
2020-02-15,1639660
2020-02-16,1691572
2020-02-17,1724119
2020-02-18,1746318
2020-02-19,1785447
2020-02-20,1796459
2020-02-21,1792569
2020-02-22,1806976
2020-02-23,1793602
2020-02-24,1792364
2020-02-25,1781665
2020-02-26,1776870
2020-02-27,1771454
2020-02-28,1765997
2020-02-29,1758242
2020-03-01,1786786
2020-03-02,1782279
2020-03-03,1810723
2020-03-04,1814237
2020-03-05,1793631
2020-03-06,1785264
2020-03-07,1788918
2020-03-08,1783480
2020-03-09,1801055
2020-03-10,1784719
2020-03-11,1775527
2020-03-12,1764323
2020-03-13,1728824
2020-03-14,1726061
2020-03-15,1740175
2020-03-16,1749279
2020-03-17,1766203
2020-03-18,1816740
2020-03-19,1841522
2020-03-20,1866416
2020-03-21,1852912
2020-03-22,1848834
2020-03-23,1881718
2020-03-24,1963294
2020-03-25,1981639
2020-03-26,1974194
2020-03-27,1953107
2020-03-28,1941801
2020-03-29,1923952
2020-03-30,1910634
2020-03-31,1895751
2020-04-01,1879383
2020-04-02,1871315
2020-04-03,1872000
2020-04-04,1868353
2020-04-05,1876092
2020-04-06,1862591
2020-04-07,1853531
2020-04-08,1855885
2020-04-09,1874898
2020-04-10,1878256
2020-04-11,1872616
2020-04-12,1870355
2020-04-13,1866524
2020-04-14,1884767
2020-04-15,1896057
2020-04-16,1883068
2020-04-17,1894961
2020-04-18,1887541
2020-04-19,1879836
2020-04-20,1860915
2020-04-21,1856567
2020-04-22,1848517
2020-04-23,1840122
2020-04-24,1829222
2020-04-25,1815869
2020-04-26,1804997
2020-04-27,1803524
2020-04-28,1796533
2020-04-29,1795081
2020-04-30,1787604
2020-05-01,1779931
2020-05-02,1785563
2020-05-03,1775805
2020-05-04,1763953
2020-05-05,1755927
2020-05-06,1747196
2020-05-07,1740083
2020-05-08,1735008
2020-05-09,1725152
2020-05-10,1716722
2020-05-11,1712325
2020-05-12,1701652
2020-05-13,1691568
