date_obj,Rune%20knife price
2019-04-05,273
2019-04-06,275
2019-04-07,284
2019-04-08,299
2019-04-09,312
2019-04-10,313
2019-04-11,314
2019-04-12,309
2019-04-13,307
2019-04-14,308
2019-04-15,300
2019-04-16,293
2019-04-17,284
2019-04-18,277
2019-04-19,276
2019-04-20,272
2019-04-21,277
2019-04-22,272
2019-04-23,273
2019-04-24,279
2019-04-25,275
2019-04-26,269
2019-04-27,269
2019-04-28,263
2019-04-29,257
2019-04-30,259
2019-05-01,259
2019-05-02,264
2019-05-03,263
2019-05-04,270
2019-05-05,269
2019-05-06,274
2019-05-07,283
2019-05-08,279
2019-05-09,287
2019-05-10,288
2019-05-11,287
2019-05-12,287
2019-05-13,285
2019-05-14,282
2019-05-15,280
2019-05-16,279
2019-05-17,279
2019-05-18,279
2019-05-19,282
2019-05-20,280
2019-05-21,278
2019-05-22,278
2019-05-23,277
2019-05-24,277
2019-05-25,271
2019-05-26,269
2019-05-27,265
2019-05-28,263
2019-05-29,261
2019-05-30,262
2019-05-31,269
2019-06-01,268
2019-06-02,281
2019-06-03,288
2019-06-04,282
2019-06-05,277
2019-06-06,275
2019-06-07,278
2019-06-08,279
2019-06-09,281
2019-06-10,288
2019-06-11,288
2019-06-12,281
2019-06-13,277
2019-06-14,286
2019-06-15,288
2019-06-16,285
2019-06-17,284
2019-06-18,282
2019-06-19,282
2019-06-20,281
2019-06-21,280
2019-06-22,280
2019-06-23,287
2019-06-24,283
2019-06-25,278
2019-06-26,275
2019-06-27,270
2019-06-28,270
2019-06-29,268
2019-06-30,262
2019-07-01,256
2019-07-02,252
2019-07-03,252
2019-07-04,258
2019-07-05,255
2019-07-06,255
2019-07-07,258
2019-07-08,256
2019-07-09,254
2019-07-10,254
2019-07-11,248
2019-07-12,246
2019-07-13,244
2019-07-14,249
2019-07-15,254
2019-07-16,258
2019-07-17,257
2019-07-18,251
2019-07-19,250
2019-07-20,249
