date_obj,Bow%20string price
2019-08-26,133
2019-08-26,133
2019-08-27,134
2019-08-27,134
2019-08-28,137
2019-08-29,140
2019-08-30,140
2019-08-31,133
2019-09-01,126
2019-09-02,119
2019-09-03,113
2019-09-04,113
2019-09-05,119
2019-09-06,125
2019-09-07,132
2019-09-08,139
2019-09-09,146
2019-09-10,154
2019-09-11,162
2019-09-12,171
2019-09-13,180
2019-09-14,188
2019-09-15,190
2019-09-16,185
2019-09-17,178
2019-09-18,172
2019-09-19,172
2019-09-20,179
2019-09-21,185
2019-09-22,193
2019-09-23,192
2019-09-24,189
2019-09-25,181
2019-09-26,174
2019-09-27,166
2019-09-28,157
2019-09-29,150
2019-09-30,146
2019-10-01,150
2019-10-02,158
2019-10-03,165
2019-10-04,173
2019-10-05,180
2019-10-06,187
2019-10-07,193
2019-10-08,193
2019-10-09,187
2019-10-10,178
2019-10-11,169
2019-10-12,164
2019-10-13,162
2019-10-14,160
2019-10-15,161
2019-10-16,159
2019-10-17,161
2019-10-18,162
2019-10-19,170
2019-10-20,178
2019-10-21,185
2019-10-22,192
2019-10-23,193
2019-10-24,193
2019-10-25,184
2019-10-26,174
2019-10-27,166
2019-10-28,161
2019-10-29,169
2019-10-30,175
2019-10-31,176
2019-11-01,174
2019-11-02,175
2019-11-03,177
2019-11-04,184
2019-11-05,192
2019-11-06,187
2019-11-07,177
2019-11-08,168
2019-11-09,159
2019-11-10,151
2019-11-11,143
2019-11-12,135
2019-11-13,128
2019-11-14,121
2019-11-15,114
2019-11-16,108
2019-11-17,102
2019-11-18,96
2019-11-19,91
2019-11-20,90
2019-11-21,94
2019-11-22,96
2019-11-23,98
2019-11-24,99
2019-11-25,101
2019-11-26,105
2019-11-27,109
2019-11-28,110
2019-11-29,105
2019-11-30,101
2019-12-01,106
2019-12-02,110
2019-12-03,111
2019-12-04,105
2019-12-05,99
2019-12-06,99
2019-12-07,100
2019-12-08,102
2019-12-09,103
2019-12-10,104
2019-12-11,110
2019-12-12,116
2019-12-13,122
2019-12-14,126
2019-12-15,133
2019-12-16,139
2019-12-17,144
2019-12-18,143
2019-12-19,143
2019-12-20,142
2019-12-21,142
2019-12-22,142
2019-12-23,141
2019-12-24,141
2019-12-25,140
2019-12-26,138
2019-12-27,136
2019-12-28,136
2019-12-29,137
2019-12-30,137
2019-12-31,141
2020-01-01,144
2020-01-02,143
2020-01-03,143
2020-01-04,140
2020-01-05,137
2020-01-06,141
2020-01-07,142
2020-01-08,139
2020-01-09,141
2020-01-10,144
2020-01-11,142
2020-01-12,141
2020-01-13,143
2020-01-14,146
2020-01-15,146
2020-01-16,145
2020-01-17,144
2020-01-18,144
2020-01-19,144
2020-01-20,144
2020-01-21,146
2020-01-22,144
2020-01-23,144
2020-01-24,145
2020-01-25,146
2020-01-26,146
2020-01-27,148
2020-01-28,153
2020-01-29,152
2020-01-30,156
2020-01-31,157
2020-02-01,158
2020-02-02,164
2020-02-03,169
2020-02-04,170
2020-02-05,175
2020-02-06,172
2020-02-07,171
2020-02-08,169
2020-02-09,171
2020-02-10,172
2020-02-11,174
2020-02-12,177
2020-02-13,178
2020-02-14,176
2020-02-15,175
2020-02-16,176
2020-02-17,174
2020-02-18,175
2020-02-19,176
2020-02-20,176
2020-02-21,175
2020-02-22,174
2020-02-23,173
2020-02-24,175
2020-02-25,176
2020-02-26,176
2020-02-27,174
2020-02-28,173
2020-02-29,170
2020-03-01,168
2020-03-02,169
2020-03-03,170
2020-03-04,172
2020-03-05,173
2020-03-06,172
2020-03-07,172
2020-03-08,169
2020-03-09,167
2020-03-10,164
2020-03-11,163
2020-03-12,163
2020-03-13,163
2020-03-14,168
2020-03-15,171
2020-03-16,171
2020-03-17,172
2020-03-18,171
2020-03-19,173
2020-03-20,174
2020-03-21,173
2020-03-22,173
2020-03-23,173
2020-03-24,172
2020-03-25,172
2020-03-26,171
2020-03-27,171
2020-03-28,169
2020-03-29,165
2020-03-30,164
2020-03-31,163
2020-04-01,164
2020-04-02,171
2020-04-03,173
2020-04-04,170
2020-04-05,169
2020-04-06,167
2020-04-07,167
2020-04-08,168
2020-04-09,171
2020-04-10,172
2020-04-11,167
2020-04-12,162
2020-04-13,153
2020-04-14,145
2020-04-15,139
2020-04-16,141
2020-04-17,138
2020-04-18,137
2020-04-19,133
2020-04-20,132
2020-04-21,134
2020-04-22,139
2020-04-23,143
2020-04-24,146
2020-04-25,143
2020-04-26,137
2020-04-27,133
2020-04-28,133
2020-04-29,140
2020-04-30,147
2020-05-01,155
2020-05-02,163
2020-05-03,168
2020-05-04,168
2020-05-05,172
2020-05-06,181
2020-05-07,175
2020-05-08,166
2020-05-09,157
2020-05-10,149
2020-05-11,142
2020-05-12,145
2020-05-13,152
