date_obj,Zulrah's%20scales price
2015-07-16,161
2015-07-17,165
2015-07-18,163
2015-07-19,163
2015-07-20,165
2015-07-21,166
2015-07-22,171
2015-07-23,175
2015-07-24,174
2015-07-25,176
2015-07-26,178
2015-07-27,178
2015-07-28,176
2015-07-29,167
2015-07-30,158
2015-07-31,157
2015-08-01,160
2015-08-02,167
2015-08-03,172
2015-08-04,174
2015-08-05,181
2015-08-06,191
2015-08-07,201
2015-08-08,212
2015-08-09,205
2015-08-10,197
2015-08-11,198
2015-08-12,199
2015-08-13,205
2015-08-14,211
2015-08-15,208
2015-08-16,204
2015-08-17,202
2015-08-18,203
2015-08-19,201
2015-08-20,199
2015-08-21,202
2015-08-22,201
2015-08-23,199
2015-08-24,202
2015-08-25,204
2015-08-26,204
2015-08-27,204
2015-08-28,204
2015-08-29,209
2015-08-30,200
2015-08-31,201
2015-09-01,203
2015-09-02,198
2015-09-03,197
2015-09-04,197
2015-09-05,194
2015-09-06,190
2015-09-07,187
2015-09-08,190
2015-09-09,194
2015-09-10,194
2015-09-11,196
2015-09-12,193
2015-09-13,190
2015-09-14,188
2015-09-15,182
2015-09-16,177
2015-09-17,179
2015-09-18,184
2015-09-19,184
2015-09-20,184
2015-09-21,183
2015-09-22,182
2015-09-23,180
2015-09-24,180
2015-09-25,178
2015-09-27,168
2015-09-28,166
2015-09-29,164
2015-09-30,171
2015-10-05,173
2015-10-06,173
2015-10-07,173
2015-10-08,171
2015-10-09,168
2015-10-10,162
2015-10-11,155
2015-10-12,152
2015-10-13,148
2015-10-14,145
2015-10-15,151
2015-10-16,159
2015-10-17,165
2015-10-18,170
2015-10-19,173
2015-10-20,165
2015-10-22,149
2015-10-23,141
2015-10-24,139
2015-10-25,144
2015-10-26,142
2015-10-27,147
2015-10-29,152
2015-10-30,149
2015-10-31,154
2015-11-01,156
2015-11-02,156
2015-11-03,154
2015-11-05,159
2015-11-06,156
2015-11-07,158
2015-11-08,162
2015-11-09,160
2015-11-10,160
2015-11-11,159
2015-11-12,158
2015-11-13,160
2015-11-14,160
2015-11-15,158
2015-11-16,158
2015-11-17,163
2015-11-18,167
2015-11-19,164
2015-11-20,163
2015-11-21,163
2015-11-22,161
2015-11-23,160
2015-11-24,160
2015-11-25,158
2015-11-26,156
2015-11-27,161
2015-11-28,166
2015-11-29,169
2015-11-30,166
2015-12-01,168
2015-12-02,172
2015-12-03,175
2015-12-04,174
2015-12-05,177
2015-12-06,178
2015-12-07,174
2015-12-08,173
2015-12-09,174
2015-12-10,171
2015-12-11,169
2015-12-13,167
2015-12-14,167
2015-12-15,170
2015-12-16,170
2015-12-17,169
2015-12-18,175
2015-12-19,182
2015-12-20,186
2015-12-21,190
2015-12-22,196
2015-12-23,203
2015-12-24,204
2015-12-25,206
2015-12-26,205
2015-12-27,201
2015-12-28,193
2015-12-29,186
2015-12-30,189
2015-12-31,188
2016-01-01,189
2016-01-02,195
2016-01-03,191
2016-01-04,187
2016-01-05,182
2016-01-06,182
2016-01-07,183
2016-01-08,187
2016-01-09,194
2016-01-10,197
2016-01-11,193
2016-01-12,194
2016-01-13,197
2016-01-14,200
2016-01-15,200
2016-01-16,203
2016-01-17,208
2016-01-18,214
2016-01-19,218
2016-01-20,224
2016-01-21,229
2016-01-22,236
2016-01-23,237
2016-01-24,243
2016-01-25,247
2016-01-26,249
2016-01-27,247
2016-01-28,244
2016-01-29,234
2016-01-30,229
2016-01-31,227
2016-02-01,225
2016-02-02,224
2016-02-03,221
2016-02-04,209
2016-02-05,198
2016-02-06,188
2016-02-07,183
2016-02-08,182
2016-02-09,181
2016-02-10,180
2016-02-11,179
2016-02-12,183
2016-02-13,191
2016-02-14,193
2016-02-15,195
2016-02-16,192
2016-02-17,184
2016-02-18,174
2016-02-19,165
2016-02-20,156
2016-02-21,148
2016-02-22,140
2016-02-23,133
2016-02-24,126
2016-02-25,119
2016-02-26,113
2016-02-27,107
2016-02-28,101
2016-02-29,98
2016-03-01,98
2016-03-02,98
2016-03-03,98
2016-03-04,98
2016-03-05,98
2016-03-06,98
2016-03-07,97
2016-03-08,97
2016-03-09,97
2016-03-10,96
2016-03-11,92
2016-03-12,88
2016-03-13,89
2016-03-14,89
2016-03-15,89
2016-03-16,89
2016-03-17,87
2016-03-18,85
2016-03-19,84
2016-03-20,83
2016-03-21,81
2016-03-22,78
2016-03-23,78
2016-03-24,81
2016-03-25,85
2016-03-26,88
2016-03-27,90
2016-03-28,92
2016-03-29,95
2016-03-30,94
2016-03-31,92
2016-04-01,89
2016-04-02,88
2016-04-03,88
2016-04-04,90
2016-04-05,92
2016-04-06,92
2016-04-07,91
2016-04-08,92
2016-04-09,93
2016-04-10,94
2016-04-11,95
2016-04-12,96
2016-04-13,97
2016-04-14,97
2016-04-15,98
2016-04-16,98
2016-04-17,99
2016-04-18,100
2016-04-19,102
2016-04-20,105
2016-04-21,104
2016-04-22,104
2016-04-23,102
2016-04-24,100
2016-04-25,100
2016-04-26,98
2016-04-27,97
2016-04-28,98
2016-04-29,99
2016-04-30,101
2016-05-01,100
2016-05-02,100
2016-05-03,101
2016-05-04,101
2016-05-05,101
2016-05-06,101
2016-05-07,104
2016-05-08,104
2016-05-09,108
2016-05-10,111
2016-05-11,109
2016-05-12,110
2016-05-13,111
2016-05-14,113
2016-05-15,115
2016-05-16,117
2016-05-17,116
2016-05-18,115
2016-05-19,115
2016-05-22,122
2016-05-23,127
2016-05-24,130
2016-05-25,133
2016-05-26,138
2016-05-27,144
2016-05-28,146
2016-05-29,143
2016-05-30,136
2016-05-31,130
2016-06-01,124
2016-06-02,124
2016-06-03,126
2016-06-04,130
2016-06-05,134
2016-06-06,133
2016-06-07,131
2016-06-08,131
2016-06-09,135
2016-06-10,142
2016-06-11,141
2016-06-12,141
2016-06-13,140
2016-06-14,142
2016-06-15,143
2016-06-16,146
2016-06-17,149
2016-06-18,153
2016-06-19,157
2016-06-20,158
2016-06-21,159
2016-06-22,158
2016-06-23,157
2016-06-24,157
2016-06-25,158
2016-06-26,161
2016-06-27,161
2016-06-28,161
2016-06-29,161
2016-06-30,161
2016-07-01,160
2016-07-02,160
2016-07-03,159
2016-07-04,160
2016-07-05,160
2016-07-06,161
2016-07-07,160
2016-07-08,162
2016-07-09,165
2016-07-10,171
2016-07-11,174
2016-07-12,175
2016-07-13,175
2016-07-14,175
2016-07-15,174
2016-07-16,174
2016-07-17,174
2016-07-18,174
2016-07-24,163
2016-07-25,155
2016-07-26,153
2016-07-27,149
2016-07-28,149
2016-07-29,153
2016-07-30,161
2016-07-31,165
2016-08-01,166
2016-08-02,166
2016-08-03,166
2016-08-04,164
2016-08-05,163
2016-08-06,161
2016-08-07,158
2016-08-08,156
2016-08-09,151
2016-08-10,147
2016-08-11,146
2016-08-12,147
2016-08-13,149
2016-08-14,153
2016-08-15,153
2016-08-16,151
2016-08-17,149
2016-08-18,146
2016-08-19,144
2016-08-20,142
2016-08-21,142
2016-08-22,142
2016-08-23,140
2016-08-24,137
2016-08-25,130
2016-08-26,129
2016-08-28,132
2016-08-31,134
2016-09-01,134
2016-09-02,134
2016-09-03,133
2016-09-04,132
2016-09-05,130
2016-09-06,128
2016-09-07,127
2016-09-08,122
2016-09-09,121
2016-09-10,120
2016-09-11,123
2016-09-12,124
2016-09-13,128
2016-09-14,130
2016-09-15,130
2016-09-16,131
2016-09-17,132
2016-09-18,131
2016-09-19,131
2016-09-20,131
2016-09-21,131
2016-09-22,131
2016-09-23,130
2016-09-24,130
2016-09-25,130
2016-09-26,128
2016-09-27,128
2016-09-28,126
2016-09-29,124
2016-09-30,122
2016-10-01,122
2016-10-02,123
2016-10-03,123
2016-10-04,122
2016-10-05,121
2016-10-06,121
2016-10-07,121
2016-10-08,122
2016-10-09,124
2016-10-10,125
2016-10-11,125
2016-10-12,126
2016-10-13,128
2016-10-14,129
2016-10-15,135
2016-10-16,139
2016-10-17,141
2016-10-18,141
2016-10-19,141
2016-10-20,140
2016-10-21,140
2016-10-22,140
2016-10-23,141
2016-10-24,143
2016-10-25,142
2016-10-26,142
2016-10-27,141
2016-10-28,139
2016-10-29,136
2016-10-30,134
2016-10-31,131
2016-11-01,132
2016-11-02,131
2016-11-03,131
2016-11-04,132
2016-11-05,132
2016-11-06,131
2016-11-07,131
2016-11-08,130
2016-11-09,128
2016-11-10,124
2016-11-11,124
2016-11-12,124
2016-11-13,124
2016-11-14,124
2016-12-08,124
2016-12-09,124
2016-12-10,125
2016-12-11,126
2016-12-12,127
2016-12-13,126
2016-12-14,126
2016-12-15,127
2016-12-16,128
2016-12-17,132
2016-12-18,137
2016-12-19,137
2016-12-20,138
2016-12-21,139
2016-12-22,139
2016-12-23,139
2016-12-24,137
2016-12-25,137
2016-12-26,137
2016-12-27,138
2016-12-28,139
2016-12-29,139
2016-12-30,139
2016-12-31,141
2017-01-01,143
2017-01-02,148
2017-01-03,147
2017-01-04,152
2017-01-05,153
2017-01-06,159
2017-01-07,166
2017-01-08,167
2017-01-09,163
2017-01-10,160
2017-01-11,154
2017-01-12,147
2017-01-13,144
2017-01-14,145
2017-01-15,150
2017-01-16,150
2017-01-17,150
2017-01-18,148
2017-01-19,148
2017-01-20,147
2017-01-21,147
2017-01-22,146
2017-01-27,129
2017-01-28,129
2017-01-29,132
2017-01-30,135
2017-01-31,136
2017-02-01,134
2017-02-02,132
2017-02-03,130
2017-02-04,130
2017-02-05,130
2017-02-06,130
2017-02-07,129
2017-02-08,128
2017-02-09,128
2017-02-10,128
2017-02-11,131
2017-02-12,134
2017-02-13,134
2017-02-14,133
2017-02-15,132
2017-02-16,131
2017-02-18,129
2017-02-19,129
2017-02-20,128
2017-02-21,129
2017-02-22,128
2017-02-23,127
2017-02-24,124
2017-02-25,123
2017-02-26,123
2017-02-27,124
2017-02-28,125
2017-03-01,125
2017-03-02,125
2017-03-03,125
2017-03-04,125
2017-03-05,125
2017-03-06,125
2017-03-07,124
2017-03-08,123
2017-03-09,123
2017-03-10,122
2017-03-11,121
2017-03-12,120
2017-03-13,120
2017-03-14,119
2017-03-15,117
2017-03-16,115
2017-03-17,110
2017-03-18,108
2017-03-19,108
2017-03-20,109
2017-03-21,110
2017-03-22,113
2017-03-23,114
2017-03-24,113
2017-03-25,113
2017-03-26,112
2017-03-27,112
2017-03-28,112
2017-03-29,112
2017-03-30,111
2017-03-31,110
2017-04-01,109
2017-04-02,109
2017-04-03,109
2017-04-04,109
2017-04-12,114
2017-04-13,116
2017-04-14,118
2017-04-15,119
2017-04-16,121
2017-04-17,121
2017-04-18,122
2017-04-19,121
2017-04-20,121
2017-04-21,119
2017-04-22,116
2017-04-23,114
2017-04-24,114
2017-04-25,115
2017-04-26,116
2017-04-27,117
2017-04-28,117
2017-04-29,118
2017-04-30,119
2017-05-01,119
2017-05-02,119
2017-05-03,118
2017-05-04,118
2017-05-05,118
2017-05-06,118
2017-05-07,118
2017-05-08,118
2017-05-09,118
2017-05-10,118
2017-05-11,117
2017-05-12,116
2017-05-13,115
2017-05-14,114
2017-05-15,114
2017-05-16,114
2017-05-17,113
2017-05-18,112
2017-05-19,111
2017-05-20,112
2017-05-21,113
2017-05-22,112
2017-05-23,111
2017-05-24,110
2017-05-25,114
2017-05-26,120
2017-05-27,123
2017-05-28,118
2017-05-29,117
2017-05-30,117
2017-05-31,118
2017-06-01,114
2017-06-02,112
2017-06-03,113
2017-06-06,117
2017-06-07,118
2017-06-08,119
2017-06-09,118
2017-06-10,117
2017-06-11,115
2017-06-12,109
2017-06-13,109
2017-06-14,113
2017-06-15,115
2017-06-16,117
2017-06-17,118
2017-06-18,120
2017-06-19,120
2017-06-20,121
2017-06-21,121
2017-06-22,121
2017-06-23,122
2017-06-24,124
2017-06-25,127
2017-06-26,128
2017-06-27,134
2017-06-28,133
2017-06-29,136
2017-06-30,141
2017-07-01,141
2017-07-02,139
2017-07-03,135
2017-07-04,130
2017-07-05,131
2017-07-06,132
2017-07-07,133
2017-07-08,135
2017-07-13,138
2017-07-14,139
2017-07-15,141
2017-07-16,143
2017-07-17,147
2017-07-18,149
2017-07-19,151
2017-07-20,152
2017-07-21,152
2017-07-22,151
2017-07-23,150
2017-07-24,149
2017-07-25,142
2017-07-26,138
2017-07-27,137
2017-07-28,136
2017-07-29,137
2017-07-30,140
2017-07-31,143
2017-08-01,146
2017-08-02,146
2017-08-03,147
2017-08-04,146
2017-08-05,146
2017-08-06,146
2017-08-09,146
2017-08-10,147
2017-08-11,146
2017-08-12,146
2017-08-13,146
2017-08-14,145
2017-08-15,144
2017-08-16,142
2017-08-17,140
2017-08-18,139
2017-08-19,137
2017-08-20,137
2017-08-21,139
2017-08-22,138
2017-08-23,137
2017-08-24,136
2017-08-25,134
2017-08-26,132
2017-08-27,133
2017-08-28,132
2017-08-29,131
2017-08-30,130
2017-08-31,130
2017-09-01,130
2017-09-02,131
2017-09-03,136
2017-09-04,138
2017-09-05,138
2017-09-06,139
2017-09-07,139
2017-09-08,140
2017-09-09,140
2017-09-10,140
2017-09-11,139
2017-09-12,138
2017-09-13,136
2017-09-14,134
2017-09-15,133
2017-09-16,133
2017-09-17,133
2017-09-18,132
2017-09-19,132
2017-09-20,132
2017-09-21,131
2017-09-22,129
2017-09-23,129
2017-09-24,130
2017-09-25,129
2017-09-26,129
2017-09-27,129
2017-09-28,128
2017-09-29,126
2017-09-30,126
2017-10-01,126
2017-10-02,125
2017-10-03,124
2017-10-04,123
2017-10-05,124
2017-10-06,125
2017-10-07,125
2017-10-08,125
2017-10-09,125
2017-10-10,125
2017-10-11,125
2017-10-12,125
2017-10-13,124
2017-10-14,123
2017-10-15,123
2017-10-16,122
2017-10-17,121
2017-10-18,119
2017-10-19,118
2017-10-20,117
2017-10-21,116
2017-10-22,114
2017-10-23,113
2017-10-24,113
2017-10-25,113
2017-10-26,116
2017-10-27,117
2017-10-28,120
2017-10-29,124
2017-10-30,126
2017-10-31,129
2017-11-01,129
2017-11-02,128
2017-11-03,128
2017-11-04,129
2017-11-05,129
2017-11-06,129
2017-11-07,128
2017-11-08,128
2017-11-09,127
2017-11-10,124
2017-11-11,125
2017-11-12,126
2017-11-13,126
2017-11-14,126
2017-11-15,126
2017-11-16,126
2017-11-17,126
2017-11-18,126
2017-11-19,126
2017-11-20,126
2017-11-21,126
2017-11-22,126
2017-11-23,126
2017-11-24,126
2017-11-25,126
2017-11-26,126
2017-11-27,127
2017-11-28,127
2017-11-29,127
2017-11-30,126
2017-12-01,126
2017-12-02,126
2017-12-03,126
2017-12-04,126
2017-12-05,126
2017-12-06,126
2017-12-07,126
2017-12-08,126
2017-12-09,126
2017-12-10,127
2017-12-11,128
2017-12-12,127
2017-12-13,127
2017-12-14,126
2017-12-15,126
2017-12-16,126
2017-12-17,126
2017-12-18,126
2017-12-19,126
2017-12-20,126
2017-12-21,126
2017-12-22,126
2017-12-23,126
2017-12-24,127
2017-12-25,129
2017-12-26,129
2017-12-27,130
2017-12-28,131
2017-12-29,132
2017-12-30,132
2017-12-31,132
2018-01-01,133
2018-01-02,135
2018-01-03,137
2018-01-04,135
2018-01-05,135
2018-01-06,140
2018-01-07,146
2018-01-08,153
2018-01-09,160
2018-01-10,165
2018-01-11,165
2018-01-12,162
2018-01-13,160
2018-01-14,157
2018-01-15,154
2018-01-16,148
2018-01-17,144
2018-01-18,142
2018-01-19,142
2018-01-20,141
2018-01-21,142
2018-01-22,142
2018-01-23,143
2018-01-24,143
2018-01-25,146
2018-01-26,144
2018-01-27,143
2018-01-28,145
2018-01-29,145
2018-01-30,144
2018-01-31,143
2018-02-01,143
2018-02-02,143
2018-02-03,143
2018-02-04,143
2018-02-05,144
2018-02-06,144
2018-02-07,145
2018-02-08,148
2018-02-09,152
2018-02-10,157
2018-02-11,160
2018-02-12,161
2018-02-13,162
2018-02-14,164
2018-02-15,171
2018-02-16,178
2018-02-17,184
2018-02-18,189
2018-02-19,192
2018-02-20,190
2018-02-21,180
2018-02-22,171
2018-02-23,169
2018-02-24,170
2018-02-25,171
2018-02-26,172
2018-02-27,172
2018-02-28,172
2018-03-01,174
2018-03-02,178
2018-03-03,183
2018-03-04,183
2018-03-05,184
2018-03-06,184
2018-03-07,182
2018-03-08,180
2018-03-09,179
2018-03-10,178
2018-03-11,177
2018-03-12,176
2018-03-13,176
2018-03-14,181
2018-03-15,185
2018-03-16,190
2018-03-17,192
2018-03-18,198
2018-03-20,201
2018-03-21,200
2018-03-23,199
2018-03-24,202
2018-03-27,203
2018-03-28,203
2018-03-29,203
2018-03-30,205
2018-03-31,205
2018-04-01,209
2018-04-02,210
2018-04-03,210
2018-04-04,210
2018-04-05,211
2018-04-06,210
2018-04-08,209
2018-04-09,208
2018-04-10,208
2018-04-11,205
2018-04-12,202
2018-04-13,201
2018-04-14,202
2018-04-16,202
2018-04-17,202
2018-04-18,202
2018-04-19,203
2018-04-20,203
2018-04-21,204
2018-04-22,205
2018-04-23,205
2018-04-24,205
2018-04-25,205
2018-04-26,205
2018-04-27,205
2018-04-28,206
2018-04-29,207
2018-04-30,208
2018-05-02,209
2018-05-03,210
2018-05-04,210
2018-05-05,211
2018-05-06,212
2018-05-07,211
2018-05-08,211
2018-05-09,211
2018-05-10,210
2018-05-11,208
2018-05-12,208
2018-05-13,209
2018-05-14,209
2018-05-15,210
2018-05-16,210
2018-05-17,213
2018-05-18,214
2018-05-19,217
2018-05-20,219
2018-05-21,220
2018-05-22,222
2018-05-23,222
2018-05-24,223
2018-05-25,223
2018-05-26,222
2018-05-27,223
2018-05-28,222
2018-05-29,222
2018-05-30,221
2018-05-31,220
2018-06-01,220
2018-06-02,217
2018-06-03,216
2018-06-04,215
2018-06-05,214
2018-06-06,211
2018-06-07,203
2018-06-08,192
2018-06-09,188
2018-06-10,183
2018-06-11,174
2018-06-12,166
2018-06-13,163
2018-06-14,172
2018-06-15,181
2018-06-16,189
2018-06-17,190
2018-06-18,194
2018-06-19,202
2018-06-20,211
2018-06-21,219
2018-06-22,220
2018-06-23,221
2018-06-24,221
2018-06-25,222
2018-06-26,224
2018-06-27,225
2018-06-28,229
2018-06-29,232
2018-06-30,233
2018-07-01,233
2018-07-02,234
2018-07-03,236
2018-07-04,239
2018-07-05,243
2018-07-06,247
2018-07-07,249
2018-07-08,247
2018-07-09,242
2018-07-10,239
2018-07-11,238
2018-07-12,239
2018-07-13,245
2018-07-14,247
2018-07-15,247
2018-07-16,247
2018-07-17,248
2018-07-18,249
2018-07-19,249
2018-07-20,249
2018-07-21,247
2018-07-22,235
2018-07-23,223
2018-07-24,221
2018-07-25,221
2018-07-26,220
2018-07-27,217
2018-07-28,215
2018-07-29,217
2018-07-30,221
2018-07-31,225
2018-08-01,229
2018-08-02,233
2018-08-03,238
2018-08-04,240
2018-08-05,241
2018-08-06,242
2018-08-07,241
2018-08-08,241
2018-08-09,241
2018-08-10,240
2018-08-11,240
2018-08-12,240
2018-08-14,244
2018-08-16,247
2018-08-17,249
2018-08-18,251
2018-08-19,254
2018-08-20,258
2018-08-21,263
2018-08-22,270
2018-08-23,279
2018-08-24,283
2018-08-25,285
2018-08-26,284
2018-08-27,282
2018-08-28,276
2018-08-29,264
2018-08-30,258
2018-08-31,255
2018-09-01,252
2018-09-02,253
2018-09-03,257
2018-09-04,264
2018-09-05,269
2018-09-06,272
2018-09-07,274
2018-09-08,274
2018-09-09,273
2018-09-10,271
2018-09-11,268
2018-09-12,261
2018-09-13,258
2018-09-14,258
2018-09-15,263
2018-09-16,268
2018-09-17,270
2018-09-18,269
2018-09-19,266
2018-09-20,263
2018-09-21,261
2018-09-22,263
2018-09-23,265
2018-09-24,264
2018-09-25,262
2018-09-26,262
2018-09-27,260
2018-09-28,259
2018-09-29,257
2018-09-30,257
2018-10-02,255
2018-10-03,253
2018-10-04,250
2018-10-05,248
2018-10-06,243
2018-10-07,240
2018-10-08,236
2018-10-09,231
2018-10-10,227
2018-10-11,224
2018-10-12,223
2018-10-13,222
2018-10-14,221
2018-10-15,221
2018-10-16,223
2018-10-17,227
2018-10-18,230
2018-10-19,234
2018-10-20,235
2018-10-21,236
2018-10-22,228
2018-10-23,227
2018-10-24,222
2018-10-25,217
2018-10-26,217
2018-10-27,218
2018-10-28,219
2018-10-29,219
2018-10-30,218
2018-10-31,218
2018-11-01,216
2018-11-03,213
2018-11-04,210
2018-11-05,207
2018-11-06,203
2018-11-07,196
2018-11-08,188
2018-11-09,185
2018-11-10,186
2018-11-11,189
2018-11-12,197
2018-11-13,201
2018-11-14,201
2018-11-15,200
2018-11-16,195
2018-11-17,188
2018-11-18,184
2018-11-19,185
2018-11-20,185
2018-11-21,184
2018-11-22,183
2018-11-23,183
2018-11-24,186
2018-11-25,191
2018-11-26,192
2018-11-27,192
2018-11-28,191
2018-11-29,190
2018-12-01,188
2018-12-02,188
2018-12-03,187
2018-12-04,185
2018-12-05,183
2018-12-07,183
2018-12-09,182
2018-12-10,181
2018-12-11,181
2018-12-12,179
2018-12-13,175
2018-12-14,171
2018-12-15,166
2018-12-16,164
2018-12-17,164
2018-12-18,163
2018-12-19,165
2018-12-20,168
2018-12-21,170
2018-12-22,171
2018-12-23,171
2018-12-24,167
2018-12-25,163
2018-12-26,161
2018-12-27,161
2018-12-28,160
2018-12-29,157
2018-12-30,153
2018-12-31,147
2019-01-01,153
2019-01-02,160
2019-01-03,167
2019-01-04,176
2019-01-05,185
2019-01-06,189
2019-01-08,184
2019-01-10,179
2019-01-11,182
2019-01-12,191
2019-01-13,198
2019-01-14,205
2019-01-15,214
2019-01-16,213
2019-01-17,214
2019-01-18,220
2019-01-19,226
2019-01-20,234
2019-01-21,236
2019-01-22,241
2019-01-23,246
2019-01-24,248
2019-01-25,247
2019-01-26,241
2019-01-27,230
2019-01-28,226
2019-01-29,227
2019-01-30,233
2019-01-31,243
2019-02-01,254
2019-02-02,267
2019-02-03,264
2019-02-04,262
2019-02-05,260
2019-02-06,257
2019-02-07,254
2019-02-08,245
2019-02-09,232
2019-02-10,224
2019-02-11,214
2019-02-12,203
2019-02-13,197
2019-02-14,199
2019-02-15,195
2019-02-16,189
2019-02-17,187
2019-02-18,187
2019-02-19,194
2019-02-20,203
2019-02-21,214
2019-02-22,212
2019-02-23,207
2019-02-24,204
2019-02-25,200
2019-02-26,197
2019-02-27,197
2019-02-28,197
2019-03-01,194
2019-03-02,192
2019-03-03,193
2019-03-04,195
2019-03-05,196
2019-03-06,202
2019-03-07,210
2019-03-08,209
2019-03-09,209
2019-03-10,213
2019-03-11,210
2019-03-12,202
2019-03-13,195
2019-03-14,192
2019-03-15,190
2019-03-16,186
2019-03-17,186
2019-03-18,185
2019-03-19,185
2019-03-20,188
2019-03-21,192
2019-03-22,193
2019-03-23,189
2019-03-24,184
2019-03-25,181
2019-03-26,178
2019-03-27,178
2019-03-28,180
2019-03-29,187
2019-03-30,188
2019-03-31,186
2019-04-01,183
2019-04-02,181
2019-04-03,180
2019-04-04,181
2019-04-05,182
2019-04-06,181
2019-04-07,180
2019-04-08,180
2019-04-09,182
2019-04-10,187
2019-04-11,193
2019-04-12,194
2019-04-13,194
2019-04-14,193
2019-04-15,193
2019-04-16,193
2019-04-17,193
2019-04-18,193
2019-04-19,193
2019-04-20,192
2019-04-21,188
2019-04-22,184
2019-04-23,180
2019-04-24,179
2019-04-25,179
2019-04-26,181
2019-04-27,182
2019-04-28,183
2019-04-29,183
2019-04-30,183
2019-05-01,183
2019-05-02,184
2019-05-03,186
2019-05-04,188
2019-05-05,189
2019-05-06,191
2019-05-07,191
2019-05-08,190
2019-05-09,187
2019-05-10,184
2019-05-11,183
2019-05-12,182
2019-05-13,181
2019-05-14,181
2019-05-15,181
2019-05-16,182
2019-05-17,181
2019-05-18,179
2019-05-19,178
2019-05-20,178
2019-05-21,178
2019-05-22,178
2019-05-23,179
2019-05-24,179
2019-05-25,177
2019-05-26,174
2019-05-27,173
2019-05-28,171
2019-05-29,169
2019-05-30,168
2019-05-31,167
2019-06-01,165
2019-06-02,164
2019-06-03,164
2019-06-04,163
2019-06-05,163
2019-06-06,164
2019-06-07,167
2019-06-08,167
2019-06-09,167
2019-06-10,167
2019-06-11,167
2019-06-12,167
2019-06-13,167
2019-06-14,166
2019-06-15,165
2019-06-16,165
2019-06-17,166
2019-06-18,167
2019-06-19,168
2019-06-20,169
2019-06-21,170
2019-06-22,171
2019-06-23,173
2019-06-24,174
2019-06-25,174
2019-06-26,174
2019-06-27,175
2019-06-28,174
2019-06-29,173
2019-06-30,172
2019-07-01,171
2019-07-02,170
2019-07-03,168
2019-07-04,166
2019-07-05,165
2019-07-06,166
2019-07-07,167
2019-07-08,167
2019-07-09,168
2019-07-10,168
2019-07-11,168
2019-07-12,167
2019-07-13,166
2019-07-14,165
2019-07-15,165
2019-07-16,164
2019-07-17,164
2019-07-18,164
2019-07-19,164
2019-07-20,164
2019-07-21,164
2019-07-22,164
2019-07-23,165
2019-07-24,165
2019-07-25,164
2019-07-26,163
2019-07-27,162
2019-07-28,160
2019-07-29,158
2019-07-30,157
2019-07-31,155
2019-08-01,154
2019-08-02,153
2019-08-03,151
2019-08-04,150
2019-08-05,151
2019-08-06,152
2019-08-07,152
2019-08-08,152
2019-08-09,152
2019-08-10,152
2019-08-11,153
2019-08-12,154
2019-08-13,155
2019-08-14,156
2019-08-15,158
2019-08-16,158
2019-08-17,157
2019-08-18,155
2019-08-19,155
2019-08-20,155
2019-08-21,154
2019-08-22,154
2019-08-23,151
2019-08-24,151
2019-08-24,151
2019-08-25,149
2019-08-25,149
2019-08-26,149
2019-08-26,149
2019-08-27,149
2019-08-27,149
2019-08-28,149
2019-08-29,149
2019-08-30,149
2019-08-31,148
2019-09-01,147
2019-09-02,146
2019-09-03,144
2019-09-04,142
2019-09-05,142
