date_obj,Bronze%20trimmed%20set%20(lg) price
2016-03-28,84106
2016-03-29,84106
2016-03-30,84106
2016-03-31,84106
2016-04-01,83143
2016-04-02,83143
2016-04-03,83143
2016-04-04,83143
2016-04-05,83143
2016-04-06,83143
2016-04-07,83143
2016-04-08,83143
2016-04-09,83143
2016-04-10,82934
2016-04-11,82934
2016-04-12,82934
2016-04-13,82934
2016-04-14,82934
2016-04-15,82934
2016-04-16,82934
2016-04-17,82934
2016-04-18,82934
2016-04-19,82934
2016-04-20,82014
2016-04-21,82014
2016-04-22,82014
2016-04-23,82014
2016-04-24,82014
2016-04-25,82014
2016-04-26,82014
2016-04-27,80596
2016-04-28,80596
2016-04-29,80596
2016-04-30,80596
2016-05-01,80596
2016-05-02,80596
2016-05-03,80596
2016-05-04,80596
2016-05-05,81549
2016-05-06,81549
2016-05-07,81549
2016-05-08,81549
2016-05-09,81549
2016-05-10,81549
2016-05-11,81549
2016-05-12,81549
2016-05-13,81549
2016-05-14,81549
2016-05-15,81516
2016-05-16,81516
2016-05-17,81516
2016-05-18,81516
2016-05-19,81516
2016-05-22,81411
2016-05-23,81411
2016-05-24,81411
2016-05-25,81411
2016-05-26,81411
2016-05-27,81411
2016-05-28,81411
2016-05-29,81411
2016-05-30,81411
2016-05-31,80817
2016-06-01,80817
2016-06-02,80817
2016-06-03,80817
2016-06-04,80817
2016-06-05,80817
2016-06-06,78667
2016-06-07,78667
2016-06-08,78667
2016-06-09,78667
2016-06-10,78667
2016-06-11,78667
2016-06-12,78667
2016-06-13,78594
2016-06-14,78594
2016-06-15,78594
2016-06-16,78594
2016-06-17,78594
2016-06-18,78594
2016-06-19,78594
2016-06-20,78594
2016-06-21,78594
2016-06-22,81487
2016-06-23,81487
2016-06-24,81487
2016-06-25,81487
2016-06-26,81487
2016-06-27,81487
2016-06-28,81487
2016-06-29,81487
2016-06-30,83258
2016-07-01,83258
2016-07-02,83258
2016-07-03,83258
2016-07-04,83258
2016-07-05,83258
2016-07-06,83258
2016-07-07,83258
2016-07-08,79464
2016-07-09,79464
2016-07-10,79464
2016-07-11,79464
2016-07-12,79464
2016-07-13,79464
2016-07-14,79464
2016-07-15,75700
2016-07-16,75700
2016-07-17,75700
2016-07-18,75700
2016-07-23,75700
2016-07-24,75700
2016-07-25,72172
2016-07-26,72172
2016-07-27,72172
2016-07-28,72172
2016-07-29,72172
2016-07-30,72172
2016-07-31,72172
2016-08-01,72172
2016-08-02,68845
2016-08-03,68845
2016-08-04,68845
2016-08-05,68845
2016-08-06,68845
2016-08-07,68845
2016-08-08,68845
2016-08-09,68845
2016-08-10,66174
2016-08-11,66174
2016-08-12,66174
2016-08-13,66174
2016-08-14,66174
2016-08-15,66174
2016-08-16,66174
2016-08-17,66174
2016-08-18,66174
2016-08-19,66174
2016-08-20,66174
2016-08-21,63671
2016-08-22,63671
2016-08-23,63671
2016-08-24,63671
2016-08-25,63671
2016-08-26,63671
2016-08-28,63671
2016-08-31,63671
2016-09-01,62875
2016-09-02,62875
2016-09-03,62875
2016-09-04,62875
2016-09-05,62875
2016-09-06,62875
2016-09-07,62875
2016-09-08,62875
2016-09-09,62875
2016-09-10,62875
2016-09-11,62875
2016-09-12,62875
2016-09-13,61325
2016-09-14,61325
2016-09-15,61325
2016-09-16,61325
2016-09-17,61325
2016-09-18,61325
2016-09-19,61325
2016-09-20,61325
2016-09-21,61325
2016-09-22,61325
2016-09-23,60968
2016-09-24,60968
2016-09-25,60968
2016-09-26,60968
2016-09-27,60968
2016-09-28,60968
2016-09-29,60968
2016-09-30,60968
2016-10-01,60968
2016-10-02,60968
2016-10-03,60968
2016-10-04,58763
2016-10-05,58763
2016-10-06,58763
2016-10-07,58763
2016-10-08,58763
2016-10-09,58763
2016-10-10,58763
2016-10-11,58763
2016-10-12,58763
2016-10-13,58763
2016-10-14,56578
2016-10-15,56578
2016-10-16,56578
2016-10-17,56578
2016-10-18,56578
2016-10-19,56578
2016-10-20,56578
2016-10-21,56578
2016-10-22,56578
2016-10-23,57251
2016-10-24,57251
2016-10-25,57251
2016-10-26,57251
2016-10-27,57251
2016-10-28,57251
2016-10-29,57251
2016-10-30,57251
2016-10-31,57251
2016-11-01,57251
2016-11-02,57251
2016-11-03,57251
2016-11-04,58002
2016-11-05,58002
2016-11-06,58002
2016-11-07,58002
2016-11-08,58002
2016-11-09,58002
2016-11-10,58002
2016-11-11,58002
2016-11-12,58002
2016-11-13,58002
2016-11-14,58002
2016-11-15,58002
2016-12-07,58248
2016-12-08,58248
2016-12-09,58248
2016-12-10,58248
2016-12-11,58248
2016-12-12,58248
2016-12-13,58248
2016-12-14,58248
2016-12-15,58248
2016-12-16,56681
2016-12-17,56681
2016-12-18,56681
2016-12-19,56681
2016-12-20,56681
2016-12-21,56681
2016-12-22,56681
2016-12-23,56681
2016-12-24,55884
2016-12-25,55884
2016-12-26,55884
2016-12-27,55884
2016-12-28,55884
2016-12-29,55884
2016-12-30,55884
2016-12-31,55884
2017-01-01,55884
2017-01-02,54942
2017-01-03,54942
2017-01-04,54942
2017-01-05,54942
2017-01-06,54942
2017-01-07,54942
2017-01-08,54942
2017-01-09,54942
2017-01-10,54942
2017-01-11,55194
2017-01-12,55194
2017-01-13,55194
2017-01-14,55194
2017-01-15,55194
2017-01-16,55194
2017-01-17,55194
2017-01-18,54386
2017-01-19,54386
2017-01-20,54386
2017-01-21,54386
2017-01-22,54386
2017-01-23,54386
2017-01-27,53109
2017-01-28,53109
2017-01-29,53109
2017-01-30,53109
2017-01-31,53109
2017-02-01,53109
2017-02-02,53109
2017-02-03,54507
2017-02-04,54507
2017-02-05,54507
2017-02-06,54507
2017-02-07,54507
2017-02-08,54507
2017-02-09,54507
2017-02-10,54507
2017-02-11,54507
2017-02-12,54507
2017-02-13,55986
2017-02-14,55986
2017-02-15,55986
2017-02-16,55986
2017-02-18,55986
2017-02-19,55986
2017-02-20,55986
2017-02-21,55986
2017-02-22,55986
2017-02-23,55986
2017-02-24,57793
2017-02-25,57793
2017-02-26,57793
2017-02-27,57793
2017-02-28,57793
2017-03-01,57793
2017-03-02,57793
2017-03-03,57793
2017-03-04,57793
2017-03-05,57793
2017-03-06,59326
2017-03-07,59326
2017-03-08,59326
2017-03-09,59326
2017-03-10,59326
2017-03-11,59326
2017-03-12,59326
2017-03-13,59326
2017-03-14,59326
2017-03-15,59813
2017-03-16,59813
2017-03-17,59813
2017-03-18,59813
2017-03-19,59813
2017-03-20,59813
2017-03-21,59813
2017-03-22,59813
2017-03-23,59205
2017-03-24,59205
2017-03-25,59205
2017-03-26,59205
2017-03-27,59205
2017-03-28,59205
2017-03-29,59205
2017-03-30,59205
2017-03-31,59205
2017-04-01,59205
2017-04-02,60101
2017-04-03,60101
2017-04-04,60101
2017-04-12,58973
2017-04-13,58973
2017-04-14,58973
2017-04-15,58973
2017-04-16,58973
2017-04-17,58973
2017-04-18,57503
2017-04-19,57503
2017-04-20,57503
2017-04-21,57503
2017-04-22,57503
2017-04-23,57503
2017-04-24,57503
2017-04-25,57503
2017-04-26,57503
2017-04-27,57503
2017-04-28,56468
2017-04-29,56468
2017-04-30,56468
2017-05-01,56468
2017-05-02,56468
2017-05-03,56468
2017-05-04,56468
2017-05-05,56468
2017-05-06,56468
2017-05-07,54255
2017-05-08,54255
2017-05-09,54255
2017-05-10,54255
2017-05-11,54255
2017-05-12,54255
2017-05-13,54255
2017-05-14,54255
2017-05-15,54255
2017-05-16,52469
2017-05-17,52469
2017-05-18,52469
2017-05-19,52469
2017-05-20,52469
2017-05-21,52469
2017-05-22,52469
2017-05-23,52469
2017-05-24,52469
2017-05-25,52469
2017-05-26,51002
2017-05-27,51002
2017-05-28,51002
2017-05-29,51002
2017-05-30,51002
2017-05-31,51002
2017-06-01,51002
2017-06-02,51002
2017-06-03,51002
2017-06-04,51002
2017-06-05,50381
2017-06-06,50381
2017-06-07,50381
2017-06-08,50381
2017-06-09,50381
2017-06-10,50381
2017-06-11,50381
2017-06-12,50381
2017-06-13,50381
2017-06-14,50381
2017-06-15,50381
2017-06-16,50325
2017-06-17,50325
2017-06-18,50325
2017-06-19,50325
2017-06-20,50325
2017-06-21,50325
2017-06-22,50325
2017-06-23,50325
2017-06-24,50325
2017-06-25,50325
2017-06-26,50325
2017-06-27,50325
2017-06-28,51155
2017-06-29,51155
2017-06-30,51155
2017-07-01,51155
2017-07-02,51155
2017-07-03,51155
2017-07-04,51155
2017-07-05,51155
2017-07-06,51155
2017-07-07,51155
2017-07-08,51155
2017-07-13,51574
2017-07-14,51574
2017-07-15,51574
2017-07-16,51574
2017-07-17,51574
2017-07-18,51574
2017-07-19,51574
2017-07-20,51574
2017-07-21,50842
2017-07-22,50842
2017-07-23,50842
2017-07-24,50842
2017-07-25,50842
2017-07-26,50842
2017-07-27,50842
2017-07-28,50842
2017-07-29,50842
2017-07-30,50842
2017-07-31,50842
2017-08-01,49053
2017-08-02,49053
2017-08-03,49053
2017-08-04,49053
2017-08-05,49053
2017-08-06,49053
2017-08-09,49053
2017-08-10,49108
2017-08-11,49108
2017-08-12,49108
2017-08-13,49108
2017-08-14,49108
2017-08-15,49108
2017-08-16,49108
2017-08-17,49108
2017-08-18,49108
2017-08-19,49108
2017-08-20,50443
2017-08-21,50443
2017-08-22,50443
2017-08-23,50443
2017-08-24,50443
2017-08-25,50443
2017-08-26,50443
2017-08-27,50443
2017-08-28,50443
2017-08-29,50443
2017-08-30,50443
2017-08-31,51433
2017-09-01,51433
2017-09-02,51433
2017-09-03,51433
2017-09-04,51433
2017-09-05,51433
2017-09-06,51433
2017-09-07,51433
2017-09-08,51433
2017-09-09,51433
2017-09-10,52426
2017-09-11,52426
2017-09-12,52426
2017-09-13,52426
2017-09-14,52426
2017-09-15,52426
2017-09-16,52426
2017-09-17,52426
2017-09-18,52426
2017-09-19,52426
2017-09-20,53233
2017-09-21,53233
2017-09-22,53233
2017-09-23,53233
2017-09-24,53233
2017-09-25,53233
2017-09-26,53233
2017-09-27,53233
2017-09-28,53233
2017-09-29,53233
2017-09-30,53233
2017-10-01,54216
2017-10-02,54216
2017-10-03,54216
2017-10-04,54216
2017-10-05,54216
2017-10-06,54216
2017-10-07,54216
2017-10-08,54216
2017-10-09,54216
2017-10-10,54216
2017-10-11,54216
2017-10-12,54216
2017-10-13,55255
2017-10-14,55255
2017-10-15,55255
2017-10-16,55255
2017-10-17,55255
2017-10-18,55255
2017-10-19,55255
2017-10-20,55255
2017-10-21,55255
2017-10-22,55255
2017-10-23,55255
2017-10-24,55255
2017-10-25,55050
2017-10-26,55050
2017-10-27,55050
2017-10-28,55050
2017-10-29,55050
2017-10-30,55050
2017-10-31,55050
2017-11-01,55050
2017-11-02,55050
2017-11-03,55050
2017-11-04,55050
2017-11-05,54205
2017-11-06,54205
2017-11-07,54205
2017-11-08,54205
2017-11-09,54205
2017-11-10,54205
2017-11-11,54205
2017-11-12,54205
2017-11-13,54205
2017-11-14,54205
2017-11-15,54205
2017-11-16,54205
2017-11-17,51579
2017-11-18,51579
2017-11-19,51579
2017-11-20,51579
2017-11-21,51579
2017-11-22,51579
2017-11-23,51579
2017-11-24,51579
2017-11-25,51579
2017-11-26,51579
2017-11-27,51579
2017-11-28,51579
2017-11-29,51365
2017-11-30,51365
2017-12-01,51365
2017-12-02,51365
2017-12-03,51365
2017-12-04,51365
2017-12-05,51365
2017-12-06,51365
2017-12-07,51365
2017-12-08,51365
2017-12-09,51365
2017-12-10,52457
2017-12-11,52457
2017-12-12,52457
2017-12-13,52457
2017-12-14,52457
2017-12-15,52457
2017-12-16,52457
2017-12-17,52457
2017-12-18,52457
2017-12-19,52457
2017-12-20,52457
2017-12-21,52457
2017-12-22,52881
2017-12-23,52881
2017-12-24,52881
2017-12-25,52881
2017-12-26,52881
2017-12-27,52881
2017-12-28,52881
2017-12-29,52881
2017-12-30,52881
2017-12-31,52881
2018-01-01,52881
2018-01-02,54010
2018-01-03,54010
2018-01-04,54010
2018-01-05,54010
2018-01-06,54010
2018-01-07,54010
2018-01-08,54010
2018-01-09,54010
2018-01-10,54010
2018-01-11,54010
2018-01-12,54010
2018-01-13,55980
2018-01-14,55980
2018-01-15,55980
2018-01-16,55980
2018-01-17,55980
2018-01-18,55980
2018-01-19,55980
2018-01-20,55980
2018-01-21,55980
2018-01-22,56703
2018-01-23,56703
2018-01-24,56703
2018-01-25,56703
2018-01-26,56703
2018-01-27,57363
2018-01-28,57363
2018-01-29,57363
2018-01-30,57363
2018-01-31,58280
2018-02-01,58280
2018-02-02,58280
2018-02-03,58280
2018-02-04,58280
2018-02-05,58238
2018-02-06,58238
2018-02-07,58238
2018-02-08,58238
2018-02-09,58238
2018-02-10,59561
2018-02-11,59561
2018-02-12,59561
2018-02-13,59561
2018-02-14,59561
2018-02-15,59561
2018-02-16,60138
2018-02-17,60138
2018-02-18,60138
2018-02-19,60138
2018-02-20,60138
2018-02-21,60929
2018-02-22,60929
2018-02-23,60929
2018-02-24,60929
2018-02-25,60929
2018-02-26,60929
2018-02-27,61726
2018-02-28,61726
2018-03-01,61726
2018-03-02,61726
2018-03-03,61726
2018-03-04,61726
2018-03-05,61167
2018-03-06,61167
2018-03-07,61167
2018-03-08,61167
2018-03-09,61167
2018-03-10,59414
2018-03-11,59414
2018-03-12,59414
2018-03-13,59414
2018-03-14,59414
2018-03-15,58158
2018-03-16,58158
2018-03-17,58158
2018-03-18,58158
2018-03-19,58158
2018-03-20,57170
2018-03-21,57170
2018-03-23,57170
2018-03-24,57170
2018-03-25,56333
2018-03-26,56333
2018-03-27,56333
2018-03-28,56333
2018-03-29,56333
2018-03-30,56333
2018-03-31,56542
2018-04-01,56542
2018-04-02,56542
2018-04-03,56542
2018-04-04,56542
2018-04-05,56938
2018-04-06,56938
2018-04-07,56938
2018-04-08,56938
2018-04-09,56938
2018-04-10,56938
2018-04-11,56312
2018-04-12,56312
2018-04-13,56312
2018-04-14,56312
2018-04-15,56312
2018-04-16,56312
2018-04-17,57160
2018-04-18,57160
2018-04-19,57160
2018-04-20,57160
2018-04-21,57160
2018-04-22,57160
2018-04-23,57160
2018-04-24,58306
2018-04-25,58306
2018-04-26,58306
2018-04-27,58306
2018-04-28,58306
2018-04-29,56935
2018-04-30,56935
2018-05-01,56935
2018-05-02,56935
2018-05-03,56935
2018-05-04,56935
2018-05-05,55690
2018-05-06,55690
2018-05-07,55690
2018-05-08,55690
2018-05-09,55690
2018-05-10,55690
2018-05-11,56506
2018-05-12,56506
2018-05-13,56506
2018-05-14,56506
2018-05-15,56506
2018-05-16,56506
2018-05-17,56431
2018-05-18,56431
2018-05-19,56431
2018-05-20,56431
2018-05-21,56431
2018-05-22,55406
2018-05-23,55406
2018-05-24,55406
2018-05-25,55406
2018-05-26,55406
2018-05-27,54945
2018-05-28,54945
2018-05-29,54945
2018-05-30,54945
2018-05-31,54945
2018-06-01,54945
2018-06-02,53572
2018-06-03,53572
2018-06-04,53572
2018-06-05,53572
2018-06-06,53572
2018-06-07,52177
2018-06-08,52177
2018-06-09,52177
2018-06-10,52177
2018-06-11,52177
2018-06-12,52611
2018-06-13,52611
2018-06-14,52611
2018-06-15,52611
2018-06-16,52579
2018-06-17,52579
2018-06-18,52579
2018-06-19,52579
2018-06-20,52579
2018-06-21,52579
2018-06-22,53394
2018-06-23,53394
2018-06-24,53394
2018-06-25,53394
2018-06-26,53394
2018-06-27,53394
2018-06-28,53971
2018-06-29,53971
2018-06-30,53971
2018-07-01,53971
2018-07-02,53971
2018-07-03,52087
2018-07-04,52087
2018-07-05,52087
2018-07-06,52087
2018-07-07,52087
2018-07-08,51002
2018-07-09,51002
2018-07-10,51002
2018-07-11,51002
2018-07-12,51002
2018-07-13,51002
2018-07-14,51002
2018-07-15,51002
2018-07-16,49516
2018-07-17,49516
2018-07-18,49516
2018-07-19,49516
2018-07-20,49491
2018-07-21,49491
2018-07-22,49491
2018-07-23,49491
2018-07-24,49752
2018-07-25,49752
2018-07-26,49752
2018-07-27,49752
2018-07-28,49752
2018-07-29,51131
2018-07-30,51131
2018-07-31,51131
2018-08-01,51131
2018-08-02,51131
2018-08-03,52302
2018-08-04,52302
2018-08-05,52302
2018-08-06,52302
2018-08-07,52708
2018-08-08,52708
2018-08-09,52708
2018-08-10,52708
2018-08-11,52708
2018-08-12,54528
2018-08-14,54528
2018-08-16,54528
2018-08-17,56213
2018-08-18,56213
2018-08-19,56213
2018-08-20,56213
2018-08-21,56213
2018-08-22,57291
2018-08-23,57291
2018-08-24,57291
2018-08-25,57291
2018-08-26,57291
2018-08-27,58789
2018-08-28,58789
2018-08-29,58789
2018-08-30,58789
2018-08-31,61114
2018-09-01,61114
2018-09-02,61114
2018-09-03,61114
2018-09-04,62168
2018-09-05,62168
2018-09-06,62168
2018-09-07,62168
2018-09-08,63129
2018-09-09,63129
2018-09-10,63129
2018-09-11,63129
2018-09-12,63129
2018-09-13,63914
2018-09-14,63914
2018-09-15,63914
2018-09-16,63914
2018-09-17,63914
2018-09-18,66078
2018-09-19,66078
2018-09-20,66078
2018-09-21,66078
2018-09-22,66078
2018-09-23,67621
2018-09-24,67621
2018-09-25,67621
2018-09-26,67621
2018-09-27,67621
2018-09-28,70088
2018-09-29,70088
2018-09-30,70088
2018-10-01,70088
2018-10-02,70088
2018-10-03,70866
2018-10-04,70866
2018-10-05,70866
2018-10-06,70866
2018-10-07,70866
2018-10-08,70866
2018-10-09,70455
2018-10-10,70455
2018-10-11,70455
2018-10-12,70455
2018-10-13,70455
2018-10-14,68785
2018-10-15,68785
2018-10-16,68785
2018-10-17,68785
2018-10-18,67714
2018-10-19,67714
2018-10-20,67714
2018-10-21,67714
2018-10-22,67714
2018-10-23,65859
2018-10-24,65859
2018-10-25,65859
2018-10-26,65859
2018-10-27,66259
2018-10-28,66259
2018-10-29,66259
2018-10-30,66259
2018-10-31,66862
2018-11-01,66862
2018-11-03,69138
2018-11-04,70820
2018-11-05,71964
2018-11-06,73990
2018-11-07,73990
2018-11-08,76855
2018-11-09,76855
2018-11-10,78866
2018-11-11,78866
2018-11-12,80433
2018-11-13,80433
2018-11-15,83554
2018-11-16,86102
2018-11-17,86102
2018-11-18,88579
2018-11-19,88579
2018-11-20,89389
2018-11-21,89389
2018-11-22,86772
2018-11-23,86772
2018-11-24,83805
2018-11-25,83805
2018-11-26,83789
2018-11-27,83789
2018-11-28,82676
2018-11-29,82676
2018-12-01,80001
2018-12-02,80001
2018-12-03,76519
2018-12-04,76519
2018-12-05,73167
2018-12-07,73167
2018-12-09,71238
2018-12-10,69033
2018-12-11,69033
2018-12-12,69033
2018-12-13,66983
2018-12-14,66983
2018-12-15,66983
2018-12-16,64900
2018-12-17,64900
2018-12-18,61865
2018-12-19,61865
2018-12-20,59187
2018-12-21,59187
2018-12-22,59187
2018-12-23,57065
2018-12-24,57065
2018-12-25,57736
2018-12-26,57736
2018-12-27,58336
2018-12-28,58336
2018-12-29,58336
2018-12-30,58538
2018-12-31,58538
2019-01-01,58538
2019-01-02,56786
2019-01-03,56786
2019-01-04,56786
2019-01-05,55934
2019-01-06,55934
2019-01-08,55896
2019-01-10,58417
2019-01-11,58909
2019-01-12,58909
2019-01-13,58909
2019-01-14,58078
2019-01-15,58078
2019-01-16,58078
2019-01-17,56533
2019-01-18,56533
2019-01-19,56533
2019-01-20,54889
2019-01-21,54889
2019-01-22,53628
2019-01-23,53628
2019-01-24,53628
2019-01-25,52700
2019-01-26,52700
2019-01-27,52700
2019-01-28,51460
2019-01-29,51460
2019-01-30,50351
2019-01-31,50351
2019-02-01,50351
2019-02-02,49575
2019-02-03,49575
2019-02-04,49575
2019-02-05,49036
2019-02-06,49036
2019-02-07,49036
2019-02-08,48070
2019-02-09,48070
2019-02-10,48070
2019-02-11,47562
2019-02-12,47562
2019-02-13,48753
2019-02-14,48753
2019-02-15,48753
2019-02-16,47965
2019-02-17,47965
2019-02-18,47965
2019-02-19,46968
2019-02-20,46968
2019-02-21,46968
2019-02-22,47103
2019-02-23,47103
2019-02-24,47103
2019-02-25,47599
2019-02-26,47599
2019-02-27,47599
2019-02-28,47599
2019-03-01,47599
2019-03-02,47599
2019-03-03,47517
2019-03-04,47517
2019-03-05,47517
2019-03-06,47356
2019-03-07,47356
2019-03-08,47356
2019-03-09,47356
2019-03-10,47365
2019-03-11,47365
2019-03-12,47365
2019-03-13,47365
2019-03-14,46934
2019-03-15,46934
2019-03-16,46934
2019-03-17,46934
2019-03-18,45624
2019-03-19,45624
2019-03-20,45624
2019-03-21,44275
2019-03-22,44275
