date_obj,Digsite%20teleport price
2019-05-23,10448
2019-05-24,10701
2019-05-25,10881
2019-05-26,10987
2019-05-27,11004
2019-05-28,10823
2019-05-29,10849
2019-05-30,10858
2019-05-31,11399
2019-06-01,11969
2019-06-02,12550
2019-06-03,13171
2019-06-04,12985
2019-06-05,12931
2019-06-06,12898
2019-06-07,12659
2019-06-08,12367
2019-06-09,12893
2019-06-10,13420
2019-06-11,14091
2019-06-12,14204
2019-06-13,14050
2019-06-14,13854
2019-06-15,13698
2019-06-16,13551
2019-06-17,13508
2019-06-18,13438
2019-06-19,13107
2019-06-20,13348
2019-06-21,13300
2019-06-22,13264
2019-06-23,13389
2019-06-24,12821
2019-06-25,12543
2019-06-26,12404
2019-06-27,12565
2019-06-28,13186
2019-06-29,13846
2019-06-30,14534
2019-07-01,14146
2019-07-02,13556
2019-07-03,12964
2019-07-04,12797
2019-07-05,12792
2019-07-06,12662
2019-07-07,12575
2019-07-08,12294
2019-07-09,12631
2019-07-10,13260
2019-07-11,13325
2019-07-12,13858
2019-07-13,14238
2019-07-14,13808
2019-07-15,13921
2019-07-16,13849
2019-07-17,13817
2019-07-18,14204
2019-07-19,14471
2019-07-20,14390
2019-07-21,14320
2019-07-22,14309
2019-07-23,14152
2019-07-24,14045
2019-07-25,13885
2019-07-26,13831
2019-07-27,14174
2019-07-28,13963
2019-07-29,13927
2019-07-30,13748
2019-07-31,13476
2019-08-01,13449
2019-08-02,13326
2019-08-03,13189
2019-08-04,13131
2019-08-05,13190
2019-08-06,12751
2019-08-07,12653
2019-08-08,12495
2019-08-09,12154
2019-08-10,11825
2019-08-11,11844
2019-08-12,12130
2019-08-13,12110
2019-08-14,11937
2019-08-15,11547
2019-08-16,11636
2019-08-17,12038
2019-08-18,12527
2019-08-19,12468
2019-08-20,12456
2019-08-21,12512
2019-08-22,13132
2019-08-23,13789
2019-08-24,14414
2019-08-24,14414
2019-08-25,14340
2019-08-25,14340
2019-08-26,14058
2019-08-27,14150
2019-08-27,14150
2019-08-28,14015
2019-08-29,13713
2019-08-30,13291
2019-08-31,13220
2019-09-01,13219
2019-09-02,12773
2019-09-03,12506
2019-09-04,12108
2019-09-05,12082
2019-09-06,11979
2019-09-07,11839
2019-09-08,11648
2019-09-09,11525
2019-09-10,11383
2019-09-11,11155
2019-09-12,10693
2019-09-13,10623
2019-09-14,10974
2019-09-15,10989
2019-09-16,10826
2019-09-17,10709
2019-09-18,10526
2019-09-19,10351
2019-09-20,10011
2019-09-21,10021
2019-09-22,10270
2019-09-23,10398
2019-09-24,10518
2019-09-25,10222
2019-09-26,9970
2019-09-27,10035
2019-09-28,10027
2019-09-29,9827
2019-09-30,9976
2019-10-01,9999
2019-10-02,9825
2019-10-03,9787
2019-10-04,9785
2019-10-05,9665
2019-10-06,10045
2019-10-07,10548
2019-10-08,11076
2019-10-09,10983
2019-10-10,10436
2019-10-11,10236
2019-10-12,9989
2019-10-13,10394
2019-10-14,10875
2019-10-15,10968
2019-10-16,10879
2019-10-17,10768
2019-10-18,10784
2019-10-19,10953
2019-10-20,10955
2019-10-21,10865
2019-10-22,10887
2019-10-23,11119
2019-10-24,11143
2019-10-25,11132
2019-10-26,11501
2019-10-27,11543
2019-10-28,11358
2019-10-29,11298
2019-10-30,11431
2019-10-31,11537
2019-11-01,11425
2019-11-02,11532
2019-11-03,11449
2019-11-04,11179
2019-11-05,11081
2019-11-06,11070
2019-11-07,10793
2019-11-08,10720
2019-11-09,10780
2019-11-10,11286
2019-11-11,11543
2019-11-12,11039
2019-11-13,10936
2019-11-14,10953
2019-11-15,11274
2019-11-16,11738
2019-11-17,12157
2019-11-18,11960
2019-11-19,11962
2019-11-20,12539
2019-11-21,13093
2019-11-22,13447
2019-11-23,13641
2019-11-24,13100
2019-11-25,12968
2019-11-26,13124
2019-11-27,13764
2019-11-28,14245
2019-11-29,14309
2019-11-30,14428
2019-12-01,13991
2019-12-02,13528
2019-12-03,13649
2019-12-04,13612
2019-12-05,13902
2019-12-06,13511
2019-12-07,13285
2019-12-08,13554
2019-12-09,13831
2019-12-10,14423
2019-12-11,14592
2019-12-12,15034
2019-12-13,15192
2019-12-14,15316
2019-12-15,15160
2019-12-16,14911
2019-12-17,14909
2019-12-18,15309
2019-12-19,14964
2019-12-20,14568
2019-12-21,13958
2019-12-22,13822
2019-12-23,14114
2019-12-24,14283
2019-12-25,14649
2019-12-26,15047
2019-12-27,14681
2019-12-28,14087
2019-12-29,14055
2019-12-30,13843
2019-12-31,13725
2020-01-01,13364
2020-01-02,13124
2020-01-03,13313
2020-01-04,13952
2020-01-05,14548
2020-01-06,14270
2020-01-07,14281
2020-01-08,14361
2020-01-09,15035
2020-01-10,15658
2020-01-11,15259
2020-01-12,15213
2020-01-13,14904
2020-01-14,14523
2020-01-15,13837
2020-01-16,13339
2020-01-17,13727
2020-01-18,13703
2020-01-19,14365
2020-01-20,14673
2020-01-21,14049
2020-01-22,13779
2020-01-23,13165
2020-01-24,13010
2020-01-25,12771
2020-01-26,12738
2020-01-27,12649
2020-01-28,13044
2020-01-29,13522
2020-01-30,13393
2020-01-31,12986
2020-02-01,12628
2020-02-02,12898
2020-02-03,13499
2020-02-04,13285
2020-02-05,13055
2020-02-06,12499
2020-02-07,12394
2020-02-08,12161
2020-02-09,11747
2020-02-10,11807
2020-02-11,12081
2020-02-12,12578
2020-02-13,12810
2020-02-14,12884
2020-02-15,13209
2020-02-16,13559
2020-02-17,13358
2020-02-18,13396
2020-02-19,13205
2020-02-20,13128
2020-02-21,13022
2020-02-22,13205
2020-02-23,13815
2020-02-24,14033
2020-02-25,13331
2020-02-26,12948
2020-02-27,12933
2020-02-28,12896
2020-02-29,13486
2020-03-01,13569
2020-03-02,14008
2020-03-03,13691
2020-03-04,13173
2020-03-05,12909
2020-03-06,12508
2020-03-07,12247
2020-03-08,12095
2020-03-09,11933
2020-03-10,11674
2020-03-11,11589
2020-03-12,11926
2020-03-13,11826
2020-03-14,12104
2020-03-15,12487
2020-03-16,12282
2020-03-17,12500
2020-03-18,13099
2020-03-19,13477
2020-03-20,13335
2020-03-21,13283
2020-03-22,13151
2020-03-23,13214
2020-03-24,13211
2020-03-25,12858
2020-03-26,12607
2020-03-27,12984
2020-03-28,13634
2020-03-29,14206
2020-03-30,14412
2020-03-31,14564
2020-04-01,14686
2020-04-02,14728
2020-04-03,14661
2020-04-04,15108
2020-04-05,15845
2020-04-06,15558
2020-04-07,15017
2020-04-08,14559
2020-04-09,14632
2020-04-10,14735
2020-04-11,14405
2020-04-12,14513
2020-04-13,15207
2020-04-14,15468
2020-04-15,15328
2020-04-16,15081
2020-04-17,15629
2020-04-18,15807
2020-04-19,15600
2020-04-20,15516
2020-04-21,15413
2020-04-22,15263
2020-04-23,14999
2020-04-24,14970
2020-04-25,14927
2020-04-26,14710
2020-04-27,14531
2020-04-28,13885
2020-04-29,13979
2020-04-30,14196
2020-05-01,13617
2020-05-02,13428
2020-05-03,13323
2020-05-04,13788
2020-05-05,13780
2020-05-06,14012
2020-05-07,14471
2020-05-08,14237
2020-05-09,14190
2020-05-10,14122
2020-05-11,14163
2020-05-12,14817
2020-05-13,14251
