date_obj,Chef's%20delight%20(flatpack) price
2017-06-19,40115
2017-06-20,40115
2017-06-21,40115
2017-06-22,40115
2017-06-23,40115
2017-06-24,40115
2017-06-25,40115
2017-06-26,40115
2017-06-27,40115
2017-06-28,40115
2017-06-29,40115
2017-06-30,40115
2017-07-01,40115
2017-07-02,40115
2017-07-03,40115
2017-07-04,40115
2017-07-05,40115
2017-07-06,40115
2017-07-07,40115
2017-07-08,40115
2017-07-13,40115
2017-07-14,40115
2017-07-15,40115
2017-07-16,40115
2017-07-17,40115
2017-07-18,41623
2017-07-19,41623
2017-07-20,41623
2017-07-21,41623
2017-07-22,41623
2017-07-23,41623
2017-07-24,41623
2017-07-25,41623
2017-07-26,41623
2017-07-27,41623
2017-07-28,41623
2017-07-29,41623
2017-07-30,41623
2017-07-31,41623
2017-08-01,41623
2017-08-02,41623
2017-08-03,41623
2017-08-04,41623
2017-08-05,41623
2017-08-06,41623
2017-08-09,41623
2017-08-10,41623
2017-08-11,41623
2017-08-12,41623
2017-08-13,41623
2017-08-14,41623
2017-08-15,41623
2017-08-16,41623
2017-08-17,41623
2017-08-18,41623
2017-08-19,41623
2017-08-20,41623
2017-08-21,41623
2017-08-22,41623
2017-08-23,41623
2017-08-24,41623
2017-08-25,41623
2017-08-26,41623
2017-08-27,41623
2017-08-28,41623
2017-08-29,41623
2017-08-30,41623
2017-08-31,41623
2017-09-01,41623
2017-09-02,41623
2017-09-03,41623
2017-09-04,41623
2017-09-05,41623
2017-09-06,41623
2017-09-07,41623
2017-09-08,41623
2017-09-09,41623
2017-09-10,41623
2017-09-11,41623
2017-09-12,41623
2017-09-13,41623
2017-09-14,41623
2017-09-15,41623
2017-09-16,41623
2017-09-17,41623
2017-09-18,41623
2017-09-19,41623
2017-09-20,41623
2017-09-21,41623
2017-09-22,41623
2017-09-23,41623
2017-09-24,41623
2017-09-25,41623
2017-09-26,41623
2017-09-27,41623
2017-09-28,41623
2017-09-29,41623
2017-09-30,41623
2017-10-01,41623
2017-10-02,41623
2017-10-03,41623
2017-10-04,41623
2017-10-05,41623
2017-10-06,41623
2017-10-07,41623
2017-10-08,41623
2017-10-09,41623
2017-10-10,41623
2017-10-11,41623
2017-10-12,41623
2017-10-13,41623
2017-10-14,41623
2017-10-15,41623
2017-10-16,41623
2017-10-17,41623
2017-10-18,41623
2017-10-19,41623
2017-10-20,41623
2017-10-21,41623
2017-10-22,41623
2017-10-23,41623
2017-10-24,41623
2017-10-25,41623
2017-10-26,41623
2017-10-27,41623
2017-10-28,41623
2017-10-29,41623
2017-10-30,41623
2017-10-31,41623
2017-11-01,41623
2017-11-02,41623
2017-11-03,41623
2017-11-04,41623
2017-11-05,41623
2017-11-06,41623
2017-11-07,41623
2017-11-08,41623
2017-11-09,41623
2017-11-10,41623
2017-11-11,41623
2017-11-12,42744
2017-11-13,42744
2017-11-14,42744
2017-11-15,42744
2017-11-16,42744
2017-11-17,42744
2017-11-18,42744
2017-11-19,42744
2017-11-20,42744
2017-11-21,42744
2017-11-22,42744
2017-11-23,42744
2017-11-24,42744
2017-11-25,42744
2017-11-26,42744
2017-11-27,42744
2017-11-28,42744
2017-11-29,42744
2017-11-30,42744
2017-12-01,42744
2017-12-02,42744
2017-12-03,42744
2017-12-04,42744
2017-12-05,42744
2017-12-06,42744
2017-12-07,42744
2017-12-08,42744
2017-12-09,42744
2017-12-10,42744
2017-12-11,42744
2017-12-12,42744
2017-12-13,42744
2017-12-14,42744
2017-12-15,42744
2017-12-16,42744
2017-12-17,42744
2017-12-18,42744
2017-12-19,42744
2017-12-20,42744
2017-12-21,42744
2017-12-22,42744
2017-12-23,42744
2017-12-24,42744
2017-12-25,42744
2017-12-26,42744
2017-12-27,42744
2017-12-28,42744
2017-12-29,42744
2017-12-30,42744
2017-12-31,42744
2018-01-01,42744
2018-01-02,42744
2018-01-03,42744
2018-01-04,42744
2018-01-05,42744
2018-01-06,42744
2018-01-07,42744
2018-01-08,42744
2018-01-09,42744
2018-01-10,42744
2018-01-11,42744
2018-01-12,42744
2018-01-13,42744
2018-01-14,42744
2018-01-15,42744
2018-01-16,42744
2018-01-17,42744
2018-01-18,42744
2018-01-19,42744
2018-01-20,42744
2018-01-21,42744
2018-01-22,42744
2018-01-23,42744
2018-01-24,44220
2018-01-25,44220
2018-01-26,44220
2018-01-27,44220
2018-01-28,44220
2018-01-29,44220
2018-01-30,44220
2018-01-31,44220
2018-02-01,44220
2018-02-02,44220
2018-02-03,44220
2018-02-04,44220
2018-02-05,44220
2018-02-06,44220
2018-02-07,44220
2018-02-08,44220
2018-02-09,44220
2018-02-10,44220
2018-02-11,44220
2018-02-12,44220
2018-02-13,44220
2018-02-14,44220
2018-02-15,44220
2018-02-16,44220
2018-02-17,44220
2018-02-18,44220
2018-02-19,44220
2018-02-20,44220
2018-02-21,44220
2018-02-22,44220
2018-02-23,44220
2018-02-24,44220
2018-02-25,44220
2018-02-26,44220
2018-02-27,44220
2018-02-28,44220
2018-03-01,44220
2018-03-02,44220
2018-03-03,44220
2018-03-04,44220
2018-03-05,44220
2018-03-06,44220
2018-03-07,44220
2018-03-08,44220
2018-03-09,44220
2018-03-10,44220
2018-03-11,44220
2018-03-12,44220
2018-03-13,44220
2018-03-14,44220
2018-03-15,44220
2018-03-16,44220
2018-03-17,44220
2018-03-18,44220
2018-03-20,44220
2018-03-21,44220
2018-03-23,44220
2018-03-24,44220
2018-03-25,44220
2018-03-26,44220
2018-03-27,44220
2018-03-28,45676
2018-03-29,45676
2018-03-30,45676
2018-03-31,45676
2018-04-01,45676
2018-04-02,45676
2018-04-03,45676
2018-04-04,45676
2018-04-05,45676
2018-04-06,45676
2018-04-07,45676
2018-04-08,45676
2018-04-09,45676
2018-04-10,45676
2018-04-11,45676
2018-04-12,45676
2018-04-13,45676
2018-04-14,45676
2018-04-15,45676
2018-04-16,45676
2018-04-17,45676
2018-04-18,45676
2018-04-19,45676
2018-04-20,45676
2018-04-21,45676
2018-04-22,45676
2018-04-23,45676
2018-04-24,45676
2018-04-25,45676
2018-04-26,45676
2018-04-27,45676
2018-04-28,45676
2018-04-29,45676
2018-04-30,45676
2018-05-01,45676
2018-05-03,45676
2018-05-04,45676
2018-05-05,45676
2018-05-07,45676
2018-05-08,45676
2018-05-09,45676
2018-05-10,45676
2018-05-11,45676
2018-05-12,45676
2018-05-13,45676
2018-05-14,45676
2018-05-15,45676
2018-05-16,45676
2018-05-17,45676
2018-05-18,45676
2018-05-19,45676
2018-05-20,45676
2018-05-21,45676
2018-05-22,45676
2018-05-23,45676
2018-05-24,45676
2018-05-25,45676
2018-05-26,45676
2018-05-27,45676
2018-05-28,45676
2018-05-29,45735
2018-05-30,45735
2018-05-31,45735
2018-06-01,45735
2018-06-02,45735
2018-06-03,45735
2018-06-04,45735
2018-06-05,45735
2018-06-06,45735
2018-06-07,45735
2018-06-08,45735
2018-06-09,45735
2018-06-10,45735
2018-06-11,45735
2018-06-12,45735
2018-06-13,45735
2018-06-14,45735
2018-06-15,45735
2018-06-16,45735
2018-06-17,45735
2018-06-18,45735
2018-06-19,45735
2018-06-20,45735
2018-06-21,45735
2018-06-22,45735
2018-06-23,45735
2018-06-24,45735
2018-06-25,45735
2018-06-26,45735
2018-06-27,45735
2018-06-28,45735
2018-06-29,45735
2018-06-30,45735
2018-07-01,45735
2018-07-02,45735
2018-07-03,45735
2018-07-04,45735
2018-07-05,45735
2018-07-06,45735
2018-07-07,45735
2018-07-08,45735
2018-07-09,45735
2018-07-10,45735
2018-07-11,45735
2018-07-12,45735
2018-07-13,45735
2018-07-14,45735
2018-07-15,45735
2018-07-16,45735
2018-07-17,45735
2018-07-18,45735
2018-07-19,45735
2018-07-20,45735
2018-07-21,45735
2018-07-22,45735
2018-07-23,45735
2018-07-24,45735
2018-07-25,45735
2018-07-26,45735
2018-07-27,45735
2018-07-28,45735
2018-07-29,45735
2018-07-30,45735
2018-07-31,45735
2018-08-01,45735
2018-08-02,45735
2018-08-03,45735
2018-08-04,45735
2018-08-05,45735
2018-08-06,45735
2018-08-07,45735
2018-08-08,45735
2018-08-09,45735
2018-08-10,45735
2018-08-11,45735
2018-08-12,45735
2018-08-14,45735
2018-08-16,45735
2018-08-17,45735
2018-08-18,45735
2018-08-19,45735
2018-08-20,45735
2018-08-21,45735
2018-08-22,45735
2018-08-23,45735
2018-08-24,45694
2018-08-25,45694
2018-08-26,45694
2018-08-27,45694
2018-08-28,45694
2018-08-29,45694
2018-08-30,45694
2018-08-31,45694
2018-09-01,45694
2018-09-02,45694
2018-09-03,45694
2018-09-04,45694
2018-09-05,45694
2018-09-06,45694
2018-09-07,45694
2018-09-08,45694
2018-09-09,45694
2018-09-10,45694
2018-09-11,45694
2018-09-12,45694
2018-09-13,45694
2018-09-14,45694
2018-09-15,45694
2018-09-16,45694
2018-09-17,45694
2018-09-18,45694
2018-09-19,45694
2018-09-20,45694
2018-09-21,45694
2018-09-22,45694
2018-09-23,45694
2018-09-24,45694
2018-09-25,45694
2018-09-26,45694
2018-09-27,45694
2018-09-28,45694
2018-09-29,45694
2018-09-30,45694
2018-10-02,45694
2018-10-03,45694
2018-10-04,45694
2018-10-05,45694
2018-10-06,46956
2018-10-07,46956
2018-10-08,46956
2018-10-09,46956
2018-10-10,46956
2018-10-11,46956
2018-10-12,46956
2018-10-13,46956
2018-10-14,46956
2018-10-15,46956
2018-10-16,46956
2018-10-17,46956
2018-10-18,46956
2018-10-19,46956
2018-10-20,46956
2018-10-21,46956
2018-10-22,46956
2018-10-23,46956
2018-10-24,46956
2018-10-25,46956
2018-10-26,46956
2018-10-27,46956
2018-10-28,46956
2018-10-29,46956
2018-10-30,46956
2018-10-31,46956
2018-11-01,46956
2018-11-03,46956
2018-11-04,46956
2018-11-05,46956
2018-11-06,46956
2018-11-07,46956
2018-11-08,46956
2018-11-09,46956
2018-11-10,46956
2018-11-11,46956
2018-11-12,46956
2018-11-13,46956
2018-11-14,48517
2018-11-15,48517
2018-11-16,48517
2018-11-17,48517
2018-11-18,48517
2018-11-19,48517
2018-11-20,48517
2018-11-21,48517
2018-11-22,48517
2018-11-23,48517
2018-11-24,48517
2018-11-25,48517
2018-11-26,48517
2018-11-27,48517
2018-11-28,48517
2018-11-29,48517
2018-12-01,48517
2018-12-02,48517
2018-12-03,48517
2018-12-04,48517
2018-12-05,48517
2018-12-07,48517
2018-12-09,48517
2018-12-10,47310
2018-12-11,47310
2018-12-12,47310
2018-12-13,47310
2018-12-14,47310
2018-12-15,47310
2018-12-16,47310
2018-12-17,47310
2018-12-18,47310
2018-12-19,47310
2018-12-20,47310
2018-12-21,47310
2018-12-22,47310
2018-12-23,47310
2018-12-24,47310
2018-12-25,47310
2018-12-26,47310
2018-12-27,47310
2018-12-28,47310
2018-12-29,47310
2018-12-30,47310
2018-12-31,47310
2019-01-01,47310
2019-01-02,47310
2019-01-03,47310
2019-01-04,47310
2019-01-05,47310
2019-01-06,47310
2019-01-08,45539
2019-01-10,45539
2019-01-11,45539
2019-01-12,45539
2019-01-13,45539
2019-01-14,45539
2019-01-15,45539
2019-01-16,45539
2019-01-17,45539
2019-01-18,45539
2019-01-19,45539
2019-01-20,45539
2019-01-21,45539
2019-01-22,45539
2019-01-23,45539
2019-01-24,45539
2019-01-25,45539
2019-01-26,45539
2019-01-27,45539
2019-01-28,45539
2019-01-29,45539
2019-01-30,45539
2019-01-31,45539
2019-02-01,45539
2019-02-02,45539
2019-02-03,44336
2019-02-04,44336
2019-02-05,44336
2019-02-06,44336
2019-02-07,44336
2019-02-08,44336
2019-02-09,44336
2019-02-10,44336
2019-02-11,44336
2019-02-12,44336
2019-02-13,44336
2019-02-14,44336
2019-02-15,44336
2019-02-16,44336
2019-02-17,44336
2019-02-18,44336
2019-02-19,44336
2019-02-20,44336
2019-02-21,44336
2019-02-22,44336
2019-02-23,44336
2019-02-24,44336
2019-02-25,44336
2019-02-26,44336
2019-02-27,44336
2019-02-28,44336
2019-03-01,44336
2019-03-02,44336
2019-03-03,44336
2019-03-04,44336
2019-03-05,44336
2019-03-06,44336
2019-03-07,44336
2019-03-08,44336
2019-03-09,44336
2019-03-10,44336
2019-03-11,44336
2019-03-12,44336
2019-03-13,44336
2019-03-14,44336
2019-03-15,44336
2019-03-16,44336
2019-03-17,44336
2019-03-18,44336
2019-03-19,44336
2019-03-20,44336
2019-03-21,44336
2019-03-22,44336
2019-03-23,44336
2019-03-24,44336
2019-03-25,44336
2019-03-26,44019
2019-03-27,44019
2019-03-28,44019
2019-03-29,44019
2019-03-30,44019
2019-03-31,44019
2019-04-01,44019
2019-04-02,44019
2019-04-03,44019
2019-04-04,44019
2019-04-05,44019
2019-04-06,44019
2019-04-07,44019
2019-04-08,44019
2019-04-09,44019
2019-04-10,44019
2019-04-11,44019
2019-04-12,44019
2019-04-13,44019
2019-04-14,44019
2019-04-15,44019
2019-04-16,44019
2019-04-17,44019
2019-04-18,44019
2019-04-19,44019
2019-04-20,44019
2019-04-21,44019
2019-04-22,44019
2019-04-23,44019
2019-04-24,45352
2019-04-25,45352
2019-04-26,45352
2019-04-27,45352
2019-04-28,45352
2019-04-29,45352
2019-04-30,45352
2019-05-01,45352
2019-05-02,45352
2019-05-03,45352
2019-05-04,45352
2019-05-05,45352
2019-05-06,45352
2019-05-07,45352
2019-05-08,45352
2019-05-09,45352
2019-05-10,45352
2019-05-11,45352
2019-05-12,45352
2019-05-13,45352
2019-05-14,45352
2019-05-15,45352
2019-05-16,45352
2019-05-17,45352
2019-05-18,45352
2019-05-19,45352
2019-05-20,45352
2019-05-21,45352
2019-05-22,45352
2019-05-23,45352
2019-05-24,45352
2019-05-25,45352
2019-05-26,45352
2019-05-27,45352
2019-05-28,45352
2019-05-29,45352
2019-05-30,45352
2019-05-31,45352
2019-06-01,45352
2019-06-02,43897
2019-06-03,43897
2019-06-04,43897
2019-06-05,43897
2019-06-06,43897
2019-06-07,43897
2019-06-08,43897
2019-06-09,43897
2019-06-10,43897
2019-06-11,43897
2019-06-12,43897
2019-06-13,43897
2019-06-14,43897
2019-06-15,43897
2019-06-16,43897
2019-06-17,43897
2019-06-18,43897
2019-06-19,43897
2019-06-20,43897
2019-06-21,43897
2019-06-22,43897
2019-06-23,43897
2019-06-24,43897
2019-06-25,43897
2019-06-26,43897
2019-06-27,43897
2019-06-28,43897
2019-06-29,43897
2019-06-30,43897
2019-07-01,43897
2019-07-02,43897
2019-07-03,43897
2019-07-04,43897
2019-07-05,43897
2019-07-06,43897
2019-07-07,43897
2019-07-08,43897
2019-07-09,43897
2019-07-10,43897
2019-07-11,43897
2019-07-12,43897
2019-07-13,43897
2019-07-14,43897
2019-07-15,43897
2019-07-16,44227
2019-07-17,44227
2019-07-18,44227
2019-07-19,44227
2019-07-20,44227
2019-07-21,44227
2019-07-22,44227
2019-07-23,44227
2019-07-24,44227
2019-07-25,44227
2019-07-26,44227
2019-07-27,44227
2019-07-28,44227
2019-07-29,44227
2019-07-30,44227
2019-07-31,44227
2019-08-01,44227
2019-08-02,44227
2019-08-03,44227
2019-08-04,44227
2019-08-05,44227
2019-08-06,44227
2019-08-07,44227
2019-08-08,44227
2019-08-09,44227
2019-08-10,44227
2019-08-11,44227
2019-08-12,44227
2019-08-13,44227
2019-08-14,44227
2019-08-15,44227
2019-08-16,44227
2019-08-17,44227
2019-08-18,44227
2019-08-19,44227
2019-08-20,44227
2019-08-21,44227
2019-08-22,44227
2019-08-23,44227
2019-08-24,44227
2019-08-24,44227
2019-08-25,44227
2019-08-25,44227
2019-08-26,44227
2019-08-27,44227
2019-08-27,44227
2019-08-28,44227
2019-08-29,43961
2019-08-30,43961
2019-08-31,43961
2019-09-01,43961
2019-09-02,43961
2019-09-03,43961
2019-09-04,43961
2019-09-05,43961
2019-09-06,43961
2019-09-07,43961
2019-09-08,43961
2019-09-09,43961
2019-09-10,43961
2019-09-11,43961
2019-09-12,43961
2019-09-13,43961
2019-09-14,43961
2019-09-15,43961
2019-09-16,43961
2019-09-17,43961
2019-09-18,43961
2019-09-19,43961
2019-09-20,43961
2019-09-21,43961
2019-09-22,43961
2019-09-23,43961
2019-09-24,43961
2019-09-25,43961
2019-09-26,43961
2019-09-27,43961
2019-09-28,43961
2019-09-29,43961
2019-09-30,43961
2019-10-01,43961
2019-10-02,43961
2019-10-03,43961
2019-10-04,43961
2019-10-05,43961
2019-10-06,43961
2019-10-07,43961
2019-10-08,43961
2019-10-09,43961
2019-10-10,44145
2019-10-11,44145
2019-10-12,44145
2019-10-13,44145
2019-10-14,44145
2019-10-15,44145
2019-10-16,44145
2019-10-17,44145
2019-10-18,44145
2019-10-19,44145
2019-10-20,44145
2019-10-21,44145
2019-10-22,44145
2019-10-23,44145
2019-10-24,44145
2019-10-25,44145
2019-10-26,44145
2019-10-27,44145
2019-10-28,44145
2019-10-29,44145
2019-10-30,44145
2019-10-31,44145
2019-11-01,44145
2019-11-02,44145
2019-11-03,44145
2019-11-04,44145
2019-11-05,44145
2019-11-06,44145
2019-11-07,44145
2019-11-08,44145
2019-11-09,44145
2019-11-10,44145
2019-11-11,44145
2019-11-12,44145
2019-11-13,44145
2019-11-14,44145
2019-11-15,44145
2019-11-16,44145
2019-11-17,44145
2019-11-18,44145
2019-11-19,44145
2019-11-20,44145
2019-11-21,44145
2019-11-22,44145
2019-11-23,44145
2019-11-24,44145
2019-11-25,44145
2019-11-26,44145
2019-11-27,44145
2019-11-28,44145
2019-11-29,44145
2019-11-30,43629
2019-12-01,43629
2019-12-02,43629
2019-12-03,43629
2019-12-04,43629
2019-12-05,43629
2019-12-06,43629
2019-12-07,43629
2019-12-08,43629
2019-12-09,43629
2019-12-10,43629
2019-12-11,43629
2019-12-12,43629
2019-12-13,43629
2019-12-14,43629
2019-12-15,43629
2019-12-16,43629
2019-12-17,43629
2019-12-18,43629
2019-12-19,43629
2019-12-20,43629
2019-12-21,43629
2019-12-22,43629
2019-12-23,43629
2019-12-24,43629
2019-12-25,43629
2019-12-26,43629
2019-12-27,43629
2019-12-28,43629
2019-12-29,43629
2019-12-30,43629
2019-12-31,43629
2020-01-01,43629
2020-01-02,43629
2020-01-03,43629
2020-01-04,43629
2020-01-05,43629
2020-01-06,43629
2020-01-07,43629
2020-01-08,43629
2020-01-09,43629
2020-01-10,43629
2020-01-11,43629
2020-01-12,41796
2020-01-13,41796
2020-01-14,41796
2020-01-15,41796
2020-01-16,41796
2020-01-17,41796
2020-01-18,41796
2020-01-19,41796
2020-01-20,41796
2020-01-21,41796
2020-01-22,41796
2020-01-23,41796
2020-01-24,41796
2020-01-25,41796
2020-01-26,41796
2020-01-27,41796
2020-01-28,41796
2020-01-29,41796
2020-01-30,41796
2020-01-31,41796
2020-02-01,41796
2020-02-02,41796
2020-02-03,41796
2020-02-04,41796
2020-02-05,41796
2020-02-06,41796
2020-02-07,41796
2020-02-08,41796
2020-02-09,41796
2020-02-10,41796
2020-02-11,41796
2020-02-12,41796
2020-02-13,41796
2020-02-14,41796
2020-02-15,41796
2020-02-16,41796
2020-02-17,41796
2020-02-18,41796
2020-02-19,41796
2020-02-20,41796
2020-02-21,41796
2020-02-22,41796
2020-02-23,41796
2020-02-24,40526
2020-02-25,40526
2020-02-26,40526
2020-02-27,40526
2020-02-28,40526
2020-02-29,40526
2020-03-01,40526
2020-03-02,40526
2020-03-03,40526
2020-03-04,40526
2020-03-05,40526
2020-03-06,40526
2020-03-07,40526
2020-03-08,40526
2020-03-09,40526
2020-03-10,40526
2020-03-11,40526
2020-03-12,40526
2020-03-13,40526
2020-03-14,40526
2020-03-15,40526
2020-03-16,40526
2020-03-17,40526
2020-03-18,40526
2020-03-19,40526
2020-03-20,40526
2020-03-21,40526
2020-03-22,40526
2020-03-23,40526
2020-03-24,40526
2020-03-25,39408
2020-03-26,39408
2020-03-27,39408
2020-03-28,39408
2020-03-29,39408
2020-03-30,39408
2020-03-31,39408
2020-04-01,39408
2020-04-02,39408
2020-04-03,39408
2020-04-04,39408
2020-04-05,39408
2020-04-06,39408
2020-04-07,39408
2020-04-08,39408
2020-04-09,39408
2020-04-10,39408
2020-04-11,39408
2020-04-12,39408
2020-04-13,39408
2020-04-14,39408
2020-04-15,39408
2020-04-16,39408
2020-04-17,39408
2020-04-18,40498
2020-04-19,40498
2020-04-20,40498
2020-04-21,40498
2020-04-22,40498
2020-04-23,40498
2020-04-24,40498
2020-04-25,40498
2020-04-26,40498
2020-04-27,40498
2020-04-28,40498
2020-04-29,40498
2020-04-30,40498
2020-05-01,40498
2020-05-02,40498
2020-05-03,40498
2020-05-04,40498
2020-05-05,40498
2020-05-06,40498
2020-05-07,40498
2020-05-08,40498
2020-05-09,40498
2020-05-10,40498
2020-05-11,40498
2020-05-12,40498
2020-05-13,38872
